smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight
1200.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2772623.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1931191239.4,30512989.032,-1921870067.46,-1906933417.87,-1974091404.82,-1967722118.56,-1907710000.96,4.0,931042499666000.0,1.68189591158e-14,118,0.125,0.250000743882,0.25,0.00781252324632
1200.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1936210903.22,53707426.735,-1939782087.45,-1867380100.22,-1997899337.77,-1990158559.78,-1877263588.75,4.0,2884487686500000.0,1.68189591158e-14,125,0.125,0.125000371941,0.125,0.00195313081158
1200.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1953600152.86,49960330.6685,-1938897291.36,-1911276211.79,-2025329816.95,-2013523414.78,-1914260897.06,4.0,2496034640500000.0,1.68189591158e-14,111,0.125,0.250000608631,0.125,0.00390625950986
1200.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2037322722.88,13568434.1756,-2031620134.39,-2028696568.82,-2057354053.9,-2053855267.23,-2028773802.4,4.0,184102405978000.0,1.68189591158e-14,96,0.25,0.125000371941,0.125,0.00390626162316
1200.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2113553483.06,38088267.2734,-2099197859.39,-2087138027.25,-2168680186.22,-2159769978.35,-2087434860.92,4.0,1450716103890000.0,1.68189591158e-14,124,0.125,0.125000371941,0.25,0.00390626162316
1200.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2772623.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2151547819.27,38110493.3304,-2156996787.84,-2104719733.68,-2187477967.73,-2185931929.54,-2109535153.02,4.0,1452409701890000.0,1.68189591158e-14,117,0.125,0.250000743882,0.25,0.00781252324632
1200.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2318826027.11,23689936.4102,-2322673502.82,-2290479840.22,-2339477262.59,-2339140868.82,-2293124719.41,4.0,561213087121000.0,1.68189591158e-14,123,0.125,0.125000371941,0.25,0.00390626162316
1200.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2772623.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2374551130.4,35324389.8201,-2371383994.91,-2335659067.51,-2419777464.28,-2413882381.19,-2339653869.31,4.0,1247812516170000.0,1.68189591158e-14,116,0.125,0.250000743882,0.125,0.00390626162316
1200.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2552140280.82,21995328.3961,-2553221863.44,-2524541812.26,-2577575584.13,-2574596806.06,-2528169539.9,4.0,483794471254000.0,1.68189591158e-14,122,0.125,0.125000371941,0.25,0.00390626162316
1200.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2795630980.21,41925665.7383,-2798077648.44,-2751248797.64,-2835119826.34,-2833977891.44,-2753858733.48,4.0,1757761447600000.0,1.68189591158e-14,121,0.125,0.125000371941,0.125,0.00195313081158
1200.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-185938740370.0,6747253.29201,-185936091498.0,-185934136918.0,-185948641567.0,-185946952253.0,-185934236908.0,4.0,45525426986500.0,1.68189591158e-14,1,0.125,0.124999019428,0.125,0.00195310967856
