npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,prefix
1280.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2192566515.26,36274136.3074,2192566515.26,2218216203.03,2166916827.5,2169481796.28,2215651234.25,2.0,1315812964850000.0,1.21200144652e-13,0.250004767044,0.124987287705,0.00390592721826,0.125,75
1280.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2190137535.38,33992212.2736,2190137535.38,2214173659.19,2166101411.57,2168505023.95,2211770046.81,2.0,1155470495260000.0,1.21200144652e-13,0.250004767044,0.250025424591,0.0156268870075,0.25,63
1280.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2189774718.37,59250725.9231,2189774718.37,2231671308.46,2147878128.28,2152067787.29,2227481649.45,2.0,3510648522420000.0,1.21200144652e-13,0.249995232956,0.25,0.0156247020597,0.25,39
1280.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2186400826.35,1075849.18647,2186400826.35,2187161566.6,2185640086.09,2185716160.12,2187085492.58,2.0,1157451472020.0,1.21200144652e-13,0.250004767044,0.25,0.0156252979403,0.25,69
1280.0,-1000.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2175596226.7,11891968.2758,2175596226.7,2184005118.11,2167187335.29,2168028224.43,2183164228.97,2.0,141418909472000.0,1.21200144652e-13,0.125002383522,0.124987287705,0.00195296360913,0.125,101
1280.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2173629851.33,59553870.4887,2173629851.33,2215740797.0,2131518905.66,2135730000.23,2211529702.43,2.0,3546663490190000.0,1.21200144652e-13,0.124992849434,0.250025424591,0.00781284756262,0.25,8
1280.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2145916635.31,83930881.8884,2145916635.31,2205264731.04,2086568539.57,2092503349.15,2199329921.47,2.0,7044392934570000.0,1.21200144652e-13,0.250004767044,0.124987287705,0.00390592721826,0.125,100
1280.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2144272541.35,81970275.0714,2144272541.35,2202234278.7,2086310803.99,2092106977.72,2196438104.97,2.0,6719125995280000.0,1.21200144652e-13,0.250004767044,0.25,0.0156252979403,0.25,94
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2132898657.9,14486003.0416,2132898657.9,2143141808.88,2122655506.92,2123679822.02,2142117493.79,2.0,209844284122000.0,1.21200144652e-13,0.124992849434,0.25,0.00390602654481,0.125,2
1280.0,-800.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2131092630.62,26557859.8556,2131092630.62,2149871873.42,2112313387.82,2114191312.1,2147993949.14,2.0,705319920107000.0,1.21200144652e-13,0.125002383522,0.25,0.00781264897013,0.25,107
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2122931112.31,64881898.5456,2122931112.31,2168809542.75,2077052681.88,2081640524.92,2164221699.71,2.0,4209660758880000.0,1.21200144652e-13,0.250004767044,0.25,0.00781264897013,0.125,77
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2120061268.3,16620100.6455,2120061268.3,2131813454.17,2108309082.43,2109484301.02,2130638235.59,2.0,276227745468000.0,1.21200144652e-13,0.250004767044,0.25,0.00781264897013,0.125,52
1280.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2115237363.47,11895323.5532,2115237363.47,2123648627.42,2106826099.52,2107667225.91,2122807501.02,2.0,141498722436000.0,1.21200144652e-13,0.125002383522,0.250025424591,0.00781344350374,0.25,113
1280.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2113727773.93,117670853.592,2113727773.93,2196933632.46,2030521915.41,2038842501.26,2188613046.6,2.0,1.38464297851e+16,1.21200144652e-13,0.125002383522,0.124987287705,0.00195296360913,0.125,125
1280.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2106515692.85,36207637.5695,2106515692.85,2132118358.91,2080913026.8,2083473293.4,2129558092.3,2.0,1310993018360000.0,1.21200144652e-13,0.250004767044,0.250025424591,0.0156268870075,0.25,58
1280.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2106002579.79,35394271.6805,2106002579.79,2131030109.31,2080975050.27,2083477803.22,2128527356.36,2.0,1252754467800000.0,1.21200144652e-13,0.250004767044,0.250025424591,0.0156268870075,0.25,83
1280.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2102058663.02,3736045.0958,2102058663.02,2104700445.85,2099416880.2,2099681058.48,2104436267.56,2.0,13958032957900.0,1.21200144652e-13,0.125002383522,0.25,0.00781264897013,0.25,119
1280.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2083583236.35,53485767.0553,2083583236.35,2121403384.93,2045763087.77,2049545102.63,2117621370.07,2.0,2860727277500000.0,1.21200144652e-13,0.124992849434,0.124987287705,0.0039056293083,0.25,20
1280.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2075414702.46,32673528.5252,2075414702.46,2098518376.04,2052311028.87,2054621396.23,2096208008.68,2.0,1067559466290000.0,1.21200144652e-13,0.249995232956,0.250025424591,0.00781314553318,0.125,28
1280.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2074351924.13,64018842.0803,2074351924.13,2119620081.49,2029083766.77,2033610582.51,2115093265.76,2.0,4098412141300000.0,1.21200144652e-13,0.124992849434,0.25,0.00781205308962,0.25,14
1280.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2073466027.57,27280326.0438,2073466027.57,2092756131.11,2054175924.03,2056104934.38,2090827120.75,2.0,744216189054000.0,1.21200144652e-13,0.249995232956,0.124987287705,0.00781155652656,0.25,45
1280.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2072705116.79,13223501.323,2072705116.79,2082055544.24,2063354689.33,2064289732.08,2081120501.5,2.0,174860987240000.0,1.21200144652e-13,0.250004767044,0.124987287705,0.00781185443652,0.25,70
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2058345454.87,50191727.736,2058345454.87,2093836365.91,2022854543.83,2026403634.94,2090287274.81,2.0,2519209533130000.0,1.21200144652e-13,0.125002383522,0.25,0.00390632448506,0.125,102
1280.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2048718394.56,55206011.0454,2048718394.56,2087754939.33,2009681849.79,2013585504.26,2083851284.85,2.0,3047703655540000.0,1.21200144652e-13,0.125002383522,0.250025424591,0.00781344350374,0.25,108
1280.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2048169047.91,13329104.7988,2048169047.91,2057594148.3,2038743947.52,2039686457.56,2056651638.26,2.0,177665034736000.0,1.21200144652e-13,0.250004767044,0.25,0.0156252979403,0.25,64
1280.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1998396146.66,57614064.7918,1998396146.66,2039135442.56,1957656850.75,1961730780.34,2035061512.97,2.0,3319380461830000.0,1.21200144652e-13,0.250004767044,0.124987287705,0.00781185443652,0.25,95
1280.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1991426280.16,54156524.1913,1991426280.16,2029720725.66,1953131834.66,1956961279.21,2025891281.11,2.0,2932929112490000.0,1.21200144652e-13,0.125002383522,0.25,0.00781264897013,0.25,114
1280.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1984592602.83,22765459.1959,1984592602.83,2000690213.4,1968494992.25,1970104753.31,1999080452.34,2.0,518266132400000.0,1.21200144652e-13,0.250004767044,0.25,0.0156252979403,0.25,89
1280.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1980163449.6,23787756.4322,1980163449.6,1996983933.48,1963342965.72,1965025014.11,1995301885.1,2.0,565857356079000.0,1.21200144652e-13,0.249995232956,0.25,0.0156247020597,0.25,34
1280.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1975063125.07,52824935.8351,1975063125.07,2012415995.41,1937710254.72,1941445541.76,2008680708.38,2.0,2790473845980000.0,1.21200144652e-13,0.125002383522,0.124987287705,0.00390592721826,0.25,120
1280.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1973226106.99,46358199.0029,1973226106.99,2006006303.87,1940445910.11,1943723929.8,2002728284.18,2.0,2149082614790000.0,1.21200144652e-13,0.124992849434,0.250025424591,0.00390642378131,0.125,3
1280.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1966585418.02,47310935.8285,1966585418.02,2000039301.57,1933131534.47,1936476922.83,1996693913.21,2.0,2238324648970000.0,1.21200144652e-13,0.250004767044,0.250025424591,0.00781344350374,0.125,53
1280.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1948715701.95,12783207.7145,1948715701.95,1957754794.81,1939676609.09,1940580518.38,1956850885.53,2.0,163410399473000.0,1.21200144652e-13,0.250004767044,0.250025424591,0.00781344350374,0.125,78
1280.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1910171623.34,25975547.385,1910171623.34,1928539109.05,1891804137.64,1893640886.21,1926702360.48,2.0,674729061948000.0,1.21200144652e-13,0.250004767044,0.25,0.0156252979403,0.25,59
1280.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1878347017.43,30508220.6394,1878347017.43,1899919587.13,1856774447.74,1858931704.71,1897762330.16,2.0,930751526580000.0,1.21200144652e-13,0.249995232956,0.124987287705,0.00781155652656,0.25,40
1280.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1869532511.64,25554333.5738,1869532511.64,1887602154.2,1851462869.08,1853269833.34,1885795189.94,2.0,653023964401000.0,1.21200144652e-13,0.124992849434,0.25,0.00781205308962,0.25,9
1280.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1851066409.17,61613030.978,1851066409.17,1894633401.18,1807499417.16,1811856116.36,1890276701.98,2.0,3796165586300000.0,1.21200144652e-13,0.124992849434,0.124987287705,0.0039056293083,0.25,15
1280.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1842851009.75,10866178.4374,1842851009.75,1850534558.2,1835167461.29,1835935816.13,1849766203.36,2.0,118073833833000.0,1.21200144652e-13,0.125002383522,0.250025424591,0.00390672175187,0.125,103
1280.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1837175782.9,25138950.8565,1837175782.9,1854951705.52,1819399860.27,1821177452.53,1853174113.26,2.0,631966850165000.0,1.21200144652e-13,0.250004767044,0.124987287705,0.00781185443652,0.25,65
1280.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1821710555.53,20312220.0445,1821710555.53,1836073464.06,1807347646.99,1808783937.84,1834637173.21,2.0,412586283135000.0,1.21200144652e-13,0.250004767044,0.25,0.0156252979403,0.25,84
1280.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1797864236.54,20073198.3691,1797864236.54,1812058131.22,1783670341.85,1785089731.32,1810638741.75,2.0,402933292764000.0,1.21200144652e-13,0.125002383522,0.25,0.00781264897013,0.25,109
1280.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1765602403.96,108941133.294,1765602403.96,1842635418.06,1688569389.86,1696272691.27,1834932116.65,2.0,1.18681705234e+16,1.21200144652e-13,0.249995232956,0.25,0.00781235102987,0.125,29
1280.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1765338434.54,104503100.961,1765338434.54,1839233285.89,1691443583.2,1698833068.33,1831843800.75,2.0,1.09208981104e+16,1.21200144652e-13,0.250004767044,0.124987287705,0.00781185443652,0.25,90
1280.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1751993195.96,87778392.4701,1751993195.96,1814061892.52,1689924499.4,1696131369.06,1807855022.86,2.0,7705046184630000.0,1.21200144652e-13,0.125002383522,0.124987287705,0.00390592721826,0.25,115
1280.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1702908875.38,25258153.9555,1702908875.38,1720769087.32,1685048663.44,1686834684.63,1718983066.13,2.0,637974341239000.0,1.21200144652e-13,0.249995232956,0.124987287705,0.00781155652656,0.25,35
1280.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1677154706.02,39717915.4014,1677154706.02,1705239513.33,1649069898.7,1651878379.44,1702431032.6,2.0,1577512803830000.0,1.21200144652e-13,0.250004767044,0.124987287705,0.00781185443652,0.25,60
1280.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1642625256.55,56151938.4344,1642625256.55,1682330672.99,1602919840.11,1606890381.75,1678360131.35,2.0,3153040189940000.0,1.21200144652e-13,0.124992849434,0.124987287705,0.0039056293083,0.25,10
1280.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1639768162.31,64576003.4733,1639768162.31,1685430292.27,1594106032.35,1598672245.35,1680864079.27,2.0,4170060224580000.0,1.21200144652e-13,0.250004767044,0.25,0.00781264897013,0.125,54
1280.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1615038046.1,45598296.0734,1615038046.1,1647280910.46,1582795181.74,1586019468.17,1644056624.03,2.0,2079204604800000.0,1.21200144652e-13,0.124992849434,0.25,0.00390602654481,0.125,4
1280.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1609797173.19,38619048.6275,1609797173.19,1637104964.35,1582489382.02,1585220161.14,1634374185.24,2.0,1491430916890000.0,1.21200144652e-13,0.250004767044,0.25,0.00781264897013,0.125,79
1280.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1600126162.46,22266816.0711,1600126162.46,1615871179.1,1584381145.82,1585955647.49,1614296677.44,2.0,495811097946000.0,1.21200144652e-13,0.125002383522,0.25,0.00390632448506,0.125,104
1280.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1530603219.73,69237062.9578,1530603219.73,1579561216.46,1481645223.01,1486541022.68,1574665416.79,2.0,4793770887020000.0,1.21200144652e-13,0.250004767044,0.124987287705,0.00781185443652,0.25,85
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1526262801.56,38028785.7556,1526262801.56,1553153213.85,1499372389.27,1502061430.5,1550464172.62,2.0,1446188546050000.0,1.21200144652e-13,0.250004767044,0.124987287705,0.00390592721826,0.125,55
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1473599116.8,64985756.8745,1473599116.8,1519550986.16,1427647247.43,1432242434.37,1514955799.23,2.0,4223148596550000.0,1.21200144652e-13,0.124992849434,0.124987287705,0.00195281465415,0.125,5
1280.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1427688739.09,122369178.845,1427688739.09,1514216815.26,1341160662.92,1349813470.53,1505564007.64,2.0,1.49742159313e+16,1.21200144652e-13,0.125002383522,0.124987287705,0.00390592721826,0.25,110
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1423059255.0,48409619.2534,1423059255.0,1457290025.05,1388828484.95,1392251561.96,1453866948.04,2.0,2343491236260000.0,1.21200144652e-13,0.250004767044,0.124987287705,0.00390592721826,0.125,80
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1414570823.55,38888712.944,1414570823.55,1442069296.19,1387072350.92,1389822198.18,1439319448.92,2.0,1512331994440000.0,1.21200144652e-13,0.249995232956,0.124987287705,0.00390577826328,0.125,30
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1338584469.46,11718747.8657,1338584469.46,1346870875.55,1330298063.38,1331126703.99,1346042234.94,2.0,137329051539000.0,1.21200144652e-13,0.125002383522,0.124987287705,0.00195296360913,0.125,105
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263887379944000.0,3322040.71312,-263887379944000.0,-263887377595000.0,-263887382293000.0,-263887382058000.0,-263887377830000.0,2.0,11035954499600.0,1.21200144652e-13,0.124992849434,0.124987287705,0.0039056293083,0.25,6
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263887499206000.0,21739197.1671,-263887499206000.0,-263887483835000.0,-263887514578000.0,-263887513041000.0,-263887485372000.0,2.0,472592693468000.0,1.21200144652e-13,0.249995232956,0.124987287705,0.00781155652656,0.25,31
