smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-ft_capacity
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-707859934.173,3188630.88617,-708524622.83,-703644537.02,-710745954.014,-710611746.031,-704177558.196,4.0,10167366928300.0,0.0156526827331,89,0.250007275152,0.250453720508,3.46688419418e-13,0.249981948155
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-713849438.111,1598945.30778,-714291473.954,-711637196.563,-715177607.975,-715128274.291,-711951751.752,4.0,2556626097270.0,0.00782634136657,119,0.250007275152,0.250453720508,3.46688419418e-13,0.124990974078
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-753875023.206,2948209.75411,-753655735.79,-751258836.808,-756929784.436,-756770778.136,-751286270.658,4.0,8691940754210.0,0.0156526827331,94,0.250007275152,0.250453720508,3.46688419418e-13,0.249981948155
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-756758885.432,3750025.88207,-756249143.198,-752736114.607,-761801140.726,-760994619.902,-753236790.09,4.0,14062694116200.0,0.00391314997922,124,0.125002976198,0.250453720508,3.46688419418e-13,0.124990974078
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-769774304.719,4985342.31071,-768170913.387,-765725222.818,-777030169.283,-775766367.031,-766026990.271,4.0,24853637954900.0,0.0155950624366,83,0.249992724848,0.249546279492,3.46688419418e-13,0.249981948155
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-774997026.337,3170724.30066,-775177825.856,-771086477.69,-778545975.946,-778198348.646,-771542584.701,4.0,10053492590800.0,0.00779753121829,108,0.249992724848,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-778308573.215,1306165.48753,-778387950.054,-776651615.37,-779806777.382,-779629996.764,-776876022.091,4.0,1706068280800.0,0.00779824473773,53,0.12498974865,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-784286479.23,4821480.73696,-784041944.664,-779237182.71,-789824844.881,-789346421.274,-779568885.577,4.0,23246676496900.0,0.0038985593187,103,0.12498974865,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-784983624.304,3586885.06428,-785055623.223,-780847986.705,-788975264.065,-788637196.945,-781229253.176,4.0,12865744464300.0,0.0077971186374,78,0.12498974865,0.249546279492,3.46688419418e-13,0.249981948155
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-793956849.374,763702.465628,-793897559.452,-793287830.701,-794744447.893,-794704543.607,-793292161.034,4.0,583241456006.0,0.00782629995845,99,0.125002976198,0.250453720508,3.46688419418e-13,0.249981948155
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-817726691.127,4395403.18217,-817913788.301,-812865547.727,-822213640.179,-821967296.672,-813224149.539,4.0,19319569133800.0,0.00779798505727,113,0.250007275152,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-819420056.397,3093517.89435,-819884203.259,-815230304.302,-822681514.768,-822293303.717,-815897003.47,4.0,9569852962690.0,0.0155959701145,88,0.250007275152,0.249546279492,3.46688419418e-13,0.249981948155
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-823253205.742,841539.320563,-823340153.809,-822147264.526,-824185250.824,-824072570.043,-822312114.147,4.0,708188428054.0,0.0155973147564,58,0.249992724848,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-860076947.658,2565206.16706,-861274370.89,-856240420.402,-861518628.451,-861511195.236,-856966307.557,4.0,6580282679550.0,0.00779798505727,118,0.250007275152,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-861831480.73,5195917.96414,-862441305.34,-855961108.562,-866482203.678,-866397396.35,-856411810.656,4.0,26997563490100.0,0.0155959701145,93,0.250007275152,0.249546279492,3.46688419418e-13,0.249981948155
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-864148447.195,1674735.12445,-863699804.018,-862673994.893,-866520185.852,-866146022.36,-862778972.478,4.0,2804737737060.0,0.0155982225654,63,0.250007275152,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-903677069.389,4091542.64906,-905093473.28,-897685065.359,-906836265.636,-906635325.86,-898735847.47,4.0,16740721249100.0,0.00779794379918,98,0.125002976198,0.249546279492,3.46688419418e-13,0.249981948155
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-906032996.172,4448594.3446,-904919382.83,-902110678.235,-912182540.794,-911296764.352,-902328286.671,4.0,19789991642800.0,0.00389897189959,123,0.125002976198,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-907556361.848,2911664.01929,-908402590.535,-903609962.536,-909810303.787,-909793187.738,-904134815.797,4.0,8477787361210.0,0.0155950624366,82,0.249992724848,0.249546279492,3.46688419418e-13,0.249981948155
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-909526830.53,2368351.10118,-908939931.309,-907346143.847,-912881315.654,-912328408.641,-907546911.329,4.0,5609086938480.0,0.0155982225654,68,0.250007275152,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-920211874.236,670825.28504,-920255476.438,-919350956.273,-920985587.795,-920884559.67,-919478145.719,4.0,450006563049.0,0.0155973147564,57,0.249992724848,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-923160632.873,4428255.67852,-924166946.27,-916925997.515,-927382641.438,-926934978.597,-917977448.394,4.0,19609448354300.0,0.00779753121829,107,0.249992724848,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-937127586.51,1528986.64685,-936844430.545,-935699889.097,-939121595.854,-938877154.179,-935774437.193,4.0,2337800166250.0,0.00779824473773,52,0.12498974865,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-946457973.431,2602151.64622,-946608058.394,-943755887.971,-948859888.966,-948806681.113,-943899146.801,4.0,6771193189910.0,0.0038985593187,102,0.12498974865,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-948079964.996,1685038.18902,-948313782.043,-946075484.019,-949616811.881,-949572436.447,-946260149.681,4.0,2839353698450.0,0.0077971186374,77,0.12498974865,0.249546279492,3.46688419418e-13,0.249981948155
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-950346126.118,3573981.21498,-950085334.83,-946831765.083,-954382069.727,-954065240.435,-946992119.603,4.0,12773341725000.0,0.00779907001867,73,0.125002976198,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-950551149.766,5410000.74977,-950344884.979,-944751079.544,-956763749.563,-956218259.978,-945172810.257,4.0,29268108112500.0,0.0155959701145,87,0.250007275152,0.249546279492,3.46688419418e-13,0.249981948155
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-960703076.79,1320449.27003,-960695340.227,-959506147.358,-961915479.349,-961894294.477,-959522690.292,4.0,1743586274720.0,0.0155982225654,62,0.250007275152,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-965355150.157,7030100.0726,-963252489.738,-960010586.857,-974905034.295,-973627444.063,-960026580.838,4.0,49422307030800.0,0.00779798505727,112,0.250007275152,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-992394638.625,4471359.70082,-992585715.32,-986743612.829,-997663511.03,-996950567.8,-987571202.076,4.0,19993057574100.0,0.0155959701145,92,0.250007275152,0.249546279492,3.46688419418e-13,0.249981948155
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1005557303.16,800139.154114,-1005318511.07,-1004948456.4,-1006643734.11,-1006498574.14,-1004950341.11,4.0,640222665946.0,0.0155982225654,67,0.250007275152,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1010841126.41,3695575.04462,-1009448045.28,-1008318709.79,-1016149705.29,-1015313726.46,-1008318839.94,4.0,13657274910400.0,0.00779798505727,117,0.250007275152,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1038176825.5,2275953.23762,-1037678043.24,-1036099349.1,-1041251866.4,-1040835348.54,-1036216597.61,4.0,5179963139830.0,0.00779794379918,97,0.125002976198,0.249546279492,3.46688419418e-13,0.249981948155
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1042376952.22,2227406.89079,-1043362925.02,-1039052523.95,-1043729434.91,-1043700157.7,-1039673384.83,4.0,4961341457130.0,0.0078270161323,56,0.249992724848,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1049417200.41,2134348.18121,-1048749481.5,-1047661459.58,-1052508379.05,-1051983748.42,-1047785458.87,4.0,4555442158630.0,0.00779907001867,72,0.125002976198,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1049739657.12,1569551.52046,-1049302064.26,-1048365265.7,-1051989234.26,-1051611692.23,-1048480252.01,4.0,2463491975390.0,0.00782588587727,81,0.249992724848,0.125226860254,3.46688419418e-13,0.249981948155
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1052337887.25,4079578.71702,-1052287728.28,-1048289023.1,-1056487069.36,-1056285586.19,-1048460410.88,4.0,16642962508400.0,0.00389897189959,122,0.125002976198,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1062704272.22,973422.405698,-1062408424.17,-1061914586.82,-1064085653.71,-1063873153.36,-1061949578.35,4.0,947551179916.0,0.0078270161323,31,0.249992724848,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1075876933.13,6143418.47695,-1077742274.41,-1067056448.19,-1080966735.5,-1080652729.95,-1068489658.5,4.0,37741590582900.0,0.00391294293863,106,0.249992724848,0.125226860254,3.46688419418e-13,0.124990974078
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1084027679.26,886013.990504,-1084019225.83,-1083083160.08,-1084989105.32,-1084921454.68,-1083145738.66,4.0,785020791368.0,0.00391330099566,26,0.12498974865,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1085807528.02,1326760.28057,-1086020198.74,-1083999240.03,-1087190474.57,-1087024404.73,-1084292912.3,4.0,1760292842090.0,0.00782747168739,61,0.250007275152,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1092376126.53,4612357.94035,-1091690220.39,-1088078543.15,-1098045522.19,-1097463750.8,-1088248770.85,4.0,21273845769900.0,0.00782634136657,86,0.250007275152,0.125226860254,3.46688419418e-13,0.249981948155
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1096155695.18,2085581.83203,-1095635666.16,-1094269880.54,-1099081567.86,-1098631011.32,-1094408419.66,4.0,4349651578080.0,0.00391330099566,51,0.12498974865,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1103541755.43,2293920.71622,-1103322097.08,-1101238162.74,-1106284664.84,-1106019641.86,-1101371390.71,4.0,5262072252310.0,0.00391273589804,76,0.12498974865,0.125226860254,3.46688419418e-13,0.249981948155
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1104148936.41,213012.905348,-1104158534.38,-1103939572.3,-1104339104.57,-1104337105.84,-1103947329.82,4.0,45374497844.8,0.00782747168739,36,0.250007275152,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1107584953.9,1356432.39108,-1107363037.56,-1106411301.86,-1109202438.61,-1109053254.79,-1106427335.88,4.0,1839908831580.0,0.00195636794902,101,0.12498974865,0.125226860254,3.46688419418e-13,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1123338568.73,3363874.88587,-1124002655.89,-1118798752.05,-1126550211.11,-1126323251.97,-1119424163.48,4.0,11315654247800.0,0.00391317068328,111,0.250007275152,0.125226860254,3.46688419418e-13,0.124990974078
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1129964287.71,2250160.51139,-1130255266.34,-1126950778.49,-1132395839.67,-1132092067.82,-1127429137.51,4.0,5063222327000.0,0.00782747168739,66,0.250007275152,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1137832789.98,1589305.5958,-1137537179.0,-1136319243.92,-1139937557.99,-1139665096.2,-1136414339.13,4.0,2525892276850.0,0.00782634136657,91,0.250007275152,0.125226860254,3.46688419418e-13,0.249981948155
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1149784699.62,1694319.67373,-1149567824.63,-1147949475.81,-1152053673.41,-1151685295.45,-1148187728.78,4.0,2870719156800.0,0.00782747168739,41,0.250007275152,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1168562789.0,8630796.40599,-1170960097.58,-1156377193.0,-1175953767.82,-1175520474.32,-1158248871.65,4.0,74490646601600.0,0.00391317068328,116,0.250007275152,0.125226860254,3.46688419418e-13,0.124990974078
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1171579133.0,1008083.01203,-1171247926.65,-1170775606.59,-1173045072.1,-1172795248.7,-1170826706.19,4.0,1016231359140.0,0.00391371513664,71,0.125002976198,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1177756108.86,3522320.33082,-1179206492.09,-1172556118.87,-1180055332.39,-1180015898.78,-1173465782.42,4.0,12406740512900.0,0.00391314997922,96,0.125002976198,0.125226860254,3.46688419418e-13,0.249981948155
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1192804833.16,1549941.58791,-1192813935.9,-1191244277.92,-1194347182.92,-1194281259.66,-1191315662.83,4.0,2402318925920.0,0.00391371513664,46,0.125002976198,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1212030292.01,5469657.61907,-1212200933.58,-1205608182.23,-1218111118.64,-1217583860.14,-1206237825.68,4.0,29917154469900.0,0.00195657498961,121,0.125002976198,0.125226860254,3.46688419418e-13,0.124990974078
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-145520488050.0,717.529781766,-145520487942.0,-145520487397.0,-145520488919.0,-145520488834.0,-145520487417.0,4.0,514848.987721,0.00195636794902,1,0.12498974865,0.125226860254,3.46688419418e-13,0.124990974078
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-145563874440.0,900.803136928,-145563874483.0,-145563873295.0,-145563875498.0,-145563875348.0,-145563873471.0,4.0,811446.291499,0.00391294293863,6,0.249992724848,0.125226860254,3.46688419418e-13,0.124990974078
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-145607266801.0,1248.89231555,-145607267051.0,-145607265077.0,-145607268026.0,-145607267910.0,-145607265343.0,4.0,1559732.01584,0.00391317068328,11,0.250007275152,0.125226860254,3.46688419418e-13,0.124990974078
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-145650657647.0,1267.28142467,-145650657772.0,-145650655986.0,-145650659057.0,-145650658885.0,-145650656233.0,4.0,1606002.20931,0.00391317068328,16,0.250007275152,0.125226860254,3.46688419418e-13,0.124990974078
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-145694049464.0,192.284468679,-145694049504.0,-145694049196.0,-145694049652.0,-145694049632.0,-145694049240.0,4.0,36973.3168953,0.00195657498961,21,0.125002976198,0.125226860254,3.46688419418e-13,0.124990974078
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-510493720253.0,1755101.03163,-510493780458.0,-510491698411.0,-510495621682.0,-510495476721.0,-510491879496.0,4.0,3080379631210.0,0.00779824473773,27,0.12498974865,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-510537857056.0,1034459.49272,-510537927339.0,-510536525208.0,-510539048335.0,-510538889356.0,-510536726358.0,4.0,1070106442080.0,0.0155973147564,32,0.249992724848,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-510580902968.0,1275608.24846,-510580566997.0,-510579802900.0,-510582674979.0,-510582417416.0,-510579858880.0,4.0,1627176403550.0,0.0155982225654,37,0.250007275152,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-510624272560.0,1667736.26102,-510624854912.0,-510621918769.0,-510625461648.0,-510625460105.0,-510622269723.0,4.0,2781344236320.0,0.0155982225654,42,0.250007275152,0.249546279492,3.46688419418e-13,0.250018051845
