smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,29300785.947,527790.411598,29300785.947,29673990.1261,28927581.7679,28964902.1858,29636669.7082,2.0,278562718574.0,3.66466187075e-13,0.125226860254,0.250006292421,77,0.25,0.00782687576092
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-11053918.1377,42458.230601,-11053918.1377,-11023895.6349,-11083940.6405,-11080938.3902,-11026897.8852,2.0,1802701345.77,3.66466187075e-13,0.125226860254,0.125003845369,102,0.25,0.0039134597688
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-142283896.901,116196.605784,-142283896.901,-142201733.493,-142366060.309,-142357843.968,-142209949.834,2.0,13501651195.8,3.66466187075e-13,0.249546279492,0.249993707579,38,0.249963898917,0.0155939977396
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-181826441.75,452518.074007,-181826441.75,-181506463.151,-182146420.349,-182114422.489,-181538461.011,2.0,204772607303.0,3.66466187075e-13,0.249546279492,0.250006292421,63,0.249963898917,0.0155947827514
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-220727630.476,329489.342086,-220727630.476,-220494646.328,-220960614.624,-220937316.209,-220517944.743,2.0,108563226549.0,3.66466187075e-13,0.249546279492,0.250006292421,88,0.249963898917,0.0155947827514
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-260681500.213,353701.609031,-260681500.213,-260431395.407,-260931605.02,-260906594.539,-260456405.888,2.0,125104828231.0,3.66466187075e-13,0.249546279492,0.125003845369,113,0.249963898917,0.00779743498747
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-274017269.087,190835.287519,-274017269.087,-273882328.161,-274152210.013,-274138715.92,-273895822.253,2.0,36418106962.4,3.66466187075e-13,0.250453720508,0.12498986221,8,0.249963898917,0.00782491388941
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-289703453.98,196198.789341,-289703453.98,-289564720.486,-289842187.475,-289828314.125,-289578593.835,2.0,38493964938.7,3.66466187075e-13,0.250453720508,0.249993707579,33,0.249963898917,0.0156507031859
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-329589040.836,217446.329982,-329589040.836,-329435283.062,-329742798.611,-329727422.834,-329450658.839,2.0,47282906422.5,3.66466187075e-13,0.250453720508,0.250006292421,58,0.249963898917,0.0156514910523
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-369065791.18,427946.254555,-369065791.18,-368763187.481,-369368394.878,-369338134.509,-368793447.851,2.0,183137996788.0,3.66466187075e-13,0.250453720508,0.250006292421,83,0.249963898917,0.0156514910523
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-408340170.037,337693.912029,-408340170.037,-408101384.382,-408578955.692,-408555077.127,-408125262.948,2.0,114037178222.0,3.66466187075e-13,0.250453720508,0.125003845369,108,0.249963898917,0.00782578929651
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-443299747.011,512442.540775,-443299747.011,-442937395.415,-443662098.606,-443625863.447,-442973630.575,2.0,262597357596.0,3.66466187075e-13,0.125226860254,0.12498986221,3,0.249963898917,0.00391245694471
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-444398564.825,684464.662887,-444398564.825,-443914575.22,-444882554.43,-444834155.469,-443962974.181,2.0,468491874740.0,3.66466187075e-13,0.125226860254,0.249993707579,28,0.249963898917,0.00782535159296
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-483891149.78,137302.701844,-483891149.78,-483794062.109,-483988237.452,-483978528.684,-483803770.876,2.0,18852031933.7,3.66466187075e-13,0.249546279492,0.12498986221,19,0.25,0.00779768877217
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-484159316.624,960005.540139,-484159316.624,-483480490.197,-484838143.051,-484770260.409,-483548372.839,2.0,921610637098.0,3.66466187075e-13,0.125226860254,0.250006292421,53,0.249963898917,0.00782574552616
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-523197536.208,326695.706134,-523197536.208,-522966527.459,-523428544.958,-523405444.083,-522989628.334,2.0,106730084406.0,3.66466187075e-13,0.249546279492,0.249993707579,44,0.25,0.0155962499057
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-524231415.185,955159.776779,-524231415.185,-523556015.23,-524906815.14,-524839275.145,-523623555.225,2.0,912330199177.0,3.66466187075e-13,0.125226860254,0.250006292421,78,0.249963898917,0.00782574552616
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-562058433.611,128885.507337,-562058433.611,-561967297.795,-562149569.427,-562140455.846,-561976411.376,2.0,16611474001.4,3.66466187075e-13,0.249546279492,0.250006292421,69,0.25,0.0155970350308
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-564187989.721,635265.340936,-564187989.721,-563738789.29,-564637190.151,-564592270.108,-563783709.333,2.0,403562053394.0,3.66466187075e-13,0.125226860254,0.125003845369,103,0.249963898917,0.00391289464826
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-601752738.441,13199.2632051,-601752738.441,-601743405.152,-601762071.729,-601761138.401,-601744338.481,2.0,174220549.156,3.66466187075e-13,0.249546279492,0.250006292421,94,0.25,0.0155970350308
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641205984.753,307759.759216,-641205984.753,-640988365.74,-641423603.766,-641401841.865,-641010127.642,2.0,94716069392.7,3.66466187075e-13,0.249546279492,0.125003845369,119,0.25,0.00779856113348
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-656664373.211,19484.1044112,-656664373.211,-656650595.869,-656678150.553,-656676772.819,-656651973.603,2.0,379630324.708,3.66466187075e-13,0.249546279492,0.12498986221,14,0.25,0.00779768877217
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-674824170.253,106421.853934,-674824170.253,-674748918.638,-674899421.868,-674891896.706,-674756443.8,2.0,11325610994.7,3.66466187075e-13,0.249546279492,0.249993707579,39,0.25,0.0155962499057
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-714875757.158,594730.762768,-714875757.158,-714455219.003,-715296295.314,-715254241.498,-714497272.818,2.0,353704680183.0,3.66466187075e-13,0.249546279492,0.250006292421,64,0.25,0.0155970350308
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-754267086.661,1053383.43475,-754267086.661,-753522232.091,-755011941.231,-754937455.774,-753596717.548,2.0,1109616660610.0,3.66466187075e-13,0.249546279492,0.250006292421,89,0.25,0.0155970350308
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-794441409.688,348951.089674,-794441409.688,-794194664.006,-794688155.37,-794663480.801,-794219338.574,2.0,121766862984.0,3.66466187075e-13,0.249546279492,0.125003845369,114,0.25,0.00779856113348
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-828378254.555,1110481.92408,-828378254.555,-827593025.256,-829163483.854,-829084960.924,-827671548.186,2.0,1233170103710.0,3.66466187075e-13,0.250453720508,0.12498986221,9,0.25,0.00782604400407
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-835154458.303,701365.632009,-835154458.303,-834658517.908,-835650398.697,-835600804.658,-834708111.947,2.0,491913749763.0,3.66466187075e-13,0.250453720508,0.249993707579,34,0.25,0.0156529635417
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-837127531.935,43916.3769353,-837127531.935,-837096478.367,-837158585.503,-837155480.146,-837099583.724,2.0,1928648163.13,3.66466187075e-13,0.125226860254,0.12498986221,25,0.125018050542,0.00195679352968
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-875874403.363,1441821.42038,-875874403.363,-874854881.66,-876893925.067,-876791972.896,-874956833.83,2.0,2078849008270.0,3.66466187075e-13,0.250453720508,0.250006292421,59,0.25,0.0156537515218
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-877314293.503,66400.9805848,-877314293.503,-877267340.919,-877361246.087,-877356550.828,-877272036.178,2.0,4409090222.62,3.66466187075e-13,0.125226860254,0.249993707579,50,0.125018050542,0.00391380597435
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-914508955.271,732209.488699,-914508955.271,-913991204.976,-915026705.566,-914974930.536,-914042980.006,2.0,536130735341.0,3.66466187075e-13,0.250453720508,0.250006292421,84,0.25,0.0156537515218
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-916308984.671,1142901.79236,-916308984.671,-915500831.063,-917117138.278,-917036322.918,-915581646.424,2.0,1306224506970.0,3.66466187075e-13,0.125226860254,0.250006292421,75,0.125018050542,0.00391400299785
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-955711969.213,203111.361718,-955711969.213,-955568347.791,-955855590.634,-955841228.492,-955582709.934,2.0,41254225259.1,3.66466187075e-13,0.125226860254,0.250006292421,100,0.125018050542,0.00391400299785
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-955747248.36,471290.75393,-955747248.36,-955413995.472,-956080501.248,-956047175.96,-955447320.761,2.0,222114974740.0,3.66466187075e-13,0.250453720508,0.125003845369,109,0.25,0.0078269195376
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-995974723.048,621597.444617,-995974723.048,-995535187.28,-996414258.816,-996370305.239,-995579140.856,2.0,386383383154.0,3.66466187075e-13,0.125226860254,0.125003845369,125,0.125018050542,0.00195701244467
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-997278771.686,253748.733475,-997278771.686,-997099344.236,-997458199.137,-997440256.391,-997117286.981,2.0,64388419740.2,3.66466187075e-13,0.125226860254,0.12498986221,4,0.25,0.00391302200204
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-998309168.944,445807.715401,-998309168.944,-997993935.285,-998624402.603,-998592879.237,-998025458.651,2.0,198744519111.0,3.66466187075e-13,0.125226860254,0.249993707579,29,0.25,0.00782648177084
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1016425274.07,209641.210644,-1016425274.07,-1016277035.35,-1016573512.79,-1016558688.92,-1016291859.22,2.0,43949437200.1,3.66466187075e-13,0.249546279492,0.12498986221,20,0.125018050542,0.00389940739611
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1038160518.95,1035331.90433,-1038160518.95,-1037428428.74,-1038892609.16,-1038819400.14,-1037501637.76,2.0,1071912152130.0,3.66466187075e-13,0.125226860254,0.250006292421,54,0.25,0.00782687576092
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1040901689.68,114886.617153,-1040901689.68,-1040820452.57,-1040982926.78,-1040974803.07,-1040828576.28,2.0,13198934800.8,3.66466187075e-13,0.249546279492,0.249993707579,45,0.125018050542,0.00779925103585
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1077228413.86,1261330.30199,-1077228413.86,-1076336518.65,-1078120309.07,-1078031119.55,-1076425708.17,2.0,1590954130710.0,3.66466187075e-13,0.125226860254,0.250006292421,79,0.25,0.00782687576092
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1079709774.49,343388.850889,-1079709774.49,-1079466961.91,-1079952587.08,-1079928305.82,-1079491243.17,2.0,117915902915.0,3.66466187075e-13,0.249546279492,0.250006292421,70,0.125018050542,0.00779964365513
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1117891440.01,409223.014745,-1117891440.01,-1117602075.64,-1118180804.38,-1118151867.94,-1117631012.08,2.0,167463475797.0,3.66466187075e-13,0.125226860254,0.125003845369,104,0.25,0.0039134597688
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1120709299.75,673770.774122,-1120709299.75,-1120232871.86,-1121185727.63,-1121138084.84,-1120280514.65,2.0,453967056062.0,3.66466187075e-13,0.249546279492,0.250006292421,95,0.125018050542,0.00779964365513
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1160764197.67,806619.383754,-1160764197.67,-1160193831.64,-1161334563.71,-1161277527.1,-1160250868.24,2.0,650634830248.0,3.66466187075e-13,0.249546279492,0.125003845369,120,0.125018050542,0.00389984363975
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1188510626.22,475397.810387,-1188510626.22,-1188174469.21,-1188846783.24,-1188813167.53,-1188208084.91,2.0,226003078120.0,3.66466187075e-13,0.249546279492,0.12498986221,15,0.125018050542,0.00389940739611
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1207260120.44,1072081.21314,-1207260120.44,-1206502044.54,-1208018196.33,-1207942388.74,-1206577852.13,2.0,1149358127580.0,3.66466187075e-13,0.249546279492,0.249993707579,40,0.125018050542,0.00779925103585
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1247538459.64,1193351.06922,-1247538459.64,-1246694633.0,-1248382286.27,-1248297903.61,-1246779015.67,2.0,1424086774400.0,3.66466187075e-13,0.249546279492,0.250006292421,65,0.125018050542,0.00779964365513
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1287381053.02,1039667.83657,-1287381053.02,-1286645896.84,-1288116209.2,-1288042693.58,-1286719412.46,2.0,1080909210390.0,3.66466187075e-13,0.249546279492,0.250006292421,90,0.125018050542,0.00779964365513
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1327956184.66,598839.374603,-1327956184.66,-1327532741.27,-1328379628.04,-1328337283.7,-1327575085.61,2.0,358608596575.0,3.66466187075e-13,0.249546279492,0.125003845369,115,0.125018050542,0.00389984363975
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1360626925.76,347108.602916,-1360626925.76,-1360381482.92,-1360872368.61,-1360847824.33,-1360406027.2,2.0,120484382219.0,3.66466187075e-13,0.250453720508,0.12498986221,10,0.125018050542,0.00391358705936
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1376071582.64,739150.943443,-1376071582.64,-1375548924.0,-1376594241.29,-1376541975.42,-1375601189.86,2.0,546344117192.0,3.66466187075e-13,0.250453720508,0.249993707579,35,0.125018050542,0.00782761194871
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1416184150.3,151594.364269,-1416184150.3,-1416076956.9,-1416291343.7,-1416280624.36,-1416087676.24,2.0,22980851278.1,3.66466187075e-13,0.250453720508,0.250006292421,60,0.125018050542,0.00782800599569
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1455691937.6,11120.7341105,-1455691937.6,-1455684074.05,-1455699801.14,-1455699014.79,-1455684860.4,2.0,123670727.156,3.66466187075e-13,0.250453720508,0.250006292421,85,0.125018050542,0.00782800599569
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1496475501.71,761000.370169,-1496475501.71,-1495937393.19,-1497013610.24,-1496959799.38,-1495991204.04,2.0,579121563398.0,3.66466187075e-13,0.250453720508,0.125003845369,110,0.125018050542,0.00391402488934
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1529507918.46,102114.230809,-1529507918.46,-1529435712.79,-1529580124.12,-1529572903.55,-1529442933.36,2.0,10427316133.8,3.66466187075e-13,0.125226860254,0.12498986221,5,0.125018050542,0.00195679352968
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1544182981.88,723264.347222,-1544182981.88,-1543671556.76,-1544694407.01,-1544643264.49,-1543722699.27,2.0,523111315962.0,3.66466187075e-13,0.125226860254,0.249993707579,30,0.125018050542,0.00391380597435
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1584472749.15,124998.488078,-1584472749.15,-1584384361.87,-1584561136.43,-1584552297.7,-1584393200.6,2.0,15624622021.7,3.66466187075e-13,0.125226860254,0.250006292421,55,0.125018050542,0.00391400299785
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1624175268.63,239345.657343,-1624175268.63,-1624006025.69,-1624344511.57,-1624327587.28,-1624022949.99,2.0,57286343689.0,3.66466187075e-13,0.125226860254,0.250006292421,80,0.125018050542,0.00391400299785
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1664445155.51,363545.291609,-1664445155.51,-1664188090.17,-1664702220.85,-1664676514.31,-1664213796.7,2.0,132165179051.0,3.66466187075e-13,0.125226860254,0.125003845369,105,0.125018050542,0.00195701244467
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-17102707623.1,53138.3974068,-17102707623.1,-17102670048.6,-17102745197.7,-17102741440.2,-17102673806.1,2.0,2823689278.96,3.66466187075e-13,0.125226860254,0.12498986221,1,0.125018050542,0.00195679352968
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-324865962076.0,347948.676276,-324865962076.0,-324865716039.0,-324866208113.0,-324866183509.0,-324865740643.0,2.0,121068281322.0,3.66466187075e-13,0.250453720508,0.12498986221,7,0.25,0.00782604400407
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-694839442364.0,283450.103562,-694839442364.0,-694839241934.0,-694839642793.0,-694839622750.0,-694839261977.0,2.0,80343961209.1,3.66466187075e-13,0.249546279492,0.12498986221,13,0.249963898917,0.00779656275213
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206107836381000.0,462511.231438,-206107836381000.0,-206107836054000.0,-206107836708000.0,-206107836676000.0,-206107836087000.0,2.0,213916639207.0,3.66466187075e-13,0.249546279492,0.125003845369,118,0.249963898917,0.00779743498747
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206477790538000.0,78200.7508925,-206477790538000.0,-206477790483000.0,-206477790593000.0,-206477790588000.0,-206477790488000.0,2.0,6115357440.16,3.66466187075e-13,0.125226860254,0.125003845369,124,0.25,0.0039134597688
