npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,prefix
522.0,-522.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,239540.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,975258214.602,42617.2580505,975258103.373,975310520.596,975206131.068,975213901.879,975302683.047,4.0,1816230683.74,7.41636388913e-13,0.000343825600154,0.0556872037915,0.0555662650602,0.111114718966,701
522.0,-475.0,-11680.0,-1e+200,-1e+200,-1e+200,-1e+200,102660.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,961813541.901,176207.948649,961890970.082,961922073.504,961550153.937,961601035.685,961917648.665,4.0,31049241166.9,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,312
522.0,-522.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,960377650.192,15655.0571056,960380626.045,960392063.637,960357285.041,960359752.147,960391382.043,4.0,245080812.98,7.41636388913e-13,0.000343825600154,0.0556872037915,0.0555662650602,0.111114718966,801
522.0,-522.0,-11680.0,-1e+200,-1e+200,-1e+200,-1e+200,34220.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,959270419.026,441660.846356,959335521.472,959706407.363,958704225.796,958771659.809,959678034.817,4.0,195064303204.0,7.41636388913e-13,0.000687550725264,0.0556872037915,0.11113253012,0.111098483619,102
522.0,-522.0,-11680.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,952884177.863,261254.136944,952856203.415,953173605.717,952650698.906,952654500.608,953153019.346,4.0,68253724070.2,7.41636388913e-13,0.00034372512511,0.0556872037915,0.11113253012,0.0555411241355,2
522.0,-475.0,-11680.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,946943723.472,102987.088719,946958848.756,947038946.118,946818250.259,946830755.502,947035516.045,4.0,10606340442.7,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,412
522.0,-522.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,307980.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,945487874.917,51093.5668337,945488176.322,945542431.802,945432715.224,945436518.877,945538808.991,4.0,2610552571.79,7.41636388913e-13,0.000171912800077,0.0556872037915,0.0555662650602,0.0555573594831,901
522.0,-522.0,-11680.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,944456540.515,161827.604719,944405147.406,944681813.237,944334054.013,944335513.303,944649518.081,4.0,26188173649.1,7.41636388913e-13,0.000687651200308,0.0556872037915,0.11113253012,0.111114718966,202
522.0,-475.0,-11680.0,-1e+200,-1e+200,-1e+200,-1e+200,171100.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,932116125.921,140967.491829,932125914.106,932265413.679,931947261.793,931964210.934,932254337.448,4.0,19871833752.7,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,512
522.0,-522.0,-11680.0,-1e+200,-1e+200,-1e+200,-1e+200,102660.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,929472053.726,193814.309998,929526321.421,929636967.07,929198604.993,929240390.011,929627742.669,4.0,37563986759.9,7.41636388913e-13,0.000687651200308,0.0556872037915,0.11113253012,0.111114718966,302
522.0,-428.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,928541214.572,253478.73545,928561906.869,928759211.83,928281832.72,928294393.315,928759066.613,4.0,64251469325.2,7.41636388913e-13,0.00068745025022,0.111374407583,0.11113253012,0.0555411241355,23
522.0,-475.0,-11680.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,917337799.993,200671.045477,917346810.616,917572319.614,917085259.127,917119907.784,917543077.331,4.0,40268868492.9,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,612
522.0,-428.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,34220.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,917290973.962,217270.511882,917220872.415,917607944.198,917114206.819,917129292.895,917550797.194,4.0,47206475333.3,7.41636388913e-13,0.00137510145053,0.111374407583,0.11113253012,0.111098483619,123
522.0,-522.0,-11680.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,914845338.142,386476.611124,914898610.885,915194469.527,914389661.268,914430367.675,915185726.767,4.0,149364170946.0,7.41636388913e-13,0.000687651200308,0.0556872037915,0.11113253012,0.111114718966,402
522.0,-428.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,902653539.79,334065.308139,902556985.912,903134636.472,902365550.864,902389813.94,903052441.069,4.0,111599630102.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,223
522.0,-475.0,-11680.0,-1e+200,-1e+200,-1e+200,-1e+200,239540.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,902221911.586,128443.403347,902255588.503,902338098.63,902038370.708,902070298.074,902326377.414,4.0,16497707863.4,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,712
522.0,-522.0,-11680.0,-1e+200,-1e+200,-1e+200,-1e+200,171100.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,899525847.603,280599.465767,899455656.248,899907543.679,899284534.237,899294317.23,899855645.874,4.0,78736060188.5,7.41636388913e-13,0.000687651200308,0.0556872037915,0.11113253012,0.111114718966,502
522.0,-428.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,102660.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,887849360.474,167702.924482,887861142.794,888029348.129,887645808.177,887667361.588,888014864.111,4.0,28124270879.9,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,323
522.0,-475.0,-11680.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,887449767.494,228945.643391,887421040.631,887730186.723,887226801.991,887238429.086,887701323.51,4.0,52416107627.6,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,812
522.0,-475.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,34220.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,886221204.419,142298.250046,886235966.746,886378820.221,886034063.965,886062108.82,886359632.762,4.0,20248791966.3,7.41636388913e-13,0.00137510145053,0.111374407583,0.11113253012,0.111098483619,113
522.0,-522.0,-11680.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,884737278.225,212503.946159,884722936.185,884988946.892,884514293.639,884529856.762,884964778.545,4.0,45157927133.2,7.41636388913e-13,0.000687651200308,0.0556872037915,0.11113253012,0.111114718966,602
522.0,-475.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,879048358.893,474885.540293,879134828.715,879460493.791,878463284.351,878523015.298,879452644.736,4.0,225516276379.0,7.41636388913e-13,0.00068745025022,0.111374407583,0.11113253012,0.0555411241355,13
522.0,-428.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,873093787.393,155855.208831,873085586.389,873292018.107,872911958.686,872935932.704,873263123.487,4.0,24290846119.8,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,423
522.0,-475.0,-11680.0,-1e+200,-1e+200,-1e+200,-1e+200,307980.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,872590220.22,125892.283976,872572058.315,872757528.91,872459235.338,872471737.403,872734129.703,4.0,15848867164.7,7.41636388913e-13,0.000687651200308,0.111374407583,0.11113253012,0.0555573594831,912
522.0,-475.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,871836873.602,387648.923485,871822778.624,872316231.674,871385705.486,871437404.274,872256075.898,4.0,150271687879.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,213
522.0,-522.0,-11680.0,-1e+200,-1e+200,-1e+200,-1e+200,239540.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,870053508.969,166053.285652,870021797.193,870283228.31,869887213.177,869905611.62,870245802.803,4.0,27573693675.9,7.41636388913e-13,0.000687651200308,0.0556872037915,0.11113253012,0.111114718966,702
522.0,-428.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,171100.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,858090838.888,464059.832646,857960692.686,858739468.931,857702501.248,857719844.713,858644037.745,4.0,215351528276.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,523
522.0,-475.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,102660.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,856775179.132,514963.275069,856765782.919,857316962.974,856252187.717,856278543.953,857284969.01,4.0,265187174670.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,313
522.0,-381.0,-9374.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,856607916.994,364734.760284,856650800.775,856965872.867,856164193.561,856209043.466,856946753.23,4.0,133031445359.0,7.41636388913e-13,0.000687152136495,0.111374407583,0.111084337349,0.0555411241355,34
522.0,-522.0,-11680.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,854921112.997,346237.342426,854939834.249,855279647.317,854525136.174,854558566.792,855257449.451,4.0,119880297290.0,7.41636388913e-13,0.000687651200308,0.0556872037915,0.11113253012,0.111114718966,802
522.0,-522.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,34220.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,850491643.074,564301.674653,850410333.174,851253485.424,849892420.525,849964683.403,851132436.606,4.0,318436380016.0,7.41636388913e-13,0.000687550725264,0.0556872037915,0.11113253012,0.111098483619,103
522.0,-381.0,-9374.0,-1e+200,-1e+200,-1e+200,-1e+200,34220.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,844783552.328,221982.223231,844811455.255,845010832.638,844500466.164,844534352.595,844993687.963,4.0,49276107430.5,7.41636388913e-13,0.00137450513593,0.111374407583,0.111084337349,0.111098483619,134
522.0,-428.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,843238608.469,167313.117914,843214424.0,843463737.928,843061847.949,843081581.311,843429493.884,4.0,27993679426.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,623
522.0,-475.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,841882441.994,578743.782227,841911647.693,842461002.154,841245470.438,841291037.543,842432958.469,4.0,334944365466.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,413
522.0,-522.0,-11680.0,-1e+200,-1e+200,-1e+200,-1e+200,307980.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,840343597.364,521179.829351,840345797.343,840910359.748,839772435.024,839815039.114,840869075.645,4.0,271628414523.0,7.41636388913e-13,0.000343825600154,0.0556872037915,0.11113253012,0.0555573594831,902
522.0,-522.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,836003081.674,762700.938861,835894834.642,837001403.671,835221253.74,835286510.043,836871199.149,4.0,581712722139.0,7.41636388913e-13,0.000687651200308,0.0556872037915,0.11113253012,0.111114718966,203
522.0,-381.0,-9374.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,830326881.325,668969.662832,830380148.868,830916025.254,829631202.311,829668108.572,830911079.518,4.0,447520409790.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,234
522.0,-522.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,830055234.074,133487.0478,830062977.873,830182935.926,829912044.623,829921049.676,830178577.152,4.0,17818791930.2,7.41636388913e-13,0.00034372512511,0.0556872037915,0.11113253012,0.0555411241355,3
522.0,-428.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,239540.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,828482641.887,393870.857729,828497505.469,828841014.706,828094541.903,828109253.872,828835220.887,4.0,155134252568.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,723
522.0,-475.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,171100.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,827334826.149,835635.600113,827591587.224,827994729.866,826161400.284,826334766.115,827975420.68,4.0,698286856175.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,513
522.0,-522.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,102660.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,821137477.652,514796.216164,821163458.388,821731364.434,820491629.4,820576015.275,821662567.001,4.0,265015144177.0,7.41636388913e-13,0.000687651200308,0.0556872037915,0.11113253012,0.111114718966,303
522.0,-381.0,-9374.0,-1e+200,-1e+200,-1e+200,-1e+200,102660.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,814713199.02,229547.480217,814650619.108,815041530.043,814510027.822,814527498.047,814986511.871,4.0,52692045673.8,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,334
522.0,-428.0,-9374.0,-1e+200,-1e+200,-1e+200,-1e+200,34220.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,813456552.629,911876.486506,813851759.931,814027981.01,812094709.646,812354860.087,814004954.95,4.0,831518726642.0,7.41636388913e-13,0.00137450513593,0.111374407583,0.111084337349,0.111098483619,124
522.0,-428.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,813340771.145,112284.136046,813362616.674,813444455.622,813193395.609,813211744.178,813439214.37,4.0,12607727207.7,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,823
522.0,-475.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,812098541.392,627240.608134,812042552.194,812880522.825,811428538.354,811484887.571,812790580.09,4.0,393430780492.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,613
522.0,-522.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,806638585.045,498747.829943,806620953.342,807210919.471,806101514.027,806141244.027,807160610.449,4.0,248749397873.0,7.41636388913e-13,0.000687651200308,0.0556872037915,0.11113253012,0.111114718966,403
522.0,-428.0,-9374.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,806568832.739,687938.210867,806678306.591,807170523.613,805748194.163,805824042.404,807160359.683,4.0,473258981971.0,7.41636388913e-13,0.000687152136495,0.111374407583,0.111084337349,0.0555411241355,24
522.0,-381.0,-9374.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,800275351.794,306391.830231,800352548.216,800550513.929,799845796.818,799911483.682,800531144.917,4.0,93875953632.4,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,434
522.0,-428.0,-9374.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,798893449.094,547234.286912,798993378.286,799389892.602,798197147.203,798275897.296,799371100.024,4.0,299465364772.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,224
522.0,-428.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,307980.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,798582356.481,241557.055393,798540454.164,798908512.738,798340004.858,798361570.011,798861806.194,4.0,58349811010.3,7.41636388913e-13,0.000687651200308,0.111374407583,0.11113253012,0.0555573594831,923
522.0,-475.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,239540.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,797214159.094,302473.403185,797235872.603,797499193.774,796885697.397,796907410.51,797490508.766,4.0,91490159634.6,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,713
522.0,-522.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,171100.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,791358439.959,263182.826408,791360472.649,791636589.807,791076224.731,791094961.838,791619072.314,4.0,69265200116.0,7.41636388913e-13,0.000687651200308,0.0556872037915,0.11113253012,0.111114718966,503
522.0,-334.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,785658763.216,565617.854801,785660922.121,786240568.884,785072639.738,785104985.93,786209518.035,4.0,319923557669.0,7.41636388913e-13,0.000679842007383,0.11018957346,0.111084337349,0.0555411241355,45
522.0,-381.0,-9374.0,-1e+200,-1e+200,-1e+200,-1e+200,171100.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,785410726.898,403545.463621,785388853.447,785915150.884,784950049.813,785000528.14,785851548.488,4.0,162848941209.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,534
522.0,-428.0,-9374.0,-1e+200,-1e+200,-1e+200,-1e+200,102660.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,783771537.923,413494.859998,783752518.029,784278905.289,783302210.344,783350049.766,784219653.931,4.0,170977999245.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,324
522.0,-475.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,782237621.585,377156.759477,782286897.772,782644134.429,781732556.367,781811542.8,782594713.709,4.0,142247221219.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,813
522.0,-475.0,-9374.0,-1e+200,-1e+200,-1e+200,-1e+200,34220.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,778399325.426,600832.689135,778534730.463,778915272.027,777612568.751,777708315.229,778900768.571,4.0,360999920333.0,7.41636388913e-13,0.00137450513593,0.111374407583,0.111084337349,0.111098483619,114
522.0,-522.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,776842236.477,190581.76264,776837068.852,777076947.395,776617860.808,776644487.572,777047220.056,4.0,36321408251.0,7.41636388913e-13,0.000687651200308,0.0556872037915,0.11113253012,0.111114718966,603
522.0,-334.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,34220.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,773960743.593,858890.630986,773710577.777,775168756.455,773253062.362,773283771.158,774987948.17,4.0,737693115996.0,7.41636388913e-13,0.00135988274087,0.11018957346,0.111084337349,0.111098483619,145
522.0,-381.0,-9374.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,770848086.174,299829.812955,770768653.527,771241199.212,770613838.43,770613904.077,771193473.976,4.0,89897916736.5,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,634
522.0,-428.0,-9374.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,768479324.331,495365.343574,768571011.63,768977115.802,767798158.26,767904861.702,768925424.74,4.0,245386823614.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,424
522.0,-475.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,307980.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,767609040.191,665207.866122,767735983.689,768228070.341,766736123.047,766845010.281,768195349.205,4.0,442501505151.0,7.41636388913e-13,0.000687651200308,0.111374407583,0.11113253012,0.0555573594831,913
522.0,-475.0,-9374.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,763897197.877,270160.296134,763852790.748,764266400.758,763616809.254,763651215.891,764205349.844,4.0,72986585607.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,214
522.0,-522.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,239540.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,761797247.019,608065.017517,761846355.304,762411402.401,761084875.065,761149376.534,762376365.904,4.0,369743065528.0,7.41636388913e-13,0.000687651200308,0.0556872037915,0.11113253012,0.111114718966,703
522.0,-334.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,758837489.304,262387.202139,758753006.825,759214486.435,758629457.132,758639203.163,759154050.916,4.0,68847043846.4,7.41636388913e-13,0.00136008146698,0.11018957346,0.111084337349,0.111114718966,245
522.0,-475.0,-9374.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,757643777.554,286005.94049,757690192.183,757937917.184,757256808.667,757314447.455,757908127.173,4.0,81799397995.8,7.41636388913e-13,0.000687152136495,0.111374407583,0.111084337349,0.0555411241355,14
522.0,-381.0,-9374.0,-1e+200,-1e+200,-1e+200,-1e+200,239540.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,755916128.19,343969.35852,755988573.023,756198313.078,755489053.635,755533529.832,756197303.781,4.0,118314919601.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,734
522.0,-428.0,-9374.0,-1e+200,-1e+200,-1e+200,-1e+200,171100.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,753885461.798,552588.144484,753949150.389,754491791.548,753151754.864,753266636.375,754415123.193,4.0,305353657424.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,524
522.0,-475.0,-9374.0,-1e+200,-1e+200,-1e+200,-1e+200,102660.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,748648477.797,683226.338467,748729294.166,749366376.157,747768946.698,747879730.741,749304081.936,4.0,466798229575.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,314
522.0,-522.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,746892969.337,328340.907734,746981382.732,747177295.583,746431816.301,746501573.886,747160586.035,4.0,107807751691.0,7.41636388913e-13,0.000687651200308,0.0556872037915,0.11113253012,0.111114718966,803
