smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-ft_capacity,prefix,ProbabilityWeight
720.0,-705.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-321603571.936,52673507.3779,-321603571.936,-284357777.68,-358849366.191,-355124786.766,-288082357.105,2.0,2774498379490000.0,0.083332619483,0.0833064516129,1.73877090418e-14,0.16666559696,246,0.00115701671273
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-331558545.885,72723320.8828,-331558545.885,-280135392.538,-382981699.232,-377839383.897,-285277707.873,2.0,5288681400230000.0,0.16666607879,0.166693548387,0.0,0.0833311939206,307,0.00231512056827
720.0,-498.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-332182781.075,48043100.8884,-332182781.075,-298211178.648,-366154383.502,-362757223.26,-301608338.89,2.0,2308139542970000.0,0.083332619483,0.166693548387,0.0,0.0833311939206,297,0.00115755445123
720.0,-498.4,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-333608708.762,10559344.7612,-333608708.762,-326142124.476,-341075293.047,-340328634.618,-326888782.905,2.0,111499761785000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.16666559696,164,0.00463035362484
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-364674295.223,10736699.3953,-364674295.223,-357082302.273,-372266288.173,-371507088.878,-357841501.568,2.0,115276713905000.0,0.16666607879,0.0833064516129,1.73877090418e-14,0.166668806079,204,0.00231408964241
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-392936018.009,21483146.8058,-392936018.009,-377745139.222,-408126896.797,-406607808.918,-379264227.101,2.0,461525596680000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.166668806079,215,0.00463044278155
720.0,-601.8,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-393716761.256,22420108.5536,-393716761.256,-377863350.463,-409570172.049,-407984830.97,-379448691.542,2.0,502661267557000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.166668806079,72,0.0046304451148
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-396428117.52,54098699.9445,-396428117.52,-358174559.936,-434681675.104,-430856319.345,-361999915.694,2.0,2926669335680000.0,0.16666607879,0.166693548387,1.73877090418e-14,0.16666559696,255,0.00463033029279
720.0,-601.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-446638624.523,24716224.0725,-446638624.523,-429161614.876,-464115634.17,-462367933.205,-430909315.841,2.0,610891732402000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.16666559696,163,0.00463035362484
720.0,-705.1,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-447784077.45,278995.631671,-447784077.45,-447586797.747,-447981357.153,-447961629.183,-447606525.717,2.0,77838562491.4,0.166667002596,0.0833064516129,1.73877090418e-14,0.166668806079,71,0.00231410246908
720.0,-601.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-467339603.587,33601018.2228,-467339603.587,-443580095.747,-491099111.428,-488723160.644,-445956046.531,2.0,1129028425610000.0,0.083332619483,0.166693548387,0.0,0.0833311939206,296,0.00115755445123
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477134521.157,68724195.1555,-477134521.157,-428539176.731,-525729865.583,-520870331.14,-433398711.173,2.0,4723014999780000.0,0.16666607879,0.166693548387,0.0,0.0833311939206,306,0.00231512056827
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-500871465.167,48584278.3882,-500871465.167,-466517192.459,-535225737.874,-531790310.603,-469952619.73,2.0,2360432106500000.0,0.166666918614,0.166612903226,1.73877090418e-14,0.166668806079,214,0.00462820260604
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-521053265.479,3477042.81544,-521053265.479,-518594624.926,-523511906.032,-523266041.977,-518840488.981,2.0,12089826740400.0,0.166666918614,0.0833064516129,1.73877090418e-14,0.16666559696,162,0.00231405674623
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-540062946.413,50913436.2329,-540062946.413,-504061710.399,-576064182.426,-572464058.825,-507661834.0,2.0,2592177989040000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.16666559696,265,0.00463035362484
720.0,-601.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-550837538.08,14738340.702,-550837538.08,-540415957.426,-561259118.734,-560216960.668,-541458115.491,2.0,217218686648000.0,0.16666607879,0.166693548387,1.73877090418e-14,0.16666559696,254,0.00463033029279
720.0,-498.4,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-556567987.484,18767199.0481,-556567987.484,-543297573.773,-569838401.195,-568511359.824,-544624615.144,2.0,352207760113000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.16666559696,122,0.00463035595805
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-576589497.212,36133909.3481,-576589497.212,-551038964.881,-602140029.543,-599584976.31,-553594018.114,2.0,1305659404780000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.166668806079,213,0.00463044278155
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-577016175.04,13253436.9306,-577016175.04,-567644579.913,-586387770.168,-585450610.655,-568581739.425,2.0,175653590474000.0,0.083332619483,0.0833064516129,0.0,0.0833311939206,295,0.000578497217282
720.0,-601.8,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-607853624.103,13587882.7858,-607853624.103,-598245540.043,-617461708.162,-616500899.756,-599206348.449,2.0,184630558602000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.16666559696,121,0.00463035595805
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613593518.597,889809.307769,-613593518.597,-612964328.401,-614222708.792,-614159789.773,-613027247.421,2.0,791760604192.0,0.166666918614,0.166693548387,1.73877090418e-14,0.16666559696,264,0.00463035362484
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-626024884.471,19465962.7967,-626024884.471,-612260370.175,-639789398.767,-638412947.337,-613636821.605,2.0,378923707601000.0,0.16666607879,0.166612903226,0.0,0.0833311939206,305,0.00231400052929
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-645308179.013,50065392.2325,-645308179.013,-609906600.663,-680709757.363,-677169599.528,-613446758.498,2.0,2506543499400000.0,0.166666918614,0.0833064516129,0.0,0.0833311939206,315,0.00115700609472
720.0,-705.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-653182378.709,33637296.125,-653182378.709,-629397218.518,-676967538.9,-674589022.881,-631775734.537,2.0,1131467690600000.0,0.16666607879,0.0833064516129,1.73877090418e-14,0.16666559696,253,0.00231404508585
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-657325304.676,19220.8320727,-657325304.676,-657311713.495,-657338895.856,-657337536.738,-657313072.613,2.0,369440385.566,0.166667002596,0.0833064516129,1.73877090418e-14,0.0833344030397,29,0.00115705123454
720.0,-705.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-677388295.986,2455137.35217,-677388295.986,-675652251.715,-679124340.256,-678950735.829,-675825856.142,2.0,6027699418040.0,0.166667002596,0.0833064516129,1.73877090418e-14,0.16666559696,120,0.00231405791227
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-704867034.968,15835994.1201,-704867034.968,-693669296.139,-716064773.797,-714944999.914,-694789070.022,2.0,250778709773000.0,0.166667002596,0.166612903226,1.73877090418e-14,0.16666559696,172,0.00462811582454
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-735750430.788,8581129.23829,-735750430.788,-729682656.113,-741818205.462,-741211427.995,-730289433.58,2.0,73635779004200.0,0.166666918614,0.166693548387,1.73877090418e-14,0.166668806079,212,0.00463044278155
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-745336695.924,19428025.1562,-745336695.924,-731599007.591,-759074384.257,-757700615.423,-732972776.424,2.0,377448161469000.0,0.166666918614,0.166612903226,1.73877090418e-14,0.16666559696,263,0.00462811349247
