smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-ft_capacity,prefix,ProbabilityWeight
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1837069059.19,20379830.3435,-1837069059.19,-1822658342.96,-1851479775.43,-1850038703.81,-1824099414.58,2.0,415337484828000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.166668806079,234,0.00463044278155
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1842908536.0,38958989.6664,-1842908536.0,-1815360370.22,-1870456701.78,-1867701885.2,-1818115186.8,2.0,1517802875830000.0,0.166667002596,0.0833064516129,0.0,0.0833311939206,316,0.00115700667773
720.0,-601.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1849066668.18,29433758.6079,-1849066668.18,-1828253857.87,-1869879478.49,-1867798197.46,-1830335138.9,2.0,866346145791000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.16666559696,275,0.00463035595805
720.0,-601.8,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1869458077.99,21113632.9238,-1869458077.99,-1854528484.98,-1884387671.01,-1882894711.71,-1856021444.28,2.0,445785495241000.0,0.0833334593069,0.166693548387,1.73877090418e-14,0.16666559696,142,0.00231517681242
720.0,-705.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1901390368.29,13891212.6288,-1901390368.29,-1891567797.64,-1911212938.94,-1910230681.87,-1892550054.71,2.0,192965788298000.0,0.166667002596,0.0833064516129,1.73877090418e-14,0.16666559696,274,0.00231405791227
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1909310944.7,61483504.0933,-1909310944.7,-1865835542.02,-1952786347.37,-1948438807.11,-1870183082.29,2.0,3780221275600000.0,0.166667002596,0.166612903226,0.0,0.0833311939206,326,0.00231401335546
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1909746301.19,42444409.7923,-1909746301.19,-1879733571.2,-1939759031.18,-1936757758.18,-1882734844.2,2.0,1801527922620000.0,0.0833334593069,0.166612903226,1.73877090418e-14,0.16666559696,193,0.00231405674623
720.0,-705.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1937766128.25,11945953.5195,-1937766128.25,-1929319063.51,-1946213192.99,-1945368486.52,-1930163769.99,2.0,142705805489000.0,0.0833334593069,0.0833064516129,1.73877090418e-14,0.16666559696,141,0.00115702837312
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1948588895.17,21555207.7489,-1948588895.17,-1933347061.6,-1963830728.74,-1962306545.38,-1934871244.95,2.0,464626981096000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.16666559696,285,0.00463035362484
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1993135301.18,8938396.24432,-1993135301.18,-1986814900.59,-1999455701.78,-1998823661.72,-1987446940.65,2.0,79894927420500.0,0.166666918614,0.0833064516129,0.0,0.0833311939206,336,0.00115700609472
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1996814920.37,53250351.0316,-1996814920.37,-1959161236.06,-2034468604.69,-2030703236.26,-1962926604.49,2.0,2835599884990000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.166668806079,233,0.00463044278155
720.0,-498.4,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1998880117.29,7250315.342,-1998880117.29,-1993753370.15,-2004006864.43,-2003494189.72,-1994266044.86,2.0,52567072558500.0,0.0833334593069,0.166693548387,1.73877090418e-14,0.16666559696,192,0.00231517681242
720.0,-498.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2034216610.98,16355585.1635,-2034216610.98,-2022651465.8,-2045781756.16,-2044625241.64,-2023807980.32,2.0,267505166041000.0,0.166667002596,0.166693548387,0.0,0.0833311939206,325,0.00231513340065
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2063528048.88,9184290.60336,-2063528048.88,-2057033774.71,-2070022323.04,-2069372895.63,-2057683202.13,2.0,84351193886900.0,0.166666918614,0.166612903226,1.73877090418e-14,0.16666559696,284,0.00462811349247
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2088303378.6,91032832.0965,-2088303378.6,-2023933445.71,-2152673311.48,-2146236318.2,-2030370439.0,2.0,8286976519510000.0,0.0833334593069,0.166693548387,1.73877090418e-14,0.166668806079,243,0.00231522139078
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2103475784.18,11888527.6092,-2103475784.18,-2095069325.69,-2111882242.67,-2111041596.82,-2095909971.54,2.0,141337088714000.0,0.166666918614,0.166693548387,0.0,0.0833311939206,335,0.00231513223407
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2112125115.58,56557154.5208,-2112125115.58,-2072133168.09,-2152117063.07,-2148117868.32,-2076132362.84,2.0,3198711727490000.0,0.166666918614,0.0833064516129,1.73877090418e-14,0.166668806079,232,0.00231410130302
720.0,-601.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2138336474.3,8126272.60451,-2138336474.3,-2132590331.83,-2144082616.76,-2143508002.51,-2133164946.08,2.0,66036306442800.0,0.0833334593069,0.166693548387,1.73877090418e-14,0.16666559696,191,0.00231517681242
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2163572027.17,45931042.8614,-2163572027.17,-2131093875.3,-2196050179.05,-2192802363.86,-2134341690.49,2.0,2109660698340000.0,0.083332619483,0.0833064516129,0.0,0.0833311939206,301,0.000578497217282
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2165559745.49,37943909.9983,-2165559745.49,-2138729349.42,-2192390141.55,-2189707101.94,-2141412389.03,2.0,1439740305960000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.16666559696,283,0.00463035362484
720.0,-601.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2177563240.9,9231318.16851,-2177563240.9,-2171035713.22,-2184090768.57,-2183438015.81,-2171688465.99,2.0,85217235128200.0,0.166667002596,0.166693548387,0.0,0.0833311939206,324,0.00231513340065
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2201570708.82,20231685.644,-2201570708.82,-2187264746.71,-2215876670.93,-2214446074.72,-2188695342.92,2.0,409321103997000.0,0.0833334593069,0.166612903226,1.73877090418e-14,0.166668806079,242,0.00231410130302
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2239460539.17,6906527.12848,-2239460539.17,-2234576887.0,-2244344191.34,-2243855826.12,-2235065252.22,2.0,47700116976500.0,0.166666918614,0.166693548387,0.0,0.0833311939206,334,0.00231513223407
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2239472057.45,10825870.8138,-2239472057.45,-2231817010.78,-2247127104.11,-2246361599.44,-2232582515.45,2.0,117199478877000.0,0.0833334593069,0.0833064516129,1.73877090418e-14,0.16666559696,190,0.00115702837312
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2251659872.29,31429519.315,-2251659872.29,-2229435846.05,-2273883898.52,-2271661495.9,-2231658248.67,2.0,987814684370000.0,0.0833334593069,0.166693548387,1.73877090418e-14,0.16666559696,293,0.00231517681242
720.0,-601.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2253351882.01,83781575.8212,-2253351882.01,-2194109361.6,-2312594402.41,-2306670150.37,-2200033613.64,2.0,7019352447080000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.16666559696,282,0.00463035362484
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2310587801.48,15035415.3759,-2310587801.48,-2299956157.31,-2321219445.65,-2320156281.23,-2301019321.73,2.0,226063715526000.0,0.0833334593069,0.166693548387,1.73877090418e-14,0.166668806079,241,0.00231522139078
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2318059689.09,20742300.5429,-2318059689.09,-2303392667.71,-2332726710.46,-2331260008.32,-2304859369.85,2.0,430243031811000.0,0.166667002596,0.0833064516129,0.0,0.0833311939206,323,0.00115700667773
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2376037843.06,45814402.1894,-2376037843.06,-2343642168.59,-2408433517.52,-2405193950.08,-2346881736.04,2.0,2098959447980000.0,0.0833334593069,0.166693548387,1.73877090418e-14,0.16666559696,292,0.00231517681242
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2399679307.55,5804926.54178,-2399679307.55,-2395574604.63,-2403784010.48,-2403373540.18,-2395985074.92,2.0,33697172155400.0,0.166666918614,0.166612903226,0.0,0.0833311939206,333,0.00231401218945
720.0,-705.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2400372726.79,3299782.34898,-2400372726.79,-2398039428.32,-2402706025.27,-2402472695.42,-2398272758.16,2.0,10888563550700.0,0.166666918614,0.0833064516129,1.73877090418e-14,0.16666559696,281,0.00231405674623
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2413734217.79,45805613.6372,-2413734217.79,-2381344757.77,-2446123677.81,-2442884731.81,-2384583703.77,2.0,2098154240680000.0,0.0833334593069,0.166693548387,1.73877090418e-14,0.166668806079,240,0.00231522139078
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2465827318.09,19489177.1915,-2465827318.09,-2452046388.74,-2479608247.44,-2478230154.51,-2453424481.67,2.0,379828027601000.0,0.0833334593069,0.0833064516129,0.0,0.0833311939206,343,0.000578503047362
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2478658801.49,4891725.52149,-2478658801.49,-2475199829.2,-2482117773.77,-2481771876.55,-2475545726.43,2.0,23928978577600.0,0.0833334593069,0.166612903226,1.73877090418e-14,0.16666559696,291,0.00231405674623
720.0,-498.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2486475972.14,41968508.876,-2486475972.14,-2456799754.91,-2516152189.36,-2513184567.64,-2459767376.64,2.0,1761355737270000.0,0.166666918614,0.166693548387,0.0,0.0833311939206,332,0.00231513223407
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2526817553.7,12727200.0822,-2526817553.7,-2517818064.21,-2535817043.18,-2534917094.23,-2518718013.16,2.0,161981621933000.0,0.0833334593069,0.0833064516129,1.73877090418e-14,0.166668806079,239,0.00115705065151
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2577298668.41,40941081.3246,-2577298668.41,-2548348952.18,-2606248384.64,-2603353413.02,-2551243923.8,2.0,1676172140020000.0,0.0833334593069,0.166693548387,1.73877090418e-14,0.16666559696,290,0.00231517681242
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2589495918.91,16897466.3679,-2589495918.91,-2577547605.85,-2601444231.96,-2600249400.65,-2578742437.16,2.0,285524369655000.0,0.0833334593069,0.166693548387,0.0,0.0833311939206,342,0.00115756611703
720.0,-601.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2621835729.65,7230742.31902,-2621835729.65,-2616722822.73,-2626948636.58,-2626437345.89,-2617234113.42,2.0,52283634484100.0,0.166666918614,0.166693548387,0.0,0.0833311939206,331,0.00231513223407
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2720189355.8,39427316.361,-2720189355.8,-2692310033.04,-2748068678.57,-2745280746.29,-2695097965.32,2.0,1554513275430000.0,0.166666918614,0.0833064516129,0.0,0.0833311939206,330,0.00115700609472
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2741887556.45,51889163.8391,-2741887556.45,-2705196376.83,-2778578736.07,-2774909618.1,-2708865494.79,2.0,2692485323920000.0,0.0833334593069,0.166693548387,0.0,0.0833311939206,341,0.00115756611703
720.0,-601.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2775932724.01,12299454.1292,-2775932724.01,-2767235696.59,-2784629751.43,-2783760048.69,-2768105399.34,2.0,151276571876000.0,0.0833334593069,0.166693548387,1.73877090418e-14,0.16666559696,289,0.00231517681242
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2831705980.46,16849485.1803,-2831705980.46,-2819791595.23,-2843620365.69,-2842428927.17,-2820983033.75,2.0,283905150842000.0,0.0833334593069,0.166612903226,0.0,0.0833311939206,340,0.00115700609472
720.0,-705.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2873551620.24,20735872.8101,-2873551620.24,-2858889143.96,-2888214096.52,-2886747848.89,-2860355391.59,2.0,429976421195000.0,0.0833334593069,0.0833064516129,1.73877090418e-14,0.16666559696,288,0.00115702837312
720.0,-498.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3013912980.41,72316921.7247,-3013912980.41,-2962777194.66,-3065048766.15,-3059935187.58,-2967890773.23,2.0,5229737167740000.0,0.0833334593069,0.166693548387,0.0,0.0833311939206,339,0.00115756611703
720.0,-601.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3137466576.07,8096962.21197,-3137466576.07,-3131741159.19,-3143191992.96,-3142619451.27,-3132313700.87,2.0,65560797062100.0,0.0833334593069,0.166693548387,0.0,0.0833311939206,338,0.00115756611703
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3259062791.21,18870813.0351,-3259062791.21,-3245719111.35,-3272406471.08,-3271072103.09,-3247053479.34,2.0,356107584606000.0,0.0833334593069,0.0833064516129,0.0,0.0833311939206,337,0.000578503047362
720.0,-498.4,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-54771913190.4,17394598.1326,-54771913190.4,-54759613352.1,-54784213028.7,-54782983044.9,-54760843336.0,2.0,302572044193000.0,0.083332619483,0.166693548387,1.73877090418e-14,0.16666559696,101,0.00231515348037
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-55187649655.1,16266529.3785,-55187649655.1,-55176147481.9,-55199151828.4,-55198001611.0,-55177297699.2,2.0,264599978020000.0,0.083332619483,0.166693548387,1.73877090418e-14,0.16666559696,251,0.00231515348037
720.0,-601.8,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-16734093775900.0,2292827.39462,-16734093775900.0,-16734092154600.0,-16734095397200.0,-16734095235000.0,-16734092316700.0,2.0,5257057461530.0,0.0833334593069,0.166693548387,1.73877090418e-14,0.0833344030397,44,0.00115761069539
720.0,-291.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-16734508937700.0,27593551.2751,-16734508937700.0,-16734489426100.0,-16734528449300.0,-16734526498100.0,-16734491377300.0,2.0,761404071971000.0,0.0833334593069,0.166693548387,1.73877090418e-14,0.16666559696,194,0.00231517681242
720.0,-395.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-16787573360300.0,37478568.257,-16787573360300.0,-16787546858900.0,-16787599861600.0,-16787597211500.0,-16787549509100.0,2.0,1404643078590000.0,0.0833334593069,0.166612903226,1.73877090418e-14,0.16666559696,144,0.00231405674623
720.0,-85.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-16787963871300.0,12661310.0435,-16787963871300.0,-16787954918400.0,-16787972824200.0,-16787971928900.0,-16787955813700.0,2.0,160308772016000.0,0.0833334593069,0.0833064516129,0.0,0.16666559696,294,0.00115702837312
720.0,-498.4,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-16847480718600.0,11218862.4627,-16847480718600.0,-16847472785600.0,-16847488651500.0,-16847487858200.0,-16847473578900.0,2.0,125862874958000.0,0.0833334593069,0.166693548387,1.73877090418e-14,0.166668806079,94,0.00231522139078
720.0,-188.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-16847944380300.0,3900925.82051,-16847944380300.0,-16847941622000.0,-16847947138700.0,-16847946862900.0,-16847941897800.0,2.0,15217222257100.0,0.0833334593069,0.166693548387,1.73877090418e-14,0.166668806079,244,0.00231522139078
720.0,-601.8,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-43788373313800.0,7739217.4675,-43788373313800.0,-43788367841300.0,-43788378786200.0,-43788378239000.0,-43788368388600.0,2.0,59895487009200.0,0.166666918614,0.166693548387,1.73877090418e-14,0.0833344030397,37,0.00231522139078
720.0,-291.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-43788775158700.0,31780057.4548,-43788775158700.0,-43788752686800.0,-43788797630600.0,-43788795383400.0,-43788754934000.0,2.0,1009972051830000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.16666559696,187,0.00463035362484
720.0,-395.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-43841838062300.0,17087709.4604,-43841838062300.0,-43841825979500.0,-43841850145200.0,-43841848936900.0,-43841827187800.0,2.0,291989814602000.0,0.166666918614,0.166612903226,1.73877090418e-14,0.16666559696,137,0.00462811349247
720.0,-85.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-43842261677900.0,82723368.6425,-43842261677900.0,-43842203183600.0,-43842320172100.0,-43842314322700.0,-43842209033100.0,2.0,6843155719560000.0,0.166666918614,0.0833064516129,0.0,0.16666559696,287,0.00231405674623
720.0,-498.4,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-43901790834600.0,1870548.53649,-43901790834600.0,-43901789511900.0,-43901792157300.0,-43901792025000.0,-43901789644200.0,2.0,3498951827350.0,0.166666918614,0.166693548387,1.73877090418e-14,0.166668806079,87,0.00463044278155
720.0,-188.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-43902186596400.0,47959291.6791,-43902186596400.0,-43902152684100.0,-43902220508800.0,-43902217117500.0,-43902156075300.0,2.0,2300093658360000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.166668806079,237,0.00463044278155
720.0,-601.8,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-70842661866800.0,4659380.73088,-70842661866800.0,-70842658572100.0,-70842665161400.0,-70842664832000.0,-70842658901500.0,2.0,21709828795300.0,0.166667002596,0.166693548387,1.73877090418e-14,0.0833344030397,30,0.0023152225574
720.0,-291.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-70843079748500.0,33370.3245964,-70843079748500.0,-70843079725000.0,-70843079772100.0,-70843079769800.0,-70843079727300.0,2.0,1113578563.67,0.166667002596,0.166693548387,1.73877090418e-14,0.16666559696,180,0.00463035595805
720.0,-395.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-70896135114400.0,22265838.1111,-70896135114400.0,-70896119370100.0,-70896150858700.0,-70896149284300.0,-70896120944500.0,2.0,495767546791000.0,0.166667002596,0.166612903226,1.73877090418e-14,0.16666559696,130,0.00462811582454
720.0,-85.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-70896520893700.0,72943054.3552,-70896520893700.0,-70896469315200.0,-70896572472200.0,-70896567314400.0,-70896474473000.0,2.0,5320689178660000.0,0.166667002596,0.0833064516129,0.0,0.16666559696,280,0.00231405791227
720.0,-498.4,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-70956073758400.0,5100506.00386,-70956073758400.0,-70956070151800.0,-70956077365000.0,-70956077004300.0,-70956070512400.0,2.0,26015161495400.0,0.166667002596,0.166693548387,1.73877090418e-14,0.166668806079,80,0.0046304451148
720.0,-188.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-70956479634700.0,43231276.888,-70956479634700.0,-70956449065600.0,-70956510203900.0,-70956507146900.0,-70956452122500.0,2.0,1868943301370000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.166668806079,230,0.0046304451148
720.0,-601.8,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-97896974247600.0,12083773.4716,-97896974247600.0,-97896965703100.0,-97896982792100.0,-97896981937600.0,-97896966557500.0,2.0,146017581312000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.0833344030397,23,0.0023152225574
720.0,-291.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-97897397520900.0,11126655.0452,-97897397520900.0,-97897389653200.0,-97897405388700.0,-97897404601900.0,-97897390440000.0,2.0,123802452495000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.16666559696,173,0.00463035595805
720.0,-395.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-97950429343700.0,18793202.2152,-97950429343700.0,-97950416054900.0,-97950442632500.0,-97950441303600.0,-97950417383700.0,2.0,353184449501000.0,0.166667002596,0.166612903226,1.73877090418e-14,0.16666559696,123,0.00462811582454
720.0,-85.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-97950840857200.0,82091185.338,-97950840857200.0,-97950782810000.0,-97950898904400.0,-97950893099700.0,-97950788614700.0,2.0,6738962710190000.0,0.166667002596,0.0833064516129,0.0,0.16666559696,273,0.00231405791227
720.0,-498.4,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-98010379687000.0,1994687.37435,-98010379687000.0,-98010378276500.0,-98010381097400.0,-98010380956400.0,-98010378417500.0,2.0,3978777721390.0,0.166667002596,0.166693548387,1.73877090418e-14,0.166668806079,73,0.0046304451148
