npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-h2_storage_capacity,prefix
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1347303532.11,11985726.031,1347303532.11,1355778720.27,1338828343.96,1339675862.77,1354931201.45,2.0,143657628490000.0,0.249579831933,0.250017101033,0.0156001933296,2.85069050095e-13,0.250006199044,83
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1321627675.89,7753477.86448,1321627675.89,1327110212.67,1316145139.11,1316693392.79,1326561958.99,2.0,60116418994900.0,0.125210084034,0.250017101033,0.00782597149857,2.85069050095e-13,0.249993800956,28
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1309293645.46,6222004.73726,1309293645.46,1313693267.21,1304894023.72,1305333985.9,1313253305.03,2.0,38713342950400.0,0.249579831933,0.250017101033,0.00780013534634,2.85069050095e-13,0.125003719426,108
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1281344503.52,18200385.643,1281344503.52,1294214119.63,1268474887.42,1269761849.03,1292927158.02,2.0,331254037553000.0,0.250420168067,0.249982898967,0.00782447404289,2.85069050095e-13,0.12499008153,19
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1267545839.12,11168924.7219,1267545839.12,1275443461.53,1259648216.72,1260437978.96,1274653699.29,2.0,124744879444000.0,0.125210084034,0.250017101033,0.00782635961652,2.85069050095e-13,0.250006199044,53
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1266992687.04,2495514.20582,1266992687.04,1268757282.05,1265228092.02,1265404551.52,1268580822.55,2.0,6227591151460.0,0.125210084034,0.250017101033,0.00391277228441,2.85069050095e-13,0.12499008153,3
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1234452962.62,5908244.78916,1234452962.62,1238630722.58,1230275202.67,1230692978.67,1238212946.58,2.0,34907356488600.0,0.250420168067,0.249982898967,0.0156498018285,2.85069050095e-13,0.249993800956,44
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1217364906.94,14333452.2659,1217364906.94,1227500188.24,1207229625.65,1208243153.78,1226486660.11,2.0,205447853859000.0,0.125210084034,0.250017101033,0.00782635961652,2.85069050095e-13,0.250006199044,78
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1188496932.98,5751514.50922,1188496932.98,1192563867.89,1184429998.07,1184836691.56,1192157174.4,2.0,33079919149700.0,0.125210084034,0.250017101033,0.00391319921416,2.85069050095e-13,0.125003719426,103
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1186885736.52,26036387.0936,1186885736.52,1205296242.39,1168475230.65,1170316281.24,1203455191.81,2.0,677893452887000.0,0.250420168067,0.249982898967,0.0156505779582,2.85069050095e-13,0.250006199044,69
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1154741028.16,12127919.4806,1154741028.16,1163316762.27,1146165294.06,1147022867.47,1162459188.86,2.0,147086430927000.0,0.250420168067,0.249982898967,0.0156505779582,2.85069050095e-13,0.250006199044,94
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1135281569.25,8614612.48574,1135281569.25,1141373020.15,1129190118.34,1129799263.43,1140763875.06,2.0,74211548279500.0,0.249579831933,0.249982898967,0.0155972857149,2.85069050095e-13,0.249993800956,39
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1120140356.48,11224887.4777,1120140356.48,1128077550.53,1112203162.42,1112996881.83,1127283831.13,2.0,125998098887000.0,0.249579831933,0.249982898967,0.00779821741859,2.85069050095e-13,0.12499008153,14
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1100650019.27,416004.105027,1100650019.27,1100944178.59,1100355859.95,1100385275.88,1100914762.66,2.0,173059415400.0,0.249579831933,0.249982898967,0.0155980592402,2.85069050095e-13,0.250006199044,64
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1079027747.21,5373300.65394,1079027747.21,1082827244.54,1075228249.88,1075608199.62,1082447294.81,2.0,28872359917600.0,0.250420168067,0.249982898967,0.00782532778557,2.85069050095e-13,0.125003719426,119
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1035606345.16,7706312.15884,1035606345.16,1041055530.75,1030157159.58,1030702078.13,1040510612.19,2.0,59387247089500.0,0.249579831933,0.249982898967,0.0155980592402,2.85069050095e-13,0.250006199044,89
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1016682831.67,2861623.90065,1016682831.67,1018706305.34,1014659358.01,1014861705.37,1018503957.97,2.0,8188891348780.0,0.249579831933,0.249982898967,0.00779906829636,2.85069050095e-13,0.125003719426,114
769.0,-174.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1015387595.63,12660672.8411,1015387595.63,1024340043.25,1006435148.01,1007330392.77,1023444798.48,2.0,160292636788000.0,0.125210084034,0.124974348451,0.00195585087924,2.85069050095e-13,0.12499008153,25
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,980664210.723,41776889.7152,980664210.723,1010204932.74,951123488.709,954077560.91,1007250860.54,2.0,1745308514270000.0,0.249579831933,0.249982898967,0.0155972857149,2.85069050095e-13,0.249993800956,34
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,974624750.285,4142969.06084,974624750.285,977554271.802,971695228.768,971988180.92,977261319.651,2.0,17164192639100.0,0.249579831933,0.249982898967,0.0155980592402,2.85069050095e-13,0.250006199044,59
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,960349625.993,11207369.0849,960349625.993,968274432.672,952424819.314,953217299.981,967481952.004,2.0,125605121804000.0,0.249579831933,0.249982898967,0.00779821741859,2.85069050095e-13,0.12499008153,9
769.0,-174.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,927683275.805,18788901.9858,927683275.805,940969035.811,914397515.8,915726091.801,939640459.81,2.0,353022837832000.0,0.125210084034,0.124974348451,0.00391191516495,2.85069050095e-13,0.249993800956,50
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,920059903.055,10583725.7959,920059903.055,927543727.336,912576078.775,913324461.203,926795344.908,2.0,112015251722000.0,0.249579831933,0.249982898967,0.0155980592402,2.85069050095e-13,0.250006199044,84
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,885055582.034,10787262.4803,885055582.034,892683328.484,877427835.583,878190610.229,891920553.839,2.0,116365031820000.0,0.249579831933,0.249982898967,0.00779906829636,2.85069050095e-13,0.125003719426,109
769.0,-174.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,876311387.453,19804129.5265,876311387.453,890315021.737,862307753.17,863708116.598,888914658.309,2.0,392203546301000.0,0.125210084034,0.124974348451,0.00391210917083,2.85069050095e-13,0.250006199044,100
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,873099511.095,9900074.34949,873099511.095,880099920.801,866099101.388,866799142.359,879399879.831,2.0,98011472125500.0,0.125210084034,0.249982898967,0.00782490091423,2.85069050095e-13,0.249993800956,29
769.0,-174.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,873006049.497,31238801.3502,873006049.497,895095217.768,850916881.227,853125798.054,892886300.941,2.0,975862709798000.0,0.125210084034,0.124974348451,0.00391210917083,2.85069050095e-13,0.250006199044,75
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,853915677.973,8227532.88861,853915677.973,859733422.271,848097933.675,848679708.105,859151647.841,2.0,67692297433200.0,0.250420168067,0.124974348451,0.0078238303299,2.85069050095e-13,0.249993800956,45
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,843943689.971,6303054.75068,843943689.971,848400622.727,839486757.215,839932450.49,847954929.452,2.0,39728499190100.0,0.250420168067,0.124974348451,0.00391170175848,2.85069050095e-13,0.12499008153,20
769.0,-174.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,825957788.877,31339630.9586,825957788.877,848118254.448,803797323.307,806013369.864,845902207.891,2.0,982172468619000.0,0.125210084034,0.124974348451,0.00195606428571,2.85069050095e-13,0.125003719426,125
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,820854614.517,7085878.66464,820854614.517,825865087.372,815844141.663,816345188.948,825364040.086,2.0,50209676450000.0,0.125210084034,0.249982898967,0.00391223702145,2.85069050095e-13,0.12499008153,4
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,813678502.749,13294897.2809,813678502.749,823079414.771,804277590.726,805217681.928,822139323.569,2.0,176754293710000.0,0.125210084034,0.249982898967,0.00782528897909,2.85069050095e-13,0.250006199044,54
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,783937291.18,20220831.118,783937291.18,798235577.985,769639004.375,771068833.056,796805749.304,2.0,408882011101000.0,0.250420168067,0.124974348451,0.00782421834166,2.85069050095e-13,0.250006199044,70
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,765958499.609,16645146.1903,765958499.609,777728395.354,754188603.864,755365593.439,776551405.78,2.0,277060891695000.0,0.250420168067,0.124974348451,0.00782421834166,2.85069050095e-13,0.250006199044,95
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,751014807.907,3694410.5554,751014807.907,753627150.663,748402465.151,748663699.426,753365916.387,2.0,13648669351800.0,0.125210084034,0.249982898967,0.00782528897909,2.85069050095e-13,0.250006199044,79
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,730575483.135,20982507.0957,730575483.135,745412356.188,715738610.081,717222297.386,743928668.883,2.0,440265604020000.0,0.125210084034,0.249982898967,0.00391266389279,2.85069050095e-13,0.125003719426,104
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,694205459.078,3408472.87895,694205459.078,696615613.364,691795304.792,692036320.221,696374597.936,2.0,11617687366500.0,0.249579831933,0.124974348451,0.0077975758657,2.85069050095e-13,0.249993800956,40
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,679066548.599,1639718.9006,679066548.599,680226004.953,677907092.245,678023037.881,680110059.318,2.0,2688678072990.0,0.250420168067,0.124974348451,0.00391212857142,2.85069050095e-13,0.125003719426,120
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,642667459.946,22964794.1739,642667459.946,658906021.635,626428898.257,628052754.426,657282165.466,2.0,527381771450000.0,0.249579831933,0.124974348451,0.00389857524251,2.85069050095e-13,0.12499008153,15
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,637520323.61,16450528.5249,637520323.61,649152603.884,625888043.336,627051271.364,647989375.857,2.0,270619888749000.0,0.249579831933,0.124974348451,0.00779796257541,2.85069050095e-13,0.250006199044,65
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,613214839.911,21299613.6663,613214839.911,628275941.171,598153738.651,599659848.777,626769831.045,2.0,453673542335000.0,0.249579831933,0.124974348451,0.00779796257541,2.85069050095e-13,0.250006199044,90
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,566876551.408,37410525.2754,566876551.408,593329787.518,540423315.298,543068638.909,590684463.907,2.0,1399547401380000.0,0.249579831933,0.124974348451,0.00389900062319,2.85069050095e-13,0.125003719426,115
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,535384564.279,11825075.5041,535384564.279,543746155.356,527022973.202,527859132.31,542909996.248,2.0,139832410677000.0,0.249579831933,0.124974348451,0.0077975758657,2.85069050095e-13,0.249993800956,35
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,519873482.081,13038523.6895,519873482.081,529093110.599,510653853.564,511575816.416,528171147.747,2.0,170003100000000.0,0.249579831933,0.124974348451,0.00779796257541,2.85069050095e-13,0.250006199044,60
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,501748800.063,20128433.9262,501748800.063,515981752.187,487515847.939,488939143.152,514558456.975,2.0,405153852321000.0,0.249579831933,0.124974348451,0.00389857524251,2.85069050095e-13,0.12499008153,10
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,465345369.927,18814258.2342,465345369.927,478649059.507,452041680.346,453372049.304,477318690.549,2.0,353976312903000.0,0.249579831933,0.124974348451,0.00779796257541,2.85069050095e-13,0.250006199044,85
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,389476474.701,23405340.6871,389476474.701,406026549.816,372926399.585,374581407.096,404371542.305,2.0,547809972679000.0,0.125210084034,0.124974348451,0.00391191516495,2.85069050095e-13,0.249993800956,30
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,378833699.54,17093963.6243,378833699.54,390920957.136,366746441.944,367955167.703,389712231.376,2.0,292203592389000.0,0.249579831933,0.124974348451,0.00389900062319,2.85069050095e-13,0.125003719426,110
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,359985207.883,23850718.944,359985207.883,376850212.984,343120202.781,344806703.292,375163712.474,2.0,568856794147000.0,0.125210084034,0.124974348451,0.00195585087924,2.85069050095e-13,0.12499008153,5
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,337777810.565,32379179.4187,337777810.565,360673347.901,314882273.229,317171826.963,358383794.168,2.0,1048411259830000.0,0.125210084034,0.124974348451,0.00391210917083,2.85069050095e-13,0.250006199044,55
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,322514079.519,25683064.1713,322514079.519,340674748.356,304353410.682,306169477.566,338858681.473,2.0,659619785229000.0,0.125210084034,0.124974348451,0.00391210917083,2.85069050095e-13,0.250006199044,80
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,264897480.292,33115945.2074,264897480.292,288313989.713,241480970.87,243822621.812,285972338.771,2.0,1096665826980000.0,0.125210084034,0.124974348451,0.00195606428571,2.85069050095e-13,0.125003719426,105
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180564737764000.0,8246495.19283,-180564737764000.0,-180564731933000.0,-180564743595000.0,-180564743012000.0,-180564732516000.0,2.0,68004682965400.0,0.249579831933,0.125008550516,0.00389964217608,2.85069050095e-13,0.12499008153,6
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180564778985000.0,690208.807369,-180564778985000.0,-180564778497000.0,-180564779473000.0,-180564779424000.0,-180564778545000.0,2.0,476388197769.0,0.249579831933,0.125008550516,0.00779970984924,2.85069050095e-13,0.249993800956,31
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180564826301000.0,671167.769674,-180564826301000.0,-180564825826000.0,-180564826775000.0,-180564826728000.0,-180564825874000.0,2.0,450466175049.0,0.249579831933,0.125008550516,0.00780009666478,2.85069050095e-13,0.250006199044,56
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180564864421000.0,1034118.16745,-180564864421000.0,-180564863690000.0,-180564865153000.0,-180564865079000.0,-180564863763000.0,2.0,1069400384240.0,0.249579831933,0.125008550516,0.00780009666478,2.85069050095e-13,0.250006199044,81
