smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-ft_capacity
720.0,-550.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,64680815.3732,6207518.81942,64680815.3732,69070194.0247,60291436.7216,60730374.5868,68631256.1596,2.0,38533289893500.0,0.124991181658,2.43433201164e-13,0.00781194885362,0.25,52,0.25
720.0,-550.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,24120390.6056,1022719.33031,24120390.6056,24843562.3793,23397218.8319,23469536.0093,24771245.202,2.0,1045954828600.0,0.250005878895,2.43433201164e-13,0.0156253674309,0.25,62,0.25
720.0,-550.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-18077900.65,17847963.4018,-18077900.65,-5457484.69824,-30698316.6018,-29436275.0066,-6719526.29342,2.0,318549797591000.0,0.250005878895,2.43433201164e-13,0.0156253674309,0.25,67,0.25
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-42290470.6031,4417309.99656,-42290470.6031,-39166960.75,-45413980.4563,-45101629.471,-39479311.7353,2.0,19512627605700.0,0.249994121105,2.43433201164e-13,0.00781231628454,0.125,56,0.25
720.0,-550.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-56536862.8856,14144722.7435,-56536862.8856,-46535033.5157,-66538692.2556,-65538509.3186,-47535216.4527,2.0,200073181492000.0,0.125002939447,2.43433201164e-13,0.00781268371546,0.25,72,0.25
720.0,-240.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-64361966.9061,15765249.2748,-64361966.9061,-53214252.2367,-75509681.5754,-74394910.1085,-54329023.7037,2.0,248543084698000.0,0.124991181658,2.43433201164e-13,0.00781194885362,0.25,79,0.25
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-116178312.354,19228326.7066,-116178312.354,-102581832.149,-129774792.559,-128415144.539,-103941480.17,2.0,369728547935000.0,0.250005878895,2.43433201164e-13,0.00781268371546,0.125,61,0.25
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-121501077.452,17179517.7901,-121501077.452,-109353323.925,-133648830.979,-132434055.626,-110568099.278,2.0,295135831501000.0,0.124991181658,2.43433201164e-13,0.00390597442681,0.125,51,0.25
720.0,-240.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-123802775.431,4534667.61085,-123802775.431,-120596281.213,-127009269.649,-126688620.228,-120916930.635,2.0,20563210340900.0,0.249994121105,2.43433201164e-13,0.0156246325691,0.25,84,0.25
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-148621750.279,14740692.2631,-148621750.279,-138198506.821,-159044993.738,-158002669.392,-139240831.166,2.0,217288008396000.0,0.250005878895,2.43433201164e-13,0.00781268371546,0.125,66,0.25
720.0,-240.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-157646235.748,4221263.55136,-157646235.748,-154661351.666,-160631119.83,-160332631.422,-154959840.074,2.0,17819065970000.0,0.250005878895,2.43433201164e-13,0.0156253674309,0.25,89,0.25
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-194925173.52,1122630.12478,-194925173.52,-194131354.146,-195718992.894,-195639610.957,-194210736.083,2.0,1260298397060.0,0.125002939447,2.43433201164e-13,0.00390634185773,0.125,71,0.25
720.0,-240.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-211927568.494,6382933.49466,-211927568.494,-207414152.936,-216440984.052,-215989642.496,-207865494.492,2.0,40741839997200.0,0.250005878895,2.43433201164e-13,0.0156253674309,0.25,94,0.25
720.0,-395.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-234803794.338,1041976.33589,-234803794.338,-234067005.805,-235540582.871,-235466904.018,-234140684.659,2.0,1085714684560.0,0.124991181658,2.43433201164e-13,0.00781194885362,0.25,78,0.25
720.0,-395.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-242878090.294,11146797.4625,-242878090.294,-234996114.219,-250760066.368,-249971868.76,-235784311.827,2.0,124251093670000.0,0.249994121105,2.43433201164e-13,0.0156246325691,0.25,83,0.25
720.0,-240.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-254988394.258,7424644.48885,-254988394.258,-249738377.792,-260238410.724,-259713409.077,-250263379.438,2.0,55125345785800.0,0.125002939447,2.43433201164e-13,0.00781268371546,0.25,99,0.25
720.0,-395.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-310959894.576,21228826.6499,-310959894.576,-295948847.296,-325970941.857,-324469837.129,-297449952.024,2.0,450663080930000.0,0.250005878895,2.43433201164e-13,0.0156253674309,0.25,88,0.25
720.0,-395.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-338567268.418,11497894.8455,-338567268.418,-330437029.004,-346697507.833,-345884483.891,-331250052.945,2.0,132201585878000.0,0.250005878895,2.43433201164e-13,0.0156253674309,0.25,93,0.25
720.0,-395.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-385147679.482,5377187.16044,-385147679.482,-381345433.977,-388949924.987,-388569700.436,-381725658.527,2.0,28914141758400.0,0.125002939447,2.43433201164e-13,0.00781268371546,0.25,98,0.25
720.0,-550.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-386340243.716,5122855.81575,-386340243.716,-382717837.629,-389962649.802,-389600409.194,-383080078.238,2.0,26243651709000.0,0.249994121105,2.43433201164e-13,0.0156246325691,0.25,82,0.25
720.0,-550.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-457311057.508,53306608.7344,-457311057.508,-419617592.99,-495004522.026,-491235175.574,-423386939.441,2.0,2841594534760000.0,0.124991181658,2.43433201164e-13,0.00781194885362,0.25,77,0.25
720.0,-550.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-457570345.665,738196.154371,-457570345.665,-457048362.158,-458092329.171,-458040130.821,-457100560.509,2.0,544933562327.0,0.250005878895,2.43433201164e-13,0.0156253674309,0.25,87,0.25
720.0,-550.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-507556692.563,22058827.7344,-507556692.563,-491958745.887,-523154639.239,-521594844.572,-493518540.555,2.0,486591881016000.0,0.250005878895,2.43433201164e-13,0.0156253674309,0.25,92,0.25
720.0,-550.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-541540656.202,17357285.8192,-541540656.202,-529267201.696,-553814110.708,-552586765.257,-530494547.147,2.0,301275371011000.0,0.125002939447,2.43433201164e-13,0.00781268371546,0.25,97,0.25
720.0,-705.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-556969088.923,6160288.73417,-556969088.923,-552613106.985,-561325070.861,-560889472.667,-553048705.179,2.0,37949157288300.0,0.249994121105,2.43433201164e-13,0.00781231628454,0.125,81,0.25
720.0,-240.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-574378104.41,795519.139023,-574378104.41,-573815587.433,-574940621.388,-574884369.69,-573871839.13,2.0,632850700551.0,0.249994121105,0.0,0.00781221600193,0.25,109,0.12499839544
720.0,-240.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-581172920.896,34858021.2253,-581172920.896,-556524577.709,-605821264.083,-603356429.765,-558989412.028,2.0,1215081643740000.0,0.124991181658,0.0,0.00390592428786,0.25,104,0.12499839544
720.0,-705.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-609534622.685,12299264.6579,-609534622.685,-600837729.242,-618231516.128,-617361826.784,-601707418.586,2.0,151271911125000.0,0.250005878895,2.43433201164e-13,0.00781268371546,0.125,86,0.25
720.0,-705.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-611613848.932,14921120.8297,-611613848.932,-601063023.21,-622164674.653,-621109592.081,-602118105.782,2.0,222639846815000.0,0.124991181658,2.43433201164e-13,0.00390597442681,0.125,76,0.25
720.0,-240.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-640552021.623,24332725.3103,-640552021.623,-623346186.551,-657757856.694,-656037273.187,-625066770.058,2.0,592081521028000.0,0.250005878895,0.0,0.00781258342813,0.25,114,0.12499839544
720.0,-705.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-668572988.711,6129133.1413,-668572988.711,-664239037.104,-672906940.318,-672473545.157,-664672432.265,2.0,37566273063700.0,0.250005878895,2.43433201164e-13,0.00781268371546,0.125,91,0.25
720.0,-240.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-672476891.225,22361752.9029,-672476891.225,-656664744.108,-688289038.342,-686707823.63,-658245958.82,2.0,500047992890000.0,0.250005878895,0.0,0.00781258342813,0.25,119,0.12499839544
720.0,-705.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-712841197.547,31935044.2383,-712841197.547,-690259711.208,-735422683.885,-733164535.251,-692517859.842,2.0,1019847050500000.0,0.125002939447,2.43433201164e-13,0.00390634185773,0.125,96,0.25
720.0,-240.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-728479908.965,22633539.5733,-728479908.965,-712475579.651,-744484238.28,-742883805.348,-714076012.582,2.0,512277113618000.0,0.125002939447,0.0,0.00390629171407,0.25,124,0.12499839544
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-731365698.277,11302309.7289,-731365698.277,-723373758.424,-739357638.129,-738558444.144,-724172952.41,2.0,127742205208000.0,0.124991181658,0.0,0.00390592428786,0.25,103,0.12499839544
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-735033687.124,2646267.99129,-735033687.124,-733162493.083,-736904881.166,-736717761.761,-733349612.487,2.0,7002734281750.0,0.249994121105,0.0,0.00781221600193,0.25,108,0.12499839544
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-801894838.915,17915921.2158,-801894838.915,-789226369.532,-814563308.298,-813296461.36,-790493216.47,2.0,320980233010000.0,0.250005878895,0.0,0.00781258342813,0.25,113,0.12499839544
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-858978310.685,604084.45145,-858978310.685,-858551158.473,-859405462.898,-859362747.676,-858593873.695,2.0,364918024484.0,0.250005878895,0.0,0.00781258342813,0.25,118,0.12499839544
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-918126381.744,5857797.24883,-918126381.744,-913984293.587,-922268469.902,-921854261.086,-914398502.402,2.0,34313788608400.0,0.125002939447,0.0,0.00390629171407,0.25,123,0.12499839544
720.0,-550.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-924559919.354,1152860.83838,-924559919.354,-923744723.638,-925375115.071,-925293595.499,-923826243.21,2.0,1329088112660.0,0.249994121105,0.0,0.00781221600193,0.25,107,0.12499839544
720.0,-550.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-968181879.193,18307107.911,-968181879.193,-955236799.045,-981126959.341,-979832451.326,-956531307.06,2.0,335150200066000.0,0.124991181658,0.0,0.00390592428786,0.25,102,0.12499839544
720.0,-550.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-974505900.464,13407481.2298,-974505900.464,-965025379.568,-983986421.361,-983038369.271,-965973431.658,2.0,179760552928000.0,0.250005878895,0.0,0.00781258342813,0.25,112,0.12499839544
720.0,-550.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1021744197.4,4285924.41832,-1021744197.4,-1018713591.18,-1024774803.62,-1024471743.0,-1019016651.8,2.0,18369148119600.0,0.250005878895,0.0,0.00781258342813,0.25,117,0.12499839544
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1085942408.73,2967045.99675,-1085942408.73,-1083844390.39,-1088040427.08,-1087830625.24,-1084054192.22,2.0,8803361946860.0,0.124991181658,0.0,0.00195296214393,0.125,101,0.12499839544
720.0,-550.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1104238984.16,73310408.3206,-1104238984.16,-1052400697.31,-1156077271.02,-1150893442.33,-1057584525.99,2.0,5374415968130000.0,0.125002939447,0.0,0.00390629171407,0.25,122,0.12499839544
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1139365947.99,20475768.4226,-1139365947.99,-1124887393.29,-1153844502.69,-1152396647.22,-1126335248.76,2.0,419257092495000.0,0.249994121105,0.0,0.00390610800096,0.125,106,0.12499839544
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1157647766.88,1890736.19663,-1157647766.88,-1156310814.5,-1158984719.27,-1158851024.03,-1156444509.74,2.0,3574883365240.0,0.250005878895,0.0,0.00390629171407,0.125,111,0.12499839544
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1207142509.84,15156380.3416,-1207142509.84,-1196425330.52,-1217859689.16,-1216787971.22,-1197497048.45,2.0,229715865059000.0,0.250005878895,0.0,0.00390629171407,0.125,116,0.12499839544
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1240735526.65,18923907.1733,-1240735526.65,-1227354303.56,-1254116749.74,-1252778627.43,-1228692425.87,2.0,358114262705000.0,0.125002939447,0.0,0.00195314585703,0.125,121,0.12499839544
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1436459936.86,0.0,-1436459936.86,-1436459936.86,-1436459936.86,-1436459936.86,-1436459936.86,2.0,0.0,0.124991181658,2.43433201164e-13,0.00195301228288,0.125,1,0.12500160456
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1485877023.54,0.0,-1485877023.54,-1485877023.54,-1485877023.54,-1485877023.54,-1485877023.54,2.0,0.0,0.249994121105,2.43433201164e-13,0.00390620828358,0.125,6,0.12500160456
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1535298758.83,0.0,-1535298758.83,-1535298758.83,-1535298758.83,-1535298758.83,-1535298758.83,2.0,0.0,0.250005878895,2.43433201164e-13,0.00390639200139,0.125,11,0.12500160456
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1584720494.12,0.0,-1584720494.12,-1584720494.12,-1584720494.12,-1584720494.12,-1584720494.12,2.0,0.0,0.250005878895,2.43433201164e-13,0.00390639200139,0.125,16,0.12500160456
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1634142229.42,0.0,-1634142229.42,-1634142229.42,-1634142229.42,-1634142229.42,-1634142229.42,2.0,0.0,0.125002939447,2.43433201164e-13,0.0019531960007,0.125,21,0.12500160456
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2102634130.81,5327590.90673,-2102634130.81,-2098866955.15,-2106401306.46,-2106024588.9,-2099243672.71,2.0,28383224869500.0,0.124991181658,2.43433201164e-13,0.00781194885362,0.25,53,0.25
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2168761706.31,5204032.33271,-2168761706.31,-2165081899.76,-2172441512.86,-2172073532.21,-2165449880.41,2.0,27081952519900.0,0.249994121105,2.43433201164e-13,0.0156246325691,0.25,58,0.25
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2195595442.13,3826377.65405,-2195595442.13,-2192889784.54,-2198301099.71,-2198030533.95,-2193160350.3,2.0,14641165951400.0,0.250005878895,2.43433201164e-13,0.0156253674309,0.25,63,0.25
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2241049276.68,2016956.63632,-2241049276.68,-2239623072.97,-2242475480.4,-2242332860.02,-2239765693.34,2.0,4068114072790.0,0.250005878895,2.43433201164e-13,0.0156253674309,0.25,68,0.25
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2299148664.22,7314500.93931,-2299148664.22,-2293976531.0,-2304320797.43,-2303803584.11,-2294493744.32,2.0,53501923991200.0,0.125002939447,2.43433201164e-13,0.00781268371546,0.25,73,0.25
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2777474156.5,8369103.99628,-2777474156.5,-2771556306.32,-2783392006.69,-2782800221.67,-2772148091.33,2.0,70041901700500.0,0.249994121105,0.0,0.00390610800096,0.125,110,0.12499839544
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2778803812.67,13541382.574,-2778803812.67,-2769228609.23,-2788379016.11,-2787421495.77,-2770186129.57,2.0,183369042016000.0,0.124991181658,0.0,0.00195296214393,0.125,105,0.12499839544
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2837876748.17,54237122.1589,-2837876748.17,-2799525311.3,-2876228185.04,-2872393041.36,-2803360454.99,2.0,2941665420080000.0,0.250005878895,0.0,0.00390629171407,0.125,115,0.12499839544
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2887000109.4,10244650.0854,-2887000109.4,-2879756047.86,-2894244170.95,-2893519764.8,-2880480454.01,2.0,104952855373000.0,0.250005878895,0.0,0.00390629171407,0.125,120,0.12499839544
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2917521323.16,12485023.0765,-2917521323.16,-2908693078.68,-2926349567.64,-2925466743.19,-2909575903.13,2.0,155875801221000.0,0.125002939447,0.0,0.00195314585703,0.125,125,0.12499839544
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247688950600000.0,13824808.5289,-247688950600000.0,-247688940825000.0,-247688960376000.0,-247688959398000.0,-247688941802000.0,2.0,191125330860000.0,0.124991181658,2.43433201164e-13,0.00781194885362,0.25,28,0.25
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247688989777000.0,12490734.1402,-247688989777000.0,-247688980944000.0,-247688998609000.0,-247688997726000.0,-247688981828000.0,2.0,156018439360000.0,0.249994121105,2.43433201164e-13,0.0156246325691,0.25,33,0.25
