npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,PointProbability,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1347619641.29,5536044.15467,1347619641.29,1351534215.65,1343705066.93,1344096524.36,1351142758.22,2.0,30647784882500.0,29,1.21200144652e-13,0.00781235102987,0.125,0.249995232956,0.25
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1341824445.0,3251612.4508,1341824445.0,1344123682.21,1339525207.78,1339755131.5,1343893758.49,2.0,10572983530200.0,109,1.21200144652e-13,0.00781264897013,0.25,0.125002383522,0.25
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1310243766.48,2569054.1815,1310243766.48,1312060362.12,1308427170.85,1308608830.41,1311878702.55,2.0,6600039387510.0,4,1.21200144652e-13,0.00390602654481,0.125,0.124992849434,0.25
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1283495470.33,7846881.20879,1283495470.33,1289044053.24,1277946887.42,1278501745.71,1288489194.95,2.0,61573544704800.0,54,1.21200144652e-13,0.00781264897013,0.125,0.250004767044,0.25
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1277030586.63,6033070.57313,1277030586.63,1281296611.74,1272764561.51,1273191164.03,1280870009.23,2.0,36397940540300.0,65,1.21200144652e-13,0.00781185443652,0.25,0.250004767044,0.124987287705
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1210683415.58,980348.457251,1210683415.58,1211376626.62,1209990204.54,1210059525.64,1211307305.52,2.0,961083097635.0,90,1.21200144652e-13,0.00781185443652,0.25,0.250004767044,0.124987287705
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1201232653.24,8395254.12266,1201232653.24,1207168994.36,1195296312.12,1195889946.23,1206575360.25,2.0,70480291784000.0,79,1.21200144652e-13,0.00781264897013,0.125,0.250004767044,0.25
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1140185161.6,18811417.1593,1140185161.6,1153486842.24,1126883480.96,1128213649.03,1152156674.18,2.0,353869415542000.0,115,1.21200144652e-13,0.00390592721826,0.25,0.125002383522,0.124987287705
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1136423744.46,4429125.85548,1136423744.46,1139555609.39,1133291879.54,1133605066.03,1139242422.9,2.0,19617155843700.0,104,1.21200144652e-13,0.00390632448506,0.125,0.125002383522,0.25
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1124647136.32,7041348.81584,1124647136.32,1129626121.81,1119668150.82,1120166049.37,1129128223.27,2.0,49580593146300.0,35,1.21200144652e-13,0.00781155652656,0.25,0.249995232956,0.124987287705
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1119670155.85,3765127.19666,1119670155.85,1122332502.82,1117007808.88,1117274043.58,1122066268.13,2.0,14176182807000.0,10,1.21200144652e-13,0.0039056293083,0.25,0.124992849434,0.124987287705
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1047354400.73,3921128.21542,1047354400.73,1050127057.09,1044581744.38,1044859010.02,1049849791.45,2.0,15375246481700.0,60,1.21200144652e-13,0.00781185443652,0.25,0.250004767044,0.124987287705
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,982098616.937,1923303.80511,982098616.937,983458598.1,980738635.775,980874633.891,983322599.984,2.0,3699097526760.0,85,1.21200144652e-13,0.00781185443652,0.25,0.250004767044,0.124987287705
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,912385979.537,12522924.5309,912385979.537,921241024.394,903530934.681,904416439.167,920355519.908,2.0,156823638807000.0,110,1.21200144652e-13,0.00390592721826,0.25,0.125002383522,0.124987287705
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,900066816.353,1670610.75433,900066816.353,901248116.546,898885516.16,899003646.179,901129986.526,2.0,2790940292480.0,5,1.21200144652e-13,0.00195281465415,0.125,0.124992849434,0.124987287705
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,890413571.841,10637575.8052,890413571.841,897935473.828,882891669.854,883643860.052,897183283.629,2.0,113158019011000.0,30,1.21200144652e-13,0.00390577826328,0.125,0.249995232956,0.124987287705
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,829884838.101,8710301.75607,829884838.101,836043951.539,823725724.663,824341636.007,835428040.195,2.0,75869356681800.0,55,1.21200144652e-13,0.00390592721826,0.125,0.250004767044,0.124987287705
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,766018396.376,3989958.40703,766018396.376,768839723.022,763197069.73,763479202.394,768557590.357,2.0,15919768089800.0,80,1.21200144652e-13,0.00390592721826,0.125,0.250004767044,0.124987287705
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,695946046.515,10476202.1228,695946046.515,703353840.077,688538252.953,689279032.309,702613060.721,2.0,109750810918000.0,105,1.21200144652e-13,0.00195296360913,0.125,0.125002383522,0.124987287705
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235159890822000.0,3621312.91907,-235159890822000.0,-235159888261000.0,-235159893382000.0,-235159893126000.0,-235159888517000.0,2.0,13113907257800.0,6,1.21200144652e-13,0.0039056293083,0.25,0.124992849434,0.124987287705
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235159961967000.0,1204731.89682,-235159961967000.0,-235159961115000.0,-235159962819000.0,-235159962733000.0,-235159961200000.0,2.0,1451378943200.0,31,1.21200144652e-13,0.00781155652656,0.25,0.249995232956,0.124987287705
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235160032930000.0,2565499.36766,-235160032930000.0,-235160031116000.0,-235160034744000.0,-235160034563000.0,-235160031298000.0,2.0,6581787005450.0,56,1.21200144652e-13,0.00781185443652,0.25,0.250004767044,0.124987287705
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235160107641000.0,40744.3987125,-235160107641000.0,-235160107612000.0,-235160107670000.0,-235160107667000.0,-235160107615000.0,2.0,1660106026.45,81,1.21200144652e-13,0.00781185443652,0.25,0.250004767044,0.124987287705
