smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight,prefix,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,350389320.717,3354634.85594,351495242.795,352908282.437,345658514.841,346363363.009,352866987.516,4.0,11253575016700.0,0.250018051845,0.00779824473773,52,0.249546279492,3.46688419418e-13,0.12498974865
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,345467147.814,2336241.8049,346110173.889,347519391.151,342128852.327,342679672.563,347354386.56,4.0,5458025770960.0,0.250018051845,0.0155982225654,62,0.249546279492,3.46688419418e-13,0.250007275152
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,316871409.173,2087696.70125,317277920.026,318763408.249,314166388.39,314488925.59,318684777.561,4.0,4358477516400.0,0.250018051845,0.0155982225654,67,0.249546279492,3.46688419418e-13,0.250007275152
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,282629815.695,1057366.95903,282383466.696,284059377.122,281692952.265,281737346.87,283867173.119,4.0,1118024886050.0,0.250018051845,0.00779907001867,72,0.249546279492,3.46688419418e-13,0.125002976198
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,276139758.825,3729772.24118,276458479.568,280348448.306,271293627.856,272007205.581,279826103.027,4.0,13911200971100.0,0.250018051845,0.0078270161323,56,0.125226860254,3.46688419418e-13,0.249992724848
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,246159735.692,3437264.34118,247014978.246,249294103.086,241314883.191,242082136.291,249039995.519,4.0,11814786151200.0,0.249981948155,0.00782547179608,79,0.250453720508,3.46688419418e-13,0.12498974865
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,245580683.625,1184988.28854,245636878.117,246820708.297,244228269.968,244342373.679,246740321.281,4.0,1404197243970.0,0.250018051845,0.00782747168739,61,0.125226860254,3.46688419418e-13,0.250007275152
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,214158000.201,2497490.52897,215145830.059,215850751.272,210489589.415,211117819.96,215815218.642,4.0,6237458942290.0,0.249981948155,0.0156517717545,84,0.250453720508,3.46688419418e-13,0.249992724848
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,213063521.378,1088047.37943,213163433.313,214081026.706,211846192.181,211936953.018,214050213.03,4.0,1183847099870.0,0.250018051845,0.00782747168739,66,0.125226860254,3.46688419418e-13,0.250007275152
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,211693416.782,2694009.16691,210818143.752,215626008.962,209511370.662,209694727.881,214917487.924,4.0,7257685391390.0,0.250018051845,0.00391330099566,51,0.125226860254,3.46688419418e-13,0.12498974865
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,178836215.454,1901765.28063,178098919.16,181598351.233,177548672.261,177558049.853,181146595.865,4.0,3616711182610.0,0.250018051845,0.00391371513664,71,0.125226860254,3.46688419418e-13,0.125002976198
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,178708362.52,3536077.45466,178391767.224,182629820.198,175420095.433,175512142.904,182347815.55,4.0,12503843765400.0,0.249981948155,0.0156526827331,89,0.250453720508,3.46688419418e-13,0.250007275152
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,146955123.087,3705744.49436,147203810.262,150304676.106,143108195.718,143310985.617,150251098.511,4.0,13732542257500.0,0.249981948155,0.0156526827331,94,0.250453720508,3.46688419418e-13,0.250007275152
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,124001285.538,4487431.86393,123827952.226,128383948.315,119965289.387,120015909.054,128229328.66,4.0,20137044733400.0,0.249981948155,0.0155950624366,83,0.249546279492,3.46688419418e-13,0.249992724848
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,113107325.012,2474572.39563,113567283.443,115606049.821,109688683.34,110256780.748,115313927.472,4.0,6123508541210.0,0.249981948155,0.00782629995845,99,0.250453720508,3.46688419418e-13,0.125002976198
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,103123958.136,3135125.31882,102657110.599,106836126.92,100345484.428,100400768.167,106500734.658,4.0,9829010764720.0,0.249981948155,0.0077971186374,78,0.249546279492,3.46688419418e-13,0.12498974865
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,91540524.8387,3056129.61939,91851568.2852,94894911.882,87564050.9022,88114588.8121,94531000.04,4.0,9339928250530.0,0.249981948155,0.0155959701145,88,0.249546279492,3.46688419418e-13,0.250007275152
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,62503986.7128,3336270.82269,61302654.9034,67402934.3974,60007702.6471,60146365.4532,66543472.5056,4.0,11130703002300.0,0.249981948155,0.0155959701145,93,0.249546279492,3.46688419418e-13,0.250007275152
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,26939504.8437,2739816.49746,27988567.3952,28900218.6346,22880665.9498,23645564.7058,28764757.4095,4.0,7506594439770.0,0.249981948155,0.00779794379918,98,0.249546279492,3.46688419418e-13,0.125002976198
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,14760870.6149,2503190.70752,14827419.6331,17234249.6989,12154393.4947,12298201.1563,17130371.4481,4.0,6265963718220.0,0.249981948155,0.0155950624366,82,0.249546279492,3.46688419418e-13,0.249992724848
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,8788691.05402,6958329.43785,10186690.3154,15603477.8479,-822094.262552,660257.616114,14959925.526,4.0,48418348565600.0,0.124990974078,0.00195636794902,105,0.125226860254,3.46688419418e-13,0.12498974865
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-20969398.2802,1485660.63924,-21575162.0107,-18793923.7321,-21933345.3673,-21930016.4926,-19160710.845,4.0,2207187534990.0,0.249981948155,0.0155959701145,87,0.249546279492,3.46688419418e-13,0.250007275152
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-26783670.8664,2729439.26938,-26566495.8177,-24185697.2712,-29815994.5592,-29595020.0049,-24276366.7963,4.0,7449838725250.0,0.124990974078,0.00391294293863,110,0.125226860254,3.46688419418e-13,0.249992724848
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-37755410.1188,1901366.6416,-37545042.22,-36119548.1941,-39812007.8412,-39680118.4035,-36125216.8926,4.0,3615195105780.0,0.249981948155,0.0077971186374,77,0.249546279492,3.46688419418e-13,0.12498974865
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-57037961.2205,2682797.7036,-57137945.0769,-54154978.1921,-59720976.5362,-59594669.5058,-54341275.5363,4.0,7197403518440.0,0.249981948155,0.0155959701145,92,0.249546279492,3.46688419418e-13,0.250007275152
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-57467527.849,6278952.79726,-56342869.9012,-51088130.4574,-66096241.1361,-64715025.3233,-51794551.5016,4.0,39425248230200.0,0.124990974078,0.00391317068328,115,0.125226860254,3.46688419418e-13,0.250007275152
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-85557062.417,1999005.2104,-86231047.6038,-82629242.5356,-87136911.9247,-87012406.4436,-83158139.1288,4.0,3996021831220.0,0.249981948155,0.00779794379918,97,0.249546279492,3.46688419418e-13,0.125002976198
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-87949972.7129,3995623.19135,-86174099.2761,-85541258.6049,-93910433.6946,-92803917.0708,-85582251.1666,4.0,15965004687300.0,0.124990974078,0.00391317068328,120,0.125226860254,3.46688419418e-13,0.250007275152
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-111991997.58,2924696.64609,-111444105.0,-109218713.767,-115861066.555,-115362852.131,-109388192.642,4.0,8553850471640.0,0.249981948155,0.00782588587727,81,0.125226860254,3.46688419418e-13,0.249992724848
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-124874697.673,7591946.89363,-124731929.022,-116813711.576,-133221221.074,-132603622.886,-117345648.572,4.0,57637657635700.0,0.124990974078,0.00195657498961,125,0.125226860254,3.46688419418e-13,0.125002976198
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-129948950.182,4947601.93925,-131361798.064,-123084805.255,-133987399.343,-133853766.123,-124066147.206,4.0,24478764949300.0,0.124990974078,0.00782588587727,109,0.250453720508,3.46688419418e-13,0.249992724848
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-135819462.037,4743312.32891,-135595139.709,-131673162.598,-140414406.13,-140263595.443,-131689379.889,4.0,22499011849600.0,0.124990974078,0.00391273589804,104,0.250453720508,3.46688419418e-13,0.12498974865
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-143770830.375,2187920.795,-143634749.429,-141451007.301,-146362815.341,-146111782.251,-141620391.824,4.0,4786997405180.0,0.249981948155,0.00782634136657,86,0.125226860254,3.46688419418e-13,0.250007275152
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-162514952.167,2862509.28653,-161985618.026,-159661667.953,-166426904.663,-165841271.991,-159929700.14,4.0,8193959415440.0,0.124990974078,0.00782634136657,114,0.250453720508,3.46688419418e-13,0.250007275152
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-173690191.598,3820178.16091,-173271916.792,-169682515.803,-178534417.004,-177954596.612,-170011371.311,4.0,14593761181100.0,0.249981948155,0.00391273589804,76,0.125226860254,3.46688419418e-13,0.12498974865
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-174603270.822,4381499.21475,-175108980.7,-169608424.178,-178586697.712,-178492802.427,-170005745.39,4.0,19197535368900.0,0.249981948155,0.00782634136657,91,0.125226860254,3.46688419418e-13,0.250007275152
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194633629.964,3008944.36087,-193660055.308,-192196740.296,-199017668.945,-198248772.909,-192381491.539,4.0,9053746166810.0,0.124990974078,0.00782634136657,119,0.250453720508,3.46688419418e-13,0.250007275152
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207211005.537,2459791.04504,-207821795.764,-203995537.728,-209204892.892,-209183898.491,-204383006.265,4.0,6050571985280.0,0.249981948155,0.00391314997922,96,0.125226860254,3.46688419418e-13,0.125002976198
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-224774171.09,3984578.88697,-225311948.333,-219751384.009,-228721403.686,-228475005.347,-220320448.694,4.0,15876868906500.0,0.124990974078,0.00391314997922,124,0.250453720508,3.46688419418e-13,0.125002976198
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-255293368.675,2679437.68739,-254710852.956,-252938754.874,-258813013.916,-258379165.01,-253023094.348,4.0,7179386320600.0,0.124990974078,0.00779753121829,108,0.249546279492,3.46688419418e-13,0.249992724848
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-279878543.374,3350286.59353,-280316268.203,-276073838.25,-282807798.84,-282773376.673,-276370895.315,4.0,11224420258800.0,0.124990974078,0.0038985593187,103,0.249546279492,3.46688419418e-13,0.12498974865
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-290715242.926,5081299.73559,-293097142.796,-283106615.02,-293560071.09,-293528528.913,-284567297.12,4.0,25819607002900.0,0.124990974078,0.00779798505727,113,0.249546279492,3.46688419418e-13,0.250007275152
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-321479637.651,5055574.55783,-323162350.431,-314091196.361,-325502653.381,-325203541.036,-315399936.374,4.0,25558834109700.0,0.124990974078,0.00779798505727,118,0.249546279492,3.46688419418e-13,0.250007275152
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-353919817.748,5395362.43002,-355242986.966,-346527484.664,-358665812.395,-358426055.351,-347561143.24,4.0,29109935751200.0,0.124990974078,0.00389897189959,123,0.249546279492,3.46688419418e-13,0.125002976198
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-391339333.221,3018334.82123,-392522570.641,-386859823.057,-393452368.544,-393313113.851,-387709020.202,4.0,9110345093050.0,0.124990974078,0.00779753121829,107,0.249546279492,3.46688419418e-13,0.249992724848
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-417065316.495,5613425.47887,-416168331.395,-412354190.968,-423570412.222,-423025457.82,-412360954.31,4.0,31510545606800.0,0.124990974078,0.00779798505727,112,0.249546279492,3.46688419418e-13,0.250007275152
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-419719600.715,6867326.82027,-421597613.533,-409876832.873,-425806342.921,-425249895.326,-411560088.159,4.0,47160177656400.0,0.124990974078,0.0038985593187,102,0.249546279492,3.46688419418e-13,0.12498974865
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-452071093.724,4347854.6821,-452751395.344,-446732803.831,-456048780.379,-455913336.814,-447276428.367,4.0,18903840336700.0,0.124990974078,0.00779798505727,117,0.249546279492,3.46688419418e-13,0.250007275152
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-484781775.585,3020642.01185,-485003166.164,-481322159.992,-487798610.022,-487643493.158,-481610111.202,4.0,9124278163730.0,0.124990974078,0.00389897189959,122,0.249546279492,3.46688419418e-13,0.125002976198
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-522068903.277,4754780.85349,-522893871.317,-516007597.618,-526480272.857,-526282106.009,-516700745.29,4.0,22607940964700.0,0.124990974078,0.00391294293863,106,0.125226860254,3.46688419418e-13,0.249992724848
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-553957987.378,5548816.67738,-552843543.671,-548540857.331,-561604004.84,-560442805.059,-549033390.888,4.0,30789366519200.0,0.124990974078,0.00391317068328,111,0.125226860254,3.46688419418e-13,0.250007275152
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-562442474.267,2628680.2328,-562941468.238,-558882547.842,-565004412.75,-564800786.712,-559385570.263,4.0,6909959766310.0,0.124990974078,0.00195636794902,101,0.125226860254,3.46688419418e-13,0.12498974865
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-588385479.643,3662584.14126,-588182482.899,-585171430.959,-592005521.814,-591865853.142,-585189301.585,4.0,13414522591800.0,0.124990974078,0.00391317068328,116,0.125226860254,3.46688419418e-13,0.250007275152
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-621153190.011,2348185.87752,-621234291.72,-618231356.913,-623912819.69,-623576088.558,-618616749.071,4.0,5513976915390.0,0.124990974078,0.00195657498961,121,0.125226860254,3.46688419418e-13,0.125002976198
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-143453116243.0,1272.63412172,-143453116759.0,-143453114357.0,-143453117097.0,-143453117068.0,-143453114696.0,4.0,1619597.60776,0.124990974078,0.00195636794902,1,0.125226860254,3.46688419418e-13,0.12498974865
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-143485656836.0,543.658145749,-143485656675.0,-143485656414.0,-143485657579.0,-143485657478.0,-143485656419.0,4.0,295564.17944,0.124990974078,0.00391294293863,6,0.125226860254,3.46688419418e-13,0.249992724848
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-143518199727.0,387.112658966,-143518199727.0,-143518199288.0,-143518200166.0,-143518200127.0,-143518199327.0,4.0,149856.210731,0.124990974078,0.00391317068328,11,0.125226860254,3.46688419418e-13,0.250007275152
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-143550743726.0,625.967493152,-143550743638.0,-143550743133.0,-143550744496.0,-143550744417.0,-143550743160.0,4.0,391835.302482,0.124990974078,0.00391317068328,16,0.125226860254,3.46688419418e-13,0.250007275152
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-143583287681.0,474.813796849,-143583287679.0,-143583287243.0,-143583288124.0,-143583288114.0,-143583287252.0,4.0,225448.141678,0.124990974078,0.00195657498961,21,0.125226860254,3.46688419418e-13,0.125002976198
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-508824641135.0,407766.801125,-508824604669.0,-508824195395.0,-508825159808.0,-508825094429.0,-508824238894.0,4.0,166273764100.0,0.250018051845,0.00779824473773,27,0.249546279492,3.46688419418e-13,0.12498974865
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-508857735614.0,969811.16127,-508857623335.0,-508856794774.0,-508858901011.0,-508858788239.0,-508856840179.0,4.0,940533688524.0,0.250018051845,0.0155973147564,32,0.249546279492,3.46688419418e-13,0.249992724848
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-508890580150.0,362896.151056,-508890471868.0,-508890282422.0,-508891094441.0,-508891015479.0,-508890296414.0,4.0,131693616452.0,0.250018051845,0.0155982225654,37,0.249546279492,3.46688419418e-13,0.250007275152
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-508923159906.0,165880.301878,-508923136536.0,-508922996890.0,-508923369661.0,-508923345759.0,-508923006771.0,4.0,27516274551.3,0.250018051845,0.0155982225654,42,0.249546279492,3.46688419418e-13,0.250007275152
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-508955662601.0,1423964.21648,-508955169427.0,-508954573256.0,-508957738293.0,-508957386740.0,-508954628905.0,4.0,2027674089820.0,0.250018051845,0.00779907001867,47,0.249546279492,3.46688419418e-13,0.125002976198
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212130531169000.0,605726.737735,-212130531162000.0,-212130530460000.0,-212130531891000.0,-212130531811000.0,-212130530536000.0,4.0,366904880807.0,0.250018051845,0.00779824473773,28,0.249546279492,3.46688419418e-13,0.12498974865
