smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-ft_capacity,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-406096117.488,3685989.9261,-406096117.488,-403489729.015,-408702505.96,-408441867.112,-403750367.863,2.0,13586521735300.0,0.0,0.0833311939206,327,0.166668822236,0.166693548387,0.00231515867685
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-413955764.276,4011573.78289,-413955764.276,-411119153.251,-416792375.301,-416508714.198,-411402814.353,2.0,16092724215600.0,0.0,0.0833311939206,312,0.166668822236,0.166612903226,0.00231403861944
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-417490968.457,6339756.61852,-417490968.457,-413008083.561,-421973853.353,-421525564.863,-413456372.05,2.0,40192513982100.0,0.0,0.0833311939206,342,0.0833341171768,0.166693548387,0.00115757525535
720.0,-705.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-434864459.334,4045453.73251,-434864459.334,-432003891.566,-437725027.101,-437438970.324,-432289948.343,2.0,16365695901900.0,1.2171516948100001e-13,0.16666559696,260,0.166668822236,0.0833064516129,0.00231408317673
720.0,-498.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-438218715.324,3757326.1449,-438218715.324,-435561884.527,-440875546.12,-440609863.04,-435827567.607,2.0,14117499759100.0,0.0,0.0833311939206,297,0.0833282383511,0.166693548387,0.00115749359393
720.0,-601.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-449485457.614,1424345.81145,-449485457.614,-448478293.032,-450492622.196,-450391905.738,-448579009.49,2.0,2028760990580.0,1.2171516948100001e-13,0.16666559696,275,0.166668822236,0.166693548387,0.00463040651143
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-456538322.79,706518.366669,-456538322.79,-456038738.862,-457037906.718,-456987948.325,-456088697.254,2.0,499168202440.0,1.2171516948100001e-13,0.16666559696,290,0.0833341171768,0.166693548387,0.00231519508941
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462028098.636,283831.929219,-462028098.636,-461827399.154,-462228798.118,-462208728.169,-461847469.102,2.0,80560564044.2,0.0,0.0833311939206,319,0.166668234354,0.166612903226,0.00231403045724
720.0,-498.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-469672678.919,5378587.34897,-469672678.919,-465869443.331,-473475914.507,-473095590.948,-466249766.89,2.0,28929201870500.0,0.0,0.0833311939206,304,0.16666294341,0.166693548387,0.00231507701542
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-474492965.967,13482557.7735,-474492965.967,-464959357.937,-484026573.996,-483073213.193,-465912718.74,2.0,181779364116000.0,0.0,0.0833311939206,334,0.166668822236,0.166693548387,0.00231515867685
720.0,-705.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-500243441.618,11344759.2987,-500243441.618,-492221485.387,-508265397.849,-507463202.226,-493023681.01,2.0,128703563545000.0,1.2171516948100001e-13,0.16666559696,267,0.166668234354,0.0833064516129,0.00231407501438
720.0,-601.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-506178997.663,4718544.79003,-506178997.663,-502842482.645,-509515512.682,-509181861.18,-503176134.147,2.0,22264664935500.0,1.2171516948100001e-13,0.16666559696,282,0.166668822236,0.166693548387,0.00463040651143
720.0,-498.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-523466026.594,6186808.48845,-523466026.594,-519091292.358,-527840760.83,-527403287.406,-519528765.781,2.0,38276599272800.0,0.0,0.0833311939206,311,0.166668822236,0.166693548387,0.00231515867685
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-536174690.866,3559330.23702,-536174690.866,-533657864.319,-538691517.413,-538439834.759,-533909546.974,2.0,12668831736200.0,0.0,0.0833311939206,341,0.0833341171768,0.166693548387,0.00115757525535
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-536753423.73,2164751.71763,-536753423.73,-535222713.111,-538284134.349,-538131063.287,-535375784.173,2.0,4686149998970.0,0.0,0.0833311939206,326,0.166668822236,0.166612903226,0.00231403861944
720.0,-705.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-559211361.306,2386234.85313,-559211361.306,-557524038.46,-560898684.152,-560729951.867,-557692770.744,2.0,5694116774280.0,1.2171516948100001e-13,0.16666559696,274,0.166668822236,0.0833064516129,0.00231408317673
720.0,-601.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-572089987.499,4337869.63533,-572089987.499,-569022650.464,-575157324.535,-574850590.831,-569329384.168,2.0,18817112973200.0,1.2171516948100001e-13,0.16666559696,289,0.0833341171768,0.166693548387,0.00231519508941
720.0,-601.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-576991534.53,2829318.28838,-576991534.53,-574990904.382,-578992164.677,-578792101.663,-575190967.396,2.0,8005041976940.0,0.0,0.0833311939206,296,0.0833282383511,0.166693548387,0.00115749359393
720.0,-601.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-585344852.715,2816499.37043,-585344852.715,-583353286.911,-587336418.519,-587137261.939,-583552443.492,2.0,7932668703630.0,0.0,0.0833311939206,303,0.16666294341,0.166693548387,0.00231507701542
720.0,-498.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-588151375.86,5251610.02643,-588151375.86,-584437926.798,-591864824.921,-591493480.015,-584809271.704,2.0,27579407869700.0,0.0,0.0833311939206,318,0.166668234354,0.166693548387,0.00231515051071
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-594047318.69,14130379.7107,-594047318.69,-584055631.376,-604039006.004,-603039837.273,-585054800.107,2.0,199667630770000.0,0.0,0.0833311939206,333,0.166668822236,0.166612903226,0.00231403861944
720.0,-705.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-625623164.234,3898880.96729,-625623164.234,-622866239.063,-628380089.405,-628104396.888,-623141931.58,2.0,15201272797100.0,1.2171516948100001e-13,0.16666559696,281,0.166668822236,0.0833064516129,0.00231408317673
720.0,-601.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-649822891.378,1868560.33519,-649822891.378,-648501619.694,-651144163.062,-651012035.894,-648633746.863,2.0,3491517726230.0,0.0,0.0833311939206,310,0.166668822236,0.166693548387,0.00231515867685
720.0,-498.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-654148662.091,6160780.64861,-654148662.091,-649792332.317,-658504991.865,-658069358.888,-650227965.294,2.0,37955218200300.0,0.0,0.0833311939206,325,0.166668822236,0.166693548387,0.00231515867685
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-658020143.684,15177017.523,-658020143.684,-647288371.675,-668751915.693,-667678738.492,-648361548.876,2.0,230341860894000.0,0.0,0.0833311939206,340,0.0833341171768,0.166612903226,0.00115701522862
720.0,-705.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-689406138.769,5793008.0124,-689406138.769,-685309863.52,-693502414.018,-693092786.493,-685719491.045,2.0,33558941831700.0,1.2171516948100001e-13,0.16666559696,288,0.0833341171768,0.0833064516129,0.00115703750719
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-694940457.007,1165433.16328,-694940457.007,-694116371.314,-695764542.7,-695682134.13,-694198779.883,2.0,1358234458080.0,0.0,0.0833311939206,295,0.0833282383511,0.0833064516129,0.00057846680335
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-703229504.999,4071508.90077,-703229504.999,-700350513.446,-706108496.553,-705820597.397,-700638412.601,2.0,16577184729000.0,0.0,0.0833311939206,302,0.16666294341,0.0833064516129,0.00115697849876
720.0,-498.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-712582339.933,5372664.35915,-712582339.933,-708783292.532,-716381387.335,-716001482.594,-709163197.272,2.0,28865522316100.0,0.0,0.0833311939206,332,0.166668822236,0.166693548387,0.00231515867685
720.0,-601.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-713491866.933,3416357.83432,-713491866.933,-711076137.141,-715907596.725,-715666023.746,-711317710.121,2.0,11671500852100.0,0.0,0.0833311939206,317,0.166668234354,0.166693548387,0.00231515051071
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-771233946.298,5458474.34481,-771233946.298,-767374222.073,-775093670.522,-774707698.099,-767760194.496,2.0,29794942172900.0,0.0,0.0833311939206,309,0.166668822236,0.0833064516129,0.00115701930972
720.0,-601.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-777929084.357,2306807.50167,-777929084.357,-776297925.129,-779560243.584,-779397127.661,-776461041.052,2.0,5321360849750.0,0.0,0.0833311939206,324,0.166668822236,0.166693548387,0.00231515867685
720.0,-498.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-778666924.467,630165.970001,-778666924.467,-778221329.836,-779112519.097,-779067959.634,-778265889.299,2.0,397109149747.0,0.0,0.0833311939206,339,0.0833341171768,0.166693548387,0.00115757525535
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-829888225.13,6420916.5734,-829888225.13,-825347951.48,-834428498.781,-833974471.416,-825801978.845,2.0,41228169642500.0,0.0,0.0833311939206,316,0.166668234354,0.0833064516129,0.00115701522862
720.0,-601.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-834359303.4,17379867.1351,-834359303.4,-822069881.493,-846648725.308,-845419783.117,-823298823.684,2.0,302059781632000.0,0.0,0.0833311939206,331,0.166668822236,0.166693548387,0.00231515867685
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-897054384.812,9484180.29115,-897054384.812,-890348056.614,-903760713.01,-903090080.19,-891018689.434,2.0,89949675795000.0,0.0,0.0833311939206,323,0.166668822236,0.0833064516129,0.00115701930972
720.0,-601.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-902429182.115,2300665.9086,-902429182.115,-900802365.65,-904055998.58,-903893316.934,-900965047.296,2.0,5293063622970.0,0.0,0.0833311939206,338,0.0833341171768,0.166693548387,0.00115757525535
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-962900195.117,1770296.41074,-962900195.117,-961648406.521,-964151983.714,-964026804.854,-961773585.38,2.0,3133949381870.0,0.0,0.0833311939206,330,0.166668822236,0.0833064516129,0.00115701930972
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1016181040.21,954384.147875,-1016181040.21,-1015506188.71,-1016855891.71,-1016788406.56,-1015573673.86,2.0,910849101715.0,0.0,0.0833311939206,337,0.0833341171768,0.0833064516129,0.000578507614311
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1160230853.73,0.0,-1160230853.73,-1160230853.73,-1160230853.73,-1160230853.73,-1160230853.73,2.0,0.0,1.2171516948100001e-13,0.0833344030397,1,0.0833282383511,0.0833064516129,0.000578489080348
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1712037359.78,3544841.42611,-1712037359.78,-1709530778.37,-1714543941.19,-1714293283.05,-1709781436.51,2.0,12565900736300.0,1.2171516948100001e-13,0.16666559696,151,0.0833282383511,0.166612903226,0.0023139117674
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-2219982745.7,2582229.04256,-2219982745.7,-2218156834.03,-2221808657.37,-2221626066.2,-2218339425.2,2.0,6667906828260.0,0.0,0.0833311939206,301,0.0833282383511,0.0833064516129,0.00057846680335
720.0,-498.4,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-54712895546.0,6163.0196657,-54712895546.0,-54712891188.1,-54712899903.9,-54712899468.1,-54712891623.9,2.0,37982811.3998,1.2171516948100001e-13,0.16666559696,101,0.0833282383511,0.166693548387,0.00231503176341
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-55240688472.6,3553287.33196,-55240688472.6,-55238175919.0,-55243201026.2,-55242949770.8,-55238427174.4,2.0,12625850863500.0,1.2171516948100001e-13,0.16666559696,251,0.0833282383511,0.166693548387,0.00231503176341
720.0,-601.8,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-155870310464000.0,2426699.85288,-155870310464000.0,-155870308748000.0,-155870312180000.0,-155870312008000.0,-155870308920000.0,2.0,5888872175960.0,1.2171516948100001e-13,0.0833344030397,44,0.0833341171768,0.166693548387,0.00115761983406
720.0,-291.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-155870858613000.0,3730956.94076,-155870858613000.0,-155870855975000.0,-155870861251000.0,-155870860987000.0,-155870856239000.0,2.0,13920039693800.0,1.2171516948100001e-13,0.16666559696,194,0.0833341171768,0.166693548387,0.00231519508941
720.0,-395.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-155923859667000.0,4299355.18087,-155923859667000.0,-155923856627000.0,-155923862707000.0,-155923862403000.0,-155923856931000.0,2.0,18484454971300.0,1.2171516948100001e-13,0.16666559696,144,0.0833341171768,0.166612903226,0.00231407501438
720.0,-85.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-155924381194000.0,14170823.5867,-155924381194000.0,-155924371174000.0,-155924391214000.0,-155924390212000.0,-155924372176000.0,2.0,200812241124000.0,0.0,0.16666559696,294,0.0833341171768,0.0833064516129,0.00115703750719
720.0,-498.4,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-155983754137000.0,544788.740187,-155983754137000.0,-155983753751000.0,-155983754522000.0,-155983754483000.0,-155983753790000.0,2.0,296794771434.0,1.2171516948100001e-13,0.166668806079,94,0.0833341171768,0.166693548387,0.00231523966812
720.0,-188.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-155984291586000.0,3053971.0081,-155984291586000.0,-155984289427000.0,-155984293746000.0,-155984293530000.0,-155984289643000.0,2.0,9326738918320.0,1.2171516948100001e-13,0.166668806079,244,0.0833341171768,0.166693548387,0.00231523966812
720.0,-601.8,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-159735201895000.0,396165.346703,-159735201895000.0,-159735201615000.0,-159735202175000.0,-159735202147000.0,-159735201643000.0,2.0,156946981929.0,1.2171516948100001e-13,0.0833344030397,37,0.166668822236,0.166693548387,0.00231524783458
720.0,-291.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-159735743946000.0,3931098.58752,-159735743946000.0,-159735741166000.0,-159735746725000.0,-159735746447000.0,-159735741444000.0,2.0,15453536104800.0,1.2171516948100001e-13,0.16666559696,187,0.166668822236,0.166693548387,0.00463040651143
720.0,-395.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-159788748712000.0,4935744.87579,-159788748712000.0,-159788745222000.0,-159788752202000.0,-159788751853000.0,-159788745571000.0,2.0,24361577478800.0,1.2171516948100001e-13,0.16666559696,137,0.166668822236,0.166612903226,0.00462816635347
720.0,-85.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-159789268505000.0,5157951.96643,-159789268505000.0,-159789264858000.0,-159789272153000.0,-159789271788000.0,-159789265223000.0,2.0,26604468488000.0,0.0,0.16666559696,287,0.166668822236,0.0833064516129,0.00231408317673
720.0,-498.4,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-159848644810000.0,3126526.6162,-159848644810000.0,-159848642600000.0,-159848647021000.0,-159848646800000.0,-159848642821000.0,2.0,9775168681800.0,1.2171516948100001e-13,0.166668806079,87,0.166668822236,0.166693548387,0.00463049566916
720.0,-188.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-159849185141000.0,1394592.63083,-159849185141000.0,-159849184155000.0,-159849186127000.0,-159849186028000.0,-159849184253000.0,2.0,1944888605950.0,1.2171516948100001e-13,0.166668806079,237,0.166668822236,0.166693548387,0.00463049566916
720.0,-601.8,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-163600117164000.0,1211985.90641,-163600117164000.0,-163600116307000.0,-163600118021000.0,-163600117935000.0,-163600116392000.0,2.0,1468909837340.0,1.2171516948100001e-13,0.0833344030397,30,0.166668822236,0.166693548387,0.00231524783458
720.0,-291.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-163600661801000.0,7072305.95584,-163600661801000.0,-163600656800000.0,-163600666802000.0,-163600666302000.0,-163600657301000.0,2.0,50017511533000.0,1.2171516948100001e-13,0.16666559696,180,0.166668822236,0.166693548387,0.00463040651143
720.0,-395.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-163653668033000.0,2707142.22509,-163653668033000.0,-163653666119000.0,-163653669947000.0,-163653669756000.0,-163653666310000.0,2.0,7328619026880.0,1.2171516948100001e-13,0.16666559696,130,0.166668822236,0.166612903226,0.00462816635347
720.0,-85.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-163654194657000.0,686960.226233,-163654194657000.0,-163654194171000.0,-163654195143000.0,-163654195094000.0,-163654194220000.0,2.0,471914352426.0,0.0,0.16666559696,280,0.166668822236,0.0833064516129,0.00231408317673
720.0,-498.4,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-163713560108000.0,163847.468774,-163713560108000.0,-163713559992000.0,-163713560224000.0,-163713560212000.0,-163713560003000.0,2.0,26845993023.5,1.2171516948100001e-13,0.166668806079,80,0.166668822236,0.166693548387,0.00463049566916
720.0,-188.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-163714095322000.0,715811.906478,-163714095322000.0,-163714094816000.0,-163714095828000.0,-163714095778000.0,-163714094867000.0,2.0,512386685456.0,1.2171516948100001e-13,0.166668806079,230,0.166668822236,0.166693548387,0.00463049566916
720.0,-601.8,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-167465007478000.0,384591.33452,-167465007478000.0,-167465007206000.0,-167465007750000.0,-167465007723000.0,-167465007233000.0,2.0,147910494588.0,1.2171516948100001e-13,0.0833344030397,23,0.166668234354,0.166693548387,0.00231523966812
720.0,-291.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-167465557293000.0,4782493.42423,-167465557293000.0,-167465553911000.0,-167465560675000.0,-167465560337000.0,-167465554249000.0,2.0,22872243352800.0,1.2171516948100001e-13,0.16666559696,173,0.166668234354,0.166693548387,0.00463039017883
720.0,-395.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-167518558058000.0,260953.912704,-167518558058000.0,-167518557874000.0,-167518558243000.0,-167518558224000.0,-167518557892000.0,2.0,68096944555.4,1.2171516948100001e-13,0.16666559696,123,0.166668234354,0.166612903226,0.00462815002877
720.0,-85.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-167519076524000.0,7196674.06203,-167519076524000.0,-167519071435000.0,-167519081613000.0,-167519081104000.0,-167519071944000.0,2.0,51792117555100.0,0.0,0.16666559696,273,0.166668234354,0.0833064516129,0.00231407501438
720.0,-498.4,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-167578453219000.0,1140601.51021,-167578453219000.0,-167578452412000.0,-167578454026000.0,-167578453945000.0,-167578452493000.0,2.0,1300971805090.0,1.2171516948100001e-13,0.166668806079,73,0.166668234354,0.166693548387,0.00463047933624
720.0,-188.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-167578984054000.0,3243586.8401,-167578984054000.0,-167578981760000.0,-167578986348000.0,-167578986118000.0,-167578981990000.0,2.0,10520855589300.0,1.2171516948100001e-13,0.166668806079,223,0.166668234354,0.166693548387,0.00463047933624
720.0,-601.8,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-171329899368000.0,62377.9108383,-171329899368000.0,-171329899324000.0,-171329899412000.0,-171329899408000.0,-171329899328000.0,2.0,3891003760.55,1.2171516948100001e-13,0.0833344030397,16,0.166668822236,0.166693548387,0.00231524783458
720.0,-291.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-171330450967000.0,3554540.40588,-171330450967000.0,-171330448454000.0,-171330453480000.0,-171330453229000.0,-171330448705000.0,2.0,12634757497000.0,1.2171516948100001e-13,0.16666559696,166,0.166668822236,0.166693548387,0.00463040651143
720.0,-395.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-171383446515000.0,3178055.47608,-171383446515000.0,-171383444268000.0,-171383448762000.0,-171383448537000.0,-171383444492000.0,2.0,10100036609100.0,1.2171516948100001e-13,0.16666559696,116,0.166668822236,0.166612903226,0.00462816635347
720.0,-85.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-171383970296000.0,237695.358709,-171383970296000.0,-171383970128000.0,-171383970464000.0,-171383970447000.0,-171383970144000.0,2.0,56499083552.0,0.0,0.16666559696,266,0.166668822236,0.0833064516129,0.00231408317673
720.0,-498.4,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-171443344610000.0,2033258.74554,-171443344610000.0,-171443343172000.0,-171443346048000.0,-171443345904000.0,-171443343316000.0,2.0,4134141126300.0,1.2171516948100001e-13,0.166668806079,66,0.166668822236,0.166693548387,0.00463049566916
720.0,-188.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-171443877296000.0,4978429.22195,-171443877296000.0,-171443873776000.0,-171443880817000.0,-171443880464000.0,-171443874128000.0,2.0,24784757518000.0,1.2171516948100001e-13,0.166668806079,216,0.166668822236,0.166693548387,0.00463049566916
720.0,-601.8,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-175194813996000.0,152158.507545,-175194813996000.0,-175194813889000.0,-175194814104000.0,-175194814093000.0,-175194813900000.0,2.0,23152211418.2,1.2171516948100001e-13,0.0833344030397,9,0.16666294341,0.166693548387,0.00231516617
