smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity
720.0,-705.1,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,66087550.5647,365232.298424,66087550.5647,66345808.7996,65829292.3298,65855118.1533,66319982.9761,2.0,133394631812.0,0.000729095007439,7.29656219147e-15,257,0.142857142857,0.0714516129032,0.0714282693518
720.0,-705.1,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,41565058.1132,574856.514926,41565058.1132,41971543.0531,41158573.1733,41199221.6673,41930894.5591,2.0,330460012753.0,0.00145819361219,7.29656219147e-15,73,0.142857142857,0.0714516129032,0.142856891126
720.0,-528.0,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,24348505.038,318715.820081,24348505.038,24573871.1557,24123138.9204,24145675.5321,24551334.5439,2.0,101579773970.0,0.00145736710855,7.29656219147e-15,323,0.142857142857,0.142822580645,0.0714282693518
720.0,-350.8,-4364.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-17080233.8417,4857293.0573,-17080233.8417,-13645608.9826,-20514858.7007,-20171396.2148,-13989071.4685,2.0,23593295844500.0,0.00145819001488,7.29656219147e-15,389,0.142857142857,0.142903225806,0.0714282693518
720.0,-173.7,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-50314472.0081,9159007.03528,-50314472.0081,-43838076.0245,-56790867.9917,-56143228.3933,-44485715.6229,2.0,83887409872300.0,0.000728683554274,0.0,455,0.0714285714286,0.142822580645,0.0714282693518
720.0,-528.0,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-56241522.8148,3503131.34152,-56241522.8148,-53764434.8879,-58718610.7418,-58470901.9491,-54012143.6806,2.0,12271929196000.0,0.00291474140766,7.29656219147e-15,139,0.142857142857,0.142822580645,0.142856891126
720.0,-616.5,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-80699636.9262,2000779.75124,-80699636.9262,-79284871.9964,-82114401.856,-81972925.363,-79426348.4894,2.0,4003119612990.0,0.00145736710855,7.29656219147e-15,322,0.142857142857,0.142822580645,0.0714282693518
720.0,-616.5,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-119127967.4,568918.150744,-119127967.4,-118725681.518,-119530253.283,-119490024.694,-118765910.106,2.0,323667862246.0,0.00291474140766,7.29656219147e-15,138,0.142857142857,0.142822580645,0.142856891126
720.0,-439.4,-4364.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-132706979.145,3884474.57857,-132706979.145,-129960240.829,-135453717.461,-135179043.629,-130234914.661,2.0,15089142751600.0,0.00145819001488,7.29656219147e-15,388,0.142857142857,0.142903225806,0.0714282693518
720.0,-262.2,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-159135852.184,9428281.63533,-159135852.184,-152469050.304,-165802654.063,-165135973.875,-153135730.492,2.0,88892494595000.0,0.000728683554274,0.0,454,0.0714285714286,0.142822580645,0.0714282693518
720.0,-705.1,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-187788798.178,4119230.92043,-187788798.178,-184876062.061,-190701534.295,-190410260.683,-185167335.673,2.0,16968063375800.0,0.000729095007439,7.29656219147e-15,321,0.142857142857,0.0714516129032,0.0714282693518
720.0,-705.1,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-191417108.645,2229818.53875,-191417108.645,-189840388.835,-192993828.454,-192836156.473,-189998060.816,2.0,4972090715770.0,0.00145819361219,7.29656219147e-15,137,0.142857142857,0.0714516129032,0.142856891126
720.0,-439.4,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-209674895.563,1300781.12911,-209674895.563,-208755104.406,-210594686.72,-210502707.604,-208847083.521,2.0,1692031545850.0,0.00291638722438,7.29656219147e-15,204,0.142857142857,0.142903225806,0.142856891126
720.0,-528.0,-4364.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233877127.751,5531377.30668,-233877127.751,-229965853.348,-237788402.153,-237397274.713,-230356980.788,2.0,30596134908800.0,0.00145736710855,7.29656219147e-15,387,0.142857142857,0.142822580645,0.0714282693518
720.0,-350.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-265005342.731,733668.714767,-265005342.731,-264486560.608,-265524124.855,-265472246.642,-264538438.82,2.0,538269783027.0,0.000729095007439,0.0,453,0.0714285714286,0.142903225806,0.0714282693518
720.0,-528.0,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-282883611.909,2157393.08878,-282883611.909,-281358104.626,-284409119.192,-284256568.463,-281510655.354,2.0,4654344939500.0,0.00291474140766,7.29656219147e-15,203,0.142857142857,0.142822580645,0.142856891126
720.0,-616.5,-4364.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-333631249.962,1442242.17356,-333631249.962,-332611430.741,-334651069.183,-334549087.261,-332713412.663,2.0,2080062487180.0,0.00145736710855,7.29656219147e-15,386,0.142857142857,0.142822580645,0.0714282693518
720.0,-616.5,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-359120269.377,2626517.82966,-359120269.377,-357263040.808,-360977497.945,-360791775.088,-357448763.665,2.0,6898595909550.0,0.00291474140766,7.29656219147e-15,202,0.142857142857,0.142822580645,0.142856891126
720.0,-350.8,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-366777276.876,3729061.35233,-366777276.876,-364140432.307,-369414121.446,-369150436.989,-364404116.763,2.0,13905898569500.0,0.00291638722438,7.29656219147e-15,269,0.142857142857,0.142903225806,0.142856891126
720.0,-439.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-384056378.718,9346019.6386,-384056378.718,-377447744.855,-390665012.582,-390004149.196,-378108608.241,2.0,87348083085000.0,0.000729095007439,0.0,452,0.0714285714286,0.142903225806,0.0714282693518
720.0,-439.4,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-438918405.297,773053.236327,-438918405.297,-438371774.112,-439465036.483,-439410373.364,-438426437.23,2.0,597611306195.0,0.00291638722438,7.29656219147e-15,268,0.142857142857,0.142903225806,0.142856891126
720.0,-705.1,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-442954085.54,2051750.44308,-442954085.54,-441503278.889,-444404892.192,-444259811.527,-441648359.554,2.0,4209679880690.0,0.00145819361219,7.29656219147e-15,201,0.142857142857,0.0714516129032,0.142856891126
720.0,-705.1,-4364.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-443107357.943,8107388.37057,-443107357.943,-437374568.649,-448840147.238,-448266868.308,-437947847.578,2.0,65729746191200.0,0.000729095007439,7.29656219147e-15,385,0.142857142857,0.0714516129032,0.0714282693518
720.0,-528.0,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-486516508.318,8037795.91627,-486516508.318,-480832928.32,-492200088.316,-491631730.316,-481401286.32,2.0,64606163191600.0,0.000728683554274,0.0,451,0.0714285714286,0.142822580645,0.0714282693518
720.0,-262.2,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-517167008.015,5973517.12348,-517167008.015,-512943093.549,-521390922.48,-520968531.034,-513365484.996,2.0,35682906824500.0,0.00291474140766,7.29656219147e-15,334,0.142857142857,0.142822580645,0.142856891126
720.0,-528.0,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-524135059.86,4015046.44493,-524135059.86,-521295993.292,-526974126.428,-526690219.772,-521579899.949,2.0,16120597954900.0,0.00291474140766,7.29656219147e-15,267,0.142857142857,0.142822580645,0.142856891126
720.0,-616.5,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-592817876.967,273583.464859,-592817876.967,-592624424.244,-593011329.691,-592991984.418,-592643769.517,2.0,74847912244.1,0.000728683554274,0.0,450,0.0714285714286,0.142822580645,0.0714282693518
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4053574.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-599217367.238,1294794.26611,-599217367.238,-598301809.432,-600132925.044,-600041369.263,-598393365.213,2.0,1676492191560.0,0.000729098604751,7.29656219147e-15,17,0.0714285714286,0.0714516129032,0.142857243549
720.0,-350.8,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-599462619.309,2459908.54235,-599462619.309,-597723201.298,-601202037.321,-601028095.52,-597897143.099,2.0,6051150036740.0,0.00291638722438,7.29656219147e-15,333,0.142857142857,0.142903225806,0.142856891126
720.0,-616.5,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-607033749.748,2130440.04003,-607033749.748,-605527301.149,-608540198.347,-608389553.488,-605677946.009,2.0,4538774764170.0,0.00291474140766,7.29656219147e-15,266,0.142857142857,0.142822580645,0.142856891126
720.0,-173.7,-4364.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-664492691.25,5959095.58303,-664492691.25,-660278974.354,-668706408.147,-668285036.457,-660700346.043,2.0,35510820167700.0,0.00291474140766,7.29656219147e-15,399,0.142857142857,0.142822580645,0.142856891126
720.0,-439.4,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-688337302.187,165100.107982,-688337302.187,-688220558.781,-688454045.593,-688442371.252,-688232233.122,2.0,27258045655.8,0.00291638722438,7.29656219147e-15,332,0.142857142857,0.142903225806,0.142856891126
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-688621833.43,7866255.63598,-688621833.43,-683059550.728,-694184116.133,-693627887.863,-683615778.998,2.0,61877977730600.0,0.000364547503719,0.0,449,0.0714285714286,0.0714516129032,0.0714282693518
720.0,-705.1,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701030949.715,2354543.89071,-701030949.715,-699366035.763,-702695863.667,-702529372.272,-699532527.159,2.0,5543876933280.0,0.00145819361219,7.29656219147e-15,265,0.142857142857,0.0714516129032,0.142856891126
720.0,-262.2,-4364.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-754873254.38,8321311.49051,-754873254.38,-748989198.597,-760757310.164,-760168904.585,-749577604.175,2.0,69244224922100.0,0.00291474140766,7.29656219147e-15,398,0.142857142857,0.142822580645,0.142856891126
720.0,-616.5,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4053574.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-758388978.52,1198484.33979,-758388978.52,-757541522.117,-759236434.924,-759151689.284,-757626267.757,2.0,1436364712730.0,0.00291474859823,7.29656219147e-15,82,0.142857142857,0.142822580645,0.142857243549
720.0,-528.0,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-785686204.803,4439878.21645,-785686204.803,-782546736.808,-788825672.797,-788511725.998,-782860683.608,2.0,19712518576900.0,0.00291474140766,7.29656219147e-15,331,0.142857142857,0.142822580645,0.142856891126
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-815524339.357,3534802.92791,-815524339.357,-813024856.236,-818023822.477,-817773874.165,-813274804.548,2.0,12494831739200.0,0.000729096806095,0.0,464,0.0714285714286,0.0714516129032,0.142856891126
720.0,-705.1,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4053574.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-828273901.173,2676759.65941,-828273901.173,-826381146.266,-830166656.079,-829977380.589,-826570421.756,2.0,7165042274250.0,0.0014581972095,7.29656219147e-15,81,0.142857142857,0.0714516129032,0.142857243549
720.0,-350.8,-4364.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-857467249.509,4519587.40004,-857467249.509,-854271418.61,-860663080.407,-860343497.318,-854591001.7,2.0,20426670266600.0,0.00291638722438,7.29656219147e-15,397,0.142857142857,0.142903225806,0.142856891126
720.0,-616.5,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-873661678.125,6598907.13974,-873661678.125,-868995546.138,-878327810.112,-877861196.914,-869462159.337,2.0,43545575439000.0,0.00291474140766,7.29656219147e-15,330,0.142857142857,0.142822580645,0.142856891126
720.0,-173.7,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-916088902.831,8731357.05,-916088902.831,-909914901.052,-922262904.61,-921645504.432,-910532301.23,2.0,76236595934600.0,0.00145737070383,0.0,463,0.0714285714286,0.142822580645,0.142856891126
720.0,-528.0,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4053574.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-922115215.606,1539345.33758,-922115215.606,-921026734.079,-923203697.133,-923094848.98,-921135582.232,2.0,2369584068340.0,0.00291474859823,7.29656219147e-15,147,0.142857142857,0.142822580645,0.142857243549
720.0,-439.4,-4364.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-948975579.35,78515.8266365,-948975579.35,-948920060.276,-949031098.423,-949025546.516,-948925612.183,2.0,6164735032.41,0.00291638722438,7.29656219147e-15,396,0.142857142857,0.142903225806,0.142856891126
720.0,-705.1,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-970828903.106,5819275.01758,-970828903.106,-966714054.279,-974943751.932,-974532267.05,-967125539.162,2.0,33863961730200.0,0.00145819361219,7.29656219147e-15,329,0.142857142857,0.0714516129032,0.142856891126
720.0,-616.5,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4053574.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-988310746.933,156727.583021,-988310746.933,-988199923.797,-988421570.07,-988410487.756,-988211006.11,2.0,24563535279.7,0.00291474859823,7.29656219147e-15,146,0.142857142857,0.142822580645,0.142857243549
720.0,-262.2,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1012920837.55,6035195.49186,-1012920837.55,-1008653309.89,-1017188365.2,-1016761612.44,-1009080062.65,2.0,36423584625000.0,0.00145737070383,0.0,462,0.0714285714286,0.142822580645,0.142856891126
720.0,-528.0,-4364.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1053331824.23,6568100.44853,-1053331824.23,-1048687475.87,-1057976172.6,-1057511737.76,-1049151910.7,2.0,43139943502000.0,0.00291474140766,7.29656219147e-15,395,0.142857142857,0.142822580645,0.142856891126
720.0,-705.1,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4053574.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1066160876.7,1703120.53486,-1066160876.7,-1064956588.62,-1067365164.78,-1067244735.98,-1065077017.43,2.0,2900619556280.0,0.0014581972095,7.29656219147e-15,145,0.142857142857,0.0714516129032,0.142857243549
720.0,-439.4,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4053574.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1078406612.16,3526553.6116,-1078406612.16,-1075912962.19,-1080900262.13,-1080650897.13,-1076162327.18,2.0,12436580375500.0,0.002916394419,7.29656219147e-15,212,0.142857142857,0.142903225806,0.142857243549
720.0,-350.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1127700592.69,11746190.6681,-1127700592.69,-1119394781.61,-1136006403.76,-1135175822.65,-1120225362.72,2.0,137972995210000.0,0.00145819361219,0.0,461,0.0714285714286,0.142903225806,0.142856891126
720.0,-616.5,-4364.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1152325462.34,9564178.87334,-1152325462.34,-1145562566.6,-1159088358.07,-1158412068.5,-1146238856.17,2.0,91473517521300.0,0.00291474140766,7.29656219147e-15,394,0.142857142857,0.142822580645,0.142856891126
720.0,-528.0,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4053574.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1152824833.96,1767629.95741,-1152824833.96,-1151574930.83,-1154074737.09,-1153949746.78,-1151699921.14,2.0,3124515666320.0,0.00291474859823,7.29656219147e-15,211,0.142857142857,0.142822580645,0.142857243549
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1160230853.73,0.0,-1160230853.73,-1160230853.73,-1160230853.73,-1160230853.73,-1160230853.73,2.0,0.0,0.000364547503719,7.29656219147e-15,1,0.0714285714286,0.0714516129032,0.0714282693518
720.0,-439.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1232265316.89,1814853.81873,-1232265316.89,-1230982021.44,-1233548612.33,-1233420282.78,-1231110350.99,2.0,3293694383370.0,0.00145819361219,0.0,460,0.0714285714286,0.142903225806,0.142856891126
720.0,-350.8,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4053574.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1236056509.1,8489083.47372,-1236056509.1,-1230053820.61,-1242059197.59,-1241458928.75,-1230654089.46,2.0,72064538223800.0,0.002916394419,7.29656219147e-15,277,0.142857142857,0.142903225806,0.142857243549
720.0,-616.5,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4053574.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1238505251.21,2718431.23918,-1238505251.21,-1236583030.05,-1240427472.38,-1240235250.26,-1236775252.17,2.0,7389868402160.0,0.00291474859823,7.29656219147e-15,210,0.142857142857,0.142822580645,0.142857243549
720.0,-705.1,-4364.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2026787.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1256001698.54,9314495.95497,-1256001698.54,-1249415355.28,-1262588041.79,-1261929407.47,-1250073989.61,2.0,86759834895200.0,0.00145819361219,7.29656219147e-15,393,0.142857142857,0.0714516129032,0.142856891126
