smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity
720.0,-333.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,117402354.048,24079883.1121,117402354.048,134429402.687,100375305.409,102078010.273,132726697.823,2.0,579840770694000.0,0.00399992192228,3.47754823353e-14,0.0999986898723,112,0.2,0.199998716352
720.0,-457.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,112512103.823,28841118.2426,112512103.823,132905854.109,92118353.5365,94157728.5652,130866479.081,2.0,831810101483000.0,0.00799991103016,3.47754823353e-14,0.199999059395,81,0.2,0.199998716352
720.0,-705.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,95855813.9222,7815483.04959,95855813.9222,101382194.985,90329432.8596,90882070.9659,100829556.879,2.0,61081775298400.0,0.00199996096114,3.47754823353e-14,0.0999986898723,73,0.1,0.199998716352
720.0,-705.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,66280846.46,2013058.13342,66280846.46,67704293.5171,64857399.403,64999744.1087,67561948.8114,2.0,4052403048520.0,0.0040000532905,3.47754823353e-14,0.200000739046,49,0.1,0.200001925471
720.0,-581.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,48981665.8358,8293300.69524,48981665.8358,54845914.9958,43117416.6758,43703841.5918,54259490.0798,2.0,68778836421600.0,0.00799991103016,3.47754823353e-14,0.199999059395,80,0.2,0.199998716352
720.0,-457.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-16237263.4396,1508391.68082,-16237263.4396,-15170669.4534,-17303857.4258,-17197198.0272,-15277328.852,2.0,2275245462760.0,0.00399992192228,3.47754823353e-14,0.0999986898723,111,0.2,0.199998716352
720.0,-705.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-68355366.5917,12098703.9735,-68355366.5917,-59800290.9685,-76910442.215,-76054934.6527,-60655798.5308,2.0,146378637839000.0,0.00399995551508,3.47754823353e-14,0.199999059395,79,0.1,0.199998716352
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-85210351.6285,2488310.26242,-85210351.6285,-83450850.5683,-86969852.6888,-86793902.5828,-83626800.6743,2.0,6191687962060.0,0.00200005705686,3.47754823353e-14,0.200000571081,25,0.1,0.100002567295
720.0,-581.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-100986122.613,5184628.10398,-100986122.613,-97320036.9229,-104652208.303,-104285599.734,-97686645.4919,2.0,26880368576500.0,0.008000106581,3.47754823353e-14,0.200000739046,56,0.2,0.200001925471
720.0,-457.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-125582818.743,25496219.9927,-125582818.743,-107554268.692,-143611368.795,-141808513.79,-109357123.697,2.0,650057233914000.0,0.00799997821576,3.47754823353e-14,0.200000739046,87,0.2,0.199998716352
720.0,-333.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-126368284.148,2155423.87115,-126368284.148,-124844169.313,-127892398.984,-127739987.5,-124996580.796,2.0,4645852064330.0,0.00799991103016,3.47754823353e-14,0.199999059395,118,0.2,0.199998716352
720.0,-581.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-172032427.367,17990337.1777,-172032427.367,-159311337.953,-184753516.781,-183481407.84,-160583446.894,2.0,323652231766000.0,0.00399992192228,3.47754823353e-14,0.0999986898723,110,0.2,0.199998716352
720.0,-705.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-195025406.859,6785425.46831,-195025406.859,-190227386.497,-199823427.221,-199343625.185,-190707188.533,2.0,46041998786000.0,0.0040000532905,3.47754823353e-14,0.200000739046,55,0.1,0.200001925471
720.0,-581.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-212029732.31,11693293.3766,-212029732.31,-203761325.269,-220298139.351,-219471298.647,-204588165.973,2.0,136733109991000.0,0.00799997821576,3.47754823353e-14,0.200000739046,86,0.2,0.199998716352
720.0,-457.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-238488961.77,38344646.8287,-238488961.77,-211375201.975,-265602721.565,-262891345.585,-214086577.955,2.0,1470311940420000.0,0.00799991103016,3.47754823353e-14,0.199999059395,117,0.2,0.199998716352
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-281753369.281,27276789.1205,-281753369.281,-262465766.724,-301040971.837,-299112211.581,-264394526.98,2.0,744023224727000.0,0.00399992192228,3.47754823353e-14,0.0999986898723,148,0.2,0.199998716352
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-308931430.724,3995091.85664,-308931430.724,-306106474.181,-311756387.267,-311473891.613,-306388969.835,2.0,15960758943000.0,0.00199996096114,3.47754823353e-14,0.0999986898723,109,0.1,0.199998716352
720.0,-705.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-322683649.347,11450859.535,-322683649.347,-314586668.92,-330780629.775,-329970931.732,-315396366.962,2.0,131122184091000.0,0.00399998910788,3.47754823353e-14,0.200000739046,85,0.1,0.199998716352
720.0,-581.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-333641073.415,8365453.06473,-333641073.415,-327725804.826,-339556342.005,-338964815.146,-328317331.685,2.0,69980804978300.0,0.00799991103016,3.47754823353e-14,0.199999059395,116,0.2,0.199998716352
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-336308733.633,4173743.87088,-336308733.633,-333357451.038,-339260016.227,-338964887.967,-333652579.298,2.0,17420137899700.0,0.00100002768859,3.47754823353e-14,0.100000201558,31,0.1,0.100002567295
720.0,-581.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-355323714.909,7719419.75589,-355323714.909,-349865260.853,-360782168.965,-360236323.56,-350411106.259,2.0,59589441367700.0,0.00800009986233,3.47754823353e-14,0.200000571081,62,0.2,0.200001925471
720.0,-457.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-377438988.71,14827497.7883,-377438988.71,-366954364.476,-387923612.944,-386875150.52,-368002826.899,2.0,219854690661000.0,0.00799997821576,3.47754823353e-14,0.200000739046,93,0.2,0.199998716352
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-383245797.877,9064124.28128,-383245797.877,-376836494.132,-389655101.621,-389014171.247,-377477424.506,2.0,82158348986500.0,0.00799991103016,3.47754823353e-14,0.199999059395,155,0.2,0.199998716352
720.0,-333.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-383694200.297,17315439.8346,-383694200.297,-371450335.37,-395938065.223,-394713678.73,-372674721.863,2.0,299824456664000.0,0.00799997821576,3.47754823353e-14,0.200000739046,124,0.2,0.199998716352
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-425052847.284,28692979.6752,-425052847.284,-404763846.783,-445341847.785,-443312947.735,-406792746.833,2.0,823287082641000.0,0.00399992192228,3.47754823353e-14,0.0999986898723,147,0.2,0.199998716352
720.0,-705.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-449230963.038,8383493.65251,-449230963.038,-443302937.826,-455158988.249,-454566185.728,-443895740.347,2.0,70282965821700.0,0.00400004993116,3.47754823353e-14,0.200000571081,61,0.1,0.200001925471
720.0,-581.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-452689287.6,5951146.43872,-452689287.6,-448481191.598,-456897383.603,-456476574.003,-448902001.198,2.0,35416143935100.0,0.00799997821576,3.47754823353e-14,0.200000739046,92,0.2,0.199998716352
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-471857548.034,21293465.2075,-471857548.034,-456800794.39,-486914301.677,-485408626.312,-458306469.755,2.0,453411660541000.0,0.00399995551508,3.47754823353e-14,0.199999059395,115,0.1,0.199998716352
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-492311496.653,21174288.4584,-492311496.653,-477339013.698,-507283979.609,-505786731.313,-478836261.993,2.0,448350491721000.0,0.00799991103016,3.47754823353e-14,0.199999059395,154,0.2,0.199998716352
720.0,-457.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-493722824.81,36593239.2666,-493722824.81,-467847497.179,-519598152.441,-517010619.678,-470435029.942,2.0,1339065160020000.0,0.00799997821576,3.47754823353e-14,0.200000739046,123,0.2,0.199998716352
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-553274116.841,60951219.2175,-553274116.841,-510175096.411,-596373137.271,-592063235.228,-514484998.454,2.0,3715051124100000.0,0.00199996096114,0.0,0.0999986898723,185,0.2,0.0999993581762
720.0,-705.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-584544522.209,2513781.66202,-584544522.209,-582767010.149,-586322034.269,-586144283.063,-582944761.355,2.0,6319098244330.0,0.00399998910788,3.47754823353e-14,0.200000739046,91,0.1,0.199998716352
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-587726192.774,12680995.2725,-587726192.774,-578759375.025,-596693010.524,-595796328.749,-579656056.8,2.0,160807641100000.0,0.00399992192228,3.47754823353e-14,0.0999986898723,146,0.2,0.199998716352
720.0,-581.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-593679888.022,21621004.7577,-593679888.022,-578391528.941,-608968247.102,-607439411.194,-579920364.85,2.0,467467846734000.0,0.00799997821576,3.47754823353e-14,0.200000739046,122,0.2,0.199998716352
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-604317723.984,8649749.8079,-604317723.984,-598201427.239,-610434020.728,-609822391.054,-598813056.913,2.0,74818171739300.0,0.00799991103016,3.47754823353e-14,0.199999059395,153,0.2,0.199998716352
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-609258407.081,3992724.27126,-609258407.081,-606435124.674,-612081689.489,-611799361.248,-606717452.914,2.0,15941847106300.0,0.00199997775754,0.0,0.199999059395,192,0.1,0.0999993581762
720.0,-457.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-609741987.288,2579463.31656,-609741987.288,-607918031.285,-611565943.291,-611383547.69,-608100426.885,2.0,6653631001480.0,0.0079999714972,3.47754823353e-14,0.200000571081,99,0.2,0.199998716352
720.0,-581.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-614141999.084,2196388.91049,-614141999.084,-612588917.591,-615695080.577,-615539772.428,-612744225.741,2.0,4824124246120.0,0.00400004657183,3.47754823353e-14,0.100000201558,68,0.2,0.200001925471
720.0,-333.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-615890278.236,1465698.29307,-615890278.236,-614853873.034,-616926683.438,-616823042.918,-614957513.554,2.0,2148271486310.0,0.00799997821576,3.47754823353e-14,0.200000739046,130,0.2,0.199998716352
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-632343253.122,18956136.0181,-632343253.122,-618939240.799,-645747265.446,-644406864.213,-620279642.031,2.0,359335092736000.0,0.00799997821576,3.47754823353e-14,0.200000739046,161,0.2,0.199998716352
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-688221970.627,31247473.8368,-688221970.627,-666126669.982,-710317271.272,-708107741.207,-668336200.046,2.0,976404621180000.0,0.00199996096114,0.0,0.0999986898723,184,0.2,0.0999993581762
720.0,-705.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-706914040.802,14553857.8846,-706914040.802,-696622909.2,-717205172.405,-716176059.245,-697652022.36,2.0,211814779326000.0,0.00200002328592,3.47754823353e-14,0.100000201558,67,0.1,0.200001925471
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-708068674.023,11848679.0773,-708068674.023,-699690392.699,-716446955.347,-715609127.214,-700528220.832,2.0,140391195877000.0,0.00199996096114,3.47754823353e-14,0.0999986898723,145,0.1,0.199998716352
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-717095559.396,19762917.198,-717095559.396,-703121066.629,-731070052.163,-729672602.886,-704518515.906,2.0,390572896174000.0,0.00399998910788,3.47754823353e-14,0.200000739046,121,0.1,0.199998716352
720.0,-581.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-728082330.328,21272064.7169,-728082330.328,-713040709.117,-743123951.539,-741619789.418,-714544871.238,2.0,452500737320000.0,0.0079999714972,3.47754823353e-14,0.200000571081,98,0.2,0.199998716352
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-736767385.146,8258021.33628,-736767385.146,-730928082.26,-742606688.032,-742022757.743,-731512012.548,2.0,68194916390500.0,0.00799991103016,3.47754823353e-14,0.199999059395,152,0.2,0.199998716352
720.0,-457.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-738915641.086,5508758.67934,-738915641.086,-735020360.468,-742810921.704,-742421393.643,-735409888.53,2.0,30346422187300.0,0.00799997821576,3.47754823353e-14,0.200000739046,129,0.2,0.199998716352
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-749480483.767,38911802.4211,-749480483.767,-721965684.407,-776995283.127,-774243803.191,-724717164.343,2.0,1514128367660000.0,0.00799997821576,3.47754823353e-14,0.200000739046,160,0.2,0.199998716352
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-756574856.515,48009863.5627,-756574856.515,-722626756.426,-790522956.604,-787128146.595,-726021566.434,2.0,2304946999310000.0,0.00399995551508,0.0,0.199999059395,191,0.2,0.0999993581762
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-808369178.08,7701902.54535,-808369178.08,-802923110.563,-813815245.598,-813270638.847,-803467717.314,2.0,59319302818000.0,0.00199996096114,0.0,0.0999986898723,183,0.2,0.0999993581762
720.0,-705.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-822356205.897,3506894.29315,-822356205.897,-819876457.161,-824835954.632,-824587979.759,-820124432.035,2.0,12298307583300.0,0.0039999857486,3.47754823353e-14,0.200000571081,97,0.1,0.199998716352
720.0,-581.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-847337700.16,16387112.0045,-847337700.16,-835750262.138,-858925138.182,-857766394.38,-836909005.94,2.0,268537439847000.0,0.00799997821576,3.47754823353e-14,0.200000739046,128,0.2,0.199998716352
720.0,-457.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-861779328.622,1819465.53612,-861779328.622,-860492772.203,-863065885.041,-862937229.399,-860621427.845,2.0,3310454837130.0,0.00399998238932,3.47754823353e-14,0.100000201558,105,0.2,0.199998716352
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-863344325.01,15849576.1334,-863344325.01,-852136982.247,-874551667.772,-873430933.496,-853257716.523,2.0,251209063607000.0,0.00199999455394,0.0,0.200000739046,198,0.1,0.0999993581762
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-864610409.915,85105.3927672,-864610409.915,-864550231.315,-864670588.516,-864664570.656,-864556249.175,2.0,7242927878.07,0.00799997821576,3.47754823353e-14,0.200000739046,167,0.2,0.199998716352
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-873417319.567,4801696.21809,-873417319.567,-870022007.61,-876812631.524,-876473100.328,-870361538.805,2.0,23056286570900.0,0.00399995551508,0.0,0.199999059395,190,0.2,0.0999993581762
720.0,-333.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-886503417.243,16684380.548,-886503417.243,-874705778.617,-898301055.868,-897121292.006,-875885542.48,2.0,278368554271000.0,0.0079999714972,3.47754823353e-14,0.200000571081,136,0.2,0.199998716352
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-892564281.867,43847016.8191,-892564281.867,-861559758.939,-923568804.795,-920468352.502,-864660211.232,2.0,1922560883930000.0,0.00799997821576,3.47754823353e-14,0.200000739046,159,0.2,0.199998716352
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-897837770.951,39763832.153,-897837770.951,-869720495.59,-925955046.313,-923143318.776,-872532223.126,2.0,1581162347490000.0,0.00399995551508,3.47754823353e-14,0.199999059395,151,0.1,0.199998716352
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-954756664.724,11828911.8833,-954756664.724,-946392360.917,-963120968.53,-962284538.15,-947228791.298,2.0,139923156344000.0,0.00399992192228,3.47754823353e-14,0.0999986898723,149,0.2,0.199998716352
720.0,-581.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-961099568.969,430892.585003,-961099568.969,-960794881.9,-961404256.038,-961373787.331,-960825350.607,2.0,185668419810.0,0.00399998238932,3.47754823353e-14,0.100000201558,104,0.2,0.199998716352
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-964253445.698,12306886.9142,-964253445.698,-955551162.505,-972955728.89,-972085500.571,-956421390.825,2.0,151459465519000.0,0.00399998910788,3.47754823353e-14,0.200000739046,127,0.1,0.199998716352
720.0,-457.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-984568464.772,10667709.3679,-984568464.772,-977025255.138,-992111674.405,-991357353.442,-977779576.101,2.0,113800023158000.0,0.0079999714972,3.47754823353e-14,0.200000571081,135,0.2,0.199998716352
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-994917569.534,8067001.82694,-994917569.534,-989213337.839,-1000621801.23,-1000051378.06,-989783761.008,2.0,65076518475900.0,0.00399998910788,0.0,0.200000739046,197,0.2,0.0999993581762
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-999612757.13,15121460.7621,-999612757.13,-988920269.684,-1010305244.58,-1009235995.83,-989989518.429,2.0,228658575579000.0,0.00199996096114,0.0,0.0999986898723,182,0.2,0.0999993581762
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1002000545.38,14660452.5298,-1002000545.38,-991634039.98,-1012367050.78,-1011330400.24,-992670690.52,2.0,214928868378000.0,0.00799997821576,3.47754823353e-14,0.200000739046,158,0.2,0.199998716352
