smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight,prefix
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-532814325.738,3461860.09234,-532009605.109,-529766239.261,-537471853.472,-536855844.511,-529899415.844,4.0,11984475298900.0,0.250453720508,0.250007275152,3.46688419418e-13,0.249981948155,0.0156526827331,94
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-533616410.833,3785220.18959,-533060164.329,-530423795.555,-537921519.12,-537584015.644,-530427551.128,4.0,14327891883700.0,0.249546279492,0.12498974865,3.46688419418e-13,0.250018051845,0.00779824473773,53
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-550676452.417,6801966.46997,-549469208.633,-543982244.638,-559785147.765,-558539712.143,-544503333.989,4.0,46266747858600.0,0.249546279492,0.249992724848,3.46688419418e-13,0.249981948155,0.0155950624366,83
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-562092058.638,5564228.09342,-564044054.881,-554152258.968,-566127865.819,-566073650.744,-555377671.79,4.0,30960634275600.0,0.250453720508,0.125002976198,3.46688419418e-13,0.124990974078,0.00391314997922,124
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-564840514.802,5269877.55921,-564747208.138,-558901382.065,-570966260.865,-570377085.556,-559434573.377,4.0,27771609489000.0,0.249546279492,0.12498974865,3.46688419418e-13,0.249981948155,0.0077971186374,78
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-570667860.609,4160451.91732,-570730280.659,-565926246.722,-575284634.397,-574903774.798,-566344558.352,4.0,17309360156300.0,0.249546279492,0.249992724848,3.46688419418e-13,0.124990974078,0.00779753121829,108
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-579955261.315,4658827.18468,-579763961.452,-575347442.488,-584945679.867,-584629590.382,-575548752.056,4.0,21704670736700.0,0.250453720508,0.125002976198,3.46688419418e-13,0.249981948155,0.00782629995845,99
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-582815437.621,2016861.13618,-583560149.797,-579836386.106,-584305064.785,-584195028.108,-580393250.088,4.0,4067728842650.0,0.249546279492,0.249992724848,3.46688419418e-13,0.250018051845,0.0155973147564,58
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-584143930.439,4780092.83294,-584546861.54,-578061889.162,-589420109.516,-588884521.827,-578839235.511,4.0,22849287491500.0,0.249546279492,0.12498974865,3.46688419418e-13,0.124990974078,0.0038985593187,103
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-595126126.127,6674602.10604,-595101639.357,-588457204.478,-601844021.315,-601536586.94,-588749946.791,4.0,44550313274000.0,0.249546279492,0.250007275152,3.46688419418e-13,0.249981948155,0.0155959701145,88
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-617461254.103,3169444.36946,-616865027.357,-614269967.92,-621844993.777,-621114320.281,-614642905.369,4.0,10045377611100.0,0.249546279492,0.250007275152,3.46688419418e-13,0.124990974078,0.00779798505727,113
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-627261925.504,1641732.25805,-627932425.442,-624820897.767,-628361953.364,-628311768.8,-625273382.294,4.0,2695284807120.0,0.249546279492,0.250007275152,3.46688419418e-13,0.250018051845,0.0155982225654,63
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-640917748.503,3063846.1579,-640941356.911,-637783308.059,-644004972.131,-643860156.131,-637942289.104,4.0,9387153279270.0,0.249546279492,0.250007275152,3.46688419418e-13,0.249981948155,0.0155959701145,93
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-664439497.71,5062765.08948,-665027345.009,-657954023.786,-669749277.037,-669299677.74,-658756331.462,4.0,25631590351300.0,0.249546279492,0.250007275152,3.46688419418e-13,0.124990974078,0.00779798505727,118
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-666987965.427,4164742.98258,-665674699.713,-663582808.893,-673019653.388,-672000721.204,-663813781.649,4.0,17345084110900.0,0.249546279492,0.250007275152,3.46688419418e-13,0.250018051845,0.0155982225654,68
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-676092882.601,1893393.52458,-676608101.167,-673553266.425,-677602061.645,-677582726.029,-673881733.18,4.0,3584939038920.0,0.249546279492,0.249992724848,3.46688419418e-13,0.250018051845,0.0155973147564,57
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-686138424.095,4547364.46393,-686015634.634,-681951952.984,-690570474.128,-690415833.906,-682032919.53,4.0,20678523567800.0,0.249546279492,0.125002976198,3.46688419418e-13,0.249981948155,0.00779794379918,98
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-686389747.414,2598026.29732,-687195929.036,-682635142.264,-688531989.32,-688385985.434,-683264855.124,4.0,6749740641570.0,0.249546279492,0.249992724848,3.46688419418e-13,0.249981948155,0.0155950624366,82
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-697010546.006,4442173.36073,-695883207.389,-693108152.777,-703167616.47,-702273916.924,-693325449.152,4.0,19732904166800.0,0.249546279492,0.12498974865,3.46688419418e-13,0.250018051845,0.00779824473773,52
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-710553219.006,4376891.24679,-710888071.589,-705612784.854,-714823947.994,-714638847.863,-705998796.535,4.0,19157176986300.0,0.249546279492,0.125002976198,3.46688419418e-13,0.124990974078,0.00389897189959,123
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-715450682.962,2252472.57081,-715881623.818,-712467871.825,-717571612.387,-717446009.405,-712852039.321,4.0,5073632682240.0,0.249546279492,0.125002976198,3.46688419418e-13,0.250018051845,0.00779907001867,73
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-721407144.156,2131115.1532,-720775190.021,-719644737.23,-724433459.352,-723964202.075,-719734822.026,4.0,4541651796190.0,0.249546279492,0.250007275152,3.46688419418e-13,0.250018051845,0.0155982225654,62
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-727491239.16,3132942.53137,-727022443.813,-724254485.95,-731665583.064,-731080594.079,-724558197.727,4.0,9815328904900.0,0.249546279492,0.12498974865,3.46688419418e-13,0.249981948155,0.0077971186374,77
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-727506095.397,1308385.87657,-727371306.426,-726156907.094,-729124861.643,-728947903.494,-726252991.86,4.0,1711873602010.0,0.249546279492,0.249992724848,3.46688419418e-13,0.124990974078,0.00779753121829,107
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-728694601.534,3284515.59075,-729384249.341,-724103218.352,-731906689.1,-731541136.398,-724882559.739,4.0,10788042665900.0,0.249546279492,0.250007275152,3.46688419418e-13,0.249981948155,0.0155959701145,87
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-753444964.088,6931957.07536,-753716174.486,-744871473.294,-761476034.085,-760571995.815,-745938237.803,4.0,48052028894600.0,0.249546279492,0.12498974865,3.46688419418e-13,0.124990974078,0.0038985593187,102
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-763319051.12,3747346.93433,-763407286.036,-759876706.643,-766584925.764,-766577813.154,-759936760.202,4.0,14042609046300.0,0.249546279492,0.250007275152,3.46688419418e-13,0.250018051845,0.0155982225654,67
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-774606696.254,4421612.86584,-776278337.39,-768063905.037,-777806205.198,-777591349.216,-769281745.701,4.0,19550660335400.0,0.249546279492,0.250007275152,3.46688419418e-13,0.124990974078,0.00779798505727,112
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-776750638.828,3634146.65236,-776932296.358,-772184812.901,-780953149.697,-780458562.154,-772788394.962,4.0,13207021890800.0,0.249546279492,0.250007275152,3.46688419418e-13,0.249981948155,0.0155959701145,92
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-794489598.197,2479254.29805,-793484720.173,-792826440.84,-798162511.604,-797503817.385,-792882208.244,4.0,6146701874400.0,0.125226860254,0.249992724848,3.46688419418e-13,0.250018051845,0.0078270161323,56
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-799064552.264,1018179.2696,-799045556.133,-797855926.259,-800311170.53,-800153935.943,-798001763.168,4.0,1036689025030.0,0.125226860254,0.249992724848,3.46688419418e-13,0.250018051845,0.0078270161323,31
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-809231482.942,3734844.7938,-808499870.76,-806066743.262,-813859446.986,-813379716.315,-806107506.624,4.0,13949065633800.0,0.249546279492,0.125002976198,3.46688419418e-13,0.250018051845,0.00779907001867,72
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-819892046.319,3588452.35875,-820134258.217,-815968154.724,-823331514.119,-823208262.941,-816236733.041,4.0,12876990331000.0,0.249546279492,0.125002976198,3.46688419418e-13,0.249981948155,0.00779794379918,97
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-820761683.246,6432308.68958,-820240017.936,-813600749.102,-828965948.009,-827894005.748,-814359692.177,4.0,41374595078000.0,0.249546279492,0.250007275152,3.46688419418e-13,0.124990974078,0.00779798505727,117
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-824695805.262,1335978.68361,-824802174.299,-823308699.346,-825870173.103,-825861045.168,-823381648.704,4.0,1784839043050.0,0.125226860254,0.12498974865,3.46688419418e-13,0.250018051845,0.00391330099566,26
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-826858789.526,3113842.59869,-827680166.647,-822483602.742,-829591222.066,-829417327.417,-823150323.664,4.0,9696015729420.0,0.125226860254,0.249992724848,3.46688419418e-13,0.249981948155,0.00782588587727,81
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-842689853.304,5467169.41071,-841427923.542,-837538646.994,-850364919.137,-849132709.299,-838013698.975,4.0,29889941365400.0,0.125226860254,0.250007275152,3.46688419418e-13,0.250018051845,0.00782747168739,61
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-844410648.472,1659332.0985,-844134382.841,-842743354.004,-846630474.201,-846323143.084,-842884925.743,4.0,2753383013110.0,0.125226860254,0.250007275152,3.46688419418e-13,0.250018051845,0.00782747168739,36
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-856476306.179,2103996.46928,-855758597.13,-854907078.818,-859480951.638,-859015053.845,-854942351.183,4.0,4426801142740.0,0.125226860254,0.12498974865,3.46688419418e-13,0.250018051845,0.00391330099566,51
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-860823031.142,7262127.37194,-861634153.899,-851727645.095,-868296171.674,-867750922.809,-852759567.613,4.0,52738493966200.0,0.249546279492,0.125002976198,3.46688419418e-13,0.124990974078,0.00389897189959,122
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-873101620.795,3012116.64753,-873048435.903,-869466537.989,-876843073.385,-876276450.466,-870001249.973,4.0,9072846698310.0,0.125226860254,0.250007275152,3.46688419418e-13,0.249981948155,0.00782634136657,86
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-879763796.464,7899415.48296,-881300494.74,-868934887.479,-887519308.896,-886825221.771,-870550993.57,4.0,62400764972400.0,0.125226860254,0.249992724848,3.46688419418e-13,0.124990974078,0.00391294293863,106
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-887149219.909,3979941.50241,-885688169.23,-884221706.806,-892998834.367,-891974339.414,-884369571.352,4.0,15839934362600.0,0.125226860254,0.250007275152,3.46688419418e-13,0.250018051845,0.00782747168739,66
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-889036514.374,3344385.09578,-889347690.136,-885207297.375,-892243379.851,-892116694.371,-885520688.311,4.0,11184911668900.0,0.125226860254,0.12498974865,3.46688419418e-13,0.249981948155,0.00391273589804,76
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-889958280.68,1060623.54294,-890360198.318,-888389156.618,-890723569.465,-890675665.563,-888678211.103,4.0,1124922299850.0,0.125226860254,0.250007275152,3.46688419418e-13,0.250018051845,0.00782747168739,41
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-907590502.441,2910345.84272,-908560318.453,-903479231.765,-909762141.093,-909728480.384,-904094782.081,4.0,8470112924240.0,0.125226860254,0.12498974865,3.46688419418e-13,0.124990974078,0.00195636794902,101
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-920428132.353,3804718.03958,-919720041.928,-916585377.6,-925687067.955,-924796369.509,-917051221.791,4.0,14475879360700.0,0.125226860254,0.250007275152,3.46688419418e-13,0.249981948155,0.00782634136657,91
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-925074140.507,7873461.43969,-923985465.069,-916820827.155,-935504804.736,-934051199.185,-917621227.444,4.0,61991395042300.0,0.125226860254,0.250007275152,3.46688419418e-13,0.124990974078,0.00391317068328,111
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-932168924.177,3601947.62813,-930911712.363,-929497469.907,-937354802.076,-936527883.755,-929570061.139,4.0,12974026715800.0,0.125226860254,0.125002976198,3.46688419418e-13,0.250018051845,0.00391371513664,71
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-935101325.202,1844184.4201,-934884556.918,-933420850.518,-937215336.454,-937043709.324,-933462416.678,4.0,3401016175330.0,0.125226860254,0.125002976198,3.46688419418e-13,0.250018051845,0.00391371513664,46
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-966379156.549,6792675.30044,-966642240.247,-958844552.158,-973387593.544,-972979477.05,-959410518.872,4.0,46140437737200.0,0.125226860254,0.125002976198,3.46688419418e-13,0.249981948155,0.00391314997922,96
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-974952567.251,5544678.00573,-975015024.777,-968099895.198,-981680324.251,-980683399.305,-969134294.659,4.0,30743454187200.0,0.125226860254,0.250007275152,3.46688419418e-13,0.124990974078,0.00391317068328,116
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1021479073.17,3375558.37041,-1021841886.36,-1017064499.14,-1025168020.83,-1024765329.92,-1017684877.96,4.0,11394394312100.0,0.125226860254,0.125002976198,3.46688419418e-13,0.124990974078,0.00195657498961,121
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-162883202371.0,869.680728669,-162883202135.0,-162883201614.0,-162883203601.0,-162883203409.0,-162883201664.0,4.0,756344.569818,0.125226860254,0.12498974865,3.46688419418e-13,0.124990974078,0.00195636794902,1
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-162928496252.0,828.613404272,-162928496129.0,-162928495418.0,-162928497333.0,-162928497196.0,-162928495481.0,4.0,686600.173739,0.125226860254,0.249992724848,3.46688419418e-13,0.124990974078,0.00391294293863,6
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-162973796435.0,609.900350893,-162973796242.0,-162973795932.0,-162973797322.0,-162973797165.0,-162973795974.0,4.0,371978.438019,0.125226860254,0.250007275152,3.46688419418e-13,0.124990974078,0.00391317068328,11
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-163019095326.0,818.972836403,-163019095208.0,-163019094476.0,-163019096412.0,-163019096262.0,-163019094555.0,4.0,670716.506766,0.125226860254,0.250007275152,3.46688419418e-13,0.124990974078,0.00391317068328,16
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-163064395209.0,807.845943844,-163064395174.0,-163064394381.0,-163064396108.0,-163064396040.0,-163064394428.0,4.0,652615.068985,0.125226860254,0.125002976198,3.46688419418e-13,0.124990974078,0.00195657498961,21
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-572478612050.0,1769188.93811,-572478488099.0,-572476821592.0,-572480650412.0,-572480476016.0,-572476921617.0,4.0,3130029498730.0,0.249546279492,0.12498974865,3.46688419418e-13,0.250018051845,0.00779824473773,27
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-572525392121.0,1121497.02702,-572525034297.0,-572524529544.0,-572526970348.0,-572526736300.0,-572524548897.0,4.0,1257755581610.0,0.249546279492,0.249992724848,3.46688419418e-13,0.250018051845,0.0155973147564,32
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-572568516816.0,1326520.85025,-572568932077.0,-572566598958.0,-572569604152.0,-572569532118.0,-572566920149.0,4.0,1759657566160.0,0.249546279492,0.250007275152,3.46688419418e-13,0.250018051845,0.0155982225654,37
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-572615575455.0,1507183.7159,-572616022873.0,-572613394342.0,-572616861732.0,-572616741393.0,-572613783131.0,4.0,2271602753470.0,0.249546279492,0.250007275152,3.46688419418e-13,0.250018051845,0.0155982225654,42
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-572659922849.0,1839430.92402,-572659847447.0,-572658232694.0,-572661763807.0,-572661685639.0,-572658265621.0,4.0,3383506124230.0,0.249546279492,0.125002976198,3.46688419418e-13,0.250018051845,0.00779907001867,47
