smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity,PointProbability,ProbabilityWeight-htse_capacity
960.0,-699.4,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2318149379.98,25294778.177,-2317192640.91,-2260810498.79,-2357570606.44,-2350627204.44,-2282920817.92,10.0,639825803026000.0,0.00291533865196,227,0.142859899754,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-453.7,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2339611172.91,39828749.1516,-2344942688.94,-2281363044.74,-2398914036.83,-2395130743.93,-2286150761.21,10.0,1586329258990000.0,0.00291515964308,269,0.142851127809,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-945.1,-17575.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,570009.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2343514422.47,17095518.9859,-2348110374.2,-2317635578.17,-2362953218.79,-2362816754.99,-2319415233.14,10.0,292256769396000.0,0.000729131298995,185,0.0714299498771,0.142857142857,9.43922884283e-14,0.0714534883721
960.0,-822.2,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2344153820.83,29909804.9026,-2350326720.1,-2278390019.13,-2386229486.8,-2378458639.13,-2296247120.19,10.0,894596429310000.0,0.00291532075107,210,0.14285902256,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-699.4,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,407149.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2365764009.73,19891788.5175,-2366811675.47,-2328630637.0,-2397784991.54,-2389727852.66,-2336238659.94,10.0,395683250425000.0,0.00291533865196,235,0.142859899754,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-822.2,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2370513676.15,25231461.3214,-2377594919.35,-2320831102.84,-2400215975.19,-2397338999.3,-2331828847.64,10.0,636626640411000.0,0.00291532075107,218,0.14285902256,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-576.5,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2377575822.58,30891709.7922,-2377823667.93,-2339135779.09,-2436333858.12,-2420801195.28,-2340521006.28,10.0,954297733885000.0,0.00291515964308,268,0.142851127809,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-453.7,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2383185195.56,31092959.6776,-2374298698.8,-2339267887.89,-2432718835.03,-2431226585.75,-2345967688.21,10.0,966772141510000.0,0.00291532075107,277,0.14285902256,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-945.1,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2400300900.63,22205104.3982,-2394826477.26,-2372129673.72,-2444394354.57,-2437490960.77,-2376566498.78,10.0,493066661333000.0,0.00145817305712,201,0.142851127809,0.142857142857,9.43922884283e-14,0.0714534883721
960.0,-699.4,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,488579.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2407215025.66,28210137.8802,-2414701548.74,-2367268778.82,-2449872721.14,-2443631428.79,-2367423006.41,10.0,795811879223000.0,0.00291533865196,243,0.142859899754,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-822.2,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2415706437.51,25978053.7853,-2412540197.19,-2378496107.4,-2451891763.34,-2450655022.95,-2382453346.0,10.0,674859278471000.0,0.00291533865196,226,0.142859899754,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-453.7,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2421169561.56,39761504.2475,-2415327249.69,-2370831025.25,-2479271885.87,-2475238444.37,-2376662298.01,10.0,1580977220020000.0,0.00291532075107,285,0.14285902256,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-945.1,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2426345165.01,29666852.7756,-2417988743.54,-2387120880.86,-2483396936.92,-2473929454.93,-2394795645.94,10.0,880122153609000.0,0.0014582536439,209,0.14285902256,0.142857142857,9.43922884283e-14,0.0714534883721
960.0,-822.2,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2431004510.78,9365436.86582,-2427602928.81,-2422096493.55,-2448363663.24,-2447951592.46,-2423027056.38,10.0,87711407687700.0,0.0014574903171,194,0.0714211779319,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-699.4,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,570009.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2434826340.96,26084022.5268,-2430226027.01,-2388743393.15,-2492073300.88,-2471786572.7,-2403598667.96,10.0,680376231176000.0,0.00145766932598,251,0.0714299498771,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-576.5,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2440560105.12,40780812.443,-2454267264.67,-2375336652.03,-2483389951.33,-2479988408.23,-2379969744.64,10.0,1663074663510000.0,0.00291532075107,276,0.14285902256,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-822.2,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,407149.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2448108583.32,17010116.3956,-2447620900.0,-2420166757.69,-2469322436.34,-2468918498.54,-2425279312.13,10.0,289344059792000.0,0.00291533865196,234,0.142859899754,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-453.7,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2452825903.94,28387074.7242,-2452385389.49,-2409521445.49,-2497332313.47,-2492515646.85,-2415138205.92,10.0,805826011395000.0,0.00291533865196,293,0.142859899754,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-576.5,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2466466835.81,41765452.5429,-2462840541.53,-2388776610.56,-2523119525.06,-2518466358.5,-2406444762.45,10.0,1744353026110000.0,0.0014574903171,260,0.0714211779319,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-945.1,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2471825807.2,30791602.9798,-2477347872.88,-2402722819.01,-2517082038.62,-2505910432.74,-2420458309.88,10.0,948122814064000.0,0.0014582536439,217,0.14285902256,0.142857142857,9.43922884283e-14,0.0714534883721
960.0,-822.2,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,488579.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2472798092.88,19137622.3545,-2473641554.17,-2431881839.74,-2501054015.99,-2496135886.86,-2443383706.06,10.0,366248589382000.0,0.00291533865196,242,0.142859899754,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-699.4,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2477505194.22,28376832.6597,-2476051771.26,-2430654487.41,-2528157398.99,-2520874104.96,-2440086971.24,10.0,805244631798000.0,0.00291515964308,267,0.142851127809,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-576.5,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2488196912.74,20669539.3133,-2485045133.07,-2456047469.93,-2525545629.78,-2521296523.35,-2462012940.63,10.0,427229855425000.0,0.00291532075107,284,0.14285902256,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-453.7,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,407149.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2502872366.44,24524142.8272,-2498440111.11,-2470117959.86,-2540006229.7,-2537261403.09,-2472182904.26,10.0,601433581406000.0,0.00291533865196,301,0.142859899754,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-576.5,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2506820967.59,28574780.9581,-2511952552.1,-2437992134.45,-2544438486.26,-2537929196.5,-2461999732.59,10.0,816518106801000.0,0.00291533865196,292,0.142859899754,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-945.1,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,325719.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2518459606.77,11989390.0871,-2516968213.85,-2501324662.49,-2541545860.6,-2537850225.7,-2504083987.64,10.0,143745474660000.0,0.00145826259799,225,0.142859899754,0.142857142857,9.43922884283e-14,0.0714534883721
960.0,-822.2,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,570009.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2533934986.56,25983255.6599,-2532810313.75,-2477662174.63,-2563703155.71,-2561433746.79,-2491211001.57,10.0,675129574690000.0,0.00145766932598,250,0.0714299498771,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-576.5,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,407149.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2535607371.8,38913503.0964,-2542476941.82,-2476944685.91,-2586301099.9,-2581184871.17,-2479719369.13,10.0,1514260723240000.0,0.00291533865196,300,0.142859899754,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-699.4,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,162860.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2538790836.39,37002946.1121,-2553706939.68,-2465233292.04,-2590360415.5,-2579179158.77,-2482283947.56,10.0,1369218020970000.0,0.00291532075107,275,0.14285902256,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-453.7,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,488579.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2542169909.09,24232435.7603,-2538809967.54,-2508050706.0,-2588158872.01,-2577166063.74,-2513781221.93,10.0,587210942878000.0,0.00291533865196,309,0.142859899754,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-945.1,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,407149.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2549806923.91,16466842.2948,-2545710325.81,-2531437971.76,-2588799825.86,-2576261033.78,-2533534192.74,10.0,271156895163000.0,0.00145826259799,233,0.142859899754,0.142857142857,9.43922884283e-14,0.0714534883721
960.0,-945.1,-14488.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2556718240.38,18546322.7936,-2557783585.66,-2520680233.88,-2585463558.11,-2581686760.16,-2528776842.39,10.0,343966089164000.0,0.000729041758125,193,0.0714211779319,0.142857142857,9.43922884283e-14,0.0714534883721
960.0,-699.4,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,244289.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2559146381.14,28352727.3749,-2564752020.14,-2499826989.13,-2603095319.3,-2591890503.04,-2514690520.61,10.0,803877149593000.0,0.00291532075107,283,0.14285902256,0.142857142857,9.43922884283e-14,0.142848837209
960.0,-822.2,-11400.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,81430.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2568568365.96,25774208.2371,-2567783763.63,-2517448453.46,-2610130546.53,-2606043385.16,-2532545899.49,10.0,664309810248000.0,0.00291515964308,266,0.142851127809,0.142857142857,9.43922884283e-14,0.142848837209
