smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,250785589.021,181265.0704,250785589.021,250913762.781,250657415.26,250670232.636,250900945.405,2.0,32857025747.2,202,0.111128939092,0.000687093931648,1.2866453778e-13,0.111112146884,0.0556451612903
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,244793482.556,144923.190038,244793482.556,244895958.726,244691006.385,244701254.002,244885711.109,2.0,21002731010.8,601,0.055548424363,0.000343449681755,1.2866453778e-13,0.111112768348,0.0556451612903
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,237371760.849,943498.455684,237371760.849,238038915.005,236704606.693,236771322.108,237972199.589,2.0,890189335877.0,123,0.111128939092,0.00137411868928,1.2866453778e-13,0.111106553709,0.111290322581
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,221557842.77,413417.360421,221557842.77,221850172.989,221265512.551,221294745.573,221820939.967,2.0,170913913898.0,412,0.111128939092,0.0013741955493,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,214143929.411,375296.000835,214143929.411,214409303.758,213878555.064,213905092.499,214382766.324,2.0,140847088242.0,302,0.111128939092,0.000687093931648,1.2866453778e-13,0.111112146884,0.0556451612903
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,208478664.735,131088.196934,208478664.735,208571358.088,208385971.382,208395240.718,208562088.753,2.0,17184115375.4,701,0.055548424363,0.000343447760809,1.2866453778e-13,0.111112146884,0.0556451612903
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,199543810.915,838556.807939,199543810.915,200136760.12,198950861.71,199010156.63,200077465.2,2.0,703177520140.0,223,0.111128939092,0.0013741878633,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,192976439.689,338360.274609,192976439.689,193215696.533,192737182.844,192761108.528,193191770.849,2.0,114487675434.0,13,0.111128939092,0.000687020914636,1.2866453778e-13,0.0555501695353,0.111290322581
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,192606385.72,333874.469732,192606385.72,192842470.621,192370300.818,192393909.308,192818862.131,2.0,111472161539.0,113,0.111128939092,0.00137411868928,1.2866453778e-13,0.111106553709,0.111290322581
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,184877301.702,322989.837271,184877301.702,185105690.006,184648913.398,184671752.228,185082851.176,2.0,104322434980.0,512,0.111128939092,0.0013741955493,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,177285978.601,1120371.45564,177285978.601,178078200.855,176493756.348,176572978.573,177998978.63,2.0,1255232198620.0,402,0.111128939092,0.000687097774649,1.2866453778e-13,0.111112768348,0.0556451612903
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,172212851.134,20311.6559958,172212851.134,172227213.644,172198488.624,172199924.875,172225777.393,2.0,412563369.29,801,0.055548424363,0.000343447760809,1.2866453778e-13,0.111112146884,0.0556451612903
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,163581817.18,949215.849791,163581817.18,164253014.144,162910620.216,162977739.912,164185894.448,2.0,901010729495.0,323,0.111128939092,0.0013741878633,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,158172304.698,242592.653753,158172304.698,158343843.609,158000765.787,158017919.678,158326689.717,2.0,58851195654.8,213,0.111128939092,0.0013741878633,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,148226269.083,2155546.36443,148226269.083,149750470.535,146702067.632,146854487.777,149598050.39,2.0,4646380129210.0,612,0.111128939092,0.0013741955493,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,146681882.841,2208075.71273,146681882.841,148243228.151,145120537.531,145276672.062,148087093.62,2.0,4875598353140.0,134,0.111096848726,0.0013737218892,1.2866453778e-13,0.111106553709,0.111290322581
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,142665464.659,1175657.62428,142665464.659,143496780.138,141834149.181,141917280.729,143413648.59,2.0,1382170849520.0,502,0.111128939092,0.000687097774649,1.2866453778e-13,0.111112768348,0.0556451612903
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,141427375.737,2524179.94315,141427375.737,143212240.492,139642510.982,139820997.458,143033754.016,2.0,6371484385390.0,103,0.111128939092,0.000687059344642,1.2866453778e-13,0.111106553709,0.0556451612903
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,125666971.988,1301271.48963,125666971.988,126587109.882,124746834.093,124838847.883,126495096.093,2.0,1693307489740.0,423,0.111128939092,0.0013741955493,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,120871788.482,2654581.29322,120871788.482,122748860.915,118994716.048,119182423.291,122561153.672,2.0,7046801842290.0,313,0.111128939092,0.0013741878633,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,114970928.062,714049.679268,114970928.062,115475837.433,114466018.692,114516509.629,115425346.496,2.0,509866944463.0,3,0.111128939092,0.000343510457318,1.2866453778e-13,0.0555501695353,0.0556451612903
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,112216860.233,739523.573861,112216860.233,112739782.367,111693938.099,111746230.313,112687490.154,2.0,546895116297.0,712,0.111128939092,0.0013741878633,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,107965725.318,1952260.11259,107965725.318,109346181.682,106585268.953,106723314.59,109208136.045,2.0,3811319547220.0,234,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,106288430.985,24590.4441681,106288430.985,106305819.055,106271042.916,106272781.723,106304080.248,2.0,604689944.386,602,0.111128939092,0.000687097774649,1.2866453778e-13,0.111112768348,0.0556451612903
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,105829564.53,395473.039677,105829564.53,106109206.198,105549922.862,105577887.029,106081242.031,2.0,156398925111.0,203,0.111128939092,0.000687093931648,1.2866453778e-13,0.111112146884,0.0556451612903
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,105079946.959,1325660.85351,105079946.959,106017330.739,104142563.18,104236301.558,105923592.361,2.0,1757376698530.0,24,0.111096848726,0.000686822525691,1.2866453778e-13,0.0555501695353,0.111290322581
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,98786254.1125,675773.506252,98786254.1125,99264098.1413,98308410.0837,98356194.4866,99216313.7384,2.0,456669831752.0,124,0.111096848726,0.0013737218892,1.2866453778e-13,0.111106553709,0.111290322581
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,91166224.5441,262205.871444,91166224.5441,91351632.0939,90980816.9943,90999357.7493,91333091.3389,2.0,68751919019.9,523,0.111128939092,0.0013741955493,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,82750077.1091,806353.525524,82750077.1091,83320255.1551,82179899.0632,82236916.8678,83263237.3505,2.0,650206008125.0,413,0.111128939092,0.0013741955493,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,76903814.2446,556332.200846,76903814.2446,77297200.5164,76510427.9728,76549766.6,77257861.8892,2.0,309505517698.0,812,0.111128939092,0.0013741878633,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,73170798.9466,1141888.32026,73170798.9466,73978235.9212,72363361.972,72444105.6694,73897492.2238,2.0,1303908935950.0,334,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,67139748.8648,1384609.28897,67139748.8648,68118815.4823,66160682.2473,66258588.909,68020908.8205,2.0,1917142883100.0,702,0.111128939092,0.000687093931648,1.2866453778e-13,0.111112146884,0.0556451612903
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,65381855.1082,612566.734482,65381855.1082,65815005.2001,64948705.0163,64992020.0255,65771690.1909,2.0,375238004194.0,303,0.111128939092,0.000687093931648,1.2866453778e-13,0.111112146884,0.0556451612903
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,61126403.3519,174888.083273,61126403.3519,61250067.9015,61002738.8023,61015105.2572,61237701.4466,2.0,30585841670.9,224,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,58125746.4533,2841122.21512,58125746.4533,60134723.2378,56116769.6688,56317667.3473,59933825.5594,2.0,8071975441270.0,145,0.111096848726,0.00136376738276,1.2866453778e-13,0.111106553709,0.110483870968
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,54931771.4342,26371.1295948,54931771.4342,54950418.6388,54913124.2296,54914988.9501,54948553.9183,2.0,695436476.103,623,0.111128939092,0.0013741955493,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,49098289.0277,308600.582971,49098289.0277,49316502.5926,48880075.4628,48901896.8193,49294681.2361,2.0,95234319810.3,114,0.111096848726,0.0013737218892,1.2866453778e-13,0.111106553709,0.111290322581
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,46200161.4671,106415.816082,46200161.4671,46275408.8123,46124914.1219,46132438.8564,46267884.0777,2.0,11324325912.3,513,0.111128939092,0.0013741955493,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,34890076.1257,3615230.64321,34890076.1257,37446430.2291,32333722.0224,32589357.4327,37190794.8188,2.0,13069892603600.0,434,0.111096848726,0.00137379872702,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,32366516.2098,518517.121606,32366516.2098,32733163.1827,31999869.237,32036533.9342,32696498.4854,2.0,268860005399.0,403,0.111128939092,0.000687097774649,1.2866453778e-13,0.111112768348,0.0556451612903
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,30343303.8668,509542.276292,30343303.8668,30703604.6657,29983003.0679,30019033.1478,30667574.5858,2.0,259633331329.0,802,0.111128939092,0.000687093931648,1.2866453778e-13,0.111112146884,0.0556451612903
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,25986196.6932,474798.445519,25986196.6932,26321929.8937,25650463.4927,25684036.8127,26288356.5737,2.0,225433563867.0,324,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,22851806.8195,988143.24013,22851806.8195,23550529.6054,22153084.0337,22222956.3123,23480657.3268,2.0,976427063014.0,14,0.111096848726,0.000686822525691,1.2866453778e-13,0.0555501695353,0.111290322581
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,20080379.9503,3856955.65961,20080379.9503,22807659.4519,17353100.4486,17625828.3988,22534931.5017,2.0,14876106960200.0,245,0.111096848726,0.00136383603568,1.2866453778e-13,0.111112146884,0.110483870968
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,19105073.8651,413368.280724,19105073.8651,19397369.3795,18812778.3507,18842007.9021,19368139.8281,2.0,170873335509.0,723,0.111128939092,0.0013741878633,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,11118708.1703,1669164.3743,11118708.1703,12298985.6183,9938430.72229,10056458.4671,12180957.8735,2.0,2786109708440.0,135,0.111096848726,0.0013737218892,1.2866453778e-13,0.111106553709,0.111290322581
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,10142406.9994,1072754.86574,10142406.9994,10900959.2396,9383854.75933,9459709.98334,10825104.0155,2.0,1150803001960.0,214,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,8403623.7645,155718.11797,8403623.7645,8513733.10167,8293514.42733,8304525.36105,8502722.16795,2.0,24248132264.0,35,0.111096848726,0.000686822525691,1.2866453778e-13,0.0555501695353,0.111290322581
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,8378606.31699,2364493.5495,8378606.31699,10050555.7399,6706656.89406,6873851.83636,9883360.79762,2.0,5590829745630.0,613,0.111128939092,0.0013741955493,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-323.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,6036188.70933,4079345.33787,6036188.70933,8920721.46053,3151655.95812,3440109.23324,8632268.18541,2.0,16641058385600.0,56,0.111096848726,0.000681845550867,1.2866453778e-13,0.0555501695353,0.110483870968
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2906939.50609,778481.803742,-2906939.50609,-2356469.74364,-3457409.26855,-3402362.2923,-2411516.71988,2.0,606033918758.0,534,0.111096848726,0.00137379872702,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-5752724.45116,631823.90951,-5752724.45116,-5305957.48023,-6199491.42209,-6154814.725,-5350634.17732,2.0,399201452628.0,503,0.111128939092,0.000687097774649,1.2866453778e-13,0.111112768348,0.0556451612903
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-10543550.7109,2392831.29709,-10543550.7109,-8851563.47449,-12235537.9473,-12066339.2237,-9020762.19813,2.0,5725641616340.0,104,0.111096848726,0.0006868609446,1.2866453778e-13,0.111106553709,0.0556451612903
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-10567861.1198,279958.538545,-10567861.1198,-10369900.5387,-10765821.7008,-10746025.6427,-10389696.5968,2.0,78376783304.4,424,0.111096848726,0.00137379872702,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-15152494.1773,56976.7885641,-15152494.1773,-15112205.5038,-15192782.8509,-15188753.9835,-15116234.3711,2.0,3246354435.08,345,0.111096848726,0.00136383603568,1.2866453778e-13,0.111112146884,0.110483870968
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-16936912.8785,734684.149576,-16936912.8785,-16417412.7343,-17456413.0227,-17404463.0083,-16469362.7487,2.0,539760799639.0,823,0.111128939092,0.0013741878633,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-24378253.0793,53747.7655765,-24378253.0793,-24340247.6698,-24416258.4889,-24412457.9479,-24344048.2108,2.0,2888822304.47,314,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-323.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-25016228.9118,2228649.54055,-25016228.9118,-23440335.7088,-26592122.1148,-26434532.7945,-23597925.0291,2.0,4966878774590.0,156,0.111096848726,0.00136376738276,1.2866453778e-13,0.111106553709,0.110483870968
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-26735494.2507,555570.412178,-26735494.2507,-26342646.6448,-27128341.8566,-27089057.096,-26381931.4054,2.0,308658482887.0,713,0.111128939092,0.0013741878633,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-28763380.9979,345440.297383,-28763380.9979,-28519117.8211,-29007644.1747,-28983217.857,-28543544.1388,2.0,119328999056.0,235,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-36296527.6844,195694.648871,-36296527.6844,-36158150.6711,-36434904.6976,-36421066.9963,-36171988.3725,2.0,38296395596.9,634,0.111096848726,0.00137379872702,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-42104037.1158,1024488.20983,-42104037.1158,-41379614.5554,-42828459.6762,-42756017.4202,-41452056.8114,2.0,1049576092080.0,603,0.111128939092,0.000687097774649,1.2866453778e-13,0.111112768348,0.0556451612903
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-47519740.9905,3373213.5527,-47519740.9905,-45134518.813,-49904963.168,-49666440.9503,-45373041.0308,2.0,11378569672100.0,524,0.111096848726,0.00137379872702,1.2866453778e-13,0.111112768348,0.111290322581
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-47863367.9317,67275.396178,-47863367.9317,-47815797.0429,-47910938.8205,-47906181.7317,-47820554.1317,2.0,4525978930.91,125,0.111096848726,0.0013737218892,1.2866453778e-13,0.111106553709,0.111290322581
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-48820949.6743,2832446.15001,-48820949.6743,-46818107.7943,-50823791.5543,-50623507.3663,-47018391.9823,2.0,8022751192690.0,204,0.111096848726,0.000686895521619,1.2866453778e-13,0.111112146884,0.0556451612903
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-52282392.9594,4596139.71246,-52282392.9594,-49032431.4014,-55532354.5173,-55207358.3616,-49357427.5572,2.0,21124500256400.0,445,0.111096848726,0.00136384366378,1.2866453778e-13,0.111112768348,0.110483870968
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-60196795.6799,416411.218629,-60196795.6799,-59902348.4834,-60491242.8763,-60461798.1567,-59931793.203,2.0,173398303000.0,4,0.111096848726,0.000343411262846,1.2866453778e-13,0.0555501695353,0.0556451612903
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-64268788.1514,2471613.29211,-64268788.1514,-62521093.6321,-66016482.6708,-65841713.2188,-62695863.084,2.0,6108872265750.0,335,0.111096848726,0.00137379104324,1.2866453778e-13,0.111112146884,0.111290322581
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-64567650.3064,211752.019983,-64567650.3064,-64417919.0171,-64717381.5957,-64702408.4667,-64432892.1461,2.0,44838917967.1,813,0.111128939092,0.0013741878633,1.2866453778e-13,0.111112146884,0.111290322581
