smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight
720.0,-667.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,563193.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247576209.063,7738835.29748,-247576209.063,-242104026.145,-253048391.98,-252501173.688,-242651244.437,2.0,59889571761500.0,39,0.199998970155,0.1,0.199998716352,3.6761913905299995e-14,0.00399995373027
720.0,-543.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,1689580.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-252641127.962,8616831.90055,-252641127.962,-246548107.693,-258734148.231,-258124846.204,-247157409.72,2.0,74249792002400.0,116,0.20000074575,0.2,0.199998716352,3.6761913905299995e-14,0.0079999784839
720.0,-419.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-286807015.525,28027880.3051,-286807015.525,-266988311.299,-306625719.751,-304643849.329,-268970181.722,2.0,785562074398000.0,87,0.20000074575,0.2,0.199998716352,3.6761913905299995e-14,0.0079999784839
720.0,-171.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-301795618.448,2454493.08804,-301795618.448,-300060029.741,-303531207.155,-303357648.284,-300233588.612,2.0,6024536319230.0,29,0.0999985085,0.2,0.200001925471,3.6761913905299995e-14,0.00399997884885
720.0,-295.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,563193.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-305255689.327,19980576.2572,-305255689.327,-291127288.363,-319384090.29,-317971250.194,-292540128.46,2.0,399223427570000.0,58,0.199998970155,0.2,0.200001925471,3.6761913905299995e-14,0.00800003582465
720.0,-667.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,1689580.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-342180214.262,13384265.1435,-342180214.262,-332716109.618,-351644318.906,-350697908.442,-333662520.083,2.0,179138553432000.0,110,0.20000074575,0.1,0.199998716352,3.6761913905299995e-14,0.00399998924195
720.0,-543.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-355809991.137,13405637.8956,-355809991.137,-346330773.674,-365289208.599,-364341286.853,-347278695.421,2.0,179711127389000.0,10,0.0999985085,0.2,0.200001925471,3.6761913905299995e-14,0.00399997884885
720.0,-543.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-397395934.772,9300344.21777,-397395934.772,-390819598.308,-403972271.235,-403314637.589,-391477231.954,2.0,86496402569000.0,81,0.20000074575,0.2,0.199998716352,3.6761913905299995e-14,0.0079999784839
720.0,-419.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,563193.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-400942704.814,16818711.5252,-400942704.814,-389050079.844,-412835329.785,-411646067.288,-390239342.341,2.0,282869057366000.0,52,0.199998970155,0.2,0.200001925471,3.6761913905299995e-14,0.00800003582465
720.0,-667.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-442843553.409,1317099.74396,-442843553.409,-441912223.249,-443774883.57,-443681750.554,-442005356.265,2.0,1734751735530.0,181,0.100000284095,0.1,0.0999993581762,3.6761913905299995e-14,0.000999996422696
720.0,-295.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-458466537.104,6519661.02455,-458466537.104,-453856440.582,-463076633.625,-462615623.973,-454317450.235,2.0,42505979875100.0,23,0.0999985085,0.2,0.200001925471,3.6761913905299995e-14,0.00399997884885
720.0,-543.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-489236956.85,2079772.37627,-489236956.85,-487766335.7,-490707578.001,-490560515.886,-487913397.815,2.0,4325453137090.0,152,0.20000074575,0.2,0.199998716352,3.6761913905299995e-14,0.0079999784839
720.0,-667.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-492353937.892,6419950.81667,-492353937.892,-487814347.134,-496893528.649,-496439569.573,-488268306.21,2.0,41215768488400.0,75,0.20000074575,0.1,0.199998716352,3.6761913905299995e-14,0.00399998924195
720.0,-667.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-498620816.565,2482528.10332,-498620816.565,-496865404.109,-500376229.022,-500200687.776,-497040945.355,2.0,6162945783760.0,4,0.0999985085,0.1,0.200001925471,3.6761913905299995e-14,0.00199998942443
720.0,-419.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,1689580.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-519115547.637,15549421.1238,-519115547.637,-508120446.517,-530110648.757,-529011138.645,-509219956.629,2.0,241784497284000.0,123,0.20000074575,0.2,0.199998716352,3.6761913905299995e-14,0.0079999784839
720.0,-543.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,563193.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-521918630.417,31700968.7863,-521918630.417,-499502660.418,-544334600.416,-542093003.416,-501744257.418,2.0,1004951421990000.0,46,0.199998970155,0.2,0.200001925471,3.6761913905299995e-14,0.00800003582465
720.0,-171.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,563193.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-528560524.769,3249959.73245,-528560524.769,-526262456.203,-530858593.334,-530628786.478,-526492263.06,2.0,10562238262600.0,65,0.199998970155,0.2,0.200001925471,3.6761913905299995e-14,0.00800003582465
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-536475483.231,5384923.9046,-536475483.231,-532667767.022,-540283199.44,-539902427.819,-533048538.643,2.0,28997405458300.0,36,0.0999985085,0.1,0.0999993581762,0.0,0.000999978666857
720.0,-295.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-540141822.076,8831136.52868,-540141822.076,-533897265.551,-546386378.601,-545761922.948,-534521721.203,2.0,77988972388200.0,94,0.20000074575,0.2,0.200001925471,3.6761913905299995e-14,0.00800010684914
720.0,-667.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-567974230.442,3783549.66883,-567974230.442,-565298856.815,-570649604.07,-570382066.707,-565566394.177,2.0,14315248096500.0,146,0.20000074575,0.1,0.199998716352,3.6761913905299995e-14,0.00399998924195
720.0,-419.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-595102019.571,5873311.95042,-595102019.571,-590948960.863,-599255078.28,-598839772.409,-591364266.734,2.0,34495793266900.0,17,0.0999985085,0.2,0.200001925471,3.6761913905299995e-14,0.00399997884885
720.0,-419.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-638259783.945,19352543.1121,-638259783.945,-624575469.477,-651944098.412,-650575666.966,-625943900.924,2.0,374520924907000.0,88,0.20000074575,0.2,0.200001925471,3.6761913905299995e-14,0.00800010684914
720.0,-543.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,1689580.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-638346641.038,1867101.02323,-638346641.038,-637026401.243,-639666880.833,-639534856.853,-637158425.223,2.0,3486066230960.0,117,0.20000074575,0.2,0.199998716352,3.6761913905299995e-14,0.0079999784839
720.0,-667.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,563193.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-642954923.746,11435685.8753,-642954923.746,-634868672.716,-651041174.776,-650232549.673,-635677297.819,2.0,130774911438000.0,40,0.199998970155,0.1,0.200001925471,3.6761913905299995e-14,0.00400001791232
720.0,-171.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-659542743.231,3431075.74488,-659542743.231,-657116606.306,-661968880.157,-661726266.465,-657359219.998,2.0,11772280767100.0,30,0.0999985085,0.2,0.0999993581762,0.0,0.00199995733371
720.0,-295.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,563193.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-678355509.473,35979530.353,-678355509.473,-652914139.577,-703796879.37,-701252742.38,-655458276.566,2.0,1294526604420000.0,59,0.199998970155,0.2,0.200001925471,3.6761913905299995e-14,0.00800003582465
720.0,-543.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-729438459.877,1451645.40345,-729438459.877,-728411991.568,-730464928.186,-730362281.355,-728514638.399,2.0,2107274377350.0,188,0.100000284095,0.2,0.199998716352,3.6761913905299995e-14,0.00399998569078
720.0,-667.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,1689580.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-734916878.425,6958743.90157,-734916878.425,-729996303.424,-739837453.427,-739345395.926,-730488360.924,2.0,48424116687700.0,111,0.20000074575,0.1,0.199998716352,3.6761913905299995e-14,0.00399998924195
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,563193.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-735904469.608,10872342.2367,-735904469.608,-728216562.685,-743592376.531,-742823585.839,-728985353.377,2.0,118207825712000.0,72,0.199998970155,0.1,0.0999993581762,0.0,0.00199997686514
720.0,-543.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-752647286.905,3436342.17227,-752647286.905,-750217426.053,-755077147.758,-754834161.672,-750460412.138,2.0,11808447524900.0,11,0.0999985085,0.2,0.200001925471,3.6761913905299995e-14,0.00399997884885
720.0,-543.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-761871779.493,10956046.4834,-761871779.493,-754124684.73,-769618874.256,-768844164.78,-754899394.206,2.0,120034954546000.0,82,0.20000074575,0.2,0.200001925471,3.6761913905299995e-14,0.00800010684914
720.0,-419.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-767407668.942,8028899.27795,-767407668.942,-761730379.817,-773084958.067,-772517229.154,-762298108.73,2.0,64463223615500.0,159,0.20000074575,0.2,0.199998716352,3.6761913905299995e-14,0.0079999784839
720.0,-171.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-770991317.727,4606121.34444,-770991317.727,-767734298.089,-774248337.364,-773922635.4,-768060000.053,2.0,21216353839700.0,101,0.20000074575,0.2,0.200001925471,3.6761913905299995e-14,0.00800010684914
720.0,-295.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,1689580.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-814566486.286,25671757.699,-814566486.286,-796413812.332,-832719160.24,-830903892.844,-798229079.727,2.0,659039143354000.0,130,0.20000074575,0.2,0.200001925471,3.6761913905299995e-14,0.00800010684914
720.0,-419.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,563193.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-818637190.333,50167322.2169,-818637190.333,-783163536.6,-854110844.067,-850563478.694,-786710901.973,2.0,2516760218410000.0,53,0.199998970155,0.2,0.200001925471,3.6761913905299995e-14,0.00800003582465
720.0,-667.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-835606977.83,7779133.39285,-835606977.83,-830106299.857,-841107655.804,-840557588.007,-830656367.654,2.0,60514916343800.0,182,0.100000284095,0.1,0.199998716352,3.6761913905299995e-14,0.00199999284539
720.0,-295.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-836132691.179,45364702.0759,-836132691.179,-804055002.714,-868210379.643,-865002610.797,-807262771.561,2.0,2057956194440000.0,24,0.0999985085,0.2,0.0999993581762,0.0,0.00199995733371
720.0,-419.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,1689580.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-867115351.478,3859220.35388,-867115351.478,-864386470.596,-869844232.36,-869571344.272,-864659358.684,2.0,14893581739800.0,124,0.20000074575,0.2,0.200001925471,3.6761913905299995e-14,0.00800010684914
720.0,-543.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-881365807.952,10567832.1574,-881365807.952,-873893222.171,-888838393.733,-888091135.155,-874640480.749,2.0,111679076506000.0,153,0.20000074575,0.2,0.199998716352,3.6761913905299995e-14,0.0079999784839
720.0,-295.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-902599397.583,15213137.1572,-902599397.583,-891842085.136,-913356710.03,-912280978.785,-892917816.38,2.0,231439542165000.0,95,0.20000074575,0.2,0.200001925471,3.6761913905299995e-14,0.00800010684914
720.0,-171.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,563193.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-903285597.65,8148349.1181,-903285597.65,-897523844.733,-909047350.567,-908471175.275,-898100020.025,2.0,66395593350500.0,66,0.199998970155,0.2,0.0999993581762,0.0,0.00399995373027
720.0,-667.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-904018624.198,48702045.4775,-904018624.198,-869581077.583,-938456170.813,-935012416.151,-873024832.245,2.0,2371889233700000.0,76,0.20000074575,0.1,0.200001925471,3.6761913905299995e-14,0.00400005342457
720.0,-667.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-904035486.636,48296644.2176,-904035486.636,-869884602.001,-938186371.271,-934771282.807,-873299690.465,2.0,2332565842680000.0,5,0.0999985085,0.1,0.200001925471,3.6761913905299995e-14,0.00199998942443
720.0,-543.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,563193.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-936868939.041,22859998.9028,-936868939.041,-920704478.799,-953033399.283,-951416953.259,-922320924.823,2.0,522579549834000.0,47,0.199998970155,0.2,0.200001925471,3.6761913905299995e-14,0.00800003582465
720.0,-667.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-971021490.167,5716538.19181,-971021490.167,-966979287.246,-975063693.087,-974659472.795,-967383507.538,2.0,32678808898500.0,147,0.20000074575,0.1,0.199998716352,3.6761913905299995e-14,0.00399998924195
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-974549658.437,11067893.3666,-974549658.437,-966723475.984,-982375840.89,-981593222.645,-967506094.229,2.0,122498263575000.0,108,0.20000074575,0.1,0.0999993581762,0.0,0.00199999462098
720.0,-419.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-980723605.667,30520727.092,-980723605.667,-959142192.573,-1002305018.76,-1000146877.45,-961300333.882,2.0,931514782227000.0,18,0.0999985085,0.2,0.0999993581762,0.0,0.00199995733371
720.0,-419.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1007887006.82,6447623.72862,-1007887006.82,-1003327848.36,-1012446165.28,-1011990249.44,-1003783764.21,2.0,41571851745900.0,195,0.100000284095,0.2,0.199998716352,3.6761913905299995e-14,0.00399998569078
720.0,-543.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,1689580.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1016421628.55,1135384.26152,-1016421628.55,-1015618790.64,-1017224466.46,-1017144182.67,-1015699074.43,2.0,1289097421300.0,118,0.20000074575,0.2,0.200001925471,3.6761913905299995e-14,0.00800010684914
720.0,-419.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1018120327.27,18635767.9442,-1018120327.27,-1004942849.39,-1031297805.16,-1029980057.37,-1006260597.17,2.0,347291846871000.0,89,0.20000074575,0.2,0.200001925471,3.6761913905299995e-14,0.00800010684914
720.0,-171.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,1689580.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1025474644.84,26697382.5421,-1025474644.84,-1006596744.61,-1044352545.08,-1042464755.06,-1008484534.63,2.0,712750234600000.0,137,0.20000074575,0.2,0.200001925471,3.6761913905299995e-14,0.00800010684914
720.0,-295.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1025517730.53,10441212.0377,-1025517730.53,-1018134678.69,-1032900782.36,-1032162477.18,-1018872983.88,2.0,109018908817000.0,166,0.20000074575,0.2,0.200001925471,3.6761913905299995e-14,0.00800010684914
720.0,-295.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,563193.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1074656441.93,32729743.6407,-1074656441.93,-1051513018.25,-1097799865.6,-1095485523.24,-1053827360.62,2.0,1071236118790000.0,60,0.199998970155,0.2,0.0999993581762,0.0,0.00399995373027
720.0,-667.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,563193.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1078163213.52,18601486.4847,-1078163213.52,-1065009976.29,-1091316450.76,-1090001127.03,-1066325300.01,2.0,346015299439000.0,41,0.199998970155,0.1,0.200001925471,3.6761913905299995e-14,0.00400001791232
720.0,-543.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1095281627.26,6499206.44439,-1095281627.26,-1090685994.31,-1099877260.21,-1099417696.91,-1091145557.6,2.0,42239684406800.0,189,0.100000284095,0.2,0.199998716352,3.6761913905299995e-14,0.00399998569078
720.0,-419.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,2252774.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1119755341.31,13132813.5272,-1119755341.31,-1110469039.81,-1129041642.81,-1128113012.66,-1111397669.96,2.0,172470791141000.0,160,0.20000074575,0.2,0.200001925471,3.6761913905299995e-14,0.00800010684914
720.0,-295.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,1689580.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1141743421.41,8911419.64498,-1141743421.41,-1135442096.15,-1148044746.67,-1147414614.14,-1136072228.67,2.0,79413400088900.0,131,0.20000074575,0.2,0.200001925471,3.6761913905299995e-14,0.00800010684914
720.0,-667.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,1689580.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1142217118.82,17313088.5599,-1142217118.82,-1129974916.49,-1154459321.14,-1153235100.91,-1131199136.73,2.0,299743035483000.0,112,0.20000074575,0.1,0.200001925471,3.6761913905299995e-14,0.00400005342457
720.0,-543.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1150864389.19,33002835.7254,-1150864389.19,-1127527860.25,-1174200918.13,-1171867265.24,-1129861513.14,2.0,1089187165920000.0,12,0.0999985085,0.2,0.0999993581762,0.0,0.00199995733371
720.0,-171.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,1126387.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1160012939.18,33691150.0559,-1160012939.18,-1136189698.51,-1183836179.85,-1181453855.78,-1138572022.57,2.0,1135093592090000.0,102,0.20000074575,0.2,0.0999993581762,0.0,0.00399998924195
720.0,-419.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,563193.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1175200956.43,10213578.7558,-1175200956.43,-1167978865.63,-1182423047.23,-1181700838.15,-1168701074.71,2.0,104317191001000.0,54,0.199998970155,0.2,0.0999993581762,0.0,0.00399995373027
