smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,PointProbability,prefix
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-982784863.06,296645.459501,-982784863.06,-982575103.044,-982994623.076,-982973647.074,-982596079.045,2.0,87998528642.8,0.12498986221,0.00782604400407,0.250453720508,0.25,3.66466187075e-13,9
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-990496184.246,548120.338015,-990496184.246,-990108604.638,-990883763.854,-990845005.893,-990147362.599,2.0,300435904946.0,0.249993707579,0.0156529635417,0.250453720508,0.25,3.66466187075e-13,34
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1029939807.66,654707.995214,-1029939807.66,-1029476859.2,-1030402756.13,-1030356461.28,-1029523154.05,2.0,428642558997.0,0.250006292421,0.0156537515218,0.250453720508,0.25,3.66466187075e-13,59
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1059370556.93,217348.677017,-1059370556.93,-1059216868.21,-1059524245.65,-1059508876.78,-1059232237.08,2.0,47240447400.9,0.12498986221,0.00195679352968,0.125226860254,0.125018050542,3.66466187075e-13,25
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1069167547.21,11207.3853355,-1069167547.21,-1069159622.39,-1069175472.03,-1069174679.54,-1069160414.87,2.0,125605486.057,0.250006292421,0.0156537515218,0.250453720508,0.25,3.66466187075e-13,84
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1098219505.73,120102.009825,-1098219505.73,-1098134580.78,-1098304430.67,-1098295938.18,-1098143073.28,2.0,14424492763.9,0.249993707579,0.00391380597435,0.125226860254,0.125018050542,3.66466187075e-13,50
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1109808766.37,635360.038203,-1109808766.37,-1109359498.98,-1110258033.77,-1110213107.03,-1109404425.72,2.0,403682378145.0,0.125003845369,0.0078269195376,0.250453720508,0.25,3.66466187075e-13,109
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1138134020.67,106386.250111,-1138134020.67,-1138058794.23,-1138209247.11,-1138201724.46,-1138066316.87,2.0,11318034212.6,0.250006292421,0.00391400299785,0.125226860254,0.125018050542,3.66466187075e-13,75
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1141560480.66,199949.949589,-1141560480.66,-1141419094.69,-1141701866.62,-1141687728.03,-1141433233.29,2.0,39979982340.8,0.12498986221,0.00391302200204,0.125226860254,0.25,3.66466187075e-13,4
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1141872509.59,1390503.75641,-1141872509.59,-1140889274.95,-1142855744.22,-1142757420.76,-1140987598.41,2.0,1933500696580.0,0.249993707579,0.00782648177084,0.125226860254,0.25,3.66466187075e-13,29
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1178294032.45,85048.5387686,-1178294032.45,-1178233894.06,-1178354170.85,-1178348157.01,-1178239907.9,2.0,7233253946.68,0.250006292421,0.00391400299785,0.125226860254,0.125018050542,3.66466187075e-13,100
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1183653869.83,700219.010859,-1183653869.83,-1183158740.22,-1184148999.44,-1184099486.48,-1183208253.18,2.0,490306663168.0,0.250006292421,0.00782687576092,0.125226860254,0.25,3.66466187075e-13,54
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1217623947.26,75371.3315293,-1217623947.26,-1217570651.68,-1217677242.84,-1217671913.28,-1217575981.23,2.0,5680837616.5,0.125003845369,0.00195701244467,0.125226860254,0.125018050542,3.66466187075e-13,125
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1221246213.26,932231.547756,-1221246213.26,-1220587026.01,-1221905400.5,-1221839481.78,-1220652944.73,2.0,869055658632.0,0.250006292421,0.00782687576092,0.125226860254,0.25,3.66466187075e-13,79
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1226931589.56,407451.819197,-1226931589.56,-1226643477.61,-1227219701.5,-1227190890.31,-1226672288.81,2.0,166016984967.0,0.12498986221,0.00389940739611,0.249546279492,0.125018050542,3.66466187075e-13,20
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1250669400.54,475471.24118,-1250669400.54,-1250333191.6,-1251005609.48,-1250971988.59,-1250366812.5,2.0,226072901189.0,0.249993707579,0.00779925103585,0.249546279492,0.125018050542,3.66466187075e-13,45
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1262390656.84,205344.159798,-1262390656.84,-1262245456.59,-1262535857.09,-1262521337.06,-1262259976.61,2.0,42166223963.2,0.125003845369,0.0039134597688,0.125226860254,0.25,3.66466187075e-13,104
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1291564601.22,225972.017761,-1291564601.22,-1291404814.87,-1291724387.56,-1291708408.93,-1291420793.5,2.0,51063352811.0,0.250006292421,0.00779964365513,0.249546279492,0.125018050542,3.66466187075e-13,70
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1330991571.2,90129.0555625,-1330991571.2,-1330927840.33,-1331055302.06,-1331048928.98,-1330934213.42,2.0,8123246656.59,0.250006292421,0.00779964365513,0.249546279492,0.125018050542,3.66466187075e-13,95
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1371664895.77,1239634.59626,-1371664895.77,-1370788341.74,-1372541449.8,-1372453794.4,-1370875997.15,2.0,1536693932240.0,0.125003845369,0.00389984363975,0.249546279492,0.125018050542,3.66466187075e-13,120
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1389039473.32,869576.471481,-1389039473.32,-1388424589.9,-1389654356.74,-1389592868.4,-1388486078.24,2.0,756163239754.0,0.12498986221,0.00389940739611,0.249546279492,0.125018050542,3.66466187075e-13,15
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1407557082.89,24525.6054974,-1407557082.89,-1407539740.67,-1407574425.11,-1407572690.89,-1407541474.89,2.0,601505325.016,0.249993707579,0.00779925103585,0.249546279492,0.125018050542,3.66466187075e-13,40
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1448277660.09,14173.4221657,-1448277660.09,-1448267637.97,-1448287682.21,-1448286680.0,-1448268640.18,2.0,200885895.888,0.250006292421,0.00779964365513,0.249546279492,0.125018050542,3.66466187075e-13,65
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1488907472.38,656809.720058,-1488907472.38,-1488443037.77,-1489371906.98,-1489325463.52,-1488489481.23,2.0,431399008363.0,0.250006292421,0.00779964365513,0.249546279492,0.125018050542,3.66466187075e-13,90
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1528860640.93,83608.2311283,-1528860640.93,-1528801520.98,-1528919760.88,-1528913848.88,-1528807432.98,2.0,6990336312.41,0.125003845369,0.00389984363975,0.249546279492,0.125018050542,3.66466187075e-13,115
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1550843136.84,111336.284046,-1550843136.84,-1550764410.2,-1550921863.48,-1550913990.82,-1550772282.86,2.0,12395768145.2,0.12498986221,0.00391358705936,0.250453720508,0.125018050542,3.66466187075e-13,10
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1566338653.31,616285.103227,-1566338653.31,-1565902873.93,-1566774432.68,-1566730854.74,-1565946451.87,2.0,379807328459.0,0.249993707579,0.00782761194871,0.250453720508,0.125018050542,3.66466187075e-13,35
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1605863422.38,801176.066621,-1605863422.38,-1605296905.35,-1606429939.41,-1606373287.7,-1605353557.05,2.0,641883089727.0,0.250006292421,0.00782800599569,0.250453720508,0.125018050542,3.66466187075e-13,60
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1646777684.91,1027064.31195,-1646777684.91,-1646051440.77,-1647503929.04,-1647431304.63,-1646124065.18,2.0,1054861100880.0,0.250006292421,0.00782800599569,0.250453720508,0.125018050542,3.66466187075e-13,85
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1685800423.2,374912.991831,-1685800423.2,-1685535319.68,-1686065526.72,-1686039016.37,-1685561830.03,2.0,140559751443.0,0.125003845369,0.00391402488934,0.250453720508,0.125018050542,3.66466187075e-13,110
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1709089463.17,28225.3948734,-1709089463.17,-1709069504.8,-1709109421.54,-1709107425.7,-1709071500.64,2.0,796672915.757,0.12498986221,0.00195679352968,0.125226860254,0.125018050542,3.66466187075e-13,5
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1723249434.42,204712.070532,-1723249434.42,-1723104681.13,-1723394187.72,-1723379712.39,-1723119156.46,2.0,41907031821.6,0.249993707579,0.00391380597435,0.125226860254,0.125018050542,3.66466187075e-13,30
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1763200898.56,44163.9031635,-1763200898.56,-1763169669.96,-1763232127.16,-1763229004.3,-1763172792.82,2.0,1950450342.64,0.250006292421,0.00391400299785,0.125226860254,0.125018050542,3.66466187075e-13,55
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1803706590.43,247138.439915,-1803706590.43,-1803531837.16,-1803881343.7,-1803863868.37,-1803549312.49,2.0,61077408483.7,0.250006292421,0.00391400299785,0.125226860254,0.125018050542,3.66466187075e-13,80
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1844023881.52,1072063.94018,-1844023881.52,-1843265817.83,-1844781945.2,-1844706138.83,-1843341624.2,2.0,1149321091830.0,0.125003845369,0.00195701244467,0.125226860254,0.125018050542,3.66466187075e-13,105
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-17142128485.3,13396.9493268,-17142128485.3,-17142119012.2,-17142137958.3,-17142137011.0,-17142119959.5,2.0,179478251.264,0.12498986221,0.00195679352968,0.125226860254,0.125018050542,3.66466187075e-13,1
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-324951148596.0,2756.11928472,-324951148596.0,-324951146647.0,-324951150545.0,-324951150350.0,-324951146842.0,2.0,7596193.51162,0.12498986221,0.00782604400407,0.250453720508,0.25,3.66466187075e-13,7
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-694969686960.0,346036.611764,-694969686960.0,-694969442276.0,-694969931645.0,-694969907177.0,-694969466744.0,2.0,119741336681.0,0.12498986221,0.00779656275213,0.249546279492,0.249963898917,3.66466187075e-13,13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206107984157000.0,642544.462822,-206107984157000.0,-206107983703000.0,-206107984612000.0,-206107984566000.0,-206107983748000.0,2.0,412863386703.0,0.125003845369,0.00779743498747,0.249546279492,0.249963898917,3.66466187075e-13,118
