npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix,ProbabilityWeight-ft_capacity
769.0,-754.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-986766702.622,12981589.8624,-986766702.622,-977587332.4,-995946072.845,-995028135.822,-978505269.422,2.0,168521675356000.0,2.78193391732e-13,0.250006184017,0.125210084034,0.00782582382741,41,0.25
769.0,-754.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-1024758119.22,6977881.18104,-1024758119.22,-1019824012.12,-1029692226.32,-1029198815.61,-1020317422.83,2.0,48690825776700.0,2.78193391732e-13,0.125002473607,0.125210084034,0.00391289255617,46,0.25
769.0,-308.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-160809383188.0,7257836.8595,-160809383188.0,-160804251122.0,-160814515253.0,-160814002047.0,-160804764329.0,2.0,52676195879100.0,2.78193391732e-13,0.124991342377,0.250420168067,0.00782508824124,79,0.25
769.0,-308.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-160861341131.0,15597029.5422,-160861341131.0,-160850312366.0,-160872369897.0,-160871267020.0,-160851415243.0,2.0,243267330539000.0,2.78193391732e-13,0.249993815983,0.250420168067,0.0156508733536,84,0.25
769.0,-308.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-160886413768.0,19341430.1806,-160886413768.0,-160872737311.0,-160900090224.0,-160898722578.0,-160874104957.0,2.0,374090921430000.0,2.78193391732e-13,0.250006184017,0.250420168067,0.0156516476548,89,0.25
769.0,-308.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-160919025811.0,6238759.40045,-160919025811.0,-160914614341.0,-160923437280.0,-160922996133.0,-160915055488.0,2.0,38922118856700.0,2.78193391732e-13,0.250006184017,0.250420168067,0.0156516476548,94,0.25
769.0,-308.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-160982792961.0,24289686.4345,-160982792961.0,-160965617559.0,-160999968363.0,-160998250823.0,-160967335099.0,2.0,589988867086000.0,2.78193391732e-13,0.125002473607,0.250420168067,0.00782578511235,99,0.25
769.0,-754.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-162979209752.0,5149.41968041,-162979209752.0,-162979206111.0,-162979213393.0,-162979213029.0,-162979206475.0,2.0,26516523.045,2.78193391732e-13,0.124991342377,0.125210084034,0.00195627206031,1,0.125
769.0,-754.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-163023480559.0,4728.65305834,-163023480559.0,-163023477216.0,-163023483903.0,-163023483568.0,-163023477550.0,2.0,22360159.7462,2.78193391732e-13,0.249993815983,0.125210084034,0.0039127183384,6,0.125
769.0,-754.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-163067756705.0,785.957301063,-163067756705.0,-163067756149.0,-163067757261.0,-163067757205.0,-163067756205.0,2.0,617728.879094,2.78193391732e-13,0.250006184017,0.125210084034,0.0039129119137,11,0.125
769.0,-754.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-163112029504.0,1411.29907745,-163112029504.0,-163112028506.0,-163112030502.0,-163112030402.0,-163112028606.0,2.0,1991765.08602,2.78193391732e-13,0.250006184017,0.125210084034,0.0039129119137,16,0.125
769.0,-754.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-163156304405.0,787.467779376,-163156304405.0,-163156303848.0,-163156304962.0,-163156304906.0,-163156303904.0,2.0,620105.503555,2.78193391732e-13,0.125002473607,0.125210084034,0.00195644627809,21,0.125
769.0,-159.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615057418299.0,54900765.697,-615057418299.0,-615018597595.0,-615096239003.0,-615092356932.0,-615022479665.0,2.0,3014094074120000.0,2.78193391732e-13,0.124991342377,0.125210084034,0.00195627206031,105,0.125
769.0,-159.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615086416181.0,33226628.3307,-615086416181.0,-615062921407.0,-615109910955.0,-615107561477.0,-615065270884.0,2.0,1104008830230000.0,2.78193391732e-13,0.249993815983,0.125210084034,0.0039127183384,110,0.125
769.0,-159.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615117649986.0,20395529.8306,-615117649986.0,-615103228169.0,-615132071804.0,-615130629622.0,-615104670351.0,2.0,415977637070000.0,2.78193391732e-13,0.250006184017,0.125210084034,0.0039129119137,115,0.125
769.0,-159.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615209222678.0,11141787.3422,-615209222678.0,-615201344245.0,-615217101112.0,-615216313268.0,-615202132088.0,2.0,124139425179000.0,2.78193391732e-13,0.250006184017,0.125210084034,0.0039129119137,120,0.125
769.0,-159.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-615232600579.0,11085628.0048,-615232600579.0,-615224761856.0,-615240439302.0,-615239655430.0,-615225545729.0,2.0,122891148261000.0,2.78193391732e-13,0.125002473607,0.125210084034,0.00195644627809,125,0.125
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-617241898453.0,6206756.48916,-617241898453.0,-617237509614.0,-617246287293.0,-617245848409.0,-617237948498.0,2.0,38523826115800.0,2.78193391732e-13,0.124991342377,0.249579831933,0.00779882955587,27,0.25
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,101070.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-617291929086.0,14104963.5515,-617291929086.0,-617281955371.0,-617301902802.0,-617300905430.0,-617282952742.0,2.0,198949996790000.0,2.78193391732e-13,0.249993815983,0.249579831933,0.0155983536443,32,0.25
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,202139.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-617329842411.0,5329897.63673,-617329842411.0,-617326073604.0,-617333611218.0,-617333234337.0,-617326450485.0,2.0,28407808818000.0,2.78193391732e-13,0.250006184017,0.249579831933,0.0155991253473,37,0.25
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303209.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-617372553451.0,3624116.85822,-617372553451.0,-617369990813.0,-617375116088.0,-617374859825.0,-617370247077.0,2.0,13134223002100.0,2.78193391732e-13,0.250006184017,0.249579831933,0.0155991253473,42,0.25
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,404278.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-617414715109.0,428959.043242,-617414715109.0,-617414411790.0,-617415018429.0,-617414988097.0,-617414442122.0,2.0,184005860779.0,2.78193391732e-13,0.125002473607,0.249579831933,0.00779952408848,47,0.25
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202630183884000.0,4333433.08734,-202630183884000.0,-202630180820000.0,-202630186949000.0,-202630186642000.0,-202630181127000.0,2.0,18778642322400.0,2.78193391732e-13,0.124991342377,0.249579831933,0.00779882955587,28,0.25
