npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231820434385000.0,2819283.70374,-231820434385000.0,-231820432392000.0,-231820436379000.0,-231820436180000.0,-231820432591000.0,2.0,7948360602150.0,1.74117872884e-13,106,0.25,0.125002399524,0.125007204196,0.00390655012056
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238301190971000.0,3124169.21058,-238301190971000.0,-238301188762000.0,-238301193180000.0,-238301192959000.0,-238301188983000.0,2.0,9760433256330.0,1.74117872884e-13,12,0.25,0.124991734973,0.250014408391,0.00781243366828
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238301245929000.0,99558.5355678,-238301245929000.0,-238301245859000.0,-238301246000000.0,-238301245993000.0,-238301245866000.0,2.0,9911902004.41,1.74117872884e-13,37,0.25,0.249995200952,0.250014408391,0.0156256005667
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238301302600000.0,4320725.36201,-238301302600000.0,-238301299545000.0,-238301305656000.0,-238301305350000.0,-238301299851000.0,2.0,18668667654000.0,1.74117872884e-13,62,0.25,0.250005865503,0.250014408391,0.0156262671395
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238301349945000.0,6674060.9418,-238301349945000.0,-238301345225000.0,-238301354664000.0,-238301354192000.0,-238301345697000.0,2.0,44543089454900.0,1.74117872884e-13,87,0.25,0.250004799048,0.250014408391,0.0156262004822
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238301402821000.0,2249370.70831,-238301402821000.0,-238301401230000.0,-238301404411000.0,-238301404252000.0,-238301401389000.0,2.0,5059668583410.0,1.74117872884e-13,112,0.25,0.125002399524,0.250014408391,0.00781310024112
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243301567288000.0,4881004.64626,-243301567288000.0,-243301563837000.0,-243301570740000.0,-243301570394000.0,-243301564182000.0,2.0,23824206356800.0,1.74117872884e-13,18,0.25,0.124991734973,0.249985591609,0.00781153320336
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243301618691000.0,2761872.04689,-243301618691000.0,-243301616738000.0,-243301620644000.0,-243301620449000.0,-243301616933000.0,2.0,7627937203390.0,1.74117872884e-13,43,0.25,0.249995200952,0.249985591609,0.0156237995523
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243301674525000.0,1172932.2884,-243301674525000.0,-243301673696000.0,-243301675355000.0,-243301675272000.0,-243301673779000.0,2.0,1375770153170.0,1.74117872884e-13,68,0.25,0.250005865503,0.249985591609,0.0156244660483
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243301724667000.0,5977218.01442,-243301724667000.0,-243301720440000.0,-243301728893000.0,-243301728470000.0,-243301720863000.0,2.0,35727135191900.0,1.74117872884e-13,93,0.25,0.250004799048,0.249985591609,0.0156243993987
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243301781912000.0,2571271.17095,-243301781912000.0,-243301780093000.0,-243301783730000.0,-243301783548000.0,-243301780275000.0,2.0,6611435434570.0,1.74117872884e-13,118,0.25,0.125002399524,0.249985591609,0.00781219969937
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249841425602000.0,10200156.9388,-249841425602000.0,-249841418389000.0,-249841432815000.0,-249841432093000.0,-249841419111000.0,2.0,104043201577000.0,1.74117872884e-13,24,0.125354107649,0.124991734973,0.249985591609,0.0039168310963
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249841471271000.0,2886029.58994,-249841471271000.0,-249841469231000.0,-249841473312000.0,-249841473108000.0,-249841469435000.0,2.0,8329166794000.0,1.74117872884e-13,49,0.125354107649,0.249995200952,0.249985591609,0.00783402980386
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249841536096000.0,12778231.3167,-249841536096000.0,-249841527060000.0,-249841545131000.0,-249841544228000.0,-249841527964000.0,2.0,163283195584000.0,1.74117872884e-13,74,0.125354107649,0.250005865503,0.249985591609,0.00783436399591
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249841580430000.0,8599751.53229,-249841580430000.0,-249841574349000.0,-249841586511000.0,-249841585903000.0,-249841574957000.0,2.0,73955726417100.0,1.74117872884e-13,99,0.125354107649,0.250004799048,0.249985591609,0.00783433057671
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249841646960000.0,1040693.55341,-249841646960000.0,-249841646224000.0,-249841647696000.0,-249841647623000.0,-249841646298000.0,2.0,1083043072100.0,1.74117872884e-13,124,0.125354107649,0.125002399524,0.249985591609,0.00391716528835
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493884236457000.0,1380392.64503,-493884236457000.0,-493884235481000.0,-493884237434000.0,-493884237336000.0,-493884235579000.0,2.0,1905483854450.0,1.74117872884e-13,11,0.25,0.124991734973,0.125007204196,0.00390621683414
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493884292226000.0,1786214.70597,-493884292226000.0,-493884290963000.0,-493884293489000.0,-493884293363000.0,-493884291089000.0,2.0,3190562975840.0,1.74117872884e-13,36,0.25,0.249995200952,0.125007204196,0.00781280028334
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493884347246000.0,5805504.04899,-493884347246000.0,-493884343140000.0,-493884351351000.0,-493884350940000.0,-493884343551000.0,2.0,33703877262900.0,1.74117872884e-13,61,0.25,0.250005865503,0.125007204196,0.00781313356976
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493884403851000.0,5258460.56625,-493884403851000.0,-493884400132000.0,-493884407569000.0,-493884407197000.0,-493884400504000.0,2.0,27651407526800.0,1.74117872884e-13,86,0.25,0.250004799048,0.125007204196,0.00781310024112
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493884454874000.0,3233946.54399,-493884454874000.0,-493884452587000.0,-493884457161000.0,-493884456932000.0,-493884452816000.0,2.0,10458410249400.0,1.74117872884e-13,111,0.25,0.125002399524,0.125007204196,0.00390655012056
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498884625154000.0,2612657.15858,-498884625154000.0,-498884623306000.0,-498884627001000.0,-498884626816000.0,-498884623491000.0,2.0,6825977428300.0,1.74117872884e-13,17,0.25,0.124991734973,0.250014408391,0.00781243366828
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498884665277000.0,4954375.21702,-498884665277000.0,-498884661773000.0,-498884668780000.0,-498884668430000.0,-498884662124000.0,2.0,24545833791100.0,1.74117872884e-13,42,0.25,0.249995200952,0.250014408391,0.0156256005667
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498884724830000.0,8700421.7502,-498884724830000.0,-498884718678000.0,-498884730982000.0,-498884730367000.0,-498884719293000.0,2.0,75697338631400.0,1.74117872884e-13,67,0.25,0.250005865503,0.250014408391,0.0156262671395
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498884782209000.0,12806463.5051,-498884782209000.0,-498884773154000.0,-498884791265000.0,-498884790359000.0,-498884774059000.0,2.0,164005507508000.0,1.74117872884e-13,92,0.25,0.250004799048,0.250014408391,0.0156262004822
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498884834299000.0,6562412.71433,-498884834299000.0,-498884829659000.0,-498884838939000.0,-498884838475000.0,-498884830123000.0,2.0,43065260633200.0,1.74117872884e-13,117,0.25,0.125002399524,0.250014408391,0.00781310024112
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505365578694000.0,4820711.57348,-505365578694000.0,-505365575285000.0,-505365582102000.0,-505365581761000.0,-505365575626000.0,2.0,23239260074700.0,1.74117872884e-13,23,0.125354107649,0.124991734973,0.249985591609,0.0039168310963
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505365633661000.0,919003.216402,-505365633661000.0,-505365633011000.0,-505365634311000.0,-505365634246000.0,-505365633076000.0,2.0,844566911757.0,1.74117872884e-13,48,0.125354107649,0.249995200952,0.249985591609,0.00783402980386
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505365687836000.0,7795724.27625,-505365687836000.0,-505365682324000.0,-505365693349000.0,-505365692798000.0,-505365682875000.0,2.0,60773316991400.0,1.74117872884e-13,73,0.125354107649,0.250005865503,0.249985591609,0.00783436399591
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505365741535000.0,6283089.71425,-505365741535000.0,-505365737093000.0,-505365745978000.0,-505365745534000.0,-505365737537000.0,2.0,39477216357300.0,1.74117872884e-13,98,0.125354107649,0.250004799048,0.249985591609,0.00783433057671
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505365780223000.0,6424117.43298,-505365780223000.0,-505365775681000.0,-505365784766000.0,-505365784311000.0,-505365776135000.0,2.0,41269284792700.0,1.74117872884e-13,123,0.125354107649,0.125002399524,0.249985591609,0.00391716528835
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754467671229000.0,3404750.88283,-754467671229000.0,-754467668822000.0,-754467673637000.0,-754467673396000.0,-754467669063000.0,2.0,11592328574100.0,1.74117872884e-13,16,0.25,0.124991734973,0.125007204196,0.00390621683414
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754467728198000.0,3826739.57031,-754467728198000.0,-754467725492000.0,-754467730904000.0,-754467730634000.0,-754467725763000.0,2.0,14643935739000.0,1.74117872884e-13,41,0.25,0.249995200952,0.125007204196,0.00781280028334
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754467780832000.0,1666569.9847,-754467780832000.0,-754467779653000.0,-754467782010000.0,-754467781893000.0,-754467779771000.0,2.0,2777455513890.0,1.74117872884e-13,66,0.25,0.250005865503,0.125007204196,0.00781313356976
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754467837808000.0,1015035.52094,-754467837808000.0,-754467837090000.0,-754467838525000.0,-754467838454000.0,-754467837162000.0,2.0,1030297108760.0,1.74117872884e-13,91,0.25,0.250004799048,0.125007204196,0.00781310024112
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754467888135000.0,6307454.27164,-754467888135000.0,-754467883675000.0,-754467892595000.0,-754467892149000.0,-754467884121000.0,2.0,39783979388800.0,1.74117872884e-13,116,0.25,0.125002399524,0.125007204196,0.00390655012056
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760948626394000.0,4446691.19807,-760948626394000.0,-760948623249000.0,-760948629538000.0,-760948629223000.0,-760948623564000.0,2.0,19773062611000.0,1.74117872884e-13,22,0.125354107649,0.124991734973,0.250014408391,0.00391728260421
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760948690727000.0,2876570.48994,-760948690727000.0,-760948688693000.0,-760948692761000.0,-760948692557000.0,-760948688896000.0,2.0,8274657783610.0,1.74117872884e-13,47,0.125354107649,0.249995200952,0.250014408391,0.00783493286205
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760948747892000.0,6841163.44406,-760948747892000.0,-760948743055000.0,-760948752730000.0,-760948752246000.0,-760948743539000.0,2.0,46801517268300.0,1.74117872884e-13,72,0.125354107649,0.250005865503,0.250014408391,0.00783526709262
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760948793073000.0,5120480.69872,-760948793073000.0,-760948789452000.0,-760948796694000.0,-760948796332000.0,-760948789814000.0,2.0,26219322586000.0,1.74117872884e-13,97,0.125354107649,0.250004799048,0.250014408391,0.00783523366957
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760948837464000.0,3251730.32373,-760948837464000.0,-760948835165000.0,-760948839763000.0,-760948839533000.0,-760948835395000.0,2.0,10573750098300.0,1.74117872884e-13,122,0.125354107649,0.125002399524,0.250014408391,0.00391761683478
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016531683870000.0,14700579.9217,-1016531683870000.0,-1016531673470000.0,-1016531694260000.0,-1016531693220000.0,-1016531674510000.0,2.0,216107050034000.0,1.74117872884e-13,21,0.125354107649,0.124991734973,0.125007204196,0.0019586413021
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016531729960000.0,3126914.92831,-1016531729960000.0,-1016531727750000.0,-1016531732170000.0,-1016531731950000.0,-1016531727970000.0,2.0,9777596968880.0,1.74117872884e-13,46,0.125354107649,0.249995200952,0.125007204196,0.00391746643102
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016531786980000.0,6748601.48702,-1016531786980000.0,-1016531782210000.0,-1016531791750000.0,-1016531791280000.0,-1016531782690000.0,2.0,45543622030700.0,1.74117872884e-13,71,0.125354107649,0.250005865503,0.125007204196,0.00391763354631
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016531836680000.0,2571993.08278,-1016531836680000.0,-1016531834860000.0,-1016531838500000.0,-1016531838320000.0,-1016531835050000.0,2.0,6615148417880.0,1.74117872884e-13,96,0.125354107649,0.250004799048,0.125007204196,0.00391761683478
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016531885830000.0,1548924.82881,-1016531885830000.0,-1016531884730000.0,-1016531886920000.0,-1016531886810000.0,-1016531884840000.0,2.0,2399168125310.0,1.74117872884e-13,121,0.125354107649,0.125002399524,0.125007204196,0.00195880841739
