smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,prefix
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-770041986416.0,28039011.95,-770041986416.0,-770022159841.0,-770061812992.0,-770059830334.0,-770024142498.0,2.0,786186191132000.0,2.6175466018599997e-14,0.00779714839709,0.249546279492,0.124999250922,0.249963898917,13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-101750642329000.0,20102375.7281,-101750642329000.0,-101750628114000.0,-101750656543000.0,-101750655122000.0,-101750629536000.0,2.0,404105509914000.0,2.6175466018599997e-14,0.00779721069797,0.249546279492,0.125000249693,0.249963898917,118
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102160494549000.0,4205553.99711,-102160494549000.0,-102160491575000.0,-102160497523000.0,-102160497225000.0,-102160491872000.0,2.0,17686684422600.0,2.6175466018599997e-14,0.0039133472,0.125226860254,0.125000249693,0.25,124
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102733238609000.0,3797610.43904,-102733238609000.0,-102733235924000.0,-102733241295000.0,-102733241026000.0,-102733236192000.0,2.0,14421845046700.0,2.6175466018599997e-14,0.00391391230429,0.250453720508,0.125000249693,0.125018050542,106
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-103074152889000.0,25913662.4411,-103074152889000.0,-103074134566000.0,-103074171213000.0,-103074169381000.0,-103074136398000.0,2.0,671517901113000.0,2.6175466018599997e-14,0.00779833681159,0.249546279492,0.125000249693,0.25,112
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-135873886595000.0,28197720.5488,-135873886595000.0,-135873866656000.0,-135873906533000.0,-135873904540000.0,-135873868650000.0,2.0,795111444148000.0,2.6175466018599997e-14,0.0155944213959,0.249546279492,0.250000499385,0.249963898917,93
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136283771345000.0,2122996.043,-136283771345000.0,-136283769844000.0,-136283772846000.0,-136283772696000.0,-136283769994000.0,2.0,4507112198590.0,2.6175466018599997e-14,0.0078266944,0.125226860254,0.250000499385,0.25,99
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136856460227000.0,16013722.6349,-136856460227000.0,-136856448903000.0,-136856471550000.0,-136856470418000.0,-136856450036000.0,2.0,256439312628000.0,2.6175466018599997e-14,0.00782782460857,0.250453720508,0.250000499385,0.125018050542,81
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-137197379706000.0,5052126.55339,-137197379706000.0,-137197376133000.0,-137197383278000.0,-137197382921000.0,-137197376490000.0,2.0,25523982711400.0,2.6175466018599997e-14,0.0155966736232,0.249546279492,0.250000499385,0.25,87
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-169997099568000.0,24613528.6476,-169997099568000.0,-169997082164000.0,-169997116973000.0,-169997115232000.0,-169997083905000.0,2.0,605825792485000.0,2.6175466018599997e-14,0.0155944213959,0.249546279492,0.250000499385,0.249963898917,68
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170407012481000.0,20127539.7692,-170407012481000.0,-170406998249000.0,-170407026714000.0,-170407025290000.0,-170406999672000.0,2.0,405117857159000.0,2.6175466018599997e-14,0.0078266944,0.125226860254,0.250000499385,0.25,74
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170979682140000.0,27294774.9651,-170979682140000.0,-170979662839000.0,-170979701440000.0,-170979699510000.0,-170979664769000.0,2.0,745004740393000.0,2.6175466018599997e-14,0.00782782460857,0.250453720508,0.250000499385,0.125018050542,56
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-171320618425000.0,469502.175213,-171320618425000.0,-171320618093000.0,-171320618757000.0,-171320618723000.0,-171320618126000.0,2.0,220432292530.0,2.6175466018599997e-14,0.0155966736232,0.249546279492,0.250000499385,0.25,62
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204120329195000.0,45621910.5607,-204120329195000.0,-204120296935000.0,-204120361454000.0,-204120358228000.0,-204120300161000.0,2.0,2081358723200000.0,2.6175466018599997e-14,0.0155943590951,0.249546279492,0.249999500615,0.249963898917,43
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204530237977000.0,35466823.459,-204530237977000.0,-204530212899000.0,-204530263056000.0,-204530260548000.0,-204530215406000.0,2.0,1257895566270000.0,2.6175466018599997e-14,0.00782666313177,0.125226860254,0.249999500615,0.25,49
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205102879803000.0,13452243.2687,-205102879803000.0,-205102870291000.0,-205102889315000.0,-205102888364000.0,-205102871242000.0,2.0,180962848961000.0,2.6175466018599997e-14,0.00782779333583,0.250453720508,0.249999500615,0.125018050542,31
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205443803495000.0,18037392.7584,-205443803495000.0,-205443790741000.0,-205443816250000.0,-205443814974000.0,-205443792016000.0,2.0,325347537520000.0,2.6175466018599997e-14,0.0155966113133,0.249546279492,0.249999500615,0.25,37
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238243290309000.0,26337286.5782,-238243290309000.0,-238243271686000.0,-238243308932000.0,-238243307070000.0,-238243273548000.0,2.0,693652664302000.0,2.6175466018599997e-14,0.00779714839709,0.249546279492,0.124999250922,0.249963898917,18
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238653175155000.0,61627378.0001,-238653175155000.0,-238653131578000.0,-238653218733000.0,-238653214375000.0,-238653135936000.0,2.0,3797933719170000.0,2.6175466018599997e-14,0.00391331593177,0.125226860254,0.124999250922,0.25,24
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239225832440000.0,3842092.75888,-239225832440000.0,-239225829723000.0,-239225835157000.0,-239225834885000.0,-239225829995000.0,2.0,14761676767800.0,2.6175466018599997e-14,0.00391388103154,0.250453720508,0.124999250922,0.125018050542,6
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239566762904000.0,3600643.19349,-239566762904000.0,-239566760358000.0,-239566765450000.0,-239566765196000.0,-239566760613000.0,2.0,12964631406800.0,2.6175466018599997e-14,0.00779827450171,0.249546279492,0.124999250922,0.25,12
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340547364140000.0,4664341.36117,-340547364140000.0,-340547360842000.0,-340547367438000.0,-340547367108000.0,-340547361172000.0,2.0,21756080333500.0,2.6175466018599997e-14,0.00779833681159,0.249546279492,0.125000249693,0.25,117
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340957300692000.0,2805433.51482,-340957300692000.0,-340957298708000.0,-340957302675000.0,-340957302477000.0,-340957298906000.0,2.0,7870457206100.0,2.6175466018599997e-14,0.00391278209571,0.125226860254,0.125000249693,0.249963898917,123
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-341939830496000.0,13561300.7012,-341939830496000.0,-341939820906000.0,-341939840085000.0,-341939839126000.0,-341939821865000.0,2.0,183908876707000.0,2.6175466018599997e-14,0.0038997314626,0.249546279492,0.125000249693,0.125018050542,111
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-374670576688000.0,36166025.0515,-374670576688000.0,-374670551115000.0,-374670602261000.0,-374670599704000.0,-374670553672000.0,2.0,1307981368030000.0,2.6175466018599997e-14,0.0155966736232,0.249546279492,0.250000499385,0.25,92
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-375080484317000.0,26828022.3967,-375080484317000.0,-375080465347000.0,-375080503288000.0,-375080501390000.0,-375080467244000.0,2.0,719742785715000.0,2.6175466018599997e-14,0.00782556419142,0.125226860254,0.250000499385,0.249963898917,98
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-376063039392000.0,1815645.2857,-376063039392000.0,-376063038108000.0,-376063040676000.0,-376063040547000.0,-376063038236000.0,2.0,3296567803500.0,2.6175466018599997e-14,0.00779946292521,0.249546279492,0.250000499385,0.125018050542,86
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-408793799216000.0,8986871.54695,-408793799216000.0,-408793792861000.0,-408793805571000.0,-408793804935000.0,-408793793497000.0,2.0,80763860201400.0,2.6175466018599997e-14,0.0155966736232,0.249546279492,0.250000499385,0.25,67
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-409203668899000.0,44489389.3585,-409203668899000.0,-409203637441000.0,-409203700358000.0,-409203697212000.0,-409203640586000.0,2.0,1979305765490000.0,2.6175466018599997e-14,0.00782556419142,0.125226860254,0.250000499385,0.249963898917,73
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-410186265764000.0,19765375.1659,-410186265764000.0,-410186251788000.0,-410186279740000.0,-410186278343000.0,-410186253185000.0,2.0,390670055449000.0,2.6175466018599997e-14,0.00779946292521,0.249546279492,0.250000499385,0.125018050542,61
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-442917041924000.0,8072494.44408,-442917041924000.0,-442917036216000.0,-442917047632000.0,-442917047061000.0,-442917036787000.0,2.0,65165166549700.0,2.6175466018599997e-14,0.0155966113133,0.249546279492,0.249999500615,0.25,42
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-443326914388000.0,30228852.1956,-443326914388000.0,-443326893013000.0,-443326935763000.0,-443326933625000.0,-443326895150000.0,2.0,913783505064000.0,2.6175466018599997e-14,0.0078255329277,0.125226860254,0.249999500615,0.249963898917,48
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-444309449905000.0,33232821.7166,-444309449905000.0,-444309426406000.0,-444309473404000.0,-444309471054000.0,-444309428756000.0,2.0,1104420439250000.0,2.6175466018599997e-14,0.00779943176577,0.249546279492,0.249999500615,0.125018050542,36
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477039962523000.0,11144637.0137,-477039962523000.0,-477039954643000.0,-477039970403000.0,-477039969615000.0,-477039955431000.0,2.0,124202934167000.0,2.6175466018599997e-14,0.00779827450171,0.249546279492,0.124999250922,0.25,17
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477449863135000.0,54960240.1419,-477449863135000.0,-477449824272000.0,-477449901997000.0,-477449898111000.0,-477449828158000.0,2.0,3020627996460000.0,2.6175466018599997e-14,0.00391275083199,0.125226860254,0.124999250922,0.249963898917,23
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-478432417535000.0,9914471.28146,-478432417535000.0,-478432410524000.0,-478432424545000.0,-478432423844000.0,-478432411225000.0,2.0,98296740790900.0,2.6175466018599997e-14,0.00389970030317,0.249546279492,0.124999250922,0.125018050542,11
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579413032844000.0,3134253.98959,-579413032844000.0,-579413030628000.0,-579413035060000.0,-579413034839000.0,-579413030849000.0,2.0,9823548071260.0,2.6175466018599997e-14,0.0038997314626,0.249546279492,0.125000249693,0.125018050542,116
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579753945811000.0,57297569.3212,-579753945811000.0,-579753905296000.0,-579753986327000.0,-579753982275000.0,-579753909347000.0,2.0,3283011450110000.0,2.6175466018599997e-14,0.0039133472,0.125226860254,0.125000249693,0.25,122
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613536221407000.0,7817465.86523,-613536221407000.0,-613536215879000.0,-613536226934000.0,-613536226382000.0,-613536216432000.0,2.0,61112772554100.0,2.6175466018599997e-14,0.00779946292521,0.249546279492,0.250000499385,0.125018050542,91
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613877181116000.0,33239965.0419,-613877181116000.0,-613877157612000.0,-613877204620000.0,-613877202270000.0,-613877159962000.0,2.0,1104895275980000.0,2.6175466018599997e-14,0.0078266944,0.125226860254,0.250000499385,0.25,97
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-647659443545000.0,15176381.3798,-647659443545000.0,-647659432813000.0,-647659454276000.0,-647659453203000.0,-647659433887000.0,2.0,230322551784000.0,2.6175466018599997e-14,0.00779946292521,0.249546279492,0.250000499385,0.125018050542,66
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-648000361005000.0,55610788.8988,-648000361005000.0,-648000321682000.0,-648000400327000.0,-648000396395000.0,-648000325614000.0,2.0,3092559841950000.0,2.6175466018599997e-14,0.0078266944,0.125226860254,0.250000499385,0.25,72
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-681782681703000.0,9324872.30067,-681782681703000.0,-681782675110000.0,-681782688297000.0,-681782687638000.0,-681782675769000.0,2.0,86953243423700.0,2.6175466018599997e-14,0.00779943176577,0.249546279492,0.249999500615,0.125018050542,41
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-682123631314000.0,44139422.0158,-682123631314000.0,-682123600103000.0,-682123662525000.0,-682123659404000.0,-682123603224000.0,2.0,1948288575890000.0,2.6175466018599997e-14,0.00782666313177,0.125226860254,0.249999500615,0.25,47
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-715905647008000.0,36000492.945,-715905647008000.0,-715905621552000.0,-715905672464000.0,-715905669919000.0,-715905624097000.0,2.0,1296035492290000.0,2.6175466018599997e-14,0.00389970030317,0.249546279492,0.124999250922,0.125018050542,16
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716246532951000.0,7036389.70433,-716246532951000.0,-716246527975000.0,-716246537926000.0,-716246537429000.0,-716246528473000.0,2.0,49510780071100.0,2.6175466018599997e-14,0.00391331593177,0.125226860254,0.124999250922,0.25,22
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-818619585991000.0,35128687.4711,-818619585991000.0,-818619561151000.0,-818619610831000.0,-818619608347000.0,-818619563635000.0,2.0,1234024683440000.0,2.6175466018599997e-14,0.00195695615214,0.125226860254,0.125000249693,0.125018050542,121
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-852742858246000.0,24343404.4659,-852742858246000.0,-852742841033000.0,-852742875460000.0,-852742873738000.0,-852742842754000.0,2.0,592601340990000.0,2.6175466018599997e-14,0.00391391230429,0.125226860254,0.250000499385,0.125018050542,96
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-886865998907000.0,2013686.67065,-886865998907000.0,-886865997483000.0,-886866000331000.0,-886866000188000.0,-886865997625000.0,2.0,4054934007540.0,2.6175466018599997e-14,0.00391391230429,0.125226860254,0.250000499385,0.125018050542,71
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-920989217295000.0,33260473.6134,-920989217295000.0,-920989193776000.0,-920989240814000.0,-920989238462000.0,-920989196128000.0,2.0,1106259104990000.0,2.6175466018599997e-14,0.00391389666791,0.125226860254,0.249999500615,0.125018050542,46
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955112162876000.0,19882762.2278,-955112162876000.0,-955112148817000.0,-955112176936000.0,-955112175530000.0,-955112150223000.0,2.0,395324233807000.0,2.6175466018599997e-14,0.00195694051577,0.125226860254,0.124999250922,0.125018050542,21
