smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight,PointProbability,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity
720.0,-460.3,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,388547351.96,3745729.83634,388547351.96,391195982.927,385898720.992,386163584.089,390931119.831,2.0,14030492006800.0,0.166693548387,0.0046303984219,1.28667840979e-13,115,0.166668531058,0.16666559696
720.0,-563.7,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,376855800.911,399618.046851,376855800.911,377138373.542,376573228.28,376601485.543,377110116.278,2.0,159694583369.0,0.166693548387,0.00231503518814,1.28667840979e-13,10,0.0833283616224,0.16666559696
720.0,-563.7,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,375991065.195,2017498.94295,375991065.195,377417652.378,374564478.011,374707136.73,377274993.66,2.0,4070301984800.0,0.166693548387,0.00463022576632,1.28667840979e-13,59,0.16666231642,0.16666559696
720.0,-357.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,335475362.567,1056743.47392,335475362.567,336222593.043,334728132.091,334802855.138,336147869.996,2.0,1116706769670.0,0.166612903226,0.00231395974453,1.28667840979e-13,25,0.0833283616224,0.166668806079
720.0,-563.7,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,318272497.719,1439810.08778,318272497.719,319290597.196,317254398.242,317356208.19,319188787.248,2.0,2073053088860.0,0.166693548387,0.0046303984219,1.28667840979e-13,108,0.166668531058,0.16666559696
720.0,-667.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,291383968.179,3783596.00931,291383968.179,294059374.574,288708561.783,288976102.423,293791833.935,2.0,14315598761600.0,0.0833064516129,0.0023139928479,1.28667840979e-13,52,0.16666231642,0.16666559696
720.0,-357.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,281473396.708,487274.768256,281473396.708,281817952.001,281128841.415,281163296.944,281783496.471,2.0,237436699779.0,0.166612903226,0.00462807480691,1.28667840979e-13,74,0.16666231642,0.166668806079
720.0,-667.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,255371977.713,956827.674577,255371977.713,256048557.05,254695398.376,254763056.31,255980899.117,2.0,915519198836.0,0.0833064516129,0.00115695759524,1.28667840979e-13,3,0.0833283616224,0.16666559696
720.0,-667.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,231914104.087,2196028.26121,231914104.087,233466930.562,230361277.611,230516560.259,233311647.914,2.0,4822540124020.0,0.0833064516129,0.00231407913393,1.28667840979e-13,101,0.166668531058,0.16666559696
720.0,-357.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,223595747.041,7787957.98117,223595747.041,229102664.941,218088829.141,218639520.931,228551973.151,2.0,60652289516500.0,0.166612903226,0.00462824738229,1.28667840979e-13,123,0.166668531058,0.166668806079
720.0,-460.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,215295245.013,3462774.46875,215295245.013,217743796.322,212846693.705,213091548.836,217498941.191,2.0,11990807021400.0,0.166693548387,0.00231507976377,1.28667840979e-13,18,0.0833283616224,0.166668806079
720.0,-460.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,213534544.164,2374395.10446,213534544.164,215213495.044,211855593.284,212023488.372,215045599.956,2.0,5637752112070.0,0.166693548387,0.00463031492056,1.28667840979e-13,67,0.16666231642,0.166668806079
720.0,-253.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,183223493.594,1776177.51262,183223493.594,184479440.758,181967546.43,182093141.147,184353846.041,2.0,3154806556330.0,0.166693548387,0.00231503518814,1.28667840979e-13,33,0.0833283616224,0.16666559696
720.0,-460.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,154972913.078,689077.562522,154972913.078,155460164.495,154485661.66,154534386.802,155411439.353,2.0,474827887172.0,0.166693548387,0.00463048757948,1.28667840979e-13,116,0.166668531058,0.166668806079
720.0,-253.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,131355192.53,443801.385404,131355192.53,131669007.499,131041377.561,131072759.058,131637626.002,2.0,196959669687.0,0.166693548387,0.00463022576632,1.28667840979e-13,82,0.16666231642,0.16666559696
720.0,-563.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,119282027.684,387548.899886,119282027.684,119556066.139,119007989.229,119035393.074,119528662.294,2.0,150194149803.0,0.166693548387,0.00463031492056,1.28667840979e-13,60,0.16666231642,0.166668806079
720.0,-563.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,91405421.7598,916842.549363,91405421.7598,92053727.3437,90757116.1758,90821946.7342,91988896.7853,2.0,840600260323.0,0.166693548387,0.00231507976377,1.28667840979e-13,11,0.0833283616224,0.166668806079
720.0,-253.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,70628185.642,4290056.63755,70628185.642,73661713.7821,67594657.5019,67898010.3159,73358360.9681,2.0,18404585953400.0,0.166693548387,0.0046303984219,1.28667840979e-13,131,0.166668531058,0.16666559696
720.0,-563.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,59980003.2843,3990840.91193,59980003.2843,62801953.9557,57158052.6128,57440247.6799,62519758.8886,2.0,15926811184400.0,0.166693548387,0.00463048757948,1.28667840979e-13,109,0.166668531058,0.166668806079
720.0,-357.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,58342775.8165,5381029.3227,58342775.8165,62147738.1403,54537813.4926,54918309.725,61767241.9079,2.0,28955476571800.0,0.166612903226,0.00231391519047,1.28667840979e-13,26,0.0833283616224,0.16666559696
720.0,-357.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,50642572.6923,1487597.38621,50642572.6923,51694462.8918,49590682.4929,49695871.5128,51589273.8719,2.0,2212945983450.0,0.166612903226,0.0046279856958,1.28667840979e-13,75,0.16666231642,0.16666559696
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,17677040.2748,2711058.61522,17677040.2748,19594048.2058,15760032.3438,15951733.1369,19402347.4127,2.0,7349838815170.0,0.0833064516129,0.00231403740345,1.28667840979e-13,53,0.16666231642,0.166668806079
720.0,-150.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-2418867.83114,4129403.65243,-2418867.83114,501061.493748,-5338797.15603,-5046804.22354,209068.561259,2.0,17051974524700.0,0.166693548387,0.00463022576632,1.28667840979e-13,90,0.16666231642,0.16666559696
720.0,-357.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-7245200.52863,7688146.18651,-7245200.52863,-1808860.22539,-12681540.8319,-12137906.8015,-2352494.25571,2.0,59107591785200.0,0.166612903226,0.00462815826785,1.28667840979e-13,124,0.166668531058,0.16666559696
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-27127678.7463,2843667.31045,-27127678.7463,-25116902.3076,-29138455.1849,-28937377.5411,-25317979.9515,2.0,8086443772500.0,0.0833064516129,0.00115697987227,1.28667840979e-13,4,0.0833283616224,0.166668806079
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-41182942.2074,3581164.66317,-41182942.2074,-38650676.3896,-43715208.0253,-43461981.4435,-38903902.9714,2.0,12824740344700.0,0.0833064516129,0.00231412369115,1.28667840979e-13,102,0.166668531058,0.166668806079
720.0,-460.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-50037808.0113,10711443.7945,-50037808.0113,-42463673.4679,-57611942.5547,-56854529.1004,-43221086.9222,2.0,114735028163000.0,0.166693548387,0.00463022576632,1.28667840979e-13,68,0.16666231642,0.16666559696
720.0,-460.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-67119343.8756,6385734.08552,-67119343.8756,-62603948.0009,-71634739.7503,-71183200.1629,-63055487.5884,2.0,40777599811000.0,0.166693548387,0.00231503518814,1.28667840979e-13,19,0.0833283616224,0.16666559696
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-69915758.9868,665222.278555,-69915758.9868,-69445375.8026,-70386142.1709,-70339103.8525,-69492414.121,2.0,442520679886.0,0.0833064516129,0.000578489936133,0.0,49,0.0833283616224,0.0833344030397
720.0,-253.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-82383750.8386,9668615.56342,-82383750.8386,-75547007.209,-89220494.4682,-88536820.1052,-76230681.572,2.0,93482126913300.0,0.166693548387,0.00231503518814,1.28667840979e-13,34,0.0833283616224,0.16666559696
720.0,-253.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-104271510.773,3863758.00728,-104271510.773,-101539421.285,-107003600.26,-106730391.312,-101812630.234,2.0,14928625938800.0,0.166693548387,0.00463022576632,1.28667840979e-13,83,0.16666231642,0.16666559696
720.0,-460.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-115843724.004,1154919.88181,-115843724.004,-115027072.324,-116660375.684,-116578710.516,-115108737.492,2.0,1333839933410.0,0.166693548387,0.0046303984219,1.28667840979e-13,117,0.166668531058,0.16666559696
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-117445041.523,11827173.4533,-117445041.523,-109081966.972,-125808116.074,-124971808.619,-109918274.427,2.0,139882031894000.0,0.0833064516129,0.00115701870173,0.0,98,0.16666231642,0.0833344030397
720.0,-563.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-159169945.828,4696868.81036,-159169945.828,-155848758.042,-162491133.614,-162159014.835,-156180876.82,2.0,22060576621700.0,0.166693548387,0.00463022576632,1.28667840979e-13,61,0.16666231642,0.16666559696
720.0,-253.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-161631294.453,580790.35465,-161631294.453,-161220613.655,-162041975.251,-162000907.171,-161261681.734,2.0,337317436054.0,0.166693548387,0.0046303984219,1.28667840979e-13,132,0.166668531058,0.16666559696
720.0,-563.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-191107212.449,5174464.69211,-191107212.449,-187448313.376,-194766111.522,-194400221.614,-187814203.283,2.0,26775084849900.0,0.166693548387,0.00231503518814,1.28667840979e-13,12,0.0833283616224,0.16666559696
720.0,-150.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-199582235.14,1601737.09141,-199582235.14,-198449635.981,-200714834.299,-200601574.383,-198562895.896,2.0,2565561710000.0,0.166693548387,0.00115753988189,0.0,42,0.0833283616224,0.0833344030397
720.0,-357.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-200558976.482,6251137.05533,-200558976.482,-196138755.08,-204979197.884,-204537175.744,-196580777.22,2.0,39076714484600.0,0.166612903226,0.00231391519047,1.28667840979e-13,27,0.0833283616224,0.16666559696
720.0,-357.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-211183224.511,17672533.8366,-211183224.511,-198686855.994,-223679593.028,-222429956.176,-199936492.846,2.0,312318452205000.0,0.166612903226,0.0046279856958,1.28667840979e-13,76,0.16666231642,0.16666559696
720.0,-563.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-214392346.073,2511504.22663,-214392346.073,-212616444.403,-216168247.743,-215990657.576,-212794034.57,2.0,6307653480390.0,0.166693548387,0.0046303984219,1.28667840979e-13,110,0.166668531058,0.16666559696
720.0,-150.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234521062.89,3452458.49555,-234521062.89,-232079806.076,-236962319.704,-236718194.022,-232323931.757,2.0,11919469663500.0,0.166693548387,0.00231515746028,0.0,91,0.16666231642,0.0833344030397
720.0,-667.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-267905495.612,5122041.87942,-267905495.612,-264283665.066,-271527326.159,-271165143.104,-264645848.121,2.0,26235313014600.0,0.0833064516129,0.0023139928479,1.28667840979e-13,54,0.16666231642,0.16666559696
720.0,-357.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-272846142.921,3934847.82519,-272846142.921,-270063785.341,-275628500.501,-275350264.743,-270342021.099,2.0,15483027407400.0,0.166612903226,0.00462815826785,1.28667840979e-13,125,0.166668531058,0.16666559696
720.0,-667.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-311713604.731,6558642.17165,-311713604.731,-307075944.376,-316351265.086,-315887499.051,-307539710.412,2.0,43015787135700.0,0.0833064516129,0.00115695759524,1.28667840979e-13,5,0.0833283616224,0.16666559696
720.0,-253.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-320433691.262,73638.4583592,-320433691.262,-320381621.009,-320485761.515,-320480554.49,-320386828.034,2.0,5422622549.52,0.166693548387,0.00115753988189,0.0,35,0.0833283616224,0.0833344030397
720.0,-460.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-327050185.84,237858.473841,-327050185.84,-326881994.5,-327218377.179,-327201558.045,-326898813.634,2.0,56576653577.9,0.166693548387,0.00463022576632,1.28667840979e-13,69,0.16666231642,0.16666559696
720.0,-667.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-328159489.388,2841673.89893,-328159489.388,-326150122.504,-330168856.271,-329967919.583,-326351059.192,2.0,8075110547850.0,0.0833064516129,0.00231407913393,1.28667840979e-13,103,0.166668531058,0.16666559696
720.0,-460.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-331611859.012,4548725.00184,-331611859.012,-328395424.717,-334828293.306,-334506649.877,-328717068.146,2.0,20690899142400.0,0.166693548387,0.00231503518814,1.28667840979e-13,20,0.0833283616224,0.16666559696
720.0,-253.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-362129537.828,5656223.97749,-362129537.828,-358129983.498,-366129092.159,-365729136.726,-358529938.931,2.0,31992869683500.0,0.166693548387,0.00231515746028,0.0,84,0.16666231642,0.0833344030397
720.0,-460.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-379786987.206,1135381.2705,-379786987.206,-378984151.411,-380589823.002,-380509539.422,-379064434.99,2.0,1289090629400.0,0.166693548387,0.0046303984219,1.28667840979e-13,118,0.166668531058,0.16666559696
720.0,-253.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-413702394.337,4045168.59082,-413702394.337,-410842028.195,-416562760.478,-416276723.864,-411128064.809,2.0,16363388928200.0,0.166693548387,0.00231524378974,0.0,133,0.166668531058,0.0833344030397
720.0,-563.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-441957368.622,580974.103865,-441957368.622,-441546557.894,-442368179.351,-442327098.278,-441587638.966,2.0,337530909362.0,0.166693548387,0.00463022576632,1.28667840979e-13,62,0.16666231642,0.16666559696
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-442267763.682,82942.3729721,-442267763.682,-442209114.568,-442326412.797,-442320547.885,-442214979.48,2.0,6879437234.25,0.166612903226,0.00115697987227,0.0,28,0.0833283616224,0.0833344030397
720.0,-563.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460601749.707,863304.741056,-460601749.707,-459991301.071,-461212198.344,-461151153.48,-460052345.934,2.0,745295075929.0,0.166693548387,0.00231503518814,1.28667840979e-13,13,0.0833283616224,0.16666559696
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-473457705.974,4971170.30441,-473457705.974,-469942557.741,-476972854.206,-476621339.383,-470294072.564,2.0,24712534195400.0,0.166612903226,0.00231403740345,0.0,77,0.16666231642,0.0833344030397
720.0,-563.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-511031148.024,643144.325294,-511031148.024,-510576376.31,-511485919.737,-511440442.566,-510621853.481,2.0,413634623158.0,0.166693548387,0.0046303984219,1.28667840979e-13,111,0.166668531058,0.16666559696
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-536518274.424,3349531.65056,-536518274.424,-534149797.88,-538886750.968,-538649903.313,-534386645.534,2.0,11219362278100.0,0.166612903226,0.00231412369115,0.0,126,0.166668531058,0.0833344030397
720.0,-667.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-557996903.936,5785291.63307,-557996903.936,-553906084.991,-562087722.881,-561678640.986,-554315166.886,2.0,33469599279700.0,0.0833064516129,0.0023139928479,1.28667840979e-13,55,0.16666231642,0.16666559696
720.0,-460.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-568031117.127,4774745.4624,-568031117.127,-564654862.232,-571407372.022,-571069746.532,-564992487.721,2.0,22798194230700.0,0.166693548387,0.00115753988189,0.0,21,0.0833283616224,0.0833344030397
720.0,-667.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-581967511.161,7078616.09767,-581967511.161,-576962173.717,-586972848.605,-586472314.861,-577462707.462,2.0,50106805858200.0,0.0833064516129,0.00115695759524,1.28667840979e-13,6,0.0833283616224,0.16666559696
720.0,-460.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-606187008.502,4036976.1406,-606187008.502,-603332435.297,-609041581.706,-608756124.386,-603617892.618,2.0,16297176359700.0,0.166693548387,0.00231515746028,0.0,70,0.16666231642,0.0833344030397
720.0,-667.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-620525797.27,2371179.49522,-620525797.27,-618849120.17,-622202474.371,-622034806.661,-619016787.88,2.0,5622492198570.0,0.0833064516129,0.00231407913393,1.28667840979e-13,104,0.166668531058,0.16666559696
720.0,-460.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-659699142.571,6392406.71193,-659699142.571,-655179028.437,-664219256.706,-663767245.292,-655631039.851,2.0,40862863570700.0,0.166693548387,0.00231524378974,0.0,119,0.166668531058,0.0833344030397
720.0,-563.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-689522678.481,4317150.52682,-689522678.481,-686469992.068,-692575364.894,-692270096.252,-686775260.709,2.0,18637788671200.0,0.166693548387,0.00115753988189,0.0,14,0.0833283616224,0.0833344030397
720.0,-563.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-727844989.807,11200869.5345,-727844989.807,-719924779.004,-735765200.61,-734973179.53,-720716800.084,2.0,125459478329000.0,0.166693548387,0.00231515746028,0.0,63,0.16666231642,0.0833344030397
720.0,-563.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-776539311.605,2898397.80656,-776539311.605,-774489834.862,-778588788.349,-778383840.675,-774694782.536,2.0,8400709845080.0,0.166693548387,0.00231524378974,0.0,112,0.166668531058,0.0833344030397
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-815878620.705,20306690.5871,-815878620.705,-801519622.088,-830237619.323,-828801719.461,-802955521.95,2.0,412361682600000.0,0.0833064516129,0.000578489936133,0.0,7,0.0833283616224,0.0833344030397
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-850248276.709,1501101.47963,-850248276.709,-849186837.674,-851309715.745,-851203571.841,-849292981.578,2.0,2253305652150.0,0.0833064516129,0.00115701870173,0.0,56,0.16666231642,0.0833344030397
