smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1470781632.08,619647.655726,-1470888113.13,-1469953227.85,-1471397074.22,-1471347602.8,-1470066587.89,4.0,383963217247.0,0.00291363770352,9.8243970108e-13,284,0.142763157895,0.142857142857,0.142862235785
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1482325607.16,1015567.88432,-1482626611.28,-1480934530.47,-1483114675.63,-1483104680.26,-1481125128.31,4.0,1031378127660.0,0.00145816154194,9.8243970108e-13,233,0.0714473684211,0.142857142857,0.142862235785
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1482897898.98,1125940.07458,-1482822529.61,-1481812858.08,-1484133678.61,-1484047610.13,-1481853704.93,4.0,1267741051530.0,0.00291595920758,9.8243970108e-13,267,0.142894736842,0.142857142857,0.142844410537
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1487037230.92,911669.824727,-1487445140.31,-1485677797.76,-1487580845.31,-1487574347.46,-1485929041.25,4.0,831141869317.0,0.00291363770352,9.8243970108e-13,309,0.142763157895,0.142857142857,0.142862235785
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1490776143.72,227617.602011,-1490812532.69,-1490508442.23,-1490971067.27,-1490969312.51,-1490532030.38,4.0,51809772745.5,0.00291363770352,9.8243970108e-13,292,0.142763157895,0.142857142857,0.142862235785
480.0,-193.7,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1493825348.31,777663.281479,-1493834049.93,-1493044745.32,-1494588548.05,-1494559045.52,-1493079468.83,4.0,604760179361.0,0.00145779766563,9.8243970108e-13,326,0.142894736842,0.142857142857,0.0714132926442
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1501025682.15,872560.663817,-1500723938.21,-1500369925.79,-1502284926.41,-1502081932.53,-1500391873.29,4.0,761362112041.0,0.00291632308389,9.8243970108e-13,275,0.142894736842,0.142857142857,0.142862235785
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1501934635.15,923792.235511,-1501824221.95,-1500977640.59,-1503112456.1,-1502970385.42,-1501053463.35,4.0,853392094390.0,0.00145816154194,9.8243970108e-13,241,0.0714473684211,0.142857142857,0.142862235785
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1504899425.93,176791.093573,-1504874968.63,-1504745565.27,-1505102201.22,-1505085794.08,-1504747298.02,4.0,31255090766.8,0.00145779766563,9.8243970108e-13,259,0.142894736842,0.142857142857,0.0714132926442
480.0,-248.0,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1505132428.87,790945.9641,-1505270195.21,-1504059718.14,-1505929606.9,-1505855027.14,-1504216957.71,4.0,625595518126.0,0.00145681885176,9.8243970108e-13,317,0.142763157895,0.142857142857,0.0714311178926
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1509290856.68,965010.529346,-1509145240.18,-1508277698.85,-1510595247.53,-1510393972.57,-1508391603.9,4.0,931245321749.0,0.00291363770352,9.8243970108e-13,300,0.142763157895,0.142857142857,0.142862235785
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1519909886.16,1375999.14087,-1519713167.83,-1518627803.08,-1521585405.89,-1521418393.47,-1518676784.51,4.0,1893373635670.0,0.000729080770972,9.8243970108e-13,249,0.0714473684211,0.142857142857,0.0714311178926
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1520841817.4,1621532.65392,-1520980344.07,-1518731939.47,-1522674641.98,-1522441415.26,-1519048282.19,4.0,2629368147730.0,0.00291632308389,9.8243970108e-13,283,0.142894736842,0.142857142857,0.142862235785
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1526472668.25,1170020.03689,-1526680057.03,-1524883846.27,-1527646712.67,-1527538162.3,-1525116829.91,4.0,1368946886720.0,0.00291363770352,9.8243970108e-13,308,0.142763157895,0.142857142857,0.142862235785
480.0,-193.7,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1530253674.17,1688037.28918,-1529790545.48,-1528777539.7,-1532656066.01,-1532269837.87,-1528885890.63,4.0,2849469889670.0,0.00291632308389,9.8243970108e-13,342,0.142894736842,0.142857142857,0.142862235785
480.0,-410.8,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1534930407.54,1233924.46871,-1534904800.39,-1533457402.38,-1536454627.02,-1536250890.48,-1533645774.63,4.0,1522569594480.0,0.00291595920758,9.8243970108e-13,266,0.142894736842,0.142857142857,0.142844410537
480.0,-356.5,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1538683537.83,1403204.08746,-1538380633.74,-1537481252.31,-1540491631.55,-1540281510.92,-1537509630.48,4.0,1968981711080.0,0.00291632308389,9.8243970108e-13,291,0.142894736842,0.142857142857,0.142862235785
480.0,-302.2,-6231.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1546459782.94,1774608.3302,-1546992136.44,-1544033176.29,-1547821682.59,-1547810384.54,-1544363886.44,4.0,3149234725620.0,0.00145681885176,9.8243970108e-13,316,0.142763157895,0.142857142857,0.0714311178926
480.0,-193.7,-4867.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1548925173.91,869657.819714,-1549259566.51,-1547643345.82,-1549538216.8,-1549513643.97,-1547868554.21,4.0,756304723390.0,0.00291632308389,9.8243970108e-13,350,0.142894736842,0.142857142857,0.142862235785
