smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-meoh_capacity
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,374963816.706,221296.458391,374963816.706,375120296.932,374807336.479,374822984.502,375104648.909,2.0,48972122496.2,1.2866453778e-13,0.111112146884,0.0013741878633,0.111290322581,312,0.111128939092
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,368652998.831,179240.001704,368652998.831,368779740.651,368526257.01,368538931.192,368767066.469,2.0,32126978210.8,1.2866453778e-13,0.111112146884,0.000687093931648,0.0556451612903,202,0.111128939092
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,341113658.695,1035355.79092,341113658.695,341845765.795,340381551.594,340454762.304,341772555.085,2.0,1071961613790.0,1.2866453778e-13,0.111106553709,0.00137411868928,0.111290322581,123,0.111128939092
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,339823802.802,317659.818432,339823802.802,340048422.214,339599183.39,339621645.331,340025960.273,2.0,100907760246.0,1.2866453778e-13,0.111112768348,0.0013741955493,0.111290322581,412,0.111128939092
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,338872207.505,197061.689155,338872207.505,339011551.161,338732863.848,338746798.213,338997616.796,2.0,38833309332.8,1.2866453778e-13,0.111112146884,0.000343447760809,0.0556451612903,701,0.055548424363
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,333168232.932,88423.3508279,333168232.932,333230757.683,333105708.181,333111960.656,333224505.208,2.0,7818688971.63,1.2866453778e-13,0.111112146884,0.000687093931648,0.0556451612903,302,0.111128939092
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,303826908.092,617266.026534,303826908.092,304263381.085,303390435.098,303434082.398,304219733.785,2.0,381017347513.0,1.2866453778e-13,0.111112146884,0.0013741878633,0.111290322581,223,0.111128939092
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,303134901.257,156185.491948,303134901.257,303245341.077,303024461.436,303035505.418,303234297.095,2.0,24393907895.1,1.2866453778e-13,0.111112146884,0.000343447760809,0.0556451612903,801,0.055548424363
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,301805580.688,184225.110212,301805580.688,301935847.512,301675313.863,301688340.546,301922820.83,2.0,33938891232.5,1.2866453778e-13,0.111112768348,0.0013741955493,0.111290322581,512,0.111128939092
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,296929298.909,1010802.28714,296929298.909,297644044.061,296214553.758,296286028.273,297572569.546,2.0,1021721263690.0,1.2866453778e-13,0.0555501695353,0.000687020914636,0.111290322581,13,0.111128939092
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,296808966.084,2176937.39339,296808966.084,298348293.277,295269638.891,295423571.61,298194360.558,2.0,4739056414720.0,1.2866453778e-13,0.111106553709,0.00137411868928,0.111290322581,113,0.111128939092
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,296796776.956,531454.939208,296796776.956,297172572.347,296420981.564,296458561.103,297134992.808,2.0,282444352409.0,1.2866453778e-13,0.111112768348,0.000687097774649,0.0556451612903,402,0.111128939092
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,266858572.525,950423.98028,266858572.525,267530623.766,266186521.283,266253726.408,267463418.642,2.0,903305742291.0,1.2866453778e-13,0.111112146884,0.0013741878633,0.111290322581,323,0.111128939092
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,265957554.802,312105.108813,265957554.802,266178246.441,265736863.163,265758932.327,266156177.277,2.0,97409598947.3,1.2866453778e-13,0.055556384174,0.000171724840877,0.0556451612903,901,0.055548424363
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,264754616.183,71317.4572346,264754616.183,264805045.241,264704187.125,264709230.031,264800002.335,2.0,5086179706.41,1.2866453778e-13,0.111112768348,0.0013741955493,0.111290322581,612,0.111128939092
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,261012617.589,69174.2464913,261012617.589,261061531.168,260963704.01,260968595.368,261056639.81,2.0,4785076377.64,1.2866453778e-13,0.111112146884,0.0013741878633,0.111290322581,213,0.111128939092
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,258752009.641,342108.873457,258752009.641,258993917.145,258510102.136,258534292.887,258969726.395,2.0,117038481298.0,1.2866453778e-13,0.111112768348,0.000687097774649,0.0556451612903,502,0.111128939092
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,246509166.199,1492729.10426,246509166.199,247564685.071,245453647.327,245559199.214,247459133.184,2.0,2228240178690.0,1.2866453778e-13,0.111106553709,0.000687059344642,0.0556451612903,103,0.111128939092
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,234770553.258,2856499.9863,234770553.258,236790403.769,232750702.747,232952687.798,236588418.718,2.0,8159592171740.0,1.2866453778e-13,0.111106553709,0.0013737218892,0.111290322581,134,0.111096848726
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,231762246.101,1383097.41312,231762246.101,232740243.661,230784248.541,230882048.297,232642443.905,2.0,1912958454170.0,1.2866453778e-13,0.111112768348,0.0013741955493,0.111290322581,423,0.111128939092
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,228770180.457,928969.034814,228770180.457,229427060.761,228113300.153,228178988.183,229361372.73,2.0,862983467643.0,1.2866453778e-13,0.111112146884,0.0013741878633,0.111290322581,712,0.111128939092
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,222164913.722,852228.744306,222164913.722,222767530.446,221562296.998,221622558.67,222707268.774,2.0,726293832621.0,1.2866453778e-13,0.111112768348,0.000687097774649,0.0556451612903,602,0.111128939092
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,221841867.507,532467.980229,221841867.507,222218379.227,221465355.788,221503006.96,222180728.055,2.0,283522149970.0,1.2866453778e-13,0.111112146884,0.0013741878633,0.111290322581,313,0.111128939092
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,218248273.718,2185080.93751,218248273.718,219793359.267,216703188.17,216857696.725,219638850.712,2.0,4774578703470.0,1.2866453778e-13,0.0555501695353,0.000343510457318,0.0556451612903,3,0.111128939092
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,207328836.411,1641414.68596,207328836.411,208489491.866,206168180.956,206284246.501,208373426.321,2.0,2694242171300.0,1.2866453778e-13,0.111112146884,0.000687093931648,0.0556451612903,203,0.111128939092
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,194896339.831,2348569.69862,194896339.831,196557029.391,193235650.271,193401719.227,196390960.435,2.0,5515779629270.0,1.2866453778e-13,0.111112146884,0.00137379104324,0.111290322581,234,0.111096848726
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,193894485.174,382426.963501,193894485.174,194164901.874,193624068.475,193651110.145,194137860.204,2.0,146250382413.0,1.2866453778e-13,0.111112768348,0.0013741955493,0.111290322581,523,0.111128939092
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,193201448.148,719446.420256,193201448.148,193710173.591,192692722.706,192743595.25,193659301.046,2.0,517603151620.0,1.2866453778e-13,0.111112146884,0.0013741878633,0.111290322581,812,0.111128939092
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,189998395.501,69662.0393528,189998395.501,190047654.001,189949137.0,189954062.851,190042728.151,2.0,4852799726.79,1.2866453778e-13,0.0555501695353,0.000686822525691,0.111290322581,24,0.111096848726
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,189891006.435,49285.558884,189891006.435,189925856.588,189856156.282,189859641.297,189922371.573,2.0,2429066314.51,1.2866453778e-13,0.111106553709,0.0013737218892,0.111290322581,124,0.111096848726
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,185198035.759,2628506.29661,185198035.759,187056670.385,183339401.132,183525264.595,186870806.923,2.0,6909045351320.0,1.2866453778e-13,0.111112768348,0.0013741955493,0.111290322581,413,0.111128939092
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,184944931.282,2048289.66898,184944931.282,186393290.797,183496571.768,183641407.719,186248454.846,2.0,4195490568030.0,1.2866453778e-13,0.111112146884,0.000687093931648,0.0556451612903,702,0.111128939092
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,172604116.463,685230.237224,172604116.463,173088647.411,172119585.516,172168038.611,173040194.316,2.0,469540478006.0,1.2866453778e-13,0.111112146884,0.000687093931648,0.0556451612903,303,0.111128939092
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,163669070.859,2387388.17151,163669070.859,165357209.224,161980932.493,162149746.33,165188395.387,2.0,5699622281480.0,1.2866453778e-13,0.111112146884,0.00137379104324,0.111290322581,334,0.111096848726
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,158017793.7,207009.794498,158017793.7,158164171.73,157871415.671,157886053.474,158149533.927,2.0,42853055017.9,1.2866453778e-13,0.111112768348,0.0013741955493,0.111290322581,623,0.111128939092
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,156669113.795,32618.6458021,156669113.795,156692178.661,156646048.929,156648355.416,156689872.174,2.0,1063976053.96,1.2866453778e-13,0.055556384174,0.000687097774649,0.111290322581,912,0.111128939092
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,153931492.525,1027573.07911,153931492.525,154658096.418,153204888.633,153277549.022,154585436.029,2.0,1055906432920.0,1.2866453778e-13,0.111112146884,0.00137379104324,0.111290322581,224,0.111096848726
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,149044517.101,1480047.46501,149044517.101,150091068.7,147997965.502,148102620.661,149986413.54,2.0,2190540498680.0,1.2866453778e-13,0.111112768348,0.0013741955493,0.111290322581,513,0.111128939092
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,148304107.353,309514.556987,148304107.353,148522967.195,148085247.511,148107133.495,148501081.211,2.0,95799260986.9,1.2866453778e-13,0.111112146884,0.000687093931648,0.0556451612903,802,0.111128939092
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,136866322.393,1389176.02909,136866322.393,137848618.184,135884026.603,135982256.182,137750388.605,2.0,1929810039790.0,1.2866453778e-13,0.111106553709,0.0013737218892,0.111290322581,114,0.111096848726
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,135546028.714,501093.219957,135546028.714,135900355.128,135191702.3,135227134.941,135864922.486,2.0,251094415087.0,1.2866453778e-13,0.111112768348,0.000687097774649,0.0556451612903,403,0.111128939092
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,134431057.883,1967226.88761,134431057.883,135822097.355,133040018.41,133179122.358,135682993.408,2.0,3869981627320.0,1.2866453778e-13,0.111106553709,0.00136376738276,0.110483870968,145,0.111096848726
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,126835188.208,1831928.27042,126835188.208,128130557.111,125539819.306,125669356.196,128001020.221,2.0,3355961187950.0,1.2866453778e-13,0.111112768348,0.00137379872702,0.111290322581,434,0.111096848726
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,122686800.208,590416.550226,122686800.208,123104287.755,122269312.662,122311061.417,123062539.0,2.0,348591702781.0,1.2866453778e-13,0.111112146884,0.0013741878633,0.111290322581,723,0.111128939092
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,118375358.137,1003193.00118,118375358.137,119084722.711,117665993.563,117736930.021,119013786.254,2.0,1006396197610.0,1.2866453778e-13,0.111112146884,0.00137379104324,0.111290322581,324,0.111096848726
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,113028872.403,2747122.04582,113028872.403,114971381.031,111086363.776,111280614.639,114777130.168,2.0,7546679534610.0,1.2866453778e-13,0.111112768348,0.0013741955493,0.111290322581,613,0.111128939092
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,111906819.826,2128217.88391,111906819.826,113411697.124,110401942.529,110552430.258,113261209.394,2.0,4529311361380.0,1.2866453778e-13,0.055556384174,0.000343548887324,0.0556451612903,902,0.111128939092
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,110116026.045,1104470.89967,110116026.045,110897004.907,109335047.182,109413145.068,110818907.021,2.0,1219855968220.0,1.2866453778e-13,0.0555501695353,0.000686822525691,0.111290322581,14,0.111096848726
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,99543609.5801,215927.203121,99543609.5801,99696293.1697,99390925.9906,99406194.3495,99681024.8107,2.0,46624557047.7,1.2866453778e-13,0.111112146884,0.00137379104324,0.111290322581,214,0.111096848726
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,97847971.9255,596800.167561,97847971.9255,98269973.371,97425970.48,97468170.6245,98227773.2264,2.0,356170440001.0,1.2866453778e-13,0.111112768348,0.000687097774649,0.0556451612903,503,0.111128939092
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,93069445.2899,803515.731254,93069445.2899,93637616.7123,92501273.8676,92558091.0098,93580799.5701,2.0,645637530373.0,1.2866453778e-13,0.111112146884,0.00136383603568,0.110483870968,245,0.111096848726
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,89957671.3883,1749817.0342,89957671.3883,91194978.879,88720363.8976,88844094.6467,91071248.1299,2.0,3061859653160.0,1.2866453778e-13,0.111112768348,0.00137379872702,0.111290322581,534,0.111096848726
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,88156725.1495,2686479.35293,88156725.1495,90056352.9175,86257097.3816,86447060.1584,89866390.1407,2.0,7217171313700.0,1.2866453778e-13,0.0555501695353,0.000686822525691,0.111290322581,35,0.111096848726
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,85902715.9085,1739994.01333,85902715.9085,87133077.4745,84672354.3424,84795390.499,87010041.3179,2.0,3027579166430.0,1.2866453778e-13,0.111112146884,0.0013741878633,0.111290322581,823,0.111128939092
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,84126801.3729,2005969.48818,84126801.3729,85545236.0008,82708366.7449,82850210.2077,85403392.538,2.0,4023913587490.0,1.2866453778e-13,0.111106553709,0.0013737218892,0.111290322581,135,0.111096848726
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,80752947.5727,4745168.08675,80752947.5727,84108288.1047,77397607.0407,77733141.0939,83772754.0515,2.0,22516620171500.0,1.2866453778e-13,0.111112768348,0.00137379872702,0.111290322581,424,0.111096848726
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,79196666.4135,4578741.98069,79196666.4135,82434325.9174,75959006.9096,76282772.86,82110559.967,2.0,20964878125800.0,1.2866453778e-13,0.111106553709,0.0006868609446,0.0556451612903,104,0.111096848726
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,625771.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,76553714.2024,998492.554815,76553714.2024,77259755.0589,75847673.3459,75918277.4316,77189150.9732,2.0,996987382020.0,1.2866453778e-13,0.111112146884,0.0013741878633,0.111290322581,713,0.111128939092
720.0,-323.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,68932539.875,2040476.32965,68932539.875,70375374.5246,67489705.2255,67633988.6904,70231091.0596,2.0,4163543651850.0,1.2866453778e-13,0.0555501695353,0.000681845550867,0.110483870968,56,0.111096848726
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,62294851.209,1025165.1638,62294851.209,63019752.4481,61569949.9698,61642440.0937,62947262.3242,2.0,1050963613060.0,1.2866453778e-13,0.111112146884,0.00137379104324,0.111290322581,314,0.111096848726
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,61267450.4076,2053039.77696,61267450.4076,62719168.7559,59815732.0593,59960903.8941,62573996.9211,2.0,4214972325770.0,1.2866453778e-13,0.111112768348,0.000687097774649,0.0556451612903,603,0.111128939092
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,60214913.1232,2584111.12798,60214913.1232,62042155.6251,58387670.6212,58570394.8714,61859431.3749,2.0,6677630321740.0,1.2866453778e-13,0.111112146884,0.00136383603568,0.110483870968,345,0.111096848726
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,54106427.1134,5938584.32697,54106427.1134,58305640.3616,49907213.8651,50327135.1899,57885719.0368,2.0,35266783808600.0,1.2866453778e-13,0.111112768348,0.00137379872702,0.111290322581,634,0.111096848726
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,52583740.4306,3665027.74382,52583740.4306,55175306.4015,49992174.4597,50251331.0568,54916149.8044,2.0,13432428363000.0,1.2866453778e-13,0.111112146884,0.00137379104324,0.111290322581,235,0.111096848726
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,47872076.5709,1909018.11856,47872076.5709,49221956.228,46522196.9139,46657184.8796,49086968.2623,2.0,3644350177000.0,1.2866453778e-13,0.055556384174,0.000687097774649,0.111290322581,923,0.111128939092
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,446979.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,43030500.3724,3206308.56595,43030500.3724,45297702.902,40763297.8428,40990018.0958,45070982.649,2.0,10280414620100.0,1.2866453778e-13,0.111112768348,0.00137379872702,0.111290322581,524,0.111096848726
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,41474450.6641,1126938.88414,41474450.6641,42271316.7911,40677584.5371,40757271.1498,42191630.1784,2.0,1269991248590.0,1.2866453778e-13,0.111112146884,0.0013741878633,0.111290322581,813,0.111128939092
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,40239325.8079,2529799.41458,40239325.8079,42028164.129,38450487.4868,38629371.3189,41849280.2969,2.0,6399885078020.0,1.2866453778e-13,0.111112146884,0.000686895521619,0.0556451612903,204,0.111096848726
720.0,-323.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,34544931.7843,3514465.48474,34544931.7843,37030034.1608,32059829.4078,32308339.6454,36781523.9232,2.0,12351467643400.0,1.2866453778e-13,0.111106553709,0.00136376738276,0.110483870968,156,0.111096848726
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,32669574.1928,1308455.08235,32669574.1928,33594791.6544,31744356.7312,31836878.4774,33502269.9083,2.0,1712054702520.0,1.2866453778e-13,0.0555501695353,0.000343411262846,0.0556451612903,4,0.111096848726
