smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,prefix,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight-htse_capacity
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,247792722.032,29943.8273959,247792722.032,247813895.515,247771548.549,247773665.897,247811778.167,2.0,896632799.118,0.111114149417,0.00137421262977,312,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,228097737.475,62990.3924779,228097737.475,228142278.409,228053196.541,228057650.635,228137824.315,2.0,3967789544.52,0.111112906473,0.00137419725757,412,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,227937857.233,144905.932006,227937857.233,228040321.2,227835393.266,227845639.662,228030074.803,2.0,20997729130.6,0.0555446452764,0.000343476296473,2,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,222623032.204,26112.5497517,222623032.204,222641496.565,222604567.843,222606414.279,222639650.129,2.0,681865254.536,0.111101719985,0.000687029453915,102,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,223489.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,208306749.264,142446.642329,208306749.264,208407474.25,208206024.277,208216096.776,208397401.752,2.0,20291045910.9,0.111112906473,0.00137419725757,512,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,202689284.749,416954.610575,202689284.749,202984116.182,202394453.317,202423936.46,202954633.038,2.0,173851147280.0,0.111114149417,0.000687106314884,202,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,188363307.176,78541.4314741,188363307.176,188418844.355,188307769.998,188313323.715,188413290.637,2.0,6168756458.0,0.111114149417,0.00137421262977,612,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,183121859.708,299074.203275,183121859.708,183333337.105,182910382.311,182931530.05,183312189.365,2.0,89445379064.7,0.111114149417,0.000687106314884,302,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,168724770.274,32256.7583863,168724770.274,168747579.247,168701961.302,168704242.199,168745298.35,2.0,1040498461.59,0.111114149417,0.00137421262977,712,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,163034592.025,579971.91011,163034592.025,163444694.096,162624489.955,162665500.162,163403683.889,2.0,336367416516.0,0.111112906473,0.000687098628787,402,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,148889357.738,128671.957714,148889357.738,148980342.552,148798372.924,148807471.406,148971244.071,2.0,16556472702.0,0.111114149417,0.00137421262977,812,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,223489.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,142985949.39,36753.2749564,142985949.39,143011937.88,142959960.9,142962559.749,143009339.031,2.0,1350803220.02,0.111112906473,0.000687098628787,502,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-598.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,129167442.328,23411.9857786,129167442.328,129183997.102,129150887.554,129152543.031,129182341.624,2.0,548121078.097,0.0555570747083,0.000687106314884,912,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,123739993.321,26654.6400503,123739993.321,123758840.998,123721145.644,123723030.412,123756956.23,2.0,710469836.211,0.111114149417,0.000687106314884,602,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,104235251.697,3556.44499075,104235251.697,104237766.483,104232736.91,104232988.389,104237515.004,2.0,12648300.9722,0.111114149417,0.000687106314884,702,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,84038398.1994,207753.511445,84038398.1994,84185302.1161,83891494.2826,83906184.6743,84170611.7245,2.0,43161521517.8,0.111114149417,0.000687106314884,802,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,77842091.9363,274058.472339,77842091.9363,78035880.5406,77648303.3321,77667682.1925,78016501.6801,2.0,75108046261.0,0.111101719985,0.00137405890783,123,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,64186258.068,625938.781419,64186258.068,64628863.625,63743652.5111,63787913.0668,64584603.0693,2.0,391799358084.0,0.0555570747083,0.000343553157442,902,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,57921136.8156,309465.902594,57921136.8156,58139962.2539,57702311.3773,57724193.9212,58118079.7101,2.0,95769144868.1,0.111114149417,0.00137421262977,223,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,38287074.2743,69064.5096492,38287074.2743,38335910.2574,38238238.2912,38243121.8895,38331026.6591,2.0,4769906493.08,0.111114149417,0.00137421262977,323,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,18687044.4097,15551.9962794,18687044.4097,18698041.3317,18676047.4877,18677147.1799,18696941.6395,2.0,241864588.273,0.111112906473,0.00137419725757,423,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,18189718.2952,16383.1104932,18189718.2952,18201302.9037,18178133.6867,18179292.1475,18200144.4429,2.0,268406309.432,0.0555446452764,0.000686952592947,13,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,12413285.9409,212772.535276,12413285.9409,12563738.8435,12262833.0384,12277878.3287,12548693.5532,2.0,45272151767.6,0.111101719985,0.00137405890783,113,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,223489.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1045085.35756,32180.5590817,-1045085.35756,-1022330.26601,-1067840.44911,-1065564.93996,-1024605.77517,2.0,1035588382.81,0.111112906473,0.00137419725757,523,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-7101901.05647,455567.996628,-7101901.05647,-6779765.83676,-7424036.27618,-7391822.75421,-6811979.35874,2.0,207542199552.0,0.111114149417,0.00137421262977,213,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-21167131.2441,6924.6534794,-21167131.2441,-21162234.7747,-21172027.7135,-21171538.0666,-21162724.4216,2.0,47950825.8098,0.111114149417,0.00137421262977,623,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-26798475.5437,614227.327233,-26798475.5437,-26364151.2354,-27232799.852,-27189367.4211,-26407583.6662,2.0,377275209520.0,0.111114149417,0.00137421262977,313,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-40779392.51,281772.0873,-40779392.51,-40580149.5563,-40978635.4637,-40958711.1683,-40600073.8517,2.0,79395509181.2,0.111114149417,0.00137421262977,723,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-46967585.2704,89935.0524802,-46967585.2704,-46903991.5849,-47031178.9559,-47024819.5873,-46910350.9535,2.0,8088313664.62,0.111112906473,0.00137419725757,413,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-54737619.626,783454.486573,-54737619.626,-54183633.6458,-55291605.6062,-55236207.0082,-54239032.2438,2.0,613800932532.0,0.111101719985,0.000687029453915,103,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-60388115.033,57350.1082078,-60388115.033,-60347562.3826,-60428667.6834,-60424612.4183,-60351617.6476,2.0,3289034911.45,0.111114149417,0.00137421262977,823,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-61007427.4707,248615.14286,-61007427.4707,-60831630.0172,-61183224.9241,-61165645.1787,-60849209.7626,2.0,61809489259.2,0.0555446452764,0.000343476296473,3,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,223489.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-66678445.8608,221892.49815,-66678445.8608,-66521544.1707,-66835347.5509,-66819657.3819,-66537234.3397,2.0,49236280735.1,0.111112906473,0.00137419725757,513,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-74782682.1731,196125.368165,-74782682.1731,-74644000.5953,-74921363.7509,-74907495.5931,-74657868.7531,2.0,38465160037.8,0.111114149417,0.000687106314884,203,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-80430104.2586,294640.672027,-80430104.2586,-80221761.8414,-80638446.6758,-80617612.4341,-80242596.0831,2.0,86813125612.3,0.0555570747083,0.000687106314884,923,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-86387088.7919,759560.608424,-86387088.7919,-85849998.335,-86924179.2488,-86870470.2031,-85903707.3806,2.0,576932317870.0,0.111114149417,0.00137421262977,613,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-95528222.3992,141993.154627,-95528222.3992,-95427818.0767,-95628626.7217,-95618586.2894,-95437858.5089,2.0,20162055960.8,0.111114149417,0.000687106314884,303,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-106375695.933,418747.84236,-106375695.933,-106079596.494,-106671795.372,-106642185.428,-106109206.438,2.0,175349755481.0,0.111114149417,0.00137421262977,713,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-114953555.754,267977.048477,-114953555.754,-114764067.366,-115143044.143,-115124095.304,-114783016.205,2.0,71811698510.4,0.111112906473,0.000687098628787,403,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-125948878.291,11341.5142549,-125948878.291,-125940858.63,-125956897.953,-125956095.987,-125941660.596,2.0,128629945.595,0.111114149417,0.00137421262977,813,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-128906932.679,135679.458151,-128906932.679,-128810992.814,-129002872.544,-128993278.557,-128820586.801,2.0,18408915364.1,0.111101719985,0.00137366212501,134,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,223489.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-135027585.118,151367.904401,-135027585.118,-134920551.846,-135134618.39,-135123915.063,-134931255.174,2.0,22912242482.6,0.111112906473,0.000687098628787,503,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-146239930.108,193368.994357,-146239930.108,-146103197.581,-146376662.635,-146362989.383,-146116870.834,2.0,37391567978.8,0.0555570747083,0.000687106314884,913,0.111128939092,2.5733227401400003e-13,0.111290322581
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-148797971.877,157684.501932,-148797971.877,-148686472.096,-148909471.657,-148898321.679,-148697622.074,2.0,24864402149.6,0.111114149417,0.00137381580256,234,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-154983432.783,57703.1940095,-154983432.783,-154942630.463,-155024235.102,-155020154.87,-154946710.695,2.0,3329658598.9,0.111114149417,0.000687106314884,603,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-168495169.02,105440.699897,-168495169.02,-168420611.186,-168569726.854,-168562271.07,-168428066.969,2.0,11117741194.7,0.111114149417,0.00137381580256,334,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-174694966.97,272445.30318,-174694966.97,-174502319.049,-174887614.892,-174868350.1,-174521583.841,2.0,74226443225.1,0.111114149417,0.000687106314884,703,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-188503039.949,126663.25913,-188503039.949,-188413475.5,-188592604.398,-188583647.953,-188422431.944,2.0,16043581213.5,0.111112906473,0.0013738004348,434,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-189418786.985,337520.151575,-189418786.985,-189180124.197,-189657449.773,-189633583.494,-189203990.475,2.0,113919852719.0,0.0555446452764,0.000686754223731,24,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-194455907.326,766220.163105,-194455907.326,-193914107.852,-194997706.799,-194943526.852,-193968287.8,2.0,587093338348.0,0.111114149417,0.000687106314884,803,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-195172210.329,492390.255408,-195172210.329,-194824037.84,-195520382.817,-195485565.568,-194858855.089,2.0,242448163620.0,0.111101719985,0.00137366212501,124,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,223489.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208253345.767,344415.919999,-208253345.767,-208009806.935,-208496884.6,-208472530.717,-208034160.818,2.0,118622325949.0,0.111112906473,0.0013738004348,534,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214376746.694,149598.243261,-214376746.694,-214270964.762,-214482528.626,-214471950.433,-214281542.955,2.0,22379634386.7,0.0555570747083,0.000343553157442,903,0.111128939092,2.5733227401400003e-13,0.0556451612903
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214900196.941,225149.847249,-214900196.941,-214740991.957,-215059401.925,-215043481.426,-214756912.455,2.0,50692453716.3,0.111114149417,0.00137381580256,224,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-228170762.195,58772.1138169,-228170762.195,-228129204.035,-228212320.355,-228208164.539,-228133359.851,2.0,3454161362.51,0.111114149417,0.00137381580256,634,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,134094.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-234736775.281,199211.087585,-234736775.281,-234595911.77,-234877638.791,-234863552.44,-234609998.121,2.0,39685057416.9,0.111114149417,0.00137381580256,324,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-247824233.187,51907.6365695,-247824233.187,-247787528.945,-247860937.429,-247857267.005,-247791199.369,2.0,2694402734.23,0.111114149417,0.00137381580256,734,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-254927570.353,286837.140638,-254927570.353,-254724745.865,-255130394.84,-255110112.391,-254745028.314,2.0,82275545249.5,0.111112906473,0.0013738004348,424,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-263483449.815,153908.614384,-263483449.815,-263374619.99,-263592279.64,-263581396.658,-263385502.973,2.0,23687861581.5,0.111101719985,0.00137366212501,114,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-267537516.248,154196.444423,-267537516.248,-267428482.897,-267646549.6,-267635646.265,-267439386.232,2.0,23776543472.7,0.111114149417,0.00137381580256,834,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-268657653.477,169787.591152,-268657653.477,-268537595.52,-268777711.434,-268765705.639,-268549601.316,2.0,28827826109.2,0.0555446452764,0.000686754223731,14,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,223489.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-274294018.505,239647.866671,-274294018.505,-274124561.873,-274463475.136,-274446529.473,-274141507.536,2.0,57431099999.9,0.111112906473,0.0013738004348,524,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-283386883.821,211616.925762,-283386883.821,-283237248.057,-283536519.584,-283521556.008,-283252211.634,2.0,44781723268.9,0.111114149417,0.00137381580256,214,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-287488156.945,44932.2482993,-287488156.945,-287456385.048,-287519928.843,-287516751.653,-287459562.238,2.0,2018906937.23,0.0555570747083,0.000686907901279,934,0.111096848726,2.5733227401400003e-13,0.111290322581
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-293974378.06,175040.729527,-293974378.06,-293850605.573,-294098150.546,-294085773.298,-293862982.821,2.0,30639256993.3,0.111114149417,0.00137381580256,624,0.111096848726,2.5733227401400003e-13,0.111290322581
