npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight
1280.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2019103025.12,29410472.4815,2019103025.12,2039899369.65,1998306680.59,2000386315.04,2037819735.19,2.0,864975891585000.0,1.17734560967e-13,0.125,0.25,124,0.125002603629,0.00390633136341
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2013916977.5,102552258.759,2013916977.5,2086432375.1,1941401579.91,1948653119.67,2079180835.34,2.0,1.05169657765e+16,1.17734560967e-13,0.25,0.125,61,0.250004260484,0.00781263314013
1280.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2013212210.76,30546954.3717,2013212210.76,2034812169.34,1991612252.18,1993772248.03,2032652173.48,2.0,933116421385000.0,1.17734560967e-13,0.125,0.25,119,0.250005207258,0.00781266272682
1280.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2011207758.51,6391877.28726,2011207758.51,2015727498.28,2006688018.73,2007139992.71,2015275524.31,2.0,40856095255400.0,1.17734560967e-13,0.25,0.25,93,0.250005207258,0.0156253254536
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2000873006.8,11834671.3487,2000873006.8,2009241383.16,1992504630.43,1993341468.07,2008404545.52,2.0,140059445933000.0,1.17734560967e-13,0.25,0.25,82,0.249994792742,0.0156246745464
1280.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1977284680.3,76939774.7136,1977284680.3,2031689316.74,1922880043.86,1928320507.5,2026248853.1,2.0,5919728932970000.0,1.17734560967e-13,0.25,0.25,98,0.125002603629,0.00781266272682
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1970168688.11,39370800.2738,1970168688.11,1998008047.96,1942329328.25,1945113264.24,1995224111.97,2.0,1550059914200000.0,1.17734560967e-13,0.25,0.125,66,0.250005207258,0.00781266272682
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1935247934.01,9841306.19582,1935247934.01,1942206788.36,1928289079.66,1928984965.1,1941510902.92,2.0,96851307639800.0,1.17734560967e-13,0.25,0.25,87,0.250004260484,0.0156252662803
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1930233965.17,27183643.6285,1930233965.17,1949455703.92,1911012226.43,1912934400.3,1947533530.05,2.0,738950480920000.0,1.17734560967e-13,0.125,0.25,103,0.124993135887,0.00390603549646
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1929573995.19,15874078.9863,1929573995.19,1940798664.09,1918349326.3,1919471793.19,1939676197.2,2.0,251986383664000.0,1.17734560967e-13,0.25,0.125,51,0.124993135887,0.00390603549646
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1926759143.81,36401525.9318,1926759143.81,1952498909.64,1901019377.98,1903593354.56,1949924933.06,2.0,1325071090170000.0,1.17734560967e-13,0.25,0.25,77,0.124993135887,0.00781207099292
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1919841642.92,49408200.7988,1919841642.92,1954778516.75,1884904769.08,1888398456.47,1951284829.36,2.0,2441170306180000.0,1.17734560967e-13,0.125,0.25,108,0.249994792742,0.00781233727318
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1900008785.9,49190395.2626,1900008785.9,1934791647.96,1865225923.84,1868704210.04,1931313361.75,2.0,2419694986090000.0,1.17734560967e-13,0.125,0.25,113,0.250004260484,0.00781263314013
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1869910804.77,43953387.0669,1869910804.77,1900990542.82,1838831066.72,1841939040.53,1897882569.02,2.0,1931900234650000.0,1.17734560967e-13,0.25,0.25,97,0.125002603629,0.00781266272682
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1856886800.51,55544818.4936,1856886800.51,1896162918.33,1817610682.69,1821538294.48,1892235306.55,2.0,3085226861490000.0,1.17734560967e-13,0.25,0.125,71,0.125002603629,0.00390633136341
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1852351736.87,56234400.2561,1852351736.87,1892115462.63,1812588011.12,1816564383.69,1888139090.05,2.0,3162307772170000.0,1.17734560967e-13,0.125,0.25,118,0.250005207258,0.00781266272682
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1825608819.21,30724803.6282,1825608819.21,1847334536.21,1803883102.21,1806055673.91,1845161964.51,2.0,944013557990000.0,1.17734560967e-13,0.25,0.25,92,0.250005207258,0.0156253254536
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1815578738.23,13557063.0242,1815578738.23,1825165029.42,1805992447.03,1806951076.15,1824206400.3,2.0,183793957841000.0,1.17734560967e-13,0.25,0.125,86,0.250004260484,0.00781263314013
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1774813989.55,62105334.9504,1774813989.55,1818729093.05,1730898886.06,1735290396.41,1814337582.7,2.0,3857072629300000.0,1.17734560967e-13,0.25,0.125,81,0.249994792742,0.00781233727318
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1725325757.44,65311809.5008,1725325757.44,1771508180.83,1679143334.05,1683761576.39,1766889938.49,2.0,4265632460270000.0,1.17734560967e-13,0.25,0.125,91,0.250005207258,0.00781266272682
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1717808863.99,53314980.5083,1717808863.99,1755508248.25,1680109479.73,1683879418.16,1751738309.82,2.0,2842487146600000.0,1.17734560967e-13,0.125,0.25,107,0.249994792742,0.00781233727318
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1715523685.89,3757483.94466,1715523685.89,1718180628.26,1712866743.51,1713132437.75,1717914934.03,2.0,14118685594300.0,1.17734560967e-13,0.25,0.125,76,0.124993135887,0.00390603549646
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1692465646.39,25248418.6172,1692465646.39,1710318974.41,1674612318.37,1676397651.18,1708533641.61,2.0,637482642671000.0,1.17734560967e-13,0.125,0.25,102,0.124993135887,0.00390603549646
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1689450008.78,19177373.1233,1689450008.78,1703010459.36,1675889558.2,1677245603.25,1701654414.3,2.0,367771639911000.0,1.17734560967e-13,0.125,0.25,123,0.125002603629,0.00390633136341
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1666922110.25,4923517.35804,1666922110.25,1670403562.76,1663440657.74,1663788802.99,1670055417.51,2.0,24241023174900.0,1.17734560967e-13,0.125,0.25,112,0.250004260484,0.00781263314013
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1606723513.0,43011621.3881,1606723513.0,1637137322.16,1576309703.85,1579351084.76,1634095941.24,2.0,1849999574430000.0,1.17734560967e-13,0.125,0.25,117,0.250005207258,0.00781266272682
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1570313873.85,136464906.09,1570313873.85,1666809134.34,1473818613.36,1483468139.41,1657159608.29,2.0,1.86226705941e+16,1.17734560967e-13,0.25,0.125,96,0.125002603629,0.00390633136341
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1545041351.83,179903040.288,1545041351.83,1672252011.57,1417830692.09,1430551758.06,1659530945.6,2.0,3.23651039049e+16,1.17734560967e-13,0.125,0.125,106,0.249994792742,0.00390616863659
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1502874289.19,137289016.707,1502874289.19,1599952283.88,1405796294.49,1415504093.96,1590244484.41,2.0,1.88482741082e+16,1.17734560967e-13,0.125,0.25,122,0.125002603629,0.00390633136341
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1484322935.35,40590680.1553,1484322935.35,1513024880.54,1455620990.16,1458491184.67,1510154686.02,2.0,1647603315470000.0,1.17734560967e-13,0.125,0.125,101,0.124993135887,0.00195301774823
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1425538032.31,12234239.8708,1425538032.31,1434188946.28,1416887118.33,1417752209.73,1433323854.88,2.0,149676625215000.0,1.17734560967e-13,0.125,0.125,111,0.250004260484,0.00390631657006
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1347648690.9,57817472.051,1347648690.9,1388531817.46,1306765564.34,1310853877.0,1384443504.8,2.0,3342860074360000.0,1.17734560967e-13,0.125,0.125,116,0.250005207258,0.00390633136341
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1345699723.6,52261956.6872,1345699723.6,1382654507.57,1308744939.63,1312440418.03,1378959029.17,2.0,2731312116780000.0,1.17734560967e-13,0.125,0.125,121,0.125002603629,0.00195316568171
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171337300730.0,10009738.5189,-171337300730.0,-171330222776.0,-171344378684.0,-171343670888.0,-171330930571.0,2.0,100194865216000.0,1.17734560967e-13,0.125,0.125,1,0.124993135887,0.00195301774823
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171385255879.0,15424301.6464,-171385255879.0,-171374349251.0,-171396162507.0,-171395071844.0,-171375439913.0,2.0,237909081280000.0,1.17734560967e-13,0.125,0.125,6,0.249994792742,0.00390616863659
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171386103760.0,26495701.0212,-171386103760.0,-171367368470.0,-171404839050.0,-171402965521.0,-171369241999.0,2.0,702022172602000.0,1.17734560967e-13,0.25,0.25,79,0.124993135887,0.00781207099292
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171389819977.0,56377257.3501,-171389819977.0,-171349955236.0,-171429684718.0,-171425698244.0,-171353941710.0,2.0,3178395146320000.0,1.17734560967e-13,0.25,0.25,53,0.124993135887,0.00781207099292
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171394851717.0,42774672.1846,-171394851717.0,-171364605456.0,-171425097978.0,-171422073352.0,-171367630082.0,2.0,1829672580500000.0,1.17734560967e-13,0.25,0.25,27,0.124993135887,0.00781207099292
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171438190270.0,11286229.1076,-171438190270.0,-171430209701.0,-171446170839.0,-171445372782.0,-171431007758.0,2.0,127378967470000.0,1.17734560967e-13,0.125,0.125,11,0.250004260484,0.00390631657006
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171443465785.0,18508602.0651,-171443465785.0,-171430378227.0,-171456553343.0,-171455244587.0,-171431686983.0,2.0,342568350406000.0,1.17734560967e-13,0.25,0.25,58,0.249994792742,0.0156246745464
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171453606268.0,29405177.7888,-171453606268.0,-171432813667.0,-171474398868.0,-171472319608.0,-171434892927.0,2.0,864664480790000.0,1.17734560967e-13,0.25,0.25,37,0.250004260484,0.0156252662803
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171455314409.0,774898.251089,-171455314409.0,-171454766473.0,-171455862345.0,-171455807551.0,-171454821267.0,2.0,600467299541.0,1.17734560967e-13,0.25,0.25,32,0.249994792742,0.0156246745464
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171512413176.0,5484831.25717,-171512413176.0,-171508534815.0,-171516291538.0,-171515903702.0,-171508922651.0,2.0,30083373919700.0,1.17734560967e-13,0.125,0.125,115,0.250004260484,0.00390631657006
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171513758417.0,6754685.49296,-171513758417.0,-171508982133.0,-171518534701.0,-171518057073.0,-171509459762.0,2.0,45625776108800.0,1.17734560967e-13,0.25,0.25,63,0.250004260484,0.0156252662803
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171516641048.0,23223135.2756,-171516641048.0,-171500219811.0,-171533062284.0,-171531420160.0,-171501861935.0,2.0,539314012027000.0,1.17734560967e-13,0.125,0.125,110,0.249994792742,0.00390616863659
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171518220777.0,83499277.8464,-171518220777.0,-171459177871.0,-171577263683.0,-171571359392.0,-171465082162.0,2.0,6972129400880000.0,1.17734560967e-13,0.25,0.25,84,0.249994792742,0.0156246745464
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171522937883.0,11052693.996,-171522937883.0,-171515122448.0,-171530753318.0,-171529971774.0,-171515903991.0,2.0,122162044570000.0,1.17734560967e-13,0.125,0.125,16,0.250005207258,0.00390633136341
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171523070999.0,89366050.9727,-171523070999.0,-171459879659.0,-171586262340.0,-171579943206.0,-171466198793.0,2.0,7986291066450000.0,1.17734560967e-13,0.125,0.125,105,0.124993135887,0.00195301774823
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171555498481.0,11821663.8193,-171555498481.0,-171547139302.0,-171563857659.0,-171563021741.0,-171547975220.0,2.0,139751735456000.0,1.17734560967e-13,0.125,0.125,21,0.125002603629,0.00195316568171
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171558259905.0,42138890.9445,-171558259905.0,-171528463210.0,-171588056601.0,-171585076931.0,-171531442879.0,2.0,1775686130030000.0,1.17734560967e-13,0.25,0.25,68,0.250005207258,0.0156253254536
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171560519791.0,11343226.5919,-171560519791.0,-171552498918.0,-171568540663.0,-171567738576.0,-171553301006.0,2.0,128668789516000.0,1.17734560967e-13,0.25,0.25,94,0.250005207258,0.0156253254536
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171561682616.0,49580842.1646,-171561682616.0,-171526623666.0,-171596741566.0,-171593235671.0,-171530129561.0,2.0,2458259909750000.0,1.17734560967e-13,0.25,0.25,42,0.250005207258,0.0156253254536
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171575067332.0,9658599.88519,-171575067332.0,-171568237670.0,-171581896993.0,-171581214027.0,-171568920636.0,2.0,93288551742200.0,1.17734560967e-13,0.25,0.25,89,0.250004260484,0.0156252662803
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171577209565.0,53576423.6961,-171577209565.0,-171539325312.0,-171615093817.0,-171611305392.0,-171543113738.0,2.0,2870433176070000.0,1.17734560967e-13,0.25,0.25,47,0.125002603629,0.00781266272682
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171625031939.0,46281652.9619,-171625031939.0,-171592305869.0,-171657758010.0,-171654485403.0,-171595578476.0,2.0,2141991400880000.0,1.17734560967e-13,0.125,0.125,120,0.250005207258,0.00390633136341
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171649077547.0,30356220.7448,-171649077547.0,-171627612458.0,-171670542637.0,-171668396128.0,-171629758967.0,2.0,921500137909000.0,1.17734560967e-13,0.25,0.25,73,0.125002603629,0.00781266272682
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171730045021.0,103572577.28,-171730045021.0,-171656808149.0,-171803281893.0,-171795958205.0,-171664131836.0,2.0,1.07272787643e+16,1.17734560967e-13,0.25,0.25,99,0.125002603629,0.00781266272682
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171761180508.0,57868866.8832,-171761180508.0,-171720261040.0,-171802099977.0,-171798008030.0,-171724352987.0,2.0,3348805754340000.0,1.17734560967e-13,0.125,0.125,125,0.125002603629,0.00195316568171
