smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-h2_storage_capacity
720.0,-47.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-363536307681000.0,5031515.70549,-363536307681000.0,-363536304123000.0,-363536311239000.0,-363536310883000.0,-363536304479000.0,2.0,25316150294600.0,0.00200003914175,0.200001925471,1.28667840979e-13,0.1,214,0.100000994342
720.0,-419.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-367441719218000.0,1410407.20657,-367441719218000.0,-367441718221000.0,-367441720216000.0,-367441720116000.0,-367441718321000.0,2.0,1989248488340.0,0.00400002652968,0.0999993581762,1.28667840979e-13,0.2,157,0.200002610148
720.0,-295.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-367443141907000.0,1714253.77468,-367443141907000.0,-367443140695000.0,-367443143119000.0,-367443142998000.0,-367443140816000.0,2.0,2938666004000.0,0.00800005305936,0.199998716352,1.28667840979e-13,0.2,164,0.200002610148
720.0,-171.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-367444558005000.0,2725267.5816,-367444558005000.0,-367444556078000.0,-367444559932000.0,-367444559739000.0,-367444556271000.0,2.0,7427083391340.0,0.00800005305936,0.199998716352,1.28667840979e-13,0.2,171,0.200002610148
720.0,-47.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-367445955587000.0,3135779.43989,-367445955587000.0,-367445953370000.0,-367445957805000.0,-367445957583000.0,-367445953592000.0,2.0,9833112695620.0,0.0040000907129,0.200001925471,1.28667840979e-13,0.1,178,0.200002610148
720.0,-419.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-371351400907000.0,2083240.91982,-371351400907000.0,-371351399434000.0,-371351402380000.0,-371351402233000.0,-371351399582000.0,2.0,4339892730010.0,0.00400002652968,0.0999993581762,1.28667840979e-13,0.2,121,0.200002610148
720.0,-295.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-371352820299000.0,330843.507267,-371352820299000.0,-371352820066000.0,-371352820533000.0,-371352820510000.0,-371352820089000.0,2.0,109457426301.0,0.00800005305936,0.199998716352,1.28667840979e-13,0.2,128,0.200002610148
720.0,-171.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-371354235082000.0,4379051.79406,-371354235082000.0,-371354231985000.0,-371354238178000.0,-371354237868000.0,-371354232295000.0,2.0,19176094615100.0,0.00800005305936,0.199998716352,1.28667840979e-13,0.2,135,0.200002610148
720.0,-47.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-371355637571000.0,2662868.59014,-371355637571000.0,-371355635689000.0,-371355639454000.0,-371355639266000.0,-371355635877000.0,2.0,7090869128380.0,0.0040000907129,0.200001925471,1.28667840979e-13,0.1,142,0.200002610148
720.0,-419.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-375261055065000.0,1095080.58309,-375261055065000.0,-375261054291000.0,-375261055839000.0,-375261055762000.0,-375261054368000.0,2.0,1199201483460.0,0.00400002652968,0.0999993581762,1.28667840979e-13,0.2,85,0.200002610148
720.0,-295.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-375262476645000.0,4153655.67393,-375262476645000.0,-375262473708000.0,-375262479582000.0,-375262479289000.0,-375262474002000.0,2.0,17252855457600.0,0.00800005305936,0.199998716352,1.28667840979e-13,0.2,92,0.200002610148
720.0,-171.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-375263888861000.0,5468061.95383,-375263888861000.0,-375263884994000.0,-375263892727000.0,-375263892341000.0,-375263885381000.0,2.0,29899701530900.0,0.00800005305936,0.199998716352,1.28667840979e-13,0.2,99,0.200002610148
720.0,-47.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-375265286586000.0,1308202.03661,-375265286586000.0,-375265285661000.0,-375265287511000.0,-375265287419000.0,-375265285754000.0,2.0,1711392568590.0,0.0040000907129,0.200001925471,1.28667840979e-13,0.1,106,0.200002610148
720.0,-419.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-379170732876000.0,1912932.66058,-379170732876000.0,-379170731524000.0,-379170734229000.0,-379170734094000.0,-379170731659000.0,2.0,3659311363920.0,0.0039999022377,0.0999993581762,1.28667840979e-13,0.2,49,0.19999639551
720.0,-295.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-379172157577000.0,5445588.06739,-379172157577000.0,-379172153726000.0,-379172161427000.0,-379172161042000.0,-379172154111000.0,2.0,29654429399700.0,0.0079998044754,0.199998716352,1.28667840979e-13,0.2,56,0.19999639551
720.0,-171.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-379173563736000.0,2386363.49897,-379173563736000.0,-379173562049000.0,-379173565423000.0,-379173565255000.0,-379173562217000.0,2.0,5694730749230.0,0.0079998044754,0.199998716352,1.28667840979e-13,0.2,63,0.19999639551
720.0,-47.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-379174969026000.0,2878287.87554,-379174969026000.0,-379174966991000.0,-379174971062000.0,-379174970858000.0,-379174967195000.0,2.0,8284541094470.0,0.00399996641893,0.200001925471,1.28667840979e-13,0.1,70,0.19999639551
720.0,-419.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-383080143832000.0,1811520.90863,-383080143832000.0,-383080142551000.0,-383080145113000.0,-383080144985000.0,-383080142679000.0,2.0,3281608002390.0,0.00199988275826,0.0999993581762,1.28667840979e-13,0.2,13,0.0999947797035
720.0,-295.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-383081561582000.0,2145893.63003,-383081561582000.0,-383081560065000.0,-383081563100000.0,-383081562948000.0,-383081560217000.0,2.0,4604859471410.0,0.00399976551653,0.199998716352,1.28667840979e-13,0.2,20,0.0999947797035
720.0,-171.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-383082976016000.0,822165.428854,-383082976016000.0,-383082975434000.0,-383082976597000.0,-383082976539000.0,-383082975492000.0,2.0,675955992403.0,0.00399976551653,0.199998716352,1.28667840979e-13,0.2,27,0.0999947797035
720.0,-47.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-383084378892000.0,532303.488334,-383084378892000.0,-383084378516000.0,-383084379268000.0,-383084379231000.0,-383084378553000.0,2.0,283347003692.0,0.00199991484778,0.200001925471,1.28667840979e-13,0.1,34,0.0999947797035
720.0,-295.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-555072859736000.0,3511468.14535,-555072859736000.0,-555072857253000.0,-555072862219000.0,-555072861971000.0,-555072857501000.0,2.0,12330408535800.0,0.00200000705024,0.0999993581762,1.28667840979e-13,0.2,199,0.100000994342
720.0,-171.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-555074278400000.0,4253163.27571,-555074278400000.0,-555074275392000.0,-555074281407000.0,-555074281106000.0,-555074275693000.0,2.0,18089397849900.0,0.00400001410048,0.199998716352,1.28667840979e-13,0.2,206,0.100000994342
720.0,-47.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-555075687545000.0,10312500.9373,-555075687545000.0,-555075680253000.0,-555075694837000.0,-555075694108000.0,-555075680982000.0,2.0,106347675582000.0,0.00200000705024,0.199998716352,1.28667840979e-13,0.1,213,0.100000994342
720.0,-295.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-558982517501000.0,1654300.62138,-558982517501000.0,-558982516331000.0,-558982518671000.0,-558982518554000.0,-558982516448000.0,2.0,2736710545900.0,0.00400002652968,0.0999993581762,1.28667840979e-13,0.2,163,0.200002610148
720.0,-171.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-558983935692000.0,269536.465455,-558983935692000.0,-558983935502000.0,-558983935883000.0,-558983935864000.0,-558983935521000.0,2.0,72649906209.8,0.00800005305936,0.199998716352,1.28667840979e-13,0.2,170,0.200002610148
720.0,-47.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-558985336546000.0,2759327.19168,-558985336546000.0,-558985334595000.0,-558985338497000.0,-558985338302000.0,-558985334790000.0,2.0,7613886550750.0,0.00400002652968,0.199998716352,1.28667840979e-13,0.1,177,0.200002610148
720.0,-295.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-562892195135000.0,2085067.86277,-562892195135000.0,-562892193661000.0,-562892196609000.0,-562892196462000.0,-562892193808000.0,2.0,4347507992360.0,0.00400002652968,0.0999993581762,1.28667840979e-13,0.2,127,0.200002610148
720.0,-171.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-562893611488000.0,1644665.27502,-562893611488000.0,-562893610325000.0,-562893612651000.0,-562893612535000.0,-562893610442000.0,2.0,2704923866860.0,0.00800005305936,0.199998716352,1.28667840979e-13,0.2,134,0.200002610148
720.0,-47.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-562895016511000.0,7082407.46234,-562895016511000.0,-562895011503000.0,-562895021519000.0,-562895021019000.0,-562895012004000.0,2.0,50160495462700.0,0.00400002652968,0.199998716352,1.28667840979e-13,0.1,141,0.200002610148
720.0,-295.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-566801848688000.0,1443667.47662,-566801848688000.0,-566801847668000.0,-566801849709000.0,-566801849607000.0,-566801847770000.0,2.0,2084175783060.0,0.00400002652968,0.0999993581762,1.28667840979e-13,0.2,91,0.200002610148
720.0,-171.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-566803272532000.0,1193359.80781,-566803272532000.0,-566803271688000.0,-566803273375000.0,-566803273291000.0,-566803271772000.0,2.0,1424107630900.0,0.00800005305936,0.199998716352,1.28667840979e-13,0.2,98,0.200002610148
720.0,-47.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-566804671131000.0,9704819.24736,-566804671131000.0,-566804664269000.0,-566804677994000.0,-566804677308000.0,-566804664955000.0,2.0,94183516624000.0,0.00400002652968,0.199998716352,1.28667840979e-13,0.1,105,0.200002610148
720.0,-295.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-570711523700000.0,1442285.34803,-570711523700000.0,-570711522680000.0,-570711524720000.0,-570711524618000.0,-570711522782000.0,2.0,2080187025150.0,0.0039999022377,0.0999993581762,1.28667840979e-13,0.2,55,0.19999639551
720.0,-171.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-570712951023000.0,687818.852739,-570712951023000.0,-570712950537000.0,-570712951510000.0,-570712951461000.0,-570712950585000.0,2.0,473094774184.0,0.0079998044754,0.199998716352,1.28667840979e-13,0.2,62,0.19999639551
720.0,-47.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-570714350117000.0,10721109.6177,-570714350117000.0,-570714342536000.0,-570714357698000.0,-570714356940000.0,-570714343295000.0,2.0,114942191434000.0,0.0039999022377,0.199998716352,1.28667840979e-13,0.1,69,0.19999639551
720.0,-295.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-574620936394000.0,2122075.18005,-574620936394000.0,-574620934893000.0,-574620937894000.0,-574620937744000.0,-574620935043000.0,2.0,4503203069780.0,0.00199988275826,0.0999993581762,1.28667840979e-13,0.2,19,0.0999947797035
720.0,-171.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-574622353196000.0,2898625.32723,-574622353196000.0,-574622351146000.0,-574622355246000.0,-574622355041000.0,-574622351351000.0,2.0,8402028787630.0,0.00399976551653,0.199998716352,1.28667840979e-13,0.2,26,0.0999947797035
720.0,-47.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-574623766448000.0,2053817.1018,-574623766448000.0,-574623764996000.0,-574623767901000.0,-574623767755000.0,-574623765141000.0,2.0,4218164687650.0,0.00199988275826,0.199998716352,1.28667840979e-13,0.1,33,0.0999947797035
720.0,-171.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-746613652327000.0,448894.188891,-746613652327000.0,-746613652010000.0,-746613652645000.0,-746613652613000.0,-746613652042000.0,2.0,201505992820.0,0.00200000705024,0.0999993581762,1.28667840979e-13,0.2,205,0.100000994342
720.0,-47.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-746615070944000.0,10941021.6828,-746615070944000.0,-746615063208000.0,-746615078681000.0,-746615077907000.0,-746615063982000.0,2.0,119705955463000.0,0.00200000705024,0.199998716352,1.28667840979e-13,0.1,212,0.100000994342
720.0,-171.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-750523314873000.0,3677192.76166,-750523314873000.0,-750523312273000.0,-750523317473000.0,-750523317213000.0,-750523312533000.0,2.0,13521746606400.0,0.00400002652968,0.0999993581762,1.28667840979e-13,0.2,169,0.200002610148
720.0,-47.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-750524723050000.0,4065448.83175,-750524723050000.0,-750524720175000.0,-750524725925000.0,-750524725637000.0,-750524720463000.0,2.0,16527874203600.0,0.00400002652968,0.199998716352,1.28667840979e-13,0.1,176,0.200002610148
720.0,-171.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-754432989155000.0,2244789.58445,-754432989155000.0,-754432987568000.0,-754432990743000.0,-754432990584000.0,-754432987727000.0,2.0,5039080278450.0,0.00400002652968,0.0999993581762,1.28667840979e-13,0.2,133,0.200002610148
720.0,-47.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-754434394573000.0,376597.205097,-754434394573000.0,-754434394307000.0,-754434394839000.0,-754434394813000.0,-754434394333000.0,2.0,141825454887.0,0.00400002652968,0.199998716352,1.28667840979e-13,0.1,140,0.200002610148
720.0,-171.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-758342640266000.0,3423128.67646,-758342640266000.0,-758342637846000.0,-758342642687000.0,-758342642445000.0,-758342638088000.0,2.0,11717809935600.0,0.00400002652968,0.0999993581762,1.28667840979e-13,0.2,97,0.200002610148
720.0,-47.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-758344058013000.0,2629100.35226,-758344058013000.0,-758344056154000.0,-758344059872000.0,-758344059687000.0,-758344056340000.0,2.0,6912168662230.0,0.00400002652968,0.199998716352,1.28667840979e-13,0.1,104,0.200002610148
720.0,-171.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-762252318235000.0,1875779.28156,-762252318235000.0,-762252316908000.0,-762252319561000.0,-762252319429000.0,-762252317041000.0,2.0,3518547913130.0,0.0039999022377,0.0999993581762,1.28667840979e-13,0.2,61,0.19999639551
720.0,-47.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-762253733677000.0,5824880.05643,-762253733677000.0,-762253729558000.0,-762253737795000.0,-762253737384000.0,-762253729970000.0,2.0,33929227671800.0,0.0039999022377,0.199998716352,1.28667840979e-13,0.1,68,0.19999639551
720.0,-171.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-766161728200000.0,220327.578727,-766161728200000.0,-766161728044000.0,-766161728355000.0,-766161728340000.0,-766161728059000.0,2.0,48544241947.5,0.00199988275826,0.0999993581762,1.28667840979e-13,0.2,25,0.0999947797035
720.0,-47.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-766163141407000.0,7563941.3909,-766163141407000.0,-766163136058000.0,-766163146755000.0,-766163146220000.0,-766163136593000.0,2.0,57213209364900.0,0.00199988275826,0.199998716352,1.28667840979e-13,0.1,32,0.0999947797035
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-938154430681000.0,3712048.61817,-938154430681000.0,-938154428056000.0,-938154433306000.0,-938154433043000.0,-938154428319000.0,2.0,13779304943600.0,0.00100000352512,0.0999993581762,1.28667840979e-13,0.1,211,0.100000994342
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,643650.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-942064093837000.0,4982347.4774,-942064093837000.0,-942064090313000.0,-942064097360000.0,-942064097007000.0,-942064090666000.0,2.0,24823786385600.0,0.00200001326484,0.0999993581762,1.28667840979e-13,0.1,175,0.200002610148
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,482737.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-945973772770000.0,8868674.31744,-945973772770000.0,-945973766499000.0,-945973779041000.0,-945973778414000.0,-945973767126000.0,2.0,78653384148900.0,0.00200001326484,0.0999993581762,1.28667840979e-13,0.1,139,0.200002610148
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,321825.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-949883430739000.0,285603.876067,-949883430739000.0,-949883430537000.0,-949883430941000.0,-949883430921000.0,-949883430557000.0,2.0,81569574024.4,0.00200001326484,0.0999993581762,1.28667840979e-13,0.1,103,0.200002610148
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-953793100962000.0,6315284.59536,-953793100962000.0,-953793096496000.0,-953793105428000.0,-953793104981000.0,-953793096943000.0,2.0,39882819520400.0,0.00199995111885,0.0999993581762,1.28667840979e-13,0.1,67,0.19999639551
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-957702516557000.0,8042529.4684,-957702516557000.0,-957702510870000.0,-957702522244000.0,-957702521675000.0,-957702511439000.0,2.0,64682280250100.0,0.000999941379132,0.0999993581762,1.28667840979e-13,0.1,31,0.0999947797035
