smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight
480.0,-427.0,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1336441515.97,859726.769752,-1336441515.97,-1335833597.34,-1337049434.6,-1336988642.74,-1335894389.21,2.0,739130118628.0,0.142857142857,194,0.0714473684211,0.142861580758,1.07010398565e-12,0.00145815485623
480.0,-427.0,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1350485526.98,458274.21465,-1350485526.98,-1350161478.17,-1350809575.78,-1350777170.9,-1350193883.05,2.0,210015255813.0,0.142857142857,258,0.0714473684211,0.14286352234,1.07010398565e-12,0.00145817467351
480.0,-427.0,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1373440191.08,1742685.11497,-1373440191.08,-1372207926.61,-1374672455.54,-1374549229.09,-1372331153.06,2.0,3036951409930.0,0.142857142857,322,0.0714473684211,0.14286352234,1.07010398565e-12,0.00145817467351
480.0,-427.0,-9366.3,-1e+200,-1e+200,-1e+200,-1e+200,220742.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1385523403.01,2343082.01935,-1385523403.01,-1383866593.82,-1387180212.19,-1387014531.28,-1384032274.74,2.0,5490033349420.0,0.142857142857,386,0.0714473684211,0.142861580758,1.07010398565e-12,0.00145815485623
480.0,-372.7,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1423917420.47,11396593.4718,-1423917420.47,-1415858811.94,-1431976029.0,-1431170168.14,-1416664672.8,2.0,129882342761000.0,0.142857142857,75,0.142894736842,0.142844106523,1.07010398565e-12,0.00291595300158
480.0,-372.7,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1428829206.87,5746220.13127,-1428829206.87,-1424766015.65,-1432892398.09,-1432486078.97,-1425172334.77,2.0,33019045797000.0,0.142857142857,11,0.142894736842,0.0714113745622,1.07010398565e-12,0.0014577585108
480.0,-372.7,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1433976650.38,899844.406459,-1433976650.38,-1433340364.3,-1434612936.46,-1434549307.85,-1433403992.91,2.0,809719955835.0,0.142857142857,139,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-427.0,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1462571963.7,3498841.83817,-1462571963.7,-1460097908.91,-1465046018.49,-1464798613.01,-1460345314.39,2.0,12241894208600.0,0.142857142857,67,0.0714473684211,0.142844106523,1.07010398565e-12,0.00145797650079
480.0,-372.7,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1464896758.17,10980902.3982,-1464896758.17,-1457132087.62,-1472661428.72,-1471884961.67,-1457908554.68,2.0,120580217480000.0,0.142857142857,203,0.142894736842,0.142861580758,1.07010398565e-12,0.00291630971247
480.0,-372.7,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1467603812.27,2664572.97121,-1467603812.27,-1465719674.65,-1469487949.89,-1469299536.12,-1465908088.41,2.0,7099949118910.0,0.142857142857,267,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-427.0,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1485649093.86,3905272.93561,-1485649093.86,-1482887648.88,-1488410538.83,-1488134394.34,-1483163793.38,2.0,15251156701600.0,0.142857142857,131,0.0714473684211,0.14286352234,1.07010398565e-12,0.00145817467351
480.0,-372.7,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1491678984.99,10689750.8712,-1491678984.99,-1484120189.66,-1499237780.32,-1498481900.79,-1484876069.19,2.0,114270773689000.0,0.142857142857,331,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-427.0,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1492580599.8,6258653.54333,-1492580599.8,-1488155063.44,-1497006136.16,-1496563582.53,-1488597617.08,2.0,39170744175400.0,0.142857142857,3,0.0714473684211,0.0714113745622,1.07010398565e-12,0.0007288792554
480.0,-427.0,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1506946261.5,1615731.43378,-1506946261.5,-1505803766.85,-1508088756.16,-1507974506.69,-1505918016.31,2.0,2610588066100.0,0.142857142857,259,0.0714473684211,0.14286352234,1.07010398565e-12,0.00145817467351
480.0,-427.0,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1507341463.87,4555890.35224,-1507341463.87,-1504119962.9,-1510562964.83,-1510240814.73,-1504442113.0,2.0,20756136901600.0,0.142857142857,195,0.0714473684211,0.142861580758,1.07010398565e-12,0.00145815485623
480.0,-427.0,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1526667801.33,5505192.94853,-1526667801.33,-1522775042.06,-1530560560.59,-1530171284.66,-1523164317.99,2.0,30307149400600.0,0.142857142857,323,0.0714473684211,0.14286352234,1.07010398565e-12,0.00145817467351
480.0,-318.4,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1528258774.07,4559035.8506,-1528258774.07,-1525035048.91,-1531482499.24,-1531160126.72,-1525357421.42,2.0,20784807887100.0,0.142857142857,84,0.142894736842,0.142844106523,1.07010398565e-12,0.00291595300158
480.0,-318.4,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1538759151.31,5588896.75983,-1538759151.31,-1534807204.51,-1542711098.11,-1542315903.43,-1535202399.19,2.0,31235766992100.0,0.142857142857,20,0.142894736842,0.0714113745622,1.07010398565e-12,0.0014577585108
480.0,-427.0,-8002.1,-1e+200,-1e+200,-1e+200,-1e+200,220742.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1541562315.35,2269454.70909,-1541562315.35,-1539957568.54,-1543167062.16,-1543006587.48,-1540118043.22,2.0,5150424676610.0,0.142857142857,387,0.0714473684211,0.142861580758,1.07010398565e-12,0.00145815485623
480.0,-318.4,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1547094090.24,2375789.68832,-1547094090.24,-1545414153.24,-1548774027.24,-1548606033.54,-1545582146.94,2.0,5644376643110.0,0.142857142857,148,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-318.4,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1556735476.66,212075.190704,-1556735476.66,-1556585516.86,-1556885436.47,-1556870440.49,-1556600512.84,2.0,44975886512.0,0.142857142857,212,0.142894736842,0.142861580758,1.07010398565e-12,0.00291630971247
480.0,-372.7,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1570585413.59,1292885.59551,-1570585413.59,-1569671205.42,-1571499621.76,-1571408200.95,-1569762626.24,2.0,1671553163070.0,0.142857142857,76,0.142894736842,0.142844106523,1.07010398565e-12,0.00291595300158
480.0,-209.9,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1584101578.72,17170115.3406,-1584101578.72,-1571960473.73,-1596242683.71,-1595028573.21,-1573174584.23,2.0,294812860809000.0,0.142857142857,37,0.142763157895,0.0714113745622,1.07010398565e-12,0.00145641619173
480.0,-318.4,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1586505644.92,11470115.6088,-1586505644.92,-1578395048.39,-1594616241.45,-1593805181.79,-1579206108.04,2.0,131563552079000.0,0.142857142857,276,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-372.7,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1588756553.55,2959538.34314,-1588756553.55,-1586663843.92,-1590849263.18,-1590639992.22,-1586873114.88,2.0,8758867204540.0,0.142857142857,140,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-209.9,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1595614391.86,1383243.66571,-1595614391.86,-1594636290.88,-1596592492.83,-1596494682.74,-1594734100.98,2.0,1913363038730.0,0.142857142857,101,0.142763157895,0.142844106523,1.07010398565e-12,0.00291326796198
480.0,-372.7,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1600159532.71,1206942.6118,-1600159532.71,-1599306095.41,-1601012970.02,-1600927626.29,-1599391439.14,2.0,1456710468190.0,0.142857142857,204,0.142894736842,0.142861580758,1.07010398565e-12,0.00291630971247
480.0,-318.4,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1602083513.91,8308197.50147,-1602083513.91,-1596208731.12,-1607958296.7,-1607370818.42,-1596796209.4,2.0,69026145723500.0,0.142857142857,340,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-209.9,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1610379976.93,9384460.29079,-1610379976.93,-1603744161.43,-1617015792.44,-1616352210.89,-1604407742.98,2.0,88068094949400.0,0.142857142857,165,0.142763157895,0.14286352234,1.07010398565e-12,0.00291366394246
480.0,-372.7,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1616369269.47,11467859.3168,-1616369269.47,-1608260268.38,-1624478270.56,-1623667370.45,-1609071168.49,2.0,131511797311000.0,0.142857142857,12,0.142894736842,0.0714113745622,1.07010398565e-12,0.0014577585108
480.0,-372.7,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1617718747.71,2009204.85423,-1617718747.71,-1616298025.34,-1619139470.09,-1618997397.85,-1616440097.57,2.0,4036904146270.0,0.142857142857,268,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-427.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1623814144.7,4611303.02002,-1623814144.7,-1620553461.07,-1627074828.34,-1626748759.97,-1620879529.43,2.0,21264115542500.0,0.142857142857,68,0.0714473684211,0.142844106523,1.07010398565e-12,0.00145797650079
480.0,-264.1,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1630922320.1,4621607.89265,-1630922320.1,-1627654349.82,-1634190290.38,-1633863493.36,-1627981146.85,2.0,21359259513400.0,0.142857142857,93,0.142763157895,0.142844106523,1.07010398565e-12,0.00291326796198
480.0,-209.9,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1633548093.14,5302709.4469,-1633548093.14,-1629798511.34,-1637297674.95,-1636922716.77,-1630173469.52,2.0,28118727478300.0,0.142857142857,229,0.142763157895,0.142861580758,1.07010398565e-12,0.00291362434441
480.0,-427.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1640687376.89,9981895.00314,-1640687376.89,-1633629111.25,-1647745642.54,-1647039815.98,-1634334937.81,2.0,99638227853600.0,0.142857142857,132,0.0714473684211,0.14286352234,1.07010398565e-12,0.00145817467351
480.0,-264.1,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1644127534.66,1995523.35216,-1644127534.66,-1642716486.57,-1645538582.76,-1645397477.95,-1642857591.38,2.0,3982113449010.0,0.142857142857,29,0.142763157895,0.0714113745622,1.07010398565e-12,0.00145641619173
480.0,-372.7,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1645960497.67,15848367.6992,-1645960497.67,-1634754009.4,-1657166985.94,-1656046337.11,-1635874658.23,2.0,251170758729000.0,0.142857142857,332,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-209.9,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1653829856.19,12833496.4493,-1653829856.19,-1644755203.82,-1662904508.56,-1661997043.32,-1645662669.06,2.0,164698631115000.0,0.142857142857,293,0.142763157895,0.14286352234,1.07010398565e-12,0.00291366394246
480.0,-264.1,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1654107375.08,2950817.93001,-1654107375.08,-1652020831.71,-1656193918.45,-1655985264.11,-1652229486.05,2.0,8707326456070.0,0.142857142857,157,0.142763157895,0.14286352234,1.07010398565e-12,0.00291366394246
480.0,-427.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1657281010.16,12745676.8895,-1657281010.16,-1648268455.6,-1666293564.72,-1665392309.27,-1649169711.06,2.0,162452279370000.0,0.142857142857,196,0.0714473684211,0.142861580758,1.07010398565e-12,0.00145815485623
480.0,-427.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1667272869.81,2258288.69209,-1667272869.81,-1665676018.56,-1668869721.06,-1668710035.93,-1665835703.69,2.0,5099867816820.0,0.142857142857,260,0.0714473684211,0.14286352234,1.07010398565e-12,0.00145817467351
480.0,-427.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1668568553.18,4795579.37462,-1668568553.18,-1665177566.48,-1671959539.88,-1671620441.21,-1665516665.15,2.0,22997581538300.0,0.142857142857,4,0.0714473684211,0.0714113745622,1.07010398565e-12,0.0007288792554
480.0,-264.1,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1672938844.84,5549529.56464,-1672938844.84,-1669014734.85,-1676862954.83,-1676470543.83,-1669407145.85,2.0,30797278388800.0,0.142857142857,221,0.142763157895,0.142861580758,1.07010398565e-12,0.00291362434441
480.0,-209.9,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1676119423.08,22516941.8621,-1676119423.08,-1660197540.8,-1692041305.37,-1690449117.14,-1661789729.03,2.0,507012670819000.0,0.142857142857,357,0.142763157895,0.14286352234,1.07010398565e-12,0.00291366394246
480.0,-427.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1686743440.71,7331477.71474,-1686743440.71,-1681559303.11,-1691927578.32,-1691409164.56,-1682077716.87,2.0,53750565481800.0,0.142857142857,324,0.0714473684211,0.14286352234,1.07010398565e-12,0.00145817467351
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1689201287.3,12020979.8101,-1689201287.3,-1680701170.96,-1697701403.64,-1696851392.01,-1681551182.6,2.0,144503955594000.0,0.142857142857,85,0.142894736842,0.142844106523,1.07010398565e-12,0.00291595300158
480.0,-155.6,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1697155451.24,10081731.3717,-1697155451.24,-1690026590.62,-1704284311.86,-1703571425.79,-1690739476.68,2.0,101641307451000.0,0.142857142857,46,0.142894736842,0.0714113745622,1.07010398565e-12,0.0014577585108
480.0,-264.1,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1697947020.38,13187116.4117,-1697947020.38,-1688622320.94,-1707271719.82,-1706339249.88,-1689554790.89,2.0,173900039256000.0,0.142857142857,285,0.142763157895,0.14286352234,1.07010398565e-12,0.00291366394246
480.0,-155.6,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1705557374.34,14541417.3771,-1705557374.34,-1695275039.51,-1715839709.18,-1714811475.69,-1696303272.99,2.0,211452819334000.0,0.142857142857,110,0.142894736842,0.142844106523,1.07010398565e-12,0.00291595300158
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1710264020.07,2687056.60239,-1710264020.07,-1708363984.13,-1712164056.02,-1711974052.42,-1708553987.72,2.0,7220273184450.0,0.142857142857,21,0.142894736842,0.0714113745622,1.07010398565e-12,0.0014577585108
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1710334563.31,20783417.0248,-1710334563.31,-1695638468.19,-1725030658.42,-1723561048.91,-1697108077.7,2.0,431950423226000.0,0.142857142857,149,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-264.1,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1712063210.09,11518511.7865,-1712063210.09,-1703918392.29,-1720208027.88,-1719393546.1,-1704732874.07,2.0,132676113775000.0,0.142857142857,349,0.142763157895,0.14286352234,1.07010398565e-12,0.00291366394246
480.0,-155.6,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1714638425.84,7659019.64838,-1714638425.84,-1709222681.11,-1720054170.58,-1719512596.1,-1709764255.59,2.0,58660581974200.0,0.142857142857,174,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-427.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,220742.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1720423396.82,9724099.88456,-1720423396.82,-1713547419.85,-1727299373.79,-1726611776.09,-1714235017.54,2.0,94558118564900.0,0.142857142857,388,0.0714473684211,0.142861580758,1.07010398565e-12,0.00145815485623
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1738786636.61,17715709.87,-1738786636.61,-1726259738.03,-1751313535.19,-1750060845.34,-1727512427.89,2.0,313846376197000.0,0.142857142857,77,0.142894736842,0.142844106523,1.07010398565e-12,0.00291595300158
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1741036870.53,7506576.92567,-1741036870.53,-1735728919.08,-1746344821.98,-1745814026.83,-1736259714.23,2.0,56348697141000.0,0.142857142857,213,0.142894736842,0.142861580758,1.07010398565e-12,0.00291630971247
480.0,-155.6,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1741769285.86,3942606.37982,-1741769285.86,-1738981442.16,-1744557129.57,-1744278345.2,-1739260226.53,2.0,15544145066200.0,0.142857142857,238,0.142894736842,0.142861580758,1.07010398565e-12,0.00291630971247
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1746564875.5,16118680.4746,-1746564875.5,-1735167247.23,-1757962503.77,-1756822740.94,-1736307010.06,2.0,259811860241000.0,0.142857142857,102,0.142763157895,0.142844106523,1.07010398565e-12,0.00291326796198
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1753789391.78,23606006.1701,-1753789391.78,-1737097424.74,-1770481358.82,-1768812162.12,-1738766621.45,2.0,557243527301000.0,0.142857142857,277,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1757547449.4,9772022.6886,-1757547449.4,-1750637585.89,-1764457312.91,-1763766326.56,-1751328572.24,2.0,95492427426400.0,0.142857142857,141,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1760294062.37,20846982.1104,-1760294062.37,-1745553019.95,-1775035104.79,-1773561000.55,-1747027124.2,2.0,434596663110000.0,0.142857142857,341,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-155.6,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1760952802.39,2506510.6777,-1760952802.39,-1759180431.69,-1762725173.09,-1762547936.02,-1759357668.76,2.0,6282595777400.0,0.142857142857,366,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1762617343.88,3844953.18195,-1762617343.88,-1759898551.41,-1765336136.35,-1765064257.1,-1760170430.66,2.0,14783664971400.0,0.142857142857,38,0.142763157895,0.0714113745622,1.07010398565e-12,0.00145641619173
480.0,-155.6,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1765312459.54,3059764.6537,-1765312459.54,-1763148879.21,-1767476039.88,-1767259681.85,-1763365237.24,2.0,9362159736050.0,0.142857142857,302,0.142894736842,0.14286352234,1.07010398565e-12,0.00291634934701
