smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,833577026.306,1216143.35042,833577026.306,834436969.516,832717083.096,832803077.417,834350975.195,2.0,1479004648760.0,0.111103979461,0.000686943302245,131,0.111112744118,1.21719856843e-13,0.0556451612903
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,832747626.419,813556.567038,832747626.419,833322897.785,832172355.054,832229882.19,833265370.648,2.0,661874287771.0,0.111103979461,0.00137380664495,213,0.11110627741,1.21719856843e-13,0.111290322581
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,800075772.009,175655.278593,800075772.009,800199979.048,799951564.97,799963985.674,800187558.344,2.0,30854776897.5,0.0555519897304,0.000343471651123,81,0.111112744118,1.21719856843e-13,0.0556451612903
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,795648998.931,172600.153495,795648998.931,795771045.67,795526952.192,795539156.866,795758840.996,2.0,29790812986.6,0.111103979461,0.00137387933544,152,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,793868213.706,432240.724886,793868213.706,794173854.053,793562573.358,793593137.393,794143290.019,2.0,186832044250.0,0.111103979461,0.000686939667721,141,0.111112156236,1.21719856843e-13,0.0556451612903
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,790421555.788,908051.391692,790421555.788,791063645.085,789779466.491,789843675.421,790999436.155,2.0,824557329954.0,0.111103979461,0.00137380664495,212,0.11110627741,1.21719856843e-13,0.111290322581
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,790414324.315,959858.655246,790414324.315,791093046.879,789735601.751,789803474.008,791025174.623,2.0,921328638051.0,0.111103979461,0.00137388660449,223,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,788949957.796,308215.292609,788949957.796,789167898.919,788732016.673,788753810.785,789146104.807,2.0,94996666598.0,0.111103979461,0.000686866977231,202,0.0555501992922,1.21719856843e-13,0.111290322581
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,760278094.887,62508.5336701,760278094.887,760322295.095,760233894.679,760238314.699,760317875.074,2.0,3907316781.59,0.0555519897304,0.00017173491693,91,0.0555560781178,1.21719856843e-13,0.0556451612903
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,756072413.465,771832.030583,756072413.465,756618181.128,755526645.802,755581222.569,756563604.362,2.0,595724683434.0,0.111103979461,0.00137387933544,162,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,752078367.334,915062.638869,752078367.334,752725414.331,751431320.337,751496025.037,752660709.632,2.0,837339633055.0,0.111103979461,0.000686939667721,151,0.111112156236,1.21719856843e-13,0.0556451612903
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,750902943.142,66049.9472419,750902943.142,750949647.508,750856238.777,750860909.213,750944977.071,2.0,4362595530.66,0.111103979461,0.00137388660449,233,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,748041564.863,2060989.00276,748041564.863,749498904.163,746584225.563,746729959.493,749353170.233,2.0,4247675669510.0,0.111103979461,0.00137388660449,222,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,741674989.481,935107.05573,741674989.481,742336210.021,741013768.941,741079890.995,742270087.967,2.0,874425205676.0,0.111103979461,0.000686903322476,211,0.11110627741,1.21719856843e-13,0.0556451612903
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,716209582.733,1005338.27633,716209582.733,716920464.246,715498701.221,715569789.372,716849376.095,2.0,1010705049850.0,0.111103979461,0.00137388660449,172,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,712111556.348,612387.038394,712111556.348,712544579.375,711678533.32,711721835.623,712501277.073,2.0,375017884793.0,0.111103979461,0.000686939667721,161,0.111112156236,1.21719856843e-13,0.0556451612903
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,711509480.893,974723.494726,711509480.893,712198714.486,710820247.3,710889170.66,712129791.127,2.0,950085891172.0,0.111103979461,0.00137387933544,243,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,710310597.888,3363741.20214,710310597.888,712689122.102,707932073.674,708169926.095,712451269.681,2.0,11314754875000.0,0.111103979461,0.00137388660449,232,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,710297551.583,79690.0860357,710297551.583,710353900.984,710241202.183,710246837.123,710348266.044,2.0,6350509812.38,0.111103979461,0.000343433488615,201,0.0555501992922,1.21719856843e-13,0.0556451612903
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,708707290.443,3222212.51071,708707290.443,710985738.76,706428842.126,706656686.958,710757893.928,2.0,10382653464200.0,0.111136071887,0.00136424547336,314,0.11110627741,1.21719856843e-13,0.110483870968
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,699184508.211,527453.148757,699184508.211,699557473.91,698811542.513,698848839.083,699520177.34,2.0,278206824133.0,0.111103979461,0.000686943302245,221,0.111112744118,1.21719856843e-13,0.0556451612903
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,674926144.682,500261.446161,674926144.682,675279882.943,674572406.421,674607780.247,675244509.116,2.0,250261514515.0,0.111103979461,0.00137388660449,182,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,674061848.504,25759.9379631,674061848.504,674080063.531,674043633.477,674045454.98,674078242.028,2.0,663574403.864,0.111103979461,0.00137387933544,253,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,672985224.941,903573.299061,672985224.941,673624147.748,672346302.134,672410194.415,673560255.468,2.0,816444706776.0,0.111103979461,0.000686943302245,171,0.111112744118,1.21719856843e-13,0.0556451612903
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,670175135.494,233742.835239,670175135.494,670340416.638,670009854.351,670026382.465,670323888.524,2.0,54635713025.7,0.111136071887,0.00136432487641,324,0.111112744118,1.21719856843e-13,0.110483870968
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,669255471.144,111187.158905,669255471.144,669334092.338,669176849.95,669184712.07,669326230.219,2.0,12362584305.4,0.111103979461,0.00137387933544,242,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,669202531.964,1381858.58058,669202531.964,670179653.537,668225410.391,668323122.548,670081941.379,2.0,1909533136710.0,0.111136071887,0.000687065379015,303,0.0555501992922,1.21719856843e-13,0.111290322581
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,667198985.134,997128.336851,667198985.134,667904061.342,666493908.925,666564416.546,667833553.721,2.0,994264920151.0,0.111136071887,0.00137420346952,313,0.11110627741,1.21719856843e-13,0.111290322581
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,658691944.886,1242318.91372,658691944.886,659570397.015,657813492.758,657901337.971,659482551.802,2.0,1543356283400.0,0.111103979461,0.000686943302245,231,0.111112744118,1.21719856843e-13,0.0556451612903
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,635872085.277,584441.559277,635872085.277,636285347.867,635458822.687,635500148.946,636244021.608,2.0,341571936210.0,0.111103979461,0.000686939667721,192,0.0555560781178,1.21719856843e-13,0.111290322581
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,633233639.928,743976.10492,633233639.928,633759710.476,632707569.379,632760176.434,633707103.421,2.0,553500444691.0,0.111103979461,0.000686943302245,181,0.111112744118,1.21719856843e-13,0.0556451612903
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,633037579.759,93250.8234442,633037579.759,633103518.048,632971641.469,632978235.298,633096924.219,2.0,8695716073.03,0.111103979461,0.00137387933544,263,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,631895912.915,1470426.57888,631895912.915,632935661.52,630856164.31,630960139.17,632831686.659,2.0,2162154323880.0,0.111136071887,0.00136432487641,334,0.111112744118,1.21719856843e-13,0.110483870968
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,628848412.755,250455.963159,628848412.755,629025511.865,628671313.645,628689023.556,629007801.954,2.0,62728189482.1,0.111103979461,0.00137387933544,252,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,626522155.481,4865721.96896,626522155.481,629962740.481,623081570.481,623425628.981,629618681.981,2.0,23675250279200.0,0.111136071887,0.00137428345215,323,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,625693030.095,401548.990549,625693030.095,625976968.109,625409092.08,625437485.882,625948574.307,2.0,161241591811.0,0.111136071887,0.000682086644385,405,0.0555501992922,1.21719856843e-13,0.110483870968
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,619328763.619,1174621.15425,619328763.619,620159346.203,618498181.036,618581239.294,620076287.944,2.0,1379734856010.0,0.111103979461,0.000686939667721,241,0.111112156236,1.21719856843e-13,0.0556451612903
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,616342196.998,650081.319276,616342196.998,616801873.907,615882520.089,615928487.78,616755906.216,2.0,422605721672.0,0.111136071887,0.00137420346952,312,0.11110627741,1.21719856843e-13,0.111290322581
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,592684360.624,199206.720776,592684360.624,592825221.047,592543500.201,592557586.243,592811135.005,2.0,39683317602.2,0.111103979461,0.00034346983386,191,0.0555560781178,1.21719856843e-13,0.0556451612903
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,591222730.442,2147527.91926,591222730.442,592741261.997,589704198.888,589856052.043,592589408.841,2.0,4611876164010.0,0.111136071887,0.00136424547336,415,0.11110627741,1.21719856843e-13,0.110483870968
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,590696468.762,51015.2211696,590696468.762,590732541.971,590660395.554,590664002.874,590728934.65,2.0,2602552790.98,0.111103979461,0.00137388660449,273,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,588818584.246,1198787.87138,588818584.246,589666255.279,587970913.213,588055680.316,589581488.176,2.0,1437092360570.0,0.111103979461,0.00137387933544,262,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,588610780.32,680684.065851,588610780.32,589092096.639,588129464.001,588177595.633,589043965.007,2.0,463330797503.0,0.111136071887,0.00136431765795,344,0.111112156236,1.21719856843e-13,0.110483870968
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,587670296.435,3433057.17747,587670296.435,590097834.446,585242758.425,585485512.226,589855080.645,2.0,11785881583800.0,0.111136071887,0.000687065379015,302,0.0555501992922,1.21719856843e-13,0.111290322581
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,584710780.021,2390266.06724,584710780.021,586400953.366,583020606.676,583189624.01,586231936.031,2.0,5713371872180.0,0.111136071887,0.00137428345215,333,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,579918334.758,3191074.96649,579918334.758,582174765.506,577661904.01,577887547.085,581949122.431,2.0,10182959441800.0,0.111103979461,0.000686939667721,251,0.111112156236,1.21719856843e-13,0.0556451612903
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,576263878.005,257162.926613,576263878.005,576445719.654,576082036.356,576100220.521,576427535.489,2.0,66132770824.4,0.111136071887,0.00137428345215,322,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,560689253.282,1776952.71626,560689253.282,561945748.597,559432757.966,559558407.498,561820099.066,2.0,3157560955820.0,0.111136071887,0.000687101734759,311,0.11110627741,1.21719856843e-13,0.0556451612903
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,550703987.491,1070552.56542,550703987.491,551460982.47,549946992.513,550022692.011,551385282.972,2.0,1146082795330.0,0.111103979461,0.00137388660449,283,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,549581808.344,5521085.89186,549581808.344,553485805.618,545677811.071,546068210.798,553095405.891,2.0,30482389425300.0,0.111136071887,0.00136432487641,425,0.111112744118,1.21719856843e-13,0.110483870968
720.0,-498.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,549107316.816,2067349.95265,549107316.816,550569153.987,547645479.646,547791663.363,550422970.27,2.0,4273935826710.0,0.111136071887,0.00136424547336,414,0.11110627741,1.21719856843e-13,0.110483870968
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,548885571.45,390193.595422,548885571.45,549161479.988,548609662.913,548637253.767,549133889.134,2.0,152251041908.0,0.111103979461,0.00137388660449,272,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-498.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,548619938.383,4944056.53973,548619938.383,552115914.289,545123962.477,545473560.068,551766316.698,2.0,24443695068000.0,0.111136071887,0.000682086644385,404,0.0555501992922,1.21719856843e-13,0.110483870968
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,547281370.492,2943809.71846,547281370.492,549362958.307,545199782.678,545407941.459,549154799.525,2.0,8666015658470.0,0.111136071887,0.00136431765795,354,0.111112156236,1.21719856843e-13,0.110483870968
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,547155342.571,455918.131288,547155342.571,547477725.373,546832959.768,546865198.049,547445487.093,2.0,207861342437.0,0.111136071887,0.001374276181,343,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,538644296.077,1714092.79433,538644296.077,539856342.715,537432249.438,537553454.102,539735138.051,2.0,2938114107570.0,0.111103979461,0.000686939667721,261,0.111112156236,1.21719856843e-13,0.0556451612903
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,533787119.786,714764.759732,533787119.786,534292534.795,533281704.777,533332246.278,534241993.294,2.0,510888661755.0,0.111136071887,0.00137428345215,332,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,518167506.046,4252918.34496,518167506.046,521174773.448,515160238.645,515460965.385,520874046.708,2.0,18087314448900.0,0.111136071887,0.000687141726076,321,0.111112744118,1.21719856843e-13,0.0556451612903
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,511460167.183,2181364.12833,511460167.183,513002624.55,509917709.816,510071955.552,512848378.814,2.0,4758349460370.0,0.111136071887,0.00136432487641,435,0.111112744118,1.21719856843e-13,0.110483870968
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,511146740.354,22219.5990895,511146740.354,511162451.983,511131028.725,511132599.887,511160880.82,2.0,493710583.696,0.111103979461,0.000686939667721,293,0.0555560781178,1.21719856843e-13,0.111290322581
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,509814079.96,2220044.29258,509814079.96,511383888.334,508244271.586,508401252.423,511226907.496,2.0,4928596661000.0,0.111136071887,0.00136431765795,364,0.111112156236,1.21719856843e-13,0.110483870968
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,509504668.886,837966.458429,509504668.886,510097200.651,508912137.12,508971390.297,510037947.474,2.0,702187785452.0,0.111103979461,0.00137388660449,282,0.111112744118,1.21719856843e-13,0.111290322581
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,472511.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,509417721.196,456453.919979,509417721.196,509740482.858,509094959.533,509127235.7,509708206.691,2.0,208350181064.0,0.111136071887,0.001374276181,353,0.111112156236,1.21719856843e-13,0.111290322581
720.0,-361.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,507565361.466,67673.9989659,507565361.466,507613214.209,507517508.722,507522293.996,507608428.935,2.0,4579770136.04,0.111103979461,0.000686866977231,506,0.0555501992922,1.21719856843e-13,0.111290322581
