smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,prefix,PointProbability,ProbabilityWeight-htse_capacity
720.0,-581.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,261801124.518,870226.174825,261801124.518,262416467.348,261185781.689,261247315.972,262354933.065,2.0,757293595351.0,0.199998716352,0.199992945326,0.00799966646896,80,2.43433201164e-13,0.2
720.0,-457.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,247707758.591,1247663.08935,247707758.591,248589989.623,246825527.56,246913750.663,248501766.519,2.0,1556663184520.0,0.199998716352,0.200004703116,0.00800013677752,99,2.43433201164e-13,0.2
720.0,-581.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,247142095.956,267520.896893,247142095.956,247331261.796,246952930.116,246971846.7,247312345.212,2.0,71567430274.6,0.199998716352,0.0999905937684,0.0039995980802,74,2.43433201164e-13,0.2
720.0,-581.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,227516616.995,1059201.23942,227516616.995,228265585.374,226767648.616,226842545.454,228190688.536,2.0,1121907265580.0,0.199998716352,0.200004703116,0.00800013677752,86,2.43433201164e-13,0.2
720.0,-457.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,211559594.733,790377.992024,211559594.733,212118476.371,211000713.095,211056601.259,212062588.207,2.0,624697370276.0,0.199998716352,0.100002351558,0.00400006838876,105,2.43433201164e-13,0.2
720.0,-581.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,189477152.307,302517.045313,189477152.307,189691064.161,189263240.452,189284631.638,189669672.975,2.0,91516562704.7,0.199998716352,0.200004703116,0.00800013677752,92,2.43433201164e-13,0.2
720.0,-581.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,154007880.647,1152566.54597,154007880.647,154822868.267,153192893.026,153274391.788,154741369.505,2.0,1328409642880.0,0.199998716352,0.200004703116,0.00800013677752,98,2.43433201164e-13,0.2
720.0,-705.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,152905759.622,1485999.79271,152905759.622,153956520.152,151854999.092,151960075.145,153851444.099,2.0,2208195383950.0,0.199998716352,0.199992945326,0.00399983323448,79,2.43433201164e-13,0.1
720.0,-705.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,117234790.17,601584.440455,117234790.17,117660174.608,116809405.733,116851944.177,117617636.164,2.0,361903838997.0,0.199998716352,0.200004703116,0.00400006838876,85,2.43433201164e-13,0.1
720.0,-581.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,116652905.404,557766.287247,116652905.404,117047305.728,116258505.08,116297945.112,117007865.696,2.0,311103231190.0,0.199998716352,0.100002351558,0.00400006838876,104,2.43433201164e-13,0.2
720.0,-333.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,106327211.617,104050.773129,106327211.617,106400786.624,106253636.609,106260994.11,106393429.123,2.0,10826563388.8,0.199998716352,0.0999905937684,0.0039995980802,112,2.43433201164e-13,0.2
720.0,-705.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,103437716.06,142855.869884,103437716.06,103538730.414,103336701.706,103346803.141,103528628.979,2.0,20407799560.2,0.199998716352,0.0999905937684,0.0019997990401,73,2.43433201164e-13,0.1
720.0,-705.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,80889174.8108,1660777.36896,80889174.8108,82063521.7505,79714827.8712,79832262.5652,81946087.0565,2.0,2758181469240.0,0.199998716352,0.200004703116,0.00400006838876,91,2.43433201164e-13,0.1
720.0,-333.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,71620302.7331,695913.880011,71620302.7331,72112388.1568,71128217.3094,71177425.8518,72063179.6144,2.0,484296128392.0,0.199998716352,0.199992945326,0.00799966646896,118,2.43433201164e-13,0.2
720.0,-705.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,43939036.8499,2274288.14854,43939036.8499,45547201.4221,42330872.2777,42491688.7349,45386384.9648,2.0,5172386582600.0,0.199998716352,0.200004703116,0.00400006838876,97,2.43433201164e-13,0.1
720.0,-333.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,36167015.1219,1061234.72705,36167015.1219,36917421.3939,35416608.85,35491649.4772,36842380.7667,2.0,1126219145900.0,0.199998716352,0.200004703116,0.00800013677752,124,2.43433201164e-13,0.2
720.0,-705.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,6941349.78988,1636633.8646,6941349.78988,8098624.69385,5784074.8859,5899802.3763,7982897.20345,2.0,2678570406740.0,0.199998716352,0.100002351558,0.00200003419438,103,2.43433201164e-13,0.1
720.0,-333.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,870901.998308,1046328.92628,870901.998308,1610768.27743,131035.719186,205022.347098,1536781.64952,2.0,1094804221960.0,0.199998716352,0.200004703116,0.00800013677752,130,2.43433201164e-13,0.2
720.0,-457.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-26039586.3208,1309676.73607,-26039586.3208,-25113505.0196,-26965667.622,-26873059.4919,-25206113.1497,2.0,1715253153010.0,0.199998716352,0.199992945326,0.00799966646896,117,2.43433201164e-13,0.2
720.0,-333.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-35125517.2488,1896525.04219,-35125517.2488,-33784471.5308,-36466562.9668,-36332458.395,-33918576.1026,2.0,3596807235660.0,0.199998716352,0.200004703116,0.00800013677752,136,2.43433201164e-13,0.2
720.0,-457.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-38964631.2834,719812.152669,-38964631.2834,-38455647.2291,-39473615.3378,-39422716.9323,-38506545.6345,2.0,518129535129.0,0.199998716352,0.0999905937684,0.0039995980802,111,2.43433201164e-13,0.2
720.0,-457.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-62575132.6811,625571.391713,-62575132.6811,-62132786.9079,-63017478.4543,-62973243.877,-62177021.4852,2.0,391339566130.0,0.199998716352,0.200004703116,0.00800013677752,123,2.43433201164e-13,0.2
720.0,-333.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-71054553.3491,2209973.90256,-71054553.3491,-69491865.8164,-72617240.8819,-72460972.1286,-69648134.5696,2.0,4883984650000.0,0.199998716352,0.100002351558,0.00400006838876,142,2.43433201164e-13,0.2
720.0,-457.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-98936005.3515,3300574.77822,-98936005.3515,-96602146.544,-101269864.159,-101036478.278,-96835532.4248,2.0,10893793866700.0,0.199998716352,0.200004703116,0.00800013677752,129,2.43433201164e-13,0.2
720.0,-457.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-136655457.059,1085641.4374,-136655457.059,-135887792.636,-137423121.481,-137346355.039,-135964559.078,2.0,1178617330600.0,0.199998716352,0.200004703116,0.00800013677752,135,2.43433201164e-13,0.2
720.0,-581.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-141672113.954,1173914.22058,-141672113.954,-140842031.248,-142502196.66,-142419188.389,-140925039.518,2.0,1378074597280.0,0.199998716352,0.199992945326,0.00799966646896,116,2.43433201164e-13,0.2
720.0,-457.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-169014164.771,1775764.84852,-169014164.771,-167758509.404,-170269820.137,-170144254.6,-167884074.941,2.0,3153340797250.0,0.199998716352,0.100002351558,0.00400006838876,141,2.43433201164e-13,0.2
720.0,-581.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-179531897.838,3326919.88118,-179531897.838,-177179410.23,-181884385.446,-181649136.686,-177414658.99,2.0,11068395895800.0,0.199998716352,0.200004703116,0.00800013677752,122,2.43433201164e-13,0.2
720.0,-581.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-182476737.876,640792.113049,-182476737.876,-182023629.427,-182929846.324,-182884535.479,-182068940.272,2.0,410614532146.0,0.199998716352,0.0999905937684,0.0039995980802,110,2.43433201164e-13,0.2
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-202949762.049,1669006.53592,-202949762.049,-201769596.209,-204129927.888,-204011911.304,-201887612.793,2.0,2785582816940.0,0.199998716352,0.199992945326,0.00799966646896,155,2.43433201164e-13,0.2
720.0,-581.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215978174.991,566333.379155,-215978174.991,-215577716.818,-216378633.163,-216338587.346,-215617762.635,2.0,320733496345.0,0.199998716352,0.200004703116,0.00800013677752,128,2.43433201164e-13,0.2
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-237343540.073,2363190.58523,-237343540.073,-235672511.985,-239014568.161,-238847465.352,-235839614.794,2.0,5584669742100.0,0.199998716352,0.200004703116,0.00800013677752,161,2.43433201164e-13,0.2
720.0,-581.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-252654690.683,190526.273234,-252654690.683,-252519968.263,-252789413.103,-252775940.861,-252533440.505,2.0,36300260792.3,0.199998716352,0.200004703116,0.00800013677752,134,2.43433201164e-13,0.2
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-268781706.781,1963563.85901,-268781706.781,-267393257.461,-270170156.101,-270031311.169,-267532102.393,2.0,3855583028400.0,0.199998716352,0.199992945326,0.00399983323448,115,2.43433201164e-13,0.1
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-273158875.717,2382201.12586,-273158875.717,-271474405.147,-274843346.287,-274674899.23,-271642852.204,2.0,5674882204030.0,0.199998716352,0.200004703116,0.00800013677752,167,2.43433201164e-13,0.2
720.0,-581.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-287276359.289,1105720.51322,-287276359.289,-286494496.816,-288058221.762,-287980035.515,-286572683.063,2.0,1222617853350.0,0.199998716352,0.100002351558,0.00400006838876,140,2.43433201164e-13,0.2
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-304017762.917,1458107.54931,-304017762.917,-302986725.181,-305048800.653,-304945696.879,-303089828.954,2.0,2126077625360.0,0.199998716352,0.200004703116,0.00400006838876,121,2.43433201164e-13,0.1
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-310060824.072,1708357.5521,-310060824.072,-308852832.862,-311268815.282,-311148016.161,-308973631.983,2.0,2918485525800.0,0.199998716352,0.199992945326,0.00799966646896,154,2.43433201164e-13,0.2
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-310278313.574,2666879.76708,-310278313.574,-308392544.806,-312164082.342,-311975505.465,-308581121.683,2.0,7112247692070.0,0.199998716352,0.200004703116,0.00800013677752,173,2.43433201164e-13,0.2
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-315836141.493,1593269.94086,-315836141.493,-314709529.514,-316962753.473,-316850092.275,-314822190.712,2.0,2538509104460.0,0.199998716352,0.0999905937684,0.0039995980802,148,2.43433201164e-13,0.2
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-324718025.155,1305342.14836,-324718025.155,-323795008.871,-325641041.44,-325548739.812,-323887310.499,2.0,1703918124280.0,0.199998716352,0.0999905937684,0.0019997990401,109,2.43433201164e-13,0.1
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-338953300.96,586934.632255,-338953300.96,-338538275.502,-339368326.419,-339326823.873,-338579778.048,2.0,344492262540.0,0.199998716352,0.200004703116,0.00400006838876,127,2.43433201164e-13,0.1
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-344725459.109,2240189.63962,-344725459.109,-343141405.823,-346309512.394,-346151107.065,-343299811.152,2.0,5018449621480.0,0.199998716352,0.100002351558,0.00400006838876,179,2.43433201164e-13,0.2
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-347559510.882,1741758.93253,-347559510.882,-346327901.33,-348791120.434,-348667959.479,-346451062.285,2.0,3033724179030.0,0.199998716352,0.200004703116,0.00800013677752,160,2.43433201164e-13,0.2
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-378061579.684,2758356.24672,-378061579.684,-376111127.277,-380012032.091,-379816986.851,-376306172.518,2.0,7608529183820.0,0.199998716352,0.200004703116,0.00400006838876,133,2.43433201164e-13,0.1
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-381416820.08,1338597.35321,-381416820.08,-380470288.815,-382363351.346,-382268698.22,-380564941.941,2.0,1791842874030.0,0.199998716352,0.200004703116,0.00800013677752,166,2.43433201164e-13,0.2
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-415428497.607,584423.693605,-415428497.607,-415015247.651,-415841747.564,-415800422.569,-415056572.646,2.0,341551053647.0,0.199998716352,0.100002351558,0.00200003419438,139,2.43433201164e-13,0.1
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-418867239.134,2031471.44536,-418867239.134,-417430771.899,-420303706.368,-420160059.645,-417574418.622,2.0,4126876233310.0,0.199998716352,0.200004703116,0.00800013677752,172,2.43433201164e-13,0.2
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-438352987.63,1458742.8457,-438352987.63,-437321500.672,-439384474.588,-439281325.892,-437424649.368,2.0,2127930689880.0,0.199998716352,0.199992945326,0.00799966646896,153,2.43433201164e-13,0.2
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-455194192.164,1337722.83881,-455194192.164,-454248279.274,-456140105.055,-456045513.766,-454342870.563,2.0,1789502393470.0,0.199998716352,0.100002351558,0.00400006838876,178,2.43433201164e-13,0.2
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-461451332.641,1250976.48341,-461451332.641,-460566758.686,-462335906.595,-462247449.2,-460655216.082,2.0,1564942162050.0,0.199998716352,0.0999905937684,0.0039995980802,147,2.43433201164e-13,0.2
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,85052.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-464299140.158,4641231.53829,-464299140.158,-461017293.864,-467580986.452,-467252801.822,-461345478.494,2.0,21541030192000.0,0.0999993581762,0.199992945326,0.00199991661724,192,0.0,0.1
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-475551787.029,2534906.52946,-475551787.029,-473759337.432,-477344236.625,-477164991.665,-473938582.392,2.0,6425751113090.0,0.199998716352,0.200004703116,0.00800013677752,159,2.43433201164e-13,0.2
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-500540581.385,258363.485742,-500540581.385,-500357890.812,-500723271.958,-500705002.9,-500376159.869,2.0,66751690764.6,0.0999993581762,0.200004703116,0.00200003419438,198,0.0,0.1
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-509284899.64,53570.030321,-509284899.64,-509247019.908,-509322779.372,-509318991.398,-509250807.881,2.0,2869748148.6,0.199998716352,0.200004703116,0.00800013677752,165,2.43433201164e-13,0.2
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,255156.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-534934334.803,443848.717135,-534934334.803,-534620486.365,-535248183.241,-535216798.397,-534651871.209,2.0,197001683702.0,0.0999993581762,0.200004703116,0.00200003419438,204,0.0,0.1
