smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-meoh_capacity,prefix
960.0,-292.7,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-589002393519000.0,6199783.82917,-589002393519000.0,-589002389136000.0,-589002397903000.0,-589002397465000.0,-589002389574000.0,2.0,38437319528500.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,107
960.0,-292.7,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-589002427658000.0,40619655.8839,-589002427658000.0,-589002398936000.0,-589002456380000.0,-589002453508000.0,-589002401808000.0,2.0,1649956444130000.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00291533035653,0.142857142857,171
960.0,-538.4,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-589024629586000.0,14949535.072,-589024629586000.0,-589024619015000.0,-589024640157000.0,-589024639100000.0,-589024620072000.0,2.0,223488598869000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.000728739324824,0.0714285714286,25
960.0,-538.4,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-589024643378000.0,6604045.61481,-589024643378000.0,-589024638708000.0,-589024648048000.0,-589024647581000.0,-589024639175000.0,2.0,43613418482500.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00145757191396,0.0714285714286,89
960.0,-538.4,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-589024683066000.0,11619060.0113,-589024683066000.0,-589024674850000.0,-589024691282000.0,-589024690460000.0,-589024675671000.0,2.0,135002555546000.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00145766517826,0.0714285714286,153
960.0,-169.9,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-785237044729000.0,74145145.3407,-785237044729000.0,-785236992301000.0,-785237097158000.0,-785237091915000.0,-785236997544000.0,2.0,5497502577600000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,51
960.0,-169.9,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-785237057013000.0,18812785.1287,-785237057013000.0,-785237043711000.0,-785237070316000.0,-785237068986000.0,-785237045041000.0,2.0,353920884298000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,115
960.0,-415.6,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-785259287425000.0,20302521.3192,-785259287425000.0,-785259273069000.0,-785259301781000.0,-785259300345000.0,-785259274504000.0,2.0,412192371917000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.000728739324824,0.0714285714286,33
960.0,-415.6,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-785259322975000.0,6417180.00835,-785259322975000.0,-785259318437000.0,-785259327513000.0,-785259327059000.0,-785259318891000.0,2.0,41180199259600.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00145757191396,0.0714285714286,97
960.0,-415.6,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-785259351276000.0,1602380.06854,-785259351276000.0,-785259350143000.0,-785259352409000.0,-785259352296000.0,-785259350257000.0,2.0,2567621884040.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00145766517826,0.0714285714286,161
960.0,-47.0,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-785305756213000.0,8240796.72977,-785305756213000.0,-785305750386000.0,-785305762040000.0,-785305761458000.0,-785305750969000.0,2.0,67910730741400.0,0.0714206061936,9.835748238069999e-14,0.0714534883721,0.000729035922026,0.142857142857,60
960.0,-47.0,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-785305810311000.0,60110213.2922,-785305810311000.0,-785305767807000.0,-785305852816000.0,-785305848565000.0,-785305772057000.0,2.0,3613237742040000.0,0.142850352821,9.835748238069999e-14,0.0714534883721,0.00145816514632,0.142857142857,124
960.0,-292.7,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-785328084303000.0,15707339.6416,-785328084303000.0,-785328073196000.0,-785328095409000.0,-785328094299000.0,-785328074307000.0,2.0,246720518618000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,106
960.0,-292.7,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-785328087562000.0,11932698.9919,-785328087562000.0,-785328079124000.0,-785328096000000.0,-785328095156000.0,-785328079968000.0,2.0,142389305230000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,42
960.0,-292.7,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-785328124727000.0,17095893.6247,-785328124727000.0,-785328112639000.0,-785328136816000.0,-785328135607000.0,-785328113848000.0,2.0,292269578829000.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00291533035653,0.142857142857,170
960.0,-169.9,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-981562737479000.0,11676660.6645,-981562737479000.0,-981562729222000.0,-981562745735000.0,-981562744910000.0,-981562730048000.0,2.0,136344404274000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.00145747864965,0.142857142857,50
960.0,-169.9,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-981562792643000.0,27147033.8862,-981562792643000.0,-981562773447000.0,-981562811839000.0,-981562809919000.0,-981562775367000.0,2.0,736961448816000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00291514382791,0.142857142857,114
960.0,-47.0,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-981631478822000.0,11008237.6624,-981631478822000.0,-981631471038000.0,-981631486606000.0,-981631485828000.0,-981631471817000.0,2.0,121181296432000.0,0.0714206061936,9.835748238069999e-14,0.0714534883721,0.000729035922026,0.142857142857,59
960.0,-47.0,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-981631540653000.0,46966390.1141,-981631540653000.0,-981631507443000.0,-981631573863000.0,-981631570542000.0,-981631510764000.0,2.0,2205841800350000.0,0.142850352821,9.835748238069999e-14,0.0714534883721,0.00145816514632,0.142857142857,123
960.0,-292.7,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-981653773288000.0,13915658.3373,-981653773288000.0,-981653763448000.0,-981653783128000.0,-981653782144000.0,-981653764432000.0,2.0,193645546961000.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.000728739324824,0.0714285714286,41
960.0,-292.7,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-981653804788000.0,2694041.92292,-981653804788000.0,-981653802883000.0,-981653806693000.0,-981653806503000.0,-981653803074000.0,2.0,7257861882470.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00145757191396,0.0714285714286,105
960.0,-292.7,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-981653843988000.0,16187481.7631,-981653843988000.0,-981653832542000.0,-981653855435000.0,-981653854290000.0,-981653833687000.0,2.0,262034565830000.0,0.142859493254,9.835748238069999e-14,0.142848837209,0.00145766517826,0.0714285714286,169
960.0,-169.9,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1177888430680000.0,7576531.07358,-1177888430680000.0,-1177888425320000.0,-1177888436040000.0,-1177888435500000.0,-1177888425860000.0,2.0,57403823108900.0,0.0714206061936,9.835748238069999e-14,0.142848837209,0.000728739324824,0.0714285714286,49
960.0,-169.9,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1177888541280000.0,21873106.2429,-1177888541280000.0,-1177888525810000.0,-1177888556750000.0,-1177888555200000.0,-1177888527360000.0,2.0,478432776715000.0,0.142850352821,9.835748238069999e-14,0.142848837209,0.00145757191396,0.0714285714286,113
960.0,-47.0,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1177957198410000.0,25905796.1434,-1177957198410000.0,-1177957180090000.0,-1177957216730000.0,-1177957214890000.0,-1177957181920000.0,2.0,671110273821000.0,0.0714206061936,9.835748238069999e-14,0.0714534883721,0.000729035922026,0.142857142857,58
960.0,-47.0,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1177957244350000.0,5494796.68895,-1177957244350000.0,-1177957240460000.0,-1177957248230000.0,-1177957247840000.0,-1177957240850000.0,2.0,30192790652900.0,0.142850352821,9.835748238069999e-14,0.0714534883721,0.00145816514632,0.142857142857,122
960.0,-47.0,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1374282920780000.0,35688259.9579,-1374282920780000.0,-1374282895550000.0,-1374282946020000.0,-1374282943490000.0,-1374282898070000.0,2.0,1273651898820000.0,0.0714206061936,9.835748238069999e-14,0.0714534883721,0.000364517961013,0.0714285714286,57
960.0,-47.0,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1374282930300000.0,6705686.9997,-1374282930300000.0,-1374282925550000.0,-1374282935040000.0,-1374282934560000.0,-1374282926030000.0,2.0,44966238137900.0,0.142850352821,9.835748238069999e-14,0.0714534883721,0.000729082573159,0.0714285714286,121
