smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,PointProbability,prefix
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1297450664.4,1637095.18813,-1298115102.61,-1295020628.98,-1298551823.4,-1298507438.77,-1295463676.53,4.0,2680080655010.0,0.142857142857,0.0714473684211,0.00145816154194,0.142862235785,9.8243970108e-13,169
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1304644489.77,1070517.53665,-1304573126.2,-1303497614.14,-1305934092.52,-1305801054.45,-1303587834.07,4.0,1146007796270.0,0.142857142857,0.142894736842,0.00291632308389,0.142862235785,9.8243970108e-13,219
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1312859992.78,893635.812958,-1313082598.17,-1311591196.88,-1313683577.89,-1313603217.27,-1311805120.74,4.0,798584966201.0,0.142857142857,0.142894736842,0.00291595920758,0.142844410537,9.8243970108e-13,202
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1316339014.95,888269.464472,-1316042132.01,-1315642307.89,-1317629487.87,-1317412615.69,-1315681050.31,4.0,789022641514.0,0.142857142857,0.0714473684211,0.00145816154194,0.142862235785,9.8243970108e-13,177
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1323947925.45,1364952.53063,-1323783432.79,-1322530271.87,-1325694564.33,-1325480971.05,-1322645169.56,4.0,1863095410870.0,0.142857142857,0.142894736842,0.00291632308389,0.142862235785,9.8243970108e-13,227
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1330906999.74,1392482.21259,-1330608656.93,-1329554786.61,-1332855898.5,-1332530583.48,-1329701095.95,4.0,1939006712370.0,0.142857142857,0.142894736842,0.00291632308389,0.142862235785,9.8243970108e-13,210
480.0,-465.1,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1334910247.56,2083163.76724,-1334745001.41,-1332844882.19,-1337306105.26,-1337104368.08,-1332947471.67,4.0,4339571281130.0,0.142857142857,0.0714473684211,0.000729080770972,0.0714311178926,9.8243970108e-13,185
480.0,-356.5,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1340681295.45,664673.719006,-1340571441.04,-1340029076.71,-1341553223.01,-1341442016.68,-1340074370.4,4.0,441791152738.0,0.142857142857,0.142894736842,0.00291632308389,0.142862235785,9.8243970108e-13,235
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1341184620.31,754597.884686,-1340945856.48,-1340571156.18,-1342275612.11,-1342093781.33,-1340609728.66,4.0,569417967573.0,0.142857142857,0.142894736842,0.00145779766563,0.0714132926442,9.8243970108e-13,194
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1349262558.09,755334.480423,-1349271819.44,-1348449802.8,-1350056790.68,-1350007787.1,-1348504363.19,4.0,570530177316.0,0.142857142857,0.142894736842,0.00291632308389,0.142862235785,9.8243970108e-13,218
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1362217307.77,800123.667206,-1362345539.21,-1361188754.14,-1362989398.52,-1362944090.27,-1361311001.26,4.0,640197882823.0,0.142857142857,0.0714473684211,0.00145797960379,0.142844410537,9.8243970108e-13,201
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1367495335.5,1319034.13194,-1367927530.09,-1365570328.41,-1368555953.4,-1368474854.99,-1365910743.58,4.0,1739851041220.0,0.142857142857,0.142894736842,0.00291632308389,0.142862235785,9.8243970108e-13,226
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1380531620.07,1361661.30742,-1380449325.59,-1378959867.63,-1382267961.48,-1382021900.74,-1379156551.68,4.0,1854121516120.0,0.142857142857,0.0714473684211,0.00145816154194,0.142862235785,9.8243970108e-13,209
480.0,-410.8,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1386408560.78,996512.844165,-1386495501.36,-1385165007.83,-1387478232.57,-1387386279.75,-1385309125.0,4.0,993037848586.0,0.142857142857,0.142894736842,0.00291632308389,0.142862235785,9.8243970108e-13,234
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1397186471.69,1352379.58083,-1397510907.04,-1395341629.68,-1398382443.0,-1398322267.29,-1395596466.61,4.0,1828930530640.0,0.142857142857,0.0714473684211,0.00145816154194,0.142862235785,9.8243970108e-13,217
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1405520547.55,1725159.75212,-1406292804.94,-1402940962.7,-1406555617.63,-1406526875.0,-1403433059.77,4.0,2976176170330.0,0.142857142857,0.0714473684211,0.000728898832816,0.0714132926442,9.8243970108e-13,193
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1414557800.39,1289893.27979,-1414532768.03,-1413162543.34,-1416003122.14,-1415886195.23,-1413264450.84,4.0,1663824673260.0,0.142857142857,0.0714473684211,0.00145816154194,0.142862235785,9.8243970108e-13,225
480.0,-465.1,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1434337662.29,1206615.19929,-1433860585.04,-1433532081.07,-1436097398.02,-1435805210.81,-1433538021.93,4.0,1455920239150.0,0.142857142857,0.0714473684211,0.00145816154194,0.142862235785,9.8243970108e-13,233
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-3228543081.9,0.0,-3228543081.9,-3228543081.9,-3228543081.9,-3228543081.9,-3228543081.9,4.0,0.0,0.0714285714286,0.0714473684211,0.000364449416408,0.0714132926442,9.8243970108e-13,1
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-3246938245.47,0.0,-3246938245.47,-3246938245.47,-3246938245.47,-3246938245.47,-3246938245.47,4.0,0.0,0.0714285714286,0.0714473684211,0.000728989801894,0.142844410537,9.8243970108e-13,9
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-3265338000.6,0.0,-3265338000.6,-3265338000.6,-3265338000.6,-3265338000.6,-3265338000.6,4.0,0.0,0.0714285714286,0.0714473684211,0.000729080770972,0.142862235785,9.8243970108e-13,17
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-3283737755.73,0.0,-3283737755.73,-3283737755.73,-3283737755.73,-3283737755.73,-3283737755.73,4.0,0.0,0.0714285714286,0.0714473684211,0.000729080770972,0.142862235785,9.8243970108e-13,25
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-3302137510.86,0.0,-3302137510.86,-3302137510.86,-3302137510.86,-3302137510.86,-3302137510.86,4.0,0.0,0.0714285714286,0.0714473684211,0.000729080770972,0.142862235785,9.8243970108e-13,33
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-3320537265.98,0.0,-3320537265.98,-3320537265.98,-3320537265.98,-3320537265.98,-3320537265.98,4.0,0.0,0.0714285714286,0.0714473684211,0.000729080770972,0.142862235785,9.8243970108e-13,41
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-3338937021.11,0.0,-3338937021.11,-3338937021.11,-3338937021.11,-3338937021.11,-3338937021.11,4.0,0.0,0.0714285714286,0.0714473684211,0.000729080770972,0.142862235785,9.8243970108e-13,49
480.0,-465.1,-11688.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-3357336776.24,0.0,-3357336776.24,-3357336776.24,-3357336776.24,-3357336776.24,-3357336776.24,4.0,0.0,0.0714285714286,0.0714473684211,0.000364540385486,0.0714311178926,9.8243970108e-13,57
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-25383250778.4,123386.736142,-25383242950.0,-25383107966.5,-25383409247.0,-25383384996.0,-25383127520.5,4.0,15224286655.8,0.142857142857,0.142894736842,0.00145779766563,0.0714132926442,9.8243970108e-13,66
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-25400911060.7,477712.439792,-25400978294.6,-25400321796.0,-25401365857.5,-25401344696.4,-25400383297.4,4.0,228209175132.0,0.142857142857,0.142894736842,0.00291595920758,0.142844410537,9.8243970108e-13,74
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-25419231308.3,421480.590651,-25419209143.5,-25418804216.2,-25419702730.0,-25419666536.8,-25418827110.5,4.0,177645888295.0,0.142857142857,0.142894736842,0.00291632308389,0.142862235785,9.8243970108e-13,82
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-25437598315.5,466612.007437,-25437464340.7,-25437215376.9,-25438249203.7,-25438154465.0,-25437229730.7,4.0,217726765485.0,0.142857142857,0.142894736842,0.00291632308389,0.142862235785,9.8243970108e-13,90
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-25455879908.7,642373.222337,-25455666722.4,-25455368068.7,-25456818121.5,-25456652767.6,-25455405510.8,4.0,412643356776.0,0.142857142857,0.142894736842,0.00291632308389,0.142862235785,9.8243970108e-13,98
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-25474983501.6,379339.964988,-25474941847.0,-25474566445.2,-25475483867.3,-25475409208.7,-25474616111.0,4.0,143898809037.0,0.142857142857,0.142894736842,0.00291632308389,0.142862235785,9.8243970108e-13,106
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-25493007314.7,338798.472557,-25492949934.1,-25492658496.0,-25493470894.6,-25493396405.3,-25492698556.9,4.0,114784405007.0,0.142857142857,0.142894736842,0.00291632308389,0.142862235785,9.8243970108e-13,114
480.0,-410.8,-10323.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-25511523110.8,239330.572237,-25511448056.7,-25511325209.2,-25511871120.4,-25511809483.8,-25511341813.4,4.0,57279122807.3,0.142857142857,0.142894736842,0.00145816154194,0.0714311178926,9.8243970108e-13,122
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-47535735867.1,724517.058877,-47535695835.3,-47534998690.2,-47536553107.6,-47536488179.1,-47535039599.5,4.0,524924968603.0,0.142857142857,0.142894736842,0.00145779766563,0.0714132926442,9.8243970108e-13,131
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-47554649957.9,1088214.60373,-47554557178.1,-47553464827.4,-47556020648.0,-47555854381.9,-47553575425.7,4.0,1184211023780.0,0.142857142857,0.142894736842,0.00291595920758,0.142844410537,9.8243970108e-13,139
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-47572326362.0,1069258.63123,-47572512671.7,-47570873846.3,-47573406258.2,-47573303060.1,-47571088830.3,4.0,1143314020460.0,0.142857142857,0.142894736842,0.00291632308389,0.142862235785,9.8243970108e-13,147
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-47591386536.8,206915.19461,-47591309736.8,-47591235128.8,-47591691544.9,-47591637061.6,-47591243532.1,4.0,42813897760.3,0.142857142857,0.142894736842,0.00291632308389,0.142862235785,9.8243970108e-13,155
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-47608787013.0,1093712.78052,-47608587646.4,-47607754715.9,-47610218043.4,-47610040199.6,-47607812939.8,4.0,1196207646270.0,0.142857142857,0.142894736842,0.00291632308389,0.142862235785,9.8243970108e-13,163
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-47627347075.1,1283837.61361,-47627674758.3,-47625583132.9,-47628455651.1,-47628404715.6,-47625830678.3,4.0,1648239018130.0,0.142857142857,0.142894736842,0.00291632308389,0.142862235785,9.8243970108e-13,171
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,240438.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-47646236082.0,653742.90746,-47646218708.6,-47645528310.4,-47646978600.4,-47646915402.3,-47645581084.4,4.0,427379789055.0,0.142857142857,0.142894736842,0.00291632308389,0.142862235785,9.8243970108e-13,179
480.0,-356.5,-8959.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,280511.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-47665484822.7,1098230.54103,-47665592143.4,-47664043006.0,-47666711998.0,-47666554888.7,-47664264507.6,4.0,1206110321250.0,0.142857142857,0.142894736842,0.00145816154194,0.0714311178926,9.8243970108e-13,187
480.0,-302.2,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-69688106605.3,1538513.43695,-69688338820.4,-69686125148.7,-69689623631.8,-69689523721.4,-69686364388.2,4.0,2367023595680.0,0.142857142857,0.142763157895,0.00145645531051,0.0714132926442,9.8243970108e-13,196
480.0,-302.2,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,40073.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-69706742690.8,1320588.0789,-69706423887.5,-69705543144.5,-69708579843.6,-69708305579.0,-69705626127.2,4.0,1743952874140.0,0.142857142857,0.142763157895,0.00291327416226,0.142844410537,9.8243970108e-13,204
480.0,-302.2,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,80146.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-69725157599.8,490967.68677,-69725034258.3,-69724759244.8,-69725802637.7,-69725723809.7,-69724764068.0,4.0,241049269452.0,0.142857142857,0.142763157895,0.00291363770352,0.142862235785,9.8243970108e-13,212
480.0,-302.2,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120219.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-69742616322.8,1812643.11873,-69742215185.5,-69740881763.6,-69745153156.9,-69744744453.7,-69741049784.3,4.0,3285675075900.0,0.142857142857,0.142763157895,0.00291363770352,0.142862235785,9.8243970108e-13,220
480.0,-302.2,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,160292.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-69761840028.1,1267254.27474,-69761400690.7,-69760863869.7,-69763694861.4,-69763371540.3,-69760923588.3,4.0,1605933396860.0,0.142857142857,0.142763157895,0.00291363770352,0.142862235785,9.8243970108e-13,228
480.0,-302.2,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,200365.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-69779157024.6,904063.060829,-69779192197.2,-69778112067.3,-69780131636.7,-69780058446.3,-69778206361.2,4.0,817330017956.0,0.142857142857,0.142763157895,0.00291363770352,0.142862235785,9.8243970108e-13,236
480.0,-248.0,-7595.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-83791550853700.0,315864.57352,-83791550785400.0,-83791550565000.0,-83791551279200.0,-83791551222100.0,-83791550581100.0,4.0,99770428805.2,0.142857142857,0.142763157895,0.00145645531051,0.0714132926442,9.8243970108e-13,197
