smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight,PointProbability
720.0,-498.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,488093617.788,42219502.6183,488093617.788,517947314.387,458239921.188,461225290.848,514961944.727,2.0,1782486401340000.0,404,0.0555547717199,0.110483870968,0.111136071887,0.000682142788051,1.73883786583e-14
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,484224837.06,2685079.22413,484224837.06,486123474.787,482326199.332,482516063.105,485933611.014,2.0,7209650439860.0,212,0.111110467246,0.111290322581,0.111103979461,0.00137385845143,1.73883786583e-14
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,453460314.444,141459.60754,453460314.444,453560341.492,453360287.397,453370290.102,453550338.787,2.0,20010820565.4,211,0.111110467246,0.0556451612903,0.111103979461,0.000686929225714,1.73883786583e-14
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,440490250.597,2312271.86062,440490250.597,442125273.709,438855227.484,439018729.795,441961771.398,2.0,5346601157430.0,301,0.0555547717199,0.0556451612903,0.111136071887,0.000343560966245,1.73883786583e-14
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,438944429.488,1029498.43835,438944429.488,439672394.815,438216464.161,438289260.693,439599598.282,2.0,1059867034570.0,21,0.11111130707,0.0556451612903,0.0555519897304,0.00034346720892,1.73883786583e-14
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,436588605.8,886209.853147,436588605.8,437215250.796,435961960.803,436024625.303,437152586.297,2.0,785367903815.0,314,0.111110467246,0.110483870968,0.111136071887,0.00136429691928,1.73883786583e-14
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,429287389.885,934840.093543,429287389.885,429948421.655,428626358.116,428692461.293,429882318.478,2.0,873926000496.0,403,0.0555547717199,0.111290322581,0.111136071887,0.00068712193249,1.73883786583e-14
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,386692378.373,4987994.32143,386692378.373,390219422.982,383165333.763,383518038.224,389866718.521,2.0,24880087350600.0,313,0.111110467246,0.111290322581,0.111136071887,0.00137425529096,1.73883786583e-14
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,359371927.871,15255250.1356,359371927.871,370159018.69,348584837.051,349663546.133,369080309.608,2.0,232722656698000.0,312,0.111110467246,0.111290322581,0.111136071887,0.00137425529096,1.73883786583e-14
720.0,-636.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,345836367.304,23737871.3982,345836367.304,362621577.141,329051157.468,330729678.451,360943056.157,2.0,563486538518000.0,402,0.0555547717199,0.111290322581,0.111136071887,0.00068712193249,1.73883786583e-14
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,342220635.212,945311.262645,342220635.212,342889071.216,341552199.208,341619042.808,342822227.616,2.0,893613383283.0,122,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,320500119.968,11324360.0296,320500119.968,328507651.738,312492588.199,313293341.376,327706898.561,2.0,128241130079000.0,415,0.111110467246,0.110483870968,0.111136071887,0.00136429691928,1.73883786583e-14
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,318154742.743,11733412.4916,318154742.743,326451518.282,309857967.203,310687644.757,325621840.728,2.0,137672968698000.0,121,0.11111130707,0.0556451612903,0.111103979461,0.00068693441784,1.73883786583e-14
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,307773581.309,21163527.8948,307773581.309,322738455.397,292808707.221,294305194.63,321241967.988,2.0,447894912953000.0,311,0.111110467246,0.0556451612903,0.111136071887,0.000687127645479,1.73883786583e-14
720.0,-498.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,293988825.184,30973562.4342,293988825.184,315890441.219,272087209.15,274277370.753,313700279.616,2.0,959361569868000.0,414,0.111110467246,0.110483870968,0.111136071887,0.00136429691928,1.73883786583e-14
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,274487460.695,13420595.7999,274487460.695,283977254.993,264997666.397,265946645.827,283028275.563,2.0,180112391626000.0,413,0.111110467246,0.111290322581,0.111136071887,0.00137425529096,1.73883786583e-14
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,270356058.459,26743201.9236,270356058.459,289266357.89,251445759.029,253336788.972,287375327.947,2.0,715198849124000.0,401,0.0555547717199,0.0556451612903,0.111136071887,0.000343560966245,1.73883786583e-14
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,242713377.826,7835679.64927,242713377.826,248254040.041,237172715.611,237726781.832,247699973.82,2.0,61397875566000.0,223,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,223929843.565,6441090.63024,223929843.565,228484382.428,219375304.702,219830758.588,228028928.542,2.0,41487648507000.0,222,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-636.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,204981625.556,32846785.0793,204981625.556,228207810.026,181755441.086,184078059.533,225885191.579,2.0,1078911290040000.0,412,0.111110467246,0.111290322581,0.111136071887,0.00137425529096,1.73883786583e-14
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,175391110.388,4995338.70375,175391110.388,178923348.26,171858872.516,172212096.303,178570124.472,2.0,24953408765200.0,221,0.11111130707,0.0556451612903,0.111103979461,0.00068693441784,1.73883786583e-14
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,165698448.669,1497146.02239,165698448.669,166757090.774,164639806.564,164745670.774,166651226.563,2.0,2241446212360.0,31,0.11111130707,0.0556451612903,0.0555519897304,0.00034346720892,1.73883786583e-14
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,152238524.397,10405319.3599,152238524.397,159596196.277,144880852.517,145616619.705,158860429.089,2.0,108270670982000.0,411,0.111110467246,0.0556451612903,0.111136071887,0.000687127645479,1.73883786583e-14
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,132152394.483,8771611.80045,132152394.483,138354860.669,125949928.297,126570174.915,137734614.05,2.0,76941173577800.0,324,0.11111130707,0.110483870968,0.111136071887,0.00136430723127,1.73883786583e-14
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,105950978.129,7392200.71089,105950978.129,111178053.379,100723902.878,101246610.403,110655345.854,2.0,54644631350000.0,323,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,70580689.8486,1479075.17933,70580689.8486,71626553.9378,69534825.7594,69639412.1683,71521967.5289,2.0,2187663386100.0,132,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,61413562.8717,1433694.18287,61413562.8717,62427337.7506,60399787.9929,60501165.4807,62325960.2627,2.0,2055479010000.0,322,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,55549799.3542,663358.304295,55549799.3542,56018864.5095,55080734.1989,55127640.7144,55971957.994,2.0,440044239877.0,425,0.11111130707,0.110483870968,0.111136071887,0.00136430723127,1.73883786583e-14
720.0,-498.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,53555408.6852,22514663.5301,53555408.6852,69475679.9434,37635137.4269,39227164.5527,67883652.8176,2.0,506910073874000.0,424,0.11111130707,0.110483870968,0.111136071887,0.00136430723127,1.73883786583e-14
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,40818670.1328,16941999.6157,40818670.1328,52798472.9479,28838867.3176,30036847.5991,51600492.6664,2.0,287031350979000.0,321,0.11111130707,0.0556451612903,0.111136071887,0.000687132839105,1.73883786583e-14
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,39574650.833,4185952.40816,39574650.833,42534566.1665,36614735.4994,36910727.0328,42238574.6332,2.0,17522197563400.0,131,0.11111130707,0.0556451612903,0.111103979461,0.00068693441784,1.73883786583e-14
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-12856180.0911,13167047.2489,-12856180.0911,-3545671.69317,-22166688.489,-21235637.6492,-4476722.53297,2.0,173371133256000.0,423,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-29068935.1449,10243641.4556,-29068935.1449,-21825586.8076,-36312283.4822,-35587948.6484,-22549921.6413,2.0,104932190271000.0,233,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-61810111.153,5002846.19593,-61810111.153,-58272564.6826,-65347657.6234,-64993902.9763,-58626319.3297,2.0,25028470060100.0,232,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-636.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-77086829.6861,7720399.93918,-77086829.6861,-71627682.5356,-82545976.8366,-82000062.1215,-72173597.2507,2.0,59604575221000.0,422,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-100715411.843,14874944.5908,-100715411.843,-90197237.6527,-111233586.033,-110181768.614,-91249055.0717,2.0,221263976578000.0,231,0.11111130707,0.0556451612903,0.111103979461,0.00068693441784,1.73883786583e-14
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-105331837.298,3937342.55097,-105331837.298,-102547715.68,-108115958.915,-107837546.753,-102826127.842,2.0,15502666363700.0,41,0.11111130707,0.0556451612903,0.0555519897304,0.00034346720892,1.73883786583e-14
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-118209902.083,19681950.62,-118209902.083,-104292661.332,-132127142.833,-130735418.758,-105684385.407,2.0,387379180209000.0,334,0.11111130707,0.110483870968,0.111136071887,0.00136430723127,1.73883786583e-14
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-138121064.904,9498354.66049,-138121064.904,-131404713.913,-144837415.894,-144165780.795,-132076349.012,2.0,90218741256400.0,421,0.11111130707,0.0556451612903,0.111136071887,0.000687132839105,1.73883786583e-14
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-151250816.134,2372703.37577,-151250816.134,-149573061.487,-152928570.78,-152760795.316,-149740836.951,2.0,5629721309390.0,333,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-187400479.614,17234252.446,-187400479.614,-175214022.841,-199586936.387,-198368290.71,-176432668.518,2.0,297019457372000.0,332,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-203557339.93,6668204.38817,-203557339.93,-198842207.389,-208272472.471,-207800959.217,-199313720.643,2.0,44464949762300.0,142,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-223563819.369,36445528.9697,-223563819.369,-197792938.691,-249334700.048,-246757611.98,-200370026.759,2.0,1328276581880000.0,435,0.11111130707,0.110483870968,0.111136071887,0.00136430723127,1.73883786583e-14
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-234993147.022,7206099.61036,-234993147.022,-229897665.122,-240088628.923,-239579080.733,-230407213.312,2.0,51927871594400.0,141,0.11111130707,0.0556451612903,0.111103979461,0.00068693441784,1.73883786583e-14
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-255423376.864,10893031.4118,-255423376.864,-247720840.485,-263125913.243,-262355659.605,-248491094.123,2.0,118658133338000.0,331,0.11111130707,0.0556451612903,0.111136071887,0.000687132839105,1.73883786583e-14
720.0,-498.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-270149642.489,19731407.8835,-270149642.489,-256197430.173,-284101854.806,-282706633.575,-257592651.404,2.0,389328457065000.0,434,0.11111130707,0.110483870968,0.111136071887,0.00136430723127,1.73883786583e-14
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-302924257.65,945603.956412,-302924257.65,-302255614.68,-303592900.62,-303526036.323,-302322478.977,2.0,894166842382.0,433,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-305780710.972,18426432.748,-305780710.972,-292751255.423,-318810166.522,-317507220.967,-294054200.978,2.0,339533423816000.0,243,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-334819554.706,9074907.42708,-334819554.706,-328402626.126,-341236483.287,-340594790.429,-329044318.984,2.0,82353944810100.0,242,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-636.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-368222336.209,3681775.10131,-368222336.209,-365618928.068,-370825744.35,-370565403.535,-365879268.882,2.0,13555467896600.0,432,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-368732858.633,9704623.07372,-368732858.633,-361870653.849,-375595063.417,-374908842.939,-362556874.327,2.0,94179709003000.0,241,0.11111130707,0.0556451612903,0.111103979461,0.00068693441784,1.73883786583e-14
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-376763550.938,763259.229211,-376763550.938,-376223845.161,-377303256.715,-377249286.137,-376277815.739,2.0,582564650976.0,51,0.11111130707,0.0556451612903,0.0555519897304,0.00034346720892,1.73883786583e-14
720.0,-498.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-387811464.438,32486638.9033,-387811464.438,-364839941.771,-410782987.104,-408485834.837,-367137094.038,2.0,1055381707240000.0,344,0.11111130707,0.110483870968,0.111136071887,0.00136430723127,1.73883786583e-14
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-400805258.433,3644551.14621,-400805258.433,-398228171.603,-403382345.263,-403124636.58,-398485880.286,2.0,13282753057300.0,431,0.11111130707,0.0556451612903,0.111136071887,0.000687132839105,1.73883786583e-14
720.0,-567.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-445995524.499,8462122.41934,-445995524.499,-440011900.353,-451979148.645,-451380786.23,-440610262.767,2.0,71607515839900.0,343,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-636.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-466363737.147,3197083.30067,-466363737.147,-464103057.865,-468624416.429,-468398348.501,-464329125.794,2.0,10221341631400.0,342,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-636.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-476621256.576,6424918.33467,-476621256.576,-472078153.253,-481164359.899,-480710049.567,-472532463.585,2.0,41279575607200.0,152,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-705.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-497135430.832,9078313.6757,-497135430.832,-490716093.67,-503554767.994,-502912834.278,-491358027.386,2.0,82415779194400.0,151,0.11111130707,0.0556451612903,0.111103979461,0.00068693441784,1.73883786583e-14
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-501635960.673,16940965.4912,-501635960.673,-489656889.095,-513615032.252,-512417125.094,-490854796.253,2.0,286996311775000.0,445,0.11111130707,0.110483870968,0.111136071887,0.00136430723127,1.73883786583e-14
720.0,-705.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-519222850.031,11808063.2056,-519222850.031,-510873288.466,-527572411.597,-526737455.44,-511708244.622,2.0,139430356668000.0,341,0.11111130707,0.0556451612903,0.111136071887,0.000687132839105,1.73883786583e-14
720.0,-498.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-551683939.502,32748897.4559,-551683939.502,-528526972.035,-574840906.969,-572525210.223,-530842668.781,2.0,1072490284580000.0,444,0.11111130707,0.110483870968,0.111136071887,0.00136430723127,1.73883786583e-14
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-574576446.856,6316177.49154,-574576446.856,-570110234.92,-579042658.791,-578596037.597,-570556856.114,2.0,39894098104600.0,443,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-578185430.495,13170391.5995,-578185430.495,-568872557.284,-587498303.706,-586567016.385,-569803844.606,2.0,173459214885000.0,253,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-636.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3307577.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-607724711.282,13536324.8684,-607724711.282,-598153084.176,-617296338.389,-616339175.678,-599110246.886,2.0,183232090943000.0,252,0.11111130707,0.111290322581,0.111103979461,0.00137386883568,1.73883786583e-14
720.0,-636.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-638555898.094,22318863.667,-638555898.094,-622774078.247,-654337717.942,-652759535.957,-624352260.232,2.0,498131675386000.0,442,0.11111130707,0.111290322581,0.111136071887,0.00137426567821,1.73883786583e-14
