smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-433201797509000.0,2563866.74649,-433201797509000.0,-433201795696000.0,-433201799322000.0,-433201799141000.0,-433201795877000.0,2.0,6573412693740.0,141,0.055548424363,0.110483870968,0.111109828737,3.6760970142599995e-14,0.000681903790893
720.0,-323.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-439657078249000.0,9583310.10647,-439657078249000.0,-439657071473000.0,-439657085026000.0,-439657084348000.0,-439657072151000.0,2.0,91839832596800.0,52,0.111128939092,0.110483870968,0.055553937791,3.6760970142599995e-14,0.000682088768685
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-439782509607000.0,2250345.76437,-439782509607000.0,-439782508016000.0,-439782511199000.0,-439782511039000.0,-439782508175000.0,2.0,5064056059220.0,63,0.111128939092,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000687067518821
720.0,-185.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-439971538151000.0,12865710.3913,-439971538151000.0,-439971529054000.0,-439971547249000.0,-439971546339000.0,-439971529964000.0,2.0,165526503874000.0,74,0.111096848726,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000686869116419
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-440160524603000.0,25546511.2104,-440160524603000.0,-440160506539000.0,-440160542667000.0,-440160540861000.0,-440160508345000.0,2.0,652624235021000.0,85,0.111096848726,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000686869116419
720.0,-47.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-440349515182000.0,4269265.37875,-440349515182000.0,-440349512164000.0,-440349518201000.0,-440349517899000.0,-440349512466000.0,2.0,18226626874200.0,96,0.111096848726,0.0556451612903,0.055553937791,3.6760970142599995e-14,0.00034343455821
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-441066081305000.0,27446265.1683,-441066081305000.0,-441066061898000.0,-441066100713000.0,-441066098772000.0,-441066063838000.0,2.0,753297471689000.0,41,0.055548424363,0.110483870968,0.055553937791,3.6760970142599995e-14,0.000340945901991
720.0,-323.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-541865964026000.0,16634802.772,-541865964026000.0,-541865952263000.0,-541865975788000.0,-541865974612000.0,-541865953439000.0,2.0,276716663262000.0,151,0.055548424363,0.110483870968,0.111109828737,3.6760970142599995e-14,0.000681903790893
720.0,-254.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-542054973004000.0,1625802.98066,-542054973004000.0,-542054971855000.0,-542054974154000.0,-542054974039000.0,-542054971970000.0,2.0,2643235331930.0,162,0.111128939092,0.111290322581,0.111109828737,3.6760970142599995e-14,0.00137415919343
720.0,-323.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-549730238499000.0,1728051.23994,-549730238499000.0,-549730237277000.0,-549730239721000.0,-549730239599000.0,-549730237399000.0,2.0,2986161087860.0,51,0.055548424363,0.110483870968,0.055553937791,3.6760970142599995e-14,0.000340945901991
720.0,-254.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-549919256889000.0,34111630.4203,-549919256889000.0,-549919232768000.0,-549919281010000.0,-549919278598000.0,-549919235180000.0,2.0,1163603329930000.0,62,0.111128939092,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000687067518821
720.0,-185.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-550044655540000.0,15254422.9432,-550044655540000.0,-550044644753000.0,-550044666326000.0,-550044665248000.0,-550044645832000.0,2.0,232697419331000.0,73,0.111128939092,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000687067518821
720.0,-116.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-550233699742000.0,9152865.30577,-550233699742000.0,-550233693270000.0,-550233706214000.0,-550233705566000.0,-550233693917000.0,2.0,83774943305600.0,84,0.111096848726,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000686869116419
720.0,-47.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-550422658578000.0,4512453.32197,-550422658578000.0,-550422655387000.0,-550422661769000.0,-550422661449000.0,-550422655706000.0,2.0,20362234982900.0,95,0.111096848726,0.0556451612903,0.055553937791,3.6760970142599995e-14,0.00034343455821
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,312885.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-652128134313000.0,7058217.8255,-652128134313000.0,-652128129322000.0,-652128139304000.0,-652128138805000.0,-652128129821000.0,2.0,49818438872100.0,161,0.055548424363,0.111290322581,0.111109828737,3.6760970142599995e-14,0.000686881190826
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-659992374660000.0,6712457.19357,-659992374660000.0,-659992369913000.0,-659992379406000.0,-659992378932000.0,-659992370388000.0,2.0,45057081575600.0,61,0.055548424363,0.111290322581,0.055553937791,3.6760970142599995e-14,0.00034343455821
720.0,-185.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660181402620000.0,34090474.9344,-660181402620000.0,-660181378514000.0,-660181426726000.0,-660181424315000.0,-660181380925000.0,2.0,1162160481250000.0,72,0.111128939092,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000687067518821
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660306825709000.0,14882710.9179,-660306825709000.0,-660306815186000.0,-660306836233000.0,-660306835181000.0,-660306816238000.0,2.0,221495084266000.0,83,0.111128939092,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000687067518821
720.0,-47.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-660495803093000.0,3092119.88298,-660495803093000.0,-660495800907000.0,-660495805279000.0,-660495805061000.0,-660495801125000.0,2.0,9561205370750.0,94,0.111096848726,0.0556451612903,0.055553937791,3.6760970142599995e-14,0.00034343455821
720.0,-185.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-770254549650000.0,39530620.4009,-770254549650000.0,-770254521697000.0,-770254577602000.0,-770254574807000.0,-770254524493000.0,2.0,1562669949280000.0,71,0.055548424363,0.111290322581,0.055553937791,3.6760970142599995e-14,0.00034343455821
720.0,-116.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-770443553199000.0,34813053.6539,-770443553199000.0,-770443528582000.0,-770443577815000.0,-770443575354000.0,-770443531044000.0,2.0,1211948704710000.0,82,0.111128939092,0.111290322581,0.055553937791,3.6760970142599995e-14,0.000687067518821
720.0,-47.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-770568960706000.0,8773810.37428,-770568960706000.0,-770568954502000.0,-770568966910000.0,-770568966290000.0,-770568955122000.0,2.0,76979748483900.0,93,0.111128939092,0.0556451612903,0.055553937791,3.6760970142599995e-14,0.000343533759411
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-880516668350000.0,1003216.23109,-880516668350000.0,-880516667641000.0,-880516669060000.0,-880516668989000.0,-880516667712000.0,2.0,1006442806320.0,81,0.055548424363,0.111290322581,0.055553937791,3.6760970142599995e-14,0.00034343455821
720.0,-47.0,-15031.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-880705719904000.0,19901482.7914,-880705719904000.0,-880705705832000.0,-880705733977000.0,-880705732569000.0,-880705707239000.0,2.0,396069017298000.0,92,0.111128939092,0.0556451612903,0.055553937791,3.6760970142599995e-14,0.000343533759411
720.0,-47.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-990778844832000.0,43593164.88,-990778844832000.0,-990778814007000.0,-990778875657000.0,-990778872575000.0,-990778817090000.0,2.0,1900364024250000.0,91,0.055548424363,0.0556451612903,0.055553937791,3.6760970142599995e-14,0.000171717279105
