smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight
720.0,-361.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-34027126523400.0,11725243.2481,-34027128890300.0,-34027110421800.0,-34027137891000.0,-34027136919700.0,-34027112813300.0,4.0,137481329228000.0,0.111290322581,3.4776821570799994e-14,0.0555556302067,496,0.111136071887,0.000687132550572
720.0,-292.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-34212570755800.0,23203747.1679,-34212571421500.0,-34212547836100.0,-34212592344200.0,-34212591853100.0,-34212548726500.0,4.0,538413882630000.0,0.111290322581,3.4776821570799994e-14,0.0555556302067,597,0.111103979461,0.00068693412939
720.0,-223.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-34397996472600.0,10593574.2015,-34397998552900.0,-34397981757800.0,-34398007026800.0,-34398005789300.0,-34397984243500.0,4.0,112223814363000.0,0.111290322581,3.4776821570799994e-14,0.0555556302067,698,0.111103979461,0.00068693412939
720.0,-154.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-34583447275700.0,15749491.2014,-34583444493900.0,-34583431643000.0,-34583468471900.0,-34583465502700.0,-34583432943100.0,4.0,248046473102000.0,0.111290322581,3.4776821570799994e-14,0.0555556302067,799,0.111103979461,0.00068693412939
720.0,-85.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-34768856724000.0,3507679.09994,-34768857583300.0,-34768851761100.0,-34768859968300.0,-34768859666600.0,-34768852578400.0,4.0,12303812668100.0,0.0556451612903,3.4776821570799994e-14,0.0555556302067,900,0.111103979461,0.000343467064695
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-34915578589400.0,3410564.14225,-34915577330200.0,-34915576154800.0,-34915583542500.0,-34915582729900.0,-34915576211900.0,4.0,11631947768400.0,0.111290322581,3.4776821570799994e-14,0.0555556302067,92,0.0555519897304,0.000343467064695
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-35101025221400.0,3310640.71025,-35101024696500.0,-35101022211500.0,-35101029281300.0,-35101028869900.0,-35101022307900.0,4.0,10960341912300.0,0.111290322581,3.4776821570799994e-14,0.0555556302067,193,0.111103979461,0.00068693412939
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-35286475073900.0,8197965.0558,-35286475059600.0,-35286466830900.0,-35286483345400.0,-35286482959300.0,-35286467208400.0,4.0,67206631056100.0,0.110483870968,3.4776821570799994e-14,0.0555556302067,294,0.111103979461,0.000681956345844
720.0,-430.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-42060917367900.0,10283956.3052,-42060918496200.0,-42060905963800.0,-42060926515400.0,-42060926378500.0,-42060906777700.0,4.0,105759757287000.0,0.110483870968,3.4776821570799994e-14,0.111111428379,385,0.111136071887,0.00136430872078
720.0,-361.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-42183973207400.0,14075591.1898,-42183974120400.0,-42183955265700.0,-42183989323100.0,-42183987395800.0,-42183957740900.0,4.0,198122267344000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,486,0.111136071887,0.0013742671786
720.0,-292.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-42369408926900.0,28634426.7464,-42369397748100.0,-42369388801800.0,-42369451409500.0,-42369443388800.0,-42369390115200.0,4.0,819930395097000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,587,0.111103979461,0.00137387033564
720.0,-223.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-42554836587000.0,18847975.4292,-42554829396500.0,-42554823458100.0,-42554864097100.0,-42554859502700.0,-42554823738100.0,4.0,355246177780000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,688,0.111103979461,0.00137387033564
720.0,-154.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-42740285134600.0,21160401.5773,-42740288932800.0,-42740258735300.0,-42740303937600.0,-42740303410100.0,-42740261541700.0,4.0,447762594913000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,789,0.111103979461,0.00137387033564
720.0,-85.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-42925725548900.0,13108969.7729,-42925723478000.0,-42925711962800.0,-42925743276600.0,-42925740608800.0,-42925713388100.0,4.0,171845088507000.0,0.0556451612903,3.4776821570799994e-14,0.111111428379,890,0.111103979461,0.000686935167818
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-43072419537500.0,1572704.65551,-43072419870400.0,-43072417414500.0,-43072420994700.0,-43072420906000.0,-43072417702900.0,4.0,2473399933450.0,0.111290322581,3.4776821570799994e-14,0.111111428379,82,0.0555519897304,0.000686935167818
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-43257871897900.0,8173944.54558,-43257872335400.0,-43257861790900.0,-43257881129700.0,-43257880188300.0,-43257862994900.0,4.0,66813369434200.0,0.111290322581,3.4776821570799994e-14,0.111111428379,183,0.111103979461,0.00137387033564
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-43443319088200.0,11326890.91,-43443321694500.0,-43443303118600.0,-43443329845100.0,-43443328702600.0,-43443305824900.0,4.0,128298457687000.0,0.110483870968,3.4776821570799994e-14,0.111111428379,284,0.111103979461,0.00136391475349
720.0,-430.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-50217772827300.0,4649919.12603,-50217772628800.0,-50217767407200.0,-50217778644300.0,-50217777874900.0,-50217768057500.0,4.0,21621747878600.0,0.110483870968,3.4776821570799994e-14,0.111111596344,375,0.111136071887,0.00136431078318
720.0,-361.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-50340844489100.0,8218388.16951,-50340841472600.0,-50340838583000.0,-50340856428300.0,-50340854465600.0,-50340838735800.0,4.0,67541904104700.0,0.111290322581,3.4776821570799994e-14,0.111111596344,476,0.111136071887,0.00137426925605
720.0,-292.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-50526264004100.0,9953281.06483,-50526260407100.0,-50526256762200.0,-50526278440200.0,-50526276078600.0,-50526256965600.0,4.0,99067803955400.0,0.111290322581,3.4776821570799994e-14,0.111111596344,577,0.111103979461,0.00137387241249
720.0,-223.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-50711699764300.0,10962323.0629,-50711698499500.0,-50711689312400.0,-50711712745500.0,-50711711554700.0,-50711689744400.0,4.0,120172526935000.0,0.111290322581,3.4776821570799994e-14,0.111111596344,678,0.111103979461,0.00137387241249
720.0,-154.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-50897140895300.0,22582860.3563,-50897134727400.0,-50897122785200.0,-50897171341300.0,-50897167345200.0,-50897123080500.0,4.0,509985581874000.0,0.111290322581,3.4776821570799994e-14,0.111111596344,779,0.111103979461,0.00137387241249
720.0,-85.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-51082613781300.0,42544769.7993,-51082618191000.0,-51082568067300.0,-51082650675700.0,-51082650475100.0,-51082570913800.0,4.0,1810057437270000.0,0.0556451612903,3.4776821570799994e-14,0.111111596344,880,0.111103979461,0.000686936206245
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-51229287675600.0,3156405.77144,-51229287287200.0,-51229284633800.0,-51229291494200.0,-51229291117600.0,-51229284777400.0,4.0,9962897393990.0,0.111290322581,3.4776821570799994e-14,0.111111596344,72,0.0555519897304,0.000686936206245
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-51414738919900.0,9088224.31315,-51414742748900.0,-51414725486200.0,-51414744695600.0,-51414744632200.0,-51414727847100.0,4.0,82595821166100.0,0.111290322581,3.4776821570799994e-14,0.111111596344,173,0.111103979461,0.00137387241249
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2315304.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-51600179566900.0,7206625.97539,-51600180063700.0,-51600172285500.0,-51600185854700.0,-51600185826300.0,-51600172612000.0,4.0,51935457949100.0,0.110483870968,3.4776821570799994e-14,0.111111596344,274,0.111103979461,0.0013639168153
720.0,-430.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-58374642264100.0,7063936.7501,-58374640562600.0,-58374635683900.0,-58374652247200.0,-58374650597700.0,-58374636312500.0,4.0,49899202409500.0,0.110483870968,3.4776821570799994e-14,0.111111428379,365,0.111136071887,0.00136430872078
720.0,-361.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-58497704027400.0,19568665.3141,-58497700634500.0,-58497684094500.0,-58497730746200.0,-58497726634200.0,-58497686170800.0,4.0,382932662176000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,466,0.111136071887,0.0013742671786
720.0,-292.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-58683147892900.0,30792868.9526,-58683137333200.0,-58683123850900.0,-58683193054400.0,-58683184908600.0,-58683125660800.0,4.0,948200778329000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,567,0.111103979461,0.00137387033564
720.0,-223.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-58868571516600.0,13141623.6128,-58868568935200.0,-58868558824400.0,-58868589371800.0,-58868586835300.0,-58868559812000.0,4.0,172702271180000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,668,0.111103979461,0.00137387033564
720.0,-154.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-59054037738700.0,6447705.44763,-59054035367700.0,-59054033113000.0,-59054047106600.0,-59054045566200.0,-59054033230700.0,4.0,41572905539400.0,0.111290322581,3.4776821570799994e-14,0.111111428379,769,0.111103979461,0.00137387033564
720.0,-85.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-59239467766100.0,28804416.8596,-59239460291200.0,-59239441645200.0,-59239508837000.0,-59239501859100.0,-59239444138200.0,4.0,829694430623000.0,0.0556451612903,3.4776821570799994e-14,0.111111428379,870,0.111103979461,0.000686935167818
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-59386152060900.0,3769008.91904,-59386151381900.0,-59386148261700.0,-59386157218300.0,-59386156429100.0,-59386148643500.0,4.0,14205428231800.0,0.111290322581,3.4776821570799994e-14,0.111111428379,62,0.0555519897304,0.000686935167818
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-59571600149400.0,6930734.32107,-59571598145700.0,-59571594836700.0,-59571609469600.0,-59571608256900.0,-59571594847200.0,4.0,48035078229200.0,0.111290322581,3.4776821570799994e-14,0.111111428379,163,0.111103979461,0.00137387033564
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-59757046602600.0,16585822.7737,-59757039792200.0,-59757035742700.0,-59757071083200.0,-59757066804000.0,-59757035935700.0,4.0,275089517082000.0,0.110483870968,3.4776821570799994e-14,0.111111428379,264,0.111103979461,0.00136391475349
720.0,-430.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-66531484489900.0,2946302.63761,-66531483634600.0,-66531482043800.0,-66531488646400.0,-66531488016500.0,-66531482160600.0,4.0,8680699232370.0,0.110483870968,3.4776821570799994e-14,0.111111428379,355,0.111136071887,0.00136430872078
720.0,-361.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-66654535804300.0,12000565.5853,-66654532584200.0,-66654525977600.0,-66654552071500.0,-66654549899200.0,-66654526217700.0,4.0,144013574367000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,456,0.111136071887,0.0013742671786
720.0,-292.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-66839986310200.0,22938234.2373,-66839981887700.0,-66839964216000.0,-66840017249300.0,-66840012973300.0,-66839965838500.0,4.0,526162589923000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,557,0.111103979461,0.00137387033564
720.0,-223.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-67025417491600.0,21920999.4808,-67025407258800.0,-67025405115900.0,-67025450333000.0,-67025443943300.0,-67025405365900.0,4.0,480530218237000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,658,0.111103979461,0.00137387033564
720.0,-154.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-67210843295500.0,26198029.7901,-67210832134400.0,-67210826607200.0,-67210882305900.0,-67210875108100.0,-67210827108400.0,4.0,686336764882000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,759,0.111103979461,0.00137387033564
720.0,-85.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-67396281546500.0,10388841.6974,-67396283785700.0,-67396267801500.0,-67396290812900.0,-67396290420900.0,-67396269537100.0,4.0,107928031814000.0,0.0556451612903,3.4776821570799994e-14,0.111111428379,860,0.111103979461,0.000686935167818
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-67542995172900.0,435314.407493,-67542995085300.0,-67542994772000.0,-67542995748900.0,-67542995675500.0,-67542994792900.0,4.0,189498633371.0,0.111290322581,3.4776821570799994e-14,0.111111428379,52,0.0555519897304,0.000686935167818
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-67728442897900.0,8012904.32472,-67728441723800.0,-67728434730600.0,-67728453413400.0,-67728452036200.0,-67728435403300.0,4.0,64206635717000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,153,0.111103979461,0.00137387033564
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1653789.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-67913882466500.0,8447048.37627,-67913880650400.0,-67913875538800.0,-67913893026400.0,-67913891904500.0,-67913875571100.0,4.0,71352626271000.0,0.110483870968,3.4776821570799994e-14,0.111111428379,254,0.111103979461,0.00136391475349
720.0,-430.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-74688353501700.0,16487138.6381,-74688346659200.0,-74688342931900.0,-74688377756700.0,-74688373587400.0,-74688342995600.0,4.0,271825740471000.0,0.110483870968,3.4776821570799994e-14,0.111111596344,345,0.111136071887,0.00136431078318
720.0,-361.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-74811400476600.0,17405678.0248,-74811393919700.0,-74811388359100.0,-74811425707800.0,-74811421605700.0,-74811388527100.0,4.0,302957627502000.0,0.111290322581,3.4776821570799994e-14,0.111111596344,446,0.111136071887,0.00137426925605
720.0,-292.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-74996837842900.0,10600559.4148,-74996837923600.0,-74996827640900.0,-74996847883500.0,-74996847609100.0,-74996827963700.0,4.0,112371859907000.0,0.111290322581,3.4776821570799994e-14,0.111111596344,547,0.111103979461,0.00137387241249
720.0,-223.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-75182273838000.0,7077365.42514,-75182274267700.0,-75182264986000.0,-75182281830700.0,-75182280989700.0,-75182266084700.0,4.0,50089101360900.0,0.111290322581,3.4776821570799994e-14,0.111111596344,648,0.111103979461,0.00137387241249
720.0,-154.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-75367720644500.0,18933304.4021,-75367716321700.0,-75367703537700.0,-75367746396800.0,-75367742847300.0,-75367704493600.0,4.0,358470015581000.0,0.111290322581,3.4776821570799994e-14,0.111111596344,749,0.111103979461,0.00137387241249
720.0,-85.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-75553151032000.0,19247460.5017,-75553145515300.0,-75553134352600.0,-75553178744700.0,-75553173981000.0,-75553135806300.0,4.0,370464735765000.0,0.0556451612903,3.4776821570799994e-14,0.111111596344,850,0.111103979461,0.000686936206245
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-75699856943700.0,2149280.39335,-75699856641900.0,-75699854971900.0,-75699859519000.0,-75699859275800.0,-75699855033900.0,4.0,4619406209250.0,0.111290322581,3.4776821570799994e-14,0.111111596344,42,0.0555519897304,0.000686936206245
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-75885305065800.0,5844121.12988,-75885303352100.0,-75885300437600.0,-75885313121600.0,-75885311996100.0,-75885300534800.0,4.0,34153751780700.0,0.111290322581,3.4776821570799994e-14,0.111111596344,143,0.111103979461,0.00137387241249
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-76070754137900.0,12089151.6502,-76070754308400.0,-76070742910300.0,-76070765024500.0,-76070764893700.0,-76070743143500.0,4.0,146147587622000.0,0.110483870968,3.4776821570799994e-14,0.111111596344,244,0.111103979461,0.0013639168153
720.0,-430.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-82845222613500.0,12847409.0807,-82845219379100.0,-82845211294800.0,-82845240401000.0,-82845237826100.0,-82845211929100.0,4.0,165055920087000.0,0.110483870968,3.4776821570799994e-14,0.111111596344,335,0.111136071887,0.00136431078318
720.0,-361.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-82968270403200.0,8775853.12767,-82968268670700.0,-82968262184800.0,-82968282086600.0,-82968280560300.0,-82968262671600.0,4.0,77015598118400.0,0.111290322581,3.4776821570799994e-14,0.111111596344,436,0.111136071887,0.00137426925605
720.0,-292.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-83153705500000.0,19753840.7658,-83153696570900.0,-83153693793000.0,-83153735065400.0,-83153729305400.0,-83153694195500.0,4.0,390214225002000.0,0.111290322581,3.4776821570799994e-14,0.111111596344,537,0.111103979461,0.00137387241249
720.0,-223.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-83339135832500.0,3725586.1907,-83339136203400.0,-83339131368400.0,-83339139554800.0,-83339139344100.0,-83339131801600.0,4.0,13879992464400.0,0.111290322581,3.4776821570799994e-14,0.111111596344,638,0.111103979461,0.00137387241249
720.0,-154.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-83524596111500.0,14147177.852,-83524599280100.0,-83524576847800.0,-83524609038000.0,-83524608263000.0,-83524579523900.0,4.0,200142641176000.0,0.111290322581,3.4776821570799994e-14,0.111111596344,739,0.111103979461,0.00137387241249
720.0,-85.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-83710013093600.0,32441849.7449,-83710001366100.0,-83709990030900.0,-83710059611000.0,-83710052323200.0,-83709990282400.0,4.0,1052473614870000.0,0.0556451612903,3.4776821570799994e-14,0.111111596344,840,0.111103979461,0.000686936206245
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-83856724384900.0,4242172.14734,-83856722791200.0,-83856721307400.0,-83856730649800.0,-83856729517000.0,-83856721484000.0,4.0,17996024527700.0,0.111290322581,3.4776821570799994e-14,0.111111596344,32,0.0555519897304,0.000686936206245
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-84042168127100.0,1957097.5102,-84042168035100.0,-84042166151500.0,-84042170286900.0,-84042170129900.0,-84042166253200.0,4.0,3830230664420.0,0.111290322581,3.4776821570799994e-14,0.111111596344,133,0.111103979461,0.00137387241249
720.0,-498.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-84227614428100.0,10354788.6842,-84227611024100.0,-84227606203200.0,-84227629460800.0,-84227626929100.0,-84227606692500.0,4.0,107221648695000.0,0.110483870968,3.4776821570799994e-14,0.111111596344,234,0.111103979461,0.0013639168153
720.0,-430.0,-12526.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-91002079757000.0,15289304.277,-91002074652400.0,-91002068554500.0,-91002101168800.0,-91002098047900.0,-91002068612600.0,4.0,233762825274000.0,0.110483870968,3.4776821570799994e-14,0.111111428379,325,0.111136071887,0.00136430872078
720.0,-361.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-91125132211800.0,12809222.9612,-91125127713200.0,-91125122387700.0,-91125151033200.0,-91125147641100.0,-91125123080600.0,4.0,164076192870000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,426,0.111136071887,0.0013742671786
720.0,-292.0,-9063.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-91310575968700.0,26991329.8728,-91310564252200.0,-91310559102000.0,-91310616268400.0,-91310608633500.0,-91310559707000.0,4.0,728531888300000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,527,0.111103979461,0.00137387033564
720.0,-223.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-91496036835600.0,32276792.0358,-91496044980300.0,-91495993303500.0,-91496064078100.0,-91496063213300.0,-91495999055200.0,4.0,1041791304120000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,628,0.111103979461,0.00137387033564
720.0,-154.0,-5601.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-91681455993600.0,30650319.4164,-91681453991700.0,-91681429293800.0,-91681486697300.0,-91681485395700.0,-91681429394300.0,4.0,939442080327000.0,0.111290322581,3.4776821570799994e-14,0.111111428379,729,0.111103979461,0.00137387033564
720.0,-85.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-91866873855600.0,19786692.3942,-91866873786200.0,-91866854260300.0,-91866893589800.0,-91866892743500.0,-91866855064900.0,4.0,391513195904000.0,0.0556451612903,3.4776821570799994e-14,0.111111428379,830,0.111103979461,0.000686935167818
720.0,-636.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-92013586196200.0,859680.776756,-92013586268000.0,-92013585226300.0,-92013587022600.0,-92013586990400.0,-92013585301500.0,4.0,739051037924.0,0.111290322581,3.4776821570799994e-14,0.111111428379,22,0.0555519897304,0.000686935167818
720.0,-567.0,-15988.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,661515.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-92199036092000.0,1851036.67085,-92199035960400.0,-92199034421500.0,-92199038025700.0,-92199037920300.0,-92199034447900.0,4.0,3426336756840.0,0.111290322581,3.4776821570799994e-14,0.111111428379,123,0.111103979461,0.00137387033564
