smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-ft_capacity
720.0,-457.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,144322225.433,25115134.9753,144322225.433,162081307.684,126563143.181,128339051.407,160305399.459,2.0,630770004826000.0,0.199999529699,0.00799992984216,1.73877090418e-14,0.2,81,0.199998716352
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,135628614.173,21978787.6227,135628614.173,151169963.943,120087264.402,121641399.379,149615828.966,2.0,483067105363000.0,0.0999993449373,0.00399994812471,1.73877090418e-14,0.2,148,0.199998716352
720.0,-581.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,56519450.427,11570821.0549,56519450.427,64701256.4588,48337644.3951,49155824.9983,63883075.8556,2.0,133883899885000.0,0.199999529699,0.00799992984216,1.73877090418e-14,0.2,80,0.199998716352
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,11952092.2031,39968587.7536,11952092.2031,40214151.6381,-16309967.2319,-13483761.2884,37387945.6946,2.0,1597488007020000.0,0.0999993449373,0.00199997406235,0.0,0.2,185,0.0999993581762
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,3040205.15866,30020.6868296,3040205.15866,3061432.9899,3018977.32743,3021100.11055,3059310.20677,2.0,901241637.721,0.0999993449373,0.00199997406235,1.73877090418e-14,0.1,109,0.199998716352
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-16730.3984318,37883699.9498,-16730.3984318,26771090.7325,-26804551.5294,-24125769.4163,24092308.6194,2.0,1435174721890000.0,0.0999993449373,0.00399994812471,1.73877090418e-14,0.2,147,0.199998716352
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1944713.47723,1724971.05697,-1944713.47723,-724974.7455,-3164452.20897,-3042478.3358,-846948.618674,2.0,2975525147390.0,0.20000028554,0.00200005420138,1.73877090418e-14,0.1,13,0.100002567295
720.0,-333.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-10533855.993,38427138.5316,-10533855.993,16638234.2443,-37705946.2303,-34988737.2065,13921025.2206,2.0,1476644975730000.0,0.199999529699,0.00799992984216,1.73877090418e-14,0.2,118,0.199998716352
720.0,-705.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-16659791.476,29541598.8656,-16659791.476,4229273.40893,-37548856.3609,-35459949.8725,2140366.92044,2.0,872706063534000.0,0.199999529699,0.00399996492108,1.73877090418e-14,0.1,79,0.199998716352
720.0,-457.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-98456296.7354,686989.53336,-98456296.7354,-97970521.7778,-98942071.6931,-98893494.1973,-98019099.2735,2.0,471954618947.0,0.199999529699,0.00799992984216,1.73877090418e-14,0.2,117,0.199998716352
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-111876265.21,56732490.1087,-111876265.21,-71760336.7408,-151992193.68,-147980600.833,-75771929.5878,2.0,3218575433930000.0,0.0999993449373,0.00199997406235,0.0,0.2,184,0.0999993581762
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-128885560.166,25759136.5841,-128885560.166,-110671100.01,-147100020.322,-145278574.306,-112492546.025,2.0,663533117560000.0,0.0999993449373,0.00399994812471,1.73877090418e-14,0.2,146,0.199998716352
720.0,-581.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-160388175.199,3920283.27967,-160388175.199,-157616116.308,-163160234.09,-162883028.201,-157893322.197,2.0,15368620992900.0,0.20000028554,0.00800008844057,1.73877090418e-14,0.2,50,0.200001925471
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-177353524.942,37630537.487,-177353524.942,-150744716.705,-203962333.179,-201301452.355,-153405597.529,2.0,1416057351560000.0,0.199999529699,0.00799992984216,1.73877090418e-14,0.2,155,0.199998716352
720.0,-581.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-177617181.936,6024506.91524,-177617181.936,-173357212.243,-181877151.629,-181451154.66,-173783209.212,2.0,36294683571800.0,0.199999529699,0.00799992984216,1.73877090418e-14,0.2,116,0.199998716352
720.0,-705.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-230134094.45,10235046.3374,-230134094.45,-222896823.779,-237371365.121,-236647638.054,-223620550.846,2.0,104756173528000.0,0.20000028554,0.00400004422029,1.73877090418e-14,0.1,49,0.200001925471
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-257978657.716,9882565.48517,-257978657.716,-250990628.646,-264966686.786,-264267883.879,-251689431.553,2.0,97665100568700.0,0.0999993449373,0.00199997406235,1.73877090418e-14,0.1,145,0.199998716352
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-270454943.566,37099635.4774,-270454943.566,-244221539.74,-296688347.392,-294065007.009,-246844880.123,2.0,1376382952560000.0,0.199999529699,0.00799992984216,1.73877090418e-14,0.2,154,0.199998716352
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-295301937.054,82860130.0314,-295301937.054,-236710977.219,-353892896.89,-348033800.906,-242570073.203,2.0,6865801148830000.0,0.0999993449373,0.00199997406235,0.0,0.2,183,0.0999993581762
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-344816816.169,22816162.4086,-344816816.169,-328683353.009,-360950279.328,-359336933.013,-330296699.325,2.0,520577267054000.0,0.199999529699,0.00399996492108,1.73877090418e-14,0.1,115,0.199998716352
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-353555941.017,13238266.2117,-353555941.017,-344195073.208,-362916808.826,-361980722.046,-345131159.988,2.0,175251692293000.0,0.199999529699,0.00199998246054,0.0,0.1,192,0.0999993581762
720.0,-457.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-373818663.176,4746641.31969,-373818663.176,-370462280.911,-377175045.441,-376839407.215,-370797919.138,2.0,22530603817800.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,87,0.199998716352
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-397092028.131,54831720.046,-397092028.131,-358320147.063,-435863909.2,-431986721.093,-362197335.17,2.0,3006517523200000.0,0.0999993449373,0.00199997406235,0.0,0.2,182,0.0999993581762
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-408784919.395,47812020.0448,-408784919.395,-374976715.799,-442593122.991,-439212302.632,-378357536.159,2.0,2285989260760000.0,0.199999529699,0.00799992984216,1.73877090418e-14,0.2,153,0.199998716352
720.0,-581.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-427364784.753,8532541.52672,-427364784.753,-421331366.778,-433398202.727,-432794860.929,-421934708.576,2.0,72804264905200.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,86,0.199998716352
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-447386176.196,30953196.4557,-447386176.196,-425498961.083,-469273391.309,-467084669.798,-427687682.594,2.0,958100370823000.0,0.199999529699,0.00399996492108,0.0,0.2,191,0.0999993581762
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-492500191.623,3109242.5162,-492500191.623,-490301625.155,-494698758.09,-494478901.444,-490521481.802,2.0,9667389024560.0,0.20000028554,0.00200005420138,1.73877090418e-14,0.1,19,0.100002567295
720.0,-333.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-518770770.249,47987597.5941,-518770770.249,-484838414.577,-552703125.921,-549309890.354,-488231650.145,2.0,2302809522860000.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,124,0.199998716352
720.0,-705.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-527601721.49,23607194.0899,-527601721.49,-510908914.464,-544294528.516,-542625247.813,-512578195.167,2.0,557299612798000.0,0.20000028554,0.00399998003781,1.73877090418e-14,0.1,85,0.199998716352
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-575454938.832,11989304.1587,-575454938.832,-566977220.559,-583932657.104,-583084885.277,-567824992.386,2.0,143743414211000.0,0.0999993449373,0.000999987031177,0.0,0.1,181,0.0999993581762
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-582739465.668,34539088.3538,-582739465.668,-558316642.077,-607162289.259,-604720006.9,-560758924.436,2.0,1192948624310000.0,0.0999993449373,0.00399994812471,1.73877090418e-14,0.2,149,0.199998716352
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-590946035.929,44818044.8434,-590946035.929,-559254892.501,-622637179.357,-619468065.014,-562424006.844,2.0,2008657143590000.0,0.199999529699,0.00799992984216,1.73877090418e-14,0.2,152,0.199998716352
720.0,-457.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-601235418.128,29994807.436,-601235418.128,-580025886.39,-622444949.867,-620323996.693,-582146839.564,2.0,899688473123000.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,123,0.199998716352
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-630321777.645,21277985.006,-630321777.645,-615275970.157,-645367585.133,-643863004.384,-616780550.906,2.0,452752645914000.0,0.199999529699,0.00399996492108,0.0,0.2,190,0.0999993581762
720.0,-581.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-659233093.63,4361152.65273,-659233093.63,-656149293.015,-662316894.244,-662008514.183,-656457673.077,2.0,19019652460400.0,0.20000028554,0.00800008844057,1.73877090418e-14,0.2,56,0.200001925471
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-664155886.07,13562113.4038,-664155886.07,-654566023.715,-673745748.425,-672786762.189,-655525009.95,2.0,183930919977000.0,0.199999529699,0.00399996492108,1.73877090418e-14,0.1,151,0.199998716352
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-679548504.985,2044744.27825,-679548504.985,-678102652.44,-680994357.53,-680849772.275,-678247237.694,2.0,4180979163420.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,161,0.199998716352
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-712807633.172,19233307.8924,-712807633.172,-699207630.736,-726407635.607,-725047635.363,-700567630.98,2.0,369920132483000.0,0.199999529699,0.00399996492108,0.0,0.2,189,0.0999993581762
720.0,-581.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-728942379.205,47546593.3239,-728942379.205,-695321860.644,-762562897.767,-759200845.911,-698683912.5,2.0,2260678536710000.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,122,0.199998716352
720.0,-705.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-735988472.694,5769120.59674,-735988472.694,-731909088.399,-740067856.99,-739659918.56,-732317026.828,2.0,33282752459800.0,0.20000028554,0.00400004422029,1.73877090418e-14,0.1,55,0.200001925471
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-824020920.872,65688974.5809,-824020920.872,-777571801.496,-870470040.247,-865825128.31,-782216713.434,2.0,4315041381490000.0,0.20000028554,0.00199999001891,0.0,0.1,198,0.0999993581762
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-824861236.405,5401815.70826,-824861236.405,-821041575.887,-828680896.923,-828298930.872,-821423541.939,2.0,29179612946000.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,160,0.199998716352
720.0,-457.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-832428766.646,36684020.1003,-832428766.646,-806489247.271,-858368286.02,-855774334.082,-809083199.209,2.0,1345717330720000.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,93,0.199998716352
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-834013375.483,57175185.4661,-834013375.483,-793584414.125,-874442336.842,-870399440.706,-797627310.261,2.0,3269001833090000.0,0.20000028554,0.00399998003781,1.73877090418e-14,0.1,121,0.199998716352
720.0,-581.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-909370138.88,32462284.4447,-909370138.88,-886415837.416,-932324440.344,-930029010.197,-888711267.563,2.0,1053799911370000.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,92,0.199998716352
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-919908486.736,18688111.0534,-919908486.736,-906693996.682,-933122976.789,-931801527.784,-908015445.688,2.0,349245494744000.0,0.199999529699,0.00399996492108,0.0,0.2,188,0.0999993581762
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-963691549.965,6117845.68808,-963691549.965,-959365579.793,-968017520.138,-967584923.121,-959798176.81,2.0,37428035863100.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,159,0.199998716352
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-984439862.949,9752471.35906,-984439862.949,-977543824.318,-991335901.58,-990646297.717,-978233428.181,2.0,95110697609300.0,0.200000369523,0.00200005504122,1.73877090418e-14,0.1,25,0.100002567295
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-986217827.117,85689836.1706,-986217827.117,-925625962.882,-1046809691.35,-1040750504.93,-931685149.306,2.0,7342748022940000.0,0.20000028554,0.00399998003781,0.0,0.2,197,0.0999993581762
720.0,-333.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1031860783.18,39524408.8286,-1031860783.18,-1003912805.67,-1059808760.68,-1057013962.93,-1006707603.42,2.0,1562178893250000.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,130,0.199998716352
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1061315042.88,75555975.3451,-1061315042.88,-1007888900.35,-1114741185.41,-1109398571.15,-1013231514.61,2.0,5708705410350000.0,0.199999529699,0.00199998246054,0.0,0.1,187,0.0999993581762
720.0,-705.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1066234332.54,10701135.5858,-1066234332.54,-1058667487.0,-1073801178.08,-1073044493.53,-1059424171.55,2.0,114514302826000.0,0.20000028554,0.00399998003781,1.73877090418e-14,0.1,91,0.199998716352
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1089409952.21,52344181.0028,-1089409952.21,-1052397026.87,-1126422877.56,-1122721585.02,-1056098319.4,2.0,2739913284860000.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,158,0.199998716352
720.0,-457.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1102799216.16,2652555.8014,-1102799216.16,-1100923575.96,-1104674856.35,-1104487292.33,-1101111139.98,2.0,7036052279520.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,129,0.199998716352
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1155333577.06,39620440.9397,-1155333577.06,-1127317694.6,-1183349459.52,-1180547871.28,-1130119282.84,2.0,1569779340260000.0,0.20000028554,0.00399998003781,0.0,0.2,196,0.0999993581762
720.0,-581.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1179545980.05,4007325.08192,-1179545980.05,-1176712373.31,-1182379586.79,-1182096226.12,-1176995733.99,2.0,16058654312200.0,0.200000369523,0.0080000917999,1.73877090418e-14,0.2,62,0.200001925471
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1197183532.5,22967.6664862,-1197183532.5,-1197167291.91,-1197199773.09,-1197198149.04,-1197168915.97,2.0,527513703.819,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,167,0.199998716352
720.0,-581.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1233183036.78,16089440.5373,-1233183036.78,-1221806084.27,-1244559989.29,-1243422294.04,-1222943779.52,2.0,258870096802000.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,128,0.199998716352
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1241105803.28,28441359.0555,-1241105803.28,-1220994725.43,-1261216881.14,-1259205773.35,-1223005833.21,2.0,808910904923000.0,0.20000028554,0.00399998003781,1.73877090418e-14,0.1,157,0.199998716352
720.0,-705.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1243486349.04,5406498.83031,-1243486349.04,-1239663377.05,-1247309321.03,-1246927023.83,-1240045674.25,2.0,29230229602100.0,0.200000369523,0.00400004589995,1.73877090418e-14,0.1,61,0.200001925471
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1278563866.35,26450307.5598,-1278563866.35,-1259860674.51,-1297267058.19,-1295396739.01,-1261730993.7,2.0,699618770010000.0,0.20000028554,0.00399998003781,0.0,0.2,195,0.0999993581762
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1302076564.06,0.0,-1302076564.06,-1302076564.06,-1302076564.06,-1302076564.06,-1302076564.06,2.0,0.0,0.0999993449373,0.00100001912216,1.73877090418e-14,0.1,1,0.100002567295
720.0,-457.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4762911.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1327599519.99,11489551.7724,-1327599519.99,-1319475180.02,-1335723859.96,-1334911425.96,-1320287614.01,2.0,132009799930000.0,0.200000369523,0.0079999634349,1.73877090418e-14,0.2,99,0.199998716352
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3572183.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1354745318.66,30388998.3094,-1354745318.66,-1333257051.88,-1376233585.44,-1374084758.76,-1335405878.56,2.0,923491218249000.0,0.20000028554,0.00799996007563,1.73877090418e-14,0.2,166,0.199998716352
