smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,PointProbability,prefix,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
480.0,-318.4,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1571579503.93,1191772.30298,-1571579503.93,-1570736793.65,-1572422214.21,-1572337943.18,-1570821064.68,2.0,1420321222140.0,0.142857142857,1.07010398565e-12,212,0.00291630971247,0.142861580758,0.142894736842
480.0,-372.7,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1586199634.27,238046.393137,-1586199634.27,-1586031310.06,-1586367958.49,-1586351126.07,-1586048142.48,2.0,56666085285.4,0.142857142857,1.07010398565e-12,76,0.00291595300158,0.142844106523,0.142894736842
480.0,-209.9,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1589021211.96,1330740.67306,-1589021211.96,-1588080236.21,-1589962187.71,-1589868090.14,-1588174333.78,2.0,1770870738950.0,0.142857142857,1.07010398565e-12,37,0.00145641619173,0.0714113745622,0.142763157895
480.0,-318.4,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1589110008.86,602842.895318,-1589110008.86,-1588683734.56,-1589536283.16,-1589493655.73,-1588726361.99,2.0,363419556435.0,0.142857142857,1.07010398565e-12,276,0.00291634934701,0.14286352234,0.142894736842
480.0,-372.7,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1601120620.03,448151.687431,-1601120620.03,-1600803728.93,-1601437511.12,-1601405822.02,-1600835418.04,2.0,200839934947.0,0.142857142857,1.07010398565e-12,140,0.00291634934701,0.14286352234,0.142894736842
480.0,-209.9,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1605158370.43,631900.41113,-1605158370.43,-1604711549.37,-1605605191.5,-1605560509.39,-1604756231.47,2.0,399298129586.0,0.142857142857,1.07010398565e-12,101,0.00291326796198,0.142844106523,0.142763157895
480.0,-372.7,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1607681214.48,219193.487024,-1607681214.48,-1607526221.28,-1607836207.68,-1607820708.36,-1607541720.6,2.0,48045784753.7,0.142857142857,1.07010398565e-12,12,0.0014577585108,0.0714113745622,0.142894736842
480.0,-372.7,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1618615583.55,406832.798806,-1618615583.55,-1618327909.32,-1618903257.78,-1618874490.36,-1618356676.74,2.0,165512926184.0,0.142857142857,1.07010398565e-12,204,0.00291630971247,0.142861580758,0.142894736842
480.0,-209.9,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1622112238.29,35160.8901367,-1622112238.29,-1622087375.78,-1622137100.79,-1622134614.54,-1622089862.03,2.0,1236288195.2,0.142857142857,1.07010398565e-12,165,0.00291366394246,0.14286352234,0.142763157895
480.0,-427.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1636460106.08,1133157.62474,-1636460106.08,-1635658842.64,-1637261369.52,-1637181243.17,-1635738968.98,2.0,1284046202500.0,0.142857142857,1.07010398565e-12,68,0.00145797650079,0.142844106523,0.0714473684211
480.0,-372.7,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1636530655.58,1920689.59327,-1636530655.58,-1635172522.94,-1637888788.22,-1637752974.95,-1635308336.21,2.0,3689048513710.0,0.142857142857,1.07010398565e-12,268,0.00291634934701,0.14286352234,0.142894736842
480.0,-209.9,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1640131693.84,702737.457429,-1640131693.84,-1639634783.41,-1640628604.26,-1640578913.22,-1639684474.46,2.0,493839934074.0,0.142857142857,1.07010398565e-12,229,0.00291362434441,0.142861580758,0.142763157895
480.0,-264.1,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1648125749.54,1574626.7377,-1648125749.54,-1647012320.29,-1649239178.78,-1649127835.86,-1647123663.22,2.0,2479449363090.0,0.142857142857,1.07010398565e-12,93,0.00291326796198,0.142844106523,0.142763157895
480.0,-427.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1653340903.23,1241138.41646,-1653340903.23,-1652463285.84,-1654218520.62,-1654130758.88,-1652551047.58,2.0,1540424568820.0,0.142857142857,1.07010398565e-12,132,0.00145817467351,0.14286352234,0.0714473684211
480.0,-264.1,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1653430215.23,376743.401846,-1653430215.23,-1653163817.42,-1653696613.05,-1653669973.27,-1653190457.2,2.0,141935590835.0,0.142857142857,1.07010398565e-12,29,0.00145641619173,0.0714113745622,0.142763157895
480.0,-209.9,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1656010502.17,668908.141924,-1656010502.17,-1655537512.69,-1656483491.65,-1656436192.7,-1655584811.63,2.0,447438102332.0,0.142857142857,1.07010398565e-12,293,0.00291366394246,0.14286352234,0.142763157895
480.0,-264.1,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1665478667.59,124765.161253,-1665478667.59,-1665390445.3,-1665566889.88,-1665558067.65,-1665399267.53,2.0,15566345462.5,0.142857142857,1.07010398565e-12,157,0.00291366394246,0.14286352234,0.142763157895
480.0,-427.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1669605494.28,749431.904327,-1669605494.28,-1669075565.9,-1670135422.66,-1670082429.82,-1669128558.74,2.0,561648179223.0,0.142857142857,1.07010398565e-12,196,0.00145815485623,0.142861580758,0.0714473684211
480.0,-427.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1672558410.51,178840.785883,-1672558410.51,-1672431950.98,-1672684870.04,-1672672224.09,-1672444596.93,2.0,31984026695.2,0.142857142857,1.07010398565e-12,4,0.0007288792554,0.0714113745622,0.0714473684211
480.0,-264.1,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1682329004.41,273282.192117,-1682329004.41,-1682135764.72,-1682522244.1,-1682502920.13,-1682155088.69,2.0,74683156528.3,0.142857142857,1.07010398565e-12,221,0.00291362434441,0.142861580758,0.142763157895
480.0,-427.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1687928019.37,556901.607091,-1687928019.37,-1687534230.46,-1688321808.27,-1688282429.38,-1687573609.35,2.0,310139399980.0,0.142857142857,1.07010398565e-12,260,0.00145817467351,0.14286352234,0.0714473684211
480.0,-155.6,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1691413370.65,369474.86287,-1691413370.65,-1691152112.46,-1691674628.83,-1691648503.01,-1691178238.28,2.0,136511674293.0,0.142857142857,1.07010398565e-12,46,0.0014577585108,0.0714113745622,0.142894736842
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1698050304.12,344463.242472,-1698050304.12,-1697806731.83,-1698293876.42,-1698269519.19,-1697831089.06,2.0,118654925414.0,0.142857142857,1.07010398565e-12,85,0.00291595300158,0.142844106523,0.142894736842
480.0,-264.1,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1699167577.69,290434.790519,-1699167577.69,-1698962209.28,-1699372946.1,-1699352409.26,-1698982746.12,2.0,84352367543.7,0.142857142857,1.07010398565e-12,285,0.00291366394246,0.14286352234,0.142763157895
480.0,-155.6,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1710013614.51,915058.15564,-1710013614.51,-1709366570.69,-1710660658.34,-1710595953.96,-1709431275.07,2.0,837331428203.0,0.142857142857,1.07010398565e-12,110,0.00291595300158,0.142844106523,0.142894736842
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1715504903.34,1002609.22151,-1715504903.34,-1714795951.56,-1716213855.11,-1716142959.94,-1714866846.73,2.0,1005225251060.0,0.142857142857,1.07010398565e-12,149,0.00291634934701,0.14286352234,0.142894736842
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1719020596.06,581339.782272,-1719020596.06,-1718609526.76,-1719431665.37,-1719390558.44,-1718650633.69,2.0,337955942452.0,0.142857142857,1.07010398565e-12,21,0.0014577585108,0.0714113745622,0.142894736842
480.0,-155.6,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1727171793.42,398577.961402,-1727171793.42,-1726889956.24,-1727453630.6,-1727425446.88,-1726918139.95,2.0,158864391315.0,0.142857142857,1.07010398565e-12,174,0.00291634934701,0.14286352234,0.142894736842
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1734430956.49,971436.166219,-1734430956.49,-1733744047.38,-1735117865.59,-1735049174.68,-1733812738.29,2.0,943688225038.0,0.142857142857,1.07010398565e-12,213,0.00291630971247,0.142861580758,0.142894736842
480.0,-155.6,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1743248781.33,1240286.96599,-1743248781.33,-1742371766.01,-1744125796.66,-1744038095.12,-1742459467.54,2.0,1538311758010.0,0.142857142857,1.07010398565e-12,238,0.00291630971247,0.142861580758,0.142894736842
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1748674533.54,278599.865599,-1748674533.54,-1748477533.69,-1748871533.4,-1748851833.41,-1748497233.67,2.0,77617885112.0,0.142857142857,1.07010398565e-12,277,0.00291634934701,0.14286352234,0.142894736842
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1753150348.28,1307015.44949,-1753150348.28,-1752226148.79,-1754074547.76,-1753982127.82,-1752318568.74,2.0,1708289385200.0,0.142857142857,1.07010398565e-12,77,0.00291595300158,0.142844106523,0.142894736842
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1753998985.79,382682.698739,-1753998985.79,-1753728388.26,-1754269583.32,-1754242523.57,-1753755448.02,2.0,146446047914.0,0.142857142857,1.07010398565e-12,102,0.00291326796198,0.142844106523,0.142763157895
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1758736400.21,436441.916559,-1758736400.21,-1758427789.17,-1759045011.25,-1759014150.14,-1758458650.27,2.0,190481546529.0,0.142857142857,1.07010398565e-12,38,0.00145641619173,0.0714113745622,0.142763157895
480.0,-155.6,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1760782656.68,234196.392809,-1760782656.68,-1760617054.82,-1760948258.54,-1760931698.35,-1760633615.01,2.0,54847950404.7,0.142857142857,1.07010398565e-12,302,0.00291634934701,0.14286352234,0.142894736842
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1769302690.77,181072.953311,-1769302690.77,-1769174652.86,-1769430728.68,-1769417924.89,-1769187456.65,2.0,32787414420.8,0.142857142857,1.07010398565e-12,141,0.00291634934701,0.14286352234,0.142894736842
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1772610130.49,1297118.19904,-1772610130.49,-1771692929.42,-1773527331.57,-1773435611.46,-1771784649.53,2.0,1682515622270.0,0.142857142857,1.07010398565e-12,166,0.00291366394246,0.14286352234,0.142763157895
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1783038258.38,979513.454594,-1783038258.38,-1782345637.77,-1783730878.98,-1783661616.92,-1782414899.83,2.0,959446607730.0,0.142857142857,1.07010398565e-12,13,0.0014577585108,0.0714113745622,0.142894736842
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1785450435.91,783856.247116,-1785450435.91,-1784896165.85,-1786004705.98,-1785949278.97,-1784951592.85,2.0,614430616144.0,0.142857142857,1.07010398565e-12,205,0.00291630971247,0.142861580758,0.142894736842
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1787781728.47,529730.815131,-1787781728.47,-1787407152.21,-1788156304.72,-1788118847.09,-1787444609.84,2.0,280614736499.0,0.142857142857,1.07010398565e-12,230,0.00291362434441,0.142861580758,0.142763157895
480.0,-101.3,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1789612399.76,616193.374982,-1789612399.76,-1789176685.25,-1790048114.28,-1790004542.83,-1789220256.7,2.0,379694275372.0,0.142857142857,1.07010398565e-12,55,0.0014577585108,0.0714113745622,0.142894736842
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1802311295.05,1116595.9786,-1802311295.05,-1801521742.46,-1803100847.63,-1803021892.37,-1801600697.72,2.0,1246786579410.0,0.142857142857,1.07010398565e-12,269,0.00291634934701,0.14286352234,0.142894736842
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1805806400.05,458794.268451,-1805806400.05,-1805481983.51,-1806130816.58,-1806098374.93,-1805514425.16,2.0,210492180763.0,0.142857142857,1.07010398565e-12,294,0.00291366394246,0.14286352234,0.142763157895
480.0,-101.3,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1807269680.13,684229.132552,-1807269680.13,-1806785857.07,-1807753503.19,-1807705120.88,-1806834239.37,2.0,468169505833.0,0.142857142857,1.07010398565e-12,119,0.00291595300158,0.142844106523,0.142894736842
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1808420227.26,104958.822213,-1808420227.26,-1808346010.17,-1808494444.36,-1808487022.65,-1808353431.88,2.0,11016354360.4,0.142857142857,1.07010398565e-12,69,0.00145797650079,0.142844106523,0.0714473684211
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1808519117.53,1421607.63831,-1808519117.53,-1807513889.13,-1809524345.93,-1809423823.09,-1807614411.97,2.0,2020968277300.0,0.142857142857,1.07010398565e-12,94,0.00291326796198,0.142844106523,0.142763157895
480.0,-101.3,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1823414473.44,233821.439222,-1823414473.44,-1823249136.72,-1823579810.17,-1823563276.49,-1823265670.39,2.0,54672465440.0,0.142857142857,1.07010398565e-12,183,0.00291634934701,0.14286352234,0.142894736842
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1823502863.81,616661.978305,-1823502863.81,-1823066817.94,-1823938909.68,-1823895305.09,-1823110422.53,2.0,380271995487.0,0.142857142857,1.07010398565e-12,30,0.00145641619173,0.0714113745622,0.142763157895
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1824305804.03,353658.223971,-1824305804.03,-1824055729.9,-1824555878.16,-1824530870.75,-1824080737.32,2.0,125074139382.0,0.142857142857,1.07010398565e-12,158,0.00291366394246,0.14286352234,0.142763157895
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1825963047.28,1735425.33373,-1825963047.28,-1824735916.26,-1827190178.3,-1827067465.2,-1824858629.36,2.0,3011701088950.0,0.142857142857,1.07010398565e-12,133,0.00145817467351,0.14286352234,0.0714473684211
480.0,-101.3,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1840798789.59,1498045.70275,-1840798789.59,-1839739511.32,-1841858067.87,-1841752140.04,-1839845439.15,2.0,2244140927530.0,0.142857142857,1.07010398565e-12,247,0.00291630971247,0.142861580758,0.142894736842
