npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight-htse_capacity
894.0,-718.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1652935100.47,6312103.02006,1652935100.47,1657398431.31,1648471769.62,1648918102.7,1656952098.23,2.0,39842644535800.0,108,0.125002399524,0.00781219969937,0.249985591609,1.74117872884e-13,0.25
894.0,-894.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1626045176.21,84038.9953265,1626045176.21,1626104600.75,1625985751.66,1625991694.12,1626098658.3,2.0,7062552735.48,53,0.250005865503,0.00779010205243,0.249985591609,1.74117872884e-13,0.124645892351
894.0,-894.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1616965537.71,852655.754546,1616965537.71,1617568456.38,1616362619.05,1616422910.91,1617508164.51,2.0,727021835761.0,3,0.124991734973,0.00389470210706,0.249985591609,1.74117872884e-13,0.124645892351
894.0,-365.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1610815777.59,1090299.49395,1610815777.59,1611586735.76,1610044819.42,1610121915.24,1611509639.94,2.0,1188752986510.0,94,0.250004799048,0.0156243993987,0.249985591609,1.74117872884e-13,0.25
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1604806523.32,6440552.12154,1604806523.32,1609360681.4,1600252365.24,1600707781.05,1608905265.59,2.0,41480711630200.0,39,0.249995200952,0.0156237995523,0.249985591609,1.74117872884e-13,0.25
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1604575925.92,7581738.7926,1604575925.92,1609937024.83,1599214827.01,1599750936.9,1609400914.94,2.0,57482763119200.0,25,0.124991734973,0.0019586413021,0.125007204196,1.74117872884e-13,0.125354107649
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1592119193.65,8579248.01185,1592119193.65,1598185638.1,1586052749.21,1586659393.65,1597578993.65,2.0,73603496448900.0,14,0.124991734973,0.00781153320336,0.249985591609,1.74117872884e-13,0.25
894.0,-894.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1576503499.01,4045726.89867,1576503499.01,1579364259.94,1573642738.09,1573928814.18,1579078183.84,2.0,16367906138600.0,78,0.250004799048,0.00779006882203,0.249985591609,1.74117872884e-13,0.124645892351
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1562034068.07,5218105.70836,1562034068.07,1565723826.0,1558344310.14,1558713285.93,1565354850.21,2.0,27228627183600.0,50,0.249995200952,0.00391746643102,0.125007204196,1.74117872884e-13,0.125354107649
894.0,-365.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1561064101.19,2163489.12221,1561064101.19,1562593919.02,1559534283.36,1559687265.15,1562440937.24,2.0,4680685181940.0,119,0.125002399524,0.00781219969937,0.249985591609,1.74117872884e-13,0.25
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1556340323.16,2428789.73222,1556340323.16,1558057736.85,1554622909.47,1554794650.84,1557885995.48,2.0,5899019563320.0,64,0.250005865503,0.0156244660483,0.249985591609,1.74117872884e-13,0.25
894.0,-894.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1519347172.11,612124.086554,1519347172.11,1519780009.21,1518914335.02,1518957618.73,1519736725.5,2.0,374695897340.0,103,0.125002399524,0.00389503441102,0.249985591609,1.74117872884e-13,0.124645892351
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1500892304.6,4240923.62369,1500892304.6,1503891090.45,1497893518.75,1498193397.33,1503591211.87,2.0,17985433182000.0,89,0.250004799048,0.0156243993987,0.249985591609,1.74117872884e-13,0.25
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1494469791.1,265522.060256,1494469791.1,1494657543.55,1494282038.65,1494300813.89,1494638768.3,2.0,70501964482.4,75,0.250005865503,0.00391763354631,0.125007204196,1.74117872884e-13,0.125354107649
894.0,-718.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1468789769.89,9083162.55813,1468789769.89,1475212535.73,1462367004.05,1463009280.64,1474570259.15,2.0,82503842057400.0,34,0.249995200952,0.0156237995523,0.249985591609,1.74117872884e-13,0.25
894.0,-541.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1449833933.5,15399516.8793,1449833933.5,1460723036.31,1438944830.68,1440033740.96,1459634126.03,2.0,237145120115000.0,114,0.125002399524,0.00781219969937,0.249985591609,1.74117872884e-13,0.25
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1441800070.39,6272938.36001,1441800070.39,1446235707.65,1437364433.14,1437807996.87,1445792143.92,2.0,39349755668400.0,100,0.250004799048,0.00391761683478,0.125007204196,1.74117872884e-13,0.125354107649
894.0,-365.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1437144091.76,7328398.58972,1437144091.76,1442326052.1,1431962131.43,1432480327.46,1441807856.07,2.0,53705425889800.0,45,0.249995200952,0.00781280028334,0.125007204196,1.74117872884e-13,0.25
894.0,-718.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1424483845.69,3255654.34346,1424483845.69,1426785940.95,1422181750.42,1422411959.95,1426555731.42,2.0,10599285204100.0,9,0.124991734973,0.00781153320336,0.249985591609,1.74117872884e-13,0.25
894.0,-365.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1421776678.99,15388556.8636,1421776678.99,1432658031.9,1410895326.07,1411983461.37,1431569896.61,2.0,236807682343000.0,20,0.124991734973,0.00390621683414,0.125007204196,1.74117872884e-13,0.25
894.0,-718.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1412806656.25,1595097.07821,1412806656.25,1413934560.21,1411678752.29,1411791542.69,1413821769.82,2.0,2544334688920.0,59,0.250005865503,0.0156244660483,0.249985591609,1.74117872884e-13,0.25
894.0,-188.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1392376586.01,1995114.87341,1392376586.01,1393787345.26,1390965826.75,1391106902.68,1393646269.34,2.0,3980483358090.0,125,0.125002399524,0.00195880841739,0.125007204196,1.74117872884e-13,0.125354107649
894.0,-365.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1374256565.17,2061593.7072,1374256565.17,1375714332.06,1372798798.28,1372944574.97,1375568555.37,2.0,4250168613550.0,70,0.250005865503,0.00781313356976,0.125007204196,1.74117872884e-13,0.25
894.0,-718.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1360402825.92,6740735.82462,1360402825.92,1365169245.93,1355636405.91,1356113047.91,1364692603.93,2.0,45437519457400.0,84,0.250004799048,0.0156243993987,0.249985591609,1.74117872884e-13,0.25
894.0,-894.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1315699085.35,9527794.33543,1315699085.35,1322436253.33,1308961917.36,1309635634.16,1321762536.53,2.0,90778864898300.0,29,0.249995200952,0.00778976974847,0.249985591609,1.74117872884e-13,0.124645892351
894.0,-365.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1312030274.26,8345939.54805,1312030274.26,1317931744.71,1306128803.81,1306718950.85,1317341597.66,2.0,69654706939700.0,95,0.250004799048,0.00781310024112,0.125007204196,1.74117872884e-13,0.25
894.0,-718.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1303307788.29,1804787.05199,1303307788.29,1304583965.45,1302031611.13,1302159228.84,1304456347.74,2.0,3257256303040.0,109,0.125002399524,0.00781219969937,0.249985591609,1.74117872884e-13,0.25
894.0,-894.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1269844595.67,1462453.85426,1269844595.67,1270878706.7,1268810484.63,1268913895.73,1270775295.6,2.0,2138771275850.0,54,0.250005865503,0.00779010205243,0.249985591609,1.74117872884e-13,0.124645892351
894.0,-365.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1259827531.89,2382085.68281,1259827531.89,1261511920.83,1258143142.95,1258311581.85,1261343481.94,2.0,5674332200240.0,120,0.125002399524,0.00390655012056,0.125007204196,1.74117872884e-13,0.25
894.0,-541.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1255772558.75,8907265.31504,1255772558.75,1262070946.45,1249474171.04,1250104009.81,1261441107.68,2.0,79339375392400.0,40,0.249995200952,0.00781280028334,0.125007204196,1.74117872884e-13,0.25
894.0,-894.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1255537337.8,1563436.30824,1255537337.8,1256642854.21,1254431821.38,1254542373.02,1256532302.57,2.0,2444333089930.0,4,0.124991734973,0.00389470210706,0.249985591609,1.74117872884e-13,0.124645892351
894.0,-541.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1243370428.31,7070333.90477,1243370428.31,1248369909.36,1238370947.26,1238870895.37,1247869961.25,2.0,49989621524900.0,15,0.124991734973,0.00390621683414,0.125007204196,1.74117872884e-13,0.25
894.0,-894.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1203053751.21,5057194.90807,1203053751.21,1206629728.02,1199477774.4,1199835372.08,1206272130.34,2.0,25575220338200.0,79,0.250004799048,0.00779006882203,0.249985591609,1.74117872884e-13,0.124645892351
894.0,-541.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1198778329.11,1329147.84684,1198778329.11,1199718178.56,1197838479.65,1197932464.6,1199624193.62,2.0,1766633998770.0,65,0.250005865503,0.00781313356976,0.125007204196,1.74117872884e-13,0.25
894.0,-541.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1164881863.66,5177977.73281,1164881863.66,1168543246.83,1161220480.49,1161586618.81,1168177108.51,2.0,26811453401500.0,90,0.250004799048,0.00781310024112,0.125007204196,1.74117872884e-13,0.25
894.0,-894.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1142293230.43,2111226.38867,1142293230.43,1143786092.93,1140800367.94,1140949654.19,1143636806.68,2.0,4457276864220.0,104,0.125002399524,0.00389503441102,0.249985591609,1.74117872884e-13,0.124645892351
894.0,-541.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1101671367.43,18799442.9889,1101671367.43,1114964581.05,1088378153.81,1089707475.18,1113635259.69,2.0,353419056693000.0,115,0.125002399524,0.00390655012056,0.125007204196,1.74117872884e-13,0.25
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1093668316.68,6700625.27499,1093668316.68,1098406374.25,1088930259.11,1089404064.86,1097932568.49,2.0,44898379075900.0,35,0.249995200952,0.00781280028334,0.125007204196,1.74117872884e-13,0.25
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1066040082.23,4937839.34591,1066040082.23,1069531661.91,1062548502.54,1062897660.51,1069182503.94,2.0,24382257406000.0,10,0.124991734973,0.00390621683414,0.125007204196,1.74117872884e-13,0.25
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1044271386.5,10912347.5661,1044271386.5,1051987581.46,1036555191.54,1037326811.03,1051215961.97,2.0,119079329403000.0,60,0.250005865503,0.00781313356976,0.125007204196,1.74117872884e-13,0.25
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,988178353.36,7452758.63124,988178353.36,993448249.526,982908457.193,983435446.81,992921259.91,2.0,55543611215500.0,85,0.250004799048,0.00781310024112,0.125007204196,1.74117872884e-13,0.25
894.0,-718.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,946633838.308,205678.264325,946633838.308,946779274.804,946488401.813,946502945.462,946764731.154,2.0,42303548415.9,110,0.125002399524,0.00390655012056,0.125007204196,1.74117872884e-13,0.25
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,929691596.126,201752.982635,929691596.126,929834257.029,929548935.224,929563201.315,929819990.938,2.0,40704266002.3,30,0.249995200952,0.00389533385232,0.125007204196,1.74117872884e-13,0.124645892351
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,901357684.955,2660963.39865,901357684.955,903239270.219,899476099.691,899664258.218,903051111.692,2.0,7080726208930.0,5,0.124991734973,0.00194757553204,0.125007204196,1.74117872884e-13,0.124645892351
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,873421050.009,8969845.83891,873421050.009,879763688.828,867078411.19,867712675.072,879129424.946,2.0,80458134373900.0,55,0.250005865503,0.00389550002345,0.125007204196,1.74117872884e-13,0.124645892351
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,821905249.648,9147403.63459,821905249.648,828373440.789,815437058.508,816083877.622,827726621.675,2.0,83674993254000.0,80,0.250004799048,0.00389548340634,0.125007204196,1.74117872884e-13,0.124645892351
894.0,-894.0,-4627.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,769337335.918,8196540.47066,769337335.918,775133165.267,763541506.569,764121089.504,774553582.332,2.0,67183275687200.0,105,0.125002399524,0.00194774170317,0.125007204196,1.74117872884e-13,0.124645892351
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231816523722000.0,1216339.69544,-231816523722000.0,-231816522862000.0,-231816524583000.0,-231816524497000.0,-231816522948000.0,2.0,1479482254710.0,6,0.124991734973,0.00390621683414,0.125007204196,1.74117872884e-13,0.25
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,117213.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231816578519000.0,1233744.33337,-231816578519000.0,-231816577646000.0,-231816579391000.0,-231816579304000.0,-231816577733000.0,2.0,1522125080120.0,31,0.249995200952,0.00781280028334,0.125007204196,1.74117872884e-13,0.25
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231816631391000.0,250329.655414,-231816631391000.0,-231816631214000.0,-231816631568000.0,-231816631550000.0,-231816631232000.0,2.0,62664936379.5,56,0.250005865503,0.00781313356976,0.125007204196,1.74117872884e-13,0.25
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,351640.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231816684237000.0,1648812.16903,-231816684237000.0,-231816683071000.0,-231816685403000.0,-231816685286000.0,-231816683188000.0,2.0,2718581568750.0,81,0.250004799048,0.00781310024112,0.125007204196,1.74117872884e-13,0.25
