smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-ft_capacity,PointProbability,ProbabilityWeight
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,28839925.7864,37307438.9115,21514426.6683,86331567.4356,-17992067.5934,-12184754.8575,79680538.5333,10.0,1391844998140000.0,0.125226860254,0.124999315018,76,0.249981948155,2.4762864257000002e-14,0.00391303536798
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-21447824.2145,29058676.0423,-17675942.4637,19927396.7952,-80427158.176,-63569941.4014,16112573.7391,10.0,844406653334000.0,0.250453720508,0.249999574839,84,0.249981948155,2.4762864257000002e-14,0.015652200625
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-40244242.639,35908843.3361,-37616689.9719,3195022.53182,-105264456.598,-92261402.8171,1647179.0748,10.0,1289445029730000.0,0.249546279492,0.124999315018,103,0.124990974078,2.4762864257000002e-14,0.00389885770361
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-80261188.5357,13906662.0874,-82017465.2262,-59673544.4492,-98326841.8397,-97701231.0917,-60798950.8382,9.0,193395250414000.0,0.249546279492,0.250000519641,37,0.250018051845,2.4762864257000002e-14,0.0155978010819
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-137988402.614,26153657.7754,-127464780.649,-112340396.452,-183284037.476,-181617527.654,-112732926.258,10.0,684013815035000.0,0.249546279492,0.249999574839,83,0.249981948155,2.4762864257000002e-14,0.0155954897531
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-154841531.872,14745667.5074,-151898393.51,-132395444.483,-178227903.647,-177574134.086,-136931768.282,10.0,217434710239000.0,0.125226860254,0.250000519641,36,0.250018051845,2.4762864257000002e-14,0.00782726017928
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-187141554.248,31718269.7884,-191224869.011,-111124718.329,-234252599.066,-223069361.991,-138625682.337,10.0,1006048638370000.0,0.249546279492,0.124999315018,102,0.124990974078,2.4762864257000002e-14,0.00389885770361
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-244567403.771,35837742.3264,-242559401.553,-187875321.89,-308440446.624,-292925005.817,-195399200.122,10.0,1284343775050000.0,0.249546279492,0.249999574839,82,0.249981948155,2.4762864257000002e-14,0.0155954897531
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-251240387.707,17852613.3227,-248418028.657,-230426196.384,-278190842.763,-275802624.78,-230628918.822,10.0,318715802450000.0,0.125226860254,0.249999574839,110,0.124990974078,2.4762864257000002e-14,0.00391305015624
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-320203810.774,14065409.7481,-319425938.98,-293903622.789,-348788199.07,-340959457.907,-302373094.11,10.0,197835751382000.0,0.249546279492,0.250000519641,63,0.250018051845,2.4762864257000002e-14,0.0155978010819
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-372722089.7,39268640.7278,-368486285.993,-322785400.896,-468292359.196,-431430576.677,-330698035.574,10.0,1542026144610000.0,0.125226860254,0.124999315018,101,0.124990974078,2.4762864257000002e-14,0.00195651768399
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-375449953.962,4742899.6268,-374602296.171,-367667786.612,-382012316.9,-381327012.822,-368607429.526,10.0,22495096869900.0,0.125226860254,0.250000425161,16,0.124990974078,2.4762864257000002e-14,0.00391306346567
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-379637349.907,30538774.9023,-375637589.098,-346085594.288,-436146243.993,-426287847.336,-347213252.885,10.0,932616772531000.0,0.250453720508,0.249999574839,109,0.124990974078,2.4762864257000002e-14,0.00782610031248
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-385242150.627,24367703.1245,-385960244.189,-346556077.645,-425980406.989,-418158422.016,-353095327.802,10.0,593784955561000.0,0.125226860254,0.249999574839,81,0.249981948155,2.4762864257000002e-14,0.00782610031248
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-414103034.278,26168159.0473,-414842145.399,-374457851.504,-471854458.162,-451173313.483,-382613159.978,10.0,684772547927000.0,0.249546279492,0.250000519641,62,0.250018051845,2.4762864257000002e-14,0.0155978010819
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-522296518.709,19449828.0671,-521914400.168,-499543199.083,-552593889.759,-552351305.55,-499926546.784,10.0,378295811841000.0,0.125226860254,0.250000519641,61,0.250018051845,2.4762864257000002e-14,0.00782726017928
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-534650498.633,53420430.9933,-518763750.299,-474009423.161,-639416151.833,-626986119.493,-483959581.794,10.0,2853742447510000.0,0.249546279492,0.249999574839,108,0.124990974078,2.4762864257000002e-14,0.00779774487657
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-562578529.187,28372353.5848,-562581027.619,-527706909.29,-607044739.971,-603252093.632,-530913209.076,10.0,804990447939000.0,0.250453720508,0.250000519641,89,0.249981948155,2.4762864257000002e-14,0.015652259778
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-629103186.645,10128002.2138,-627424914.27,-613580781.967,-643036717.813,-642055930.891,-615503289.665,10.0,102576428843000.0,0.249546279492,0.250000425161,42,0.250018051845,2.4762864257000002e-14,0.0155977951872
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-681833111.369,42982357.6754,-686825339.453,-610607357.759,-755156985.91,-737963175.099,-614333386.126,10.0,1847483071340000.0,0.249546279492,0.250000519641,88,0.249981948155,2.4762864257000002e-14,0.0155955486918
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-687954841.242,40054301.0836,-681675245.505,-618466020.966,-759002235.475,-751478502.057,-637417637.402,10.0,1604347035300000.0,0.249546279492,0.249999574839,107,0.124990974078,2.4762864257000002e-14,0.00779774487657
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-713091545.07,11299758.3451,-711144099.357,-694861634.302,-729848175.772,-727748421.209,-696906007.97,10.0,127684538658000.0,0.125226860254,0.250000425161,41,0.250018051845,2.4762864257000002e-14,0.0078272572212
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-800707265.837,27991257.0275,-800871988.43,-759111647.333,-838571046.32,-837425339.749,-761656275.657,10.0,783510469978000.0,0.125226860254,0.250000519641,115,0.124990974078,2.4762864257000002e-14,0.0039130649445
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-823069330.392,22660128.6952,-825546329.781,-790824201.924,-865498991.451,-854939031.552,-796382475.874,10.0,513481432482000.0,0.249546279492,0.250000519641,87,0.249981948155,2.4762864257000002e-14,0.0155955486918
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-830502648.593,35284344.589,-828848451.352,-773322462.609,-887380593.999,-881668319.815,-785482924.089,10.0,1244984973070000.0,0.125226860254,0.249999574839,106,0.124990974078,2.4762864257000002e-14,0.00391305015624
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-880779025.058,29010801.8347,-884529107.09,-832098176.551,-927658173.772,-915113885.056,-839691395.115,10.0,841626623091000.0,0.249546279492,0.250000425161,68,0.250018051845,2.4762864257000002e-14,0.0155977951872
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-926398675.326,4442604.09145,-927290497.807,-918931456.014,-931204636.962,-930934675.711,-919338325.995,10.0,19736731113300.0,0.125226860254,0.12500016534,21,0.124990974078,2.4762864257000002e-14,0.00195653099342
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-960377223.68,37304007.4518,-958950126.649,-912908038.654,-1032923198.97,-1014760736.36,-915922256.558,10.0,1391588971960000.0,0.250453720508,0.250000519641,114,0.124990974078,2.4762864257000002e-14,0.007826129889
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-972565910.767,33212143.3269,-982960960.271,-923478974.979,-1021724612.27,-1012788359.75,-923978684.191,10.0,1103046464370000.0,0.125226860254,0.250000519641,86,0.249981948155,2.4762864257000002e-14,0.007826129889
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-987416135.891,17137456.4306,-991193408.469,-959580927.925,-1011827681.8,-1010630037.85,-962540595.323,10.0,293692412911000.0,0.249546279492,0.250000425161,67,0.250018051845,2.4762864257000002e-14,0.0155977951872
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1113144100.8,19050698.255,-1117742742.89,-1070606518.69,-1133243057.32,-1130957022.76,-1081212982.34,9.0,362929104005000.0,0.125226860254,0.250000425161,66,0.250018051845,2.4762864257000002e-14,0.0078272572212
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1120130086.53,31940740.3901,-1115560689.1,-1059590360.64,-1173542772.59,-1163594014.9,-1076234367.82,10.0,1020210896670000.0,0.249546279492,0.250000519641,113,0.124990974078,2.4762864257000002e-14,0.00779777434592
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1128033972.63,49119469.1938,-1136047067.12,-1028797778.67,-1195021656.96,-1190585180.33,-1054944070.77,10.0,2412722253880000.0,0.250453720508,0.250000425161,94,0.249981948155,2.4762864257000002e-14,0.0156522538627
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1185078288.0,15418374.7605,-1186135312.78,-1159240646.0,-1212258759.84,-1204950844.74,-1163579698.38,10.0,237726280255000.0,0.249546279492,0.12500016534,47,0.250018051845,2.4762864257000002e-14,0.00779889464623
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1237725231.79,34161219.7332,-1235950689.89,-1191165025.7,-1279911770.69,-1276989862.97,-1191579669.79,10.0,1166988933660000.0,0.249546279492,0.250000425161,93,0.249981948155,2.4762864257000002e-14,0.015595542798
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1260908406.73,26484722.3727,-1261687070.19,-1202828375.26,-1301862538.06,-1295972756.75,-1223927716.84,10.0,701440519159000.0,0.249546279492,0.250000519641,112,0.124990974078,2.4762864257000002e-14,0.00779777434592
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1285621106.59,10837896.8888,-1286451427.62,-1266792454.61,-1306088955.69,-1300827093.36,-1271096166.79,10.0,117460008972000.0,0.125226860254,0.12500016534,46,0.250018051845,2.4762864257000002e-14,0.00391362713156
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1367012554.04,22117003.388,-1362565123.43,-1338329471.01,-1405376441.84,-1404000883.68,-1341912556.13,10.0,489161838864000.0,0.125226860254,0.250000425161,120,0.124990974078,2.4762864257000002e-14,0.00391306346567
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1392285157.55,31595224.0904,-1390771151.55,-1349474787.64,-1453851975.78,-1440972746.5,-1353821817.6,10.0,998258185321000.0,0.249546279492,0.250000425161,92,0.249981948155,2.4762864257000002e-14,0.015595542798
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1427795698.29,29948120.0032,-1429879094.04,-1380443520.7,-1477105436.09,-1467411501.69,-1389592422.43,10.0,896889891727000.0,0.125226860254,0.250000519641,111,0.124990974078,2.4762864257000002e-14,0.0039130649445
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1432628078.05,18363533.2685,-1437045773.79,-1401389457.18,-1450992051.27,-1450936034.4,-1401732753.4,10.0,337219354102000.0,0.249546279492,0.12500016534,73,0.250018051845,2.4762864257000002e-14,0.00779889464623
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1542559395.64,26845438.9322,-1538604251.56,-1510242210.55,-1604158488.66,-1582883237.14,-1514479891.9,10.0,720677591463000.0,0.250453720508,0.250000425161,119,0.124990974078,2.4762864257000002e-14,0.00782612693135
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1547805482.05,18774143.8574,-1549128189.44,-1523434242.82,-1575857447.58,-1574637684.18,-1525742768.4,10.0,352468477577000.0,0.249546279492,0.12500016534,72,0.250018051845,2.4762864257000002e-14,0.00779889464623
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1562530628.31,29565754.6717,-1554399856.28,-1528370339.89,-1618405269.19,-1609715670.22,-1532638090.63,10.0,874133849305000.0,0.125226860254,0.250000425161,91,0.249981948155,2.4762864257000002e-14,0.00782612693135
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1692001710.98,18347744.4467,-1691031955.65,-1655521968.44,-1718772536.08,-1716367817.55,-1666863887.72,10.0,336639726283000.0,0.125226860254,0.12500016534,71,0.250018051845,2.4762864257000002e-14,0.00391362713156
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1699958509.69,36929993.3254,-1694642613.37,-1635071139.18,-1763006618.8,-1752435047.36,-1652138018.76,10.0,1363824407010000.0,0.250453720508,0.12500016534,99,0.249981948155,2.4762864257000002e-14,0.0078261239737
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1717751688.45,40886399.3185,-1712143243.75,-1659414503.18,-1809620091.38,-1780327109.9,-1671115637.27,10.0,1671697649230000.0,0.249546279492,0.250000425161,118,0.124990974078,2.4762864257000002e-14,0.00779777139899
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1837297103.33,21143427.8968,-1836842236.08,-1804333785.55,-1867076024.65,-1863469401.18,-1810088894.01,10.0,447044543229000.0,0.249546279492,0.12500016534,98,0.249981948155,2.4762864257000002e-14,0.00779776845205
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1846445242.5,39203022.0995,-1841790611.74,-1779796926.83,-1913153046.66,-1908640627.81,-1794931030.88,10.0,1536876941740000.0,0.249546279492,0.250000425161,117,0.124990974078,2.4762864257000002e-14,0.00779777139899
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1962235405.82,38655428.665,-1959094200.29,-1892346034.53,-2028850331.32,-2018876559.01,-1910212919.53,10.0,1494242165280000.0,0.125226860254,0.12500016534,125,0.124990974078,2.4762864257000002e-14,0.00195653099342
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1997318574.35,24539331.8689,-2002716207.92,-1963517173.69,-2028059962.98,-2027692001.28,-1965123859.31,10.0,602178808571000.0,0.249546279492,0.12500016534,97,0.249981948155,2.4762864257000002e-14,0.00779776845205
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2033335384.6,39088106.9284,-2036826409.07,-1963113562.0,-2103750976.19,-2084726795.29,-1979487202.8,10.0,1527880103250000.0,0.125226860254,0.250000425161,116,0.124990974078,2.4762864257000002e-14,0.00391306346567
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2098805506.67,32041354.8135,-2095421410.65,-2059962107.75,-2162130021.29,-2146011057.68,-2063932125.5,10.0,1026648418280000.0,0.250453720508,0.12500016534,124,0.124990974078,2.4762864257000002e-14,0.00391306198685
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2126072984.08,36233402.0103,-2133253072.27,-2062705108.69,-2179865749.01,-2172613344.73,-2071475260.14,10.0,1312859421240000.0,0.125226860254,0.12500016534,96,0.249981948155,2.4762864257000002e-14,0.00391306198685
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2299942228.58,28294557.2711,-2300892897.39,-2242553639.2,-2335268280.82,-2330742891.25,-2253039347.15,10.0,800581971169000.0,0.249546279492,0.12500016534,123,0.124990974078,2.4762864257000002e-14,0.00389888422603
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2440786412.09,34361695.0093,-2440911231.73,-2389521741.82,-2504394787.05,-2486922122.27,-2393779923.49,10.0,1180726083910000.0,0.249546279492,0.12500016534,122,0.124990974078,2.4762864257000002e-14,0.00389888422603
