smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,prefix
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-398124632.822,291288.993489,-398124632.822,-397918660.399,-398330605.245,-398310008.002,-397939257.642,2.0,84849277727.6,0.00782663186354,2.6175466018599997e-14,0.124999250922,0.25,0.250453720508,9
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-402718782.877,4575173.24912,-402718782.877,-399483646.848,-405953918.907,-405630405.304,-399807160.45,2.0,20932210259400.0,0.00391391230429,2.6175466018599997e-14,0.250000499385,0.125018050542,0.125226860254,51
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-451431762.588,13483040.4948,-451431762.588,-441897813.223,-460965711.953,-460012317.016,-442851208.16,2.0,181792380986000.0,0.00389970030317,2.6175466018599997e-14,0.124999250922,0.125018050542,0.249546279492,20
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-456517110.651,1955585.08168,-456517110.651,-455134303.178,-457899918.123,-457761637.376,-455272583.926,2.0,3824313011680.0,0.0156510658554,2.6175466018599997e-14,0.249999500615,0.249963898917,0.250453720508,33
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-584599013.975,26508785.6053,-584599013.975,-565854471.912,-603343556.037,-601469101.831,-567728926.119,2.0,702715714268000.0,0.00391331593177,2.6175466018599997e-14,0.124999250922,0.25,0.125226860254,4
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-590997736.991,6694150.46613,-590997736.991,-586264257.802,-595731216.18,-595257868.261,-586737605.721,2.0,44811650463200.0,0.0155966113133,2.6175466018599997e-14,0.249999500615,0.25,0.249546279492,44
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-602637023.812,18302440.7476,-602637023.812,-589695243.848,-615578803.777,-614284625.781,-590989421.844,2.0,334979337320000.0,0.0078255329277,2.6175466018599997e-14,0.249999500615,0.249963898917,0.125226860254,28
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-636178629.059,12232805.4509,-636178629.059,-627528729.372,-644828528.747,-643963538.778,-628393719.341,2.0,149641529201000.0,0.00389970030317,2.6175466018599997e-14,0.124999250922,0.125018050542,0.249546279492,15
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-657520669.786,7738922.27141,-657520669.786,-652048425.369,-662992914.204,-662445689.762,-652595649.811,2.0,59890917922900.0,0.0156533888,2.6175466018599997e-14,0.250000499385,0.25,0.250453720508,57
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-730655986.637,11426700.1596,-730655986.637,-722576089.467,-738735883.806,-737927894.089,-723384079.184,2.0,130569476538000.0,0.0155966113133,2.6175466018599997e-14,0.249999500615,0.25,0.249546279492,39
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-763555558.686,1148384.53587,-763555558.686,-762743528.193,-764367589.179,-764286386.13,-762824731.243,2.0,1318787042230.0,0.0078266944,2.6175466018599997e-14,0.250000499385,0.25,0.125226860254,52
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-795696214.771,18015682.5377,-795696214.771,-782957203.481,-808435226.061,-807161324.932,-784231104.61,2.0,324564817300000.0,0.00391388103154,2.6175466018599997e-14,0.124999250922,0.125018050542,0.250453720508,10
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-798847914.133,8132354.9769,-798847914.133,-793097470.782,-804598357.484,-804023313.149,-793672515.117,2.0,66135197470300.0,0.00391389666791,2.6175466018599997e-14,0.249999500615,0.125018050542,0.125226860254,50
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-868211335.484,2234736.96335,-868211335.484,-866631137.823,-869791533.145,-869633513.379,-866789157.589,2.0,4994049295380.0,0.0156533262635,2.6175466018599997e-14,0.249999500615,0.25,0.250453720508,34
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-920590017.953,5323566.42359,-920590017.953,-916825688.035,-924354347.871,-923977914.879,-917202121.027,2.0,28340359466400.0,0.0155944213959,2.6175466018599997e-14,0.250000499385,0.249963898917,0.249546279492,63
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-931929009.872,40011796.9116,-931929009.872,-903636396.949,-960221622.796,-957392361.503,-906465658.241,2.0,1600943892090000.0,0.00195694051577,2.6175466018599997e-14,0.124999250922,0.125018050542,0.125226860254,5
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-937457306.332,6216164.47548,-937457306.332,-933061814.278,-941852798.385,-941413249.18,-933501363.483,2.0,38640700786200.0,0.00391391230429,2.6175466018599997e-14,0.250000499385,0.125018050542,0.125226860254,76
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-970173732.232,14758978.1706,-970173732.232,-959737558.684,-980609905.78,-979566288.425,-960781176.039,2.0,217827436639000.0,0.00779943176577,2.6175466018599997e-14,0.249999500615,0.125018050542,0.249546279492,45
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1041616629.43,1218234.1878,-1041616629.43,-1040755207.77,-1042478051.08,-1042391908.92,-1040841349.94,2.0,1484094536320.0,0.00782666313177,2.6175466018599997e-14,0.249999500615,0.25,0.125226860254,29
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1045880150.19,18582542.5863,-1045880150.19,-1032740308.32,-1059019992.07,-1057706007.88,-1034054292.51,2.0,345310888971000.0,0.0156511283828,2.6175466018599997e-14,0.250000499385,0.249963898917,0.250453720508,58
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1118603986.32,2976070.78148,-1118603986.32,-1116499586.49,-1120708386.15,-1120497946.17,-1116710026.47,2.0,8856997296370.0,0.00779943176577,2.6175466018599997e-14,0.249999500615,0.125018050542,0.249546279492,40
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1145968026.4,32290606.7637,-1145968026.4,-1123135119.39,-1168800933.41,-1166517642.71,-1125418410.09,2.0,1042683285170000.0,0.0155966736232,2.6175466018599997e-14,0.250000499385,0.25,0.249546279492,69
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1164465024.88,11484021.8407,-1164465024.88,-1156344595.16,-1172585454.6,-1171773411.63,-1157156638.13,2.0,131882757637000.0,0.00782556419142,2.6175466018599997e-14,0.250000499385,0.249963898917,0.125226860254,53
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1196895398.64,17142250.9941,-1196895398.64,-1184773996.72,-1209016800.56,-1207804660.37,-1185986136.91,2.0,293856769143000.0,0.0156533888,2.6175466018599997e-14,0.250000499385,0.25,0.250453720508,82
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1287642595.19,6977439.67729,-1287642595.19,-1282708800.27,-1292576390.1,-1292083010.61,-1283202179.77,2.0,48684664450200.0,0.0155966736232,2.6175466018599997e-14,0.250000499385,0.25,0.249546279492,64
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1301445457.33,5106070.105,-1301445457.33,-1297834920.53,-1305055994.12,-1304694940.44,-1298195974.21,2.0,26071951917200.0,0.0078266944,2.6175466018599997e-14,0.250000499385,0.25,0.125226860254,77
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1322184352.64,64588527.8237,-1322184352.64,-1276513366.63,-1367855338.66,-1363288240.05,-1281080465.23,2.0,4171677926430000.0,0.00782779333583,2.6175466018599997e-14,0.249999500615,0.125018050542,0.250453720508,35
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1389190250.1,10232748.9818,-1389190250.1,-1381954603.91,-1396425896.3,-1395702331.68,-1382678168.53,2.0,104709151725000.0,0.00391391230429,2.6175466018599997e-14,0.250000499385,0.125018050542,0.125226860254,75
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1437810033.36,14982399.8201,-1437810033.36,-1427215876.85,-1448404189.87,-1447344774.22,-1428275292.5,2.0,224472304371000.0,0.00391389666791,2.6175466018599997e-14,0.249999500615,0.125018050542,0.125226860254,30
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1448367246.79,2758106.86326,-1448367246.79,-1446416970.72,-1450317522.86,-1450122495.25,-1446611998.33,2.0,7607153469180.0,0.0156533888,2.6175466018599997e-14,0.250000499385,0.25,0.250453720508,59
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1459156702.81,12076841.7433,-1459156702.81,-1450617086.12,-1467696319.5,-1466842357.83,-1451471047.79,2.0,145850106494000.0,0.0155944213959,2.6175466018599997e-14,0.250000499385,0.249963898917,0.249546279492,88
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1476696730.93,2846375.6804,-1476696730.93,-1474684039.38,-1478709422.47,-1478508153.32,-1474885308.54,2.0,8101854513990.0,0.00195695615214,2.6175466018599997e-14,0.125000249693,0.125018050542,0.125226860254,101
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1512374728.08,20588825.3453,-1512374728.08,-1497816230.06,-1526933226.1,-1525477376.3,-1499272079.86,2.0,423899729099000.0,0.00779946292521,2.6175466018599997e-14,0.250000499385,0.125018050542,0.249546279492,70
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1555425788.11,2632762.09327,-1555425788.11,-1553564144.18,-1557287432.04,-1557101267.65,-1553750308.58,2.0,6931436239760.0,0.0156511283828,2.6175466018599997e-14,0.250000499385,0.249963898917,0.250453720508,83
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1590872551.55,18720479.9689,-1590872551.55,-1577635173.21,-1604109929.88,-1602786192.05,-1578958911.05,2.0,350456370267000.0,0.0078266944,2.6175466018599997e-14,0.250000499385,0.25,0.125226860254,54
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1691415541.42,31148334.8654,-1691415541.42,-1669390342.61,-1713440740.23,-1711238220.35,-1671592862.5,2.0,970218764884000.0,0.00779946292521,2.6175466018599997e-14,0.250000499385,0.125018050542,0.249546279492,65
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1709816511.47,5783478.27703,-1709816511.47,-1705726974.76,-1713906048.18,-1713497094.51,-1706135928.43,2.0,33448620980800.0,0.0155966736232,2.6175466018599997e-14,0.250000499385,0.25,0.249546279492,94
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1710156988.86,25195581.1836,-1710156988.86,-1692341022.55,-1727972955.17,-1726191358.54,-1694122619.18,2.0,634817311177000.0,0.00782556419142,2.6175466018599997e-14,0.250000499385,0.249963898917,0.125226860254,78
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1751642666.47,12579153.4521,-1751642666.47,-1742747861.77,-1760537471.18,-1759647990.71,-1743637342.24,2.0,158235101572000.0,0.0078266944,2.6175466018599997e-14,0.125000249693,0.25,0.250453720508,107
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1842134522.02,1565392.41252,-1842134522.02,-1841027622.43,-1843241421.61,-1843130731.65,-1841138312.39,2.0,2450453405170.0,0.00782782460857,2.6175466018599997e-14,0.250000499385,0.125018050542,0.250453720508,60
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1850615894.12,30193713.024,-1850615894.12,-1829265714.9,-1871966073.35,-1869831055.43,-1831400732.82,2.0,911660306174000.0,0.0155966736232,2.6175466018599997e-14,0.250000499385,0.25,0.249546279492,89
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1865971836.26,19409138.914,-1865971836.26,-1852247502.52,-1879696170.01,-1878323736.63,-1853619935.9,2.0,376714673384000.0,0.0039133472,2.6175466018599997e-14,0.125000249693,0.25,0.125226860254,102
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1950669002.16,3498421.59083,-1950669002.16,-1948195244.53,-1953142759.79,-1952895384.03,-1948442620.29,2.0,12238953627200.0,0.00391391230429,2.6175466018599997e-14,0.250000499385,0.125018050542,0.125226860254,100
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1978270902.91,11295997.7188,-1978270902.91,-1970283426.32,-1986258379.49,-1985459631.83,-1971082173.98,2.0,127599564464000.0,0.0156533888,2.6175466018599997e-14,0.250000499385,0.25,0.250453720508,84
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1991914496.47,13792460.0583,-1991914496.47,-1982161754.43,-2001667238.5,-2000691964.3,-1983137028.63,2.0,190231954461000.0,0.00779721069797,2.6175466018599997e-14,0.125000249693,0.249963898917,0.249546279492,113
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2034158766.44,9734086.10634,-2034158766.44,-2027275728.14,-2041041804.73,-2040353500.9,-2027964031.97,2.0,94752432325600.0,0.00391391230429,2.6175466018599997e-14,0.250000499385,0.125018050542,0.125226860254,55
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2111972283.16,58176711.4182,-2111972283.16,-2070835136.01,-2153109430.31,-2148995715.59,-2074948850.72,2.0,3384529751440000.0,0.00779946292521,2.6175466018599997e-14,0.250000499385,0.125018050542,0.249546279492,95
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2125032445.4,19916850.9998,-2125032445.4,-2110949105.0,-2139115785.8,-2137707451.76,-2112357439.04,2.0,396680953748000.0,0.00782556419142,2.6175466018599997e-14,0.125000249693,0.249963898917,0.250453720508,108
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2163481778.19,14837634.5846,-2163481778.19,-2152989986.16,-2173973570.22,-2172924391.02,-2154039165.36,2.0,220155400066000.0,0.0078266944,2.6175466018599997e-14,0.250000499385,0.25,0.125226860254,79
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2221104342.06,38482475.3822,-2221104342.06,-2193893122.76,-2248315561.36,-2245594439.43,-2196614244.69,2.0,1480900911540000.0,0.00779833681159,2.6175466018599997e-14,0.125000249693,0.25,0.249546279492,119
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2251726430.01,27771709.4293,-2251726430.01,-2232088865.95,-2271363994.08,-2269400237.67,-2234052622.36,2.0,771267844627000.0,0.00779946292521,2.6175466018599997e-14,0.250000499385,0.125018050542,0.249546279492,90
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2265405506.86,5096624.65377,-2265405506.86,-2261801649.01,-2269009364.72,-2268648978.93,-2262162034.79,2.0,25975582861400.0,0.00391278209571,2.6175466018599997e-14,0.125000249693,0.249963898917,0.125226860254,103
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2403426498.12,39729426.4058,-2403426498.12,-2375333551.3,-2431519444.94,-2428710150.26,-2378142845.98,2.0,1578427322530000.0,0.00779833681159,2.6175466018599997e-14,0.125000249693,0.25,0.249546279492,114
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2404857531.1,4316247.97533,-2404857531.1,-2401805482.89,-2407909579.32,-2407604374.5,-2402110687.71,2.0,18629996584500.0,0.00782782460857,2.6175466018599997e-14,0.250000499385,0.125018050542,0.250453720508,85
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2501021903.98,4654906.43099,-2501021903.98,-2497730388.08,-2504313419.89,-2503984268.3,-2498059539.67,2.0,21668153881300.0,0.00195695615214,2.6175466018599997e-14,0.125000249693,0.125018050542,0.125226860254,125
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2538409125.39,24354226.744,-2538409125.39,-2521188086.51,-2555630164.27,-2553908060.39,-2522910190.4,2.0,593128360300000.0,0.0078266944,2.6175466018599997e-14,0.125000249693,0.25,0.250453720508,109
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2596629789.15,2188050.03401,-2596629789.15,-2595082604.13,-2598176974.17,-2598022255.66,-2595237322.63,2.0,4787562951320.0,0.00391391230429,2.6175466018599997e-14,0.250000499385,0.125018050542,0.125226860254,80
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2692742843.91,30279938.0451,-2692742843.91,-2671331694.38,-2714153993.43,-2712012878.48,-2673472809.33,2.0,916874648013000.0,0.0038997314626,2.6175466018599997e-14,0.125000249693,0.125018050542,0.249546279492,120
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2727558668.06,28649245.1004,-2727558668.06,-2707300592.58,-2747816743.55,-2745790936.0,-2709326400.12,2.0,820779244824000.0,0.0039133472,2.6175466018599997e-14,0.125000249693,0.25,0.125226860254,104
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2811472847.48,29042235.9097,-2811472847.48,-2790936885.52,-2832008809.43,-2829955213.23,-2792990481.72,2.0,843451466632000.0,0.0038997314626,2.6175466018599997e-14,0.125000249693,0.125018050542,0.249546279492,115
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2980153312.37,10830612.16,-2980153312.37,-2972494913.07,-2987811711.67,-2987045871.74,-2973260753.0,2.0,117302159761000.0,0.00391391230429,2.6175466018599997e-14,0.125000249693,0.125018050542,0.250453720508,110
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3157395266.76,61681999.1585,-3157395266.76,-3113779506.88,-3201011026.64,-3196649450.65,-3118141082.86,2.0,3804669020190000.0,0.00195695615214,2.6175466018599997e-14,0.125000249693,0.125018050542,0.125226860254,105
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-19064994568.5,2070576.53932,-19064994568.5,-19063530449.8,-19066458687.2,-19066312275.4,-19063676861.7,2.0,4287287205180.0,0.00195694051577,2.6175466018599997e-14,0.124999250922,0.125018050542,0.125226860254,1
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-360069315583.0,5469268.44152,-360069315583.0,-360065448226.0,-360073182940.0,-360072796204.0,-360065834962.0,2.0,29912897285400.0,0.00782663186354,2.6175466018599997e-14,0.124999250922,0.25,0.250453720508,7
