smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight,prefix,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-767227088.273,2584975.28522,-767227088.273,-765399234.72,-769054941.827,-768872156.472,-765582020.075,2.0,6682097225210.0,0.125018050542,0.00779955640487,90,0.249546279492,1.83230531396e-13,0.250003495741
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-777874439.387,306531.18421,-777874439.387,-777657689.108,-778091189.666,-778069514.638,-777679364.136,2.0,93961366893.5,0.125018050542,0.00782769951624,35,0.250453720508,1.83230531396e-13,0.249996504259
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-788613543.255,257674.937463,-788613543.255,-788431339.56,-788795746.951,-788777526.581,-788449559.929,2.0,66396373396.8,0.25,0.00782678820604,79,0.125226860254,1.83230531396e-13,0.250003495741
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-848172871.336,5852426.29993,-848172871.336,-844034581.013,-852311161.659,-851897332.627,-844448410.045,2.0,34250893596100.0,0.125018050542,0.0038997672965,115,0.249546279492,1.83230531396e-13,0.125001398296
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-853378600.314,2866346.19384,-853378600.314,-851351787.484,-855405413.145,-855202731.862,-851554468.767,2.0,8215940502950.0,0.125018050542,0.00782791842816,60,0.250453720508,1.83230531396e-13,0.250003495741
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-865395171.402,1610566.45043,-865395171.402,-864256328.944,-866534013.861,-866420129.615,-864370213.189,2.0,2593924291260.0,0.25,0.003913383159,104,0.125226860254,1.83230531396e-13,0.125001398296
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-912186832.186,6219942.71945,-912186832.186,-907788668.511,-916584995.862,-916145179.494,-908228484.878,2.0,38687687433300.0,0.125018050542,0.00195687562387,5,0.125226860254,1.83230531396e-13,0.124995105963
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-921964614.453,1920716.12126,-921964614.453,-920606463.058,-923322765.847,-923186950.707,-920742278.198,2.0,3689150418480.0,0.125018050542,0.00782791842816,85,0.250453720508,1.83230531396e-13,0.250003495741
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-932235860.799,6166589.24604,-932235860.799,-927875423.726,-936596297.872,-936160254.164,-928311467.434,2.0,38026822929400.0,0.125018050542,0.00391384975812,30,0.125226860254,1.83230531396e-13,0.249996504259
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1005339391.43,2293107.2859,-1005339391.43,-1003717919.72,-1006960863.14,-1006798715.97,-1003880066.89,2.0,5258341024670.0,0.125018050542,0.00391395921408,55,0.125226860254,1.83230531396e-13,0.250003495741
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1007773437.25,595748.048794,-1007773437.25,-1007352179.77,-1008194694.74,-1008152568.99,-1007394305.52,2.0,354915737641.0,0.125018050542,0.00391394826849,110,0.250453720508,1.83230531396e-13,0.125001398296
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1080962567.87,113230.850226,-1080962567.87,-1080882501.57,-1081042634.18,-1081034627.55,-1080890508.2,2.0,12821225442.8,0.125018050542,0.00391395921408,80,0.125226860254,1.83230531396e-13,0.250003495741
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1161017862.25,1383602.95598,-1161017862.25,-1160039507.22,-1161996217.28,-1161898381.78,-1160137342.72,2.0,1914357139790.0,0.125018050542,0.00195697413424,105,0.125226860254,1.83230531396e-13,0.125001398296
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-17367967916.0,658152.471587,-17367967916.0,-17367502531.9,-17368433300.1,-17368386761.7,-17367549070.3,2.0,433164675857.0,0.125018050542,0.00195687562387,1,0.125226860254,1.83230531396e-13,0.124995105963
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-321157190629.0,1378108.92819,-321157190629.0,-321156216159.0,-321158165099.0,-321158067652.0,-321156313606.0,2.0,1899184217950.0,0.25,0.00782637233343,7,0.250453720508,1.83230531396e-13,0.124995105963
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-686404662068.0,2403832.52073,-686404662068.0,-686402962302.0,-686406361834.0,-686406191858.0,-686403132278.0,2.0,5778410787720.0,0.249963898917,0.00779688984465,13,0.249546279492,1.83230531396e-13,0.124995105963
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194932055359000.0,2860610.16181,-194932055359000.0,-194932053336000.0,-194932057381000.0,-194932057179000.0,-194932053538000.0,2.0,8183090497870.0,0.249963898917,0.00779728234506,118,0.249546279492,1.83230531396e-13,0.125001398296
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195297284608000.0,6596265.16422,-195297284608000.0,-195297279944000.0,-195297289272000.0,-195297288806000.0,-195297280410000.0,2.0,43510714116700.0,0.25,0.003913383159,124,0.125226860254,1.83230531396e-13,0.125001398296
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195807704374000.0,2461642.28577,-195807704374000.0,-195807702634000.0,-195807706115000.0,-195807705941000.0,-195807702808000.0,2.0,6059682743100.0,0.125018050542,0.00391394826849,106,0.250453720508,1.83230531396e-13,0.125001398296
