smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-209068713.944,525489.668739,-209068713.944,-208697136.636,-209440291.253,-209403133.522,-208734294.367,2.0,276139391952.0,77,1.83230531396e-13,0.125226860254,0.00782678820604,0.250003495741,0.25
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-211775153.078,607496.818481,-211775153.078,-211345587.958,-212204718.198,-212161761.686,-211388544.47,2.0,369052384464.0,44,1.83230531396e-13,0.249546279492,0.015596424381,0.249996504259,0.25
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-244114328.301,1557741.14329,-244114328.301,-243012838.975,-245215817.626,-245105668.694,-243122987.907,2.0,2426557469490.0,25,1.83230531396e-13,0.125226860254,0.00195687562387,0.124995105963,0.125018050542
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-252490928.013,1228376.98624,-252490928.013,-251622334.317,-253359521.71,-253272662.341,-251709193.686,2.0,1508910020330.0,88,1.83230531396e-13,0.249546279492,0.0155946083013,0.250003495741,0.249963898917
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-283720642.62,1858640.13772,-283720642.62,-282406385.575,-285034899.665,-284903473.961,-282537811.28,2.0,3454543161550.0,58,1.83230531396e-13,0.250453720508,0.0156513159678,0.250003495741,0.249963898917
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-301674416.792,1314634.6974,-301674416.792,-300744829.682,-302604003.901,-302511045.19,-300837788.393,2.0,1728264387600.0,102,1.83230531396e-13,0.125226860254,0.003913383159,0.125001398296,0.25
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-304258106.78,4403801.29039,-304258106.78,-301144149.025,-307372064.536,-307060668.76,-301455544.8,2.0,19393465805300.0,14,1.83230531396e-13,0.249546279492,0.00779801591193,0.124995105963,0.25
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-306943226.302,4631822.53182,-306943226.302,-303668033.181,-310218419.424,-309890900.112,-303995552.493,2.0,21453779966200.0,69,1.83230531396e-13,0.249546279492,0.0155968605555,0.250003495741,0.25
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-330522257.783,1085550.40551,-330522257.783,-329754657.73,-331289857.836,-331213097.831,-329831417.735,2.0,1178419682900.0,3,1.83230531396e-13,0.125226860254,0.00391262108568,0.124995105963,0.249963898917
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-331968929.128,4887885.57531,-331968929.128,-328512672.092,-335425186.164,-335079560.46,-328858297.796,2.0,23891425397300.0,28,1.83230531396e-13,0.125226860254,0.0078254391352,0.249996504259,0.249963898917
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-332334647.535,3347247.1917,-332334647.535,-329967786.348,-334701508.723,-334464822.604,-330204472.467,2.0,11204063762400.0,50,1.83230531396e-13,0.125226860254,0.00391384975812,0.249996504259,0.125018050542
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-344098729.158,1940235.22385,-344098729.158,-342726775.674,-345470682.642,-345333487.293,-342863971.022,2.0,3764512723870.0,113,1.83230531396e-13,0.249546279492,0.00779728234506,0.125001398296,0.249963898917
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-350300087.241,2158884.9731,-350300087.241,-348773525.037,-351826649.445,-351673993.225,-348926181.257,2.0,4660784327090.0,39,1.83230531396e-13,0.249546279492,0.015596424381,0.249996504259,0.25
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-379505629.098,2792096.18069,-379505629.098,-377531318.955,-381479939.241,-381282508.227,-377728749.969,2.0,7795801082210.0,83,1.83230531396e-13,0.250453720508,0.0156513159678,0.250003495741,0.249963898917
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-395452435.542,4632719.69038,-395452435.542,-392176608.033,-398728263.05,-398400680.299,-392504190.784,2.0,21462091729600.0,94,1.83230531396e-13,0.249546279492,0.0155968605555,0.250003495741,0.25
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-426838770.622,565172.992101,-426838770.622,-426439132.967,-427238408.278,-427198444.512,-426479096.733,2.0,319420511000.0,20,1.83230531396e-13,0.249546279492,0.00389957098961,0.124995105963,0.125018050542
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-427086703.476,2631434.3234,-427086703.476,-425225998.422,-428947408.531,-428761338.025,-425412068.928,2.0,6924446598380.0,75,1.83230531396e-13,0.125226860254,0.00391395921408,0.250003495741,0.125018050542
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-427626885.575,597446.247612,-427626885.575,-427204427.282,-428049343.868,-428007098.039,-427246673.111,2.0,356942018786.0,53,1.83230531396e-13,0.125226860254,0.00782565798392,0.250003495741,0.249963898917
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-440815990.896,9310209.88615,-440815990.896,-434232678.351,-447399303.44,-446740972.186,-434891009.605,2.0,86680008124200.0,64,1.83230531396e-13,0.249546279492,0.0155968605555,0.250003495741,0.25
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-470089975.293,3442895.23248,-470089975.293,-467655480.727,-472524469.859,-472281020.402,-467898930.184,2.0,11853527581900.0,108,1.83230531396e-13,0.250453720508,0.00782563609905,0.125001398296,0.249963898917
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-484571906.418,467767.672836,-484571906.418,-484241144.724,-484902668.111,-484869591.942,-484274220.894,2.0,218806595750.0,45,1.83230531396e-13,0.249546279492,0.0077993382861,0.249996504259,0.125018050542
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-486428364.348,1399591.60358,-486428364.348,-485438703.635,-487418025.062,-487319058.991,-485537669.706,2.0,1958856656820.0,9,1.83230531396e-13,0.250453720508,0.00782637233343,0.124995105963,0.25
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-494321851.502,1768945.18216,-494321851.502,-493071018.368,-495572684.635,-495447601.322,-493196101.681,2.0,3129167057490.0,119,1.83230531396e-13,0.249546279492,0.00779840846903,0.125001398296,0.25
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-501898405.724,3962169.86516,-501898405.724,-499096728.544,-504700082.904,-504419915.186,-499376896.262,2.0,15698790040300.0,34,1.83230531396e-13,0.250453720508,0.0156531386514,0.249996504259,0.25
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-510944617.593,3436141.86575,-510944617.593,-508514898.379,-513374336.808,-513131364.886,-508757870.301,2.0,11807070921600.0,100,1.83230531396e-13,0.125226860254,0.00391395921408,0.250003495741,0.125018050542
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-527456539.207,1443386.44647,-527456539.207,-526435910.863,-528477167.551,-528375104.717,-526537973.697,2.0,2083364433840.0,78,1.83230531396e-13,0.125226860254,0.00782565798392,0.250003495741,0.249963898917
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-534180022.529,152318.093237,-534180022.529,-534072317.372,-534287727.685,-534276957.17,-534083087.888,2.0,23200801527.5,89,1.83230531396e-13,0.249546279492,0.0155968605555,0.250003495741,0.25
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-581535402.259,6065856.25466,-581535402.259,-577246194.167,-585824610.35,-585395689.541,-577675114.976,2.0,36794612102100.0,70,1.83230531396e-13,0.249546279492,0.00779955640487,0.250003495741,0.125018050542
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-600044183.042,2041450.20179,-600044183.042,-598600659.761,-601487706.323,-601343353.995,-598745012.089,2.0,4167518926390.0,59,1.83230531396e-13,0.250453720508,0.0156535764121,0.250003495741,0.25
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-613450401.855,3633353.37137,-613450401.855,-610881233.048,-616019570.663,-615762653.782,-611138149.929,2.0,13201256721200.0,125,1.83230531396e-13,0.125226860254,0.00195697413424,0.125001398296,0.125018050542
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-614590277.546,3578534.55725,-614590277.546,-612059871.494,-617120683.598,-616867642.993,-612312912.099,2.0,12805909577500.0,15,1.83230531396e-13,0.249546279492,0.00389957098961,0.124995105963,0.125018050542
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620560981.52,2754711.16813,-620560981.52,-618613106.573,-622508856.468,-622314068.973,-618807894.068,2.0,7588433619810.0,103,1.83230531396e-13,0.125226860254,0.00391281804952,0.125001398296,0.249963898917
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-626683042.195,3339305.99622,-626683042.195,-624321796.281,-629044288.109,-628808163.518,-624557920.872,2.0,11150964536400.0,114,1.83230531396e-13,0.249546279492,0.00779840846903,0.125001398296,0.25
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-658067867.5,4349018.58428,-658067867.5,-654992646.968,-661143088.032,-660835565.979,-655300169.021,2.0,18913962646400.0,40,1.83230531396e-13,0.249546279492,0.0077993382861,0.249996504259,0.125018050542
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-667321217.201,6416323.04598,-667321217.201,-662784191.665,-671858242.737,-671404540.183,-663237894.218,2.0,41169201430400.0,4,1.83230531396e-13,0.125226860254,0.00391318616671,0.124995105963,0.25
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-670376930.322,3193842.17616,-670376930.322,-668118542.862,-672635317.783,-672409479.037,-668344381.608,2.0,10200627846200.0,29,1.83230531396e-13,0.125226860254,0.00782656932572,0.249996504259,0.25
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-676838979.313,5522673.9119,-676838979.313,-672933859.139,-680744099.486,-680353587.469,-673324371.157,2.0,30499927137200.0,95,1.83230531396e-13,0.249546279492,0.00779955640487,0.250003495741,0.125018050542
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-690762004.01,3639589.86949,-690762004.01,-688188425.332,-693335582.687,-693078224.819,-688445783.2,2.0,13246614418100.0,84,1.83230531396e-13,0.250453720508,0.0156535764121,0.250003495741,0.25
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-755047174.959,1349280.12034,-755047174.959,-754093089.836,-756001260.081,-755905851.569,-754188498.348,2.0,1820556843160.0,65,1.83230531396e-13,0.249546279492,0.00779955640487,0.250003495741,0.125018050542
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-763336127.806,4063162.96089,-763336127.806,-760463037.724,-766209217.889,-765921908.881,-760750346.732,2.0,16509293246800.0,54,1.83230531396e-13,0.125226860254,0.00782678820604,0.250003495741,0.25
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-772656577.755,7837460.63763,-772656577.755,-767114656.19,-778198499.319,-777644307.162,-767668848.347,2.0,61425789246400.0,120,1.83230531396e-13,0.249546279492,0.0038997672965,0.125001398296,0.125018050542
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-783197432.736,5763225.82429,-783197432.736,-779122216.674,-787272648.798,-786865127.192,-779529738.281,2.0,33214771901800.0,10,1.83230531396e-13,0.250453720508,0.00391375124775,0.124995105963,0.125018050542
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-788461082.606,7129606.50564,-788461082.606,-783419689.499,-793502475.714,-792998336.403,-783923828.81,2.0,50831288925300.0,109,1.83230531396e-13,0.250453720508,0.00782676631801,0.125001398296,0.25
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-839721227.737,4297401.21115,-839721227.737,-836682506.199,-842759949.275,-842456077.121,-836986378.353,2.0,18467657169600.0,35,1.83230531396e-13,0.250453720508,0.00782769951624,0.249996504259,0.125018050542
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-849276954.52,4228965.01561,-849276954.52,-846286624.68,-852267284.36,-851968251.376,-846585657.664,2.0,17884145103200.0,90,1.83230531396e-13,0.249546279492,0.00779955640487,0.250003495741,0.125018050542
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-860714706.333,1572872.63731,-860714706.333,-859602517.425,-861826895.24,-861715676.35,-859713736.316,2.0,2473928333200.0,79,1.83230531396e-13,0.125226860254,0.00782678820604,0.250003495741,0.25
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-932321888.725,395656.528663,-932321888.725,-932042117.31,-932601660.139,-932573682.998,-932070094.452,2.0,156544088674.0,60,1.83230531396e-13,0.250453720508,0.00782791842816,0.250003495741,0.125018050542
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-953653521.465,138418.04618,-953653521.465,-953555645.126,-953751397.804,-953741610.17,-953565432.76,2.0,19159555508.2,104,1.83230531396e-13,0.125226860254,0.003913383159,0.125001398296,0.25
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-954058138.748,9125104.72784,-954058138.748,-947605715.316,-960510562.18,-959865319.837,-948250957.659,2.0,83267536294100.0,115,1.83230531396e-13,0.249546279492,0.0038997672965,0.125001398296,0.125018050542
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-967978599.567,5389321.38461,-967978599.567,-964167773.87,-971789425.264,-971408342.695,-964548856.44,2.0,29044784986600.0,5,1.83230531396e-13,0.125226860254,0.00195687562387,0.124995105963,0.125018050542
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1006813361.78,6751628.18043,-1006813361.78,-1002039239.71,-1011587483.85,-1011110071.64,-1002516651.91,2.0,45584483086800.0,30,1.83230531396e-13,0.125226860254,0.00391384975812,0.249996504259,0.125018050542
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1026023811.71,4258296.47935,-1026023811.71,-1023012741.39,-1029034882.03,-1028733774.99,-1023313848.42,2.0,18133088906000.0,85,1.83230531396e-13,0.250453720508,0.00782791842816,0.250003495741,0.125018050542
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1103716591.68,1967494.62509,-1103716591.68,-1102325362.89,-1105107820.47,-1104968697.59,-1102464485.77,2.0,3871035099760.0,55,1.83230531396e-13,0.125226860254,0.00391395921408,0.250003495741,0.125018050542
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1130318027.49,2337297.19775,-1130318027.49,-1128665308.79,-1131970746.19,-1131805474.32,-1128830580.66,2.0,5462958190620.0,110,1.83230531396e-13,0.250453720508,0.00391394826849,0.125001398296,0.125018050542
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1209092223.3,1973236.41354,-1209092223.3,-1207696934.45,-1210487512.15,-1210347983.26,-1207836463.33,2.0,3893661943730.0,80,1.83230531396e-13,0.125226860254,0.00391395921408,0.250003495741,0.125018050542
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1304164049.98,4778691.54471,-1304164049.98,-1300785004.78,-1307543095.17,-1307205190.65,-1301122909.3,2.0,22835892879500.0,105,1.83230531396e-13,0.125226860254,0.00195697413424,0.125001398296,0.125018050542
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-17223975287.2,126528.756308,-17223975287.2,-17223885817.9,-17224064756.5,-17224055809.6,-17223894764.8,2.0,16009526172.8,1,1.83230531396e-13,0.125226860254,0.00195687562387,0.124995105963,0.125018050542
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-321043153958.0,189136.25387,-321043153958.0,-321043020218.0,-321043287697.0,-321043274323.0,-321043033592.0,2.0,35772522527.8,7,1.83230531396e-13,0.250453720508,0.00782637233343,0.124995105963,0.25
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-686325897071.0,3487288.86289,-686325897071.0,-686323431185.0,-686328362956.0,-686328116368.0,-686323677774.0,2.0,12161183613200.0,13,1.83230531396e-13,0.249546279492,0.00779688984465,0.124995105963,0.249963898917
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194932035966000.0,3238089.04068,-194932035966000.0,-194932033676000.0,-194932038256000.0,-194932038027000.0,-194932033905000.0,2.0,10485220635400.0,118,1.83230531396e-13,0.249546279492,0.00779728234506,0.125001398296,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195297296366000.0,879268.809241,-195297296366000.0,-195297295744000.0,-195297296987000.0,-195297296925000.0,-195297295806000.0,2.0,773113638904.0,124,1.83230531396e-13,0.125226860254,0.003913383159,0.125001398296,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195807623853000.0,671185.182178,-195807623853000.0,-195807623378000.0,-195807624328000.0,-195807624280000.0,-195807623426000.0,2.0,450489548775.0,106,1.83230531396e-13,0.250453720508,0.00391394826849,0.125001398296,0.125018050542
