smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-80630142.9902,1697421.17432,-80630142.9902,-79429884.9673,-81830401.0131,-81710375.2108,-79549910.7696,2.0,2881238643030.0,9,0.00782663186354,0.124999250922,2.6175466018599997e-14,0.25,0.250453720508
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-82585777.6205,18605480.8598,-82585777.6205,-69429715.9373,-95741839.3037,-94426233.1354,-70745322.1056,2.0,346163918025000.0,38,0.0155943590951,0.249999500615,2.6175466018599997e-14,0.249963898917,0.249546279492
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-158791755.824,23343983.3354,-158791755.824,-142285066.908,-175298444.741,-173647775.849,-143935735.8,2.0,544941557963000.0,33,0.0156510658554,0.249999500615,2.6175466018599997e-14,0.249963898917,0.250453720508
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-187101735.778,1021912.35699,-187101735.778,-186379134.62,-187824336.935,-187752076.82,-186451394.736,2.0,1044304865360.0,51,0.00391391230429,0.250000499385,2.6175466018599997e-14,0.125018050542,0.125226860254
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-214662166.536,10835523.5204,-214662166.536,-207000294.377,-222324038.695,-221557851.479,-207766481.593,2.0,117408569961000.0,15,0.00389970030317,0.124999250922,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-215539251.889,12449820.0937,-215539251.889,-206735899.677,-224342604.102,-223462268.881,-207616234.898,2.0,154998020365000.0,4,0.00391331593177,0.124999250922,2.6175466018599997e-14,0.25,0.125226860254
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-260661198.847,66673112.0869,-260661198.847,-213516189.168,-307806208.527,-303091707.559,-218230690.136,2.0,4445303875350000.0,44,0.0155966113133,0.249999500615,2.6175466018599997e-14,0.25,0.249546279492
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-275365175.951,14558592.2189,-275365175.951,-265070696.668,-285659655.233,-284630207.305,-266100144.596,2.0,211952607396000.0,28,0.0078255329277,0.249999500615,2.6175466018599997e-14,0.249963898917,0.125226860254
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-332238111.589,24238899.0823,-332238111.589,-315098621.68,-349377601.499,-347663652.508,-316812570.671,2.0,587524228722000.0,39,0.0155966113133,0.249999500615,2.6175466018599997e-14,0.25,0.249546279492
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-348297751.081,73615496.002,-348297751.081,-296243734.657,-400351767.504,-395146365.862,-301449136.3,2.0,5419241251620000.0,10,0.00391388103154,0.124999250922,2.6175466018599997e-14,0.125018050542,0.250453720508
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-363920229.812,11388053.3721,-363920229.812,-355867660.048,-371972799.576,-371167542.6,-356672917.025,2.0,129687759606000.0,50,0.00391389666791,0.249999500615,2.6175466018599997e-14,0.125018050542,0.125226860254
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-391556321.535,1656058.35725,-391556321.535,-390385311.441,-392727331.63,-392610230.62,-390502412.45,2.0,2742529282620.0,57,0.0156533888,0.250000499385,2.6175466018599997e-14,0.25,0.250453720508
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-460324207.511,20068345.0453,-460324207.511,-446133744.642,-474514670.38,-473095624.093,-447552790.929,2.0,402738472857000.0,52,0.0078266944,0.250000499385,2.6175466018599997e-14,0.25,0.125226860254
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-472402618.589,54688593.5121,-472402618.589,-433731943.263,-511073293.915,-507206226.382,-437599010.796,2.0,2990842260340000.0,34,0.0156533262635,0.249999500615,2.6175466018599997e-14,0.25,0.250453720508
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537634672.901,17996546.5129,-537634672.901,-524909192.824,-550360152.978,-549087604.97,-526181740.832,2.0,323875686390000.0,5,0.00195694051577,0.124999250922,2.6175466018599997e-14,0.125018050542,0.125226860254
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-557641773.852,48531620.7772,-557641773.852,-523324735.699,-591958812.006,-588527108.19,-526756439.514,2.0,2355318215260000.0,45,0.00779943176577,0.249999500615,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-626325886.494,9013804.02839,-626325886.494,-619952164.542,-632699608.447,-632062236.252,-620589536.737,2.0,81248663062100.0,63,0.0155944213959,0.250000499385,2.6175466018599997e-14,0.249963898917,0.249546279492
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-652115219.421,3047567.13655,-652115219.421,-649960264.033,-654270174.81,-654054679.271,-650175759.572,2.0,9287665451750.0,29,0.00782666313177,0.249999500615,2.6175466018599997e-14,0.25,0.125226860254
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-685116541.918,15115199.9243,-685116541.918,-674428481.553,-695804602.284,-694735796.247,-675497287.589,2.0,228469268752000.0,58,0.0156511283828,0.250000499385,2.6175466018599997e-14,0.249963898917,0.250453720508
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-701892987.712,28019759.5003,-701892987.712,-682080025.762,-721705949.662,-719724653.467,-684061321.957,2.0,785106922454000.0,40,0.00779943176577,0.249999500615,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-705085566.216,10259302.3911,-705085566.216,-697831143.925,-712339988.507,-711614546.278,-698556586.154,2.0,105253285553000.0,76,0.00391391230429,0.250000499385,2.6175466018599997e-14,0.125018050542,0.125226860254
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-753960760.834,640419.879539,-753960760.834,-753507915.595,-754413606.074,-754368321.55,-753553200.119,2.0,410137622109.0,69,0.0155966736232,0.250000499385,2.6175466018599997e-14,0.25,0.249546279492
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-813568188.153,31118616.8938,-813568188.153,-791564003.126,-835572373.18,-833371954.677,-793764421.629,2.0,968368317383000.0,53,0.00782556419142,0.250000499385,2.6175466018599997e-14,0.249963898917,0.125226860254
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-854914758.992,10137288.9831,-854914758.992,-847746613.209,-862082904.774,-861366090.196,-848463427.787,2.0,102764627927000.0,35,0.00782779333583,0.249999500615,2.6175466018599997e-14,0.125018050542,0.250453720508
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-859987411.087,45361554.5625,-859987411.087,-827911948.251,-892062873.923,-888855327.64,-831119494.534,2.0,2057670632330000.0,64,0.0155966736232,0.250000499385,2.6175466018599997e-14,0.25,0.249546279492
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-913255953.782,13294994.0294,-913255953.782,-903854973.348,-922656934.216,-921716836.172,-904795071.391,2.0,176756866242000.0,82,0.0156533888,0.250000499385,2.6175466018599997e-14,0.25,0.250453720508
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-915913246.24,17557200.5473,-915913246.24,-903498430.674,-928328061.805,-927086580.249,-904739912.231,2.0,308255291057000.0,75,0.00391391230429,0.250000499385,2.6175466018599997e-14,0.125018050542,0.125226860254
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-995179392.143,20219048.9266,-995179392.143,-980882365.537,-1009476418.75,-1008046716.09,-982312068.198,2.0,408809939494000.0,77,0.0078266944,0.250000499385,2.6175466018599997e-14,0.25,0.125226860254
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1002665499.82,18395829.4841,-1002665499.82,-989657684.045,-1015673315.59,-1014372534.01,-990958465.622,2.0,338406542410000.0,59,0.0156533888,0.250000499385,2.6175466018599997e-14,0.25,0.250453720508
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1053319392.2,88615561.1715,-1053319392.2,-990658727.975,-1115980056.42,-1109713990.0,-996924794.398,2.0,7852717681740000.0,30,0.00391389666791,0.249999500615,2.6175466018599997e-14,0.125018050542,0.125226860254
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1075574016.28,20274517.891,-1075574016.28,-1061237767.19,-1089910265.36,-1088476640.46,-1062671392.1,2.0,411056075712000.0,70,0.00779946292521,0.250000499385,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1092324179.1,3229866.21745,-1092324179.1,-1090040318.8,-1094608039.41,-1094379653.38,-1090268704.83,2.0,10432035782700.0,88,0.0155944213959,0.250000499385,2.6175466018599997e-14,0.249963898917,0.249546279492
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1179563166.2,16073240.7551,-1179563166.2,-1168197668.66,-1190928663.73,-1189792113.98,-1169334218.42,2.0,258349068372000.0,54,0.0078266944,0.250000499385,2.6175466018599997e-14,0.25,0.125226860254
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1211811708.81,25846521.6791,-1211811708.81,-1193535458.06,-1230087959.56,-1228260334.48,-1195363083.13,2.0,668042682910000.0,83,0.0156511283828,0.250000499385,2.6175466018599997e-14,0.249963898917,0.250453720508
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1229229255.36,24395844.0336,-1229229255.36,-1211978788.61,-1246479722.11,-1244754675.44,-1213703835.29,2.0,595157206110000.0,65,0.00779946292521,0.250000499385,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1232287195.23,715150.737608,-1232287195.23,-1231781507.29,-1232792883.16,-1232742314.37,-1231832076.08,2.0,511440577501.0,101,0.00195695615214,0.125000249693,2.6175466018599997e-14,0.125018050542,0.125226860254
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1278588962.54,28329250.7708,-1278588962.54,-1258557157.21,-1298620767.86,-1296617587.33,-1260560337.74,2.0,802546449237000.0,94,0.0155966736232,0.250000499385,2.6175466018599997e-14,0.25,0.249546279492
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1339867483.17,8635358.64721,-1339867483.17,-1333761362.51,-1345973603.83,-1345362991.76,-1334371974.58,2.0,74569418966000.0,78,0.00782556419142,0.250000499385,2.6175466018599997e-14,0.249963898917,0.125226860254
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1408909263.01,40037352.4844,-1408909263.01,-1380598579.56,-1437219946.45,-1434388878.1,-1383429647.91,2.0,1602989593960000.0,89,0.0155966736232,0.250000499385,2.6175466018599997e-14,0.25,0.249546279492
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1429992940.27,2990454.11898,-1429992940.27,-1427878369.88,-1432107510.65,-1431896053.61,-1428089826.92,2.0,8942815837720.0,107,0.0078266944,0.125000249693,2.6175466018599997e-14,0.25,0.250453720508
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1454367637.65,64089510.6977,-1454367637.65,-1409049510.03,-1499685765.27,-1495153952.51,-1413581322.79,2.0,4107465381470000.0,60,0.00782782460857,0.250000499385,2.6175466018599997e-14,0.125018050542,0.250453720508
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1461629772.22,41380160.7466,-1461629772.22,-1432369579.95,-1490889964.49,-1487963945.27,-1435295599.18,2.0,1712317703410000.0,100,0.00391391230429,0.250000499385,2.6175466018599997e-14,0.125018050542,0.125226860254
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1525952304.21,32289077.0354,-1525952304.21,-1503120478.88,-1548784129.54,-1546500947.01,-1505403661.42,2.0,1042584495800000.0,102,0.0039133472,0.125000249693,2.6175466018599997e-14,0.25,0.125226860254
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1561233012.83,4269087.39402,-1561233012.83,-1558214312.18,-1564251713.47,-1563949843.41,-1558516182.25,2.0,18225107177800.0,84,0.0156533888,0.250000499385,2.6175466018599997e-14,0.25,0.250453720508
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1614454170.31,22131344.0782,-1614454170.31,-1598804946.83,-1630103393.78,-1628538471.44,-1600369869.18,2.0,489796390709000.0,55,0.00391391230429,0.250000499385,2.6175466018599997e-14,0.125018050542,0.125226860254
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1643878669.04,23972434.4604,-1643878669.04,-1626927598.07,-1660829740.01,-1659134632.91,-1628622705.17,2.0,574677613957000.0,113,0.00779721069797,0.125000249693,2.6175466018599997e-14,0.249963898917,0.249546279492
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1674018691.82,15500989.7699,-1674018691.82,-1663057836.84,-1684979546.8,-1683883461.31,-1664153922.34,2.0,240280683848000.0,95,0.00779946292521,0.250000499385,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1765254036.24,75691312.9895,-1765254036.24,-1711732195.55,-1818775876.93,-1813423692.86,-1717084379.61,2.0,5729174862070000.0,79,0.0078266944,0.250000499385,2.6175466018599997e-14,0.25,0.125226860254
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1783683078.46,8512659.71199,-1783683078.46,-1777663719.05,-1789702437.87,-1789100501.93,-1778265654.99,2.0,72465375372200.0,108,0.00782556419142,0.125000249693,2.6175466018599997e-14,0.249963898917,0.250453720508
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1815661053.64,2598215.04103,-1815661053.64,-1813823838.17,-1817498269.12,-1817314547.57,-1814007559.72,2.0,6750721399460.0,119,0.00779833681159,0.125000249693,2.6175466018599997e-14,0.25,0.249546279492
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1877459702.73,26454391.2803,-1877459702.73,-1858753623.27,-1896165782.2,-1894295174.25,-1860624231.21,2.0,699834818010000.0,90,0.00779946292521,0.250000499385,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1877883943.04,23205516.6392,-1877883943.04,-1861475164.87,-1894292721.22,-1892651843.4,-1863116042.68,2.0,538496002491000.0,103,0.00391278209571,0.125000249693,2.6175466018599997e-14,0.249963898917,0.125226860254
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1979548431.64,2407112.24318,-1979548431.64,-1977846346.25,-1981250517.03,-1981080308.49,-1978016554.79,2.0,5794189351270.0,114,0.00779833681159,0.125000249693,2.6175466018599997e-14,0.25,0.249546279492
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1988933458.15,529076.74474,-1988933458.15,-1988559344.4,-1989307571.91,-1989270160.53,-1988596755.78,2.0,279922201824.0,85,0.00782782460857,0.250000499385,2.6175466018599997e-14,0.125018050542,0.250453720508
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2087072046.26,72726177.6668,-2087072046.26,-2035646872.87,-2138497219.66,-2133354702.32,-2040789390.21,2.0,5289096918030000.0,125,0.00195695615214,0.125000249693,2.6175466018599997e-14,0.125018050542,0.125226860254
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2100435693.99,12685688.5146,-2100435693.99,-2091465557.61,-2109405830.36,-2108508816.72,-2092362571.25,2.0,160926693088000.0,80,0.00391391230429,0.250000499385,2.6175466018599997e-14,0.125018050542,0.125226860254
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2154319273.63,4066181.77205,-2154319273.63,-2151444048.93,-2157194498.34,-2156906975.87,-2151731571.4,2.0,16533834203300.0,109,0.0078266944,0.125000249693,2.6175466018599997e-14,0.25,0.250453720508
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2249590159.34,21795961.2083,-2249590159.34,-2234178087.37,-2265002231.32,-2263461024.12,-2235719294.57,2.0,475063924995000.0,120,0.0038997314626,0.125000249693,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2290588013.01,24821112.2099,-2290588013.01,-2273036836.25,-2308139189.77,-2306384072.09,-2274791953.93,2.0,616087611338000.0,104,0.0039133472,0.125000249693,2.6175466018599997e-14,0.25,0.125226860254
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2386041025.04,2567231.26882,-2386041025.04,-2384225718.4,-2387856331.68,-2387674801.01,-2384407249.06,2.0,6590676387620.0,115,0.0038997314626,0.125000249693,2.6175466018599997e-14,0.125018050542,0.249546279492
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2569313095.07,60650465.766,-2569313095.07,-2526426739.45,-2612199450.7,-2607910815.14,-2530715375.01,2.0,3678478997630000.0,110,0.00391391230429,0.125000249693,2.6175466018599997e-14,0.125018050542,0.250453720508
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2749135224.71,43021368.071,-2749135224.71,-2718714523.61,-2779555925.81,-2776513855.7,-2721756593.72,2.0,1850838110700000.0,105,0.00195695615214,0.125000249693,2.6175466018599997e-14,0.125018050542,0.125226860254
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-18896997184.7,4588631.99683,-18896997184.7,-18893752531.9,-18900241837.5,-18899917372.2,-18894076997.2,2.0,21055543602300.0,1,0.00195694051577,0.124999250922,2.6175466018599997e-14,0.125018050542,0.125226860254
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-359839560492.0,1199298.93595,-359839560492.0,-359838712459.0,-359840408524.0,-359840323721.0,-359838797262.0,2.0,1438317937760.0,7,0.00782663186354,0.124999250922,2.6175466018599997e-14,0.25,0.250453720508
