npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,452416846.131,3699492.24724,452416846.131,455032782.186,449800910.076,450062503.682,454771188.581,2.0,13686242887400.0,0.00389900062319,2.85069050095e-13,115,0.124974348451,0.125003719426,0.249579831933
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,409248898.729,28194655.5934,409248898.729,429185530.892,389312266.566,391305929.782,427191867.676,2.0,794938604029000.0,0.0077975758657,2.85069050095e-13,35,0.124974348451,0.249993800956,0.249579831933
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,404626128.623,17387780.813,404626128.623,416921146.346,392331110.9,393560612.673,415691644.573,2.0,302334921600000.0,0.00389857524251,2.85069050095e-13,10,0.124974348451,0.12499008153,0.249579831933
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,353793185.761,7322423.52682,353793185.761,358970921.091,348615450.43,349133223.963,358453147.558,2.0,53617886306200.0,0.00779796257541,2.85069050095e-13,60,0.124974348451,0.250006199044,0.249579831933
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,327129739.767,5109682.55343,327129739.767,330742830.95,323516648.584,323877957.702,330381521.832,2.0,26108855796900.0,0.00779796257541,2.85069050095e-13,85,0.124974348451,0.250006199044,0.249579831933
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,266352623.549,59757061.8502,266352623.549,308607247.207,224097999.891,228323462.257,304381784.842,2.0,3570906440970000.0,0.00389900062319,2.85069050095e-13,110,0.124974348451,0.125003719426,0.249579831933
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,265662117.887,6181161.75665,265662117.887,270032859.28,261291376.493,261728450.632,269595785.141,2.0,38206760661800.0,0.00391191516495,2.85069050095e-13,30,0.124974348451,0.249993800956,0.125210084034
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,235424317.586,12616983.5721,235424317.586,244345872.228,226502762.944,227394918.408,243453716.764,2.0,159188274460000.0,0.00391210917083,2.85069050095e-13,55,0.124974348451,0.250006199044,0.125210084034
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,234874642.374,17986897.2196,234874642.374,247593299.371,222155985.378,223427851.077,246321433.671,2.0,323528471588000.0,0.00195585087924,2.85069050095e-13,5,0.124974348451,0.12499008153,0.125210084034
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,173726077.48,29635841.9871,173726077.48,194681782.315,152770372.645,154865943.128,192586211.832,2.0,878283130284000.0,0.00391210917083,2.85069050095e-13,80,0.124974348451,0.250006199044,0.125210084034
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,117713201.74,55960595.9809,117713201.74,157283318.637,78143084.8427,82100096.5324,153326306.948,2.0,3131588302540000.0,0.00195606428571,2.85069050095e-13,105,0.124974348451,0.125003719426,0.125210084034
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180565336127000.0,5665671.29653,-180565336127000.0,-180565332121000.0,-180565340133000.0,-180565339733000.0,-180565332521000.0,2.0,32099831240300.0,0.00389964217608,2.85069050095e-13,6,0.125008550516,0.12499008153,0.249579831933
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180565375877000.0,3378400.90218,-180565375877000.0,-180565373489000.0,-180565378266000.0,-180565378027000.0,-180565373727000.0,2.0,11413592655900.0,0.00779970984924,2.85069050095e-13,31,0.125008550516,0.249993800956,0.249579831933
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180565419206000.0,8790328.3003,-180565419206000.0,-180565412990000.0,-180565425422000.0,-180565424800000.0,-180565413612000.0,2.0,77269871627100.0,0.00780009666478,2.85069050095e-13,56,0.125008550516,0.250006199044,0.249579831933
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180565461007000.0,5047026.24742,-180565461007000.0,-180565457438000.0,-180565464576000.0,-180565464219000.0,-180565457795000.0,2.0,25472473942100.0,0.00780009666478,2.85069050095e-13,81,0.125008550516,0.250006199044,0.249579831933
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180565505285000.0,1100741.76837,-180565505285000.0,-180565504507000.0,-180565506063000.0,-180565505985000.0,-180565504584000.0,2.0,1211632440640.0,0.00390006767317,2.85069050095e-13,106,0.125008550516,0.125003719426,0.249579831933
