smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,prefix,PointProbability
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-10488339.6062,39370485.4468,-10488339.6062,17350797.6319,-38327476.8442,-35543563.1204,14566883.9081,2.0,1550035124320000.0,0.0833064516129,0.00115703883563,0.166668806079,0.0833326083,4,1.83809210519e-14
720.0,-460.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-36335964.0957,20778511.6676,-36335964.0957,-21643337.5927,-51028590.5988,-49559327.9485,-23112600.243,2.0,431746547119000.0,0.166693548387,0.00463042016045,0.166668806079,0.166666104396,67,1.83809210519e-14
720.0,-150.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-60669034.6505,28364697.8337,-60669034.6505,-40612164.466,-80725904.835,-78720217.8165,-42617851.4845,2.0,804556083194000.0,0.166693548387,0.00115759887379,0.0833344030397,0.0833326083,42,0.0
720.0,-563.7,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-79500303.3733,4512153.66919,-79500303.3733,-76309728.9161,-82690877.8305,-82371820.3848,-76628786.3618,2.0,20359530734400.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,107,1.83809210519e-14
720.0,-357.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-81385899.7926,20281663.2008,-81385899.7926,-67044598.2096,-95727201.3757,-94293071.2173,-68478728.3679,2.0,411345862190000.0,0.166612903226,0.00231403311493,0.16666559696,0.0833326083,27,1.83809210519e-14
720.0,-563.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-90859246.1821,62194574.727,-90859246.1821,-46881040.6397,-134837451.725,-130439631.17,-51278861.1939,2.0,3868165125470000.0,0.166693548387,0.00231515316968,0.16666559696,0.0833326083,12,1.83809210519e-14
720.0,-563.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-114774253.273,48234053.1899,-114774253.273,-80667627.1781,-148880879.367,-145470216.758,-84078289.7875,2.0,2326523887120000.0,0.166693548387,0.00463042016045,0.166668806079,0.166666104396,60,1.83809210519e-14
720.0,-667.0,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-117730067.464,8885871.78617,-117730067.464,-111446807.267,-124013327.661,-123385001.641,-112075133.287,2.0,78958717400200.0,0.0833064516129,0.00231405653517,0.16666559696,0.166666903412,100,1.83809210519e-14
720.0,-253.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-140829557.721,293950.386199,-140829557.721,-140621703.41,-141037412.033,-141016626.602,-140642488.841,2.0,86406829546.6,0.166693548387,0.00463033100418,0.16666559696,0.166666104396,82,1.83809210519e-14
720.0,-357.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-148548221.652,29994579.6459,-148548221.652,-127338850.986,-169757592.319,-167636655.252,-129459788.053,2.0,899674808132000.0,0.166612903226,0.00462809088274,0.16666559696,0.166666104396,75,1.83809210519e-14
720.0,-253.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-201611295.148,36455005.2693,-201611295.148,-175833713.714,-227388876.582,-224811118.438,-178411471.857,2.0,1328967409180000.0,0.166693548387,0.00115759887379,0.0833344030397,0.0833326083,35,0.0
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-209795177.281,11336273.2035,-209795177.281,-201779221.625,-217811132.937,-217009537.371,-202580817.191,2.0,128511090145000.0,0.0833064516129,0.00231408999794,0.166668806079,0.166666104396,53,1.83809210519e-14
720.0,-460.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-209829553.342,30651961.8931,-209829553.342,-188155343.231,-231503763.454,-229336342.443,-190322764.242,2.0,939542767898000.0,0.166693548387,0.00231515316968,0.16666559696,0.0833326083,20,1.83809210519e-14
720.0,-667.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-226885685.369,17398007.2888,-226885685.369,-214583436.436,-239187934.302,-237957709.409,-215813661.33,2.0,302690657619000.0,0.0833064516129,0.00115701655746,0.16666559696,0.0833326083,5,1.83809210519e-14
720.0,-150.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-234485070.824,1303005.73368,-234485070.824,-233563706.633,-235406435.014,-235314298.595,-233655843.052,2.0,1697823942000.0,0.166693548387,0.00463033100418,0.16666559696,0.166666104396,90,1.83809210519e-14
720.0,-460.3,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239896319.936,2106386.92545,-239896319.936,-238406879.458,-241385760.415,-241236816.367,-238555823.505,2.0,4436865879690.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,115,1.83809210519e-14
720.0,-253.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-270266185.357,870446.946242,-270266185.357,-269650686.419,-270881684.296,-270820134.402,-269712236.313,2.0,757677886223.0,0.166693548387,0.00463033100418,0.16666559696,0.166666104396,83,1.83809210519e-14
720.0,-563.7,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-288829119.602,37322361.8394,-288829119.602,-262438224.456,-315220014.749,-312580925.234,-265077313.97,2.0,1392958693270000.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,108,1.83809210519e-14
720.0,-460.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-311218990.485,23644480.6325,-311218990.485,-294499817.892,-327938163.078,-326266245.818,-296171735.151,2.0,559061464380000.0,0.166693548387,0.00463033100418,0.16666559696,0.166666104396,68,1.83809210519e-14
720.0,-667.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-315354678.731,5519252.78263,-315354678.731,-311451977.661,-319257379.8,-318867109.693,-311842247.768,2.0,30462151278600.0,0.0833064516129,0.00115705054598,0.0833344030397,0.166666903412,148,1.83809210519e-14
720.0,-563.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-332853945.19,58047539.0525,-332853945.19,-291808136.695,-373899753.685,-369795172.836,-295912717.544,2.0,3369516790050000.0,0.166693548387,0.00231515316968,0.16666559696,0.0833326083,13,1.83809210519e-14
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-334827885.082,19450132.9902,-334827885.082,-321074564.15,-348581206.014,-347205873.921,-322449896.243,2.0,378307673336000.0,0.166612903226,0.00115703883563,0.0833344030397,0.0833326083,28,0.0
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-349254031.279,67414448.3794,-349254031.279,-301584817.68,-396923244.878,-392156323.518,-306351739.04,2.0,4544707850300000.0,0.0833064516129,0.00115704499897,0.0833344030397,0.166666104396,98,0.0
720.0,-667.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-354554668.642,26524483.4403,-354554668.642,-335799026.533,-373310310.75,-371434746.539,-337674590.744,2.0,703548221777000.0,0.0833064516129,0.00231405653517,0.16666559696,0.166666903412,101,1.83809210519e-14
720.0,-357.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-368532698.463,207069.474873,-368532698.463,-368386278.233,-368679118.693,-368664476.67,-368400920.256,2.0,42877767424.2,0.166612903226,0.00462820218391,0.166668806079,0.166666903412,123,1.83809210519e-14
720.0,-563.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-399949742.644,50424523.4213,-399949742.644,-364294220.194,-435605265.093,-432039712.848,-367859772.439,2.0,2542632562260000.0,0.166693548387,0.00463033100418,0.16666559696,0.166666104396,61,1.83809210519e-14
720.0,-150.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-411027009.144,24207257.4821,-411027009.144,-393909893.225,-428144125.064,-426432413.472,-395621604.817,2.0,585991314805000.0,0.166693548387,0.00231521008022,0.0833344030397,0.166666104396,91,0.0
720.0,-460.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-433199486.343,41785551.5824,-433199486.343,-403652639.463,-462746333.222,-459791648.535,-406607324.151,2.0,1746032321040000.0,0.166693548387,0.00115759887379,0.0833344030397,0.0833326083,21,0.0
720.0,-357.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-440046242.797,20525841.9064,-440046242.797,-425532280.796,-454560204.799,-453108808.599,-426983676.996,2.0,421310185968000.0,0.166612903226,0.00462809088274,0.16666559696,0.166666104396,76,1.83809210519e-14
720.0,-460.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-440660722.677,5511334.59693,-440660722.677,-436763620.61,-444557824.744,-444168114.537,-437153330.817,2.0,30374809039300.0,0.166693548387,0.00463044235921,0.166668806079,0.166666903412,116,1.83809210519e-14
720.0,-563.7,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-461380014.427,14112769.9083,-461380014.427,-451400779.124,-471359249.731,-470361326.2,-452398702.654,2.0,199170274484000.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,156,1.83809210519e-14
720.0,-667.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-463417755.15,64899000.3214,-463417755.15,-417527231.93,-509308278.369,-504719226.047,-422116284.252,2.0,4211880242710000.0,0.0833064516129,0.00115701655746,0.16666559696,0.0833326083,6,1.83809210519e-14
720.0,-667.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-501947111.441,18546819.7126,-501947111.441,-488832529.453,-515061693.43,-513750235.231,-490143987.652,2.0,343984521452000.0,0.0833064516129,0.00231404544137,0.16666559696,0.166666104396,54,1.83809210519e-14
720.0,-667.0,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-510288725.596,6394190.2239,-510288725.596,-505767350.329,-514810100.864,-514357963.337,-506219487.855,2.0,40885668619400.0,0.0833064516129,0.00231405653517,0.16666559696,0.166666903412,149,1.83809210519e-14
720.0,-253.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-515808991.347,33117219.8074,-515808991.347,-492391580.647,-539226402.047,-536884660.977,-494733321.717,2.0,1096750247770000.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,131,1.83809210519e-14
720.0,-563.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-531364713.293,2659740.75649,-531364713.293,-529483992.568,-533245434.018,-533057361.946,-529672064.64,2.0,7074220891710.0,0.166693548387,0.00463044235921,0.166668806079,0.166666903412,109,1.83809210519e-14
720.0,-460.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-542643441.738,21705270.5203,-542643441.738,-527295497.766,-557991385.711,-556456591.314,-528830292.163,2.0,471118768361000.0,0.166693548387,0.00463033100418,0.16666559696,0.166666104396,69,1.83809210519e-14
720.0,-253.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-552443731.141,6093522.68015,-552443731.141,-548134959.932,-556752502.349,-556321625.228,-548565837.053,2.0,37131018653500.0,0.166693548387,0.00231521008022,0.0833344030397,0.166666104396,84,0.0
720.0,-563.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-560187784.316,16024123.561,-560187784.316,-548857017.884,-571518550.749,-570385474.106,-549990094.527,2.0,256772535897000.0,0.166693548387,0.00115759887379,0.0833344030397,0.0833326083,14,0.0
720.0,-357.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-567808348.364,9254289.30893,-567808348.364,-561264577.639,-574352119.09,-573697742.017,-561918954.711,2.0,85641870613400.0,0.166612903226,0.00462811307034,0.16666559696,0.166666903412,124,1.83809210519e-14
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-602384165.894,7023254.71281,-602384165.894,-597417974.861,-607350356.928,-606853737.824,-597914593.964,2.0,49326106760900.0,0.0833064516129,0.00231410109195,0.166668806079,0.166666903412,102,1.83809210519e-14
720.0,-460.3,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-630866795.758,19052385.2462,-630866795.758,-617394724.953,-644338866.564,-642991659.483,-618741932.033,2.0,362993383570000.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,164,1.83809210519e-14
720.0,-150.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-631775244.468,14920165.7744,-631775244.468,-621225094.072,-642325394.863,-641270379.824,-622280109.112,2.0,222611346735000.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,139,1.83809210519e-14
720.0,-563.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-642822631.82,531753.117389,-642822631.82,-642446625.584,-643198638.055,-643161037.431,-642484226.208,2.0,282761377852.0,0.166693548387,0.00463033100418,0.16666559696,0.166666104396,62,1.83809210519e-14
720.0,-460.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-677662443.225,6387876.66199,-677662443.225,-673145532.319,-682179354.13,-681727663.039,-673597223.41,2.0,40804968248800.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,117,1.83809210519e-14
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-678592570.717,6120419.06602,-678592570.717,-674264780.891,-682920360.542,-682487581.559,-674697559.874,2.0,37459529543700.0,0.166612903226,0.00231408999794,0.0833344030397,0.166666104396,77,0.0
720.0,-563.7,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-690867321.694,22711110.4427,-690867321.694,-674808141.492,-706926501.896,-705320583.876,-676414059.512,2.0,515794537539000.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,157,1.83809210519e-14
720.0,-667.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-704205362.243,4880341.94418,-704205362.243,-700754439.36,-707656285.127,-707311192.838,-701099531.648,2.0,23817737492100.0,0.0833064516129,0.00115705116231,0.0833344030397,0.166666992192,197,1.83809210519e-14
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-713711132.348,38680984.4303,-713711132.348,-686359545.955,-741062718.742,-738327560.103,-689094704.594,2.0,1496218556500000.0,0.0833064516129,0.000578519417815,0.0833344030397,0.0833326083,7,0.0
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-722212613.798,64355570.6755,-722212613.798,-676706353.366,-767718874.23,-763168248.187,-681256979.41,2.0,4141639476970000.0,0.0833064516129,0.00115705054598,0.0833344030397,0.166666903412,147,0.0
720.0,-253.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-747490931.973,35351031.3304,-747490931.973,-722493977.997,-772487885.948,-769988190.551,-724993673.395,2.0,1249695416120000.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,132,1.83809210519e-14
720.0,-357.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-763449799.727,17841337.6441,-763449799.727,-750834068.893,-776065530.56,-774803957.477,-752095641.976,2.0,318313328931000.0,0.166612903226,0.00462820218391,0.166668806079,0.166666903412,172,1.83809210519e-14
720.0,-667.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,2815967.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-765956711.486,17848242.2263,-765956711.486,-753336098.376,-778577324.597,-777315263.286,-754598159.687,2.0,318559750569000.0,0.0833064516129,0.00231405653517,0.16666559696,0.166666903412,150,1.83809210519e-14
720.0,-563.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-771160950.136,370193.297675,-771160950.136,-770899183.945,-771422716.327,-771396539.708,-770925360.564,2.0,137043077644.0,0.166693548387,0.00463035320251,0.16666559696,0.166666903412,110,1.83809210519e-14
720.0,-667.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-780560966.745,26295576.3563,-780560966.745,-761967186.388,-799154747.102,-797295369.066,-763826564.424,2.0,691457335913000.0,0.0833064516129,0.00231404544137,0.16666559696,0.166666104396,55,1.83809210519e-14
720.0,-357.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,1877312.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-820367505.352,18638916.7834,-820367505.352,-807187800.9,-833547209.803,-832229239.358,-808505771.346,2.0,347409218860000.0,0.166612903226,0.00462811307034,0.16666559696,0.166666903412,125,1.83809210519e-14
