npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity
1280.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1831017814.54,337136.141607,1831017814.54,1831256205.79,1830779423.28,1830803262.41,1831232366.66,2.0,113660777977.0,0.25,0.25,1.17734560967e-13,0.00781266272682,72,0.125002603629
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1824522019.55,31199881.9469,1824522019.55,1846583667.65,1802460371.46,1804666536.27,1844377502.84,2.0,973432633498000.0,0.25,0.125,1.17734560967e-13,0.00781233727318,56,0.249994792742
1280.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1778219032.92,47509453.3371,1778219032.92,1811813289.55,1744624776.3,1747984201.96,1808453863.88,2.0,2257148156390000.0,0.25,0.25,1.17734560967e-13,0.00781207099292,78,0.124993135887
1280.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1758905578.39,32450527.3074,1758905578.39,1781851566.3,1735959590.47,1738254189.27,1779556967.51,2.0,1053036722530000.0,0.25,0.25,1.17734560967e-13,0.0156252662803,88,0.250004260484
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1741814759.78,45151194.9509,1741814759.78,1773741475.91,1709888043.65,1713080715.26,1770548804.29,2.0,2038630405500000.0,0.25,0.125,1.17734560967e-13,0.00781263314013,61,0.250004260484
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1741417408.9,14875872.9466,1741417408.9,1751936239.53,1730898578.26,1731950461.32,1750884356.47,2.0,221291595923000.0,0.25,0.125,1.17734560967e-13,0.00390603549646,51,0.124993135887
1280.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1700199597.71,37071227.4805,1700199597.71,1726412914.05,1673986281.38,1676607613.01,1723791582.42,2.0,1374275906910000.0,0.25,0.25,1.17734560967e-13,0.0156253254536,93,0.250005207258
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1693698461.09,19553355.8073,1693698461.09,1707524771.57,1679872150.6,1681254781.65,1706142140.52,2.0,382333723326000.0,0.25,0.125,1.17734560967e-13,0.00781266272682,66,0.250005207258
1280.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1666371927.83,13956421.1232,1666371927.83,1676240607.84,1656503247.81,1657490115.81,1675253739.84,2.0,194781690568000.0,0.25,0.25,1.17734560967e-13,0.00781266272682,98,0.125002603629
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1654951701.5,15586857.1946,1654951701.5,1665973273.92,1643930129.08,1645032286.32,1664871116.68,2.0,242950117204000.0,0.25,0.125,1.17734560967e-13,0.00390633136341,71,0.125002603629
1280.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1653610850.72,17259886.2213,1653610850.72,1665815433.31,1641406268.13,1642626726.39,1664594975.05,2.0,297903672373000.0,0.125,0.25,1.17734560967e-13,0.00390603549646,104,0.124993135887
1280.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1624841746.31,43206569.1812,1624841746.31,1655393404.37,1594290088.25,1597345254.06,1652338238.57,2.0,1866807620410000.0,0.125,0.25,1.17734560967e-13,0.00781263314013,114,0.250004260484
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1604345307.9,31644097.9423,1604345307.9,1626721064.14,1581969551.66,1584207127.29,1624483488.52,2.0,1001348934580000.0,0.25,0.25,1.17734560967e-13,0.0156246745464,82,0.249994792742
1280.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1603131749.42,11145716.6128,1603131749.42,1611012961.22,1595250537.62,1596038658.8,1610224840.04,2.0,124226998812000.0,0.125,0.25,1.17734560967e-13,0.00781233727318,109,0.249994792742
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1597636543.02,20297708.7322,1597636543.02,1611989190.51,1583283895.54,1584719160.29,1610553925.76,2.0,411996979778000.0,0.25,0.25,1.17734560967e-13,0.0156252662803,87,0.250004260484
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1567102153.88,53463782.596,1567102153.88,1604906757.1,1529297550.66,1533078010.98,1601126296.78,2.0,2858376049470000.0,0.25,0.25,1.17734560967e-13,0.00781207099292,77,0.124993135887
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1547788008.65,2172963.25427,1547788008.65,1549324525.7,1546251491.59,1546405143.3,1549170873.99,2.0,4721769304420.0,0.25,0.25,1.17734560967e-13,0.0156253254536,92,0.250005207258
1280.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1484366066.36,52171759.929,1484366066.36,1521257071.6,1447475061.13,1451164161.66,1517567971.07,2.0,2721892534090000.0,0.125,0.25,1.17734560967e-13,0.00781266272682,119,0.250005207258
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1450144664.53,14523866.8956,1450144664.53,1460414589.31,1439874739.76,1440901732.24,1459387596.83,2.0,210942709600000.0,0.25,0.125,1.17734560967e-13,0.00781233727318,81,0.249994792742
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1439955811.54,24130505.0073,1439955811.54,1457018655.26,1422892967.82,1424599252.19,1455312370.89,2.0,582281271905000.0,0.25,0.25,1.17734560967e-13,0.00781266272682,97,0.125002603629
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1436180051.92,49856024.7823,1436180051.92,1471433585.12,1400926518.71,1404451872.03,1467908231.8,2.0,2485623207100000.0,0.125,0.25,1.17734560967e-13,0.00390603549646,103,0.124993135887
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1430401472.0,24101532.6417,1430401472.0,1447443829.17,1413359114.83,1415063350.55,1445739593.45,2.0,580883875677000.0,0.25,0.125,1.17734560967e-13,0.00390603549646,76,0.124993135887
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1420830817.47,42879688.1529,1420830817.47,1451151335.73,1390510299.2,1393542351.02,1448119283.91,2.0,1838667656090000.0,0.125,0.25,1.17734560967e-13,0.00781233727318,108,0.249994792742
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1400358436.77,23227589.6177,1400358436.77,1416782822.9,1383934050.65,1385576489.26,1415140384.29,2.0,539520919449000.0,0.125,0.25,1.17734560967e-13,0.00781263314013,113,0.250004260484
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1380772237.03,13855691.6581,1380772237.03,1390569690.56,1370974783.5,1371954528.85,1389589945.2,2.0,191980191325000.0,0.25,0.125,1.17734560967e-13,0.00781263314013,86,0.250004260484
1280.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1372466506.46,20787507.4833,1372466506.46,1387165493.97,1357767518.96,1359237417.71,1385695595.22,2.0,432120467369000.0,0.125,0.25,1.17734560967e-13,0.00390633136341,124,0.125002603629
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1349932958.01,17609938.2478,1349932958.01,1362385064.76,1337480851.26,1338726061.93,1361139854.09,2.0,310109925092000.0,0.125,0.25,1.17734560967e-13,0.00781266272682,118,0.250005207258
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1299738697.39,43909829.9102,1299738697.39,1330787635.88,1268689758.9,1271794652.75,1327682742.03,2.0,1928073162740000.0,0.25,0.125,1.17734560967e-13,0.00390633136341,96,0.125002603629
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1297563279.83,7199980.66714,1297563279.83,1302654434.98,1292472124.67,1292981240.19,1302145319.47,2.0,51839721607100.0,0.25,0.125,1.17734560967e-13,0.00781266272682,91,0.250005207258
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1282755710.49,82927097.3349,1282755710.49,1341394023.36,1224117397.62,1229981228.91,1335530192.08,2.0,6876903472380000.0,0.125,0.25,1.17734560967e-13,0.00390633136341,123,0.125002603629
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1262522269.54,46684423.6318,1262522269.54,1295533142.07,1229511397.02,1232812484.27,1292232054.82,2.0,2179435409840000.0,0.125,0.25,1.17734560967e-13,0.00781233727318,107,0.249994792742
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1233258774.95,42077278.9653,1233258774.95,1263011904.24,1203505645.66,1206480958.59,1260036591.31,2.0,1770497405130000.0,0.125,0.25,1.17734560967e-13,0.00781263314013,112,0.250004260484
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1163152850.34,35520208.388,1163152850.34,1188269430.56,1138036270.12,1140547928.14,1185757772.54,2.0,1261685203920000.0,0.125,0.25,1.17734560967e-13,0.00390603549646,102,0.124993135887
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1153431526.18,51879535.8693,1153431526.18,1190115897.8,1116747154.56,1120415591.73,1186447460.64,2.0,2691486242010000.0,0.125,0.25,1.17734560967e-13,0.00781266272682,117,0.250005207258
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1062774846.64,42187714.1927,1062774846.64,1092606065.43,1032943627.85,1035926749.73,1089622943.55,2.0,1779803228800000.0,0.125,0.125,1.17734560967e-13,0.00390616863659,106,0.249994792742
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1054859461.31,28482070.6678,1054859461.31,1074999326.62,1034719595.99,1036733582.53,1072985340.09,2.0,811228349527000.0,0.125,0.25,1.17734560967e-13,0.00390633136341,122,0.125002603629
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1014823207.71,48989431.7933,1014823207.71,1049463967.14,980182448.286,983646524.228,1045999891.2,2.0,2399964427430000.0,0.125,0.125,1.17734560967e-13,0.00390631657006,111,0.250004260484
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,975979565.501,57355132.3552,975979565.501,1016535768.53,935423362.477,939478982.779,1012480148.22,2.0,3289611207480000.0,0.125,0.125,1.17734560967e-13,0.00195301774823,101,0.124993135887
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,863255686.132,25161956.1528,863255686.132,881047875.955,845463496.308,847242715.291,879268656.973,2.0,633124037437000.0,0.125,0.125,1.17734560967e-13,0.00390633136341,116,0.250005207258
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,811208196.075,40169160.5482,811208196.075,839612081.894,782804310.257,785644698.839,836771693.312,2.0,1613561459150000.0,0.125,0.125,1.17734560967e-13,0.00195316568171,121,0.125002603629
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171303802224.0,23047443.9368,-171303802224.0,-171287505220.0,-171320099228.0,-171318469528.0,-171289134921.0,2.0,531184672022000.0,0.125,0.125,1.17734560967e-13,0.00195301774823,1,0.124993135887
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171373488849.0,834274.573182,-171373488849.0,-171372898928.0,-171374078770.0,-171374019778.0,-171372957920.0,2.0,696014063459.0,0.125,0.125,1.17734560967e-13,0.00390616863659,6,0.249994792742
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171432778273.0,2651717.20026,-171432778273.0,-171430903226.0,-171434653320.0,-171434465815.0,-171431090731.0,2.0,7031604110180.0,0.125,0.125,1.17734560967e-13,0.00390631657006,11,0.250004260484
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171473122038.0,12468123.7865,-171473122038.0,-171464305743.0,-171481938333.0,-171481056704.0,-171465187373.0,2.0,155454110755000.0,0.25,0.25,1.17734560967e-13,0.00781207099292,27,0.124993135887
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171496639092.0,16089714.0077,-171496639092.0,-171485261946.0,-171508016237.0,-171506878523.0,-171486399660.0,2.0,258878896851000.0,0.125,0.125,1.17734560967e-13,0.00390633136341,16,0.250005207258
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171540351659.0,9374923.7474,-171540351659.0,-171533722587.0,-171546980731.0,-171546317824.0,-171534385494.0,2.0,87889195269500.0,0.25,0.25,1.17734560967e-13,0.0156246745464,32,0.249994792742
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171557636369.0,5459960.17268,-171557636369.0,-171553775594.0,-171561497144.0,-171561111066.0,-171554161672.0,2.0,29811165087300.0,0.125,0.125,1.17734560967e-13,0.00195316568171,21,0.125002603629
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171615543603.0,8046094.42272,-171615543603.0,-171609854155.0,-171621233050.0,-171620664106.0,-171610423099.0,2.0,64739635459400.0,0.25,0.25,1.17734560967e-13,0.0156252662803,37,0.250004260484
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171657268005.0,23167106.5498,-171657268005.0,-171640886386.0,-171673649623.0,-171672011461.0,-171642524548.0,2.0,536714825891000.0,0.25,0.25,1.17734560967e-13,0.00781207099292,53,0.124993135887
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171686817751.0,3348116.46512,-171686817751.0,-171684450275.0,-171689185227.0,-171688948479.0,-171684687023.0,2.0,11209883864000.0,0.25,0.25,1.17734560967e-13,0.0156253254536,42,0.250005207258
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171714201552.0,8649950.33219,-171714201552.0,-171708085114.0,-171720317991.0,-171719706347.0,-171708696758.0,2.0,74821640749400.0,0.25,0.25,1.17734560967e-13,0.0156246745464,58,0.249994792742
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171716789060.0,8387285.87868,-171716789060.0,-171710858353.0,-171722719766.0,-171722126696.0,-171711451424.0,2.0,70346564410700.0,0.25,0.25,1.17734560967e-13,0.00781266272682,47,0.125002603629
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171809743633.0,38313217.4908,-171809743633.0,-171782652097.0,-171836835169.0,-171834126015.0,-171785361250.0,2.0,1467902634500000.0,0.25,0.25,1.17734560967e-13,0.0156252662803,63,0.250004260484
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171809886634.0,70347237.868,-171809886634.0,-171760143625.0,-171859629643.0,-171854655342.0,-171765117926.0,2.0,4948733875660000.0,0.25,0.25,1.17734560967e-13,0.0156253254536,68,0.250005207258
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171821438881.0,19849097.8317,-171821438881.0,-171807403450.0,-171835474313.0,-171834070770.0,-171808806993.0,2.0,393986684734000.0,0.25,0.25,1.17734560967e-13,0.00781207099292,79,0.124993135887
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171870382468.0,3614856.95201,-171870382468.0,-171867826378.0,-171872938558.0,-171872682949.0,-171868081987.0,2.0,13067190783500.0,0.25,0.25,1.17734560967e-13,0.0156246745464,84,0.249994792742
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171896012908.0,1203196.26621,-171896012908.0,-171895162120.0,-171896863697.0,-171896778618.0,-171895247199.0,2.0,1447681255030.0,0.125,0.125,1.17734560967e-13,0.00195301774823,105,0.124993135887
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171913502147.0,21875619.9944,-171913502147.0,-171898033748.0,-171928970547.0,-171927423707.0,-171899580588.0,2.0,478542750138000.0,0.25,0.25,1.17734560967e-13,0.00781266272682,73,0.125002603629
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171941472910.0,70615187.6763,-171941472910.0,-171891540432.0,-171991405388.0,-171986412140.0,-171896533680.0,2.0,4986504730550000.0,0.25,0.25,1.17734560967e-13,0.0156252662803,89,0.250004260484
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171944820381.0,50126516.281,-171944820381.0,-171909375581.0,-171980265180.0,-171976720700.0,-171912920061.0,2.0,2512667634470000.0,0.125,0.125,1.17734560967e-13,0.00390616863659,110,0.249994792742
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171986181071.0,37818056.3801,-171986181071.0,-171959439667.0,-172012922476.0,-172010248335.0,-171962113808.0,2.0,1430205388370000.0,0.25,0.25,1.17734560967e-13,0.0156253254536,94,0.250005207258
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-172025107471.0,37852658.5571,-172025107471.0,-171998341599.0,-172051873343.0,-172049196755.0,-172001018187.0,2.0,1432823759840000.0,0.25,0.25,1.17734560967e-13,0.00781266272682,99,0.125002603629
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-172042294682.0,6470546.11831,-172042294682.0,-172037719315.0,-172046870049.0,-172046412513.0,-172038176852.0,2.0,41867967069200.0,0.125,0.125,1.17734560967e-13,0.00390631657006,115,0.250004260484
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-172146532127.0,3765497.5673,-172146532127.0,-172143869518.0,-172149194736.0,-172148928475.0,-172144135779.0,2.0,14178971929300.0,0.125,0.125,1.17734560967e-13,0.00390633136341,120,0.250005207258
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-172194187319.0,5926932.46392,-172194187319.0,-172189996345.0,-172198378293.0,-172197959195.0,-172190415442.0,2.0,35128528431800.0,0.125,0.125,1.17734560967e-13,0.00195316568171,125,0.125002603629
