smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,51397.9829578,18065958.3954,51397.9829578,12825959.673,-12723163.7071,-11445707.5381,11548503.504,2.0,326378852746000.0,20,0.125018050542,0.249546279492,2.6175466018599997e-14,0.00389970030317,0.124999250922
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-32066580.7057,58117242.8427,-32066580.7057,9028515.81224,-73161677.2236,-69052167.5718,4919006.16045,2.0,3377613915640000.0,9,0.25,0.250453720508,2.6175466018599997e-14,0.00782663186354,0.124999250922
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-45502697.6187,5567811.80215,-45502697.6187,-41565660.137,-49439735.1003,-49046031.3522,-41959363.8852,2.0,31000528264200.0,51,0.125018050542,0.125226860254,2.6175466018599997e-14,0.00391391230429,0.250000499385
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-67274286.2834,70374329.0464,-67274286.2834,-17512120.9933,-117036451.574,-112060235.045,-22488337.5223,2.0,4952546188730000.0,33,0.249963898917,0.250453720508,2.6175466018599997e-14,0.0156510658554,0.249999500615
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-174442980.633,32332924.7058,-174442980.633,-151580150.318,-197305810.948,-195019527.916,-153866433.349,2.0,1045418020030000.0,28,0.249963898917,0.125226860254,2.6175466018599997e-14,0.0078255329277,0.249999500615
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-182504526.555,57219999.8232,-182504526.555,-142043876.661,-222965176.45,-218919111.46,-146089941.65,2.0,3274128379760000.0,4,0.25,0.125226860254,2.6175466018599997e-14,0.00391331593177,0.124999250922
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-211893758.006,24238174.7832,-211893758.006,-194754780.254,-229032735.759,-227318837.984,-196468678.029,2.0,587489116821000.0,44,0.25,0.249546279492,2.6175466018599997e-14,0.0155966113133,0.249999500615
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-220349789.174,27473914.4856,-220349789.174,-200922797.935,-239776780.412,-237834081.288,-202865497.059,2.0,754815977159000.0,15,0.125018050542,0.249546279492,2.6175466018599997e-14,0.00389970030317,0.124999250922
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-260541709.156,12390420.4852,-260541709.156,-251780358.809,-269303059.503,-268426924.468,-252656493.844,2.0,153522519799000.0,57,0.25,0.250453720508,2.6175466018599997e-14,0.0156533888,0.250000499385
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-298027878.842,19134282.0593,-298027878.842,-284497898.245,-311557859.439,-310204861.379,-285850896.304,2.0,366120749924000.0,39,0.25,0.249546279492,2.6175466018599997e-14,0.0155966113133,0.249999500615
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-353340973.419,9506758.35416,-353340973.419,-346618680.119,-360063266.718,-359391037.388,-347290909.449,2.0,90378454404500.0,52,0.25,0.125226860254,2.6175466018599997e-14,0.0078266944,0.250000499385
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-358960352.11,19953691.3124,-358960352.11,-344850961.674,-373069742.547,-371658803.503,-346261900.717,2.0,398149796993000.0,50,0.125018050542,0.125226860254,2.6175466018599997e-14,0.00391389666791,0.249999500615
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-374802748.076,51082130.7628,-374802748.076,-338682227.016,-410923269.136,-407311217.03,-342294279.122,2.0,2609384083270000.0,10,0.125018050542,0.250453720508,2.6175466018599997e-14,0.00391388103154,0.124999250922
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-428740316.184,33841381.6955,-428740316.184,-404810845.702,-452669786.666,-450276839.618,-407203792.751,2.0,1145239115060000.0,34,0.25,0.250453720508,2.6175466018599997e-14,0.0156533262635,0.249999500615
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-486416345.301,7051820.98235,-486416345.301,-481429954.865,-491402735.738,-490904096.694,-481928593.909,2.0,49728179167200.0,5,0.125018050542,0.125226860254,2.6175466018599997e-14,0.00195694051577,0.124999250922
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-493249686.261,12995267.8496,-493249686.261,-484060644.241,-502438728.281,-501519824.079,-484979548.443,2.0,168876986483000.0,45,0.125018050542,0.249546279492,2.6175466018599997e-14,0.00779943176577,0.249999500615
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-508595124.891,19203072.6109,-508595124.891,-495016502.028,-522173747.753,-520815885.467,-496374364.314,2.0,368757997699000.0,63,0.249963898917,0.249546279492,2.6175466018599997e-14,0.0155944213959,0.250000499385
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-553638676.008,16168670.8713,-553638676.008,-542205699.192,-565071652.823,-563928355.142,-543348996.873,2.0,261425917744000.0,58,0.249963898917,0.250453720508,2.6175466018599997e-14,0.0156511283828,0.250000499385
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-559915378.736,437126.060271,-559915378.736,-559606283.934,-560224473.537,-560193564.057,-559637193.414,2.0,191079192568.0,76,0.125018050542,0.125226860254,2.6175466018599997e-14,0.00391391230429,0.250000499385
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-593834297.746,36860442.667,-593834297.746,-567770028.779,-619898566.713,-617292139.817,-570376455.675,2.0,1358692233610000.0,29,0.25,0.125226860254,2.6175466018599997e-14,0.00782666313177,0.249999500615
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-650685755.511,33471759.8728,-650685755.511,-627017647.126,-674353863.895,-671987053.056,-629384457.965,2.0,1120358708980000.0,40,0.125018050542,0.249546279492,2.6175466018599997e-14,0.00779943176577,0.249999500615
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-712952778.446,954247.381574,-712952778.446,-712278023.652,-713627533.241,-713560057.761,-712345499.131,2.0,910588065240.0,69,0.25,0.249546279492,2.6175466018599997e-14,0.0155966736232,0.250000499385
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-730012639.3,22815636.8717,-730012639.3,-713879547.751,-746145730.849,-744532421.694,-715492856.906,2.0,520553285860000.0,53,0.249963898917,0.125226860254,2.6175466018599997e-14,0.00782556419142,0.250000499385
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-804011058.378,8670282.7977,-804011058.378,-797880242.617,-810141874.139,-809528792.563,-798493324.193,2.0,75173803792100.0,82,0.25,0.250453720508,2.6175466018599997e-14,0.0156533888,0.250000499385
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-812431515.993,25555405.1085,-812431515.993,-794361115.745,-830501916.241,-828694876.216,-796168155.769,2.0,653078730262000.0,35,0.125018050542,0.250453720508,2.6175466018599997e-14,0.00782779333583,0.249999500615
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-832148725.393,51476852.917,-832148725.393,-795749093.621,-868548357.165,-864908393.988,-799389056.799,2.0,2649866386240000.0,64,0.25,0.249546279492,2.6175466018599997e-14,0.0155966736232,0.250000499385
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-888384127.793,30109342.6896,-888384127.793,-867093607.4,-909674648.186,-907545596.147,-869222659.44,2.0,906572517201000.0,75,0.125018050542,0.125226860254,2.6175466018599997e-14,0.00391391230429,0.250000499385
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-889378257.303,1901291.45785,-889378257.303,-888033841.221,-890722673.386,-890588231.778,-888168282.829,2.0,3614909207690.0,77,0.25,0.125226860254,2.6175466018599997e-14,0.0078266944,0.250000499385
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-913949597.219,23310383.3892,-913949597.219,-897466667.053,-930432527.386,-928784234.369,-899114960.069,2.0,543373973749000.0,59,0.25,0.250453720508,2.6175466018599997e-14,0.0156533888,0.250000499385
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1001547188.69,48090017.3687,-1001547188.69,-967542411.301,-1035551966.08,-1032151488.34,-970942889.04,2.0,2312649770520000.0,30,0.125018050542,0.125226860254,2.6175466018599997e-14,0.00391389666791,0.249999500615
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1012658462.95,13048372.5883,-1012658462.95,-1003431870.21,-1021885055.69,-1020962396.42,-1004354529.49,2.0,170260027204000.0,88,0.249963898917,0.249546279492,2.6175466018599997e-14,0.0155944213959,0.250000499385
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1079868591.61,44434290.91,-1079868591.61,-1048448803.19,-1111288380.03,-1108146401.19,-1051590782.03,2.0,1974406208680000.0,70,0.125018050542,0.249546279492,2.6175466018599997e-14,0.00779946292521,0.250000499385
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1086456411.89,15204771.8247,-1086456411.89,-1075705014.62,-1097207809.15,-1096132669.42,-1076780154.35,2.0,231185086240000.0,101,0.125018050542,0.125226860254,2.6175466018599997e-14,0.00195695615214,0.125000249693
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1114079409.3,8701978.74188,-1114079409.3,-1107926181.13,-1120232637.48,-1119617314.66,-1108541503.94,2.0,75724434024100.0,54,0.25,0.125226860254,2.6175466018599997e-14,0.0078266944,0.250000499385
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1115990775.88,2607652.03608,-1115990775.88,-1114146887.44,-1117834664.32,-1117650275.47,-1114331276.28,2.0,6799849141270.0,83,0.249963898917,0.250453720508,2.6175466018599997e-14,0.0156511283828,0.250000499385
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1234062592.27,23054557.7786,-1234062592.27,-1217760558.12,-1250364626.41,-1248734422.99,-1219390761.54,2.0,531512634366000.0,78,0.249963898917,0.125226860254,2.6175466018599997e-14,0.00782556419142,0.250000499385
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1241438780.1,21256995.8228,-1241438780.1,-1226407814.21,-1256469745.99,-1254966649.4,-1227910910.8,2.0,451859871409000.0,94,0.25,0.249546279492,2.6175466018599997e-14,0.0155966736232,0.250000499385
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1244727474.69,10736360.7136,-1244727474.69,-1237135721.23,-1252319228.16,-1251560052.81,-1237894896.57,2.0,115269441372000.0,65,0.125018050542,0.249546279492,2.6175466018599997e-14,0.00779946292521,0.250000499385
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1330310323.6,23278955.0824,-1330310323.6,-1313849616.6,-1346771030.6,-1345124959.9,-1315495687.3,2.0,541909749729000.0,107,0.25,0.250453720508,2.6175466018599997e-14,0.0078266944,0.125000249693
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1358311387.09,5181764.99458,-1358311387.09,-1354647325.93,-1361975448.26,-1361609042.14,-1355013732.04,2.0,26850688459100.0,60,0.125018050542,0.250453720508,2.6175466018599997e-14,0.00782782460857,0.250000499385
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1365704417.78,33604232.451,-1365704417.78,-1341942637.14,-1389466198.42,-1387090020.36,-1344318815.2,2.0,1129244438620000.0,89,0.25,0.249546279492,2.6175466018599997e-14,0.0155966736232,0.250000499385
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1422066355.45,61766874.858,-1422066355.45,-1378390579.38,-1465742131.51,-1461374553.91,-1382758156.99,2.0,3815146829730000.0,100,0.125018050542,0.125226860254,2.6175466018599997e-14,0.00391391230429,0.250000499385
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1434801251.3,861260.571312,-1434801251.3,-1434192248.11,-1435410254.49,-1435349354.17,-1434253148.43,2.0,741769771697.0,102,0.25,0.125226860254,2.6175466018599997e-14,0.0039133472,0.125000249693
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1537556958.2,5532614.40082,-1537556958.2,-1533644809.04,-1541469107.36,-1541077892.44,-1534036023.95,2.0,30609822108200.0,84,0.25,0.250453720508,2.6175466018599997e-14,0.0156533888,0.250000499385
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1543514273.42,43876701.3592,-1543514273.42,-1512488760.35,-1574539786.49,-1571437235.18,-1515591311.66,2.0,1925164922160000.0,113,0.249963898917,0.249546279492,2.6175466018599997e-14,0.00779721069797,0.125000249693
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1545101345.96,8899746.44435,-1545101345.96,-1538808274.9,-1551394417.02,-1550765109.91,-1539437582.0,2.0,79205486773700.0,55,0.125018050542,0.125226860254,2.6175466018599997e-14,0.00391391230429,0.250000499385
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1634630819.96,28720551.7374,-1634630819.96,-1614322323.07,-1654939316.86,-1652908467.17,-1616353172.76,2.0,824870092102000.0,95,0.125018050542,0.249546279492,2.6175466018599997e-14,0.00779946292521,0.250000499385
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1665433126.61,19779669.9822,-1665433126.61,-1651446787.83,-1679419465.38,-1678020831.5,-1652845421.71,2.0,391235344604000.0,108,0.249963898917,0.250453720508,2.6175466018599997e-14,0.00782556419142,0.125000249693
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1668225789.34,14029984.2131,-1668225789.34,-1658305092.36,-1678146486.31,-1677154416.62,-1659297162.06,2.0,196840457021000.0,79,0.25,0.125226860254,2.6175466018599997e-14,0.0078266944,0.250000499385
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1785768636.79,32286092.83,-1785768636.79,-1762938921.61,-1808598351.97,-1806315380.45,-1765221893.13,2.0,1042391790230000.0,119,0.25,0.249546279492,2.6175466018599997e-14,0.00779833681159,0.125000249693
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1806944834.99,10938747.1156,-1806944834.99,-1799209972.72,-1814679697.25,-1813906211.02,-1799983458.95,2.0,119656188459000.0,90,0.125018050542,0.249546279492,2.6175466018599997e-14,0.00779946292521,0.250000499385
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1811635842.7,4264800.40676,-1811635842.7,-1808620173.41,-1814651511.99,-1814349945.06,-1808921740.34,2.0,18188522509500.0,103,0.249963898917,0.125226860254,2.6175466018599997e-14,0.00391278209571,0.125000249693
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1873821352.07,17376685.0649,-1873821352.07,-1861534180.23,-1886108523.92,-1884879806.73,-1862762897.41,2.0,301949183844000.0,114,0.25,0.249546279492,2.6175466018599997e-14,0.00779833681159,0.125000249693
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1969474702.34,18120806.3003,-1969474702.34,-1956661357.32,-1982288047.36,-1981006712.85,-1957942691.83,2.0,328363620974000.0,85,0.125018050542,0.250453720508,2.6175466018599997e-14,0.00782782460857,0.250000499385
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1983249760.98,4625071.39498,-1983249760.98,-1979979341.63,-1986520180.32,-1986193138.39,-1980306383.57,2.0,21391285408600.0,125,0.125018050542,0.125226860254,2.6175466018599997e-14,0.00195695615214,0.125000249693
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2063932842.18,4717390.62921,-2063932842.18,-2060597143.28,-2067268541.08,-2066934971.19,-2060930713.17,2.0,22253774348500.0,109,0.25,0.250453720508,2.6175466018599997e-14,0.0078266944,0.125000249693
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2096134484.18,18855007.9915,-2096134484.18,-2082801980.17,-2109466988.19,-2108133737.79,-2084135230.57,2.0,355511326360000.0,80,0.125018050542,0.125226860254,2.6175466018599997e-14,0.00391391230429,0.250000499385
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2201391206.21,16924885.266,-2201391206.21,-2189423505.06,-2213358907.35,-2212162137.23,-2190620275.18,2.0,286451741267000.0,120,0.125018050542,0.249546279492,2.6175466018599997e-14,0.0038997314626,0.125000249693
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2207364265.21,84759636.1512,-2207364265.21,-2147430151.72,-2267298378.71,-2261304967.36,-2153423563.07,2.0,7184195920480000.0,104,0.25,0.125226860254,2.6175466018599997e-14,0.0039133472,0.125000249693
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2363940821.48,13540337.0759,-2363940821.48,-2354366357.31,-2373515285.64,-2372557839.23,-2355323803.73,2.0,183340728129000.0,115,0.125018050542,0.249546279492,2.6175466018599997e-14,0.0038997314626,0.125000249693
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2482854564.44,33043509.9235,-2482854564.44,-2459489274.49,-2506219854.38,-2503883325.38,-2461825803.49,2.0,1091873548060000.0,110,0.125018050542,0.250453720508,2.6175466018599997e-14,0.00391391230429,0.125000249693
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2660875810.85,34723098.0012,-2660875810.85,-2636322872.79,-2685428748.91,-2682973455.1,-2638778166.59,2.0,1205693534800000.0,105,0.125018050542,0.125226860254,2.6175466018599997e-14,0.00195695615214,0.125000249693
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-18753017356.8,87094.6562779,-18753017356.8,-18752955771.6,-18753078942.0,-18753072783.5,-18752961930.1,2.0,7585479152.17,1,0.125018050542,0.125226860254,2.6175466018599997e-14,0.00195694051577,0.124999250922
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-359720173618.0,3494610.8915,-359720173618.0,-359717702555.0,-359722644681.0,-359722397575.0,-359717949662.0,2.0,12212305283000.0,7,0.25,0.250453720508,2.6175466018599997e-14,0.00782663186354,0.124999250922
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-769666579211.0,10404905.9694,-769666579211.0,-769659221831.0,-769673936590.0,-769673200852.0,-769659957569.0,2.0,108262068233000.0,13,0.249963898917,0.249546279492,2.6175466018599997e-14,0.00779714839709,0.124999250922
