smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-ft_capacity,prefix
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,810121200.313,1682958.31802,810672136.521,811445820.979,807694707.233,808088554.863,811382535.073,4.0,2832348700180.0,0.00779900812097,0.249546279492,0.125001984106,1.7334191682000001e-13,0.250018051845,47
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,795124850.291,343489.740852,795212890.881,795435985.091,794637634.313,794716992.666,795409451.091,4.0,117985202071.0,0.00782734744372,0.125226860254,0.250003306843,1.7334191682000001e-13,0.250018051845,41
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,742308272.903,3206265.18588,742213505.295,746184785.844,738621295.176,739002759.243,745746461.213,4.0,10280136442200.0,0.0155975623434,0.249546279492,0.249996693157,1.7334191682000001e-13,0.250018051845,58
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,714689005.102,1028199.97885,714574299.216,715837101.241,713770320.733,713785748.089,715752850.354,4.0,1057195196510.0,0.00391368407525,0.125226860254,0.125001984106,1.7334191682000001e-13,0.250018051845,46
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,663911627.31,2754391.39304,662893226.177,667868970.286,661991086.599,662003778.795,667245237.41,4.0,7586671946070.0,0.0155979749784,0.249546279492,0.250003306843,1.7334191682000001e-13,0.250018051845,63
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,659716994.597,1531557.55662,659398314.869,661734811.63,658336537.022,658397634.262,661482506.553,4.0,2345668549230.0,0.00779855422245,0.249546279492,0.124994709051,1.7334191682000001e-13,0.250018051845,52
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,645001186.343,1710682.90192,645595711.515,646262803.577,642550518.765,642934201.492,646235835.953,4.0,2926435990900.0,0.0155975623434,0.249546279492,0.249996693157,1.7334191682000001e-13,0.250018051845,57
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,585932127.967,2753068.65573,585626503.015,589553117.181,582922388.658,583262514.512,589029616.356,4.0,7579387023180.0,0.0155979749784,0.249546279492,0.250003306843,1.7334191682000001e-13,0.250018051845,68
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,567587179.921,1596727.81083,568016371.948,568914028.062,565401947.729,565702596.499,568870894.508,4.0,2549539701860.0,0.0155979749784,0.249546279492,0.250003306843,1.7334191682000001e-13,0.250018051845,62
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,525382110.519,4700471.65759,524647610.453,531658947.511,520574273.659,521011301.891,530781219.24,4.0,22094433803800.0,0.00782578236135,0.250453720508,0.124994709051,1.7334191682000001e-13,0.249981948155,79
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,521134650.579,1272344.65993,521135855.477,522645418.832,519621472.528,519792060.74,522475553.56,4.0,1618860933650.0,0.00782714037597,0.125226860254,0.249996693157,1.7334191682000001e-13,0.250018051845,56
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,503458498.727,2829730.01355,504604934.722,505344448.393,499279677.071,500013589.35,505298397.711,4.0,8007371949610.0,0.00779900812097,0.249546279492,0.125001984106,1.7334191682000001e-13,0.250018051845,73
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,498553497.372,3746977.24525,499564642.736,501896193.971,493188510.046,494108498.785,501582892.45,4.0,14039838476400.0,0.00391345630072,0.125226860254,0.124994709051,1.7334191682000001e-13,0.250018051845,51
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,481551658.222,4809839.9658,480130691.418,488410015.764,477535234.289,477767351.041,487325318.93,4.0,23134560496600.0,0.0155979749784,0.249546279492,0.250003306843,1.7334191682000001e-13,0.250018051845,67
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,443592780.624,3635285.58268,444723639.591,446591840.489,438332002.822,439222167.275,446380191.418,4.0,13215301267600.0,0.015652020206,0.250453720508,0.249996693157,1.7334191682000001e-13,0.249981948155,84
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,439226300.833,2502215.11061,439064162.514,442363603.917,436413274.388,436706182.505,441973412.808,4.0,6261080459740.0,0.00782734744372,0.125226860254,0.250003306843,1.7334191682000001e-13,0.250018051845,61
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,402258355.509,2995593.72132,401080296.331,406620999.445,400251829.928,400265552.262,405900441.604,4.0,8973581743210.0,0.00779900812097,0.249546279492,0.125001984106,1.7334191682000001e-13,0.250018051845,72
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,362546374.996,4896779.5678,362624283.37,367348962.398,357587970.847,357820859.904,367162818.366,4.0,23978450135600.0,0.0156524342817,0.250453720508,0.250003306843,1.7334191682000001e-13,0.249981948155,89
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,359731623.743,3413127.93863,360991318.207,362248292.791,354695565.768,355610085.858,362089589.379,4.0,11649442325400.0,0.00782734744372,0.125226860254,0.250003306843,1.7334191682000001e-13,0.250018051845,66
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,355022180.692,3319666.17657,356219406.842,357409064.379,350240844.703,351001986.3,357366258.472,4.0,11020183523800.0,0.00779742807743,0.249546279492,0.124994709051,1.7334191682000001e-13,0.249981948155,78
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,332872334.829,4187282.44366,333816692.65,336644943.815,327211010.201,327976033.987,336446534.722,4.0,17533334263000.0,0.0155953099878,0.249546279492,0.249996693157,1.7334191682000001e-13,0.249981948155,83
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,282909068.034,5044512.17703,283335065.42,288126853.505,276839287.79,277447598.43,287774141.297,4.0,25447103104200.0,0.0156524342817,0.250453720508,0.250003306843,1.7334191682000001e-13,0.249981948155,94
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,279367054.155,995850.092156,279214204.144,280611105.189,278428703.141,278471508.767,280476589.557,4.0,991717406048.0,0.00391368407525,0.125226860254,0.125001984106,1.7334191682000001e-13,0.250018051845,71
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,256022029.559,3309308.13219,255024555.249,260811244.081,253227763.656,253460516.591,259980006.56,4.0,10951520313800.0,0.0155957225633,0.249546279492,0.250003306843,1.7334191682000001e-13,0.249981948155,88
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,234784307.926,4896860.11314,235561287.359,239727711.256,228286945.729,229163923.162,239316921.484,4.0,23979238967600.0,0.00195644559034,0.125226860254,0.124994709051,1.7334191682000001e-13,0.124990974078,105
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,203582446.584,4951899.38379,204515061.798,208359006.668,196940656.071,197842138.28,208017093.588,4.0,24521307507200.0,0.00782623784463,0.250453720508,0.125001984106,1.7334191682000001e-13,0.249981948155,99
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,202645754.922,3308032.45366,203311041.93,205757241.142,198203694.685,198801062.543,205559045.489,4.0,10943078714400.0,0.0155953099878,0.249546279492,0.249996693157,1.7334191682000001e-13,0.249981948155,82
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,194249848.984,2105247.14474,193862494.854,197069170.931,192205235.299,192355058.099,196686935.653,4.0,4432065540420.0,0.00779742807743,0.249546279492,0.124994709051,1.7334191682000001e-13,0.249981948155,77
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,173783128.548,2377144.48422,174085047.702,176347793.789,170614624.999,171093671.341,176049898.94,4.0,5650815898880.0,0.0155957225633,0.249546279492,0.250003306843,1.7334191682000001e-13,0.249981948155,93
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,159779044.169,7097283.57859,160508598.517,167244793.495,150854186.147,151896248.11,166640464.141,4.0,50371434195000.0,0.00391300505149,0.125226860254,0.249996693157,1.7334191682000001e-13,0.124990974078,110
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,115913138.533,2483502.53527,115791590.314,119024022.189,113045351.314,113377068.296,118619376.276,4.0,6167784842670.0,0.0155957225633,0.249546279492,0.250003306843,1.7334191682000001e-13,0.249981948155,87
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,89795000.6882,2743751.64829,90601667.3598,91884207.6471,86092460.3863,86578823.1433,91881844.893,4.0,7528173107510.0,0.00779788191041,0.249546279492,0.125001984106,1.7334191682000001e-13,0.249981948155,98
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,69762816.2206,4123198.59432,68190865.1063,75759410.6376,66910124.0321,66953620.0103,74772743.9908,4.0,17000766648200.0,0.00391310857042,0.125226860254,0.250003306843,1.7334191682000001e-13,0.124990974078,115
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,59552099.694,4341616.11032,59604296.874,64794052.3665,54205752.6615,54941900.6513,64089222.6847,4.0,18849630449400.0,0.00391289118068,0.250453720508,0.124994709051,1.7334191682000001e-13,0.124990974078,104
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,57249606.6737,3760257.42561,57979527.0242,60694820.7796,52344551.8667,52942776.389,60534548.4676,4.0,14139535906900.0,0.00782601010299,0.125226860254,0.249996693157,1.7334191682000001e-13,0.249981948155,81
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,35127094.3095,3246837.5428,34480655.9092,39523744.9429,32023320.4767,32248588.4299,38910613.9495,4.0,10541954029300.0,0.00391289118068,0.125226860254,0.124994709051,1.7334191682000001e-13,0.249981948155,76
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,34808111.2916,3558368.20698,35174115.7341,38305927.8592,30578285.8392,30975412.542,38128403.8218,4.0,12661984296500.0,0.0155957225633,0.249546279492,0.250003306843,1.7334191682000001e-13,0.249981948155,92
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,25045256.7357,4385044.11277,24889169.9886,30067362.2987,20335324.6667,20679121.0762,29629913.841,4.0,19228611871000.0,0.00782601010299,0.250453720508,0.249996693157,1.7334191682000001e-13,0.124990974078,109
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-2620344.74901,6052029.67275,-2573801.85465,3980339.99259,-9314115.27931,-8794890.49752,3489040.94742,4.0,36627063159800.0,0.00391310857042,0.125226860254,0.250003306843,1.7334191682000001e-13,0.124990974078,120
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-27730965.0919,4368813.98312,-28538842.3285,-21808931.5405,-32037244.1703,-31674725.1975,-22656176.8553,4.0,19086535619100.0,0.00782621714084,0.125226860254,0.250003306843,1.7334191682000001e-13,0.249981948155,86
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-46612948.2829,5755839.9062,-47283605.7972,-39715952.4586,-52168629.0786,-51910873.455,-40376102.5908,4.0,33129693025900.0,0.00779788191041,0.249546279492,0.125001984106,1.7334191682000001e-13,0.249981948155,97
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-52129482.5007,7260525.04466,-52260804.9788,-44723286.6585,-59273033.3865,-58987735.263,-45087378.2689,4.0,52715223924200.0,0.00782621714084,0.250453720508,0.250003306843,1.7334191682000001e-13,0.124990974078,114
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-82651437.3627,7533191.73325,-83219782.7809,-73192770.2544,-90973413.6345,-90160213.6998,-74346977.4401,4.0,56748977689800.0,0.00195655946116,0.125226860254,0.125001984106,1.7334191682000001e-13,0.124990974078,125
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-106538891.126,6897688.67127,-108747139.917,-96996095.9321,-111665188.736,-111646914.973,-98339318.9707,4.0,47578109005800.0,0.00389871403872,0.249546279492,0.124994709051,1.7334191682000001e-13,0.124990974078,103
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-115136029.891,2213736.25662,-115111630.999,-112563901.048,-117756956.519,-117477099.545,-112829118.687,4.0,4900628213880.0,0.00782621714084,0.125226860254,0.250003306843,1.7334191682000001e-13,0.249981948155,91
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-123885374.903,4816621.25538,-125010406.202,-117580870.725,-127939816.486,-127850308.047,-118345397.942,4.0,23199840317800.0,0.00779765499392,0.249546279492,0.249996693157,1.7334191682000001e-13,0.124990974078,108
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-131510370.577,5634808.79634,-133910891.961,-123111859.878,-135107838.509,-134981482.813,-124678528.404,4.0,31751070171300.0,0.00782621714084,0.250453720508,0.250003306843,1.7334191682000001e-13,0.124990974078,119
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-191518089.912,6610796.60823,-191830681.923,-183631082.41,-198779913.391,-198161441.254,-184437109.754,4.0,43702631795400.0,0.00391311892231,0.125226860254,0.125001984106,1.7334191682000001e-13,0.249981948155,96
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-210592001.859,755461.420629,-210504591.671,-209762610.967,-211596213.126,-211434969.268,-209871408.712,4.0,570721958059.0,0.00779786128164,0.249546279492,0.250003306843,1.7334191682000001e-13,0.124990974078,113
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-215806338.637,6317270.48359,-215717079.524,-209975028.059,-221816167.441,-221648189.481,-210089450.551,4.0,39907906362800.0,0.00391311892231,0.250453720508,0.125001984106,1.7334191682000001e-13,0.124990974078,124
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-266626856.158,2930861.1448,-267005931.87,-262720232.071,-269775328.823,-269418769.432,-263304236.889,4.0,8589947050120.0,0.00389871403872,0.249546279492,0.124994709051,1.7334191682000001e-13,0.124990974078,102
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-273590430.542,490590.164064,-273763712.972,-272872207.933,-273962088.292,-273941824.356,-272996441.328,4.0,240678709076.0,0.00779765499392,0.249546279492,0.249996693157,1.7334191682000001e-13,0.124990974078,107
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-287042960.301,4691823.78654,-286059718.276,-282617406.387,-293434998.264,-292531689.711,-282930769.725,4.0,22013210443900.0,0.00779786128164,0.249546279492,0.250003306843,1.7334191682000001e-13,0.124990974078,118
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-357242868.206,4486627.23386,-355731477.548,-353802299.519,-363706218.208,-362667630.712,-353934052.621,4.0,20129823935600.0,0.00779786128164,0.249546279492,0.250003306843,1.7334191682000001e-13,0.124990974078,112
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-375855585.385,4734260.83008,-373904407.943,-372707325.63,-382906200.026,-381561527.332,-372881291.858,4.0,22413225607200.0,0.0038989409552,0.249546279492,0.125001984106,1.7334191682000001e-13,0.124990974078,123
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-425776492.421,4290828.3188,-424721541.521,-421967738.425,-431695148.216,-430846705.861,-422183210.24,4.0,18411207661400.0,0.00195644559034,0.125226860254,0.124994709051,1.7334191682000001e-13,0.124990974078,101
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-435631482.638,5495632.32,-436727472.94,-428147310.522,-440923674.149,-440511184.914,-429217393.938,4.0,30201974596600.0,0.00391300505149,0.125226860254,0.249996693157,1.7334191682000001e-13,0.124990974078,106
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-444223311.924,3136473.06294,-444772368.517,-439914320.641,-447434190.023,-447053984.946,-440623959.673,4.0,9837463274520.0,0.00779786128164,0.249546279492,0.250003306843,1.7334191682000001e-13,0.124990974078,117
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-518468029.688,6742972.45959,-518040969.038,-511076834.377,-526713346.297,-525801091.872,-511732852.412,4.0,45467677590800.0,0.00391310857042,0.125226860254,0.250003306843,1.7334191682000001e-13,0.124990974078,111
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-525126233.122,2483082.26503,-525907025.827,-521512568.018,-527178312.814,-526997231.222,-522162125.233,4.0,6165697534900.0,0.0038989409552,0.249546279492,0.125001984106,1.7334191682000001e-13,0.124990974078,122
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-598296227.35,4192157.72627,-599785600.087,-592135194.359,-601478514.868,-601272108.429,-593235224.44,4.0,17574186401900.0,0.00391310857042,0.125226860254,0.250003306843,1.7334191682000001e-13,0.124990974078,116
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-682750343.049,6487363.49928,-683493743.387,-675740769.824,-688273115.599,-688271799.651,-676188125.974,4.0,42085885171800.0,0.00195655946116,0.125226860254,0.125001984106,1.7334191682000001e-13,0.124990974078,121
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-160383813350.0,1236.46891896,-160383813401.0,-160383811791.0,-160383814807.0,-160383814614.0,-160383812014.0,4.0,1528855.38756,0.00195644559034,0.125226860254,0.124994709051,1.7334191682000001e-13,0.124990974078,1
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-570413564357.0,969184.710057,-570413509215.0,-570412591575.0,-570414647422.0,-570414564958.0,-570412640954.0,4.0,939319002208.0,0.00779855422245,0.249546279492,0.124994709051,1.7334191682000001e-13,0.250018051845,27
