smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity
960.0,-907.0,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2109513509.89,314026.729893,-2109513509.89,-2109291459.46,-2109735560.32,-2109713355.28,-2109313664.5,2.0,98612787087.1,0.142857142857,0.0714534883721,9.835748238069999e-14,0.00145825844858,194,0.142859493254
960.0,-661.3,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2124982475.17,155459.270567,-2124982475.17,-2124872548.87,-2125092401.48,-2125081408.85,-2124883541.5,2.0,24167584805.3,0.142857142857,0.142848837209,9.835748238069999e-14,0.00145747864965,19,0.0714206061936
960.0,-907.0,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,312588.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2146114451.45,103560.920505,-2146114451.45,-2146041222.82,-2146187680.07,-2146180357.21,-2146048545.68,2.0,10724864255.8,0.142857142857,0.0714534883721,9.835748238069999e-14,0.00145826777881,258,0.142860407298
960.0,-661.3,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2163144781.49,971013.406908,-2163144781.49,-2162458171.33,-2163831391.66,-2163762730.64,-2162526832.35,2.0,942867036395.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291514382791,83,0.142850352821
960.0,-907.0,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,390736.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2182425684.07,2777213.76423,-2182425684.07,-2180461897.39,-2184389470.76,-2184193092.09,-2180658276.06,2.0,7712916292230.0,0.142857142857,0.0714534883721,9.835748238069999e-14,0.00145826777881,322,0.142860407298
960.0,-661.3,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2192878117.0,487668.961444,-2192878117.0,-2192533282.97,-2193222951.03,-2193188467.63,-2192567766.38,2.0,237821015956.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291533035653,147,0.142859493254
960.0,-907.0,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,468883.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2218592621.34,1221103.53457,-2218592621.34,-2217729170.75,-2219456071.93,-2219369726.87,-2217815515.81,2.0,1491093842150.0,0.142857142857,0.0714534883721,9.835748238069999e-14,0.00145825844858,386,0.142859493254
960.0,-661.3,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2230148565.79,843536.858008,-2230148565.79,-2229552095.15,-2230745036.42,-2230685389.36,-2229611742.22,2.0,711554430818.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291533035653,211,0.142859493254
960.0,-784.1,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2240640466.28,2430490.66385,-2240640466.28,-2238921849.85,-2242359082.71,-2242187221.07,-2239093711.49,2.0,5907284867060.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291514382791,75,0.142850352821
960.0,-784.1,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2268033494.76,3330683.62349,-2268033494.76,-2265678345.78,-2270388643.74,-2270153128.84,-2265913860.68,2.0,11093453399800.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00145747864965,11,0.0714206061936
960.0,-661.3,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,312588.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2269461611.68,771686.871043,-2269461611.68,-2268915946.66,-2270007276.7,-2269952710.2,-2268970513.16,2.0,595500626940.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291534900939,275,0.142860407298
960.0,-784.1,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2278884761.76,1764050.41632,-2278884761.76,-2277637389.75,-2280132133.78,-2280007396.57,-2277762126.95,2.0,3111873871340.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291533035653,139,0.142859493254
960.0,-661.3,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,390736.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2302343504.92,1715069.37427,-2302343504.92,-2301130767.74,-2303556242.11,-2303434968.39,-2301252041.46,2.0,2941462958550.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291534900939,339,0.142860407298
960.0,-784.1,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2313120359.12,1934066.13208,-2313120359.12,-2311752767.84,-2314487950.4,-2314351191.27,-2311889526.97,2.0,3740611803260.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291533035653,203,0.142859493254
960.0,-907.0,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2337232530.84,1576567.74774,-2337232530.84,-2336117729.09,-2338347332.58,-2338235852.41,-2336229209.27,2.0,2485565863210.0,0.142857142857,0.0714534883721,9.835748238069999e-14,0.00145816514632,67,0.142850352821
960.0,-661.3,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,468883.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2339772519.22,2057478.21482,-2339772519.22,-2338317662.42,-2341227376.01,-2341081890.33,-2338463148.1,2.0,4233216604470.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291533035653,403,0.142859493254
960.0,-784.1,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,312588.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2348677660.29,2946155.66054,-2348677660.29,-2346594413.65,-2350760906.94,-2350552582.27,-2346802738.31,2.0,8679833176130.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291534900939,267,0.142860407298
960.0,-907.0,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2371903094.42,1291055.56285,-2371903094.42,-2370990180.28,-2372816008.56,-2372724717.15,-2371081471.69,2.0,1666824466360.0,0.142857142857,0.0714534883721,9.835748238069999e-14,0.00145825844858,131,0.142859493254
960.0,-784.1,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,390736.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2385478834.35,3191278.3565,-2385478834.35,-2383222259.78,-2387735408.91,-2387509751.46,-2383447917.24,2.0,10184257548700.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291534900939,331,0.142860407298
960.0,-907.0,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2406192737.75,1258431.90735,-2406192737.75,-2405302892.01,-2407082583.48,-2406993598.91,-2405391876.59,2.0,1583650865440.0,0.142857142857,0.0714534883721,9.835748238069999e-14,0.000729035922026,3,0.0714206061936
960.0,-907.0,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2406994161.41,1215599.03041,-2406994161.41,-2406134603.09,-2407853719.72,-2407767763.89,-2406220558.92,2.0,1477681002740.0,0.142857142857,0.0714534883721,9.835748238069999e-14,0.00145825844858,195,0.142859493254
960.0,-784.1,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,468883.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2420628497.34,2266342.70456,-2420628497.34,-2419025951.05,-2422231043.64,-2422070789.01,-2419186205.68,2.0,5136309254530.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291533035653,395,0.142859493254
960.0,-661.3,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2438008888.81,2688637.07853,-2438008888.81,-2436107735.3,-2439910042.32,-2439719926.97,-2436297850.65,2.0,7228769340040.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291514382791,84,0.142850352821
960.0,-907.0,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,312588.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2443708351.52,257343.255023,-2443708351.52,-2443526382.36,-2443890320.68,-2443872123.77,-2443544579.28,2.0,66225550906.0,0.142857142857,0.0714534883721,9.835748238069999e-14,0.00145826777881,259,0.142860407298
960.0,-661.3,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2463341764.67,3483869.28405,-2463341764.67,-2460878297.08,-2465805232.27,-2465558885.51,-2461124643.84,2.0,12137345188400.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00145747864965,20,0.0714206061936
960.0,-661.3,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2473009822.11,284729.866684,-2473009822.11,-2472808487.69,-2473211156.53,-2473191023.08,-2472828621.13,2.0,81071096981.6,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291533035653,148,0.142859493254
960.0,-907.0,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,390736.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2480634673.7,2103512.13358,-2480634673.7,-2479147266.01,-2482122081.39,-2481973340.62,-2479296006.78,2.0,4424763296120.0,0.142857142857,0.0714534883721,9.835748238069999e-14,0.00145826777881,323,0.142860407298
960.0,-415.6,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2502610568.21,1237682.18289,-2502610568.21,-2501735394.75,-2503485741.68,-2503398224.33,-2501822912.09,2.0,1531857185830.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00145747864965,37,0.0714206061936
960.0,-661.3,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2508647150.02,5714507.96674,-2508647150.02,-2504606382.68,-2512687917.35,-2512283840.62,-2505010459.42,2.0,32655601301900.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291533035653,212,0.142859493254
960.0,-907.0,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,468883.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2515634739.88,533977.908796,-2515634739.88,-2515257160.48,-2516012319.28,-2515974561.34,-2515294918.42,2.0,285132407082.0,0.142857142857,0.0714534883721,9.835748238069999e-14,0.00145825844858,387,0.142859493254
960.0,-784.1,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2541270087.97,4357516.4814,-2541270087.97,-2538188858.52,-2544351317.42,-2544043194.48,-2538496981.46,2.0,18987949885700.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291514382791,76,0.142850352821
960.0,-415.6,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2544547612.16,1676826.25044,-2544547612.16,-2543361916.95,-2545733307.37,-2545614737.85,-2543480486.47,2.0,2811746274160.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291514382791,101,0.142850352821
960.0,-661.3,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,312588.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2545096721.81,6269055.37195,-2545096721.81,-2540663830.25,-2549529613.38,-2549086324.22,-2541107119.41,2.0,39301055256600.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291534900939,276,0.142860407298
960.0,-415.6,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2576781002.9,590676.293859,-2576781002.9,-2576363331.69,-2577198674.11,-2577156906.99,-2576405098.81,2.0,348898484128.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291533035653,165,0.142859493254
960.0,-784.1,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2577909321.17,2951563.73692,-2577909321.17,-2575822250.43,-2579996391.9,-2579787684.83,-2576030957.51,2.0,8711728493080.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291533035653,140,0.142859493254
960.0,-661.3,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,390736.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2580019833.25,1015.19967532,-2580019833.25,-2580019115.39,-2580020551.1,-2580020479.31,-2580019187.18,2.0,1030630.38078,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291534900939,340,0.142860407298
960.0,-784.1,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2602413446.27,2073583.49383,-2602413446.27,-2600947201.32,-2603879691.22,-2603733066.72,-2601093825.81,2.0,4299748505880.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00145747864965,12,0.0714206061936
960.0,-784.1,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2611526387.47,1064957.17776,-2611526387.47,-2610773349.03,-2612279425.92,-2612204122.07,-2610848652.88,2.0,1134133790460.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291533035653,204,0.142859493254
960.0,-415.6,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2615217290.11,1593810.06465,-2615217290.11,-2614090296.21,-2616344284.01,-2616231584.62,-2614202995.6,2.0,2540230522190.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291533035653,229,0.142859493254
960.0,-661.3,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,468883.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2618763321.4,848079.567586,-2618763321.4,-2618163638.58,-2619363004.21,-2619303035.93,-2618223606.86,2.0,719238952956.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291533035653,404,0.142859493254
960.0,-538.4,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2626255319.56,96218.9201398,-2626255319.56,-2626187282.51,-2626323356.62,-2626316552.91,-2626194086.22,2.0,9258080592.86,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291514382791,93,0.142850352821
960.0,-784.1,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,312588.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2645268569.53,686656.565349,-2645268569.53,-2644783030.02,-2645754109.05,-2645705555.09,-2644831583.97,2.0,471497238736.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291534900939,268,0.142860407298
960.0,-538.4,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2646054058.56,4097445.39429,-2646054058.56,-2643156727.14,-2648951389.99,-2648661656.84,-2643446460.28,2.0,16789058759200.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00145747864965,29,0.0714206061936
960.0,-907.0,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2651378024.09,1669167.07483,-2651378024.09,-2650197744.73,-2652558303.45,-2652440275.51,-2650315772.67,2.0,2786118723690.0,0.142857142857,0.0714534883721,9.835748238069999e-14,0.00145816514632,68,0.142850352821
960.0,-415.6,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,312588.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2652272942.31,4358972.27372,-2652272942.31,-2649190683.46,-2655355201.17,-2655046975.28,-2649498909.34,2.0,19000639283100.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291534900939,293,0.142860407298
960.0,-538.4,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2666151063.68,3347468.884,-2666151063.68,-2663784045.73,-2668518081.63,-2668281379.83,-2664020747.53,2.0,11205547929400.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291533035653,157,0.142859493254
960.0,-415.6,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,390736.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2679399007.58,2422066.72857,-2679399007.58,-2677686347.78,-2681111667.39,-2680940401.41,-2677857613.76,2.0,5866407237620.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291534900939,357,0.142860407298
960.0,-784.1,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,390736.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2680505797.83,2183069.63843,-2680505797.83,-2678962134.49,-2682049461.18,-2681895094.84,-2679116500.82,2.0,4765793046220.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291534900939,332,0.142860407298
960.0,-907.0,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2686127790.49,6577999.78046,-2686127790.49,-2681476442.24,-2690779138.74,-2690314003.92,-2681941577.07,2.0,43270081111800.0,0.142857142857,0.0714534883721,9.835748238069999e-14,0.00145825844858,132,0.142859493254
960.0,-538.4,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2702971841.63,10310658.6041,-2702971841.63,-2695681105.02,-2710262578.25,-2709533504.59,-2696410178.68,2.0,106309680850000.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291533035653,221,0.142859493254
960.0,-784.1,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,468883.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2717916658.18,3033728.76283,-2717916658.18,-2715771488.0,-2720061828.36,-2719847311.34,-2715986005.02,2.0,9203510206400.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291533035653,396,0.142859493254
960.0,-907.0,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2724153841.04,4135576.60011,-2724153841.04,-2721229546.78,-2727078135.3,-2726785705.87,-2721521976.21,2.0,17102993815300.0,0.142857142857,0.0714534883721,9.835748238069999e-14,0.00145825844858,196,0.142859493254
960.0,-538.4,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,312588.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2732975320.85,7306923.10045,-2732975320.85,-2727808545.98,-2738142095.72,-2737625418.24,-2728325223.46,2.0,53391125195900.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291534900939,285,0.142860407298
960.0,-661.3,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2738316737.48,32374.8100463,-2738316737.48,-2738293845.03,-2738339629.93,-2738337340.69,-2738296134.28,2.0,1048128325.54,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291514382791,85,0.142850352821
960.0,-907.0,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2741858675.41,3928288.19696,-2741858675.41,-2739080956.19,-2744636394.63,-2744358622.71,-2739358728.11,2.0,15431448158400.0,0.142857142857,0.0714534883721,9.835748238069999e-14,0.000729035922026,4,0.0714206061936
960.0,-907.0,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,312588.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2754726982.93,3648556.55132,-2754726982.93,-2752147063.85,-2757306902.01,-2757048910.1,-2752405055.76,2.0,13311964908200.0,0.142857142857,0.0714534883721,9.835748238069999e-14,0.00145826777881,260,0.142860407298
960.0,-538.4,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,390736.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2773565660.17,9991534.3749,-2773565660.17,-2766500578.46,-2780630741.88,-2779924233.71,-2767207086.63,2.0,99830759164900.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291534900939,349,0.142860407298
960.0,-661.3,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2774179793.36,921472.233455,-2774179793.36,-2773528214.09,-2774831372.62,-2774766214.7,-2773593372.02,2.0,849111077029.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291533035653,149,0.142859493254
960.0,-907.0,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,390736.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2793980256.74,3666245.69489,-2793980256.74,-2791387829.55,-2796572683.93,-2796313441.21,-2791647072.27,2.0,13441357495300.0,0.142857142857,0.0714534883721,9.835748238069999e-14,0.00145826777881,324,0.142860407298
960.0,-661.3,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2794188136.11,1986829.08785,-2794188136.11,-2792783235.79,-2795593036.44,-2795452546.4,-2792923725.83,2.0,3947489824320.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00145747864965,21,0.0714206061936
960.0,-661.3,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,234441.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2812205776.98,557938.180275,-2812205776.98,-2811811255.11,-2812600298.85,-2812560846.66,-2811850707.29,2.0,311295013008.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291533035653,213,0.142859493254
960.0,-415.6,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2816132755.7,527013.616085,-2816132755.7,-2815760100.8,-2816505410.6,-2816468145.11,-2815797366.29,2.0,277743351539.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291514382791,102,0.142850352821
960.0,-415.6,-7355.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2828739250.7,3505881.40133,-2828739250.7,-2826260218.19,-2831218283.22,-2830970379.96,-2826508121.44,2.0,12291204400200.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00145747864965,38,0.0714206061936
960.0,-907.0,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,468883.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2831643773.04,1017972.80782,-2831643773.04,-2830923957.56,-2832363588.51,-2832291606.97,-2830995939.11,2.0,1036268637450.0,0.142857142857,0.0714534883721,9.835748238069999e-14,0.00145825844858,388,0.142859493254
960.0,-661.3,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,312588.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2842465188.48,5180261.30783,-2842465188.48,-2838802190.58,-2846128186.38,-2845761886.59,-2839168490.37,2.0,26835107217400.0,0.142857142857,0.142848837209,9.835748238069999e-14,0.00291534900939,277,0.142860407298
