smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,prefix,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-152341565.155,3033302.84957,-152101017.654,-148929600.832,-156234624.478,-155702665.576,-149317231.234,4.0,9200926177200.0,0.00779900812097,72,1.7334191682000001e-13,0.250018051845,0.249546279492,0.125001984106
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-162739375.306,2416388.16558,-163412286.049,-159313462.529,-164819466.596,-164686872.593,-159849802.979,4.0,5838931766760.0,0.0155953099878,83,1.7334191682000001e-13,0.249981948155,0.249546279492,0.249996693157
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-187825950.136,1997575.95951,-188285413.084,-185086706.681,-189646267.695,-189532868.18,-185475783.965,4.0,3990309714020.0,0.00782734744372,66,1.7334191682000001e-13,0.250018051845,0.125226860254,0.250003306843
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208724086.168,4175043.19281,-208765136.531,-203583443.234,-213782628.374,-213085578.302,-204305123.525,4.0,17430985661800.0,0.00195644559034,105,1.7334191682000001e-13,0.124990974078,0.125226860254,0.124994709051
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-218424616.497,1820690.13147,-218032814.807,-216831724.136,-220409310.547,-220171660.973,-216951833.203,3.0,3314912554850.0,0.0156524342817,94,1.7334191682000001e-13,0.249981948155,0.250453720508,0.250003306843
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-242243126.038,3073781.06886,-242651063.016,-238149880.11,-245520498.008,-245166253.799,-238748886.506,4.0,9448130059280.0,0.0155957225633,88,1.7334191682000001e-13,0.249981948155,0.249546279492,0.250003306843
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-266636596.367,2122907.57737,-267326243.694,-263661050.959,-268232847.121,-268211442.073,-264096244.402,4.0,4506736582060.0,0.00391368407525,71,1.7334191682000001e-13,0.250018051845,0.125226860254,0.125001984106
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-285315257.972,2937316.37436,-285879216.973,-281243424.142,-288259173.799,-287905383.052,-281935590.29,4.0,8627827483070.0,0.0155953099878,82,1.7334191682000001e-13,0.249981948155,0.249546279492,0.249996693157
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-288712703.737,2351018.84028,-287678867.854,-287267042.999,-292226036.241,-291554981.261,-287317796.449,4.0,5527289587350.0,0.00779742807743,77,1.7334191682000001e-13,0.249981948155,0.249546279492,0.124994709051
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-289243821.879,5138762.18698,-289271022.324,-283061518.253,-295371724.616,-294653544.784,-283796018.352,4.0,26406876814300.0,0.00391300505149,110,1.7334191682000001e-13,0.124990974078,0.125226860254,0.249996693157
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-293759183.695,2991084.13118,-293722050.558,-290748413.994,-296844219.671,-296680634.615,-290889719.168,4.0,8946584279780.0,0.00782623784463,99,1.7334191682000001e-13,0.249981948155,0.250453720508,0.125001984106
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-319648031.968,1526888.7299,-320023260.808,-317631548.747,-320914057.511,-320888788.944,-317881954.618,4.0,2331389193510.0,0.0155957225633,93,1.7334191682000001e-13,0.249981948155,0.249546279492,0.250003306843
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-363677050.65,4356571.40306,-362586087.842,-359974966.962,-369561059.956,-368779591.849,-360101857.383,4.0,18979714389900.0,0.0155957225633,87,1.7334191682000001e-13,0.249981948155,0.249546279492,0.250003306843
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-366938928.451,3692115.08678,-366297530.506,-363476838.467,-371683814.326,-371126249.338,-363649564.688,4.0,13631713814000.0,0.00391289118068,104,1.7334191682000001e-13,0.124990974078,0.250453720508,0.124994709051
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-366970608.141,5314192.46684,-367400448.364,-360478326.105,-372603209.729,-372166103.432,-361173336.537,4.0,28240641574600.0,0.00391310857042,115,1.7334191682000001e-13,0.124990974078,0.125226860254,0.250003306843
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-398532448.057,3141917.64222,-398343416.286,-394916989.162,-402525970.494,-401975344.938,-395354195.656,4.0,9871646470490.0,0.00779788191041,98,1.7334191682000001e-13,0.249981948155,0.249546279492,0.125001984106
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-401146665.189,3353024.16589,-401609144.97,-396769373.608,-404598997.208,-404308599.024,-397337259.66,4.0,11242771057100.0,0.00782601010299,109,1.7334191682000001e-13,0.124990974078,0.250453720508,0.249996693157
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-415617735.308,2049974.72205,-415519026.21,-413594225.847,-417838662.964,-417690859.048,-413682804.304,4.0,4202396361050.0,0.00782601010299,81,1.7334191682000001e-13,0.249981948155,0.125226860254,0.249996693157
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-434683775.279,4061271.60591,-434462904.411,-430514950.324,-439294341.97,-438917351.226,-430759418.547,4.0,16493927057000.0,0.00391289118068,76,1.7334191682000001e-13,0.249981948155,0.125226860254,0.124994709051
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-443642828.203,1883251.29583,-444078636.119,-441005113.314,-445408927.259,-445254807.038,-441420718.285,4.0,3546635443240.0,0.0155957225633,92,1.7334191682000001e-13,0.249981948155,0.249546279492,0.250003306843
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-448190446.963,4171233.44361,-448467240.287,-442999266.082,-452828041.198,-452374851.003,-443618532.271,4.0,17399188441100.0,0.00391310857042,120,1.7334191682000001e-13,0.124990974078,0.125226860254,0.250003306843
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-485333891.064,5132944.00073,-486588240.702,-478455170.333,-489703912.522,-489563146.403,-479348546.234,4.0,26347114114600.0,0.00782621714084,114,1.7334191682000001e-13,0.124990974078,0.250453720508,0.250003306843
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-497955617.048,1817399.27111,-498180881.215,-495669283.936,-499791421.827,-499666505.358,-495929358.905,4.0,3302940110640.0,0.00782621714084,86,1.7334191682000001e-13,0.249981948155,0.125226860254,0.250003306843
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-518978885.953,2841961.21551,-519040427.401,-515517933.501,-522316755.51,-521936705.452,-515934908.427,4.0,8076743550490.0,0.00195655946116,125,1.7334191682000001e-13,0.124990974078,0.125226860254,0.125001984106
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-520487683.342,3103084.62927,-519690670.616,-517725384.266,-524844007.871,-524177553.989,-517913630.513,4.0,9629134216390.0,0.00389871403872,103,1.7334191682000001e-13,0.124990974078,0.249546279492,0.124994709051
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-524587447.485,3679047.55023,-524698043.151,-520925911.344,-528027792.294,-527943736.372,-521076324.666,4.0,13535390876800.0,0.00779788191041,97,1.7334191682000001e-13,0.249981948155,0.249546279492,0.125001984106
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-543934193.811,2775582.22923,-545118015.625,-539813274.815,-545687469.178,-545655375.467,-540555661.614,4.0,7703856711200.0,0.00779765499392,108,1.7334191682000001e-13,0.124990974078,0.249546279492,0.249996693157
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-562160235.085,4355557.11917,-560791597.432,-558571771.796,-568485973.68,-567387363.628,-558849199.257,4.0,18970877818300.0,0.00782621714084,119,1.7334191682000001e-13,0.124990974078,0.250453720508,0.250003306843
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-575629862.267,4654490.50637,-576259324.536,-569371009.566,-580629790.432,-579991931.138,-570386546.221,4.0,21664281873900.0,0.00782621714084,91,1.7334191682000001e-13,0.249981948155,0.125226860254,0.250003306843
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-626820444.891,3495026.74646,-626224796.387,-623382258.776,-631449928.014,-630839886.63,-623634911.057,4.0,12215211958500.0,0.00779786128164,113,1.7334191682000001e-13,0.124990974078,0.249546279492,0.250003306843
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-642220974.432,2836933.28007,-641548396.478,-639749781.062,-646037323.712,-645533972.771,-639849585.23,4.0,8048190435560.0,0.00391311892231,124,1.7334191682000001e-13,0.124990974078,0.250453720508,0.125001984106
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-655784310.024,2257568.23799,-655637072.965,-653205984.586,-658657109.579,-658266471.103,-653508280.827,4.0,5096614349170.0,0.00391311892231,96,1.7334191682000001e-13,0.249981948155,0.125226860254,0.125001984106
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-671502199.294,1690574.5941,-671473946.74,-669516452.767,-673544450.927,-673305699.299,-669738252.863,4.0,2858042458230.0,0.00389871403872,102,1.7334191682000001e-13,0.124990974078,0.249546279492,0.124994709051
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-684229907.27,4852368.31596,-686029059.308,-677092793.164,-687768717.3,-687596570.915,-678344430.773,4.0,23545478273700.0,0.00779765499392,107,1.7334191682000001e-13,0.124990974078,0.249546279492,0.249996693157
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-708236572.158,3906558.82358,-707659311.355,-704513537.21,-713114128.712,-712585712.908,-704695596.533,4.0,15261201842100.0,0.00779786128164,118,1.7334191682000001e-13,0.124990974078,0.249546279492,0.250003306843
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-764326281.433,6722928.42621,-763418582.49,-757158399.872,-773309560.88,-771970865.255,-757952476.131,4.0,45197766623900.0,0.00779786128164,112,1.7334191682000001e-13,0.124990974078,0.249546279492,0.250003306843
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-780502197.188,4193637.57702,-780396079.258,-776834714.915,-784381915.32,-784306188.891,-776846770.586,4.0,17586596127400.0,0.0038989409552,123,1.7334191682000001e-13,0.124990974078,0.249546279492,0.125001984106
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-812946925.313,3744393.15891,-811340481.917,-810572461.283,-818534276.132,-817477341.79,-810665529.588,4.0,14020480128500.0,0.00195644559034,101,1.7334191682000001e-13,0.124990974078,0.125226860254,0.124994709051
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-828910452.079,3896601.91399,-827696131.36,-825788878.373,-834460667.223,-833597933.929,-825923019.236,4.0,15183506476100.0,0.00391300505149,106,1.7334191682000001e-13,0.124990974078,0.125226860254,0.249996693157
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-841620996.659,4209859.23135,-841427240.16,-837567601.256,-846061905.06,-845803279.795,-837709972.621,4.0,17722914747800.0,0.00779786128164,117,1.7334191682000001e-13,0.124990974078,0.249546279492,0.250003306843
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-909589542.229,4040565.83736,-909849573.423,-904757013.539,-913902008.531,-913572606.16,-905242434.626,4.0,16326172286000.0,0.00391310857042,111,1.7334191682000001e-13,0.124990974078,0.125226860254,0.250003306843
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-925812840.537,5465119.14678,-927233713.78,-918007382.559,-930776552.03,-930248822.339,-919387636.195,4.0,29867527288500.0,0.0038989409552,122,1.7334191682000001e-13,0.124990974078,0.249546279492,0.125001984106
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-984957662.478,3635819.53931,-985741991.445,-980109805.168,-988236861.854,-988079284.946,-980737979.456,4.0,13219183722400.0,0.00391310857042,116,1.7334191682000001e-13,0.124990974078,0.125226860254,0.250003306843
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1071245144.3,2906627.02382,-1070636460.16,-1068638115.27,-1075069541.61,-1074593776.73,-1068748669.66,4.0,8448480655630.0,0.00195655946116,121,1.7334191682000001e-13,0.124990974078,0.125226860254,0.125001984106
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-143471565776.0,778.137838347,-143471565732.0,-143471565008.0,-143471566630.0,-143471566570.0,-143471565043.0,4.0,605498.495467,0.00195644559034,1,1.7334191682000001e-13,0.124990974078,0.125226860254,0.124994709051
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-508834622018.0,543683.682298,-508834454360.0,-508834181037.0,-508835398314.0,-508835276122.0,-508834202634.0,4.0,295591946397.0,0.00779855422245,27,1.7334191682000001e-13,0.250018051845,0.249546279492,0.124994709051
