smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity
720.0,-601.8,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,490901533.281,109911.713652,490901533.281,490979252.599,490823813.963,490831585.895,490971480.667,2.0,12080584797.9,0.00463047933624,1.2171516948100001e-13,72,0.166668234354,0.166668806079,0.166693548387
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,489337314.019,179179.127473,489337314.019,489464012.795,489210615.243,489223285.121,489451342.918,2.0,32105159721.9,0.000578529892881,1.2171516948100001e-13,43,0.0833341171768,0.0833344030397,0.0833064516129
720.0,-705.1,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,480233667.117,253717.649548,480233667.117,480413072.588,480054261.647,480072202.194,480395132.041,2.0,64372645692.3,0.00231412773403,1.2171516948100001e-13,64,0.166668822236,0.166668806079,0.0833064516129
720.0,-498.4,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,437291409.09,238184.729439,437291409.09,437459831.127,437122987.052,437139829.256,437442988.923,2.0,56731965337.8,0.00463024318543,1.2171516948100001e-13,108,0.16666294341,0.16666559696,0.166693548387
720.0,-601.8,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,433546817.098,1172060.2613,433546817.098,434375588.857,432718045.339,432800922.515,434292711.681,2.0,1373725256120.0,0.00463049566916,1.2171516948100001e-13,79,0.166668822236,0.166668806079,0.166693548387
720.0,-705.1,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,423287928.031,274152.269042,423287928.031,423481782.959,423094073.102,423113458.595,423462397.466,2.0,75159466621.1,0.00231411957152,1.2171516948100001e-13,71,0.166668234354,0.166668806079,0.0833064516129
720.0,-498.4,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,378021332.888,132708.226733,378021332.888,378115171.775,377927494.001,377936877.889,378105787.886,2.0,17611473442.6,0.00463040651143,1.2171516948100001e-13,115,0.166668822236,0.16666559696,0.166693548387
720.0,-601.8,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,376506295.57,744106.713432,376506295.57,377032458.473,375980132.667,376032748.957,376979842.182,2.0,553694800975.0,0.00463049566916,1.2171516948100001e-13,86,0.166668822236,0.166668806079,0.166693548387
720.0,-601.8,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,376082150.636,480216.932602,376082150.636,376421715.286,375742585.987,375776542.452,376387758.821,2.0,230608302358.0,0.00231503176341,1.2171516948100001e-13,100,0.0833282383511,0.16666559696,0.166693548387
720.0,-601.8,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,369438470.341,1066308.55065,369438470.341,370192464.348,368684476.334,368759875.735,370117064.948,2.0,1137013925200.0,0.00463024318543,1.2171516948100001e-13,107,0.16666294341,0.16666559696,0.166693548387
720.0,-705.1,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,365845385.763,321350.022993,365845385.763,366072614.543,365618156.982,365640879.86,366049891.665,2.0,103265837278.0,0.00231412773403,1.2171516948100001e-13,78,0.166668822236,0.166668806079,0.0833064516129
720.0,-498.4,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,321109828.201,1932269.11151,321109828.201,322476148.793,319743507.609,319880139.668,322339516.734,2.0,3733663919280.0,0.00463039017883,1.2171516948100001e-13,122,0.166668234354,0.16666559696,0.166693548387
720.0,-601.8,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,318088905.94,1277456.73446,318088905.94,318992204.259,317185607.62,317275937.452,318901874.427,2.0,1631895708400.0,0.00231523966812,1.2171516948100001e-13,93,0.0833341171768,0.166668806079,0.166693548387
720.0,-601.8,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,308547690.385,1025522.33239,308547690.385,309272844.181,307822536.59,307895051.969,309200328.801,2.0,1051696054240.0,0.00463040651143,1.2171516948100001e-13,114,0.166668822236,0.16666559696,0.166693548387
720.0,-705.1,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,307082733.478,1175536.3752,307082733.478,307913963.22,306251503.735,306334626.709,307830840.246,2.0,1381885769420.0,0.00231412773403,1.2171516948100001e-13,85,0.166668822236,0.166668806079,0.0833064516129
720.0,-705.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,284140064.552,3359418.46648,284140064.552,286515532.13,281764596.973,282002143.731,286277985.372,2.0,11285692432900.0,0.00231400155324,1.2171516948100001e-13,106,0.16666294341,0.16666559696,0.0833064516129
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,272416379.304,594000.577474,272416379.304,272836401.14,271996357.467,272038359.651,272794398.956,2.0,352836686040.0,0.00462800310648,1.2171516948100001e-13,158,0.16666294341,0.16666559696,0.166612903226
720.0,-498.4,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,265262462.358,563706.684815,265262462.358,265661063.177,264863861.539,264903721.621,265621203.096,2.0,317765226505.0,0.00463040651143,1.2171516948100001e-13,129,0.166668822236,0.16666559696,0.166693548387
720.0,-705.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,254505801.984,10984.9754238,254505801.984,254513569.535,254498034.434,254498811.189,254512792.78,2.0,120669685.062,0.0011569558837,1.2171516948100001e-13,99,0.0833282383511,0.16666559696,0.0833064516129
720.0,-601.8,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,250497506.312,178728.836957,250497506.312,250623886.685,250371125.939,250383763.977,250611248.647,2.0,31943997160.2,0.00463039017883,1.2171516948100001e-13,121,0.166668234354,0.16666559696,0.166693548387
720.0,-705.1,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,246952421.622,2367249.86154,246952421.622,248626320.052,245278523.192,245445913.035,248458930.209,2.0,5603871906970.0,0.00115705978576,1.2171516948100001e-13,92,0.0833341171768,0.166668806079,0.0833064516129
720.0,-705.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,224795860.486,159284.009199,224795860.486,224908491.289,224683229.683,224694492.763,224897228.209,2.0,25371395586.5,0.00231408317673,1.2171516948100001e-13,113,0.166668822236,0.16666559696,0.0833064516129
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,213596612.942,484139.036311,213596612.942,213938950.937,213254274.946,213288508.746,213904717.138,2.0,234390606480.0,0.00462816635347,1.2171516948100001e-13,165,0.166668822236,0.16666559696,0.166612903226
720.0,-498.4,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,211737573.409,2137162.31596,211737573.409,213248775.375,210226371.443,210377491.639,213097655.178,2.0,4567462764770.0,0.00231503176341,1.2171516948100001e-13,150,0.0833282383511,0.16666559696,0.166693548387
720.0,-498.4,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,204670700.028,62535.6190741,204670700.028,204714919.388,204626480.668,204630902.604,204710497.452,2.0,3910703652.98,0.00463040651143,1.2171516948100001e-13,136,0.166668822236,0.16666559696,0.166693548387
720.0,-498.4,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,195855521.143,3122566.36219,195855521.143,198063508.992,193647533.294,193868332.079,197842710.208,2.0,9750420686260.0,0.00463024318543,1.2171516948100001e-13,157,0.16666294341,0.16666559696,0.166693548387
720.0,-601.8,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,193662172.164,2404194.06965,193662172.164,195362194.094,191962150.234,192132152.427,195192191.901,2.0,5780149124550.0,0.00463040651143,1.2171516948100001e-13,128,0.166668822236,0.16666559696,0.166693548387
720.0,-705.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,166956645.144,2703380.16257,166956645.144,168868223.589,165045066.698,165236224.543,168677065.744,2.0,7308264303380.0,0.00231407501438,1.2171516948100001e-13,120,0.166668234354,0.16666559696,0.0833064516129
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,162691122.977,1242950.20808,162691122.977,163570021.498,161812224.456,161900114.308,163482131.646,2.0,1544925219760.0,0.00231507633897,1.2171516948100001e-13,201,0.0833282383511,0.166668806079,0.166693548387
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,159262295.463,358425.840546,159262295.463,159515740.806,159008850.121,159034194.655,159490396.271,2.0,128469083171.0,0.00462815002877,1.2171516948100001e-13,172,0.166668234354,0.16666559696,0.166612903226
720.0,-498.4,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,149045721.415,844763.349891,149045721.415,149643059.308,148448383.522,148508117.311,149583325.519,2.0,713625117318.0,0.00231519508941,1.2171516948100001e-13,143,0.0833341171768,0.16666559696,0.166693548387
720.0,-498.4,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,139275014.961,5020096.09513,139275014.961,142824758.952,135725270.97,136080245.369,142469784.553,2.0,25201364804400.0,0.00463040651143,1.2171516948100001e-13,164,0.166668822236,0.16666559696,0.166693548387
720.0,-601.8,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,134802434.51,481889.009906,134802434.51,135143181.497,134461687.524,134495762.222,135109106.798,2.0,232217017868.0,0.00463040651143,1.2171516948100001e-13,135,0.166668822236,0.16666559696,0.166693548387
720.0,-601.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,109240429.374,1065356.21586,109240429.374,109993749.979,108487108.769,108562440.83,109918417.918,2.0,1134983866680.0,0.00463024318543,1.2171516948100001e-13,156,0.16666294341,0.16666559696,0.166693548387
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,108866817.451,2245006.19216,108866817.451,110454276.553,107279358.348,107438104.259,110295530.643,2.0,5040052802830.0,0.00463033234001,1.2171516948100001e-13,208,0.16666294341,0.166668806079,0.166693548387
720.0,-705.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,106095494.297,17969.9338302,106095494.297,106108200.96,106082787.635,106084058.302,106106930.293,2.0,322918521.863,0.00231408317673,1.2171516948100001e-13,127,0.166668822236,0.16666559696,0.0833064516129
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,95119306.1034,2452515.15625,95119306.1034,96853496.2013,93385116.0054,93558535.0152,96680077.1915,2.0,6014830591620.0,0.00462816635347,1.2171516948100001e-13,179,0.166668822236,0.16666559696,0.166612903226
720.0,-601.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,87518690.7474,989629.20197,87518690.7474,88218464.267,86818917.2279,86888894.5798,88148486.915,2.0,979365957393.0,0.00231503176341,1.2171516948100001e-13,149,0.0833282383511,0.16666559696,0.166693548387
720.0,-498.4,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,81666093.674,3173235.57251,81666093.674,83909910.0657,79422277.2824,79646658.9216,83685528.4265,2.0,10069423998700.0,0.00463039017883,1.2171516948100001e-13,171,0.166668234354,0.16666559696,0.166693548387
720.0,-601.8,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,77935957.1111,187314.236158,77935957.1111,78068408.2777,77803505.9445,77816751.0612,78055163.1611,2.0,35086623067.4,0.00231519508941,1.2171516948100001e-13,142,0.0833341171768,0.16666559696,0.166693548387
720.0,-705.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,50535494.78,182281.015092,50535494.78,50664386.9218,50406602.6381,50419491.8523,50651497.7076,2.0,33226368462.9,0.00231408317673,1.2171516948100001e-13,134,0.166668822236,0.16666559696,0.0833064516129
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,50408288.5149,1927210.72577,50408288.5149,51771032.2878,49045544.7419,49181819.1192,51634757.9105,2.0,3714141181510.0,0.00463049566916,1.2171516948100001e-13,215,0.166668822236,0.166668806079,0.166693548387
720.0,-601.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,48430069.2262,649601.122125,48430069.2262,48889406.5847,47970731.8676,48016665.6035,48843472.8488,2.0,421981617866.0,0.00463040651143,1.2171516948100001e-13,163,0.166668822236,0.16666559696,0.166693548387
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,47355803.2171,1398774.22151,47355803.2171,48344885.9545,46366720.4797,46465628.7535,48245977.6808,2.0,1956569322770.0,0.00231395632139,1.2171516948100001e-13,200,0.0833282383511,0.166668806079,0.166612903226
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,39970966.639,2525244.00352,39970966.639,41756583.798,38185349.48,38363911.1959,41578022.0821,2.0,6376857277310.0,0.00462816635347,1.2171516948100001e-13,186,0.166668822236,0.16666559696,0.166612903226
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,32892114.6961,1089078.70332,32892114.6961,33662209.6325,32122019.7598,32199029.2534,33585200.1389,2.0,1186092422020.0,0.00462809221793,1.2171516948100001e-13,207,0.16666294341,0.166668806079,0.166612903226
720.0,-498.4,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,24181761.8797,3669887.92341,24181761.8797,26776764.5166,21586759.2429,21846259.5066,26517264.2529,2.0,13468077370400.0,0.00463040651143,1.2171516948100001e-13,178,0.166668822236,0.16666559696,0.166693548387
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,12552875.9393,3873382.67359,12552875.9393,15291771.0939,9813980.7847,10087870.3002,15017881.5785,2.0,15003093336100.0,0.00231400155324,1.2171516948100001e-13,155,0.16666294341,0.16666559696,0.0833064516129
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-7599019.76747,1733766.20621,-7599019.76747,-6373061.92606,-8824977.60887,-8702381.82473,-6495657.7102,2.0,3005945257810.0,0.00463047933624,1.2171516948100001e-13,222,0.166668234354,0.166668806079,0.166693548387
720.0,-705.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-9775378.05896,1108586.9737,-9775378.05896,-8991488.69232,-10559267.4256,-10480878.4889,-9069877.62898,2.0,1228965078260.0,0.00115703750719,1.2171516948100001e-13,141,0.0833341171768,0.16666559696,0.0833064516129
720.0,-601.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-10148561.9486,4344640.96963,-10148561.9486,-7076436.85714,-13220687.04,-12913474.5309,-7383649.36629,2.0,18875905155000.0,0.00463039017883,1.2171516948100001e-13,170,0.166668234354,0.16666559696,0.166693548387
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-16589402.6985,1013433.48548,-16589402.6985,-15872797.0086,-17306008.3884,-17234347.8194,-15944457.5776,2.0,1027047429480.0,0.00231407501438,1.2171516948100001e-13,193,0.0833341171768,0.16666559696,0.166612903226
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-27348203.956,2972338.12747,-27348203.956,-25246443.5101,-29449964.4019,-29239788.3573,-25456619.5547,2.0,8834793943980.0,0.0011569558837,1.2171516948100001e-13,148,0.0833282383511,0.16666559696,0.0833064516129
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-27847169.9971,5989745.29424,-27847169.9971,-23611780.482,-32082559.5123,-31659020.5607,-24035319.4335,2.0,35877048689800.0,0.00462825546806,1.2171516948100001e-13,214,0.166668822236,0.166668806079,0.166612903226
720.0,-498.4,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-36330917.4124,645170.383732,-36330917.4124,-35874713.059,-36787121.7657,-36741501.3304,-35920333.4944,2.0,416244824044.0,0.00463040651143,1.2171516948100001e-13,185,0.166668822236,0.16666559696,0.166693548387
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-46449270.1888,1409430.93118,-46449270.1888,-45452652.0197,-47445888.3578,-47346226.5409,-45552313.8366,2.0,1986495549750.0,0.00231408317673,1.2171516948100001e-13,162,0.166668822236,0.16666559696,0.0833064516129
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-49788723.4874,693418.09332,-49788723.4874,-49298402.8515,-50279044.1234,-50230012.0598,-49347434.9151,2.0,480828652144.0,0.00463024318543,1.2171516948100001e-13,258,0.16666294341,0.16666559696,0.166693548387
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-63301337.4557,5036403.9813,-63301337.4557,-59740062.0477,-66862612.8636,-66506485.3228,-60096189.5885,2.0,25365365062900.0,0.00463049566916,1.2171516948100001e-13,229,0.166668822236,0.166668806079,0.166693548387
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-64841495.2999,1419706.84171,-64841495.2999,-63837610.9648,-65845379.6349,-65744991.2014,-63937999.3983,2.0,2015567516390.0,0.00463033234001,1.2171516948100001e-13,206,0.16666294341,0.166668806079,0.166693548387
720.0,-601.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-69333431.0362,2118602.69923,-69333431.0362,-67835352.701,-70831509.3715,-70681701.538,-67985160.5345,2.0,4488477397180.0,0.00463040651143,1.2171516948100001e-13,177,0.166668822236,0.16666559696,0.166693548387
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-79473300.7254,1196922.96218,-79473300.7254,-78626948.3823,-80319653.0686,-80235017.8342,-78711583.6166,2.0,1432624577390.0,0.00231507633897,1.2171516948100001e-13,199,0.0833282383511,0.166668806079,0.166693548387
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-83653966.1408,5981706.27056,-83653966.1408,-79424261.0739,-87883671.2078,-87460700.7011,-79847231.5806,2.0,35780809907300.0,0.00462823914304,1.2171516948100001e-13,221,0.166668234354,0.166668806079,0.166612903226
720.0,-498.4,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-93477106.1237,6340803.28546,-93477106.1237,-88993481.1224,-97960731.125,-97512368.6249,-89441843.6225,2.0,40205786304900.0,0.00231519508941,1.2171516948100001e-13,192,0.0833341171768,0.16666559696,0.166693548387
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-108037044.656,2089206.83279,-108037044.656,-106559752.337,-109514336.974,-109366607.743,-106707481.569,2.0,4364785190170.0,0.00231407501438,1.2171516948100001e-13,169,0.166668234354,0.16666559696,0.0833064516129
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-109382794.594,1708748.953,-109382794.594,-108174526.622,-110591062.566,-110470235.769,-108295353.419,2.0,2919822984370.0,0.00463040651143,1.2171516948100001e-13,265,0.166668822236,0.16666559696,0.166693548387
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-116586574.423,90486.1887946,-116586574.423,-116522591.025,-116650557.82,-116644159.481,-116528989.365,2.0,8187750362.57,0.00231503176341,1.2171516948100001e-13,250,0.0833282383511,0.16666559696,0.166693548387
