smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
720.0,-563.7,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,12737645.9062,3613351.31898,12737645.9062,15292671.1266,10182620.6857,10438123.2078,15037168.6046,2.0,13056307754400.0,3.6761913905299995e-14,59,0.00463031538307,0.16666559696,0.166665542123,0.166693548387
720.0,-667.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-61878562.1099,324145.690012,-61878562.1099,-61649356.4944,-62107767.7254,-62084847.1638,-61672277.0559,2.0,105070428353.0,3.6761913905299995e-14,52,0.00231403763459,0.16666559696,0.166665542123,0.0833064516129
720.0,-460.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-63949255.2586,6526472.6383,-63949255.2586,-59334342.1988,-68564168.3184,-68102677.0124,-59795833.5048,2.0,42594845098400.0,3.6761913905299995e-14,18,0.00231517760418,0.166668806079,0.0833318832638,0.166693548387
720.0,-460.3,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-116994126.45,22114123.0486,-116994126.45,-101357080.083,-132631172.818,-131067468.181,-102920784.719,2.0,489034438211000.0,3.6761913905299995e-14,115,0.0046303647128,0.16666559696,0.166667317718,0.166693548387
720.0,-357.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-133812626.62,3111683.09356,-133812626.62,-131612334.404,-136012918.837,-135792889.615,-131832363.626,2.0,9682571674750.0,3.6761913905299995e-14,74,0.00462816438203,0.166668806079,0.166665542123,0.166612903226
720.0,-667.0,-14164.9,-1e+200,-1e+200,-1e+200,-1e+200,1407984.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-150582436.315,9210701.85235,-150582436.315,-144069486.575,-157095386.054,-156444091.08,-144720781.549,2.0,84837028612900.0,3.6761913905299995e-14,149,0.00231406228753,0.16666559696,0.166667317718,0.0833064516129
720.0,-253.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-150944752.838,25410569.4987,-150944752.838,-132976766.831,-168912738.844,-167115940.243,-134773565.432,2.0,645697042247000.0,3.6761913905299995e-14,33,0.00231513302667,0.16666559696,0.0833318832638,0.166693548387
720.0,-563.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-180204918.406,11494128.702,-180204918.406,-172077342.057,-188332494.755,-187519737.12,-172890099.692,2.0,132114994618000.0,3.6761913905299995e-14,11,0.00231517760418,0.166668806079,0.0833318832638,0.166693548387
720.0,-563.7,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-197127681.068,3520989.96349,-197127681.068,-194637965.188,-199617396.948,-199368425.36,-194886936.776,2.0,12397370323000.0,3.6761913905299995e-14,108,0.0046303647128,0.16666559696,0.166667317718,0.166693548387
720.0,-460.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-226383189.946,33965815.0575,-226383189.946,-202365731.791,-250400648.102,-247998902.286,-204767477.606,2.0,1153676592520000.0,3.6761913905299995e-14,67,0.00463040453904,0.166668806079,0.166665542123,0.166693548387
720.0,-667.0,-11568.2,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-260443869.411,1338821.71506,-260443869.411,-259497179.498,-261390559.325,-261295890.334,-259591848.489,2.0,1792443584710.0,3.6761913905299995e-14,101,0.00231406228753,0.16666559696,0.166667317718,0.0833064516129
720.0,-357.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-262431208.067,329150.437491,-262431208.067,-262198463.561,-262663952.573,-262640678.123,-262221738.011,2.0,108340010501.0,3.6761913905299995e-14,26,0.00231401298166,0.16666559696,0.0833318832638,0.166612903226
720.0,-563.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-298118777.375,10381357.1669,-298118777.375,-290778049.325,-305459505.426,-304725432.621,-291512122.13,2.0,107772576628000.0,3.6761913905299995e-14,60,0.00463040453904,0.166668806079,0.166665542123,0.166693548387
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-300929133.413,5554298.28306,-300929133.413,-297001651.433,-304856615.394,-304463867.196,-297394399.631,2.0,30850229417200.0,3.6761913905299995e-14,4,0.0011570287688,0.166668806079,0.0833318832638,0.0833064516129
720.0,-253.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-348680901.461,19944191.5093,-348680901.461,-334578228.4,-362783574.523,-361373307.217,-335988495.706,2.0,397770774959000.0,3.6761913905299995e-14,82,0.00463031538307,0.16666559696,0.166665542123,0.166693548387
720.0,-357.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-349273746.921,30162180.0943,-349273746.921,-327945864.841,-370601629.001,-368468840.793,-330078653.049,2.0,909757108043000.0,3.6761913905299995e-14,123,0.00462821368884,0.166668806079,0.166667317718,0.166612903226
720.0,-460.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-380253288.65,927955.709137,-380253288.65,-379597124.875,-380909452.425,-380843836.047,-379662741.253,2.0,861101798120.0,3.6761913905299995e-14,19,0.00231513302667,0.16666559696,0.0833318832638,0.166693548387
720.0,-460.3,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-391938507.766,2522433.26193,-391938507.766,-390154878.101,-393722137.431,-393543774.464,-390333241.068,2.0,6362669560870.0,3.6761913905299995e-14,116,0.00463045386972,0.166668806079,0.166667317718,0.166693548387
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-393209332.51,4213587.77404,-393209332.51,-390229876.022,-396188788.998,-395890843.349,-390527821.67,2.0,17754321929500.0,3.6761913905299995e-14,53,0.00231408219101,0.166668806079,0.166665542123,0.0833064516129
720.0,-357.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-431703666.323,15219576.9939,-431703666.323,-420941800.223,-442465532.422,-441389345.812,-422017986.833,2.0,231635523874000.0,3.6761913905299995e-14,75,0.00462807526919,0.16666559696,0.166665542123,0.166612903226
720.0,-253.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-482319336.926,11686558.8963,-482319336.926,-474055691.882,-490582981.971,-489756617.466,-474882056.387,2.0,136575658838000.0,3.6761913905299995e-14,34,0.00231513302667,0.16666559696,0.0833318832638,0.166693548387
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-498402131.134,8948381.71035,-498402131.134,-492074669.746,-504729592.522,-504096846.383,-492707415.885,2.0,80073535234100.0,0.0,49,0.000578514384402,0.0833344030397,0.0833318832638,0.0833064516129
720.0,-563.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-504511657.799,3794289.12297,-504511657.799,-501828690.23,-507194625.367,-506926328.611,-502096986.987,2.0,14396629948700.0,3.6761913905299995e-14,12,0.00231513302667,0.16666559696,0.0833318832638,0.166693548387
720.0,-563.7,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-505963608.489,13226066.8283,-505963608.489,-496611366.947,-515315850.032,-514380625.878,-497546591.101,2.0,174928843745000.0,3.6761913905299995e-14,109,0.00463045386972,0.166668806079,0.166667317718,0.166693548387
720.0,-460.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-515266177.419,7309858.68357,-515266177.419,-510097326.774,-520435028.064,-519918142.999,-510614211.839,2.0,53434033973800.0,3.6761913905299995e-14,68,0.00463031538307,0.16666559696,0.166665542123,0.166693548387
720.0,-150.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-545112391.001,11364079.7395,-545112391.001,-537076773.155,-553148008.846,-552344447.062,-537880334.939,2.0,129142308326000.0,3.6761913905299995e-14,90,0.00463031538307,0.16666559696,0.166665542123,0.166693548387
720.0,-253.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-546731540.58,613248.971938,-546731540.58,-546297908.073,-547165173.086,-547121809.836,-546341271.324,2.0,376074301583.0,3.6761913905299995e-14,131,0.0046303647128,0.16666559696,0.166667317718,0.166693548387
720.0,-667.0,-8971.4,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-592184022.734,13207704.3685,-592184022.734,-582844765.411,-601523280.057,-600589354.325,-583778691.143,2.0,174443454685000.0,3.6761913905299995e-14,102,0.00231410684442,0.166668806079,0.166667317718,0.0833064516129
720.0,-357.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-618401396.191,786289.342914,-618401396.191,-617845405.665,-618957386.718,-618901787.665,-617901004.718,2.0,618250930780.0,3.6761913905299995e-14,124,0.00462812457505,0.16666559696,0.166667317718,0.166612903226
720.0,-357.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-623779504.998,13635790.1033,-623779504.998,-614137545.349,-633421464.646,-632457268.682,-615101741.314,2.0,185934771740000.0,3.6761913905299995e-14,27,0.00231401298166,0.16666559696,0.0833318832638,0.166612903226
720.0,-667.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-629329443.546,10035390.9588,-629329443.546,-622233350.547,-636425536.544,-635715927.245,-622942959.847,2.0,100709071695000.0,3.6761913905299995e-14,5,0.00115700649083,0.16666559696,0.0833318832638,0.0833064516129
720.0,-253.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-643489310.991,27525536.8478,-643489310.991,-624025817.23,-662952804.751,-661006455.375,-625972166.606,2.0,757655178758000.0,3.6761913905299995e-14,83,0.00463031538307,0.16666559696,0.166665542123,0.166693548387
720.0,-150.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-644115621.327,14604783.0925,-644115621.327,-633788480.165,-654442762.49,-653410048.374,-634821194.281,2.0,213299689180000.0,0.0,42,0.00115758880209,0.0833344030397,0.0833318832638,0.166693548387
720.0,-563.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-652315789.549,18952989.3344,-652315789.549,-638914002.266,-665717576.831,-664377398.102,-640254180.995,2.0,359215804710000.0,3.6761913905299995e-14,61,0.00463031538307,0.16666559696,0.166665542123,0.166693548387
720.0,-150.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-730229985.332,4970856.55604,-730229985.332,-726715058.953,-733744911.712,-733393419.074,-727066551.591,2.0,24709414900700.0,3.6761913905299995e-14,139,0.0046303647128,0.16666559696,0.166667317718,0.166693548387
720.0,-357.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-740490447.564,14107145.682,-740490447.564,-730515189.189,-750465705.939,-749468180.102,-731512715.027,2.0,199011559292000.0,3.6761913905299995e-14,76,0.00462807526919,0.16666559696,0.166665542123,0.166612903226
720.0,-460.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-744579164.303,5561959.87993,-744579164.303,-740646264.755,-748512063.85,-748118773.896,-741039554.71,2.0,30935397705900.0,3.6761913905299995e-14,20,0.00231513302667,0.16666559696,0.0833318832638,0.166693548387
720.0,-667.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-746313239.22,22170700.8879,-746313239.22,-730636186.279,-761990292.162,-760422586.867,-732203891.573,2.0,491539977859000.0,3.6761913905299995e-14,54,0.00231403763459,0.16666559696,0.166665542123,0.0833064516129
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-755921203.557,6559772.98951,-755921203.557,-751282743.593,-760559663.521,-760095817.524,-751746589.589,2.0,43030621673900.0,0.0,98,0.00115704109551,0.0833344030397,0.166665542123,0.0833064516129
720.0,-460.3,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-763622520.968,48246800.5283,-763622520.968,-729506881.144,-797738160.792,-794326596.81,-732918445.126,2.0,2327753761210000.0,3.6761913905299995e-14,117,0.0046303647128,0.16666559696,0.166667317718,0.166693548387
720.0,-253.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-767457640.441,36410784.3234,-767457640.441,-741711327.938,-793203952.945,-790629321.694,-744285959.188,2.0,1325745215040000.0,0.0,35,0.00115758880209,0.0833344030397,0.0833318832638,0.166693548387
720.0,-253.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-825466165.894,10182806.2894,-825466165.894,-818265834.515,-832666497.272,-831946464.134,-818985867.653,2.0,103689543927000.0,3.6761913905299995e-14,132,0.0046303647128,0.16666559696,0.166667317718,0.166693548387
720.0,-563.7,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-834461211.262,3638289.07853,-834461211.262,-831888552.383,-837033870.142,-836776604.254,-832145818.271,2.0,13237147419000.0,3.6761913905299995e-14,110,0.0046303647128,0.16666559696,0.166667317718,0.166693548387
720.0,-563.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-857204220.318,53784961.5011,-857204220.318,-819172509.315,-895235931.322,-891432760.221,-822975680.415,2.0,2892822083670000.0,3.6761913905299995e-14,13,0.00231513302667,0.16666559696,0.0833318832638,0.166693548387
720.0,-150.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-862404067.74,48967417.5278,-862404067.74,-827778874.749,-897029260.731,-893566741.432,-831241394.048,2.0,2397807979340000.0,0.0,91,0.00231520226952,0.0833344030397,0.166665542123,0.166693548387
720.0,-460.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-875293107.997,27072553.2073,-875293107.997,-856149922.04,-894436293.954,-892521975.358,-858064240.635,2.0,732923137163000.0,3.6761913905299995e-14,69,0.00463031538307,0.16666559696,0.166665542123,0.166693548387
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-904339201.743,1725132.34402,-904339201.743,-903119348.965,-905559054.522,-905437069.244,-903241334.242,2.0,2976081604380.0,0.0,147,0.00115705342221,0.0833344030397,0.166667317718,0.0833064516129
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-931388371.729,41721040.1529,-931388371.729,-901887141.318,-960889602.139,-957939479.098,-904837264.359,2.0,1740645191440000.0,0.0,28,0.0011570287688,0.0833344030397,0.0833318832638,0.166612903226
720.0,-357.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-939408106.747,3946616.29294,-939408106.747,-936617427.603,-942198785.89,-941919717.976,-936896495.517,2.0,15575780163700.0,3.6761913905299995e-14,125,0.00462812457505,0.16666559696,0.166667317718,0.166612903226
720.0,-667.0,-6374.6,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-943405619.017,6724497.3138,-943405619.017,-938650681.366,-948160556.667,-947685062.902,-939126175.131,2.0,45218864123300.0,3.6761913905299995e-14,103,0.00231406228753,0.16666559696,0.166667317718,0.0833064516129
720.0,-667.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-949701846.259,16316052.7059,-949701846.259,-938164654.749,-961239037.77,-960085318.619,-939318373.9,2.0,266213575902000.0,3.6761913905299995e-14,6,0.00115700649083,0.16666559696,0.0833318832638,0.0833064516129
720.0,-253.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-968734361.251,49710377.5448,-968734361.251,-933583816.193,-1003884906.31,-1000369851.8,-937098870.699,2.0,2471121635650000.0,0.0,84,0.00231520226952,0.0833344030397,0.166665542123,0.166693548387
720.0,-563.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-983579655.143,33964347.0554,-983579655.143,-959563235.021,-1007596075.26,-1005194433.25,-961964877.034,2.0,1153576870900000.0,3.6761913905299995e-14,62,0.00463031538307,0.16666559696,0.166665542123,0.166693548387
720.0,-150.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1015277415.49,911236.306918,-1015277415.49,-1014633074.11,-1015921756.86,-1015857322.72,-1014697508.25,2.0,830351607046.0,0.0,140,0.00231522693486,0.0833344030397,0.166667317718,0.166693548387
720.0,-460.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1032106634.51,58197777.0067,-1032106634.51,-990954591.738,-1073258677.28,-1069143473.0,-995069796.015,2.0,3386981248520000.0,0.0,21,0.00115758880209,0.0833344030397,0.0833318832638,0.166693548387
720.0,-460.3,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1057983328.62,17256655.886,-1057983328.62,-1045781030.22,-1070185627.02,-1068965397.18,-1047001260.06,2.0,297792172367000.0,3.6761913905299995e-14,118,0.0046303647128,0.16666559696,0.166667317718,0.166693548387
720.0,-357.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1079170656.49,24484866.3573,-1079170656.49,-1061857241.45,-1096484071.53,-1094752730.03,-1063588582.96,2.0,599508680536000.0,0.0,77,0.00231408219101,0.0833344030397,0.166665542123,0.166612903226
720.0,-667.0,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1089802425.28,10922200.9376,-1089802425.28,-1082079262.93,-1097525587.63,-1096753271.4,-1082851579.17,2.0,119294473321000.0,3.6761913905299995e-14,55,0.00231403763459,0.16666559696,0.166665542123,0.0833064516129
720.0,-563.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1134629510.1,5765347.46811,-1134629510.1,-1130552793.81,-1138706226.39,-1138298554.76,-1130960465.44,2.0,33239231428100.0,0.0,14,0.00115758880209,0.0833344030397,0.0833318832638,0.166693548387
720.0,-253.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1167499493.48,16157854.1991,-1167499493.48,-1156074165.2,-1178924821.75,-1177782288.92,-1157216698.03,2.0,261076252319000.0,0.0,133,0.00231522693486,0.0833344030397,0.166667317718,0.166693548387
720.0,-563.7,-3777.9,-1e+200,-1e+200,-1e+200,-1e+200,938656.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1193759986.15,35310528.003,-1193759986.15,-1168791672.35,-1218728299.94,-1216231468.56,-1171288503.73,2.0,1246833387850000.0,3.6761913905299995e-14,111,0.0046303647128,0.16666559696,0.166667317718,0.166693548387
720.0,-460.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,469328.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1203496797.86,10613156.3157,-1203496797.86,-1195992163.06,-1211001432.66,-1210250969.18,-1196742626.54,2.0,112639086982000.0,0.0,70,0.00231520226952,0.0833344030397,0.166665542123,0.166693548387
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1238841214.01,6324999.24411,-1238841214.01,-1234368764.15,-1243313663.87,-1242866418.88,-1234816009.14,2.0,40005615438000.0,0.0,7,0.000578514384402,0.0833344030397,0.0833318832638,0.0833064516129
