npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight
1280.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2056177729.05,35304603.2507,2056177729.05,2081141853.41,2031213604.68,2033710017.12,2078645440.98,2.0,1246415010690000.0,70,1.21200144652e-13,0.124987287705,0.250004767044,0.25,0.00781185443652
1280.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2052936487.46,781567.172465,2052936487.46,2053489138.91,2052383836.01,2052439101.16,2053433873.76,2.0,610847245075.0,100,1.21200144652e-13,0.124987287705,0.250004767044,0.125,0.00390592721826
1280.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2037064555.56,89655443.6572,2037064555.56,2100460527.74,1973668583.38,1980008180.6,2094120930.52,2.0,8038098577370000.0,45,1.21200144652e-13,0.124987287705,0.249995232956,0.25,0.00781155652656
1280.0,-800.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2019769339.03,36159581.9335,2019769339.03,2045338024.62,1994200653.44,1996757522.0,2042781156.06,2.0,1307515365600000.0,32,1.21200144652e-13,0.25,0.249995232956,0.25,0.0156247020597
1280.0,-1000.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2018112187.88,36546105.8499,2018112187.88,2043954187.15,1992270188.61,1994854388.53,2041369987.22,2.0,1335617852790000.0,26,1.21200144652e-13,0.124987287705,0.249995232956,0.125,0.00390577826328
1280.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2015581545.64,10702191.9631,2015581545.64,2023149138.15,2008013953.13,2008770712.38,2022392378.9,2.0,114536912816000.0,20,1.21200144652e-13,0.124987287705,0.124992849434,0.25,0.0039056293083
1280.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2008185043.38,1104006.60207,2008185043.38,2008965693.93,2007404392.82,2007482457.88,2008887628.87,2.0,1218830577410.0,39,1.21200144652e-13,0.25,0.249995232956,0.25,0.0156247020597
1280.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1999996983.47,55593892.7079,1999996983.47,2039307802.0,1960686164.94,1964617246.8,2035376720.14,2.0,3090680906420000.0,125,1.21200144652e-13,0.124987287705,0.125002383522,0.125,0.00195296360913
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1999867825.4,11020578.2503,1999867825.4,2007660551.01,1992075099.78,1992854372.35,2006881278.45,2.0,121453144970000.0,27,1.21200144652e-13,0.25,0.249995232956,0.125,0.00781235102987
1280.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1999752284.05,36588585.9212,1999752284.05,2025624321.27,1973880246.83,1976467450.56,2023037117.55,2.0,1338724619710000.0,63,1.21200144652e-13,0.250025424591,0.250004767044,0.25,0.0156268870075
1280.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1995504623.71,15272920.8232,1995504623.71,2006304209.59,1984705037.83,1985784996.41,2005224251.0,2.0,233262110473000.0,33,1.21200144652e-13,0.250025424591,0.249995232956,0.25,0.0156262910664
1280.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1990891426.73,19724210.5561,1990891426.73,2004838549.77,1976944303.69,1978339016.0,2003443837.46,2.0,389044482062000.0,94,1.21200144652e-13,0.25,0.250004767044,0.25,0.0156252979403
1280.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1988765158.11,53921616.2388,1988765158.11,2026893498.6,1950636817.61,1954449651.66,2023080664.55,2.0,2907540697810000.0,119,1.21200144652e-13,0.25,0.125002383522,0.25,0.00781264897013
1280.0,-800.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1977575014.53,25983357.9886,1977575014.53,1995948023.16,1959202005.89,1961039306.76,1994110722.3,2.0,675134892365000.0,57,1.21200144652e-13,0.25,0.250004767044,0.25,0.0156252979403
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1966106399.28,23837067.375,1966106399.28,1982961751.27,1949251047.3,1950936582.5,1981276216.07,2.0,568205781042000.0,52,1.21200144652e-13,0.25,0.250004767044,0.125,0.00781264897013
1280.0,-1000.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1961727732.99,8760394.83681,1961727732.99,1967922267.59,1955533198.4,1956152651.85,1967302814.13,2.0,76744517696700.0,51,1.21200144652e-13,0.124987287705,0.250004767044,0.125,0.00390592721826
1280.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1961436809.18,60738916.4977,1961436809.18,2004385708.92,1918487909.45,1922782799.42,2000090818.95,2.0,3689215977310000.0,14,1.21200144652e-13,0.25,0.124992849434,0.25,0.00781205308962
1280.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1959185609.62,8842826.25858,1959185609.62,1965438432.03,1952932787.2,1953558069.44,1964813149.79,2.0,78195576239400.0,8,1.21200144652e-13,0.250025424591,0.124992849434,0.25,0.00781284756262
1280.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1944285747.52,109144669.492,1944285747.52,2021462683.44,1867108811.59,1874826505.18,2013744989.85,2.0,1.19125588784e+16,120,1.21200144652e-13,0.124987287705,0.125002383522,0.25,0.00390592721826
1280.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1931695866.72,25687629.7486,1931695866.72,1949859763.91,1913531969.53,1915348359.25,1948043374.19,2.0,659854322103000.0,88,1.21200144652e-13,0.250025424591,0.250004767044,0.25,0.0156268870075
1280.0,-800.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1914189427.2,14768940.4049,1914189427.2,1924632645.11,1903746209.29,1904790531.08,1923588323.32,2.0,218121600683000.0,82,1.21200144652e-13,0.25,0.250004767044,0.25,0.0156252979403
1280.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1912253955.56,87764300.0966,1912253955.56,1974312687.31,1850195223.82,1856401096.99,1968106814.13,2.0,7702572371450000.0,34,1.21200144652e-13,0.25,0.249995232956,0.25,0.0156247020597
1280.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1909098497.2,25991487.9932,1909098497.2,1927477254.62,1890719739.79,1892557615.53,1925639378.87,2.0,675557448099000.0,113,1.21200144652e-13,0.250025424591,0.125002383522,0.25,0.00781344350374
1280.0,-1000.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1907918377.64,4647713.80356,1907918377.64,1911204807.59,1904631947.7,1904960590.69,1910876164.6,2.0,21601243599800.0,76,1.21200144652e-13,0.124987287705,0.250004767044,0.125,0.00390592721826
1280.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1905417263.48,10640650.4663,1905417263.48,1912941339.58,1897893187.38,1898645594.99,1912188931.97,2.0,113223442345000.0,95,1.21200144652e-13,0.124987287705,0.250004767044,0.25,0.00781185443652
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1904548757.73,23442564.5708,1904548757.73,1921125154.11,1887972361.36,1889630000.99,1919467514.47,2.0,549553833656000.0,2,1.21200144652e-13,0.25,0.124992849434,0.125,0.00390602654481
1280.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1898193588.13,36291505.7391,1898193588.13,1923855557.94,1872531618.32,1875097815.3,1921289360.96,2.0,1317073388810000.0,89,1.21200144652e-13,0.25,0.250004767044,0.25,0.0156252979403
1280.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1897726968.62,85923343.5564,1897726968.62,1958483947.51,1836969989.73,1843045687.61,1952408249.62,2.0,7382820967910000.0,64,1.21200144652e-13,0.25,0.250004767044,0.25,0.0156252979403
1280.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1879240193.7,36034035.8957,1879240193.7,1904720104.83,1853760282.56,1856308273.67,1902172113.72,2.0,1298451742930000.0,58,1.21200144652e-13,0.250025424591,0.250004767044,0.25,0.0156268870075
1280.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1875608518.12,73149286.4832,1875608518.12,1927332874.63,1823884161.61,1829056597.26,1922160438.98,2.0,5350818113000000.0,15,1.21200144652e-13,0.124987287705,0.124992849434,0.25,0.0039056293083
1280.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1870057637.26,22067740.6097,1870057637.26,1885661886.29,1854453388.23,1856013813.13,1884101461.39,2.0,486985175616000.0,40,1.21200144652e-13,0.124987287705,0.249995232956,0.25,0.00781155652656
1280.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1863370702.92,24800241.661,1863370702.92,1880907121.98,1845834283.87,1847587925.78,1879153480.07,2.0,615051986443000.0,83,1.21200144652e-13,0.250025424591,0.250004767044,0.25,0.0156268870075
1280.0,-800.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1858495844.84,7195229.02731,1858495844.84,1863583640.08,1853408049.6,1853916829.13,1863074860.55,2.0,51771320755500.0,107,1.21200144652e-13,0.25,0.125002383522,0.25,0.00781264897013
1280.0,-1000.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1847950120.08,2528323.07138,1847950120.08,1849737914.46,1846162325.69,1846341105.13,1849559135.03,2.0,6392417553280.0,101,1.21200144652e-13,0.124987287705,0.125002383522,0.125,0.00195296360913
1280.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1843308274.23,23598744.5667,1843308274.23,1859995106.54,1826621441.92,1828290125.15,1858326423.31,2.0,556900745126000.0,114,1.21200144652e-13,0.25,0.125002383522,0.25,0.00781264897013
1280.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1842101934.65,25254892.1155,1842101934.65,1859959840.13,1824244029.18,1826029819.73,1858174049.58,2.0,637809575764000.0,28,1.21200144652e-13,0.250025424591,0.249995232956,0.125,0.00781314553318
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1842087174.25,24651578.2733,1842087174.25,1859518472.41,1824655876.08,1826399005.9,1857775342.6,2.0,607700311363000.0,77,1.21200144652e-13,0.25,0.250004767044,0.125,0.00781264897013
1280.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1822721197.38,86397427.0287,1822721197.38,1883813403.91,1761628990.85,1767738211.51,1877704183.26,2.0,7464515397180000.0,108,1.21200144652e-13,0.250025424591,0.125002383522,0.25,0.00781344350374
1280.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1807873040.3,33112385.8805,1807873040.3,1831287032.9,1784459047.71,1786800446.97,1828945633.64,2.0,1096430098700000.0,65,1.21200144652e-13,0.124987287705,0.250004767044,0.25,0.00781185443652
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1798191193.93,26491317.8772,1798191193.93,1816923384.44,1779459003.42,1781332222.47,1815050165.39,2.0,701789922869000.0,102,1.21200144652e-13,0.25,0.125002383522,0.125,0.00390632448506
1280.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1776872352.44,35095953.7484,1776872352.44,1801688939.33,1752055765.56,1754537424.24,1799207280.64,2.0,1231725969510000.0,59,1.21200144652e-13,0.25,0.250004767044,0.25,0.0156252979403
1280.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1770067431.59,57090678.7847,1770067431.59,1810436637.7,1729698225.48,1733735146.09,1806399717.09,2.0,3259345604100000.0,9,1.21200144652e-13,0.25,0.124992849434,0.25,0.00781205308962
1280.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1762458606.31,55464579.1986,1762458606.31,1801677986.37,1723239226.24,1727161164.25,1797756048.37,2.0,3076319545680000.0,53,1.21200144652e-13,0.250025424591,0.250004767044,0.125,0.00781344350374
1280.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1755843487.94,90487566.7302,1755843487.94,1819827859.99,1691859115.89,1698257553.1,1813429422.78,2.0,8187999732760000.0,90,1.21200144652e-13,0.124987287705,0.250004767044,0.25,0.00781185443652
1280.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1738829668.76,19571172.2509,1738829668.76,1752668577.37,1724990760.14,1726374651.01,1751284686.51,2.0,383030783276000.0,78,1.21200144652e-13,0.250025424591,0.250004767044,0.125,0.00781344350374
1280.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1714703543.69,34326974.5864,1714703543.69,1738976380.2,1690430707.18,1692857990.83,1736549096.54,2.0,1178341184250000.0,84,1.21200144652e-13,0.25,0.250004767044,0.25,0.0156252979403
1280.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1704577983.16,27595187.557,1704577983.16,1724090727.4,1685065238.91,1687016513.33,1722139452.98,2.0,761494376304000.0,115,1.21200144652e-13,0.124987287705,0.125002383522,0.25,0.00390592721826
1280.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1692223623.03,17965328.4703,1692223623.03,1704927028.62,1679520217.44,1680790558.0,1703656688.06,2.0,322753027046000.0,3,1.21200144652e-13,0.250025424591,0.124992849434,0.125,0.00390642378131
1280.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1691277517.34,46599464.3677,1691277517.34,1724228314.59,1658326720.08,1661621799.81,1720933234.87,2.0,2171510079350000.0,103,1.21200144652e-13,0.250025424591,0.125002383522,0.125,0.00390672175187
1280.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1681460508.38,43935416.486,1681460508.38,1712527539.31,1650393477.45,1653500180.54,1709420836.22,2.0,1930320821800000.0,109,1.21200144652e-13,0.25,0.125002383522,0.25,0.00781264897013
1280.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1679292326.78,35800710.9058,1679292326.78,1704607252.23,1653977401.32,1656508893.87,1702075759.68,2.0,1281690901360000.0,29,1.21200144652e-13,0.25,0.249995232956,0.125,0.00781235102987
1280.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1666556764.21,52452241.4038,1666556764.21,1703646099.79,1629467428.62,1633176362.18,1699937166.23,2.0,2751237628280000.0,35,1.21200144652e-13,0.124987287705,0.249995232956,0.25,0.00781155652656
1280.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1627312120.32,93506879.7837,1627312120.32,1693431469.1,1561192771.54,1567804706.42,1686819534.22,2.0,8743536566890000.0,60,1.21200144652e-13,0.124987287705,0.250004767044,0.25,0.00781185443652
1280.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1604834114.7,6226709.42453,1604834114.7,1609237063.16,1600431166.24,1600871461.09,1608796768.32,2.0,38771910257500.0,54,1.21200144652e-13,0.25,0.250004767044,0.125,0.00781264897013
1280.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1598692072.0,36797359.5173,1598692072.0,1624711734.44,1572672409.55,1575274375.8,1622109768.2,2.0,1354045667450000.0,79,1.21200144652e-13,0.25,0.250004767044,0.125,0.00781264897013
1280.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1569985663.43,44752070.4405,1569985663.43,1601630155.91,1538341170.95,1541505620.2,1598465706.66,2.0,2002747808710000.0,85,1.21200144652e-13,0.124987287705,0.250004767044,0.25,0.00781185443652
1280.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1549668024.82,59167431.4464,1549668024.82,1591505716.82,1507830332.82,1512014102.02,1587321947.62,2.0,3500784943960000.0,4,1.21200144652e-13,0.25,0.124992849434,0.125,0.00390602654481
1280.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1542359600.76,2662365.32984,1542359600.76,1544242177.34,1540477024.18,1540665281.84,1544053919.68,2.0,7088189149520.0,10,1.21200144652e-13,0.124987287705,0.124992849434,0.25,0.0039056293083
1280.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1538219385.63,619106.621838,1538219385.63,1538657160.12,1537781611.14,1537825388.59,1538613382.67,2.0,383293009204.0,104,1.21200144652e-13,0.25,0.125002383522,0.125,0.00390632448506
1280.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1498876246.98,40562374.762,1498876246.98,1527558177.24,1470194316.73,1473062509.75,1524689984.21,2.0,1645306246330000.0,110,1.21200144652e-13,0.124987287705,0.125002383522,0.25,0.00390592721826
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1490207228.33,32961228.6736,1490207228.33,1513514336.64,1466900120.02,1469230830.85,1511183625.81,2.0,1086442595670000.0,30,1.21200144652e-13,0.124987287705,0.249995232956,0.125,0.00390577826328
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1445855949.67,12647685.0557,1445855949.67,1454799213.54,1436912685.8,1437807012.18,1453904887.15,2.0,159963937268000.0,5,1.21200144652e-13,0.124987287705,0.124992849434,0.125,0.00195281465415
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1341231622.8,67693645.802,1341231622.8,1389098258.79,1293364986.81,1298151650.41,1384311595.19,2.0,4582429681960000.0,55,1.21200144652e-13,0.124987287705,0.250004767044,0.125,0.00390592721826
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1300765433.92,108790562.614,1300765433.92,1377691978.48,1223838889.37,1231531543.83,1369999324.02,2.0,1.18353865139e+16,105,1.21200144652e-13,0.124987287705,0.125002383522,0.125,0.00195296360913
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1240386475.94,45377498.1496,1240386475.94,1272473212.6,1208299739.29,1211508412.95,1269264538.93,2.0,2059117338320000.0,80,1.21200144652e-13,0.124987287705,0.250004767044,0.125,0.00390592721826
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263887778913000.0,6301360.13814,-263887778913000.0,-263887774457000.0,-263887783369000.0,-263887782923000.0,-263887774903000.0,2.0,39707139590500.0,6,1.21200144652e-13,0.124987287705,0.124992849434,0.25,0.0039056293083
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263887807121000.0,8414041.95702,-263887807121000.0,-263887801171000.0,-263887813070000.0,-263887812475000.0,-263887801766000.0,2.0,70796102054600.0,31,1.21200144652e-13,0.124987287705,0.249995232956,0.25,0.00781155652656
