smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability,prefix,ProbabilityWeight
720.0,-550.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,404269070.154,4045866.35655,404269070.154,407129929.69,401408210.617,401694296.571,406843843.736,2.0,16369034575100.0,0.25,0.249994121105,0.25,2.43433201164e-13,57,0.0156246325691
720.0,-550.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,378377039.291,7529490.739,378377039.291,383701193.251,373052885.33,373585300.726,383168777.855,2.0,56693230788700.0,0.25,0.250005878895,0.25,2.43433201164e-13,62,0.0156253674309
720.0,-240.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,362194150.889,7390382.21057,362194150.889,367419940.265,356968361.512,357490940.45,366897361.328,2.0,54617749218300.0,0.25,0.124991181658,0.25,2.43433201164e-13,79,0.00781194885362
720.0,-550.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,357166919.452,10786277.7415,357166919.452,364793969.587,349539869.318,350302574.331,364031264.574,2.0,116343787516000.0,0.25,0.124991181658,0.25,2.43433201164e-13,52,0.00781194885362
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,316470462.233,13981777.5451,316470462.233,326357071.949,306583852.518,307572513.49,325368410.977,2.0,195490103321000.0,0.25,0.249994121105,0.125,2.43433201164e-13,56,0.00781231628454
720.0,-550.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,313967254.027,19601351.6351,313967254.027,327827502.688,300107005.365,301493030.231,326441477.822,2.0,384212985924000.0,0.25,0.250005878895,0.25,2.43433201164e-13,67,0.0156253674309
720.0,-240.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,311992013.719,11358053.8227,311992013.719,320023370.598,303960656.84,304763792.528,319220234.91,2.0,129005386639000.0,0.25,0.249994121105,0.25,2.43433201164e-13,84,0.0156246325691
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,262397680.195,36300206.9995,262397680.195,288065802.723,236729557.667,239296369.92,285498990.47,2.0,1317705028200000.0,0.25,0.250005878895,0.125,2.43433201164e-13,61,0.00781268371546
720.0,-240.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,254714105.261,46922957.0328,254714105.261,287893646.372,221534564.149,224852518.261,284575692.261,2.0,2201763896700000.0,0.25,0.250005878895,0.25,2.43433201164e-13,89,0.0156253674309
720.0,-550.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,235184873.366,49094740.2898,235184873.366,269900097.146,200469649.587,203941171.965,266428574.768,2.0,2410293524120000.0,0.25,0.125002939447,0.25,2.43433201164e-13,72,0.00781268371546
720.0,-240.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,205126134.269,62130150.6119,205126134.269,249058785.082,161193483.455,165586748.536,244665520.001,2.0,3860155615050000.0,0.25,0.250005878895,0.25,2.43433201164e-13,94,0.0156253674309
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,193436779.783,24219973.6668,193436779.783,210562887.402,176310672.163,178023282.925,208850276.641,2.0,586607124421000.0,0.25,0.250005878895,0.125,2.43433201164e-13,66,0.00781268371546
720.0,-395.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,186871131.951,6257331.67037,186871131.951,191295733.607,182446530.294,182888990.46,190853273.441,2.0,39154199633100.0,0.25,0.249994121105,0.25,2.43433201164e-13,83,0.0156246325691
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,180909935.872,4259970.11148,180909935.872,183922189.625,177897682.118,178198907.494,183620964.25,2.0,18147345350700.0,0.25,0.124991181658,0.125,2.43433201164e-13,51,0.00390597442681
720.0,-395.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,147792035.449,31720877.7572,147792035.449,170222083.216,125361987.681,127604992.458,167979078.439,2.0,1006214085690000.0,0.25,0.124991181658,0.25,2.43433201164e-13,78,0.00781194885362
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,138868880.129,18188111.1918,138868880.129,151729816.89,126007943.368,127294037.045,150443723.214,2.0,330807388727000.0,0.25,0.125002939447,0.125,2.43433201164e-13,71,0.00390634185773
720.0,-395.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,132533999.147,40912502.3988,132533999.147,161463507.028,103604491.265,106497442.053,158570556.24,2.0,1673832852530000.0,0.25,0.250005878895,0.25,2.43433201164e-13,88,0.0156253674309
720.0,-240.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,122778578.266,58336322.1503,122778578.266,164028587.248,81528569.2844,85653570.1826,159903586.35,2.0,3403126482030000.0,0.25,0.125002939447,0.25,2.43433201164e-13,99,0.00781268371546
720.0,-395.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,96938182.8643,57113781.5821,96938182.8643,137323725.12,56552640.6084,60591194.834,133285170.895,2.0,3261984046610000.0,0.25,0.250005878895,0.25,2.43433201164e-13,93,0.0156253674309
720.0,-550.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,50238820.8964,2657029.03836,50238820.8964,52117624.1472,48360017.6455,48547897.9706,51929743.8221,2.0,7059803310680.0,0.25,0.249994121105,0.25,2.43433201164e-13,82,0.0156246325691
720.0,-395.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,42195486.0256,6290113.39312,42195486.0256,46643267.8603,37747704.1909,38192482.3743,46198489.6768,2.0,39565526498300.0,0.25,0.125002939447,0.25,2.43433201164e-13,98,0.00781268371546
720.0,-550.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-4203710.16503,2207449.79309,-4203710.16503,-2642807.44721,-5764612.88285,-5608522.61107,-2798897.719,2.0,4872834588990.0,0.25,0.250005878895,0.25,2.43433201164e-13,87,0.0156253674309
720.0,-240.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-44844303.8493,37842258.7188,-44844303.8493,-18085786.0938,-71602821.6048,-68926969.8293,-20761637.8694,2.0,1432036544940000.0,0.12499839544,0.249994121105,0.25,0.0,109,0.00781221600193
720.0,-240.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-45178124.3014,87932791.1553,-45178124.3014,16999748.6132,-107355997.216,-101138209.925,10781961.3217,2.0,7732175760360000.0,0.12499839544,0.124991181658,0.25,0.0,104,0.00390592428786
720.0,-550.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-75937082.4407,2993754.27331,-75937082.4407,-73820178.4929,-78053986.3886,-77842295.9938,-74031868.8876,2.0,8962564648960.0,0.25,0.124991181658,0.25,2.43433201164e-13,77,0.00781194885362
720.0,-550.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-76611768.5768,7278829.16067,-76611768.5768,-71464859.1182,-81758678.0354,-81243987.0896,-71979550.0641,2.0,52981353950200.0,0.25,0.250005878895,0.25,2.43433201164e-13,92,0.0156253674309
720.0,-550.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-81065370.9451,25509066.8788,-81065370.9451,-63027736.7733,-99103005.1168,-97299241.6996,-64831500.1905,2.0,650712493028000.0,0.25,0.125002939447,0.25,2.43433201164e-13,97,0.00781268371546
720.0,-705.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-94672896.2947,39537672.7127,-94672896.2947,-66715539.8073,-122630252.782,-119834517.133,-69511275.456,2.0,1563227563540000.0,0.25,0.249994121105,0.125,2.43433201164e-13,81,0.00781231628454
720.0,-240.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-101784375.858,7021209.38107,-101784375.858,-96819631.0927,-106749120.624,-106252646.147,-97316105.5693,2.0,49297381172800.0,0.12499839544,0.250005878895,0.25,0.0,114,0.00781258342813
720.0,-240.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-115622642.352,25285416.0684,-115622642.352,-97743153.1851,-133502131.519,-131714182.603,-99531102.1018,2.0,639352265753000.0,0.12499839544,0.250005878895,0.25,0.0,119,0.00781258342813
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-175430617.396,31180540.7175,-175430617.396,-153382645.613,-197478589.178,-195273792.0,-155587442.791,2.0,972226119436000.0,0.12499839544,0.249994121105,0.25,0.0,108,0.00781221600193
720.0,-705.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-190240279.136,51729208.1832,-190240279.136,-153662205.244,-226818353.027,-223160545.638,-157320012.633,2.0,2675910979260000.0,0.25,0.250005878895,0.125,2.43433201164e-13,86,0.00781268371546
720.0,-705.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-200378243.289,60524821.6059,-200378243.289,-157580731.502,-243175755.077,-238896003.898,-161860482.681,2.0,3663254030420000.0,0.25,0.124991181658,0.125,2.43433201164e-13,76,0.00390597442681
720.0,-240.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-207653600.231,81225332.6282,-207653600.231,-150218616.725,-265088583.736,-259345085.386,-155962115.076,2.0,6597554660570000.0,0.12499839544,0.125002939447,0.25,0.0,124,0.00390629171407
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-221480963.343,2739519.76025,-221480963.343,-219543830.343,-223418096.343,-223224383.043,-219737543.643,2.0,7504968516790.0,0.12499839544,0.124991181658,0.25,0.0,103,0.00390592428786
720.0,-705.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-228713486.803,36297616.5296,-228713486.803,-203047196.014,-254379777.592,-251813148.513,-205613825.093,2.0,1317516965730000.0,0.25,0.250005878895,0.125,2.43433201164e-13,91,0.00781268371546
720.0,-705.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-242841100.106,31275521.2188,-242841100.106,-220725966.967,-264956233.245,-262744719.931,-222937480.281,2.0,978158227511000.0,0.25,0.125002939447,0.125,2.43433201164e-13,96,0.00390634185773
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-253176063.421,64294859.0758,-253176063.421,-207712732.573,-298639394.269,-294093061.184,-212259065.658,2.0,4133828903570000.0,0.12499839544,0.250005878895,0.25,0.0,113,0.00781258342813
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-335905132.524,2304181.32774,-335905132.524,-334275830.282,-337534434.766,-337371504.541,-334438760.506,2.0,5309251591090.0,0.12499839544,0.250005878895,0.25,0.0,118,0.00781258342813
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-338547777.312,73127847.3256,-338547777.312,-286838580.574,-390256974.049,-385086054.375,-292009500.248,2.0,5347682054480000.0,0.12499839544,0.125002939447,0.25,0.0,123,0.00390629171407
720.0,-550.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-371768019.969,5148641.3415,-371768019.969,-368127380.762,-375408659.175,-375044595.254,-368491444.683,2.0,26508507663400.0,0.12499839544,0.249994121105,0.25,0.0,107,0.00781221600193
720.0,-550.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-410034118.9,13375495.0041,-410034118.9,-400576215.681,-419492022.119,-418546231.797,-401522006.003,2.0,178903866604000.0,0.12499839544,0.250005878895,0.25,0.0,112,0.00781258342813
720.0,-550.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-412784731.682,4279500.25937,-412784731.682,-409758668.029,-415810795.336,-415508188.97,-410061274.394,2.0,18314122469900.0,0.12499839544,0.124991181658,0.25,0.0,102,0.00390592428786
720.0,-550.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-518388024.606,10855965.8994,-518388024.606,-510711697.502,-526064351.709,-525296718.999,-511479330.212,2.0,117851995608000.0,0.12499839544,0.125002939447,0.25,0.0,122,0.00390629171407
720.0,-550.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-537175307.269,23719432.9925,-537175307.269,-520403135.354,-553947479.184,-552270261.992,-522080352.545,2.0,562611501486000.0,0.12499839544,0.250005878895,0.25,0.0,117,0.00781258342813
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-557805700.959,64453307.0186,-557805700.959,-512230330.496,-603381071.422,-598823534.375,-516787867.542,2.0,4154228785640000.0,0.12499839544,0.124991181658,0.125,0.0,101,0.00195296214393
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-597895762.089,15521666.2867,-597895762.089,-586920286.603,-608871237.576,-607773690.027,-588017834.151,2.0,240922124315000.0,0.12499839544,0.249994121105,0.125,0.0,106,0.00390610800096
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-641369196.015,54548709.8751,-641369196.015,-602797433.357,-679940958.672,-676083782.406,-606654609.623,2.0,2975561749040000.0,0.12499839544,0.250005878895,0.125,0.0,111,0.00390629171407
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-654764539.942,34536397.8939,-654764539.942,-630343618.793,-679185461.091,-676743368.976,-632785710.908,2.0,1192762779490000.0,0.12499839544,0.125002939447,0.125,0.0,121,0.00195314585703
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-756111011.735,619313.600538,-756111011.735,-755673090.889,-756548932.582,-756505140.497,-755716882.973,2.0,383549335811.0,0.12499839544,0.250005878895,0.125,0.0,116,0.00390629171407
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1574730972.19,0.0,-1574730972.19,-1574730972.19,-1574730972.19,-1574730972.19,-1574730972.19,2.0,0.0,0.12500160456,0.124991181658,0.125,2.43433201164e-13,1,0.00195301228288
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1625688062.3,0.0,-1625688062.3,-1625688062.3,-1625688062.3,-1625688062.3,-1625688062.3,2.0,0.0,0.12500160456,0.249994121105,0.125,2.43433201164e-13,6,0.00390620828358
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1676649945.89,0.0,-1676649945.89,-1676649945.89,-1676649945.89,-1676649945.89,-1676649945.89,2.0,0.0,0.12500160456,0.250005878895,0.125,2.43433201164e-13,11,0.00390639200139
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1727611829.49,0.0,-1727611829.49,-1727611829.49,-1727611829.49,-1727611829.49,-1727611829.49,2.0,0.0,0.12500160456,0.250005878895,0.125,2.43433201164e-13,16,0.00390639200139
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1778573713.08,0.0,-1778573713.08,-1778573713.08,-1778573713.08,-1778573713.08,-1778573713.08,2.0,0.0,0.12500160456,0.125002939447,0.125,2.43433201164e-13,21,0.0019531960007
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2005901114.35,29302433.9993,-2005901114.35,-1985181164.56,-2026621064.14,-2024549069.16,-1987253159.54,2.0,858632638284000.0,0.25,0.124991181658,0.25,2.43433201164e-13,53,0.00781194885362
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2060185692.38,3318706.68006,-2060185692.38,-2057839012.38,-2062532372.38,-2062297704.38,-2058073680.38,2.0,11013814028300.0,0.25,0.249994121105,0.25,2.43433201164e-13,58,0.0156246325691
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2104983204.66,21963434.4647,-2104983204.66,-2089452711.22,-2120513698.11,-2118960648.77,-2091005760.56,2.0,482392453484000.0,0.25,0.250005878895,0.25,2.43433201164e-13,63,0.0156253674309
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2137873002.51,20742047.0517,-2137873002.51,-2123206160.39,-2152539844.64,-2151073160.43,-2124672844.6,2.0,430232515895000.0,0.25,0.250005878895,0.25,2.43433201164e-13,68,0.0156253674309
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2203188831.89,654843.645394,-2203188831.89,-2202725787.51,-2203651876.27,-2203605571.83,-2202772091.94,2.0,428820199913.0,0.25,0.125002939447,0.25,2.43433201164e-13,73,0.00781268371546
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2394833555.55,9536922.27325,-2394833555.55,-2388089933.14,-2401577177.96,-2400902815.72,-2388764295.38,2.0,90952886446100.0,0.12499839544,0.124991181658,0.125,0.0,105,0.00195296214393
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2429714588.29,77748568.4917,-2429714588.29,-2374738048.28,-2484691128.3,-2479193474.3,-2380235702.28,2.0,6044839902510000.0,0.12499839544,0.249994121105,0.125,0.0,110,0.00390610800096
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2529004574.93,20442964.813,-2529004574.93,-2514549215.88,-2543459933.98,-2542014398.07,-2515994751.79,2.0,417914810346000.0,0.12499839544,0.250005878895,0.125,0.0,120,0.00390629171407
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2549833771.05,8410219.73092,-2549833771.05,-2543886847.65,-2555780694.45,-2555186002.11,-2544481539.99,2.0,70731795922400.0,0.12499839544,0.250005878895,0.125,0.0,115,0.00390629171407
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2583425992.28,30426544.0711,-2583425992.28,-2561911176.64,-2604940807.92,-2602789326.36,-2564062658.2,2.0,925774584109000.0,0.12499839544,0.125002939447,0.125,0.0,125,0.00195314585703
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268672377489000.0,24587062.4583,-268672377489000.0,-268672360104000.0,-268672394875000.0,-268672393137000.0,-268672361842000.0,2.0,604523640330000.0,0.25,0.124991181658,0.25,2.43433201164e-13,28,0.00781194885362
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-268672452398000.0,11091407.341,-268672452398000.0,-268672444555000.0,-268672460241000.0,-268672459457000.0,-268672445340000.0,2.0,123019316805000.0,0.25,0.249994121105,0.25,2.43433201164e-13,33,0.0156246325691
