npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-meoh_capacity,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-70069886.2022,26754062.7307,-70069886.2022,-51151907.021,-88987865.3834,-87096067.4652,-53043704.9391,2.0,715779872601000.0,0.00389857524251,0.124974348451,2.85069050095e-13,15,0.249579831933,0.12499008153
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-81736503.4374,46725760.7232,-81736503.4374,-48696401.1739,-114776605.701,-111472595.474,-52000411.4003,2.0,2183296715160000.0,0.0077975758657,0.124974348451,2.85069050095e-13,40,0.249579831933,0.249993800956
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-106084389.721,39863125.1153,-106084389.721,-77896903.6323,-134271875.809,-131453127.2,-80715652.2411,2.0,1589068743960000.0,0.00779796257541,0.124974348451,2.85069050095e-13,65,0.249579831933,0.250006199044
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-135804665.978,9360433.05324,-135804665.978,-129185840.291,-142423491.665,-141761609.096,-129847722.86,2.0,87617706944100.0,0.00779796257541,0.124974348451,2.85069050095e-13,90,0.249579831933,0.250006199044
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-143842010.092,15288371.1848,-143842010.092,-133031499.154,-154652521.03,-153571469.937,-134112550.248,2.0,233734293484000.0,0.00782447404289,0.249982898967,2.85069050095e-13,19,0.250420168067,0.12499008153
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-162695439.284,6159598.56212,-162695439.284,-158339945.371,-167050933.197,-166615383.805,-158775494.763,2.0,37940654446500.0,0.0156498018285,0.249982898967,2.85069050095e-13,44,0.250420168067,0.249993800956
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-210942981.136,63366119.8378,-210942981.136,-166136368.101,-255749594.171,-251268932.867,-170617029.405,2.0,4015265143290000.0,0.00389900062319,0.124974348451,2.85069050095e-13,115,0.249579831933,0.125003719426
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-214191695.383,26022696.0062,-214191695.383,-195790870.572,-232592520.193,-230752437.712,-197630953.053,2.0,677180707433000.0,0.0077975758657,0.124974348451,2.85069050095e-13,35,0.249579831933,0.249993800956
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-223014821.732,13200982.0715,-223014821.732,-213680317.791,-232349325.674,-231415875.279,-214613768.186,2.0,174265927653000.0,0.00389857524251,0.124974348451,2.85069050095e-13,10,0.249579831933,0.12499008153
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-224169208.933,16508297.2318,-224169208.933,-212496080.014,-235842337.851,-234675024.959,-213663392.906,2.0,272523877494000.0,0.0156505779582,0.249982898967,2.85069050095e-13,69,0.250420168067,0.250006199044
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-247754736.119,26918157.1954,-247754736.119,-228720724.629,-266788747.609,-264885346.46,-230624125.778,2.0,724587186798000.0,0.00779796257541,0.124974348451,2.85069050095e-13,60,0.249579831933,0.250006199044
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-253637769.178,9704040.298,-253637769.178,-246775976.479,-260499561.878,-259813382.608,-247462155.749,2.0,94168398105200.0,0.0156505779582,0.249982898967,2.85069050095e-13,94,0.250420168067,0.250006199044
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-260741624.567,1688944.25147,-260741624.567,-259547360.633,-261935888.5,-261816462.106,-259666787.027,2.0,2852532684560.0,0.0155972857149,0.249982898967,2.85069050095e-13,39,0.249579831933,0.249993800956
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-288028574.318,23435193.2414,-288028574.318,-271457390.259,-304599758.378,-302942639.972,-273114508.665,2.0,549208282261000.0,0.00779796257541,0.124974348451,2.85069050095e-13,85,0.249579831933,0.250006199044
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-298782073.237,19127966.6466,-298782073.237,-285256558.311,-312307588.163,-310955036.671,-286609109.804,2.0,365879108033000.0,0.00779821741859,0.249982898967,2.85069050095e-13,14,0.249579831933,0.12499008153
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-319223948.029,19284667.4955,-319223948.029,-305587628.87,-332860267.188,-331496635.273,-306951260.786,2.0,371898400414000.0,0.00782532778557,0.249982898967,2.85069050095e-13,119,0.250420168067,0.125003719426
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-329333466.348,5820780.75079,-329333466.348,-325217552.807,-333449379.889,-333037788.535,-325629144.161,2.0,33881488548800.0,0.0155980592402,0.249982898967,2.85069050095e-13,64,0.249579831933,0.250006199044
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-332837290.394,4929606.48528,-332837290.394,-329351532.22,-336323048.568,-335974472.751,-329700108.037,2.0,24301020099700.0,0.00391191516495,0.124974348451,2.85069050095e-13,30,0.125210084034,0.249993800956
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-350864532.204,39626935.9898,-350864532.204,-322844057.048,-378885007.36,-376082959.845,-325646104.564,2.0,1570294055940000.0,0.00389900062319,0.124974348451,2.85069050095e-13,110,0.249579831933,0.125003719426
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-372937236.05,14517441.6067,-372937236.05,-362671854.644,-383202617.455,-382176079.315,-363698392.785,2.0,210756110803000.0,0.0155980592402,0.249982898967,2.85069050095e-13,89,0.249579831933,0.250006199044
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-385401732.812,3561836.84598,-385401732.812,-382883133.825,-387920331.799,-387668471.901,-383134993.724,2.0,12686681717400.0,0.0155972857149,0.249982898967,2.85069050095e-13,34,0.249579831933,0.249993800956
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-396732625.526,31654801.4262,-396732625.526,-374349300.781,-419115950.272,-416877617.797,-376587633.255,2.0,1002026453330000.0,0.00195585087924,0.124974348451,2.85069050095e-13,5,0.125210084034,0.12499008153
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-419836534.066,38702888.7885,-419836534.066,-392469458.953,-447203609.18,-444466901.669,-395206166.464,2.0,1497913600580000.0,0.00391210917083,0.124974348451,2.85069050095e-13,55,0.125210084034,0.250006199044
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-425931475.211,5692219.58781,-425931475.211,-421906468.14,-429956482.282,-429553981.574,-422308968.848,2.0,32401363835800.0,0.00391210917083,0.124974348451,2.85069050095e-13,80,0.125210084034,0.250006199044
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-426830561.869,17806856.3017,-426830561.869,-414239213.027,-439421910.712,-438162775.827,-415498347.911,2.0,317084131351000.0,0.00779906829636,0.249982898967,2.85069050095e-13,114,0.249579831933,0.125003719426
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-442595110.28,5425639.4579,-442595110.28,-438758603.827,-446431616.733,-446047966.087,-439142254.472,2.0,29437563527100.0,0.00779821741859,0.249982898967,2.85069050095e-13,9,0.249579831933,0.12499008153
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-450853626.139,27938857.9693,-450853626.139,-431097870.21,-470609382.067,-468633806.474,-433073445.803,2.0,780579784630000.0,0.0155980592402,0.249982898967,2.85069050095e-13,59,0.249579831933,0.250006199044
769.0,-472.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-486458556.965,9953449.67493,-486458556.965,-479420405.204,-493496708.726,-492792893.55,-480124220.38,2.0,99071160431400.0,0.00779928435215,0.250017101033,2.85069050095e-13,13,0.249579831933,0.12499008153
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-497429821.055,12876462.5945,-497429821.055,-488324787.037,-506534855.073,-505624351.671,-489235290.438,2.0,165803288948000.0,0.00195606428571,0.124974348451,2.85069050095e-13,105,0.125210084034,0.125003719426
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-499348243.946,26643953.4125,-499348243.946,-480508123.811,-518188364.082,-516304352.068,-482392135.824,2.0,709900253446000.0,0.0155980592402,0.249982898967,2.85069050095e-13,84,0.249579831933,0.250006199044
769.0,-472.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-517425667.954,12151469.1861,-517425667.954,-508833281.691,-526018054.217,-525158815.591,-509692520.318,2.0,147658203382000.0,0.0155994196985,0.250017101033,2.85069050095e-13,38,0.249579831933,0.249993800956
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-555296487.848,18952367.3919,-555296487.848,-541895140.346,-568697835.351,-567357700.601,-543235275.096,2.0,359192229759000.0,0.00779906829636,0.249982898967,2.85069050095e-13,109,0.249579831933,0.125003719426
769.0,-472.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-560077956.692,4885584.62166,-560077956.692,-556623326.676,-563532586.708,-563187123.706,-556968789.677,2.0,23868937095400.0,0.0156001933296,0.250017101033,2.85069050095e-13,63,0.249579831933,0.250006199044
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-566876288.904,438299.297401,-566876288.904,-566566364.499,-567186213.31,-567155220.869,-566597356.94,2.0,192106274102.0,0.00782528897909,0.249982898967,2.85069050095e-13,54,0.125210084034,0.250006199044
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-568708669.954,52146468.0637,-568708669.954,-531835548.771,-605581791.137,-601894479.018,-535522860.889,2.0,2719254131510000.0,0.00782490091423,0.249982898967,2.85069050095e-13,29,0.125210084034,0.249993800956
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590290160.963,11750457.8216,-590290160.963,-581981332.556,-598598989.371,-597768106.53,-582812215.396,2.0,138073259018000.0,0.00391223702145,0.249982898967,2.85069050095e-13,4,0.125210084034,0.12499008153
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614793402.608,861763.110646,-614793402.608,-614184044.069,-615402761.147,-615341825.293,-614244979.923,2.0,742635658870.0,0.0155994196985,0.250017101033,2.85069050095e-13,33,0.249579831933,0.249993800956
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-632712074.275,9246027.76161,-632712074.275,-626174145.346,-639250003.205,-638596210.312,-626827938.239,2.0,85489029368400.0,0.00779928435215,0.250017101033,2.85069050095e-13,8,0.249579831933,0.12499008153
769.0,-472.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-634717080.073,9550856.15056,-634717080.073,-627963604.923,-641470555.224,-640795207.708,-628638952.438,2.0,91218853208600.0,0.0156001933296,0.250017101033,2.85069050095e-13,88,0.249579831933,0.250006199044
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-636096817.323,27086574.4289,-636096817.323,-616943716.865,-655249917.78,-653334607.735,-618859026.911,2.0,733682514294000.0,0.00782528897909,0.249982898967,2.85069050095e-13,79,0.125210084034,0.250006199044
769.0,-472.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-665724829.025,6088246.40913,-665724829.025,-661419788.703,-670029869.346,-669599365.314,-661850292.736,2.0,37066744338300.0,0.00780013534634,0.250017101033,2.85069050095e-13,113,0.249579831933,0.125003719426
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-671834893.924,32386548.1827,-671834893.924,-648934146.085,-694735641.763,-692445566.979,-651224220.869,2.0,1048888503190000.0,0.0156001933296,0.250017101033,2.85069050095e-13,58,0.249579831933,0.250006199044
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-681365246.186,37011156.8024,-681365246.186,-655194406.232,-707536086.141,-704919002.145,-657811490.227,2.0,1369825727850000.0,0.00391266389279,0.249982898967,2.85069050095e-13,104,0.125210084034,0.125003719426
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-704955703.984,17346353.9497,-704955703.984,-692689979.477,-717221428.491,-715994856.04,-693916551.928,2.0,300895995350000.0,0.0156001933296,0.250017101033,2.85069050095e-13,83,0.249579831933,0.250006199044
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-734341268.549,4641016.03042,-734341268.549,-731059574.642,-737622962.455,-737294793.065,-731387744.033,2.0,21539029794600.0,0.00782597149857,0.250017101033,2.85069050095e-13,28,0.125210084034,0.249993800956
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-777636238.06,5752002.74537,-777636238.06,-773568957.913,-781703518.206,-781296790.192,-773975685.928,2.0,33085535582700.0,0.00780013534634,0.250017101033,2.85069050095e-13,108,0.249579831933,0.125003719426
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-780473138.994,507997.764577,-780473138.994,-780113930.33,-780832347.658,-780796426.792,-780149851.196,2.0,258061728815.0,0.00391277228441,0.250017101033,2.85069050095e-13,3,0.125210084034,0.12499008153
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-783443498.754,17099911.4652,-783443498.754,-771352035.399,-795534962.109,-794325815.773,-772561181.735,2.0,292406972116000.0,0.00782635961652,0.250017101033,2.85069050095e-13,53,0.125210084034,0.250006199044
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-815079908.524,2960445.24532,-815079908.524,-812986557.615,-817173259.432,-816963924.341,-813195892.706,2.0,8764236050540.0,0.00782635961652,0.250017101033,2.85069050095e-13,78,0.125210084034,0.250006199044
769.0,-620.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-823763095.408,4738597.45368,-823763095.408,-820412401.015,-827113789.8,-826778720.361,-820747470.454,2.0,22454305828000.0,0.00779928435215,0.250017101033,2.85069050095e-13,7,0.249579831933,0.12499008153
769.0,-620.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-856790115.171,482526.65301,-856790115.171,-856448917.302,-857131313.039,-857097193.253,-856483037.089,2.0,232831970865.0,0.0155994196985,0.250017101033,2.85069050095e-13,32,0.249579831933,0.249993800956
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-869590769.803,14977675.3612,-869590769.803,-858999953.988,-880181585.617,-879122504.035,-860059035.57,2.0,224330759224000.0,0.00391319921416,0.250017101033,2.85069050095e-13,103,0.125210084034,0.125003719426
769.0,-620.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-903375297.46,2264161.00654,-903375297.46,-901774293.858,-904976301.061,-904816200.701,-901934394.219,2.0,5126425063510.0,0.0156001933296,0.250017101033,2.85069050095e-13,57,0.249579831933,0.250006199044
769.0,-620.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-953799380.313,8325458.51865,-953799380.313,-947912392.138,-959686368.488,-959097669.67,-948501090.955,2.0,69313259545800.0,0.0156001933296,0.250017101033,2.85069050095e-13,82,0.249579831933,0.250006199044
769.0,-769.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-957771437.755,1784344.86722,-957771437.755,-956509715.4,-959033160.111,-958906987.875,-956635887.635,2.0,3183886605170.0,0.00782597149857,0.250017101033,2.85069050095e-13,27,0.125210084034,0.249993800956
769.0,-769.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-973668791.955,396898.825968,-973668791.955,-973388142.104,-973949441.806,-973921376.821,-973416207.089,2.0,157528678055.0,0.00391277228441,0.250017101033,2.85069050095e-13,2,0.125210084034,0.12499008153
769.0,-620.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-989084098.64,1206725.73438,-989084098.64,-988230814.69,-989937382.59,-989852054.195,-988316143.085,2.0,1456186998020.0,0.00780013534634,0.250017101033,2.85069050095e-13,107,0.249579831933,0.125003719426
769.0,-769.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-997618559.561,582833.672258,-997618559.561,-997206433.919,-998030685.203,-997989472.639,-997247646.483,2.0,339695089518.0,0.00782635961652,0.250017101033,2.85069050095e-13,52,0.125210084034,0.250006199044
769.0,-769.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-1040121318.77,2735000.25324,-1040121318.77,-1038187381.54,-1042055255.99,-1041861862.27,-1038380775.26,2.0,7480226385230.0,0.00782635961652,0.250017101033,2.85069050095e-13,77,0.125210084034,0.250006199044
769.0,-769.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-1092029351.18,6685604.20041,-1092029351.18,-1087301915.11,-1096756787.24,-1096284043.64,-1087774658.72,2.0,44697303524600.0,0.00391319921416,0.250017101033,2.85069050095e-13,102,0.125210084034,0.125003719426
769.0,-769.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-1157967834.68,922265.95325,-1157967834.68,-1157315694.17,-1158619975.18,-1158554761.13,-1157380908.22,2.0,850574488523.0,0.00195638614221,0.125008550516,2.85069050095e-13,1,0.125210084034,0.12499008153
769.0,-769.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-1197182118.81,27449.2216778,-1197182118.81,-1197162709.28,-1197201528.34,-1197199587.39,-1197164650.24,2.0,753459770.715,0.00391298574928,0.125008550516,2.85069050095e-13,26,0.125210084034,0.249993800956
769.0,-769.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-1241251153.14,41043.4526282,-1241251153.14,-1241222131.03,-1241280175.24,-1241277273.03,-1241225033.24,2.0,1684565003.64,0.00391317980826,0.125008550516,2.85069050095e-13,51,0.125210084034,0.250006199044
769.0,-769.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-1285528981.54,189307.634031,-1285528981.54,-1285395120.83,-1285662842.25,-1285649456.18,-1285408506.9,2.0,35837380302.3,0.00391317980826,0.125008550516,2.85069050095e-13,76,0.125210084034,0.250006199044
769.0,-769.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-1329886367.55,163732.093967,-1329886367.55,-1329770591.47,-1330002143.62,-1329990566.01,-1329782169.08,2.0,26808198594.7,0.00195659960708,0.125008550516,2.85069050095e-13,101,0.125210084034,0.125003719426
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180568087580000.0,7114648.28329,-180568087580000.0,-180568082549000.0,-180568092610000.0,-180568092107000.0,-180568083052000.0,2.0,50618220195000.0,0.00389964217608,0.125008550516,2.85069050095e-13,6,0.249579831933,0.12499008153
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180568130175000.0,6408921.15583,-180568130175000.0,-180568125644000.0,-180568134707000.0,-180568134254000.0,-180568126097000.0,2.0,41074270381600.0,0.00779970984924,0.125008550516,2.85069050095e-13,31,0.249579831933,0.249993800956
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180568172995000.0,5480033.58099,-180568172995000.0,-180568169120000.0,-180568176870000.0,-180568176482000.0,-180568169507000.0,2.0,30030768048800.0,0.00780009666478,0.125008550516,2.85069050095e-13,56,0.249579831933,0.250006199044
