npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,PointProbability,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1915288563.46,66193442.3931,1915288563.46,1962094395.44,1868482731.47,1873163314.67,1957413812.25,2.0,4381571815840000.0,0.00781207099292,0.124993135887,1.17734560967e-13,77,0.25,0.25
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1901401559.88,15343353.8118,1901401559.88,1912250949.41,1890552170.35,1891637109.31,1911166010.45,2.0,235418506194000.0,0.0156253254536,0.250005207258,1.17734560967e-13,92,0.25,0.25
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1896109865.49,61485920.8758,1896109865.49,1939586977.09,1852632753.9,1856980465.06,1935239265.93,2.0,3780518465940000.0,0.00390633136341,0.125002603629,1.17734560967e-13,123,0.125,0.25
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1891942016.01,14650825.8936,1891942016.01,1902301714.35,1881582317.67,1882618287.5,1901265744.51,2.0,214646699363000.0,0.00390633136341,0.125002603629,1.17734560967e-13,71,0.25,0.125
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1883754975.84,31717571.815,1883754975.84,1906182685.96,1861327265.73,1863570036.74,1903939914.95,2.0,1006004361840000.0,0.00781233727318,0.249994792742,1.17734560967e-13,108,0.125,0.25
1280.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1882494700.46,67288873.9365,1882494700.46,1930075119.52,1834914281.4,1839672323.31,1925317077.61,2.0,4527792555650000.0,0.00390603549646,0.124993135887,1.17734560967e-13,51,0.25,0.125
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1868358955.57,57780.1792904,1868358955.57,1868399812.33,1868318098.82,1868322184.49,1868395726.66,2.0,3338549118.83,0.00781263314013,0.250004260484,1.17734560967e-13,113,0.125,0.25
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1799980118.63,20651383.8156,1799980118.63,1814582852.17,1785377385.09,1786837658.45,1813122578.81,2.0,426479653500000.0,0.00781263314013,0.250004260484,1.17734560967e-13,86,0.25,0.125
1280.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1781207008.48,51093335.6175,1781207008.48,1817335452.57,1745078564.39,1748691408.8,1813722608.16,2.0,2610528944530000.0,0.00781266272682,0.125002603629,1.17734560967e-13,97,0.25,0.25
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1774513513.18,112759305.909,1774513513.18,1854246383.03,1694780643.33,1702753930.32,1846273096.05,2.0,1.27146610691e+16,0.00781233727318,0.249994792742,1.17734560967e-13,81,0.25,0.125
1280.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1772697592.36,23377044.5899,1772697592.36,1789227659.11,1756167525.6,1757820532.28,1787574652.44,2.0,546486213757000.0,0.00781266272682,0.250005207258,1.17734560967e-13,118,0.125,0.25
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1762486600.83,4819119.83156,1762486600.83,1765894233.14,1759078968.52,1759419731.75,1765553469.91,2.0,23223915950900.0,0.00390603549646,0.124993135887,1.17734560967e-13,102,0.125,0.25
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1754133933.23,30088369.3036,1754133933.23,1775409623.2,1732858243.26,1734985812.25,1773282054.2,2.0,905309967348000.0,0.00781263314013,0.250004260484,1.17734560967e-13,112,0.125,0.25
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1753849399.19,67907143.7702,1753849399.19,1801867001.04,1705831797.34,1710633557.53,1797065240.86,2.0,4611380175030000.0,0.00781266272682,0.250005207258,1.17734560967e-13,91,0.25,0.125
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1753332862.37,2588721.50776,1753332862.37,1755163364.9,1751502359.84,1751685410.09,1754980314.65,2.0,6701479044760.0,0.00781233727318,0.249994792742,1.17734560967e-13,107,0.125,0.25
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1723189090.2,35401563.8143,1723189090.2,1748221776.03,1698156404.36,1700659672.94,1745718507.45,2.0,1253270720500000.0,0.00390603549646,0.124993135887,1.17734560967e-13,76,0.25,0.125
1280.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1660975295.59,13709686.7839,1660975295.59,1670669508.08,1651281083.1,1652250504.35,1669700086.84,2.0,187955511711000.0,0.00390633136341,0.125002603629,1.17734560967e-13,96,0.25,0.125
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1641136106.23,84823242.1732,1641136106.23,1701115195.97,1581157016.49,1587154925.46,1695117287.0,2.0,7194982412770000.0,0.00781266272682,0.250005207258,1.17734560967e-13,117,0.125,0.25
1280.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1606498035.4,63784623.9071,1606498035.4,1651600575.5,1561395495.3,1565905749.31,1647090321.49,2.0,4068478246970000.0,0.00390633136341,0.125002603629,1.17734560967e-13,122,0.125,0.25
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1578054378.94,101667294.975,1578054378.94,1649944012.64,1506164745.23,1513353708.6,1642755049.27,2.0,1.03362388674e+16,0.00390616863659,0.249994792742,1.17734560967e-13,106,0.125,0.125
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1547487017.05,30672045.2996,1547487017.05,1569175428.27,1525798605.82,1527967446.94,1567006587.15,2.0,940774362864000.0,0.00195301774823,0.124993135887,1.17734560967e-13,101,0.125,0.125
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1533510001.87,110223122.007,1533510001.87,1611449518.88,1455570484.85,1463364436.55,1603655567.18,2.0,1.21491366249e+16,0.00390631657006,0.250004260484,1.17734560967e-13,111,0.125,0.125
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1522510233.01,11719232.7879,1522510233.01,1530796981.99,1514223484.04,1515052158.94,1529968307.09,2.0,137340417137000.0,0.00390633136341,0.250005207258,1.17734560967e-13,116,0.125,0.125
1280.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1362888789.5,66578327.9599,1362888789.5,1409966776.68,1315810802.32,1320518601.04,1405258977.97,2.0,4432673753930000.0,0.00195316568171,0.125002603629,1.17734560967e-13,121,0.125,0.125
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171396107764.0,21688347.7782,-171396107764.0,-171380771786.0,-171411443741.0,-171409910144.0,-171382305384.0,2.0,470384429347000.0,0.00781207099292,0.124993135887,1.17734560967e-13,79,0.25,0.25
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171424435356.0,60465803.5282,-171424435356.0,-171381679577.0,-171467191136.0,-171462915558.0,-171385955155.0,2.0,3656113396310000.0,0.00195301774823,0.124993135887,1.17734560967e-13,105,0.125,0.125
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171453717679.0,86927714.5319,-171453717679.0,-171392250502.0,-171515184855.0,-171509038137.0,-171398397220.0,2.0,7556427553730000.0,0.00390616863659,0.249994792742,1.17734560967e-13,110,0.125,0.125
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171482600063.0,45284748.98,-171482600063.0,-171450578910.0,-171514621216.0,-171511419101.0,-171453781026.0,2.0,2050708490180000.0,0.00781207099292,0.124993135887,1.17734560967e-13,27,0.25,0.25
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171505873520.0,32957001.8582,-171505873520.0,-171482569401.0,-171529177640.0,-171526847228.0,-171484899813.0,2.0,1086163971480000.0,0.0156252662803,0.250004260484,1.17734560967e-13,89,0.25,0.25
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171508811143.0,27680411.5917,-171508811143.0,-171489238136.0,-171528384149.0,-171526426849.0,-171491195437.0,2.0,766205185885000.0,0.00195301774823,0.124993135887,1.17734560967e-13,1,0.125,0.125
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171522209057.0,61066050.7106,-171522209057.0,-171479028839.0,-171565389276.0,-171561071254.0,-171483346861.0,2.0,3729062549390000.0,0.00781207099292,0.124993135887,1.17734560967e-13,53,0.25,0.25
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171533880028.0,30354539.4812,-171533880028.0,-171512416127.0,-171555343929.0,-171553197539.0,-171514562517.0,2.0,921398067117000.0,0.0156246745464,0.249994792742,1.17734560967e-13,32,0.25,0.25
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171534843135.0,88992223.0489,-171534843135.0,-171471916130.0,-171597770139.0,-171591477439.0,-171478208831.0,2.0,7919615763190000.0,0.0156246745464,0.249994792742,1.17734560967e-13,58,0.25,0.25
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171559351645.0,1547064.56481,-171559351645.0,-171558257705.0,-171560445584.0,-171560336191.0,-171558367099.0,2.0,2393408767690.0,0.00390616863659,0.249994792742,1.17734560967e-13,6,0.125,0.125
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171565516786.0,103521633.942,-171565516786.0,-171492315937.0,-171638717635.0,-171631397550.0,-171499636021.0,2.0,1.0716728694e+16,0.00390631657006,0.250004260484,1.17734560967e-13,115,0.125,0.125
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171596486832.0,38027996.9528,-171596486832.0,-171569596978.0,-171623376687.0,-171620687701.0,-171572285963.0,2.0,1446128552240000.0,0.0156252662803,0.250004260484,1.17734560967e-13,37,0.25,0.25
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171596727188.0,19323076.2883,-171596727188.0,-171583063710.0,-171610390667.0,-171609024319.0,-171584430058.0,2.0,373381277243000.0,0.0156246745464,0.249994792742,1.17734560967e-13,84,0.25,0.25
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171605186432.0,14090278.581,-171605186432.0,-171595223101.0,-171615149764.0,-171614153431.0,-171596219434.0,2.0,198535950489000.0,0.00390631657006,0.250004260484,1.17734560967e-13,11,0.125,0.125
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171614676702.0,130277699.601,-171614676702.0,-171522556457.0,-171706796947.0,-171697584923.0,-171531768482.0,2.0,1.69722790133e+16,0.00390633136341,0.250005207258,1.17734560967e-13,120,0.125,0.125
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171615980817.0,19171336.4756,-171615980817.0,-171602424635.0,-171629536999.0,-171628181381.0,-171603780253.0,2.0,367540142261000.0,0.0156252662803,0.250004260484,1.17734560967e-13,63,0.25,0.25
1280.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171619122242.0,95048282.8946,-171619122242.0,-171551912956.0,-171686331527.0,-171679610599.0,-171558633885.0,2.0,9034176081210000.0,0.00195316568171,0.125002603629,1.17734560967e-13,125,0.125,0.125
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171622249982.0,29442229.3071,-171622249982.0,-171601431182.0,-171643068782.0,-171640986902.0,-171603513062.0,2.0,866844866570000.0,0.0156253254536,0.250005207258,1.17734560967e-13,94,0.25,0.25
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171625468165.0,5728538.59203,-171625468165.0,-171621417477.0,-171629518854.0,-171629113785.0,-171621822546.0,2.0,32816154400300.0,0.0156253254536,0.250005207258,1.17734560967e-13,68,0.25,0.25
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171680769873.0,16773131.0258,-171680769873.0,-171668909478.0,-171692630267.0,-171691444228.0,-171670095518.0,2.0,281337924410000.0,0.0156253254536,0.250005207258,1.17734560967e-13,42,0.25,0.25
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171686140549.0,31131516.2508,-171686140549.0,-171664127243.0,-171708153856.0,-171705952525.0,-171666328574.0,2.0,969171304074000.0,0.00390633136341,0.250005207258,1.17734560967e-13,16,0.125,0.125
1280.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171707707112.0,39155589.5869,-171707707112.0,-171680019929.0,-171735394295.0,-171732625576.0,-171682788647.0,2.0,1533160195900000.0,0.00781266272682,0.125002603629,1.17734560967e-13,99,0.25,0.25
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171741245754.0,9123268.86576,-171741245754.0,-171734794629.0,-171747696879.0,-171747051767.0,-171735439741.0,2.0,83234034797000.0,0.00195316568171,0.125002603629,1.17734560967e-13,21,0.125,0.125
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171746761746.0,23666410.6417,-171746761746.0,-171730027067.0,-171763496426.0,-171761822958.0,-171731700535.0,2.0,560098992663000.0,0.00781266272682,0.125002603629,1.17734560967e-13,47,0.25,0.25
1280.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171752478494.0,17070004.6707,-171752478494.0,-171740408178.0,-171764548810.0,-171763341779.0,-171741615210.0,2.0,291385059457000.0,0.00781266272682,0.125002603629,1.17734560967e-13,73,0.25,0.25
