smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-191541547082000.0,6805931.27416,-191541547082000.0,-191541542270000.0,-191541551895000.0,-191541551414000.0,-191541542751000.0,2.0,46320700508600.0,0.199998716352,0.1,150,0.0999952969395,0.0,0.00199989310292
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-191541993561000.0,883657.997808,-191541993561000.0,-191541992936000.0,-191541994186000.0,-191541994124000.0,-191541992999000.0,2.0,780851457091.0,0.100002567295,0.2,2,0.0999952969395,1.2171516948100001e-13,0.00199995728228
720.0,-333.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-362413365245000.0,3549036.55186,-362413365245000.0,-362413362735000.0,-362413367754000.0,-362413367503000.0,-362413362986000.0,2.0,12595660446400.0,0.200001925471,0.2,70,0.100001175765,1.2171516948100001e-13,0.00400008554049
720.0,-209.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-362414797177000.0,2914915.60906,-362414797177000.0,-362414795116000.0,-362414799238000.0,-362414799032000.0,-362414795322000.0,2.0,8496733007920.0,0.199998716352,0.2,107,0.100001175765,1.2171516948100001e-13,0.00400002135735
720.0,-85.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-362416210754000.0,1689351.72775,-362416210754000.0,-362416209559000.0,-362416211948000.0,-362416211829000.0,-362416209678000.0,2.0,2853909260050.0,0.199998716352,0.1,144,0.100001175765,0.0,0.00200001067868
720.0,-457.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-362418080022000.0,381797.975473,-362418080022000.0,-362418079752000.0,-362418080292000.0,-362418080265000.0,-362418079779000.0,2.0,145769694075.0,0.100002567295,0.2,33,0.100001175765,1.2171516948100001e-13,0.00200007486181
720.0,-333.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-366546357737000.0,1296445.81185,-366546357737000.0,-366546356820000.0,-366546358653000.0,-366546358562000.0,-366546356911000.0,2.0,1680771743060.0,0.200001925471,0.2,64,0.20000235153,1.2171516948100001e-13,0.00800017108097
720.0,-209.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-366547782396000.0,1759333.1578,-366547782396000.0,-366547781152000.0,-366547783640000.0,-366547783516000.0,-366547781276000.0,2.0,3095253160150.0,0.199998716352,0.2,101,0.20000235153,1.2171516948100001e-13,0.0080000427147
720.0,-85.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-366549204145000.0,10354774.5207,-366549204145000.0,-366549196823000.0,-366549211467000.0,-366549210735000.0,-366549197555000.0,2.0,107221355375000.0,0.199998716352,0.1,138,0.20000235153,0.0,0.00400002135735
720.0,-457.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-366551071681000.0,157196.466584,-366551071681000.0,-366551071570000.0,-366551071792000.0,-366551071781000.0,-366551071581000.0,2.0,24710729106.4,0.100002567295,0.2,27,0.20000235153,1.2171516948100001e-13,0.00400014972362
720.0,-333.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-370679348998000.0,5134530.82207,-370679348998000.0,-370679345367000.0,-370679352628000.0,-370679352265000.0,-370679345730000.0,2.0,26363406762800.0,0.200001925471,0.2,58,0.20000235153,1.2171516948100001e-13,0.00800017108097
720.0,-209.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-370680771662000.0,2628910.05214,-370680771662000.0,-370680769803000.0,-370680773521000.0,-370680773335000.0,-370680769989000.0,2.0,6911168062260.0,0.199998716352,0.2,95,0.20000235153,1.2171516948100001e-13,0.0080000427147
720.0,-85.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-370682188588000.0,1598942.38053,-370682188588000.0,-370682187458000.0,-370682189719000.0,-370682189606000.0,-370682187571000.0,2.0,2556616736260.0,0.199998716352,0.1,132,0.20000235153,0.0,0.00400002135735
720.0,-457.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-370684061911000.0,5917823.40919,-370684061911000.0,-370684057726000.0,-370684066095000.0,-370684065677000.0,-370684058144000.0,2.0,35020633902300.0,0.100002567295,0.2,21,0.20000235153,1.2171516948100001e-13,0.00400014972362
720.0,-333.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-374812334284000.0,846099.22563,-374812334284000.0,-374812333686000.0,-374812334882000.0,-374812334823000.0,-374812333746000.0,2.0,715883899612.0,0.200001925471,0.2,52,0.20000235153,1.2171516948100001e-13,0.00800017108097
720.0,-209.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-374813761073000.0,940667.067828,-374813761073000.0,-374813760408000.0,-374813761738000.0,-374813761671000.0,-374813760474000.0,2.0,884854532496.0,0.199998716352,0.2,89,0.20000235153,1.2171516948100001e-13,0.0080000427147
720.0,-85.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-374815179464000.0,4143570.78443,-374815179464000.0,-374815176534000.0,-374815182393000.0,-374815182100000.0,-374815176827000.0,2.0,17169178845600.0,0.199998716352,0.1,126,0.20000235153,0.0,0.00400002135735
720.0,-457.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-374817052501000.0,1640688.28551,-374817052501000.0,-374817051341000.0,-374817053661000.0,-374817053545000.0,-374817051457000.0,2.0,2691858050220.0,0.100002567295,0.2,15,0.20000235153,1.2171516948100001e-13,0.00400014972362
720.0,-333.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-378945325503000.0,3847985.38904,-378945325503000.0,-378945322782000.0,-378945328224000.0,-378945327952000.0,-378945323055000.0,2.0,14806991554300.0,0.200001925471,0.2,46,0.199996472705,1.2171516948100001e-13,0.00799993592568
720.0,-209.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-378946749648000.0,1336882.81799,-378946749648000.0,-378946748702000.0,-378946750593000.0,-378946750498000.0,-378946748797000.0,2.0,1787255669030.0,0.199998716352,0.2,83,0.199996472705,1.2171516948100001e-13,0.00799980756319
720.0,-85.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-378948172736000.0,1368322.8626,-378948172736000.0,-378948171768000.0,-378948173703000.0,-378948173607000.0,-378948171865000.0,2.0,1872307456330.0,0.199998716352,0.1,120,0.199996472705,0.0,0.00399990378159
720.0,-457.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-378950041964000.0,1855530.48339,-378950041964000.0,-378950040652000.0,-378950043276000.0,-378950043145000.0,-378950040783000.0,2.0,3442993374770.0,0.100002567295,0.2,9,0.199996472705,1.2171516948100001e-13,0.00400003214409
720.0,-333.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-383078075753000.0,3267452.40107,-383078075753000.0,-383078073442000.0,-383078078063000.0,-383078077832000.0,-383078073673000.0,2.0,10676245193300.0,0.200001925471,0.2,40,0.0999952969395,1.2171516948100001e-13,0.0039998503852
720.0,-209.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-383079499494000.0,10898566.5939,-383079499494000.0,-383079491787000.0,-383079507200000.0,-383079506430000.0,-383079492558000.0,2.0,118778753801000.0,0.199998716352,0.2,77,0.0999952969395,1.2171516948100001e-13,0.00399978620583
720.0,-85.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-383080929017000.0,2641642.26104,-383080929017000.0,-383080927149000.0,-383080930884000.0,-383080930698000.0,-383080927335000.0,2.0,6978273835310.0,0.199998716352,0.1,114,0.0999952969395,0.0,0.00199989310292
720.0,-457.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-383082789291000.0,2131255.85675,-383082789291000.0,-383082787784000.0,-383082790798000.0,-383082790647000.0,-383082787934000.0,2.0,4542251526920.0,0.100002567295,0.2,3,0.0999952969395,1.2171516948100001e-13,0.00199995728228
720.0,-209.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-553954157943000.0,3830380.55151,-553954157943000.0,-553954155234000.0,-553954160651000.0,-553954160380000.0,-553954155505000.0,2.0,14671815169400.0,0.200001925471,0.2,71,0.100001175765,1.2171516948100001e-13,0.00400008554049
720.0,-85.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-553955582926000.0,2959472.2193,-553955582926000.0,-553955580834000.0,-553955585019000.0,-553955584810000.0,-553955581043000.0,2.0,8758475816810.0,0.199998716352,0.1,108,0.100001175765,0.0,0.00200001067868
720.0,-333.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-553958874483000.0,2473348.90257,-553958874483000.0,-553958872734000.0,-553958876232000.0,-553958876057000.0,-553958872909000.0,2.0,6117454793860.0,0.100002567295,0.2,34,0.100001175765,1.2171516948100001e-13,0.00200007486181
720.0,-209.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-558087145919000.0,1580870.98511,-558087145919000.0,-558087144801000.0,-558087147037000.0,-558087146925000.0,-558087144913000.0,2.0,2499153071550.0,0.200001925471,0.2,65,0.20000235153,1.2171516948100001e-13,0.00800017108097
720.0,-85.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-558088570023000.0,2064105.32869,-558088570023000.0,-558088568563000.0,-558088571482000.0,-558088571336000.0,-558088568709000.0,2.0,4260530807930.0,0.199998716352,0.1,102,0.20000235153,0.0,0.00400002135735
720.0,-333.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-558091869325000.0,1975551.29708,-558091869325000.0,-558091867928000.0,-558091870722000.0,-558091870582000.0,-558091868068000.0,2.0,3902802927410.0,0.100002567295,0.2,28,0.20000235153,1.2171516948100001e-13,0.00400014972362
720.0,-209.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-562220142722000.0,333088.659686,-562220142722000.0,-562220142486000.0,-562220142957000.0,-562220142934000.0,-562220142510000.0,2.0,110948055211.0,0.200001925471,0.2,59,0.20000235153,1.2171516948100001e-13,0.00800017108097
720.0,-85.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-562221549026000.0,776485.093353,-562221549026000.0,-562221548477000.0,-562221549575000.0,-562221549520000.0,-562221548532000.0,2.0,602929100199.0,0.199998716352,0.1,96,0.20000235153,0.0,0.00400002135735
720.0,-333.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-562224857469000.0,2717194.49929,-562224857469000.0,-562224855548000.0,-562224859391000.0,-562224859198000.0,-562224855740000.0,2.0,7383145946970.0,0.100002567295,0.2,22,0.20000235153,1.2171516948100001e-13,0.00400014972362
720.0,-209.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-566353131204000.0,5403191.27062,-566353131204000.0,-566353127384000.0,-566353135025000.0,-566353134643000.0,-566353127766000.0,2.0,29194475906900.0,0.200001925471,0.2,53,0.20000235153,1.2171516948100001e-13,0.00800017108097
720.0,-85.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-566354553280000.0,3268396.38862,-566354553280000.0,-566354550969000.0,-566354555591000.0,-566354555360000.0,-566354551200000.0,2.0,10682414953200.0,0.199998716352,0.1,90,0.20000235153,0.0,0.00400002135735
720.0,-333.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-566357847067000.0,3741263.79549,-566357847067000.0,-566357844422000.0,-566357849713000.0,-566357849448000.0,-566357844686000.0,2.0,13997054787500.0,0.100002567295,0.2,16,0.20000235153,1.2171516948100001e-13,0.00400014972362
720.0,-209.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-570486123467000.0,1328934.89357,-570486123467000.0,-570486122528000.0,-570486124407000.0,-570486124313000.0,-570486122622000.0,2.0,1766067951350.0,0.200001925471,0.2,47,0.199996472705,1.2171516948100001e-13,0.00799993592568
720.0,-85.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-570487543319000.0,3723665.14514,-570487543319000.0,-570487540686000.0,-570487545952000.0,-570487545689000.0,-570487540950000.0,2.0,13865682113200.0,0.199998716352,0.1,84,0.199996472705,0.0,0.00399990378159
720.0,-333.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-570490837754000.0,1600110.25577,-570490837754000.0,-570490836622000.0,-570490838885000.0,-570490838772000.0,-570490836736000.0,2.0,2560352830620.0,0.100002567295,0.2,10,0.199996472705,1.2171516948100001e-13,0.00400003214409
720.0,-209.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-574618872909000.0,1989899.86369,-574618872909000.0,-574618871502000.0,-574618874316000.0,-574618874176000.0,-574618871643000.0,2.0,3959701467530.0,0.200001925471,0.2,41,0.0999952969395,1.2171516948100001e-13,0.0039998503852
720.0,-85.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-574620289341000.0,699686.491013,-574620289341000.0,-574620288846000.0,-574620289836000.0,-574620289786000.0,-574620288896000.0,2.0,489561185706.0,0.199998716352,0.1,78,0.0999952969395,0.0,0.00199989310292
720.0,-333.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-574623585649000.0,1104851.3404,-574623585649000.0,-574623584868000.0,-574623586430000.0,-574623586352000.0,-574623584946000.0,2.0,1220696484380.0,0.100002567295,0.2,4,0.0999952969395,1.2171516948100001e-13,0.00199995728228
720.0,-85.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-745494948579000.0,3517525.04526,-745494948579000.0,-745494946092000.0,-745494951066000.0,-745494950818000.0,-745494946341000.0,2.0,12372982444100.0,0.200001925471,0.1,72,0.100001175765,0.0,0.00200004277024
720.0,-209.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-745499673544000.0,5447989.75557,-745499673544000.0,-745499669692000.0,-745499677397000.0,-745499677011000.0,-745499670077000.0,2.0,29680592376800.0,0.100002567295,0.2,35,0.100001175765,1.2171516948100001e-13,0.00200007486181
720.0,-85.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-749627938576000.0,4475982.74293,-749627938576000.0,-749627935411000.0,-749627941741000.0,-749627941425000.0,-749627935728000.0,2.0,20034421515000.0,0.200001925471,0.1,66,0.20000235153,0.0,0.00400008554049
720.0,-209.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-749632665011000.0,1142449.18023,-749632665011000.0,-749632664203000.0,-749632665818000.0,-749632665738000.0,-749632664284000.0,2.0,1305190129400.0,0.100002567295,0.2,29,0.20000235153,1.2171516948100001e-13,0.00400014972362
720.0,-85.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-753760928441000.0,7937237.46798,-753760928441000.0,-753760922829000.0,-753760934054000.0,-753760933493000.0,-753760923390000.0,2.0,62999738623200.0,0.200001925471,0.1,60,0.20000235153,0.0,0.00400008554049
720.0,-209.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-753765656082000.0,2282869.31755,-753765656082000.0,-753765654468000.0,-753765657696000.0,-753765657535000.0,-753765654629000.0,2.0,5211492321000.0,0.100002567295,0.2,23,0.20000235153,1.2171516948100001e-13,0.00400014972362
720.0,-85.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-757893914868000.0,1355237.05612,-757893914868000.0,-757893913910000.0,-757893915827000.0,-757893915731000.0,-757893914006000.0,2.0,1836667478290.0,0.200001925471,0.1,54,0.20000235153,0.0,0.00400008554049
720.0,-209.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-757898642396000.0,2084970.19365,-757898642396000.0,-757898640921000.0,-757898643870000.0,-757898643722000.0,-757898641069000.0,2.0,4347100708400.0,0.100002567295,0.2,17,0.20000235153,1.2171516948100001e-13,0.00400014972362
720.0,-85.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-762026914747000.0,972867.473206,-762026914747000.0,-762026914059000.0,-762026915435000.0,-762026915366000.0,-762026914128000.0,2.0,946471120423.0,0.200001925471,0.1,48,0.199996472705,0.0,0.00399996796284
720.0,-209.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-762031638923000.0,69611.1270739,-762031638923000.0,-762031638874000.0,-762031638973000.0,-762031638968000.0,-762031638879000.0,2.0,4845709012.5,0.100002567295,0.2,11,0.199996472705,1.2171516948100001e-13,0.00400003214409
720.0,-85.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-766159656745000.0,1527650.63741,-766159656745000.0,-766159655665000.0,-766159657825000.0,-766159657717000.0,-766159655773000.0,2.0,2333716469990.0,0.200001925471,0.1,42,0.0999952969395,0.0,0.0019999251926
720.0,-209.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-766164383649000.0,4379682.84267,-766164383649000.0,-766164380552000.0,-766164386746000.0,-766164386436000.0,-766164380861000.0,2.0,19181621802400.0,0.100002567295,0.2,5,0.0999952969395,1.2171516948100001e-13,0.00199995728228
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-937040454619000.0,4941487.22366,-937040454619000.0,-937040451125000.0,-937040458113000.0,-937040457764000.0,-937040451474000.0,2.0,24418295981600.0,0.100002567295,0.1,36,0.100001175765,0.0,0.00100003743091
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,680416.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-941173446431000.0,397535.432383,-941173446431000.0,-941173446150000.0,-941173446712000.0,-941173446684000.0,-941173446178000.0,2.0,158034420000.0,0.100002567295,0.1,30,0.20000235153,0.0,0.00200007486181
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,510312.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-945306435262000.0,1205944.01042,-945306435262000.0,-945306434410000.0,-945306436115000.0,-945306436030000.0,-945306434495000.0,2.0,1454300956270.0,0.100002567295,0.1,24,0.20000235153,0.0,0.00200007486181
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,340208.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-949439427825000.0,9395532.42065,-949439427825000.0,-949439421181000.0,-949439434468000.0,-949439433804000.0,-949439421845000.0,2.0,88276029467500.0,0.100002567295,0.1,18,0.20000235153,0.0,0.00200007486181
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,170104.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-953572427242000.0,3865218.11163,-953572427242000.0,-953572424509000.0,-953572429975000.0,-953572429701000.0,-953572424782000.0,2.0,14939911050500.0,0.100002567295,0.1,12,0.199996472705,0.0,0.00200001607205
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-957705166514000.0,2837972.2708,-957705166514000.0,-957705164507000.0,-957705168521000.0,-957705168320000.0,-957705164708000.0,2.0,8054086609810.0,0.100002567295,0.1,6,0.0999952969395,0.0,0.00099997864114
