npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-htse_capacity,PointProbability,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity
894.0,-703.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1608378850.16,2288799.68822,1608378850.16,1609997275.94,1606760424.38,1606922266.96,1609835433.36,2.0,5238604012800.0,0.00781201926239,0.25,1.69457067906e-13,52,0.25,0.124992308198
894.0,-703.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1608050527.98,3702372.87961,1608050527.98,1610668500.95,1605432555.01,1605694352.31,1610406703.65,2.0,13707564939700.0,0.0156247016111,0.25,1.69457067906e-13,57,0.25,0.249995225778
894.0,-703.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1556956551.78,2000384.86576,1556956551.78,1558371037.49,1555542066.08,1555683514.65,1558229588.92,2.0,4001539611170.0,0.0156253646975,0.25,1.69457067906e-13,62,0.25,0.25000583516
894.0,-350.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1523070842.02,2761584.5188,1523070842.02,1525023577.16,1521118106.88,1521313380.4,1524828303.65,2.0,7626349054490.0,0.00781201926239,0.25,1.69457067906e-13,79,0.25,0.124992308198
894.0,-703.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1504560990.35,4378.40213464,1504560990.35,1504564086.35,1504557894.35,1504558203.95,1504563776.75,2.0,19170405.2526,0.0156252983889,0.25,1.69457067906e-13,67,0.25,0.250004774222
894.0,-350.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1470136607.76,1053415.54954,1470136607.76,1470881485.04,1469391730.48,1469466218.21,1470806997.31,2.0,1109684320020.0,0.0156247016111,0.25,1.69457067906e-13,84,0.25,0.249995225778
894.0,-879.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1455698956.92,1318586.19187,1455698956.92,1456631338.15,1454766575.68,1454859813.8,1456538100.03,2.0,1738669545390.0,0.00779021950017,0.124645892351,1.69457067906e-13,56,0.25,0.249995225778
894.0,-703.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1451642203.23,557755.428538,1451642203.23,1452036595.88,1451247810.58,1451287249.85,1451997156.61,2.0,311091118064.0,0.00781261604011,0.25,1.69457067906e-13,72,0.25,0.125001856642
894.0,-879.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1420799576.43,2335727.88428,1420799576.43,1422451185.45,1419147967.4,1419313128.3,1422286024.55,2.0,5455624749420.0,0.00389494444811,0.124645892351,1.69457067906e-13,51,0.25,0.124992308198
894.0,-350.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1412965410.72,1877137.48468,1412965410.72,1414292747.37,1411638074.08,1411770807.74,1414160013.7,2.0,3523645136370.0,0.0156253646975,0.25,1.69457067906e-13,89,0.25,0.25000583516
894.0,-879.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1403766594.42,1817142.37108,1403766594.42,1405051508.11,1402481680.72,1402610172.09,1404923016.74,2.0,3302006396780.0,0.00779055010413,0.124645892351,1.69457067906e-13,61,0.25,0.25000583516
894.0,-350.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1363315202.35,4716312.48595,1363315202.35,1366650138.9,1359980265.81,1360313759.47,1366316645.24,2.0,22243603465100.0,0.0156252983889,0.25,1.69457067906e-13,94,0.25,0.250004774222
894.0,-879.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1352592182.77,634525.522896,1352592182.77,1353040860.07,1352143505.47,1352188373.2,1352995992.34,2.0,402622639206.0,0.00779051704374,0.124645892351,1.69457067906e-13,66,0.25,0.250004774222
894.0,-526.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1337058754.13,992120.743155,1337058754.13,1337760289.43,1336357218.82,1336427372.35,1337690135.9,2.0,984303568997.0,0.00781201926239,0.25,1.69457067906e-13,78,0.25,0.124992308198
894.0,-526.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1331997946.39,6637725.48424,1331997946.39,1336691527.09,1327304365.68,1327773723.75,1336222169.02,2.0,44059399604200.0,0.0156247016111,0.25,1.69457067906e-13,83,0.25,0.249995225778
894.0,-350.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1307093401.66,4899916.595,1307093401.66,1310558165.91,1303628637.4,1303975113.83,1310211689.48,2.0,24009182637900.0,0.00781261604011,0.25,1.69457067906e-13,99,0.25,0.125001856642
894.0,-879.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1297174810.39,1395190.90958,1297174810.39,1298161359.34,1296188261.44,1296286916.33,1298062704.45,2.0,1946557674180.0,0.00389524199167,0.124645892351,1.69457067906e-13,71,0.25,0.125001856642
894.0,-526.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1276286151.95,3204583.5776,1276286151.95,1278552134.73,1274020169.17,1274246767.45,1278325536.45,2.0,10269355905900.0,0.0156253646975,0.25,1.69457067906e-13,88,0.25,0.25000583516
894.0,-526.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1220171751.5,7796102.07296,1220171751.5,1225684428.14,1214659074.86,1215210342.52,1225133160.48,2.0,60779207532000.0,0.0156252983889,0.25,1.69457067906e-13,93,0.25,0.250004774222
894.0,-526.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1168890956.44,5751277.21169,1168890956.44,1172957723.55,1164824189.32,1165230866.03,1172551046.84,2.0,33077189565700.0,0.00781261604011,0.25,1.69457067906e-13,98,0.25,0.125001856642
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1164017281.06,4379176.27785,1164017281.06,1167113826.31,1160920735.82,1161230390.35,1166804171.78,2.0,19177184872500.0,0.0156247016111,0.25,1.69457067906e-13,82,0.25,0.249995225778
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1146098583.89,4559112.64017,1146098583.89,1149322363.35,1142874804.43,1143197182.37,1148999985.41,2.0,20785508065800.0,0.00781201926239,0.25,1.69457067906e-13,77,0.25,0.124992308198
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1114815157.34,1333045.82118,1114815157.34,1115757763.08,1113872551.6,1113966812.18,1115663502.51,2.0,1777011161380.0,0.0156253646975,0.25,1.69457067906e-13,87,0.25,0.25000583516
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1071970797.72,3334990.49531,1071970797.72,1074328992.11,1069612603.32,1069848422.76,1074093172.67,2.0,11122161603800.0,0.0039060096312,0.25,1.69457067906e-13,104,0.125,0.124992308198
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1059467589.24,26454.2034423,1059467589.24,1059486295.18,1059448883.29,1059450753.88,1059484424.59,2.0,699824879.768,0.0156252983889,0.25,1.69457067906e-13,92,0.25,0.250004774222
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1047660459.26,1782219.35343,1047660459.26,1048920678.65,1046400239.87,1046526261.81,1048794656.71,2.0,3176305823730.0,0.00781235080557,0.25,1.69457067906e-13,109,0.125,0.249995225778
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1005285222.39,5312557.55112,1005285222.39,1009041767.86,1001528676.92,1001904331.47,1008666113.32,2.0,28223267733900.0,0.00781261604011,0.25,1.69457067906e-13,97,0.25,0.125001856642
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,994281599.93,2706689.09441,994281599.93,996195518.143,992367681.717,992559073.538,996004126.322,2.0,7326165853790.0,0.00781268234875,0.25,1.69457067906e-13,114,0.125,0.25000583516
894.0,-879.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,991208570.138,1420648.57101,991208570.138,992213120.376,990204019.9,990304474.924,992112665.352,2.0,2018242362320.0,0.00779021950017,0.124645892351,1.69457067906e-13,81,0.25,0.249995225778
894.0,-879.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,963362729.648,4765924.83236,963362729.648,966732747.415,959992711.88,960329713.657,966395745.639,2.0,22714039507700.0,0.00389494444811,0.124645892351,1.69457067906e-13,76,0.25,0.124992308198
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,954287945.53,4750450.42145,954287945.53,957647021.237,950928869.824,951264777.394,957311113.666,2.0,22566779206700.0,0.00781264919443,0.25,1.69457067906e-13,119,0.125,0.250004774222
894.0,-879.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,942952727.441,1265517.10016,942952727.441,943847583.164,942057871.718,942147357.29,943758097.592,2.0,1601533530800.0,0.00779055010413,0.124645892351,1.69457067906e-13,86,0.25,0.25000583516
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,888903780.377,2732177.33539,888903780.377,890835721.498,886971839.255,887165033.368,890642527.386,2.0,7464792992040.0,0.00390630802006,0.25,1.69457067906e-13,124,0.125,0.125001856642
894.0,-879.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,884253807.991,3323504.09757,884253807.991,886603880.276,881903735.706,882138742.935,886368873.047,2.0,11045679486600.0,0.00779051704374,0.124645892351,1.69457067906e-13,91,0.25,0.250004774222
894.0,-526.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,876306727.015,6099771.45827,876306727.015,880619916.777,871993537.253,872424856.229,880188597.8,2.0,37207211843100.0,0.00781235080557,0.25,1.69457067906e-13,108,0.125,0.249995225778
894.0,-526.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,873833354.84,6205904.68969,873833354.84,878221592.13,869445117.551,869883941.28,877782768.401,2.0,38513253017600.0,0.0039060096312,0.25,1.69457067906e-13,103,0.125,0.124992308198
894.0,-879.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,832753638.245,1056245.82444,832753638.245,833500516.83,832006759.66,832081447.518,833425828.971,2.0,1115655241660.0,0.00389524199167,0.124645892351,1.69457067906e-13,96,0.25,0.125001856642
894.0,-526.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,820103829.595,6204810.3458,820103829.595,824491293.066,815716366.123,816155112.47,824052546.719,2.0,38499671427300.0,0.00781268234875,0.25,1.69457067906e-13,113,0.125,0.25000583516
894.0,-526.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,763214358.721,2362855.42213,763214358.721,764885149.813,761543567.629,761710646.738,764718070.704,2.0,5583085745890.0,0.00781264919443,0.25,1.69457067906e-13,118,0.125,0.250004774222
894.0,-526.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,718098101.136,5998929.44326,718098101.136,722339984.825,713856217.446,714280405.815,721915796.456,2.0,35987154465300.0,0.00390630802006,0.25,1.69457067906e-13,123,0.125,0.125001856642
894.0,-703.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,695985576.267,1006202.43999,695985576.267,696697068.835,695274083.698,695345232.955,696625919.578,2.0,1012443350250.0,0.0039060096312,0.25,1.69457067906e-13,102,0.125,0.124992308198
894.0,-703.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,690559428.229,1769912.10152,690559428.229,691810945.079,689307911.38,689433063.065,691685793.394,2.0,3132588847120.0,0.00781235080557,0.25,1.69457067906e-13,107,0.125,0.249995225778
894.0,-703.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,644928726.463,1537012.39342,644928726.463,646015558.349,643841894.577,643950577.765,645906875.16,2.0,2362407097520.0,0.00781268234875,0.25,1.69457067906e-13,112,0.125,0.25000583516
894.0,-703.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,590788005.374,5832282.91042,590788005.374,594912052.17,586663958.578,587076363.258,594499647.49,2.0,34015523947200.0,0.00781264919443,0.25,1.69457067906e-13,117,0.125,0.250004774222
894.0,-703.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,539627837.479,4010699.49265,539627837.479,542463830.288,536791844.671,537075443.952,542180231.007,2.0,16085710420300.0,0.00390630802006,0.25,1.69457067906e-13,122,0.125,0.125001856642
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,512238959.489,7316922.66064,512238959.489,517412805.119,507065113.858,507582498.421,516895420.556,2.0,53537357221800.0,0.00389510975009,0.124645892351,1.69457067906e-13,106,0.125,0.249995225778
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,503302758.586,5337562.50276,503302758.586,507076985.227,499528531.946,499905954.61,506699562.563,2.0,28489573470900.0,0.00194747222405,0.124645892351,1.69457067906e-13,101,0.125,0.124992308198
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,455699370.486,5776779.92687,455699370.486,459784170.746,451614570.226,452023050.252,459375690.72,2.0,33371186323500.0,0.00389527505207,0.124645892351,1.69457067906e-13,111,0.125,0.25000583516
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,410812907.679,3424830.05161,410812907.679,413234628.233,408391187.125,408633359.181,412992456.178,2.0,11729460882400.0,0.00389525852187,0.124645892351,1.69457067906e-13,116,0.125,0.250004774222
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,349562945.127,6480208.14531,349562945.127,354145144.25,344980746.004,345438965.916,353686924.338,2.0,41993097606600.0,0.00194762099584,0.124645892351,1.69457067906e-13,121,0.125,0.125001856642
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-158486449875.0,1210.82528489,-158486449875.0,-158486449019.0,-158486450731.0,-158486450645.0,-158486449104.0,2.0,1466097.87052,0.00194747222405,0.124645892351,1.69457067906e-13,1,0.125,0.124992308198
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-158539716525.0,70.0363501217,-158539716525.0,-158539716476.0,-158539716575.0,-158539716570.0,-158539716481.0,2.0,4905.09033837,0.00389510975009,0.124645892351,1.69457067906e-13,6,0.125,0.249995225778
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-158592987903.0,734.125346833,-158592987903.0,-158592987384.0,-158592988422.0,-158592988370.0,-158592987436.0,2.0,538940.024862,0.00389527505207,0.124645892351,1.69457067906e-13,11,0.125,0.25000583516
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-158646258739.0,593.651899518,-158646258739.0,-158646258319.0,-158646259159.0,-158646259117.0,-158646258361.0,2.0,352422.577801,0.00389525852187,0.124645892351,1.69457067906e-13,16,0.125,0.250004774222
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-158699529959.0,219.100579453,-158699529959.0,-158699529804.0,-158699530114.0,-158699530099.0,-158699529820.0,2.0,48005.0639167,0.00194762099584,0.124645892351,1.69457067906e-13,21,0.125,0.125001856642
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329323418946.0,2104186.87729,-329323418946.0,-329321931061.0,-329324906831.0,-329324758042.0,-329322079850.0,2.0,4427602414550.0,0.00781201926239,0.25,1.69457067906e-13,53,0.25,0.124992308198
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329377565210.0,1966050.0576,-329377565210.0,-329376175003.0,-329378955418.0,-329378816397.0,-329376314024.0,2.0,3865352828990.0,0.0156247016111,0.25,1.69457067906e-13,58,0.25,0.249995225778
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329426839960.0,1473609.37518,-329426839960.0,-329425797961.0,-329427881959.0,-329427777759.0,-329425902161.0,2.0,2171524590610.0,0.0156253646975,0.25,1.69457067906e-13,63,0.25,0.25000583516
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329480189477.0,4067561.37722,-329480189477.0,-329477313276.0,-329483065677.0,-329482778057.0,-329477600896.0,2.0,16545055557500.0,0.0156252983889,0.25,1.69457067906e-13,68,0.25,0.250004774222
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329534704537.0,606185.437735,-329534704537.0,-329534275899.0,-329535133175.0,-329535090311.0,-329534318763.0,2.0,367460784922.0,0.00781261604011,0.25,1.69457067906e-13,73,0.25,0.125001856642
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-500121761392.0,2596131.82637,-500121761392.0,-500119925650.0,-500123597135.0,-500123413560.0,-500120109224.0,2.0,6739900459900.0,0.00195853740714,0.125354107649,1.69457067906e-13,105,0.125,0.124992308198
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-500181717550.0,1101826.28541,-500181717550.0,-500180938442.0,-500182496659.0,-500182418748.0,-500181016353.0,2.0,1214021163220.0,0.00391724105548,0.125354107649,1.69457067906e-13,110,0.125,0.249995225778
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-500223165504.0,2652921.1179,-500223165504.0,-500221289605.0,-500225041402.0,-500224853812.0,-500221477195.0,2.0,7037990457800.0,0.00391740729668,0.125354107649,1.69457067906e-13,115,0.125,0.25000583516
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-500278921075.0,3966998.64778,-500278921075.0,-500276115983.0,-500281726167.0,-500281445658.0,-500276396493.0,2.0,15737078271500.0,0.00391739067256,0.125354107649,1.69457067906e-13,120,0.125,0.250004774222
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-500333487823.0,6498980.65325,-500333487823.0,-500328892350.0,-500338083296.0,-500337623749.0,-500329351897.0,2.0,42236749531300.0,0.00195868702422,0.125354107649,1.69457067906e-13,125,0.125,0.125001856642
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260742009292000.0,22206.2465214,-260742009292000.0,-260742009276000.0,-260742009307000.0,-260742009306000.0,-260742009277000.0,2.0,493117384.57,0.0039060096312,0.25,1.69457067906e-13,2,0.125,0.124992308198
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260742060524000.0,1231178.28705,-260742060524000.0,-260742059653000.0,-260742061395000.0,-260742061308000.0,-260742059741000.0,2.0,1515799974510.0,0.00781235080557,0.25,1.69457067906e-13,7,0.125,0.249995225778
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260742113162000.0,1820128.12172,-260742113162000.0,-260742111875000.0,-260742114449000.0,-260742114320000.0,-260742112003000.0,2.0,3312866379490.0,0.00781268234875,0.25,1.69457067906e-13,12,0.125,0.25000583516
