smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight,ProbabilityWeight-meoh_capacity,prefix
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,121895029.868,347346.815818,121895029.868,122140641.157,121649418.579,121673979.708,122116080.028,2.0,120649810459.0,0.111101719985,0.111290322581,2.5733227401400003e-13,0.00137405890783,0.111128939092,113
720.0,-598.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,101557811.559,52040.2085463,101557811.559,101594609.543,101521013.574,101524693.373,101590929.745,2.0,2708183305.54,0.111114149417,0.111290322581,2.5733227401400003e-13,0.00137421262977,0.111128939092,213
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,53370687.1384,605003.740133,53370687.1384,53798489.3857,52942884.8911,52985665.1159,53755709.161,2.0,366029525575.0,0.111101719985,0.0556451612903,2.5733227401400003e-13,0.000687029453915,0.111128939092,103
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,47867368.6339,107428.707329,47867368.6339,47943332.2013,47791405.0664,47799001.4232,47935735.8446,2.0,11540927158.4,0.0555446452764,0.0556451612903,2.5733227401400003e-13,0.000343476296473,0.111128939092,3
720.0,-667.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,33637555.0237,121889.176458,33637555.0237,33723743.6869,33551366.3605,33559985.2268,33715124.8206,2.0,14856971337.6,0.111114149417,0.0556451612903,2.5733227401400003e-13,0.000687106314884,0.111128939092,203
720.0,-460.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-34366641.0205,222830.990162,-34366641.0205,-34209075.7163,-34524206.3247,-34508449.7943,-34224832.2467,2.0,49653650176.5,0.111101719985,0.111290322581,2.5733227401400003e-13,0.00137366212501,0.111096848726,134
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-94550728.6094,88284.8246341,-94550728.6094,-94488301.8113,-94613155.4076,-94606912.7278,-94494544.4911,2.0,7794210260.68,0.0555446452764,0.111290322581,2.5733227401400003e-13,0.000686754223731,0.111096848726,24
720.0,-529.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-100188762.435,214344.676399,-100188762.435,-100037197.861,-100340327.01,-100325170.552,-100052354.319,2.0,45943640300.7,0.111101719985,0.111290322581,2.5733227401400003e-13,0.00137366212501,0.111096848726,124
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-168815810.611,347590.207538,-168815810.611,-168570027.218,-169061594.004,-169037015.665,-168594605.558,2.0,120818952376.0,0.111101719985,0.111290322581,2.5733227401400003e-13,0.00137366212501,0.111096848726,114
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-174251511.352,54857.6895299,-174251511.352,-174212721.108,-174290301.596,-174286422.572,-174216600.132,2.0,3009366100.56,0.0555446452764,0.111290322581,2.5733227401400003e-13,0.000686754223731,0.111096848726,14
720.0,-598.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-189046182.129,301820.320906,-189046182.129,-188832762.934,-189259601.325,-189238259.406,-188854104.853,2.0,91095506111.8,0.111114149417,0.111290322581,2.5733227401400003e-13,0.00137381580256,0.111096848726,214
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-239069991.739,495782.664867,-239069991.739,-238719420.454,-239420563.023,-239385505.895,-238754477.583,2.0,245800450783.0,0.111101719985,0.0556451612903,2.5733227401400003e-13,0.000686831062505,0.111096848726,104
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-252717138.035,263335.251643,-252717138.035,-252530931.893,-252903344.177,-252884723.563,-252549552.507,2.0,69345454757.9,0.111101719985,0.110483870968,2.5733227401400003e-13,0.00136370805164,0.111096848726,145
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-253616068.149,59750.5307593,-253616068.149,-253573818.143,-253658318.154,-253654093.154,-253578043.144,2.0,3570125926.01,0.0555446452764,0.0556451612903,2.5733227401400003e-13,0.000343377111866,0.111096848726,4
720.0,-667.0,-11568.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-259595640.662,747469.120577,-259595640.662,-259067100.178,-260124181.146,-260071327.097,-259119954.226,2.0,558710086217.0,0.111114149417,0.0556451612903,2.5733227401400003e-13,0.000686907901279,0.111096848726,204
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-313528702.768,199350.676633,-313528702.768,-313387740.553,-313669664.983,-313655568.762,-313401836.774,2.0,39740692274.1,0.0555446452764,0.111290322581,2.5733227401400003e-13,0.000686754223731,0.111096848726,35
720.0,-460.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-319474831.471,62863.2747147,-319474831.471,-319430380.423,-319519282.519,-319514837.414,-319434825.528,2.0,3951791307.86,0.111101719985,0.111290322581,2.5733227401400003e-13,0.00137366212501,0.111096848726,135
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-390013823.816,530786.528096,-390013823.816,-389638501.063,-390389146.57,-390351614.294,-389676033.338,2.0,281734338408.0,0.111101719985,0.111290322581,2.5733227401400003e-13,0.00137366212501,0.111096848726,125
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-393547193.651,19199.0393617,-393547193.651,-393533617.88,-393560769.422,-393559411.845,-393534975.457,2.0,368603112.412,0.0555446452764,0.111290322581,2.5733227401400003e-13,0.000686754223731,0.111096848726,25
720.0,-323.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-449059568.405,3428.28593783,-449059568.405,-449057144.241,-449061992.57,-449061750.153,-449057386.658,2.0,11753144.4716,0.0555446452764,0.110483870968,2.5733227401400003e-13,0.000681777743849,0.111096848726,56
720.0,-598.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-462037540.353,805829.180791,-462037540.353,-461467733.075,-462607347.631,-462550366.903,-461524713.802,2.0,649360668614.0,0.111101719985,0.111290322581,2.5733227401400003e-13,0.00137366212501,0.111096848726,115
720.0,-323.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-468477002.492,347.668625912,-468477002.492,-468476756.654,-468477248.331,-468477223.747,-468476781.237,2.0,120873.473443,0.111101719985,0.110483870968,2.5733227401400003e-13,0.00136370805164,0.111096848726,156
720.0,-598.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-473197826.801,274541.669687,-473197826.801,-473003696.524,-473391957.077,-473372544.05,-473023109.552,2.0,75373128394.8,0.0555446452764,0.111290322581,2.5733227401400003e-13,0.000686754223731,0.111096848726,15
720.0,-598.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-480839294.358,117894.125169,-480839294.358,-480755930.623,-480922658.093,-480914321.72,-480764266.996,2.0,13899024749.3,0.111114149417,0.111290322581,2.5733227401400003e-13,0.00137381580256,0.111096848726,215
720.0,-391.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-529265619.594,337134.40249,-529265619.594,-529027229.572,-529504009.616,-529480170.614,-529051068.574,2.0,113659605342.0,0.0555446452764,0.110483870968,2.5733227401400003e-13,0.000681777743849,0.111096848726,46
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-533613392.687,532906.238528,-533613392.687,-533236571.072,-533990214.302,-533952532.14,-533274253.233,2.0,283989059062.0,0.111101719985,0.0556451612903,2.5733227401400003e-13,0.000686831062505,0.111096848726,105
720.0,-391.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-535380561.196,1770555.13575,-535380561.196,-534128589.653,-536632532.739,-536507335.584,-534253786.807,2.0,3134865488720.0,0.111101719985,0.110483870968,2.5733227401400003e-13,0.00136370805164,0.111096848726,146
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-552465928.635,287438.981997,-552465928.635,-552262678.581,-552669178.688,-552648853.683,-552283003.587,2.0,82621168371.5,0.0555446452764,0.0556451612903,2.5733227401400003e-13,0.000343377111866,0.111096848726,5
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-553450795.737,382461.122174,-553450795.737,-553180354.884,-553721236.591,-553694192.505,-553207398.97,2.0,146276509974.0,0.111114149417,0.0556451612903,2.5733227401400003e-13,0.000686907901279,0.111096848726,205
720.0,-460.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-606411718.175,520823.728232,-606411718.175,-606043440.185,-606779996.165,-606743168.366,-606080267.984,2.0,271257355890.0,0.111101719985,0.111290322581,2.5733227401400003e-13,0.00137366212501,0.111096848726,136
720.0,-460.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-609827547.286,397404.480806,-609827547.286,-609546539.883,-610108554.689,-610080453.949,-609574640.623,2.0,157930321365.0,0.0555446452764,0.111290322581,2.5733227401400003e-13,0.000686754223731,0.111096848726,36
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-659325319.342,585618.307052,-659325319.342,-658911224.666,-659739414.018,-659698004.551,-658952634.134,2.0,342948801555.0,0.0555446452764,0.111290322581,2.5733227401400003e-13,0.000686952592947,0.111128939092,67
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-679470756.54,446265.971157,-679470756.54,-679155198.846,-679786314.235,-679754758.465,-679186754.615,2.0,199153317013.0,0.111101719985,0.111290322581,2.5733227401400003e-13,0.00137405890783,0.111128939092,167
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-679973824.916,120293.538051,-679973824.916,-679888764.54,-680058885.293,-680050379.255,-679897270.577,2.0,14470535296.9,0.111101719985,0.111290322581,2.5733227401400003e-13,0.00137366212501,0.111096848726,126
720.0,-529.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-689689573.21,653250.309916,-689689573.21,-689227655.486,-690151490.934,-690105299.161,-689273847.258,2.0,426735967405.0,0.0555446452764,0.111290322581,2.5733227401400003e-13,0.000686754223731,0.111096848726,26
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-741440890.121,337155.52969,-741440890.121,-741202485.16,-741679295.083,-741655454.587,-741226325.656,2.0,113673851200.0,0.0555446452764,0.110483870968,2.5733227401400003e-13,0.000681974675606,0.111128939092,57
720.0,-323.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-748786204.863,1009766.26913,-748786204.863,-748072192.287,-749500217.439,-749428816.182,-748143593.544,2.0,1019627918270.0,0.111101719985,0.110483870968,2.5733227401400003e-13,0.00136410195922,0.111128939092,157
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-753420514.307,725683.162659,-753420514.307,-752907378.822,-753933649.792,-753882336.244,-752958692.37,2.0,526616052566.0,0.111101719985,0.111290322581,2.5733227401400003e-13,0.00137366212501,0.111096848726,116
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-769686576.0,128422.867688,-769686576.0,-769595767.32,-769777384.681,-769768303.813,-769604848.188,2.0,16492432945.3,0.0555446452764,0.111290322581,2.5733227401400003e-13,0.000686754223731,0.111096848726,16
720.0,-598.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-774145490.995,562479.075209,-774145490.995,-773747758.227,-774543223.763,-774503450.487,-773787531.504,2.0,316382710048.0,0.111114149417,0.111290322581,2.5733227401400003e-13,0.00137381580256,0.111096848726,216
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-820832735.86,143006.191866,-820832735.86,-820731615.212,-820933856.508,-820923744.443,-820741727.276,2.0,20450770912.1,0.111101719985,0.110483870968,2.5733227401400003e-13,0.00136410195922,0.111128939092,147
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-821600871.09,341879.279071,-821600871.09,-821359125.933,-821842616.246,-821818441.73,-821383300.449,2.0,116881441458.0,0.0555446452764,0.110483870968,2.5733227401400003e-13,0.000681974675606,0.111128939092,47
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-828615447.577,553446.308181,-828615447.577,-828224101.939,-829006793.214,-828967658.65,-828263236.503,2.0,306302816039.0,0.111101719985,0.0556451612903,2.5733227401400003e-13,0.000686831062505,0.111096848726,106
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-846653114.207,430151.035665,-846653114.207,-846348951.492,-846957276.921,-846926860.649,-846379367.764,2.0,185029913483.0,0.111114149417,0.0556451612903,2.5733227401400003e-13,0.000686907901279,0.111096848726,206
720.0,-667.0,-8106.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-848730009.608,169859.909765,-848730009.608,-848609900.514,-848850118.702,-848838107.793,-848621911.423,2.0,28852388945.4,0.0555446452764,0.0556451612903,2.5733227401400003e-13,0.000343377111866,0.111096848726,6
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-863728894.4,281423.530392,-863728894.4,-863529897.914,-863927890.887,-863907991.238,-863549797.562,2.0,79199203458.2,0.0555446452764,0.111290322581,2.5733227401400003e-13,0.000686952592947,0.111128939092,78
720.0,-185.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-884328722.705,225794.318445,-884328722.705,-884169062.011,-884488383.399,-884472417.33,-884185028.081,2.0,50983074242.1,0.111101719985,0.111290322581,2.5733227401400003e-13,0.00137405890783,0.111128939092,178
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-895077848.968,277617.853698,-895077848.968,-894881543.501,-895274154.435,-895254523.888,-894901174.048,2.0,77071672692.1,0.111101719985,0.111290322581,2.5733227401400003e-13,0.00137405890783,0.111128939092,137
720.0,-460.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-902610633.54,378297.879013,-902610633.54,-902343136.544,-902878130.535,-902851380.836,-902369886.244,2.0,143109285266.0,0.0555446452764,0.111290322581,2.5733227401400003e-13,0.000686952592947,0.111128939092,37
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-947182460.6,564241.042892,-947182460.6,-946783481.932,-947581439.267,-947541541.4,-946823379.799,2.0,318367954484.0,0.0555446452764,0.111290322581,2.5733227401400003e-13,0.000686952592947,0.111128939092,68
720.0,-254.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-955355368.328,238682.149489,-955355368.328,-955186594.562,-955524142.095,-955507264.718,-955203471.939,2.0,56969168484.8,0.111101719985,0.111290322581,2.5733227401400003e-13,0.00137405890783,0.111128939092,168
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-969921128.707,185305.755952,-969921128.707,-969790097.751,-970052159.664,-970039056.568,-969803200.846,2.0,34338223189.1,0.111101719985,0.111290322581,2.5733227401400003e-13,0.00137405890783,0.111128939092,127
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-982584470.112,306433.7063,-982584470.112,-982367788.76,-982801151.464,-982779483.328,-982389456.895,2.0,93901616356.9,0.0555446452764,0.111290322581,2.5733227401400003e-13,0.000686952592947,0.111128939092,27
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1030096058.67,347942.797713,-1030096058.67,-1029850025.96,-1030342091.38,-1030317488.11,-1029874629.23,2.0,121064190480.0,0.0555446452764,0.110483870968,2.5733227401400003e-13,0.000681974675606,0.111128939092,58
720.0,-323.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1030801790.07,357890.551698,-1030801790.07,-1030548723.24,-1031054856.91,-1031029550.22,-1030574029.92,2.0,128085646995.0,0.111101719985,0.110483870968,2.5733227401400003e-13,0.00136410195922,0.111128939092,158
720.0,-598.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1046610812.87,1317047.67852,-1046610812.87,-1045679519.53,-1047542106.22,-1047448976.88,-1045772648.86,2.0,1734614587500.0,0.111101719985,0.111290322581,2.5733227401400003e-13,0.00137405890783,0.111128939092,117
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1058003882.43,348675.788046,-1058003882.43,-1057757331.42,-1058250433.44,-1058225778.34,-1057781986.52,2.0,121574805170.0,0.0555446452764,0.111290322581,2.5733227401400003e-13,0.000686754223731,0.111096848726,89
720.0,-598.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1062110747.87,573965.344313,-1062110747.87,-1061704893.08,-1062516602.65,-1062476017.17,-1061745478.56,2.0,329436216472.0,0.0555446452764,0.111290322581,2.5733227401400003e-13,0.000686952592947,0.111128939092,17
720.0,-598.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1065284895.11,906935.643345,-1065284895.11,-1064643594.76,-1065926195.45,-1065862065.42,-1064707724.8,2.0,822532261170.0,0.111114149417,0.111290322581,2.5733227401400003e-13,0.00137421262977,0.111128939092,217
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1078591338.51,840965.718895,-1078591338.51,-1077996685.95,-1079185991.07,-1079126525.81,-1078056151.2,2.0,707223340356.0,0.111101719985,0.111290322581,2.5733227401400003e-13,0.00137366212501,0.111096848726,189
720.0,-391.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1105158400.64,764007.111619,-1105158400.64,-1104618166.03,-1105698635.25,-1105644611.79,-1104672189.49,2.0,583706866604.0,0.111101719985,0.110483870968,2.5733227401400003e-13,0.00136410195922,0.111128939092,148
720.0,-391.0,-4643.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1110446845.4,153252.871871,-1110446845.4,-1110338479.25,-1110555211.54,-1110544374.93,-1110349315.87,2.0,23486442736.8,0.0555446452764,0.110483870968,2.5733227401400003e-13,0.000681974675606,0.111128939092,48
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,44698.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1122807608.03,65486.7202669,-1122807608.03,-1122761301.93,-1122853914.14,-1122849283.53,-1122765932.54,2.0,4288510531.32,0.111101719985,0.0556451612903,2.5733227401400003e-13,0.000687029453915,0.111128939092,107
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1140928723.18,234615.414584,-1140928723.18,-1140762825.03,-1141094621.33,-1141078031.51,-1140779414.84,2.0,55044392760.5,0.111114149417,0.0556451612903,2.5733227401400003e-13,0.000687106314884,0.111128939092,207
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1141701657.99,746394.825436,-1141701657.99,-1141173877.14,-1142229438.83,-1142176660.74,-1141226655.23,2.0,557105235438.0,0.0555446452764,0.0556451612903,2.5733227401400003e-13,0.000343476296473,0.111128939092,7
720.0,-185.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1142792426.54,53501.1279587,-1142792426.54,-1142754595.53,-1142830257.56,-1142826474.45,-1142758378.64,2.0,2862370692.86,0.0555446452764,0.111290322581,2.5733227401400003e-13,0.000686754223731,0.111096848726,79
