smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-99500432.8117,782487.652161,-99500432.8117,-98947130.4867,-100053735.137,-99998404.9043,-99002460.7192,2.0,612286925785.0,0.249963898917,58,0.250006292421,0.250453720508,3.66466187075e-13,0.0156514910523
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-137974135.62,2589522.08507,-137974135.62,-136143066.993,-139805204.246,-139622097.383,-136326173.856,2.0,6705624629040.0,0.249963898917,83,0.250006292421,0.250453720508,3.66466187075e-13,0.0156514910523
720.0,-529.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-175875276.883,717975.69183,-175875276.883,-175367591.403,-176382962.363,-176332193.815,-175418359.951,2.0,515489094058.0,0.249963898917,108,0.125003845369,0.250453720508,3.66466187075e-13,0.00782578929651
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-188959500.556,872211.86978,-188959500.556,-188342753.628,-189576247.484,-189514572.791,-188404428.321,2.0,760753545786.0,0.249963898917,28,0.249993707579,0.125226860254,3.66466187075e-13,0.00782535159296
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206406794.918,483004.982503,-206406794.918,-206065258.819,-206748331.016,-206714177.407,-206099412.429,2.0,233293813123.0,0.25,19,0.12498986221,0.249546279492,3.66466187075e-13,0.00779768877217
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-228508143.02,908243.976039,-228508143.02,-227865917.546,-229150368.495,-229086145.947,-227930140.093,2.0,824907120012.0,0.249963898917,53,0.250006292421,0.125226860254,3.66466187075e-13,0.00782574552616
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-236803327.486,428143.822136,-236803327.486,-236500584.086,-237106070.886,-237075796.546,-236530858.426,2.0,183307132433.0,0.249963898917,3,0.12498986221,0.125226860254,3.66466187075e-13,0.00391245694471
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-242628530.997,1703966.02833,-242628530.997,-241423645.063,-243833416.93,-243712928.337,-241544133.656,2.0,2903500225700.0,0.25,44,0.249993707579,0.249546279492,3.66466187075e-13,0.0155962499057
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-267433926.724,420641.233544,-267433926.724,-267136488.455,-267731364.992,-267701621.166,-267166232.282,2.0,176939047357.0,0.249963898917,78,0.250006292421,0.125226860254,3.66466187075e-13,0.00782574552616
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-281612463.495,1456634.79902,-281612463.495,-280582467.151,-282642459.839,-282539460.205,-280685466.786,2.0,2121784937710.0,0.25,69,0.250006292421,0.249546279492,3.66466187075e-13,0.0155970350308
720.0,-667.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-303457688.72,2529830.93674,-303457688.72,-301668828.11,-305246549.331,-305067663.27,-301847714.171,2.0,6400044568510.0,0.249963898917,103,0.125003845369,0.125226860254,3.66466187075e-13,0.00391289464826
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-319981455.909,400600.535815,-319981455.909,-319698188.554,-320264723.264,-320236396.529,-319726515.289,2.0,160480789296.0,0.25,94,0.250006292421,0.249546279492,3.66466187075e-13,0.0155970350308
720.0,-254.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-356220058.437,730338.154257,-356220058.437,-355703631.376,-356736485.499,-356684842.793,-355755274.082,2.0,533393819564.0,0.25,119,0.125003845369,0.249546279492,3.66466187075e-13,0.00779856113348
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-361128549.754,1039421.2584,-361128549.754,-360393567.933,-361863531.574,-361790033.392,-360467066.115,2.0,1080396552420.0,0.25,39,0.249993707579,0.249546279492,3.66466187075e-13,0.0155962499057
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-369779506.905,1534217.74331,-369779506.905,-368694651.135,-370864362.675,-370755877.098,-368803136.712,2.0,2353824083870.0,0.25,14,0.12498986221,0.249546279492,3.66466187075e-13,0.00779768877217
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-398458836.687,117697.488006,-398458836.687,-398375611.996,-398542061.379,-398533738.91,-398383934.465,2.0,13852698683.0,0.25,64,0.250006292421,0.249546279492,3.66466187075e-13,0.0155970350308
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-437965762.172,2208644.81474,-437965762.172,-436404014.447,-439527509.898,-439371335.126,-436560189.219,2.0,4878111917670.0,0.25,89,0.250006292421,0.249546279492,3.66466187075e-13,0.0155970350308
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-471293745.387,6517.1350167,-471293745.387,-471289137.077,-471298353.698,-471297892.867,-471289597.908,2.0,42473048.8259,0.125018050542,25,0.12498986221,0.125226860254,3.66466187075e-13,0.00195679352968
720.0,-391.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-476320714.429,2341647.16712,-476320714.429,-474664919.838,-477976509.02,-477810929.561,-474830499.297,2.0,5483311455280.0,0.25,114,0.125003845369,0.249546279492,3.66466187075e-13,0.00779856113348
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-500594922.223,1731147.69797,-500594922.223,-499370815.946,-501819028.499,-501696617.872,-499493226.574,2.0,2996872352180.0,0.25,34,0.249993707579,0.250453720508,3.66466187075e-13,0.0156529635417
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-507662480.464,514760.50475,-507662480.464,-507298489.82,-508026471.107,-507990072.043,-507334888.884,2.0,264978377250.0,0.125018050542,50,0.249993707579,0.125226860254,3.66466187075e-13,0.00391380597435
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-530978109.913,1046454.12378,-530978109.913,-530238155.106,-531718064.72,-531644069.24,-530312150.587,2.0,1095066233180.0,0.25,9,0.12498986221,0.250453720508,3.66466187075e-13,0.00782604400407
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-541433461.606,922201.239309,-541433461.606,-540781366.856,-542085556.356,-542020346.881,-540846576.331,2.0,850455125782.0,0.25,59,0.250006292421,0.250453720508,3.66466187075e-13,0.0156537515218
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-543328053.29,2244563.00893,-543328053.29,-541740907.566,-544915199.015,-544756484.442,-541899622.138,2.0,5038063101060.0,0.125018050542,75,0.250006292421,0.125226860254,3.66466187075e-13,0.00391400299785
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-577769530.395,2345807.92046,-577769530.395,-576110793.708,-579428267.083,-579262393.415,-576276667.376,2.0,5502814799710.0,0.25,84,0.250006292421,0.250453720508,3.66466187075e-13,0.0156537515218
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-583804148.226,920241.957407,-583804148.226,-583153438.898,-584454857.555,-584389786.622,-583218509.831,2.0,846845260172.0,0.125018050542,100,0.250006292421,0.125226860254,3.66466187075e-13,0.00391400299785
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-616156056.554,2212348.70565,-616156056.554,-614591689.782,-617720423.326,-617563986.649,-614748126.459,2.0,4894486795400.0,0.25,109,0.125003845369,0.250453720508,3.66466187075e-13,0.0078269195376
720.0,-116.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-621114486.62,97858.8044547,-621114486.62,-621045289.996,-621183683.245,-621176763.582,-621052209.659,2.0,9576345609.3,0.125018050542,125,0.125003845369,0.125226860254,3.66466187075e-13,0.00195701244467
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-640202249.775,2931773.8123,-640202249.775,-638129172.631,-642275326.919,-642068019.204,-638336480.346,2.0,8595297686480.0,0.125018050542,20,0.12498986221,0.249546279492,3.66466187075e-13,0.00389940739611
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-644481481.507,1311303.29699,-644481481.507,-643554250.053,-645408712.96,-645315989.815,-643646973.199,2.0,1719516336700.0,0.25,29,0.249993707579,0.125226860254,3.66466187075e-13,0.00782648177084
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-644504444.833,3441815.82862,-644504444.833,-642070713.521,-646938176.145,-646694803.013,-642314086.652,2.0,11846096198200.0,0.125018050542,45,0.249993707579,0.249546279492,3.66466187075e-13,0.00779925103585
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-681325579.392,569787.412803,-681325579.392,-680922678.849,-681728479.936,-681688189.881,-680962968.903,2.0,324657695789.0,0.125018050542,70,0.250006292421,0.249546279492,3.66466187075e-13,0.00779964365513
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-683115884.557,1439042.30568,-683115884.557,-682098327.984,-684133441.129,-684031685.472,-682200083.641,2.0,2070842757540.0,0.25,54,0.250006292421,0.125226860254,3.66466187075e-13,0.00782687576092
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-689973319.052,400076.456731,-689973319.052,-689690422.276,-690256215.828,-690227926.15,-689718711.954,2.0,160061171230.0,0.25,4,0.12498986221,0.125226860254,3.66466187075e-13,0.00391302200204
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-722448265.833,606398.788121,-722448265.833,-722019477.137,-722877054.528,-722834175.658,-722062356.007,2.0,367719490234.0,0.125018050542,95,0.250006292421,0.249546279492,3.66466187075e-13,0.00779964365513
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-723742987.678,1112817.89643,-723742987.678,-722956106.597,-724529868.759,-724451180.65,-723034794.705,2.0,1238363670610.0,0.25,79,0.250006292421,0.125226860254,3.66466187075e-13,0.00782687576092
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-759378937.852,2367221.19527,-759378937.852,-757705059.692,-761052816.012,-760885428.196,-757872447.508,2.0,5603736187350.0,0.125018050542,120,0.125003845369,0.249546279492,3.66466187075e-13,0.00389984363975
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-760974730.844,368216.35236,-760974730.844,-760714362.564,-761235099.124,-761209062.296,-760740399.392,2.0,135583282145.0,0.25,104,0.125003845369,0.125226860254,3.66466187075e-13,0.0039134597688
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-795314286.268,441882.236476,-795314286.268,-795001828.342,-795626744.194,-795595498.401,-795033074.135,2.0,195259910913.0,0.125018050542,40,0.249993707579,0.249546279492,3.66466187075e-13,0.00779925103585
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-803568749.094,1220989.21951,-803568749.094,-802705379.337,-804432118.851,-804345781.875,-802791716.313,2.0,1490814674150.0,0.125018050542,15,0.12498986221,0.249546279492,3.66466187075e-13,0.00389940739611
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-836393239.828,117162.8216,-836393239.828,-836310393.202,-836476086.454,-836467801.791,-836318677.865,2.0,13727126765.2,0.125018050542,65,0.250006292421,0.249546279492,3.66466187075e-13,0.00779964365513
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-872487502.825,653380.346281,-872487502.825,-872025493.152,-872949512.499,-872903311.532,-872071694.119,2.0,426905876906.0,0.125018050542,90,0.250006292421,0.249546279492,3.66466187075e-13,0.00779964365513
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-913003366.544,571697.18516,-913003366.544,-912599115.587,-913407617.5,-913367192.404,-912639540.683,2.0,326837671520.0,0.125018050542,115,0.125003845369,0.249546279492,3.66466187075e-13,0.00389984363975
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-951309015.845,760827.518623,-951309015.845,-950771029.548,-951847002.143,-951793203.513,-950824828.177,2.0,578858513094.0,0.125018050542,35,0.249993707579,0.250453720508,3.66466187075e-13,0.00782761194871
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-964656165.695,3016350.02647,-964656165.695,-962523284.137,-966789047.253,-966575759.097,-962736572.293,2.0,9098367482220.0,0.125018050542,10,0.12498986221,0.250453720508,3.66466187075e-13,0.00391358705936
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-987291140.291,5805426.06249,-987291140.291,-983186084.154,-991396196.427,-990985690.813,-983596589.768,2.0,33702971767000.0,0.125018050542,60,0.250006292421,0.250453720508,3.66466187075e-13,0.00782800599569
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1025597656.0,16713.2748989,-1025597656.0,-1025585837.93,-1025609474.07,-1025608292.26,-1025587019.74,2.0,279333557.847,0.125018050542,85,0.250006292421,0.250453720508,3.66466187075e-13,0.00782800599569
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1067948310.54,776763.086628,-1067948310.54,-1067399056.09,-1068497564.99,-1068442639.54,-1067453981.54,2.0,603360892748.0,0.125018050542,110,0.125003845369,0.250453720508,3.66466187075e-13,0.00391402488934
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1104511534.44,393287.477749,-1104511534.44,-1104233438.19,-1104789630.68,-1104761821.06,-1104261247.82,2.0,154675040154.0,0.125018050542,30,0.249993707579,0.125226860254,3.66466187075e-13,0.00391380597435
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1122791076.07,1358370.50141,-1122791076.07,-1121830563.08,-1123751589.06,-1123655537.76,-1121926614.38,2.0,1845170419100.0,0.125018050542,5,0.12498986221,0.125226860254,3.66466187075e-13,0.00195679352968
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1143911299.63,1590376.83157,-1143911299.63,-1142786733.38,-1145035865.87,-1144923409.24,-1142899190.01,2.0,2529298466400.0,0.125018050542,55,0.250006292421,0.125226860254,3.66466187075e-13,0.00391400299785
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1180573732.88,3333590.33397,-1180573732.88,-1178216528.55,-1182930937.21,-1182695216.78,-1178452248.99,2.0,11112824514700.0,0.125018050542,80,0.250006292421,0.125226860254,3.66466187075e-13,0.00391400299785
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1219347438.87,453830.402665,-1219347438.87,-1219026532.32,-1219668345.43,-1219636254.77,-1219058622.97,2.0,205962034383.0,0.125018050542,105,0.125003845369,0.125226860254,3.66466187075e-13,0.00195701244467
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-17097097390.4,144451.03456,-17097097390.4,-17096995248.1,-17097199532.7,-17097189318.5,-17097005462.3,2.0,20866101385.4,0.125018050542,1,0.12498986221,0.125226860254,3.66466187075e-13,0.00195679352968
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-324770191862.0,346416.138856,-324770191862.0,-324769946908.0,-324770436815.0,-324770412319.0,-324769971404.0,2.0,120004141260.0,0.25,7,0.12498986221,0.250453720508,3.66466187075e-13,0.00782604400407
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-694653265378.0,9682.52683394,-694653265378.0,-694653258532.0,-694653272225.0,-694653271540.0,-694653259216.0,2.0,93751325.89,0.249963898917,13,0.12498986221,0.249546279492,3.66466187075e-13,0.00779656275213
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206107532557000.0,2103483.66339,-206107532557000.0,-206107531069000.0,-206107534044000.0,-206107533895000.0,-206107531218000.0,2.0,4424643522160.0,0.249963898917,118,0.125003845369,0.249546279492,3.66466187075e-13,0.00779743498747
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206477399020000.0,1646859.9135,-206477399020000.0,-206477397856000.0,-206477400185000.0,-206477400068000.0,-206477397972000.0,2.0,2712147574690.0,0.25,124,0.125003845369,0.125226860254,3.66466187075e-13,0.0039134597688
