smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,PointProbability,prefix,ProbabilityWeight-meoh_capacity
960.0,-47.0,-10443.3,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-638876529858000.0,3136412.52143,-638876529858000.0,-638876527640000.0,-638876532076000.0,-638876531854000.0,-638876527862000.0,2.0,9837083504570.0,0.0714534883721,0.142850352821,0.00145816514632,9.835748238069999e-14,125,0.142857142857
960.0,-292.7,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-638900872449000.0,18777119.5465,-638900872449000.0,-638900859171000.0,-638900885726000.0,-638900884398000.0,-638900860499000.0,2.0,352580218465000.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,43,0.142857142857
960.0,-292.7,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-638900908733000.0,7694250.56407,-638900908733000.0,-638900903292000.0,-638900914173000.0,-638900913629000.0,-638900903836000.0,2.0,59201491742600.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,107,0.142857142857
960.0,-292.7,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-638900948676000.0,27581129.3024,-638900948676000.0,-638900929173000.0,-638900968179000.0,-638900966228000.0,-638900931123000.0,2.0,760718693595000.0,0.142848837209,0.142859493254,0.00291533035653,9.835748238069999e-14,171,0.142857142857
960.0,-538.4,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-638925258507000.0,15216905.581,-638925258507000.0,-638925247747000.0,-638925269267000.0,-638925268191000.0,-638925248823000.0,2.0,231554215461000.0,0.142848837209,0.0714206061936,0.000728739324824,9.835748238069999e-14,25,0.0714285714286
960.0,-538.4,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-638925299929000.0,14997604.7213,-638925299929000.0,-638925289325000.0,-638925310534000.0,-638925309474000.0,-638925290385000.0,2.0,224928147377000.0,0.142848837209,0.142850352821,0.00145757191396,9.835748238069999e-14,89,0.0714285714286
960.0,-538.4,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-638925348454000.0,8407881.2008,-638925348454000.0,-638925342509000.0,-638925354400000.0,-638925353805000.0,-638925343104000.0,2.0,70692466286800.0,0.142848837209,0.142859493254,0.00145766517826,9.835748238069999e-14,153,0.0714285714286
960.0,-169.9,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-851760070891000.0,59577373.7728,-851760070891000.0,-851760028764000.0,-851760113019000.0,-851760108806000.0,-851760032977000.0,2.0,3549463465660000.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,51,0.142857142857
960.0,-169.9,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-851760077644000.0,57793704.2534,-851760077644000.0,-851760036778000.0,-851760118510000.0,-851760114424000.0,-851760040864000.0,2.0,3340112251330000.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,115,0.142857142857
960.0,-415.6,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-851784445860000.0,27981123.9638,-851784445860000.0,-851784426074000.0,-851784465645000.0,-851784463667000.0,-851784428053000.0,2.0,782943298276000.0,0.142848837209,0.0714206061936,0.000728739324824,9.835748238069999e-14,33,0.0714285714286
960.0,-415.6,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-851784523848000.0,42276482.4675,-851784523848000.0,-851784493954000.0,-851784553742000.0,-851784550753000.0,-851784496944000.0,2.0,1787300969830000.0,0.142848837209,0.142850352821,0.00145757191396,9.835748238069999e-14,97,0.0714285714286
960.0,-415.6,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-851784548927000.0,15805781.0148,-851784548927000.0,-851784537751000.0,-851784560104000.0,-851784558986000.0,-851784538869000.0,2.0,249822713487000.0,0.142848837209,0.142859493254,0.00145766517826,9.835748238069999e-14,161,0.0714285714286
960.0,-47.0,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-851834516003000.0,55612231.3967,-851834516003000.0,-851834476680000.0,-851834555327000.0,-851834551395000.0,-851834480612000.0,2.0,3092720280920000.0,0.0714534883721,0.0714206061936,0.000729035922026,9.835748238069999e-14,60,0.142857142857
960.0,-47.0,-13530.7,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-851834600306000.0,41010536.9996,-851834600306000.0,-851834571307000.0,-851834629304000.0,-851834626405000.0,-851834574207000.0,2.0,1681864144990000.0,0.0714534883721,0.142850352821,0.00145816514632,9.835748238069999e-14,124,0.142857142857
960.0,-292.7,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-851858920631000.0,36356998.9484,-851858920631000.0,-851858894923000.0,-851858946339000.0,-851858943768000.0,-851858897493000.0,2.0,1321831372530000.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,42,0.142857142857
960.0,-292.7,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-851858971135000.0,36843928.853,-851858971135000.0,-851858945082000.0,-851858997188000.0,-851858994582000.0,-851858947688000.0,2.0,1357475093320000.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,106,0.142857142857
960.0,-292.7,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-851858971832000.0,76008952.9509,-851858971832000.0,-851858918086000.0,-851859025579000.0,-851859020204000.0,-851858923461000.0,2.0,5777360928700000.0,0.142848837209,0.142859493254,0.00291533035653,9.835748238069999e-14,170,0.142857142857
960.0,-169.9,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1064718084690000.0,4511897.8454,-1064718084690000.0,-1064718081500000.0,-1064718087880000.0,-1064718087570000.0,-1064718081820000.0,2.0,20357222167300.0,0.142848837209,0.142850352821,0.00291514382791,9.835748238069999e-14,114,0.142857142857
960.0,-169.9,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1064718123590000.0,59132733.6266,-1064718123590000.0,-1064718081780000.0,-1064718165400000.0,-1064718161220000.0,-1064718085960000.0,2.0,3496680186160000.0,0.142848837209,0.0714206061936,0.00145747864965,9.835748238069999e-14,50,0.142857142857
960.0,-47.0,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1064792554830000.0,13285765.4069,-1064792554830000.0,-1064792545440000.0,-1064792564220000.0,-1064792563280000.0,-1064792546370000.0,2.0,176511562448000.0,0.0714534883721,0.142850352821,0.00145816514632,9.835748238069999e-14,123,0.142857142857
960.0,-47.0,-16618.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1064792580090000.0,58233626.4063,-1064792580090000.0,-1064792538910000.0,-1064792621270000.0,-1064792617150000.0,-1064792543030000.0,2.0,3391155244430000.0,0.0714534883721,0.0714206061936,0.000729035922026,9.835748238069999e-14,59,0.142857142857
960.0,-292.7,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1064816966280000.0,19790621.0877,-1064816966280000.0,-1064816952280000.0,-1064816980270000.0,-1064816978870000.0,-1064816953680000.0,2.0,391668683037000.0,0.142848837209,0.0714206061936,0.000728739324824,9.835748238069999e-14,41,0.0714285714286
960.0,-292.7,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,156294.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1064817044350000.0,74707311.1417,-1064817044350000.0,-1064816991520000.0,-1064817097180000.0,-1064817091890000.0,-1064816996810000.0,2.0,5581182338020000.0,0.142848837209,0.142859493254,0.00145766517826,9.835748238069999e-14,169,0.0714285714286
960.0,-292.7,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1064817051290000.0,36980901.5353,-1064817051290000.0,-1064817025140000.0,-1064817077440000.0,-1064817074820000.0,-1064817027750000.0,2.0,1367587078360000.0,0.142848837209,0.142850352821,0.00145757191396,9.835748238069999e-14,105,0.0714285714286
960.0,-169.9,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1277676151900000.0,53688850.1285,-1277676151900000.0,-1277676113930000.0,-1277676189860000.0,-1277676186060000.0,-1277676117730000.0,2.0,2882492628120000.0,0.142848837209,0.0714206061936,0.000728739324824,9.835748238069999e-14,49,0.0714285714286
960.0,-169.9,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1277676211290000.0,14310417.8453,-1277676211290000.0,-1277676201170000.0,-1277676221410000.0,-1277676220400000.0,-1277676202180000.0,2.0,204788058906000.0,0.142848837209,0.142850352821,0.00145757191396,9.835748238069999e-14,113,0.0714285714286
960.0,-47.0,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1277750578020000.0,32548226.6078,-1277750578020000.0,-1277750555000000.0,-1277750601030000.0,-1277750598730000.0,-1277750557300000.0,2.0,1059387055320000.0,0.0714534883721,0.0714206061936,0.000729035922026,9.835748238069999e-14,58,0.142857142857
960.0,-47.0,-19705.5,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1277750660290000.0,87216972.4091,-1277750660290000.0,-1277750598620000.0,-1277750721960000.0,-1277750715790000.0,-1277750604780000.0,2.0,7606800276200000.0,0.0714534883721,0.142850352821,0.00145816514632,9.835748238069999e-14,122,0.142857142857
960.0,-47.0,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1490708645000000.0,23946846.9622,-1490708645000000.0,-1490708628060000.0,-1490708661930000.0,-1490708660240000.0,-1490708629760000.0,2.0,573451479430000.0,0.0714534883721,0.0714206061936,0.000364517961013,9.835748238069999e-14,57,0.0714285714286
960.0,-47.0,-22792.9,-1e+200,-1e+200,-1e+200,-1e+200,78147.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1490708718540000.0,44174743.4137,-1490708718540000.0,-1490708687300000.0,-1490708749770000.0,-1490708746650000.0,-1490708690420000.0,2.0,1951407955670000.0,0.0714534883721,0.142850352821,0.000729082573159,9.835748238069999e-14,121,0.0714285714286
