smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity
1200.0,-747.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,848732816.581,847712.464081,848732816.581,849332239.812,848133393.349,848193335.672,849272297.489,2.0,718616421758.0,6.12351299001e-14,0.25,0.0156251538839,82,0.25,0.250002462142
1200.0,-547.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,829911191.31,2307559.8665,829911191.31,831542882.539,828279500.08,828442669.203,831379713.416,2.0,5324832537470.0,6.12351299001e-14,0.25,0.00781228456257,13,0.25,0.124996553001
1200.0,-947.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,816082280.516,926650.985439,816082280.516,816737521.712,815427039.321,815492563.44,816671997.592,2.0,858682048815.0,6.12351299001e-14,0.125,0.00781257694194,52,0.25,0.250002462142
1200.0,-747.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,744924161.321,5853877.87067,744924161.321,749063478.059,740784844.582,741198776.256,748649546.385,2.0,34267886124700.0,6.12351299001e-14,0.25,0.00781256155355,107,0.25,0.125000984857
1200.0,-547.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,727950107.36,4794402.70805,727950107.36,731340262.027,724559952.694,724898968.161,731001246.56,2.0,22986297327000.0,6.12351299001e-14,0.25,0.0156248461161,38,0.25,0.249997537858
1200.0,-947.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,716233995.493,515445.573297,716233995.493,716598470.554,715869520.433,715905967.939,716562023.048,2.0,265684139032.0,6.12351299001e-14,0.125,0.00781257694194,77,0.25,0.250002462142
1200.0,-547.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,624134364.224,12625287.3904,624134364.224,633061790.552,615206937.896,616099680.529,632169047.919,2.0,159397881691000.0,6.12351299001e-14,0.25,0.0156251538839,63,0.25,0.250002462142
1200.0,-947.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,602448684.593,768247.471082,602448684.593,602991917.59,601905451.597,601959774.897,602937594.29,2.0,590204176823.0,6.12351299001e-14,0.125,0.00390628077678,102,0.25,0.125000984857
1200.0,-747.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,596554396.495,3389750.68044,596554396.495,598951312.188,594157480.803,594397172.372,598711620.619,2.0,11490409675600.0,6.12351299001e-14,0.25,0.00781228456257,8,0.25,0.124996553001
1200.0,-747.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,579955616.154,2493882.80646,579955616.154,581719057.598,578192174.71,578368518.855,581542713.454,2.0,6219451452370.0,6.12351299001e-14,0.25,0.0156248461161,33,0.25,0.249997537858
1200.0,-347.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,508853788.481,2009961.10783,508853788.481,510275045.611,507432531.352,507574657.065,510132919.898,2.0,4039943654990.0,6.12351299001e-14,0.25,0.00781228456257,19,0.25,0.124996553001
1200.0,-547.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,507631240.551,13421503.7413,507631240.551,517121676.861,498140804.242,499089847.873,516172633.23,2.0,180136762677000.0,6.12351299001e-14,0.25,0.0156251538839,88,0.25,0.250002462142
1200.0,-747.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,466093678.616,4495925.22328,466093678.616,469272777.829,462914579.403,463232489.324,468954867.907,2.0,20213343613400.0,6.12351299001e-14,0.25,0.0156251538839,58,0.25,0.250002462142
1200.0,-947.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,401921665.441,717177.44669,401921665.441,402428786.477,401414544.405,401465256.509,402378074.374,2.0,514343490041.0,6.12351299001e-14,0.125,0.00781242305806,28,0.25,0.249997537858
1200.0,-547.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,400083930.08,11477611.9505,400083930.08,408199827.322,391968032.838,392779622.562,407388237.598,2.0,131735576087000.0,6.12351299001e-14,0.25,0.00781256155355,113,0.25,0.125000984857
1200.0,-347.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,398368044.581,944858.989844,398368044.581,399036160.78,397699928.382,397766740.002,398969349.16,2.0,892758510690.0,6.12351299001e-14,0.25,0.0156248461161,44,0.25,0.249997537858
1200.0,-747.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,367628835.248,4864132.2555,367628835.248,371068296.151,364189374.346,364533320.436,370724350.06,2.0,23659782599000.0,6.12351299001e-14,0.25,0.0156251538839,83,0.25,0.250002462142
1200.0,-947.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,362344611.456,4978876.36274,362344611.456,365865208.695,358824014.217,359176073.941,365513148.971,2.0,24789209835400.0,6.12351299001e-14,0.125,0.00390614228128,3,0.25,0.124996553001
1200.0,-347.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,294735957.732,3346287.42885,294735957.732,297102140.265,292369775.199,292606393.453,296865522.012,2.0,11197639556500.0,6.12351299001e-14,0.25,0.0156251538839,69,0.25,0.250002462142
1200.0,-947.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,290132075.325,1877500.76775,290132075.325,291459668.849,288804481.8,288937241.153,291326909.497,2.0,3525009132920.0,6.12351299001e-14,0.125,0.00781257694194,53,0.25,0.250002462142
1200.0,-547.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,273274495.457,12421191.8641,273274495.457,282057604.454,264491386.459,265369697.359,281179293.555,2.0,154286007324000.0,6.12351299001e-14,0.25,0.00781228456257,14,0.25,0.124996553001
1200.0,-747.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,248014774.897,1398824.74269,248014774.897,249003893.358,247025656.436,247124568.282,248904981.512,2.0,1956710660770.0,6.12351299001e-14,0.25,0.00781256155355,108,0.25,0.125000984857
1200.0,-147.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,244308735.345,14657581.3687,244308735.345,254673210.526,233944260.163,234980707.681,253636763.008,2.0,214844691580000.0,6.12351299001e-14,0.125,0.00195307114064,25,0.125,0.124996553001
1200.0,-547.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,235985007.632,9737905.88562,235985007.632,242870746.918,229099268.346,229787842.274,242182172.99,2.0,94826811037200.0,6.12351299001e-14,0.25,0.0156248461161,39,0.25,0.249997537858
1200.0,-347.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,187861238.405,13533998.0282,187861238.405,197431220.188,178291256.623,179248254.801,196474222.009,2.0,183169102627000.0,6.12351299001e-14,0.25,0.0156251538839,94,0.25,0.250002462142
1200.0,-947.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,177013359.876,4322252.79092,177013359.876,180069654.134,173957065.617,174262695.043,179764024.709,2.0,18681869188600.0,6.12351299001e-14,0.125,0.00781257694194,78,0.25,0.250002462142
1200.0,-547.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,135798691.076,13080024.8956,135798691.076,145047665.378,126549716.774,127474614.205,144122767.948,2.0,171087051271000.0,6.12351299001e-14,0.25,0.0156251538839,64,0.25,0.250002462142
1200.0,-147.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,108591581.639,9934050.44776,108591581.639,115616016.076,101567147.203,102269590.647,114913572.632,2.0,98685358298600.0,6.12351299001e-14,0.125,0.00390621152903,50,0.125,0.249997537858
1200.0,-347.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,83606956.0395,5150049.09965,83606956.0395,87248590.6813,79965321.3977,80329484.8618,86884427.2171,2.0,26523005728900.0,6.12351299001e-14,0.25,0.00781256155355,119,0.25,0.125000984857
1200.0,-947.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,73539019.7272,7212141.88906,73539019.7272,78638774.1638,68439265.2905,68949240.7342,78128798.7201,2.0,52014990627900.0,6.12351299001e-14,0.125,0.00390628077678,103,0.25,0.125000984857
1200.0,-747.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,41968678.4744,13571864.9238,41968678.4744,51565436.1953,32371920.7535,33331596.5256,50605760.4232,2.0,184195517509000.0,6.12351299001e-14,0.25,0.00781228456257,9,0.25,0.124996553001
1200.0,-747.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,32666706.9597,552213.59875,32666706.9597,33057180.9401,32276232.9794,32315280.3774,33018133.542,2.0,304939858644.0,6.12351299001e-14,0.25,0.0156248461161,34,0.25,0.249997537858
1200.0,-547.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,29056813.2453,23422139.7752,29056813.2453,45618767.1103,12494859.3804,14151054.7669,43962571.7238,2.0,548596631649000.0,6.12351299001e-14,0.25,0.0156251538839,89,0.25,0.250002462142
1200.0,-147.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,294.488472691,2703022.48393,294.488472691,1911620.01656,-1911031.03961,-1719898.48681,1720487.46375,2.0,7306330548630.0,6.12351299001e-14,0.125,0.00390628847097,75,0.125,0.250002462142
1200.0,-347.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-7781330.20093,3883204.04209,-7781330.20093,-5035490.29004,-10527170.1118,-10252586.1207,-5310074.28113,2.0,15079273632500.0,6.12351299001e-14,0.25,0.00390614228128,20,0.125,0.124996553001
1200.0,-747.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-66071207.1565,4390832.95229,-66071207.1565,-62966419.4009,-69175994.9122,-68865516.1366,-63276898.1765,2.0,19279414014900.0,6.12351299001e-14,0.25,0.0156251538839,59,0.25,0.250002462142
1200.0,-547.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-82500483.0433,593875.292062,-82500483.0433,-82080549.7971,-82920416.2895,-82878422.9648,-82122543.1217,2.0,352687862521.0,6.12351299001e-14,0.25,0.00781256155355,114,0.25,0.125000984857
1200.0,-347.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-83921410.9302,10976861.9399,-83921410.9302,-76159597.4164,-91683224.4441,-90907043.0927,-76935778.7678,2.0,120491498048000.0,6.12351299001e-14,0.25,0.00781242305806,45,0.125,0.249997537858
1200.0,-147.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-90004979.7137,1912342.71762,-90004979.7137,-88652749.2101,-91357210.2172,-91221987.1669,-88787972.2604,2.0,3657054669650.0,6.12351299001e-14,0.125,0.00390628847097,100,0.125,0.250002462142
1200.0,-947.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-163456476.307,8098347.66094,-163456476.307,-157730079.76,-169182872.855,-168610233.2,-158302719.415,2.0,65583234837500.0,6.12351299001e-14,0.125,0.00781242305806,29,0.25,0.249997537858
1200.0,-747.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-172713612.51,547388.306969,-172713612.51,-172326550.526,-173100674.494,-173061968.295,-172365256.724,2.0,299633958606.0,6.12351299001e-14,0.25,0.0156251538839,84,0.25,0.250002462142
1200.0,-347.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-178008769.466,614798.607438,-178008769.466,-177574041.201,-178443497.73,-178400024.903,-177617514.028,2.0,377977327707.0,6.12351299001e-14,0.25,0.00781257694194,70,0.125,0.250002462142
1200.0,-947.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-198609342.715,3257381.9386,-198609342.715,-196306025.857,-200912659.572,-200682327.887,-196536357.543,2.0,10610537093900.0,6.12351299001e-14,0.125,0.00390614228128,4,0.25,0.124996553001
1200.0,-147.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-210972016.183,6542173.90314,-210972016.183,-206346000.652,-215598031.714,-215135430.16,-206808602.205,2.0,42800039378900.0,6.12351299001e-14,0.125,0.00195314038839,125,0.125,0.125000984857
1200.0,-547.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-251517647.746,1743052.32866,-251517647.746,-250285123.624,-252750171.867,-252626919.455,-250408376.036,2.0,3038231420450.0,6.12351299001e-14,0.25,0.00390614228128,15,0.125,0.124996553001
1200.0,-747.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-288745358.699,17343829.2891,-288745358.699,-276481419.397,-301009298.001,-299782904.071,-277707813.327,2.0,300808414408000.0,6.12351299001e-14,0.25,0.00781256155355,109,0.25,0.125000984857
1200.0,-947.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-289522553.77,2154655.03185,-289522553.77,-287998982.586,-291046124.955,-290893767.836,-288151339.705,2.0,4642538306260.0,6.12351299001e-14,0.125,0.00781257694194,54,0.25,0.250002462142
1200.0,-547.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-295945426.436,8203558.30212,-295945426.436,-290144634.731,-301746218.141,-301166138.971,-290724713.901,2.0,67298368816300.0,6.12351299001e-14,0.25,0.00781242305806,40,0.125,0.249997537858
1200.0,-347.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307990732.946,2449901.70024,-307990732.946,-306258390.841,-309723075.052,-309549840.841,-306431625.051,2.0,6002018340820.0,6.12351299001e-14,0.25,0.00781257694194,95,0.125,0.250002462142
1200.0,-947.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-390726929.837,3496090.75654,-390726929.837,-388254820.355,-393199039.319,-392951828.37,-388502031.304,2.0,12222650578000.0,6.12351299001e-14,0.125,0.00781257694194,79,0.25,0.250002462142
1200.0,-547.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-406646925.145,3999954.22035,-406646925.145,-403818530.391,-409475319.898,-409192480.423,-404101369.866,2.0,15999633764900.0,6.12351299001e-14,0.25,0.00781257694194,65,0.125,0.250002462142
1200.0,-347.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-417331279.735,2482191.77937,-417331279.735,-415576105.095,-419086454.374,-418910936.91,-415751622.559,2.0,6161276029570.0,6.12351299001e-14,0.25,0.00390628077678,120,0.125,0.125000984857
1200.0,-947.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-491829715.906,10306631.1763,-491829715.906,-484541827.11,-499117604.702,-498388815.823,-485270615.99,2.0,106226646204000.0,6.12351299001e-14,0.125,0.00390628077678,104,0.25,0.125000984857
1200.0,-747.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-496902342.06,11421797.166,-496902342.06,-488825911.831,-504978772.29,-504171129.267,-489633554.854,2.0,130457450500000.0,6.12351299001e-14,0.25,0.00390614228128,10,0.125,0.124996553001
1200.0,-547.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-522927515.21,12772298.8446,-522927515.21,-513896136.085,-531958894.334,-531055756.422,-514799273.998,2.0,163131617776000.0,6.12351299001e-14,0.25,0.00781257694194,90,0.125,0.250002462142
1200.0,-747.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-532862125.0,16696407.1809,-532862125.0,-521055982.261,-544668267.739,-543487653.465,-522236596.535,2.0,278770012751000.0,6.12351299001e-14,0.25,0.00781242305806,35,0.125,0.249997537858
1200.0,-747.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-619121320.753,5065000.63288,-619121320.753,-615539824.459,-622702817.047,-622344667.418,-615897974.088,2.0,25654231411100.0,6.12351299001e-14,0.25,0.00781257694194,60,0.125,0.250002462142
1200.0,-547.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-627548898.595,18424352.9458,-627548898.595,-614520913.689,-640576883.502,-639274085.012,-615823712.179,2.0,339456781470000.0,6.12351299001e-14,0.25,0.00390628077678,115,0.125,0.125000984857
1200.0,-947.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-731174140.782,4202219.63198,-731174140.782,-728202722.784,-734145558.779,-733848416.98,-728499864.584,2.0,17658649835400.0,6.12351299001e-14,0.125,0.00195307114064,5,0.125,0.124996553001
1200.0,-947.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-744012655.544,12459945.0536,-744012655.544,-735202143.903,-752823167.184,-751942116.02,-736083195.067,2.0,155250230740000.0,6.12351299001e-14,0.125,0.00390621152903,30,0.125,0.249997537858
1200.0,-747.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-749870339.969,4321787.06952,-749870339.969,-746814375.025,-752926304.913,-752620708.418,-747119971.52,2.0,18677843474300.0,6.12351299001e-14,0.25,0.00781257694194,85,0.125,0.250002462142
1200.0,-747.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-850682744.147,7201509.89525,-850682744.147,-845590507.665,-855774980.629,-855265756.981,-846099731.313,2.0,51861744771400.0,6.12351299001e-14,0.25,0.00390628077678,110,0.125,0.125000984857
1200.0,-947.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-863831106.217,8101075.17165,-863831106.217,-858102781.028,-869559431.406,-868986598.887,-858675613.547,2.0,65627418936700.0,6.12351299001e-14,0.125,0.00390628847097,55,0.125,0.250002462142
1200.0,-947.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-969154070.432,10600568.901,-969154070.432,-961658336.278,-976649804.587,-975900231.171,-962407909.693,2.0,112372061025000.0,6.12351299001e-14,0.125,0.00390628847097,80,0.125,0.250002462142
1200.0,-947.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-1088661911.12,3121731.44735,-1088661911.12,-1086454513.65,-1090869308.6,-1090648568.85,-1086675253.39,2.0,9745207229380.0,6.12351299001e-14,0.125,0.00195314038839,105,0.125,0.125000984857
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-318982662093000.0,5151851.40268,-318982662093000.0,-318982658451000.0,-318982665736000.0,-318982665372000.0,-318982658815000.0,2.0,26541572875300.0,6.12351299001e-14,0.25,0.00390628077678,106,0.125,0.125000984857
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-318983008892000.0,7811360.97045,-318983008892000.0,-318983003368000.0,-318983014415000.0,-318983013863000.0,-318983003921000.0,2.0,61017360210600.0,6.12351299001e-14,0.25,0.00781256155355,112,0.25,0.125000984857
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-318983349983000.0,9204459.97078,-318983349983000.0,-318983343475000.0,-318983356492000.0,-318983355841000.0,-318983344126000.0,2.0,84722083353700.0,6.12351299001e-14,0.25,0.00781256155355,118,0.25,0.125000984857
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,1015386.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-318983660750000.0,3966663.45116,-318983660750000.0,-318983657945000.0,-318983663555000.0,-318983663274000.0,-318983658226000.0,2.0,15734418934800.0,6.12351299001e-14,0.125,0.00390628077678,124,0.25,0.125000984857
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,761540.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-325903765883000.0,5692612.772,-325903765883000.0,-325903761858000.0,-325903769909000.0,-325903769506000.0,-325903762261000.0,2.0,32405840171900.0,6.12351299001e-14,0.25,0.00781257694194,81,0.125,0.250002462142
