npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,PointProbability
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1424967735.98,6913273.3998,1424967735.98,1429856158.48,1420079313.48,1420568155.73,1429367316.23,2.0,47793349100400.0,0.250017101033,8,0.12499008153,0.249579831933,0.00779928435215,2.85069050095e-13
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1424600954.01,3933429.73897,1424600954.01,1427382308.85,1421819599.17,1422097734.65,1427104173.37,2.0,15471869511400.0,0.250017101033,58,0.250006199044,0.249579831933,0.0156001933296,2.85069050095e-13
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1362416047.33,1282445.82957,1362416047.33,1363322873.48,1361509221.19,1361599903.8,1363232190.86,2.0,1644667305790.0,0.250017101033,108,0.125003719426,0.249579831933,0.00780013534634,2.85069050095e-13
769.0,-620.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1357813791.03,2952215.84239,1357813791.03,1359901322.87,1355726259.18,1355935012.37,1359692569.68,2.0,8715578380040.0,0.250017101033,83,0.250006199044,0.249579831933,0.0156001933296,2.85069050095e-13
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1332318245.48,15167645.3257,1332318245.48,1343043390.34,1321593100.61,1322665615.1,1341970875.86,2.0,230057464726000.0,0.250017101033,28,0.249993800956,0.125210084034,0.00782597149857,2.85069050095e-13
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1316409790.18,16204344.9348,1316409790.18,1327867992.37,1304951587.99,1306097408.21,1326722172.15,2.0,262580794765000.0,0.250017101033,53,0.250006199044,0.125210084034,0.00782635961652,2.85069050095e-13
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1293665584.64,144937.884797,1293665584.64,1293768071.2,1293563098.08,1293573346.74,1293757822.55,2.0,21006990449.3,0.249982898967,19,0.12499008153,0.250420168067,0.00782447404289,2.85069050095e-13
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1273275316.53,20246432.0291,1273275316.53,1287591705.91,1258958927.15,1260390566.08,1286160066.97,2.0,409918009909000.0,0.250017101033,3,0.12499008153,0.125210084034,0.00391277228441,2.85069050095e-13
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1272647669.88,16883323.996,1272647669.88,1284585982.77,1260709357.0,1261903188.29,1283392151.48,2.0,285046629155000.0,0.250017101033,78,0.250006199044,0.125210084034,0.00782635961652,2.85069050095e-13
769.0,-769.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1260783521.15,1710653.94943,1260783521.15,1261993136.16,1259573906.14,1259694867.64,1261872174.66,2.0,2926336934710.0,0.250017101033,103,0.125003719426,0.125210084034,0.00391319921416,2.85069050095e-13
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1249906209.58,14419183.6989,1249906209.58,1260102112.15,1239710307.01,1240729897.27,1259082521.9,2.0,207912858542000.0,0.249982898967,44,0.249993800956,0.250420168067,0.0156498018285,2.85069050095e-13
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1184367058.45,4179067.27895,1184367058.45,1187322105.27,1181412011.64,1181707516.32,1187026600.58,2.0,17464603322000.0,0.249982898967,69,0.250006199044,0.250420168067,0.0156505779582,2.85069050095e-13
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1173700144.3,31861057.4515,1173700144.3,1196229314.08,1151170974.52,1153423891.5,1193976397.11,2.0,1015126981930000.0,0.249982898967,94,0.250006199044,0.250420168067,0.0156505779582,2.85069050095e-13
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1165235882.42,13124162.5552,1165235882.42,1174516066.76,1155955698.08,1156883716.52,1173588048.33,2.0,172243642776000.0,0.249982898967,39,0.249993800956,0.249579831933,0.0155972857149,2.85069050095e-13
769.0,-323.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1147132112.7,2877463.90022,1147132112.7,1149166786.94,1145097438.47,1145300905.89,1148963319.51,2.0,8279798497040.0,0.249982898967,119,0.125003719426,0.250420168067,0.00782532778557,2.85069050095e-13
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1145009219.48,6704541.46566,1145009219.48,1149750046.22,1140268392.75,1140742475.42,1149275963.55,2.0,44950876264700.0,0.249982898967,64,0.250006199044,0.249579831933,0.0155980592402,2.85069050095e-13
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1123906412.99,3960412.05448,1123906412.99,1126706847.21,1121105978.77,1121386022.19,1126426803.79,2.0,15684863641300.0,0.249982898967,14,0.12499008153,0.249579831933,0.00779821741859,2.85069050095e-13
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1108551731.78,2393523.43883,1108551731.78,1110244208.43,1106859255.12,1107028502.79,1110074960.76,2.0,5728954452210.0,0.249982898967,89,0.250006199044,0.249579831933,0.0155980592402,2.85069050095e-13
769.0,-472.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1079751526.01,2711263.25004,1079751526.01,1081668678.64,1077834373.38,1078026088.65,1081476963.38,2.0,7350948411040.0,0.249982898967,114,0.125003719426,0.249579831933,0.00779906829636,2.85069050095e-13
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1046799176.73,14356659.517,1046799176.73,1056950868.03,1036647485.43,1037662654.56,1055935698.9,2.0,206113672487000.0,0.249982898967,34,0.249993800956,0.249579831933,0.0155972857149,2.85069050095e-13
769.0,-174.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1043085417.98,179780.006476,1043085417.98,1043212541.64,1042958294.32,1042971006.68,1043199829.27,2.0,32320850728.5,0.124974348451,25,0.12499008153,0.125210084034,0.00195585087924,2.85069050095e-13
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,1039395527.89,6530796.31073,1039395527.89,1044013498.25,1034777557.53,1035239354.57,1043551701.21,2.0,42651300452200.0,0.249982898967,59,0.250006199044,0.249579831933,0.0155980592402,2.85069050095e-13
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,989499280.959,11869951.3497,989499280.959,997892604.05,981105957.867,981945290.176,997053271.741,2.0,140895745045000.0,0.249982898967,9,0.12499008153,0.249579831933,0.00779821741859,2.85069050095e-13
769.0,-174.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,979733061.251,29724642.0901,979733061.251,1000751557.24,958714565.261,960816414.86,998649707.642,2.0,883554347382000.0,0.124974348451,50,0.249993800956,0.125210084034,0.00391191516495,2.85069050095e-13
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,977302080.779,41161794.1598,977302080.779,1006407864.56,948196297.003,951106875.38,1003497286.18,2.0,1694293298460000.0,0.249982898967,84,0.250006199044,0.249579831933,0.0155980592402,2.85069050095e-13
769.0,-620.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,970992796.728,9500471.34735,970992796.728,977710644.442,964274949.014,964946733.785,977038859.671,2.0,90258955821900.0,0.249982898967,109,0.125003719426,0.249579831933,0.00779906829636,2.85069050095e-13
769.0,-174.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,967821490.132,6312900.74546,967821490.132,972285385.059,963357595.206,963803984.699,971838995.566,2.0,39852715822100.0,0.124974348451,75,0.250006199044,0.125210084034,0.00391210917083,2.85069050095e-13
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,943408634.66,14305346.6272,943408634.66,953524042.267,933293227.053,934304767.813,952512501.507,2.0,204642942123000.0,0.249982898967,29,0.249993800956,0.125210084034,0.00782490091423,2.85069050095e-13
769.0,-174.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,930715387.676,8941320.43442,930715387.676,937037855.988,924392919.364,925025166.195,936405609.157,2.0,79947211111100.0,0.124974348451,100,0.250006199044,0.125210084034,0.00391210917083,2.85069050095e-13
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,907713895.436,2056935.38204,907713895.436,909168368.393,906259422.479,906404869.775,909022921.098,2.0,4230983165880.0,0.249982898967,54,0.250006199044,0.125210084034,0.00782528897909,2.85069050095e-13
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,897313030.412,13815905.3987,897313030.412,907082350.808,887543710.016,888520642.056,906105418.768,2.0,190879241986000.0,0.124974348451,45,0.249993800956,0.250420168067,0.0078238303299,2.85069050095e-13
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,885843145.889,9889263.96116,885843145.889,892835911.497,878850380.281,879549656.842,892136634.936,2.0,97797541693400.0,0.249982898967,4,0.12499008153,0.125210084034,0.00391223702145,2.85069050095e-13
769.0,-174.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,877185012.745,36934961.4004,877185012.745,903301974.414,851068051.076,853679747.243,900690278.247,2.0,1364191373650000.0,0.124974348451,125,0.125003719426,0.125210084034,0.00195606428571,2.85069050095e-13
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,859780640.113,37018146.4678,859780640.113,885956422.508,833604857.719,836222435.958,883338844.268,2.0,1370343167910000.0,0.249982898967,79,0.250006199044,0.125210084034,0.00782528897909,2.85069050095e-13
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,856144132.366,63177104.7244,856144132.366,900817091.532,811471173.2,815938469.116,896349795.616,2.0,3991346561360000.0,0.124974348451,20,0.12499008153,0.250420168067,0.00391170175848,2.85069050095e-13
769.0,-769.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,855157044.28,6315154.1516,855157044.28,859622532.605,850691555.955,851138104.787,859175983.772,2.0,39881171958500.0,0.249982898967,104,0.125003719426,0.125210084034,0.00391266389279,2.85069050095e-13
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,849702765.796,33818141.5645,849702765.796,873615803.023,825789728.568,828181032.291,871224499.3,2.0,1143666698880000.0,0.124974348451,70,0.250006199044,0.250420168067,0.00782421834166,2.85069050095e-13
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,811717145.215,10168958.3693,811717145.215,818907684.635,804526605.794,805245659.736,818188630.693,2.0,103407714317000.0,0.124974348451,95,0.250006199044,0.250420168067,0.00782421834166,2.85069050095e-13
769.0,-323.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,759519508.073,29897952.6079,759519508.073,780660553.105,738378463.04,740492567.543,778546448.602,2.0,893887570142000.0,0.124974348451,120,0.125003719426,0.250420168067,0.00391212857142,2.85069050095e-13
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,749871534.2,889231.470027,749871534.2,750500315.803,749242752.598,749305630.758,750437437.642,2.0,790732607287.0,0.124974348451,40,0.249993800956,0.249579831933,0.0077975758657,2.85069050095e-13
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,747997514.773,5923435.75325,747997514.773,752186016.362,743809013.184,744227863.343,751767166.204,2.0,35087091122900.0,0.124974348451,15,0.12499008153,0.249579831933,0.00389857524251,2.85069050095e-13
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,740941737.951,2346750.80492,740941737.951,742601141.359,739282334.543,739448274.884,742435201.018,2.0,5507239340410.0,0.124974348451,65,0.250006199044,0.249579831933,0.00779796257541,2.85069050095e-13
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,692580511.564,39451318.6309,692580511.564,720476806.495,664684216.634,667473846.127,717687177.002,2.0,1556406541720000.0,0.124974348451,90,0.250006199044,0.249579831933,0.00779796257541,2.85069050095e-13
769.0,-472.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,678936307.608,16551336.286,678936307.608,690639869.734,667232745.483,668403101.695,689469513.521,2.0,273946732853000.0,0.124974348451,115,0.125003719426,0.249579831933,0.00389900062319,2.85069050095e-13
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,661540863.228,9421785.8917,661540863.228,668203071.922,654878654.533,655544875.402,667536851.053,2.0,88770049389100.0,0.124974348451,35,0.249993800956,0.249579831933,0.0077975758657,2.85069050095e-13
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,614180932.762,18179384.5116,614180932.762,627035698.828,601326166.696,602611643.303,625750222.222,2.0,330490021220000.0,0.124974348451,10,0.12499008153,0.249579831933,0.00389857524251,2.85069050095e-13
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,602053769.458,21330872.8804,602053769.458,617136974.32,586970564.595,588478885.081,615628653.834,2.0,455006137841000.0,0.124974348451,60,0.250006199044,0.249579831933,0.00779796257541,2.85069050095e-13
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,584985118.544,17626204.0374,584985118.544,597448726.945,572521510.142,573767870.982,596202366.105,2.0,310683068769000.0,0.124974348451,85,0.250006199044,0.249579831933,0.00779796257541,2.85069050095e-13
769.0,-620.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,553852657.227,22450827.5414,553852657.227,569727789.625,537977524.83,539565038.069,568140276.386,2.0,504039657296000.0,0.124974348451,110,0.125003719426,0.249579831933,0.00389900062319,2.85069050095e-13
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,532804288.109,658148.826313,532804288.109,533269669.607,532338906.611,532385444.761,533223131.458,2.0,433159877577.0,0.124974348451,30,0.249993800956,0.125210084034,0.00391191516495,2.85069050095e-13
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,504265975.209,2640656.92655,504265975.209,506133201.628,502398748.789,502585471.431,505946478.986,2.0,6973069003760.0,0.124974348451,55,0.250006199044,0.125210084034,0.00391210917083,2.85069050095e-13
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,458261822.378,49317963.9632,458261822.378,493134889.131,423388755.625,426876062.3,489647582.455,2.0,2432261569480000.0,0.124974348451,5,0.12499008153,0.125210084034,0.00195585087924,2.85069050095e-13
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,427053921.292,13265455.4273,427053921.292,436434014.781,417673827.804,418611837.153,435496005.432,2.0,175972307693000.0,0.124974348451,80,0.250006199044,0.125210084034,0.00391210917083,2.85069050095e-13
769.0,-769.0,-4286.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,423195206.296,8624141.38837,423195206.296,429293395.154,417097017.438,417706836.324,428683576.268,2.0,74375814686700.0,0.124974348451,105,0.125003719426,0.125210084034,0.00195606428571,2.85069050095e-13
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180564813534000.0,57011.213437,-180564813534000.0,-180564813494000.0,-180564813574000.0,-180564813570000.0,-180564813498000.0,2.0,3250278457.56,0.125008550516,6,0.12499008153,0.249579831933,0.00389964217608,2.85069050095e-13
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180564845794000.0,339788.231272,-180564845794000.0,-180564845554000.0,-180564846035000.0,-180564846011000.0,-180564845578000.0,2.0,115456042111.0,0.125008550516,31,0.249993800956,0.249579831933,0.00779970984924,2.85069050095e-13
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180564879146000.0,1285068.59632,-180564879146000.0,-180564878237000.0,-180564880055000.0,-180564879964000.0,-180564878328000.0,2.0,1651401297260.0,0.125008550516,56,0.250006199044,0.249579831933,0.00780009666478,2.85069050095e-13
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180564914129000.0,2821144.63201,-180564914129000.0,-180564912134000.0,-180564916124000.0,-180564915925000.0,-180564912334000.0,2.0,7958857034700.0,0.125008550516,81,0.250006199044,0.249579831933,0.00780009666478,2.85069050095e-13
